name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,dissolution_date,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,category_survey_email_address,date_of_organization_meeting,reason_for_administrative,mailing_international_address,office_jurisdiction_3
BOUQUET CT LLC,LLC,Active,,1346810,2022-03-31,145 COLUMBUS BLVD APT. 615,NEW BRITAIN,United States,06051,CT,bouquet.ct06053@gmail.com,Domestic,2020-06-10,CT,Connecticut,True,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
"MAXIMUM BEVERAGE OF TOLLAND, INC.",Stock,Active,Annual report past due,1346811,2021-06-11,522 COTTAGE GROVE ROAD BUILDING F,BLOOMFIELD,,06002,CT,bwhitney@puretechholdings.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.1533333,5000.0,,,,,,,,,,,,,,,,,,,,,,
ICONN LASHES AND BEAUTY LLC,LLC,Active,Annual report past due,1346812,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
"APEX ACRES, LLC",LLC,Active,,1346813,2022-03-31,562 UPPER GRASSY HILL ROAD,WOODBURY,United States,06798,CT,david.guerrera@gmail.com,Domestic,2020-06-10,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
"URBANGENWEALTH, LLC",LLC,Active,Annual report past due,1346814,2021-03-31,1138 OCEAN AVE APT 6I,BROOKLYN,United States,11230,NY,EFILE1234@INCFILE.COM,Domestic,2020-06-10,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
ARTSWAVE LLC,LLC,Active,,1346815,2022-03-31,29 SUNSET TRAIL BOX37,NEW FAIRFIELD,United States,06812,CT,EFILE1234@INCFILE.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Commercial Printing (except Screen and Books) (323111),,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
GALE SALVO L.L.C.,LLC,Active,Annual report past due,1346816,2021-03-31,239 HELEN ST,HAMDEN,United States,06514,CT,EFILE1234@INCFILE.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
BOLLYNTON CORNER LLC,LLC,Active,,1346817,2022-03-31,95 MEADOWBROOK RD,STRATFORD,United States,06614,CT,bollyntonc@gmail.com,Domestic,2020-06-10,CT,Connecticut,True,False,True,False,False,All Other General Merchandise Stores (452319),,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
C & J BAKERS L.L.C.,LLC,Active,Annual report past due,1346818,2021-03-31,275 W. TOWN STREET,NORWICH,United States,06360,CT,EFILE1234@INCFILE.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
"MAIN STREET CLEANING, LLC",LLC,Active,,1346819,2022-03-31,19 HARSTROM PLACE,NORWALK,United States,06853,CT,MAKOLMAN@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
SUNTUITY ELECTRIC LLC,LLC,Active,,1346820,2022-03-31,2137 ROUTE 35 N,HOLMDEL,United States,07733,NJ,john.swift@suntuity.com,Foreign,2020-06-10,NJ,NJ,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,2021-11-10 00:08:44.1533333,,2020-06-10,SUNTUITY ELECTRIC LLC,United States,,"2137 ROUTE 35 N, HOLMDEL, NJ, 07733, United States",2137 ROUTE 35 N,HOLMDEL,NJ,07733,United States,"2137 ROUTE 35 N, HOLMDEL, NJ, 07733, United States",2137 ROUTE 35 N,HOLMDEL,NJ,07733,United States,,,,,,
SMA STRATEGY LLC,LLC,Active,,1346821,2022-03-31,145 KNEEN ST,SHELTON,United States,06484,CT,stoya.maglova@gmail.com,Domestic,2020-06-10,CT,Connecticut,True,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
974 CAPITAL LLC,LLC,Active,,1346823,2022-03-31,71 BYRAM SHORE RD,GREENWICH,United States,06830,CT,INFO974CAPITAL@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Miscellaneous Intermediation (523910),523910.0,2021-11-10 00:08:44.1866667,,,,,,,,,,,,,,,,,,,,,,,
MODERN PEST SERVICES LLC,LLC,Active,,1346824,2022-03-31,100 PLEASANT STREET,BRUNSWICK,United States,04011,ME,Compliancemail@cscinfo.com,Foreign,2020-06-10,ME,ME,False,False,False,False,False,Exterminating and Pest Control Services (561710),,2021-11-10 00:08:44.1866667,,2020-06-10,MODERN PEST SERVICES LLC,United States,,,,,,,,,,,,,,,,,,,
SHOES N MORE ONLINE INC.,Stock,Active,First report past due,1346826,2020-09-08,No information provided,,,,,LIZ@SHOESNMORE.COM,Domestic,2020-06-10,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:08:44.1866667,200.0,,,,,,,,,,,,,,,,,,,,Failure to file First Report,,
"T & J SPORTS CARDS AND MEMORABILLIA, LLC",LLC,Active,Annual report past due,1346827,2021-03-31,432 RUBBER AVENUE,NAUGATUCK,United States,06770,CT,MCSHERRYLAWOFFICE@YAHOO.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.1866667,,,,,,,,,,,,,,,,,,,,,,,
"TSAKIRIS REALTY, LLC",LLC,Active,,1346828,2022-03-31,291 CHRUCH STREET,AMSTON,United States,06231,CT,SIMONE@GAZISASSOCIATES.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:44.1866667,,,,,,,,,,,,,,,,,,,,,,,
"ARMORY EYECARE, PLLC",LLC,Active,,1346830,2022-03-31,836 FARMINGTON AVE,WEST HARTFORD,United States,06119,CT,neerucdua@gmail.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Offices of Optometrists (621320),621320.0,2021-11-10 00:08:44.1866667,,,,,,,,,,,,,,,,,,,,,,,
"WALG FAIRBORN, LLC",LLC,Active,,1346833,2022-03-31,15 KIRKWOOD RD,WEST HARTFORD,United States,06117,CT,michaelnathanshifrin@comcast.net,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:44.1866667,,,,,,,,,,,,,,,,,,,,,,,
"KATHARTIC ORGANIZING, LLC",LLC,Active,Annual report past due,1346834,2021-03-31,129 COSEY BEACH AVE APT B4,EAST HAVEN,United States,06512,CT,KATHARTICORGANIZINGLLC@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:44.1866667,,,,,,,,,,,,,,,,,,,,,,,
JT MAINTENANCE SERVICES LLC,LLC,Active,Annual report past due,1346835,2021-03-31,31 WILDMAN ST,DANBURY,United States,06810,CT,EDAFIESCHI@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:44.1866667,,,,,,,,,,,,,,,,,,,,,,,
"5 SKYLINE DRIVE, LLC",LLC,Active,,1346836,2022-03-31,5 JASON COURT,BROOKFIELD,United States,06804,CT,martoneconst@aol.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:44.1866667,,,,,,,,,,,,,,,,,,,,,,,
AQUINOS CAR WASH LLC,LLC,Active,Annual report past due,1346838,2021-03-31,291 HANOVER ST,BRIDGEPORT,United States,,CT,AQUINOCARLOS475@YAHOO.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",811121.0,2021-11-10 00:08:44.1866667,,,,,,,,,,,,,,,,,,,,,,,
TOMASSETTI INSURANCE LLC,LLC,Active,,1346839,2022-03-31,16 SONOMA LANE,MIDDLETOWN,United States,06457,CT,bethtomassetti1@gmail.com,Domestic,2020-06-10,CT,Connecticut,True,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:44.1866667,,,,,,,,,,,,,,,,,,,,,,,
"PLAYA OF DARIEN, INC",Stock,Active,First report past due,1346840,2020-09-08,No information provided,,,,,STEVE@DIMOVSKIARCHITECTURE.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:44.1866667,10.0,,,,,,,,,,,,,,,,,,,,Failure to file First Report,,
UNILAXY INTERNATIONAL LLC,LLC,Active,Annual report past due,1346841,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,NE@REGISTEREDAGENTSINC.COM,Foreign,2020-06-10,TX,TX,False,False,False,False,False,,,2021-11-10 00:08:44.1866667,,2020-06-10,UNILAXY INTERNATIONAL LLC,United States,,,,,,,,,,,,,,,,,,,
"LAKE/FLATO ARCHITECTS, INC.",Stock,Active,Annual report past due,1346842,2021-06-10,311 THIRD ST.,SAN ANTONIO,United States,78205,TX,JTHOMAS@LAKEFLATO.COM,Foreign,2020-06-10,TX,TX,False,False,False,False,False,Architectural Services (541310),541310.0,2021-11-10 00:08:44.2166667,,2020-07-01,"LAKE/FLATO ARCHITECTS, INC.",United States,,,,,,,,,,,,,,,,,,,
ABODE & BEYOND LLC,LLC,Active,,1346843,2022-03-31,7 CURTISS PLACE B,WEST HAVEN,United States,06516,CT,hello@abodeandbeyondmoving.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:44.2166667,,,,,,,,,,,,,,,,,,,,,,,
TSTEEL CONSTRUCTION LLC,LLC,Active,Annual report past due,1346847,2021-03-31,66 BAILEY WOODS RD,BROOKLYN,United States,06234,CT,TSTEELCONSTRUCTION85@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,True,False,True,False,False,Industrial Building Construction (236210),236210.0,2021-11-10 00:08:44.2166667,,,,,,,,,,,,,,,,,,,,,,,
RUNNER LLC,LLC,Active,Annual report past due,1346848,2021-03-31,45 ELLSWORTH STREET,HARTFORD,United States,06114,CT,RUNNER99LLC@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",484122.0,2021-11-10 00:08:44.2166667,,,,,,,,,,,,,,,,,,,,,,,
"CORRIGAN OIL II, INC.",Stock,Active,Annual report past due,1346850,2021-06-10,775 N. SECOND STREET,BRIGHTON,United States,48116,MI,CONNIEB@CORRIGANOIL.COM,Foreign,2020-06-10,MI,MI,False,False,False,False,False,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) (424720),424720.0,2021-11-10 00:08:44.2166667,,2020-06-30,"CORRIGAN OIL II, INC.",United States,,,,,,,,,,,,,,,,,,,
"GIRALDO & SATIZABAL GLOBAL, LLC",LLC,Active,,1346851,2022-03-31,22 ELIZABETH STREET SUITE 10,NORWALK,United States,06854,CT,FGIRALDO@GNS-GLOBAL.NET,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),423990.0,2021-11-10 00:08:44.2300000,,,,,2021-10-15T00:00:00.000,,,,,,,,,,,,,,,,,,
"OX CAR CARE, INC.",Stock,Active,,1346852,2022-06-10,4 PARK PLAZA STE 500,IRVINE,United States,92614,CA,sandra.maeder@y2yc.com,Foreign,2020-06-10,DE,DE,False,False,False,False,False,"Other Direct Insurance (except Life, Health, and Medical) Carriers (524128)",524128.0,2021-11-10 00:08:44.2300000,,2020-07-01,"OX CAR CARE, INC.",United States,,,,,,,,,,,,,,,,,,,
10 RENEE'S WAY LLC,LLC,Active,,1346853,2022-03-31,35 WINDING LANE,GREENWICH,United States,06830,CT,Herbertwasher@gmail.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:44.2300000,,,,,,,,,,,,,,,,,,,,,,,
BESST EATS LLC,LLC,Active,,1346854,2022-03-31,1771 POST ROAD EAST SUITE 317,WESTPORT,United States,06880,CT,bessrostowsky@gmail.com,Domestic,2020-06-10,CT,Connecticut,True,False,False,False,False,Offices of Other Holding Companies (551112),,2021-11-10 00:08:44.2300000,,,,,,,,,,,,,,,,,,,,,,,
INNOVATION AUTO SPA LLC,LLC,Active,,1346855,2022-03-31,3 CHAPEL HILL ROAD,WESTPORT,United States,06880,CT,Innovationautoct@gmail.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:44.2300000,,,,,,,,,,,,,,,,,,,,,,,
"CB NEPTUNE HOLDINGS, LLC",LLC,Active,,1346856,2022-03-31,545 Washington Blvd,Jersey City,United States,07310-1607,NJ,qnatarajan@neptuneretailsolutions.com,Foreign,2020-06-10,DE,DE,False,False,False,False,False,Advertising Material Distribution Services (541870),,2021-11-10 00:08:44.2300000,,2020-05-05,"CB NEPTUNE HOLDINGS, LLC",United States,,,,,,,,,,,,,,,,,,,
EXIT BAIL BONDS LLC,LLC,Active,,1346857,2022-03-31,111 SILVER STREET,NEW BRITIAN,United States,06053,CT,EXITBAILBONDS20@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:08:44.2300000,,,,,,,,,,,,,,,,,,,exitbailbonds20@gmail.com,,,,
PAUL GREISER'S LUCKY 13 LLC,LLC,Active,,1346858,2022-03-31,45A MINERVA STREET,DERBY,United States,06418,CT,paulgreiserink@gmail.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:44.2300000,,,,,,,,,,,,,,,,,,,,,,,
BALINESE LLC,LLC,Active,,1346859,2022-03-31,220 KUHNE ROAD,SOUTHBURY,United States,06488,CT,CSFERRUZZO@ICLOUD.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:44.2300000,,,,,,,,,,,,,,,,,,,,,,,
"CHURCH OF GOD AND SAINTS OF CHRIST - BETHEL TAB, INC.",Non-Stock,Active,Annual report past due,1346860,2021-06-10,109 BUTLER STREET,NEW HAVEN,United States,06511,CT,SAINTSOFCHRISTNH@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Religious Organizations (813110),813110.0,2021-11-10 00:08:44.2300000,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL WELLNESS PARTNERS, LLC",LLC,Active,,1346861,2022-03-31,25 DAVENPORT FARM LANE EAST,STAMFORD,United States,06903,CT,jbittiger@behavioralwellnesspartners.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,jbittiger@behavioralwellnesspartners.com,,,,
AFRIM DALIPOVSKI LLC,LLC,Active,,1346862,2022-03-31,94 WAKELEE RD,WATERBURY,United States,06705,CT,dalipovski@att.net,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
MILLENNIAL CONTRACTORS LLC,LLC,Active,Annual report past due,1346863,2021-03-31,138 NORTH ELM STREET,MANCHESTER,United States,06042,CT,MINVESTORSLLC@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,True,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
M&D BRAND INC,B Corp,Active,First report past due,1346864,2020-09-08,No information provided,,,,,POSSENICE21@YAHOO.COM,Domestic,2020-06-10,CT,Connecticut,False,False,True,True,False,Caterers (722320),722320.0,2021-11-10 00:08:44.7633333,1.0,,,,,,,,,,,,,,,,,,,,Failure to file First Report,,
"S.O.S. MASSAGE THERAPY, LLC",LLC,Active,Annual report past due,1346865,2021-03-31,154 BAUM DRIVE,THOMASTON,United States,06787,CT,SUEPYANAHN@AOL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
93 HILLSIDE AVE LLC,LLC,Active,,1346866,2022-03-31,139 W Main St,Waterbury,United States,06702-2007,CT,93HILLSIDE@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
GREEN 2 GREEN CONSULTING LIMITED LIABILITY COMPANY,LLC,Active,,1346867,2022-03-31,"18969 US ROUTE 11, SUITE 2",WATERTOWN,United States,13601,NY,JRILEY@GREEN2GREENCONSULTING.COM,Foreign,2020-06-10,NY,NY,False,False,False,False,False,Environmental Consulting Services (541620),541620.0,2021-11-10 00:08:44.7633333,,2020-06-22,GREEN 2 GREEN CONSULTING LIMITED LIABILITY COMPANY,United States,,"18969 US ROUTE 11, SUITE 2, WATERTOWN, NY, 13601, United States","18969 US ROUTE 11, SUITE 2",WATERTOWN,NY,13601,United States,"18969 US ROUTE 11, SUITE 2, WATERTOWN, NY, 13601, United States","18969 US ROUTE 11, SUITE 2",WATERTOWN,NY,13601,United States,,,,,,
BELLEVILLE TRANSPORTATION SERVICE LLC,LLC,Active,Annual report past due,1346868,2021-03-31,261 ELY AVENUE BLDG 13-2D,NORWALK,United States,06854,CT,INFINITESOURCELLC4@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
HA! PRODUCT FOUNDRY LLC,LLC,Active,Annual report past due,1346869,2021-03-31,1161 FORBES ST,EAST HARTFORD,,06118,CT,AOALFONSO@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),454390.0,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
GOLDEN ROSE HOMECARE LLC,LLC,Dissolved,,1346870,2021-03-31,24 HOYT STREET APT 1,DANBURY,United States,06810,CT,CHICKENBOX5@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:08:44.7633333,,,,,2020-11-27T00:00:00.000,,,,,,,,,,,,,,,,,,
SAFTEY TECHS LLC,LLC,Active,Annual report past due,1346871,2021-03-31,40 GRANDVIEW AVENUE,HAMDEN,United States,06514,CT,GANGOFNEWHAVEN@ICLOUD.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
333 MANAGEMENT LLC,LLC,Active,Annual report past due,1346873,2021-03-31,"161 STARR ST., APT. 1",NEW HAVEN,United States,06511,CT,444MANAGEMENTLLC@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
SILVER LINING MARKETING LLC,LLC,Active,,1346874,2022-03-31,73 STURBRIDGE LN.,TRUMBULL,United States,06611,CT,jolie.e.shapiro@gmail.com,Domestic,2020-06-10,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
SMALL BATCH GLOBAL LLC,LLC,Active,,1346875,2022-03-31,"14 DORA ST., APT. 2",STAMFORD,United States,06902,CT,zuki@smallbatchglobal.com,Domestic,2020-06-10,CT,Connecticut,False,False,True,False,False,Engineering Services (541330),541330.0,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
DIRTYWATER13STUDIOS LLC,LLC,Active,Annual report past due,1346876,2021-03-31,18 IRION ST,WATERBURY,United States,06704,CT,DIRTYWATER13STUDIOS@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Other Construction Material Merchant Wholesalers (423390),423390.0,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
SEED HOMES LLC,LLC,Active,,1346877,2022-03-31,409 MAIN STREET,RIDGEFIELD,United States,06877,CT,accounts@trilliumarchitects.com,Domestic,2020-06-10,CT,Connecticut,True,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),236115.0,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
CAVU CUSTOMS LLC,LLC,Active,,1346878,2022-03-31,7 SHEPARDS WAY,NEW FAIRFIELD,United States,06812,CT,gulfstream24@aol.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,"Hobby, Toy, and Game Stores (451120)",451120.0,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
BLISS THIS HOUSE CT LLC,LLC,Active,Annual report past due,1346879,2021-03-31,78 S BUCKBOARD LN,MARLBOROUGH,United States,06447,CT,BLISSTHISHOUSECT@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,True,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,2021-11-10 00:08:44.7933333,,,,,,,,,,,,,,,,,,,,,,,
55000 STEPS LLC,LLC,Active,,1346880,2022-03-31,15 CARDINAL LANE,WESTPORT,United States,06880,CT,david.s.furth@gmail.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),,2021-11-10 00:08:44.7933333,,,,,,,,,,,,,,,,,,,,,,,
STEPHANIE LYN LLC,LLC,Active,,1346881,2022-03-31,579 BETHMOUR RD.,BETHANY,United States,06524-3369,CT,STEPHANIELYN.CO@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,2021-11-10 00:08:44.7933333,,,,,,,,,,,,,,,,,,,,,,,
FV PAINTING & RESTORATION LLC,LLC,Active,,1346882,2022-03-31,208 ENGLISH ST,NEW HAVEN,United States,06513,CT,VELASQUEZGUEINER@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:44.7933333,,,,,,,,,,,,,,,,,,,,,,,
"O'CONNELL & COMPANY, LLC",LLC,Active,Annual report past due,1346883,2021-03-31,2187 WATERBURY ROAD,CHESHIRE,United States,06410,CT,JOCPA@AOL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Offices of Certified Public Accountants (541211),541211.0,2021-11-10 00:08:44.7933333,,,,,,,,,,,,,,,,,,,,,,,
DEE'S HOME SERVICES LLC,LLC,Active,Annual report past due,1346884,2021-03-31,25 ARLINGTON STREET,NEW BRITAIN,United States,06053,CT,DAVIANLINDSEY32@YAHOO.COM,Domestic,2020-06-10,CT,Connecticut,False,False,True,False,False,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,2021-11-10 00:08:44.7933333,,,,,,,,,,,,,,,,,,,,,,,
T&O REAL ESTATE DEVELOPMENT GROUP LLC,LLC,Active,,1346885,2022-03-31,330 LYNNWAY SUITE 107,LYNN,United States,01901,MA,tm@murray-law.com,Domestic,2020-06-10,MA,Connecticut,False,False,True,False,False,Residential Remodelers (236118),,2021-11-10 00:08:44.7933333,,,,,,,,,,,,,,,,,,,,,,,
"DYLAN'S COMPANY, LLC",LLC,Active,Annual report past due,1346886,2021-03-31,179 BUNKER AVE,MERIDEN,United States,06450,CT,AISLINN1007@YAHOO.COM,Domestic,2020-06-10,CT,Connecticut,True,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:44.7933333,,,,,,,,,,,,,,,,,,,,,,,
13 ACRE FARM LLC,LLC,Active,Annual report past due,1346887,2021-03-31,153 BOWERS HILL ROAD,OXFORD,United States,06478,CT,TUCKER.PATTY@YAHOO.COM,Domestic,2020-06-10,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Crop Farming (111998),111998.0,2021-11-10 00:08:44.7933333,,,,,,,,,,,,,,,,,,,,,,,
SQUARE PRODUCTS LLC,LLC,Active,Annual report past due,1346888,2021-03-31,306 BERKSHIRE ROAD,SANDY HOOK,United States,06482,CT,DANDJLANDSCAPE@YAHOO.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers (423810),423810.0,2021-11-10 00:08:44.7933333,,,,,,,,,,,,,,,,,,,,,,,
JUNO LLC,LLC,Active,,1346889,2022-03-31,30 DEPOT STREET,COLLINSVILLE,United States,06022,CT,COMPLIANCE@ZENBUSINESS.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),,2021-11-10 00:08:44.7933333,,,,,,,,,,,,,,,,,,,,,,,
