name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,category_survey_email_address,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,date_of_organization_meeting,reason_for_administrative,mailing_international_address
"CAST DEVELOPMENT GROUP, LLC",LLC,Active,Annual report past due,1350671,2021-03-31,1000 LAFAYETTE BLVD. SUITE 410,BRIDGEPORT,,06604,CT,VINCENTIII@CAST-DG.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
MANHATTAN ORAL FACIAL SURGERY LLC,LLC,Active,,1350672,2022-03-31,6118 RIVERDALE AVENUE,BRONX,United States,10471,NY,chris.deardoff@mofsny.com,Foreign,2020-07-13,NY,NY,False,False,False,False,False,Offices of Dentists (621210),621210.0,2021-11-10 00:12:42.8066667,,2020-06-25,MANHATTAN ORAL FACIAL SURGERY LLC,United States,,,"6118 RIVERDALE AVENUE, BRONX, NY, 10471, United States",6118 RIVERDALE AVENUE,BRONX,NY,10471,United States,"6118 RIVERDALE AVENUE, BRONX, NY, 10471, United States",6118 RIVERDALE AVENUE,BRONX,NY,10471,United States,,,,
SMASHBURGER ACQUISITION-BOSTON LLC,LLC,Active,,1350673,2022-03-31,3900 E MEXICO AVE STE 1100,DENVER,United States,80210,CO,LICENSING@SMASHBURGER.COM,Foreign,2020-07-13,DE,DE,False,False,False,False,False,Full-Service Restaurants (722511),,2021-11-10 00:12:42.8066667,,2020-08-17,SMASHBURGER ACQUISITION-BOSTON LLC,United States,,,"1209 ORANGE ST, WILMINGTON, DE, 19801, United States",1209 ORANGE ST,WILMINGTON,DE,19801,United States,"1209 ORANGE ST, WILMINGTON, DE, 19801, United States",1209 ORANGE ST,WILMINGTON,DE,19801,United States,,,,
JOSE CEREZO SOLIS LLC,LLC,Active,,1350674,2022-03-31,12 1/2 GIRARD ST,NORWALK,United States,06850,CT,wendy@durangoagency.com,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
"J.C. PASTOR ENVIRONMENTAL SOLUTIONS, INC.",Stock,Active,,1350675,2022-07-13,425 LITCHFIELD RD,NEW MILFORD,United States,06776,CT,JCPENVIRO@GMAIL.COM,Foreign,2020-07-13,NY,NY,False,False,False,False,False,Site Preparation Contractors (238910),238910.0,2021-11-10 00:12:42.8066667,,2020-07-14,"J.C. PASTOR ENVIRONMENTAL SOLUTIONS, INC.",United States,,,,,,,,,,,,,,,,,,
250 NORTH BISHOP AVENUE ASSOCIATES LLC,LLC,Active,Annual report past due,1350676,2021-03-31,78 BOOTH HILL RD,TRUMBULL,United States,06611,CT,GABORDATZ@YAHOO.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
CO-TEACH LLC,LLC,Active,,1350677,2022-03-31,404 MAIN STREET UNIT 5,WALLINGFORD,United States,06492,CT,lee.gretchen@gmail.com,Domestic,2020-07-13,CT,Connecticut,True,False,True,False,False,Educational Support Services (611710),,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
JOHANNA RODRIGUEZ PINEDA LLC,LLC,Active,Annual report past due,1350678,2021-03-31,389 HIGH RIDGE DR,BRIDGEPORT,United States,06606,CT,ACCOUNTMANAGER@DURANGOAGENCY.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
"CHIANG COUNSELING, PLLC",LLC,Active,,1350679,2022-03-31,1 LINDEN PLACE APT 204,HARTFORD,United States,06106,CT,kevin.chiang.lcsw@gmail.com,Domestic,2020-07-13,CT,Connecticut,False,False,True,False,False,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
411 ROMANOCK ROAD LLC,LLC,Dissolved,,1350680,2021-03-31,175 PAPURAH ROAD,FAIRFIELD,United States,06824,CT,ERIC@DELAURENTISDEVELOPMENTS.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:42.8066667,2021-05-20T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
"AHP STRATEGIC, LLC",LLC,Active,,1350681,2022-03-31,9 KIMBERLY DRIVE,BROOKFIELD,United States,06804,CT,alanhpeck@gmail.com,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),541690.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
OLINGER ARCHITECTS LLC,LLC,Active,,1350682,2022-03-31,281 CONCORD AVENUE,CAMBRIDGE,United States,02138,MA,jeff@olinger.io,Foreign,2020-07-13,MA,MA,False,False,False,False,False,Architectural Services (541310),541310.0,2021-11-10 00:12:43.9166667,,2020-07-13,OLINGER ARCHITECTS LLC,United States,,,"216 PROSPECT STREET APARTMENT 2, CAMBRIDGE, MA, 02139, United States",216 PROSPECT STREET APARTMENT 2,CAMBRIDGE,MA,02139,United States,"281 CONCORD AVENUE, CAMBRIDGE, MA, 02139, United States",281 CONCORD AVENUE,CAMBRIDGE,MA,02139,United States,,,,
FABIAN RAMOS MASTRANZO LLC,LLC,Active,Annual report past due,1350683,2021-03-31,7 SOUTH ST UNIT# 2,NORWALK,United States,06854,CT,ACCOUNTMANAGER@DURANGOAGENCY.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
PAWS & CLAWS PET SITTING SERVICES LLC,LLC,Active,,1350684,2022-03-31,66 GREENRIDGE RD,TORRINGTON,United States,06790,CT,info@yourpetsitterdogwalker.com,Foreign,2020-07-13,AZ,AZ,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:12:43.9166667,,2020-07-13,PAWS & CLAWS PET SITTING SERVICES LLC,United States,,,"29862 N TATUM BLVD 1052, CAVE CREEK, AZ, 85331, United States",29862 N TATUM BLVD 1052,CAVE CREEK,AZ,85331,United States,"29862 N TATUM BLVD 1052, CAVE CREEK, AZ, 85331, United States",29862 N TATUM BLVD 1052,CAVE CREEK,AZ,85331,United States,,,,
ANGELA MARIA VOICE OVER LLC,LLC,Active,Annual report past due,1350685,2021-03-31,350 OCEAN AVENUE,WEST HAVEN,United States,06516,CT,VOICE@ANGELAMARIAVO.COM,Domestic,2020-07-13,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
RULIO CARAVANTES M LLC,LLC,Active,Annual report past due,1350686,2021-03-31,26 GREENWOOD HILL ST,STAMFORD,United States,06902,CT,ACCOUNTMANAGER@DURANGOAGENCY.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Carpet and Upholstery Cleaning Services (561740),561740.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
JORDAN MOBILE TECH INC,B Corp,Active,First report past due,1350687,2020-10-11,No information provided,,,,,EAKUB@CPAKHAN.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:43.9166667,,,,,,200.0,,,,,,,,,,,,,,,,
"AMY CAVE, LMFT, LLC",LLC,Active,,1350688,2022-03-31,108 MOHAWK DR,WALLINGFORD,United States,06492,CT,amy@amycavelmft.com,Domestic,2020-07-13,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
BKA FREEDOM ENTERPRISES LLC,LLC,Active,,1350689,2022-03-31,399 OLD WHITFIELD ST,GUILFORD,United States,06437,CT,brettavelin@gmail.com,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Electronics Stores (443142),443142.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
JOSE RIVAS LLC,LLC,Active,Annual report past due,1350690,2021-03-31,206 CLARK ST,NEW BRITAIN,United States,06053,CT,ACCOUNTMANAGER@DURANGOAGENCY.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
"VALLEY GREEN FOODS, LLC",LLC,Active,Annual report past due,1350691,2021-03-31,809 NORTH BETHLEHEM PIKE BLDG A,SPRINGHOUSE,United States,19477,PA,JOHN@BARRYFOODS.COM,Foreign,2020-07-13,PA,PA,False,False,False,False,False,Wholesale Trade Agents and Brokers (425120),425120.0,2021-11-10 00:12:43.9166667,,2020-07-13,"VALLEY GREEN FOODS, LLC",United States,,,"809 NORTH BETHLEHEM PIKE BLDG A, SPRINGHOUSE, PA, 19477, United States",809 NORTH BETHLEHEM PIKE BLDG A,SPRINGHOUSE,PA,19477,United States,"809 NORTH BETHLEHEM PIKE BLDG A, SPRINGHOUSE, PA, 19477, United States",809 NORTH BETHLEHEM PIKE BLDG A,SPRINGHOUSE,PA,19477,United States,,,,
"HEALTHY SOUL RESOURCES, LLC",LLC,Active,,1350692,2022-03-31,134 DEERFIELD AVE,WATERBURY,United States,06708,CT,jbrine@kurienouellette.com,Domestic,2020-07-13,CT,Connecticut,True,False,True,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
MASONJAMES BEAUTY CO. LLC,LLC,Active,Annual report past due,1350693,2021-03-31,754 WOOD AVENUE 3RD FL,BRIDGEPORT,United States,06604,CT,JADALYNERICHIEZ@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
EMERGENT VENTURES LLC,LLC,Active,Annual report past due,1350694,2021-03-31,"27 GLEN ROAD, STE 308",SANDY HOOK,United States,06482,CT,KENI@EMERGENT-AI.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
JUNE J. BEAUTY LLC,LLC,Active,Annual report past due,1350695,2021-03-31,15 BACKUS AVE. SUITE #3,DANBURY,United States,,CT,JUNEJBEAUTY@YAHOO.COM,Domestic,2020-07-13,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
LOL GIFTS LLC,LLC,Active,Annual report past due,1350696,2021-03-31,480 GRASSY HILL ROAD,ORANGE,United States,06477,CT,4LOLGIFTS@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Manufacturing (339999),339999.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
REBALANCING123 LLC,LLC,Active,Annual report past due,1350697,2021-03-31,44 CAMP STREET,MIDDLETOWN,United States,06457,CT,REBALANCING123@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,True,False,True,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
AARON HOME IMPROVEMENT LLC,LLC,Active,Annual report past due,1350698,2021-03-31,243 WHITE STREET,DANBURY,United States,06810,CT,TALBROS@CHARTER.NET,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
ITALBLISS LLC,LLC,Active,Annual report past due,1350699,2021-03-31,541 ELLSWORTH STREET,BRIDGEPORT,United States,06605,CT,JORDADAWKINS@YAHOO.COM,Domestic,2020-07-13,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
VAN DAEL PROJECTS LLC,LLC,Active,,1350700,2022-03-31,122 FLAT ROCK RD,BRANFORD,United States,06405,CT,Vandaelkoen@gmail.com,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Tile and Terrazzo Contractors (238340),,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
REALITY LIFE COACHING LLC,LLC,Active,Annual report past due,1350702,2021-03-31,67 PLAINFIELD DR,WATERBURY,United States,06708,CT,REALITYLIFECOACHINGMGMT@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
GASPARRI LAWN & LAND MAINTENANCE LLC,LLC,Active,,1350703,2022-03-31,10 ROY MOUNTAIN ROAD,PROSPECT,United States,06712,CT,MarcheLion@ProtonMail.com,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
NEWNESS HEALTH & WELLNESS LLC,LLC,Active,,1350704,2022-03-31,722 TOWER AVE,HARTFORD,United States,06112,CT,eastern@northwestregisteredagent.com,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
LOW MAINTENANCE LLC,LLC,Dissolved,,1350705,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,jkaner23@gmail.com,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Men's Clothing Stores (448110),,2021-11-10 00:12:44.6033333,2021-05-05T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
FERRER TREE AND SERVICES LLC,LLC,Active,,1350706,2022-03-31,141 BURKE ST,EAST HARTFORD,United States,06118,CT,FERRERTREEANDSERVICES@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
"TSB, LLC",LLC,Active,Annual report past due,1350707,2021-03-31,31 NEWFIELD AVENUE,NEW BRITAIN,United States,06053,CT,R.DOWNS34@HOTMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
VASQUEZ'S K&K LLC,LLC,Active,Annual report past due,1350708,2021-03-31,16 FARVIEW AVE 2FL,DANBURY,United States,06810,CT,GABY_171988@HOTMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
CUENCANOS LLC,LLC,Active,Annual report past due,1350709,2021-03-31,77 BERLIN RD SUITE 6,CROMWELL,United States,06416,CT,THELMA.WOOSTERSTREETPIZZA@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,True,False,False,All Other Specialty Food Stores (445299),445299.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
1310 BERLIN TPK UNIT 1-406 LLC,LLC,Dissolved,,1350710,2021-03-31,5 BUCK HILL RD,MADISON,United States,06443,CT,WENPAT333@AOL.COM,Domestic,2020-07-13,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:44.6033333,2021-05-14T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
WEST HARTFORD APOTHECARY LLC,LLC,Active,,1350711,2022-03-31,994 FARMINGTON AVE,WEST HARTFORD,United States,06107,CT,WESTHARTFORDAPOTHECARY@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,True,False,True,False,False,Pharmacies and Drug Stores (446110),446110.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
HENROD OMEGA LLC,LLC,Active,Annual report past due,1350712,2021-03-31,325 LAFAYETTE ST APT 3201,BRIDGEPORT,United States,06604,CT,ANDREWBRADSHAW92@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
STK HOME SOLUTIONS LLC,LLC,Dissolved,,1350713,2021-03-31,62 HARRINGTON RD,BROAD BROOK,United States,06016,CT,EFILE1234@INCFILE.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:44.6033333,2020-12-02T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
FACEY EXPRESS SERVICE LLC,LLC,Active,Annual report past due,1350714,2021-03-31,109 WHEELER AVE,BRIDGEPORT,United States,06606,CT,JASSBO@AOL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Couriers and Express Delivery Services (492110),492110.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
YOU BETTER SPORTS LLC,LLC,Active,,1350715,2022-03-31,213 PINEWOOD TRAIL,TRUMBULL,United States,06611,CT,JFAVRETTO.2015@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,True,False,False,False,Sporting Goods Stores (451110),451110.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
ALL STAR FUELS LLC,LLC,Active,Annual report past due,1350716,2021-03-31,29 GOLDEN HILL ST,NORWALK,United States,06854,CT,AIC.SERVICE.LLC@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Fuel Dealers (454310),454310.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
"CONVERSE BAY CAPITAL, LLC",LLC,Active,,1350717,2022-03-31,13 GROVE STREET UNIT A,DARIEN,United States,06820,CT,AaronWSmith1@gmail.com,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:44.7300000,,,,,,,,,,,,,,,,,,,,,,
TAI JIANG HE INC,B Corp,Active,,1350719,2022-09-08,610 BOSTON AVE,BRIDGEPORT,United States,06610,CT,YANDWPROFESSIONAL@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:12:44.7300000,,,,,,200.0,,,,,,,,,,,,,,,,
LUIS ROSALINO GUAMBO TAMBO LLC,LLC,Active,Annual report past due,1350720,2021-03-31,184 OSBORNE ST,DANBURY,United States,06810,CT,ESTEVEZKATIUSCA@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:44.7300000,,,,,,,,,,,,,,,,,,,,,,
INTEGRATIVE THERAPEUTIC BODYWORK LLC,LLC,Active,Annual report past due,1350721,2021-03-31,18 SHADY LANE,WEST SIMSBURY,United States,06092,CT,CTLMTLICKE@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,True,False,True,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:44.7300000,,,,,,,,,,,,,,,,,,,,,,
BEEBLOSSOM BOUTIQUE LLC,LLC,Active,Annual report past due,1350722,2021-03-31,511 SHARON TPKE.,GOSHEN,United States,06756,CT,NM@BEEBLOSSOMBOUTIQUE.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:44.7300000,,,,,,,,,,,,,,,,,,,,,,
KONTROLLED  KHAOS LLC,LLC,Active,,1350723,2022-03-31,38 TUNXIS AVE,BLOOMFIELD,United States,06002,CT,teresa@kontrolledkhaos.com,Domestic,2020-07-13,CT,Connecticut,True,True,True,True,True,Other Clothing Stores (448190),448140.0,2021-11-10 00:12:44.7300000,,,,,,,,,,,,,,,,,,,Suite 5,,,
MK HOME SERVICES LLC,LLC,Active,Annual report past due,1350724,2021-03-31,37 NORTHFIELD ST,GREENWICH,,,CT,MIKE.KOELLMER@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:44.7300000,,,,,,,,,,,,,,,,,,,,,,
AURELIA BOUTIQUE LLC,LLC,Active,,1350725,2022-03-31,71 FAIRHAVEN DRIVE,MIDDLEBURY,United States,06762,CT,theaureliaboutique@gmail.com,Domestic,2020-07-13,CT,Connecticut,True,False,False,False,False,Women's Clothing Stores (448120),448120.0,2021-11-10 00:12:44.7300000,,,,,,,,,,,,,,,,,,,,,,
GANGSTA GREENS LLC,LLC,Active,,1350726,2022-03-31,43 ARDMORE ST.,FAIRFIELD,United States,06824,CT,Gangstagreens@gmail.com,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Fresh Fruit and Vegetable Merchant Wholesalers (424480),424480.0,2021-11-10 00:12:44.7300000,,,,,,,,,,,,,,,,,,,,,,
MOBILIZED TRUCK AND TRAILER SERVICE LLC,LLC,Active,,1350727,2022-03-31,360 GENDRON RD.,PLAINFIELD,United States,06374,CT,mobiletrucktrailerservice@gmail.com,Domestic,2020-07-13,CT,Connecticut,True,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),811118.0,2021-11-10 00:12:44.7300000,,,,,,,,,,,,,,,,,,,,,,
ITERII GOODS LLC,LLC,Active,Annual report past due,1350728,2021-03-31,333 WASHINGTON ST.,HARTFORD,United States,06106,CT,DOJAPANACHE@ICLOUD.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Other Specialized Design Services (541490),541490.0,2021-11-10 00:12:44.7300000,,,,,,,,,,,,,,,,,,,,,,
VOLEENA'S LLC,LLC,Dissolved,,1350729,2021-03-31,35-31 TALCOTTVILLE RD. # 320,VERNON,United States,06066,CT,OCUDDLE@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:44.7300000,2020-12-11T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
NAKED BODY AND SKIN CARE BY Q LLC,LLC,Active,Annual report past due,1350730,2021-03-31,"180 BROAD STREET, UNIT 1146",STAMFORD,United States,06901,CT,NAKEDBODYANDSKINCARE@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,All Other Health and Personal Care Stores (446199),446199.0,2021-11-10 00:12:44.7300000,,,,,,,,,,,,,,,,,,,,,,
"HAWKS NEST ADVISORS, LLC",LLC,Active,,1350732,2022-03-31,9 OLD OAK ROAD  9 OLD OAK ROAD,DARIEN,United States,06820,CT,garyagreene@hotmail.com,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:44.7300000,,,,,,,,,,,,,,,,,,,,,,
STS CONSULTING LLC,LLC,Active,,1350733,2022-03-31,440 US-377 N #1081,ARGYLE,United States,76226,TX,steve@stsconsulting.net,Foreign,2020-07-13,NH,NH,False,False,False,False,False,Professional Organizations (813920),813920.0,2021-11-10 00:12:44.7300000,,2020-07-01,STS CONSULTING LLC,United States,,,,,,,,,,,,,,,,,,
HARTFORD CRICKET CLUB INC,Non-Stock,Active,First report past due,1350734,2020-10-11,No information provided,,,,,RRCONSULTANCY2@GMAIL.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Fitness and Recreational Sports Centers (713940),713940.0,2021-11-10 00:12:44.7300000,,,,,,,,,,,,,,,,,,,,,,
YAL CORP,Stock,Active,First report past due,1350735,2020-10-11,No information provided,,,,,FILING@ACS123.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:44.7300000,,,,,,200.0,,,,,,,,,,,,,,,,
"CGAP, INC.",Stock,Active,Annual report past due,1350736,2021-07-13,125-10 QUEENS BLVD SUITE 316,KEW GARDENS,United States,11415,NY,NMLS@MORTGAGEDEPOT.COM,Foreign,2020-07-13,NY,NY,False,False,False,False,False,,,2021-11-10 00:12:45.3233333,,2020-08-27,"CGAP, INC.",United States,,,,,,,,,,,,,,,,,,
42 OLD FARM ROAD LLC,LLC,Active,,1350737,2022-03-31,838 GREENWICH STREET APT. 4D,NEW YORK,United States,10014,NY,cleschack@cl-law.com,Domestic,2020-07-13,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:45.3233333,,,,,,,,,,,,,,,,,,,,,,
"NU AGE TRUCKING, LLC",LLC,Active,Annual report past due,1350738,2021-03-31,934 WETHERSFIELD AVENUE APT. 5,HARTFORD,United States,06114,CT,W.NUNEZ23@ICLOUD.COM,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:45.3233333,,,,,,,,,,,,,,,,,,,,,,
"REESG NEWCO SOUTH WINDSOR, LLC",LLC,Active,,1350742,2022-03-31,"C/O PROSPECT ENTERPRISES, LLC 231 FARMINGTON AVENUE",FARMINGTON,United States,06032,CT,b.brierley@theprospectco.com,Domestic,2020-07-13,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:45.3233333,,,,,,,,,,,,,,,,,,,,,,
JHONNYS AUTO SOLUTIONS LLC,LLC,Active,,1350743,2022-03-31,46 SKINNER ST,EAST HAMPTON,United States,06424,CT,jhonnysautosolutionsllc@gmail.com,Domestic,2020-07-13,CT,Connecticut,True,False,True,False,False,All Other Automotive Repair and Maintenance (811198),811198.0,2021-11-10 00:12:45.3233333,,,,,,,,,,,,,,,,,,,,,,
