name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,began_transacting_in_ct,business_name_in_state_country,category_survey_email_address,country_formation,billing_unit,dissolution_date,reason_for_administrative,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting
"EMILY GARBER APRN, PLLC",LLC,Active,1338194,2022-03-31,6515 MAIN ST 1L,TRUMBULL,United States,06611,CT,EMILYGARBERAPRN@GMAIL.COM,Domestic,2020-03-03,CT,Connecticut,True,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:08:35.0433333,,,,,,,,,,,,,,,,,,,,,,
MONAO DELI RESTAURANT LLC,LLC,Active,1338195,2021-03-31,"45 CHERRY ST 1ST FLOOR, STORE #2",WATERBURY,United States,06702,CT,MONAODELIRESTAURANT@GMAIL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:35.0433333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TCF PROPERTY SERVICES LLC,LLC,Active,1338196,2022-03-31,385 JONES HOLLOW ROAD,MARLBOROUGH,United States,06447,CT,QUADS12493@HOTMAIL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:35.0433333,,,,,,,,,,,,,,,,,,,,,,
CONNECTICUT WOLVES LLC,LLC,Active,1338197,2021-03-31,230 ALPINE ST,BRIDGEPORT,United States,06610,CT,LAWRENCESPIVEY@YMAIL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,True,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:08:35.0433333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
B.M.K. CONSTRUCTION & SITEWORK LLC,LLC,Active,1338198,2022-03-31,370 STEARNS RD,MANSFIELD CITY,United States,06250,CT,Krukoff95@gmail.com,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:35.0433333,,,,,,,,,,,,,,,,,,,,,,
NATURAL BEAUTY JO SALON LLC,LLC,Active,1338199,2022-03-31,4154 MADISON AVE,BRIDGEPORT,United States,06606,CT,atlantisllc@gmail.com,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:35.0433333,,,,,,,,,,,,,,,,,,,,,,
"SWEET SANDS DESTINATIONS, LLC",LLC,Active,1338200,2022-03-31,28 TOBINS CT,DANBURY,United States,06810,CT,sweetsandsdestinations@gmail.com,Domestic,2020-03-03,CT,Connecticut,True,False,True,False,False,Travel Agencies (561510),561510.0,2021-11-10 00:08:35.0433333,,,,,,,,,,,,,,,,,,,,,,
"KNOLLS CAPITAL, LLC",LLC,Active,1338201,2022-03-31,"1 SMITH STREET BUILDING B, SUITE 101",NORWALK,United States,06851,CT,pat@discala.com,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:35.0433333,,,,,,,,,,,,,,,,,,,,,,
THE EXECUTIVE DAUGHTER LLC,LLC,Active,1338202,2021-03-31,28 WALDEN HILL RD,GUILFORD,United States,06437,CT,JZGRESHAM@GMAIL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.0433333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
AIRMID'S HARVEST LLC,LLC,Active,1338203,2022-03-31,195 COMMONWEALTH AVE,NEW BRITAIN,United States,06053,CT,mfarmer@snet.net,Domestic,2020-03-03,CT,Connecticut,True,False,False,False,False,Other Direct Selling Establishments (454390),454390.0,2021-11-10 00:08:35.0433333,,,,,,,,,,,,,,,,,,,,,,
JODYVYBEZ LLC,LLC,Active,1338205,2021-03-31,315 SCOTT RD A5,WATERBURY,United States,06705,CT,JODYVYBEZ@YAHOO.COM,Domestic,2020-03-03,CT,Connecticut,False,False,True,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:35.0733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"NORATO PAINTING, LLC",LLC,Active,1338206,2021-03-31,61 MEADOW STREET APT 2,NORWALK,United States,06854,CT,MARGARITA4HERBALIFE@YAHOO.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:35.0733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
REPLAY HOME INITIATIVE LLC,LLC,Active,1338207,2021-03-31,58 DURANT TER,MIDDLETOWN,United States,06457,CT,LEVILTP@GMAIL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,True,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:08:35.0733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"CB7 MANAGEMENT GROUP, LLC",LLC,Active,1338208,2022-03-31,125 SAINT FRANCIS WOODS ROAD,MADISON,United States,06443,CT,rbrinn@brinnlaw.com,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:35.0733333,,,,,,,,,,,,,,,,,,,,,,
MMA TRANS LLC,LLC,Active,1338209,2022-03-31,1155 SHIPPAN AVE,STAMFORD,United States,06902,CT,IULIIACHOKAN@GMAIL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:35.0733333,,,,,,,,,,,,,,,,,,,,,,
BEARDS & BRIMS LLC,LLC,Active,1338210,2021-03-31,163 ASHLEY STREET,HARTFORD,United States,06105,CT,DANAFORRESTER@YAHOO.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:08:35.0733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
DRIP DROP ONE STOP LLC,LLC,Active,1338211,2021-03-31,21 EDDY AVE,MERIDEN,United States,06451,CT,DRIPDROP1STOP@GMAIL.COM,Domestic,2020-03-03,CT,Connecticut,True,False,False,False,False,Family Clothing Stores (448140),448140.0,2021-11-10 00:08:35.0733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
REGULATORY RESOURCES LLC,LLC,Dissolved,1338212,2021-03-31,715 CHAMPIONSHIP DRIVE,OXFORD,United States,06478,CT,REGULATORYRESOURCE@ATT.NET,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),541690.0,2021-11-10 00:08:35.0733333,,,,,,,2021-02-17T00:00:00.000,,,,,,,,,,,,,,,
TAXIMPROUSA INC,Stock,Active,1338213,2020-06-01,No information provided,,,,,TAYLANALTIN34@GMAIL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Advertising Agencies (541810),541810.0,2021-11-10 00:08:35.0733333,First report past due,,,,,,,Failure to file First Report,200.0,,,,,,,,,,,,,
ADVANCED LANDSCAPES LLC,LLC,Active,1338214,2021-03-31,75 PONDSIDE LN,TORRINGTON,United States,06790,CT,ADVANCEDLANDSCAPESLLC@YAHOO.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.0733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
COMMON GROUNDS NEW HAVEN LLC,LLC,Active,1338252,2022-03-31,763 orange st,new haven,United States,06511,CT,DENA@COMMONGROUNDS.COM,Domestic,2020-03-03,CT,Connecticut,True,False,True,False,False,Baked Goods Stores (445291),445291.0,2021-11-10 00:08:35.7166667,,,,,,,,,,,,,,,,,,,,,,
GLEN HAVEN RD LLC,LLC,Active,1338299,2021-03-31,232 COUNTY RD,MADISON,United States,06443,CT,MARIA@COELHOINS.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.2466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"TRIANGELINA, LLC",LLC,Active,1338306,2021-03-31,107 TRIANGLE STREET,DANBURY,United States,06810,CT,DAVIDATDG@AOL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.2466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
MERCADO PLUMBING LLC,LLC,Active,1338334,2021-03-31,74 ALPINE ST,STAMFORD,United States,06905,CT,MERCADOPLUMBING20@GMAIL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.3400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
LAVISH CANVAS LLC,LLC,Active,1338349,2021-03-31,"66 EASTWOOD AVE 3RD FLOOR 66 EASTWOOD AVE, 3RD FLOOR",WATERBURY,United States,06705,CT,LAVISHCANVASLIFE@GMAIL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,True,False,False,Commercial Screen Printing (323113),323113.0,2021-11-10 00:08:36.3400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"ALLIED RESOURCES TECHNICAL CONSULTANTS, INC.",Stock,Active,1338350,2022-03-03,135 DOWLIN FORGE ROAD,EXTON,United States,19341,PA,NWalden@urscompliance.com,Foreign,2020-03-03,PA,PA,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:36.3400000,,2020-03-03,"ALLIED RESOURCES TECHNICAL CONSULTANTS, INC.",,United States,,,,,,,,,,,,,,,,,
KAMMYS CANDY & MORE LLC,LLC,Active,1338418,2021-03-31,109 HEMLOCK ST,MANCHESTER,,06040,CT,,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
STATE OF MIND LLC,LLC,Active,1338419,2022-03-31,16 GLENWOOD DR.,BETHEL,United States,06801,CT,Jefftaibe@gmail.com,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),,2021-11-10 00:08:34.3700000,,,,,,,,,,,,,,,,,,,,,,
MEND CONSULTING LLC,LLC,Active,1338420,2022-03-31,57 OLD MILL LANE,STAMFORD,United States,06902,CT,sdavis@verna.com,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Business Associations (813910),,2021-11-10 00:08:34.3700000,,,,,,,,,,,,,,,,,,,,,,
FDRB LLC,LLC,Active,1339375,2021-03-31,157 PEARL LAKE RD,WATERBURY,,06706,CT,,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.0900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SPENCER STUART STAR US INC.,Stock,Active,1339379,2022-03-03,"NINE PARKWAY NORTH, SUITE 450",DEERFIELD,United States,60015,IL,Compliancemail@cscinfo.com,Foreign,2020-03-03,DE,DE,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",,2021-11-10 00:08:35.6833333,,2019-07-01,SPENCER STUART STAR US INC.,,United States,,,,,,,,,,,,,,,,,
"BRUNO REALTY, LLC",LLC,Active,1339381,2022-03-31,49 BALMFORTH AVENUE APT. 1,DANBURY,United States,06810,CT,nbruno84@gmail.com,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:35.6833333,,,,,,,,,,,,,,,,,,,,,,
NAILS AND THE CITY LLC,LLC,Active,1339454,2021-03-31,54 MAY STREET,BRIDGEPORT,,06606,CT,V.STOLBINA@GMAIL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.2633333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"MONCHESKI BUS, LLC",LLC,Active,1339455,2021-03-31,7 MARSHALL LANE,ANSONIA,,06401,CT,,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.2633333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"CREATIVE CRAFTSMAN, LLC",LLC,Active,1339544,2021-03-31,310 BALLANAHACKD,WINDHAM,,06280,CT,,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TREE UNION LLC,LLC,Active,1339561,2021-03-31,30 NORTH PLAINS INDUSTRIAL RD,WALLINGFORD,,06492,CT,,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"55 SOUTH BROAD STREET, LLC",LLC,Active,1339570,2021-03-31,3 BURNING TREE PLACE,CHESHIRE,,06410,CT,,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.4033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
HEART SQUARE MUSIC LLC,LLC,Active,1339576,2021-03-31,132 APPLE RD.,TOLLAND,,06084,CT,HEARTSQUAREMUSIC@GMAIL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.4033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
VN PHO LLC,LLC,Active,1339579,2021-03-31,52 DEREK LN,WINDSOR,,06095-1759,CT,,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.4033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"DAWN MARIE'S BOUTIQUE, LLC",LLC,Active,1339584,2022-03-31,52 COW HILL RD.,CLINTON,United States,06413,CT,dawndowd@ymail.com,Domestic,2020-03-03,CT,Connecticut,True,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",,2021-11-10 00:08:34.9800000,,,,,,,,,,,,,,,,,,,,,,
MOOSAVI PERSIAN RUGS LLC,LLC,Active,1339605,2021-03-31,304 WEST MAIN STREET,AVON,,06001,CT,MOOSAVIOFAVON@AOL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
OLD LYME PAINTING CO. LLC,LLC,Active,1339627,2021-03-31,43 SHORE DRIVE,OLD LYME,,06371-1274,CT,,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
MID FAIRFIELD CT STARS LLC,LLC,Active,1339631,2021-03-31,303 LINWOOD AVENUE,FAIRFIELD,,06824,CT,,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
KILLUSTRATE IT LLC,LLC,Active,1339635,2021-03-31,210 MOUNT PARNASSUSS ROAD,EAST HADDAM,,06423,CT,KILLUSTRATEIT@GMAIL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"A & A SPECIALTY TRANSPORTATION, LLC",LLC,Active,1339638,2021-03-31,5830 BALI WAY,ST. PETE BEACH,,33706,FL,,Foreign,2020-03-03,FL,FL,False,False,False,False,False,,,2021-11-10 00:08:35.0900000,Annual report past due,2020-01-01,"A & A SPECIALTY TRANSPORTATION, LLC",,,,,,,"5830 BALI WAY, ST. PETE BEACH, FL, 33706,",5830 BALI WAY,ST. PETE BEACH,FL,33706,,"5830 BALI WAY, ST. PETE BEACH, FL, 33706,",5830 BALI WAY,ST. PETE BEACH,FL,33706,,
"APOSTOLES Y PROFETAS LIBRES, EFESIOS 2:20",Religious,Active,1339639,,179 BEAVER ST 2ND FL,ANSONIA,,06401,CT,,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.0900000,,,,,,,,,,,,,,,,,,,,,,
"EDMONDS ENGINEERING, INC.",Stock,Active,1339640,2021-03-03,"2 RIVERCHASE OFFICE PLAZA, SUITE 205",HOOVER,,35244,AL,RRAMSBACHER@EDMONDSENGINEERING.COM,Foreign,2020-03-03,AL,AL,False,False,False,False,False,,,2021-11-10 00:08:35.0900000,Annual report past due,2020-03-17,"EDMONDS ENGINEERING, INC.",,,,,,,,,,,,,,,,,,,
"LSS FINANCIAL, LLC",LLC,Active,1339643,2022-03-31,1 FOUNDERS LANE,SANDY HOOK,United States,06482,CT,leeann@ledgeradvantage.com,Domestic,2020-03-03,CT,Connecticut,True,False,False,False,False,Other Accounting Services (541219),,2021-11-10 00:08:35.0900000,,,,,,,,,,,,,,,,,,,,,,
"RIGGSBEES APIARIES, LLC",LLC,Active,1339645,2021-03-31,171 CLINTONVILLE ROAD,NORTH HAVEN,,06743,CT,CHAPERAL@SBCGLOBAL.NET,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.0900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ACRF SUPERMARKET LLC,LLC,Dissolved,1338102,2021-03-31,1250 PARK  STREET,HARTFORD,United States,06106,CT,TCMCFLORES@YAHOO.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),,2021-11-10 00:06:06.7966667,,,,,,,2020-08-18T00:00:00.000,,,,,,,,,,,,,,,
ALL PHASE MOBILE SANDBLASTING LLP,LLP,Renunciated,1338175,2021-03-03,9 ARCADIA STREET,NORWICH,United States,06360,CT,JHOLMES422@YAHOO.COM,Domestic,2020-03-03,CT,Connecticut,False,False,True,False,False,All Other Specialty Trade Contractors (238990),,2021-11-10 00:04:07.6033333,,,,,,,,,,,,,,,,,,,,,,
JAMES E DESALVO'S DESIGN STUDIOS LLC,LLC,Dissolved,1338141,2021-03-31,5 OLD TOWN PARK ROAD UNIT 65,NEW MILFORD,United States,06776,CT,JEDSTUDIOS@GMAIL.COM,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Custom Architectural Woodwork and Millwork Manufacturing (337212),,2021-11-10 00:04:04.0266667,,,,,,,2020-10-22T00:00:00.000,,,,,,,,,,,,,,,
MY DUMPSTERS LLC,LLC,Dissolved,1338147,2021-03-31,7 WOODLAND HILL ROAD,DANBURY,United States,06881,CT,DOTAXES@SBCGLOBAL.NET,Domestic,2020-03-03,CT,Connecticut,False,False,False,False,False,Other Waste Collection (562119),,2021-11-10 00:05:35.5033333,,,,,,,2020-05-13T00:00:00.000,,,,,,,,,,,,,,,
CERTIFIED REALTY LLC,LLC,Active,1337034,2022-03-31,50 MEADOW RD.,TRUMBULL,United States,06611,CT,aerospacetooling@mac.com,Domestic,2020-03-04,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:35.0733333,,,,,,,,,,,,,,,,,,,,,,
CATENA OPERATIONS LIMITED LIABILITY COMPANY,LLC,Active,1337989,2022-03-31,QUANTUM PI TRIQ IX-XATT TA'XBIEX,"GZIRA, GZR 1052",MLT,,,Compliancemail@cscinfo.com,Foreign,2020-03-04,MLT,MLT,False,False,False,False,False,All Other Publishers (511199),,2021-11-10 00:08:36.2166667,,2020-03-01,CATENA OPERATIONS LIMITED,,MLT,,,,,"QUANTUM PI TRIQ IX-XATT TA'XBIEX, GZIRA, GZR 1052,",QUANTUM PI TRIQ IX-XATT TA'XBIEX,"GZIRA, GZR 1052",,,,"QUANTUM PI TRIQ IX-XATT TA'XBIEX, GZIRA, GZR 1052,",QUANTUM PI TRIQ IX-XATT TA'XBIEX,"GZIRA, GZR 1052",,,,
1000 TRUCKING LLC,LLC,Active,1338025,2021-03-31,27 WINDSOR ST,ENFIELD,United States,06082,CT,RFRANKLIN84@COMCAST.NET,Domestic,2020-03-04,CT,Connecticut,False,False,False,False,False,Freight Transportation Arrangement (488510),488510.0,2021-11-10 00:08:36.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SQUARE 1 HOME IMPROVEMENT SOLUTIONS LLC,LLC,Active,1338028,2022-03-31,130 SCOTT RD SUITE B2,WATERBURY,United States,06705,CT,square1@square1usa.com,Domestic,2020-03-04,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:36.2933333,,,,,,,,,,,,,,,,,,,,,,
"70 COTTAGE, LLC",LLC,Dissolved,1338046,2021-03-31,1291 BOSTON POST ROAD SUITE 104,MADISON,United States,06443,CT,DOWLERGROUP@SBCGLOBAL.NET,Domestic,2020-03-04,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.3400000,,,,,,,2020-12-31T00:00:00.000,,,,,,,,,,,,,,,
TSZJ ENTERPRISE LLC,LLC,Active,1338063,2021-03-31,95 BOOTHBAY STREET,BLOOMFIELD,United States,06002,CT,DUFHANEH@YAHOO.COM,Domestic,2020-03-04,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:08:33.7166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"AMBERG HOMES & RENTALS, LLC",LLC,Active,1338074,2022-03-31,20 AMBERG DRIVE,POMFRET CENTER,United States,06259,CT,amberg.h.r.llc@gmail.com,Domestic,2020-03-04,CT,Connecticut,True,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:33.7466667,,,,,,,,,,,,,,,,,,,,,,
57-59 PROSPECT ST LLC,LLC,Active,1338075,2022-03-31,10 CHURCH VIEW RD,OXFORD,United States,06478,CT,cfandino@sbcglobal.net,Domestic,2020-03-04,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:33.7466667,,,,,,,,,,,,,,,,,,,,,,
"THE NEWTON GROUP ESA, LLC",LLC,Active,1338076,2021-03-31,250 MONROE AVE NW SUITE 400,GRAND RAPIDS,United States,49503,MI,CHUCK.ANDERSON@NEWTONESA.COM,Foreign,2020-03-04,MI,MI,False,False,False,False,False,Professional Organizations (813920),813920.0,2021-11-10 00:08:33.7466667,Annual report past due,2020-03-04,"THE NEWTON GROUP ESA, LLC",,United States,,,,,"250 MONROE AVE NW SUITE 400, GRAND RAPIDS, MI, 49503, United States",250 MONROE AVE NW SUITE 400,GRAND RAPIDS,MI,49503,United States,"250 MONROE AVE NW SUITE 400, GRAND RAPIDS, MI, 49503, United States",250 MONROE AVE NW SUITE 400,GRAND RAPIDS,MI,49503,United States,
DEL 99 PRAT ST LLC,LLC,Active,1338077,2021-03-31,1264 49TH STREET,BROOKLYN,United States,11219,NY,FILINGS@VCORPSERVICES.COM,Domestic,2020-03-04,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:33.7466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
DAVOB ENTERPRISES LLC,LLC,Active,1338078,2022-03-31,886 MAIN STTREET SITE 1,EAST HARTFORD,United States,06108,CT,jtroyan@davobenterprises.com,Domestic,2020-03-04,CT,Connecticut,False,True,False,True,False,Electronic Shopping and Mail-Order Houses (454110),,2021-11-10 00:08:33.7466667,,,,,,,,,,,,,,,,,,,,,,
STUYNISKI PROPERTIES LLC,LLC,Active,1338079,2022-03-31,140 HERRICK ROAD,BROOKLYN,United States,06234,CT,DAVESTUYNISKI@GMAIL.COM,Domestic,2020-03-04,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:33.7466667,,,,,,,,,,,,,,,,,,,,,,
"HEBRON & MAIN, LLC",LLC,Active,1338080,2022-03-31,230 MASON STREET C/O THE HB NITKIN GROUP,GREENWICH,United States,06830,CT,pchristian@hbnitkin.com,Domestic,2020-03-04,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:33.7466667,,,,,,,,,,,,,,,,,,,,,,
COPPERHEAD CONSTRUCTION LLC,LLC,Active,1338098,2021-03-31,73 COOPER LANE,STAFFORD SPRINGS,,06076,CT,,Domestic,2020-03-04,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"GSB BANCORP, INC.",Stock,Active,1338121,2022-03-04,ONE PARK ST,GUILFORD,United States,06437,CT,ssupernaugh@gsbyourbank.com,Foreign,2020-03-04,MD,MD,False,False,False,False,False,Offices of Bank Holding Companies (551111),551111.0,2021-11-10 00:08:34.3566667,,2020-02-04,"GSB BANCORP, INC.",,United States,,,,,,,,,,,,,,,,,
"MANO REALTY GROUP, LLC",LLC,Active,1338122,2021-03-31,50 TANNERS DRIVE,WILTON,,06897,CT,,Domestic,2020-03-04,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3566667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"DAISY MAY REALTY, LLC",LLC,Active,1338126,2022-03-31,14 PINE HILL AVE,NORWALK,United States,06855,CT,lunchpro@hotmail.com,Domestic,2020-03-04,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:34.3566667,,,,,,,,,,,,,,,,,,,,,,
"122 INDIAN FIELD, LLC",LLC,Active,1338132,2022-03-31,135 GARY RD,STAMFORD,United States,06905,CT,brandon.pinderhughes@gmail.com,Domestic,2020-03-04,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:34.3866667,,,,,,,,,,,,,,,,,,,,,,
SREP HTFD II LLC,LLC,Active,1338133,2022-03-31,1 NORTH WATER STREET SUITE 100,NORWALK,United States,06854,CT,STACI@SPINREP.COM,Domestic,2020-03-04,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:34.3866667,,,,,,,,,,,,,,,,,,,,,,
"ENFIELD PAD INVESTORS, LLC",LLC,Active,1338139,2021-03-31,C/O PARAMOUNT NEWCO REALTY LLC 1195 ROUTE 70 SUITE 2000,LAKEWOOD,,08701,NJ,IVLER@IVLERLAW.COM,Domestic,2020-03-04,NJ,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.4033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
