name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,total_authorized_shares,billing_unit,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,category_survey_email_address,reason_for_administrative,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address,mailing_address
GENTLE TOUCH ANESTHESIA LLC,LLC,Active,,1364967,2022-03-31,1465 NORTH ST.,SUFFIELD,United States,06078,CT,yogeld@gmail.com,Domestic,2020-11-03,CT,Connecticut,False,True,True,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),621999.0,2021-11-10 00:12:44.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
STATE ST FRIED CHICKEN LLC,LLC,Active,,1364969,2022-03-31,1328 STATE ST,NEW HAVEN,United States,06511,CT,LUGO2196@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:44.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
GRUMBLE GOODS LLC,LLC,Active,,1364970,2022-03-31,33 NIANTIC RIVER ROAD,WATERFORD,United States,06385,CT,Alpha@grumble-goods.com,Domestic,2020-11-03,CT,Connecticut,True,False,False,False,False,Pet and Pet Supplies Stores (453910),453910.0,2021-11-10 00:12:44.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
KALY RR LLC,LLC,Active,,1364971,2022-03-31,215 SAW MILL ROAD,WEST HAVEN,United States,06516,CT,ycanches@rohuer.com,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),454390.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
JW HOME INNOVATIONS LLC,LLC,Active,Annual report past due,1364973,2021-03-31,343 TYLER WAY,BRISTOL,United States,06010,CT,JGK4628@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
JMDI REAL ESTATE HOLDINGS LLC,LLC,Active,Annual report past due,1364974,2021-03-31,2687 HIGH RIDGE ROAD,STAMFORD,United States,06903,CT,JULIANNA1203@HOTMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
MAGIC TOUCH BEARD SOLUTION LLC,LLC,Active,,1364976,2022-03-31,71 MENCEL CIR,BRIDGEPORT,United States,06610,CT,ambar@nowpeachy.com,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
347 BOSTON POST ROAD (EAST LYME) LLC,LLC,Active,Annual report past due,1364977,2021-03-31,75 CAMP AVENUE,STAMFORD,United States,06907,CT,TIM@CITIATLAS.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
365 MATHER STREET #1 LLC,LLC,Active,,1364978,2022-03-31,27 GROVE HILL ROAD,WOODBRIDGE,United States,06525,CT,michael.battat@gmail.com,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
"VB NIMBUS, LLC",LLC,Active,,1364981,2022-03-31,750 PARK OF COMMERCE DRIVE SUITE 200,BOCA RATON,United States,33487,FL,complianceteam@cogencyglobal.com,Foreign,2020-11-03,DE,DE,False,False,False,False,False,Lessors of Other Real Estate Property (531190),,2021-11-10 00:12:44.7133333,,,,2020-07-01,"VB NIMBUS, LLC",United States,,,,,,,,,,,,,,,,,,,
CROOKED CHANTER COMPANY LLC,LLC,Active,Annual report past due,1364985,2021-03-31,30 DAMEN DRIVE,EAST HAVEN,,06512,CT,CROOKEDCHANTERCOMPANY@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
BELLA GIANNA LLC,LLC,Active,Annual report past due,1364986,2021-03-31,11 PARENTS WAY,BLOOMFIELD,United States,06002,CT,BELLAGIANNAHAIR12@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
PARTY OF 4 LLC,LLC,Active,,1364987,2022-03-31,290 GRACEY ROAD,CANTON,United States,06019,CT,WHORTON@HORTONELECTRIC.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
CHAD HOLDINGS LLC,LLC,Active,,1364988,2022-03-31,72 ROUNDHILL ROAD,HOPEWELL JUNCTION,United States,12533,CT,eve@spcapitalct.com,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
COELHO'S BUILDING & PAINTING LLC,LLC,Active,,1364989,2022-03-31,386 RUTH ST,BRIDGEPORT,United States,06606,CT,COELHODAVI25@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:34.9300000,,,,,,,,,,,,,,,,,,,,,,,,,
"ANNIE DILLON & ASSOCIATES, LLC",LLC,Active,Annual report past due,1364990,2021-03-31,1160 SILAS DEANE HIGHWAY,WETHERSFIELD,United States,06109,CT,ANNIE.DILLON@KW.COM,Domestic,2020-11-03,CT,Connecticut,True,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:34.9300000,,,,,,,,,,,,,,,,,,,,,,,,,
JSC AVON LLC,LLC,Active,Annual report past due,1364991,2021-03-31,1615 THUMB POINT DRIVE,FORT PIERCE,United States,34949,FL,AGENT@MYCOMPANYWORKS.COM,Foreign,2020-11-03,DE,DE,False,False,False,False,False,,,2021-11-10 00:12:34.9300000,,,,2020-11-03,JSC AVON LLC,United States,,,,,,,,,,,,,,,,,,,
PHAZES LLC,LLC,Active,,1364992,2022-03-31,431 NEW BRITAIN AVE 1ST FL,HARTFORD,United States,06106,CT,PHAZES_llc@yahoo.com,Domestic,2020-11-03,CT,Connecticut,False,False,True,False,False,Janitorial Services (561720),561740.0,2021-11-10 00:12:34.9300000,,,,,,,,,,,,,,,,,,,,,,,,,
"MARSHALL FARNHAM PARTNERS, LLC",LLC,Active,,1364993,2022-03-31,35 BRIDGE ROAD,WESTON,United States,06883,CT,calvinmew@post.harvard.edu,Domestic,2020-11-03,CT,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:34.9300000,,,,,,,,,,,,,,,,,,,,,,,,,
JSC WATERBURY LLC,LLC,Active,,1364994,2022-03-31,1615 THUMB POINT DRIVE,FORT PIERCE,United States,34949,FL,Sarah.cammilleri@jscmg.com,Foreign,2020-11-03,DE,DE,False,False,False,False,False,Mobile Food Services (722330),,2021-11-10 00:12:34.9300000,,,,2020-11-03,JSC WATERBURY LLC,United States,,,,,,,,,,,,,,,,,,,
JSC PUTNAM LLC,LLC,Active,,1364995,2022-03-31,1615 THUMB POINT DRIVE,FORT PIERCE,United States,34949,FL,Sarah.cammilleri@jscmg.com,Foreign,2020-11-03,DE,DE,False,False,False,False,False,Limited-Service Restaurants (722513),,2021-11-10 00:12:34.9300000,,,,2020-11-03,JSC PUTNAM LLC,United States,,,,,,,,,,,,,,,,,,,
OC HOME IMPROVEMENT LLC,LLC,Active,Annual report past due,1365002,2021-03-31,225 EDGEWOOD AVE A2,WATERBURY,United States,06702,CT,OCHOMEIM@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:34.9300000,,,,,,,,,,,,,,,,,,,,,,,,,
KW METALS LLC,LLC,Active,Annual report past due,1365003,2021-03-31,13700 6 MILE CYPRESS PKWY #2,FORT MYERS,United States,33912,FL,KWOLF1515@GMAIL.COM,Foreign,2020-11-03,FL,FL,False,False,False,False,False,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers (423940)",423940.0,2021-11-10 00:12:34.9300000,,,,2020-11-03,KW METALS LLC,United States,"13700 6 MILE CYPRESS PKWY #2, FORT MYERS, FL, 33912, United States",13700 6 MILE CYPRESS PKWY #2,FORT MYERS,FL,33912,United States,"13700 6 MILE CYPRESS PKWY #2, FORT MYERS, FL, 33912, United States",13700 6 MILE CYPRESS PKWY #2,FORT MYERS,FL,33912,United States,,,,,,,
CONNECTICUT PROPERTY ADVISORS LLC,LLC,Active,Annual report past due,1365004,2021-03-31,124 SIMSBURY ROAD,AVON,United States,06001,CT,BWATSON@PROPADVISORS.COM,Domestic,2020-11-03,CT,Connecticut,False,True,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:34.9300000,,,,,,,,,,,,,,,,,,,,,,,,,
VEM GROUP INC.,Stock,Active,First report past due,1365006,2021-02-01,No information provided,,,,,VEMGROUPINC@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:34.9300000,,20000.0,,,,,,,,,,,,,,,,,,,,,,,
GROOVY'S LOGISTIC MANAGEMENT LLC,LLC,Active,Annual report past due,1365007,2021-03-31,44 ELBERTA AVE,TRUMBULL,United States,06611,CT,ALCOINC1@AOL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.9300000,,,,,,,,,,,,,,,,,,,,,,,,,
ANIMOSITY UNIVERSITY LLC,LLC,Active,Annual report past due,1365008,2021-03-31,185 HALLETT STREET,BRIDGEPORT,United States,06608,CT,INFINITESOURCELLC4@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.9300000,,,,,,,,,,,,,,,,,,,,,,,,,
FIRST TEAM CAPITAL LLC,LLC,Active,Annual report past due,1365009,2021-03-31,24 BARRY AVE.,RIDGEFIELD,United States,06877,CT,TYLER.FANDL@FIRSTTEACAP.COM,Foreign,2020-11-03,NY,NY,False,False,False,False,False,,,2021-11-10 00:12:36.2600000,,,,2021-01-01,FIRST TEAM CAPITAL LLC,United States,,,,,,,,,,,,,,,,,,,
GS WILSON LLC,LLC,Active,,1365010,2022-03-31,5 NABBY ROAD UNIT B143,DANBURY,United States,06811,CT,swilspt@yahoo.com,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:36.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
KIMBERLEE DESIGN CO. LLC,LLC,Dissolved,,1365011,2022-03-31,5 ISABELS WAY RD,BROOKFIELD,United States,06804,CT,hello@kimberleedesignco.com,Domestic,2020-11-03,CT,Connecticut,True,False,False,False,False,Graphic Design Services (541430),541430.0,2021-11-10 00:12:36.2600000,2021-10-26T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,
NEW ENGLAND RESTAURANT REPAIR LIMITED LIABILITY COMPANY,LLC,Active,,1365012,2022-03-31,378 BAY ROAD,NORTH EASTON,United States,02356,MA,wayneclark.sr@hotmail.com,Foreign,2020-11-03,MA,MA,False,False,False,False,False,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance (811310),811310.0,2021-11-10 00:12:36.2600000,,,,2020-10-01,NEW ENGLAND RESTAURANT REPAIR LIMITED LIABILITY COMPANY,United States,"378 BAY ROAD, NORTH EASTON, MA, 02356, United States",378 BAY ROAD,NORTH EASTON,MA,02356,United States,"378 BAY ROAD, NORTH EASTON, MA, 02356, United States",378 BAY ROAD,NORTH EASTON,MA,02356,United States,,,,,,,
"Z MART OF MANCHESTER, INC.",Stock,Active,Annual report due,1365013,2021-11-13,455 CENTRAL PARK AVE. SUITE 202,SCARSDALE,United States,10583,NY,SAMIJAMAL@AOL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Gasoline Stations with Convenience Stores (447110),447110.0,2021-11-10 00:12:36.2600000,,3000.0,,,,,,,,,,,,,,,,,,,,,,,
FRIEDRICKS CAPITAL INC.,Stock,Active,First report past due,1365014,2021-02-01,No information provided,,,,,CASEY@BUSINESSCAPITALCONSULTANTS.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:12:36.2600000,,200.0,,,,,,,,,,,,,,,,,,,,,,,
PRO PLOW CT LLC,LLC,Active,Annual report past due,1365015,2021-03-31,1919 MADISON AVENUE,BRIDGEPORT,United States,06606,CT,NICKMAZ203@ICLOUD.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:36.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
CAPTAIN STEVE PIRATE OUTPOST L.L.C.,LLC,Active,,1365016,2022-03-31,10 TAYLOR RD,BETHEL,United States,06801,CT,stevencocchia@gmail.com,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),,2021-11-10 00:12:36.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
SOUL OVER MATTER LLC,LLC,Active,,1365017,2022-03-31,450 S MAIN ST APT 13,CHESHIRE,United States,06410,CT,jessica@soulovermatter.com,Domestic,2020-11-03,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:12:36.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
MOQUET & MOQUET LTD. LIABILITY CO.,LLC,Active,,1365018,2022-03-31,248 CHARLES COURT,ORANGE,United States,06477,CT,rjmoquet@gmail.com,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:36.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
"BELLAMY 6&8 WOODBRIDGE AVE, LLC",LLC,Active,Annual report past due,1365019,2021-03-31,59 PORTER STREET,NEW HAVEN,United States,06519,CT,LARRYJBELLAMY@ICLOUD.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:36.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
ALMOST PERFECT APPLIANCES LLC,LLC,Active,Annual report past due,1365020,2021-03-31,927 NEW BRITAIN AVENUE,WEST HARTFORD,United States,06110,CT,NEILSANTO1978@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:36.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
NINEWORTH LLC,LLC,Active,Annual report past due,1365022,2021-03-31,9 WORTH STREET,BRIDGEPORT,United States,06604,CT,NINEWORTHLLC@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:36.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
SPRINKLETOY ECOMMERCE LLC,LLC,Active,Annual report past due,1365023,2021-03-31,236 SHERWOOD FARM RD,FAIRFIELD,United States,06824,CT,EYEABLEBIZ1@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:36.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
"PRONTEL, LLC",LLC,Active,Annual report past due,1365024,2021-03-31,27 6TH ST APT2,BRIDGEPORT,United States,06607,CT,PRONTEL.LLC@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:36.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
"BAYSHORE MANAGEMENT SERVICES, LLC",LLC,Active,Annual report past due,1365025,2021-03-31,1111 SUMMER ST %MOLLO,STAMFORD,United States,06905,CT,CLIFFMOLLO@JUNO.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:36.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
GAK HEALTH CONSULTING LLC,LLC,Active,,1365026,2022-03-31,1 MEMORIAL ROAD,WEST HARTFORD,United States,06107,CT,gkhouri@interraneuro.com,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),,2021-11-10 00:12:36.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
A39 VENTURES LLC,LLC,Active,Annual report past due,1365027,2021-03-31,160 KITCHAWAN RD.,SOUTH SALEM,United States,10590,NY,GDUNGAR@AOL.COM,Domestic,2020-11-03,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:36.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
A40 VENTURES LLC,LLC,Active,,1365028,2022-03-31,160 KITCHAWAN RD.,SOUTH SALEM,United States,10590,NY,GDUNGAR@AOL.COM,Domestic,2020-11-03,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
A41 VENTURES LLC,LLC,Active,,1365029,2022-03-31,160 KITCHAWAN RD.,SOUTH SALEM,United States,10590,NY,GDUNGAR@AOL.COM,Domestic,2020-11-03,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILIA REYES LLC,LLC,Active,,1365030,2022-03-31,130 WEST STREET,DANBURY,United States,06810,CT,diane@eatjustice.com,Domestic,2020-11-03,CT,Connecticut,False,False,True,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
"DFC OF MAIN ST 428, LLC",LLC,Active,Annual report past due,1365031,2021-03-31,920 SOUTH COLONY ROAD,WALLINGFORD,United States,06492,CT,CINDYL@DEMARTINOFIXTURES.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
R & R STABLES LLC,LLC,Active,Annual report past due,1365032,2021-03-31,254 TUNXIS ROAD,WEST HARTFORD,United States,06107,CT,MELISSA@PREMIERCFS.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
ORIGINAL DESIGNS LLC,LLC,Active,,1365033,2022-03-31,150 HARTLAND ST,HARTFORD,United States,06112,CT,Originaldesignsllc@gmail.com,Domestic,2020-11-03,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
SUPREME CUTZ LLC,LLC,Active,Annual report past due,1365034,2021-03-31,58 B MAIN STREET,NORWALK,United States,,CT,RICKAWILLIAMS3@YAHOO.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Barber Shops (812111),812111.0,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
SPA 06880 LLC,LLC,Active,Annual report past due,1365035,2021-03-31,190 MAIN STREET,WESTPORT,United States,06880,CT,MILISSAGORMAN@SPA06880.COM,Domestic,2020-11-03,CT,Connecticut,True,False,True,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
DCCDP LLC,LLC,Active,Annual report past due,1365036,2021-03-31,1194 LINDLEY ST,BRIDGEPORT,United States,06606,CT,KELLYSOUZADMV@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
BHNV WETHERSFIELD LLC,LLC,Active,Annual report past due,1365037,2021-03-31,2 PERLMAN DR SUITE 204,SPRING VALLEY,United States,10977,NY,RAEESA@VCORPSERVICES.COM,Domestic,2020-11-03,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
HUMAN SCHOOLS LLC,LLC,Active,Annual report past due,1365038,2021-03-31,91A MIRY BROOK ROAD,DANBURY,United States,06810,CT,MATTBYRNES4@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
MALDONADO CONSTRUCTION LLC,LLC,Active,Annual report past due,1365039,2021-03-31,4 WITLOCK STREET APT. 2,DANBURY,United States,06810,CT,MALDONADOCONSTRUCVTION20@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
MURLIDHAR LLC,LLC,Active,,1365040,2022-03-31,190 SPENO RDG,ROCKY HILL,United States,06067,CT,nish@winebeermart.com,Domestic,2020-11-03,CT,Connecticut,False,False,True,False,False,"Beer, Wine, and Liquor Stores (445310)",445310.0,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
BRIAN BUILDS LLC,LLC,Active,,1365041,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Wood Product Manufacturing (321999),,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
BMACYBEATS.COM LLC,LLC,Active,Annual report past due,1365042,2021-03-31,22 DEVON DR.,PAWCATUCK,United States,06379,CT,EASTERN@REGISTEREDAGENTSINC.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
GMP CONSTRUCTION & LANDSCAPING LLC,LLC,Active,Annual report past due,1365043,2021-03-31,32 LIMERICK STREET 1B,STAMFORD,United States,06902,CT,YARITZACARRILLO427@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
"CONNECTICUT CONSULTING SERVICE, LLC",LLC,Active,,1365044,2022-03-31,39 HILLTOP DR,BRANFORD,United States,06405,CT,BRUNO12066@AOL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,bruno12066@aol.com,,,,,
AW PROPERTY MANAGEMENT LLC,LLC,Active,,1365045,2022-03-31,1225 JOHNSON RD,WOODBRIDGE,United States,06525,CT,awpropman@gmail.com,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:36.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
DM WOOD FLOORS LLC,LLC,Active,,1365046,2022-03-31,249 GREENWOOD ST,BRIDGEPORT,United States,06606,CT,KELLYSOUZADMV@GMAIL.COM,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Flooring Contractors (238330),,2021-11-10 00:12:37.5866667,,,,,,,,,,,,,,,,,,,,,,,,,
AFFORDABLE DIGITAL MARKETING AND ADVERTISING LLC,LLC,Active,,1365047,2022-03-31,126 DANIEL ROAD,HAMDEN,United States,06517,CT,Stevenlj1988@gmail.com,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Advertising Agencies (541810),812990.0,2021-11-10 00:12:37.5866667,,,,,,,,,,,,,,,,,,,,,,,,,
AKF2014 LLC,LLC,Active,,1365048,2022-03-31,410 WATERVILLE ST,WATERBURY,United States,06710,CT,alexfreo2@gmail.com,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:12:37.5866667,,,,,,,,,,,,,,,,,,,,,,,,,
NOIR FILMS LLC,LLC,Active,,1365049,2022-03-31,587 CONNECTICUT AVE,NORWALK,United States,06854,CT,johnhill@thenoirfilms.com,Domestic,2020-11-03,CT,Connecticut,False,False,True,False,False,Motion Picture and Video Production (512110),512110.0,2021-11-10 00:12:37.5866667,,,,,,,,,,,,,,,,,,,,,,,,,
FUTUREWORK CONSULTING LLC,LLC,Active,,1365050,2022-03-31,276 RIDGEFIELD RD.,WILTON,United States,06897,CT,rhonda@futureworkreinvented.com,Domestic,2020-11-03,CT,Connecticut,True,False,False,False,False,Human Resources Consulting Services (541612),541612.0,2021-11-10 00:12:37.5866667,,,,,,,,,,,,,,,,,,,,,,,,,
"RITA JAGS SOFTBALL, LLC",LLC,Active,Annual report past due,1365051,2021-03-31,59 GLEN AVENUE,STAMFORD,United States,06906,CT,RITAJAGS@FITNESSTOGETHERCT.COM,Domestic,2020-11-03,CT,Connecticut,True,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:12:37.5866667,,,,,,,,,,,,,,,,,,,,,,,,,
ARDENT TECHNOLOGY SOLUTIONS LLC,LLC,Dissolved,,1365052,2022-03-31,37 HIGH STREET,PORTLAND,United States,06480,CT,karmstrong.helpdesk@gmail.com,Domestic,2020-11-03,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),541690.0,2021-11-10 00:12:37.5866667,2021-10-05T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,
