name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,reason_for_administrative,total_authorized_shares,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,category_survey_email_address,date_of_organization_meeting,mailing_international_address
"PROJECT BURR, LLC",LLC,Active,1343692,2022-03-31,1087C E STREET S,SUFFIELD,United States,06078,CT,Kberard@projectburrllc.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Machine Shops (332710),,2021-11-10 00:08:41.9800000,,,,,,,,,,,,,,,,,,,,,,,
TREE SERVICES OF CONNECTICUT LLC,LLC,Active,1343693,2021-03-31,126 TRIANGLE ST APT B 22,DANBURY,United States,06810,CT,PGVCONSTRUCTION@GMAIL.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:41.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"LAGAN ENTERPRISES, LLC",LLC,Active,1343694,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),,2021-11-10 00:08:41.9800000,,,,,,,,,,,,,,,,,,,,,,,
"A-SHEA LOVE, LLC",LLC,Active,1343695,2021-03-31,124 SHELDON TERR. UNIT 1R,NEW HAVEN,United States,06511,CT,ASHEA.LOVE.FOR.YOU@GMAIL.COM,Domestic,2020-05-08,CT,Connecticut,True,False,True,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:08:41.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"NEW ENGLAND BUTT COMPANY, LLC",LLC,Active,1343696,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills (314994)",,2021-11-10 00:08:42.0300000,,,,,,,,,,,,,,,,,,,,,,,
WEED FARM LLC,LLC,Active,1343697,2022-03-31,386 WEED ST,NEW CANAAN,United States,06840,CT,todd@toddholson.com,Foreign,2020-05-08,DE,DE,False,False,False,False,False,Nursery and Tree Production (111421),111421.0,2021-11-10 00:08:42.0300000,,,,,2019-01-01,WEED FARM LLC,United States,"651 N BROAD ST SUITE 206, MIDDLETOWN, DE, 19709, United States",651 N BROAD ST SUITE 206,MIDDLETOWN,DE,19709,United States,"651 N BROAD ST SUITE 206, MIDDLETOWN, DE, 19709, United States",651 N BROAD ST SUITE 206,MIDDLETOWN,DE,19709,United States,,,,
DDA ENTERTAINEMENT LLC,LLC,Active,1343698,2022-03-31,"48 REPUBLIC DRIVE, APT 146 APT 146 APT 146",BLOOMFIELD,United States,06002,CT,daphnedamour@protonmail.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:42.0300000,,,,,,,,,,,,,,,,,,,,,,,
"SEARLES HOME IMPROVEMENT, LLC",LLC,Active,1343699,2022-03-31,71 AUTUMN RIDGE ROAD,SHELTON,United States,06484,CT,Searleshomeimprovement@gmail.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:42.0300000,,,,,,,,,,,,,,,,,,,,,,,
LABA TRANSPORT LLC,LLC,Active,1343700,2021-03-31,14 AZALEA TERRACE,COS COB,United States,06807,CT,LABATRANSPORTLLC@YAHOO.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Motor Vehicle Towing (488410),488410.0,2021-11-10 00:08:42.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
THE BABYDOLL WAY LLC,LLC,Active,1343701,2021-03-31,207 E MAIN ST 207 E MAIN ST,MIDDLETOWN,United States,06457,CT,DAJION95@GMAIL.COM,Domestic,2020-05-08,CT,Connecticut,True,False,False,False,False,Other Direct Selling Establishments (454390),454390.0,2021-11-10 00:08:42.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
THE ULTIMATE U SALON LLC,LLC,Active,1343702,2022-03-31,264 BRIDGEPORT AVE,MILFORD,United States,06460,CT,KINYAKENNEDY@YAHOO.COM,Domestic,2020-05-08,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:42.0300000,,,,,,,,,,,,,,,,,,,,,,,
WEILAND INTERIOR DESIGN STUDIO LLC,LLC,Active,1343703,2021-03-31,573 HILL FARM ROAD,FAIRFIELD,United States,06824,CT,WEILANDST@YAHOO.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Interior Design Services (541410),541410.0,2021-11-10 00:08:42.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
TUCKAROO LLC,LLC,Active,1343704,2022-03-31,25 LAKE DRIVE SOUTH,RIVERSIDE,United States,06878,CT,andrewsmithinvesting@gmail.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:42.0300000,,,,,,,,,,,,,,,,,,,,,,,
LIESL LANE ASSOCIATES LLC,LLC,Active,1343705,2022-03-31,3074 WHITNEY AVENUE BUILDING #2,HAMDEN,United States,06518,CT,kasdevelop@aol.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:42.0300000,,,,,,,,,,,,,,,,,,,,,,,
"RADLEY EAST, INC.",Stock,Active,1343706,2020-08-06,No information provided,,,,,CHRISTIAN@RADLEYSTUDIOS.TV,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Other Performing Arts Companies (711190),711190.0,2021-11-10 00:08:42.0300000,First report past due,Failure to file First Report,10000.0,,,,,,,,,,,,,,,,,,,,
"2625 PARK, LLC",LLC,Active,1343707,2021-03-31,"1801 S. BAHNSON AVENUE, #102",SIOUX FALLS,United States,57103,SD,SASAN.MARAMKHAH@GMAIL.COM,Domestic,2020-05-08,SD,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:42.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
CT PROPERTY MANAGEMENT AND HOME IMPROVEMENT LLC,LLC,Active,1343708,2022-03-31,379 COE AVE 7,EAST HAVEN,United States,06512,CT,Dogday76@aol.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:42.0300000,,,,,,,,,,,,,,,,,,,,,,,
FIRST GAS LLC,LLC,Active,1343709,2021-03-31,291 DANBURY ROAD,NEW MILFORD,United States,06776,CT,SABBIR321@HOTMAIL.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Convenience Stores (445120),445120.0,2021-11-10 00:08:42.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
SILKY ESSENTIALS LLC,LLC,Active,1343710,2022-03-31,186 ROSS ROAD,ROCKFALL,United States,06481,CT,Silkyessentialsbykelly@yahoo.com,Domestic,2020-05-08,CT,Connecticut,True,False,False,False,False,All Other Health and Personal Care Stores (446199),446199.0,2021-11-10 00:08:42.0300000,,,,,,,,,,,,,,,,,,,,,,,
"LUDLOWE DESIGN, LLC",LLC,Active,1343712,2021-03-31,102 LUDLOWE STREET,NEW CANAAN,United States,06840,CT,EZ@EZTAXSERVICES.US,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers (424330)",424330.0,2021-11-10 00:08:42.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
SMART CLEAN LLC,LLC,Active,1343713,2022-03-31,1776 PARK STREET AP 203,HARTFORD,United States,06106,CT,IEDANCUNHA@HOTMAIL.COM,Domestic,2020-05-08,CT,Connecticut,True,False,True,False,False,Janitorial Services (561720),,2021-11-10 00:08:42.0600000,,,,,,,,,,,,,,,,,,,,,,,
NOVA GROUP OF COMPANIES LLC,LLC,Active,1343716,2022-03-31,542 HOPMEADOW STREET SUITE 244,SIMSBURY,United States,06070,CT,management@novagroupofcompanies.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),,2021-11-10 00:08:42.0600000,,,,,,,,,,,,,,,,,,,,,,,
A.C. TREE AND LANDSCAPES LLC,LLC,Active,1343720,2021-03-31,458 NORTONTOWN RD,GUILFORD,United States,06437,CT,ACTREECT@GMAIL.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:42.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
PICK EZ TELESCOPIC GOLF BALL GRABBER LLC,LLC,Active,1343722,2021-03-31,94JEFFERSON LANE,EAST HARTFORD,United States,06118,CT,PICKEZGOLF@GMAIL.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),454390.0,2021-11-10 00:08:42.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
EYE THINK COMPANY LLC,LLC,Active,1343728,2021-03-31,117 1ST AVENUE,NEW HAVEN,United States,06513,CT,EYETHINK.CO@OUTLOOK.COM,Domestic,2020-05-08,CT,Connecticut,True,False,True,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:42.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
F&M RECONSTRUCTION LLP,LLP,Active,1343737,2021-05-08,258 MYRTLE AVE,BRIDGEPORT,United States,06604,CT,FEYNAN1208@HOTMAIL.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:42.6400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
JEWISH EXPERIENCE CT INC,Non-Stock,Active,1343738,2021-07-31,1137 TROUT BROOKE DR,WEST HARTFORD,United States,0611,CT,AVI1BI@GMAIL.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Religious Organizations (813110),813110.0,2021-11-10 00:08:42.6400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"HAWKINS REALTY, LLC",LLC,Active,1343739,2021-03-31,1290 EDISON AVE.,BRONX,United States,10461,NY,FPATLOST@GMAIL.COM,Domestic,2020-05-08,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:42.6400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
KARING KANDLES LLC,LLC,Active,1343740,2021-03-31,26 MIDFIELD DRIVE APT 28,WATERBURY,United States,06705,CT,KANDLEKARING@GMAIL.COM,Domestic,2020-05-08,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:08:42.6400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"AESIR METALLURGICAL AND ADDITIVE, LLC",LLC,Active,1343877,2022-03-31,135 WHAPLEY ROAD,GLASTONBURY,United States,06033,CT,howard.jones@aesirmet.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),,2021-11-10 00:08:40.1700000,,,,,,,,,,,,,,,,,,,,,,,
"80 PROOF PROPERTIES, LLC",LLC,Active,1343895,2021-03-31,470 STONEHOUSE ROAD,TRUMBULL,,06611,CT,80PROOFPROPERTIES@MAIL.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.2000000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
DIANE NELSON CPA LLC,LLC,Withdrawn,1343899,2022-03-31,57 GOWER ROAD,NEW CANAAN,United States,06840,CT,SKEDSTORY@GMAIL.COM,Foreign,2020-05-08,NY,NY,False,False,False,False,False,Offices of Certified Public Accountants (541211),,2021-11-10 00:08:40.2000000,,,,,2020-05-01,DIANE NELSON CPA LLC,United States,,,,,,,,,,,,,,,,
"CT STEM ACADEMY, INC.",Non-Stock,Active,1343904,2021-05-12,284 WASHINGTON STREET,WALLINGFORD,United States,06492,CT,CTFAMILYSCIENCENIGHTS@GMAIL.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:08:40.7800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
ALL DAY SNACKS LLC,LLC,Active,1343905,2022-03-31,411 THAYER POND ROAD,WILTON,United States,06897,CT,michaelfensterstock@gmail.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),,2021-11-10 00:08:40.7800000,,,,,,,,,,,,,,,,,,,,,,,
HOLDER DEVELOPING & RENOVATIONS LLC,LLC,Active,1343926,2022-03-31,63 BULL HILL RD,COLCHESTER,United States,06415,CT,btruckin247@gmail.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:40.8266667,,,,,,,,,,,,,,,,,,,,,,,
"REALTYFREAKS, LLC.",LLC,Active,1343927,2021-03-31,17 BILYARD STREET,MILFORD,United States,06461,CT,JSIMMONS@REALTYFREAKS.COM,Domestic,2020-05-08,CT,Connecticut,False,True,True,True,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:08:40.8266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"JANBEV & ASSOCIATES, LLC",LLC,Active,1343940,2021-03-31,15 DUTTON AVE,BRISTOL,,06010,CT,JANBEVIVINO@AOL.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.8733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"QUINN COTTAGE, LLC",LLC,Active,1343954,2021-03-31,19 QUAIL HOLLOW DRIVE,WESTFIELD,,01085,MA,DWILLI9239@AOL.COM,Domestic,2020-05-08,MA,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"289 TRUMBULL AVENUE, LLC",LLC,Active,1343955,2021-03-31,219 BLATCHLEY AVENUE,NEW HAVEN,,06513,CT,PSTEWART0929@GMAIL.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"WELLNESS COLLECTIVE, LLC",LLC,Active,1343957,2021-03-31,1 BRADLEY ROAD SUITE 904,WOODBRIDGE,,06525,CT,DAVERSA@CTPSYCHWELLNESS.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
B.HOM STUDENT LIVING LLC,LLC,Active,1343993,2022-03-31,400 Locus St,Des Moines,United States,50309,IA,annualreports@cscglobal.com,Foreign,2020-05-08,DE,DE,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:42.0300000,,,,,2020-05-15,B.HOM STUDENT LIVING LLC,,"251 Little Falls Drive, Wilmington, DE, 19808, United States",251 Little Falls Drive,Wilmington,DE,19808,United States,"251 Little Falls Drive, Wilmington, DE, 19808, United States",251 Little Falls Drive,Wilmington,DE,19808,United States,Ste 790,,,
"ARCK TEJ REALTY, LLC",LLC,Active,1343994,2021-03-31,60 STEVENS AVENUE,WEST HAVEN,,06516,CT,,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"SSF U.S. DEBT HOLDCO SOF XI, LIMITED PARTNERSHIP",Limited Partnership,Active,1343995,2022-05-08,591 WEST PUTNAM AVENUE,GREENWICH,United States,06830,CT,CLS-CTARMSEvidence@wolterskluwer.com,Foreign,2020-05-08,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:42.0300000,,,,,2020-05-08,"SSF U.S. DEBT HOLDCO SOF XI, L.P.",United States,,,,,,,"591 WEST PUTNAM AVENUE, GREENWICH, CT, 06830, United States",591 WEST PUTNAM AVENUE,GREENWICH,CT,06830,United States,,,,
"SSF U.S. INVESTCO, LIMITED PARTNERSHIP",Limited Partnership,Active,1343996,2022-05-08,591 WEST PUTNAM AVENUE,GREENWICH,United States,06830,CT,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-05-08,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:42.0300000,,,,,2020-05-08,"SSF U.S. INVESTCO, L.P.",United States,,,,,,,NONE,NONE,,,,,,,,
"SSF U.S. DEBT INVESTCO, LIMITED PARTNERSHIP",Limited Partnership,Active,1343998,2021-05-08,591 WEST PUTNAM AVENUE,GREENWICH,,06830,CT,,Foreign,2020-05-08,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:42.0300000,Annual report past due,,,,2020-05-08,"SSF U.S. DEBT INVESTCO, L.P.",,,,,,,,,,,,,,,,,
"SSF U.S. DEBT INVESTCO S, LIMITED PARTNERSHIP",Limited Partnership,Active,1344003,2021-05-08,591 WEST PUTNAM AVENUE,GREENWICH,,06830,CT,,Foreign,2020-05-08,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:42.0300000,Annual report past due,,,,2020-05-08,"SSF U.S. DEBT INVESTCO S, L.P.",,,,,,,,,,,,,,,,,
"SSF U.S. DEBT INVESTCO C, LIMITED PARTNERSHIP",Limited Partnership,Active,1344006,2021-05-08,591 WEST PUTNAM AVENUE,GREENWICH,,06830,CT,,Foreign,2020-05-08,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:42.0600000,Annual report past due,,,,2020-05-08,"SSF U.S. DEBT INVESTCO C, L.P.",,,,,,,,,,,,,,,,,
"SSF U.S. DEBT INVESTCO K, LIMITED PARTNERSHIP",Limited Partnership,Active,1344007,2021-05-08,591 WEST PUTNAM AVENUE,GREENWICH,,06830,CT,,Foreign,2020-05-08,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:42.0600000,Annual report past due,,,,2020-05-08,"SSF U.S. DEBT INVESTCO K, L.P.",,,,,,,,,,,,,,,,,
HTFD BLDG CO LLC,LLC,Active,1344009,2022-03-31,1 NORTH WATER STREET SUITE 100,NORWALK,United States,06854,CT,STACI@SPINREP.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:42.0600000,,,,,,,,,,,,,,,,,,,,,,,
"WATERMARK MEDICAL, INC.",Stock,Active,1344015,2022-05-08,1641 WORTHINGTON RD STE 430,WEST PALM BEACH,United States,33409,FL,Compliancemail@cscinfo.com,Foreign,2020-05-08,DE,DE,False,False,False,False,False,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),423990.0,2021-11-10 00:08:42.0600000,,,,,2020-01-01,"WATERMARK MEDICAL, INC.",United States,,,,,,,,,,,,,,,,
"6ON5, INC.",Non-Stock,Active,1344016,2022-05-28,SUITE 300  2 GREENWICH OFFICE PARK BLDG,GREENWICH,United States,06831,CT,ANNUALREPORTS@CSCGLOBAL.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),,2021-11-10 00:08:42.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
EMPLOYSEE INC.,Stock,Active,1344047,2022-05-08,10 FIELDSTONE DRIVE,EASTON,United States,06612,CT,support@employsee.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",,2021-11-10 00:08:42.6833333,,,200.0,,,,,,,,,,,,,,,,,,sam@employsee.com,,
HARMONIOUS HOSPITALITY INCORPORATED,Stock,Active,1344048,2021-06-10,492 BIRMINGHAM STREET,BRIDGEPORT,United States,06606,CT,AFVENDITTO@GMAIL.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:42.6833333,Annual report past due,,10000.0,,,,,,,,,,,,,,,,,,,,
NEW ALLIANCE 1 LLC,LLC,Active,1344052,2021-03-31,368 PLATT ST.,BRIDGEPORT,,06606,CT,,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
NO PORK ON DIS FORK LLC,LLC,Active,1344054,2021-03-31,41 JUDSON AVE.,EAST HARTFORD,,06118,CT,,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
FOOTBALL FOR ALL INC,Non-Stock,Active,1344056,2020-08-06,No information provided,,,,,,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.6833333,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,
THE STILL LOVED FOUNDATION INC,Non-Stock,Active,1344058,2022-08-06,1168 Riverside Dr,North Grosvenordale,United States,06255-1125,CT,stilllovedfoundation@gmail.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Civic and Social Organizations (813410),,2021-11-10 00:08:42.6833333,,,,,,,,,,,,,,,,,,,,,,2021-08-03,
"56-61 CAROLINE, LLC",LLC,Active,1344075,2022-03-31,306 TUNXIS ROAD,WEST HARTFORD,United States,06107,CT,leonardog@studyhair.com,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:42.7166667,,,,,,,,,,,,,,,,,,,,,,,
CURRENT HEALTH INC.,Stock,Active,1344111,2022-05-08,,,UNITED KINGDOM,,,finance@currenthealth.com,Foreign,2020-05-08,DE,DE,False,False,False,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),518210.0,2021-11-10 00:08:39.5300000,,,,,2020-05-18,CURRENT HEALTH INC.,United Kingdom,,,,,,,,,,,,,,,,"125 PRINCES STREET, 5TH FLOOR, EDINBURGH, EH24AD"
"DREAM BIG INVESTING, LLC",LLC,Dissolved,1343657,2021-03-31,21 STANWOOD CIRCLE,NEW BRITAIN,United States,06053,CT,SAMUELBOLIVIANOSS38@GMAIL.COM,Domestic,2020-05-08,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),,2021-11-10 00:05:54.7800000,,,,2020-08-14T00:00:00.000,,,,,,,,,,,,,,,,,,,
TM HOLDINGS LLC,LLC,Dissolved,1343606,2021-03-31,18 VILLAGE CROSSING,NIANTIC,United States,06357,CT,TMTEETER@HOTMAIL.COM,Domestic,2020-05-08,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:04:32.5766667,,,,2020-10-20T00:00:00.000,,,,,,,,,,,,,,,,,,,
INTEGRITY COMMERCIAL CLEANING CT LLC,LLC,Active,1343683,2021-03-31,168 NEWHALL STREET,NEW HAVEN,United States,06511,CT,INTEGRITYCOMMERCIALCLEANINGCT@GMAIL.COM,Domestic,2020-05-09,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:08:41.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
BOLD HOME IMPROVEMENT LLC,LLC,Active,1343711,2021-03-31,63 ALEXANDER DR.,COLCHESTER,United States,06415,CT,BOLDHOMEIMPROVEMENT@YAHOO.COM,Domestic,2020-05-09,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:42.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
YAMEL'S FAMILY DAYCARE LLC,LLC,Active,1343714,2022-03-31,101 IDYLWOOD AVE,WATERBURY,United States,06705,CT,YAMELNOBOA0608@HOTMAIL.COM,Domestic,2020-05-09,CT,Connecticut,True,False,True,False,False,Child Day Care Services (624410),624410.0,2021-11-10 00:08:42.0600000,,,,,,,,,,,,,,,,,,,,,,,
GENIE'S BARBERSHOP LLC,LLC,Active,1343715,2021-03-31,515 WEST AVENUE SUITE 31,NORWALK,United States,06850,CT,GENIE@GENIESBARBERSHOP.COM,Domestic,2020-05-09,CT,Connecticut,False,False,False,False,False,Barber Shops (812111),812111.0,2021-11-10 00:08:42.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
DARYSHAIL'S DAYCARE LLC,LLC,Active,1343717,2022-03-31,64 WARD STREET,WATERBURY,United States,06704,CT,spabon73@aol.com,Domestic,2020-05-09,CT,Connecticut,True,False,True,False,False,Child and Youth Services (624110),624110.0,2021-11-10 00:08:42.0600000,,,,,,,,,,,,,,,,,,,,,,,
42 MARLEN LLC,LLC,Active,1343718,2021-03-31,21 GREAT OAK RD,NORTHFORD,United States,06472,CT,SAFEANDSOUND@COMCAST.NET,Domestic,2020-05-09,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:42.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"NEXT GEN LANDSCAPING AND REMODELING, LLC",LLC,Active,1343719,2022-03-31,36 ZOAR AVENUE,OAKVILLE,United States,06779,CT,NEXTGENREMODELCT@GMAIL.COM,Domestic,2020-05-09,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:42.0600000,,,,,,,,,,,,,,,,,,,,,,,
