name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,category_survey_email_address,total_authorized_shares,sub_status,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_address,reason_for_administrative,date_of_organization_meeting,billing_unit
CLEANRITE COMMERCIAL & RESIDENTIAL CLEANING LLC,LLC,Active,1341162,2021-03-31,,31 CROSBY ST,WEST HARTFORD,United States,06119,CT,MONASPIKE@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,True,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:08:35.7800000,,,Annual report past due,,,,,,,,,,,,,,,,,
MEDECTOMY LLC,LLC,Active,1341163,2021-03-31,,50 LEXIE LANE,SOUTH WINDSOR,United States,06074,CT,CARDIOLOGY2022@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.7800000,,,Annual report past due,,,,,,,,,,,,,,,,,
MOE DIST LLC,LLC,Active,1341164,2022-03-31,,36 AUTUMN RIDGE ROAD,NAUGATUCK,United States,06770,CT,info@rekaby1040.com,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Other Grocery and Related Products Merchant Wholesalers (424490),424490.0,2021-11-10 00:08:35.7800000,,,,,,,,,,,,,,,,,,,,
GEVITY CONSULTING US LTD,Stock,Active,1341165,2021-04-07,2020-03-30,61 BROADWAY SUITE 2302,NEW YORK,United States,10006,NY,CONTACT@US.GEVITYINC.COM,GEVITY CONSULTING US LTD,Foreign,United States,2020-04-07,DE,DE,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:35.7800000,,,Annual report past due,,,,,,,,,,,,,,,,,
STAMFORD GENTLEMEN'S BARBERSHOP LLC,LLC,Active,1341166,2021-03-31,,267 GREENWICH AVE 267 GREENWICH AVE,STAMFORD,United States,06902,CT,ANGIEMATOS0429@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.7800000,,,Annual report past due,,,,,,,,,,,,,,,,,
"YD HOLDINGS, LLC",LLC,Active,1341167,2021-03-31,,104 N. MAIN STREET,ESSEX,United States,06426,CT,CSR7690@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:35.7800000,,,Annual report past due,,,,,,,,,,,,,,,,,
"MERCHANT SELL COMPANY, LLC",LLC,Active,1341168,2022-03-31,,43 OLD FARMS XING,AVON,United States,06001,CT,kaishacomp@gmail.com,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:35.7800000,,,,,,,,,,,,,,,,,,,,
"J J L PROPERTIES, LLC",LLC,Active,1341169,2022-03-31,,39 BUTLER STREET,MERIDEN,United States,06451,CT,lorip1@sbcglobal.net,,Domestic,,2020-04-07,CT,Connecticut,True,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:35.7800000,,,,,,,,,,,,,,,,,,,,
KRAUSS-MAFFEI CORPORATION,Stock,Active,1341170,2022-04-07,2003-10-01,7095 INDUSTRIAL ROAD,FLORENCE,United States,41042,KY,awallace@krauss-maffeicorp.com,KRAUSS-MAFFEI CORPORATION,Foreign,United States,2020-04-07,DE,DE,False,False,False,False,False,Other Industrial Machinery Manufacturing (333249),333249.0,2021-11-10 00:08:35.7800000,,,,,,,,,,,,,,,,,,,,
HAAN ENTERPRISES LLC,LLC,Active,1341171,2021-03-31,,546 MAIN STREET,DANIELSON,United States,06239,CT,ROUFAIL@HOTMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:35.7800000,,,Annual report past due,,,,,,,,,,,,,,,,,
WIL CON LLC,LLC,Active,1341172,2021-03-31,,64 COWLES ROAD,WILLINGTON,United States,06279,CT,MICHAEL.WILCONLLC@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:08:35.7800000,,,Annual report past due,,,,,,,,,,,,,,,,,
"NEMAOR, LLC",LLC,Active,1341173,2022-03-31,,482 HIGH ST,MIDDLETOWN,United States,06457,CT,info@mycorpadvantage.com,,Domestic,,2020-04-07,CT,Connecticut,False,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:35.7800000,,,,,,,,,,,,,,,,,,,,
SAVAGE DISINFECTION SERVICES LLC,LLC,Active,1341175,2022-03-31,,1 HARBOR PT. RD. #1152,STAMFORD,United States,06902,CT,jsavage2362@gmail.com,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:08:36.2300000,,,,,,,,,,,,,,,,,,,,
B&B HAULING LLC,LLC,Active,1341176,2021-03-31,,368 PLAINVILLE AVE.,UNIONVILLE,United States,06085,CT,BUCKLANDBB@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Used Household and Office Goods Moving (484210),484210.0,2021-11-10 00:08:36.2300000,,,Annual report past due,,,,,,,,,,,,,,,,,
WARMARK LLC,LLC,Active,1341177,2021-03-31,,41 ASSUMPTION STREET,NEW HAVEN,United States,06513,CT,FANCLUBPATCH@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,True,False,False,Other Clothing Stores (448190),448190.0,2021-11-10 00:08:36.2300000,,,Annual report past due,,,,,,,,,,,,,,,,,
BASIC TRAINING & NUTRITION LLC,LLC,Active,1341178,2022-03-31,,40 GREAT CIRCLE ROAD,WEST HAVEN,United States,06516,CT,Basictraining@att.net,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:08:36.2300000,,,,,,,,,,,,,,,,,,,,
RO'S PLUMBING LLC,LLC,Active,1341179,2022-03-31,,115 COLLIMORE RD.,EAST HARTFORD,United States,06108,CT,plumbingro@gmail.com,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:08:36.2300000,,,,,,,,,,,,,,,,,,,,
COLLEGE SPORTS EVALUATION LLC,LLC,Active,1341180,2022-03-31,2020-05-15,3930 AUTOMATION WAY,FORT COLLINS,United States,80525,CO,kflores@cseval.com,COLLEGE SPORTS EVALUATION LLC,Foreign,United States,2020-04-07,USA,USA,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:08:36.2300000,,,,"3930 AUTOMATION WAY, FORT COLLINS, CO, 80525, United States",3930 AUTOMATION WAY,FORT COLLINS,CO,80525,United States,"3930 AUTOMATION WAY, FORT COLLINS, CO, 80525, United States",3930 AUTOMATION WAY,FORT COLLINS,CO,80525,United States,,,,,
HELLO BEAUTIFUL LLC,LLC,Active,1341181,2022-03-31,,3 SPRUCE STREET,NORTHFORD,United States,06472,CT,helwigrach@gmail.com,,Domestic,,2020-04-07,CT,Connecticut,True,False,False,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:08:36.2300000,,,,,,,,,,,,,,,,,,,,
WESTAYFLY BOUTIQUE LLC,LLC,Active,1341182,2021-03-31,,1535 CENTRAL AVE,BRIDGEPORT,United States,06610,CT,JAMILLEIA@ICLOUD.COM,,Domestic,,2020-04-07,CT,Connecticut,True,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:36.2300000,,,Annual report past due,,,,,,,,,,,,,,,,,
1441 CATERING LLC,LLC,Active,1341186,2021-03-31,,222 BRADLEY AVE APT 5-4B,WATERBURY,United States,06708,CT,CHEFMMARTIN88@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Caterers (722320),722320.0,2021-11-10 00:08:36.2300000,,,Annual report past due,,,,,,,,,,,,,,,,,
TJA REALESTATE LLC,LLC,Active,1341187,2021-03-31,,376 CHERRY LN,OAKDALE,United States,06370,CT,TODD06254@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:36.2300000,,,Annual report past due,,,,,,,,,,,,,,,,,
PRIVACYSAFE TECHNOLOGY FOUNDATION INC,Non-Stock,Dissolved,1341188,2021-11-06,,32 ALFRED ST,NEW HAVEN,United States,06512,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Other Grantmaking and Giving Services (813219),813219.0,2021-11-10 00:08:36.2300000,,,,,,,,,,,,,,,,2021-04-01T00:00:00.000,,,,
COMMERCIAL VIEWS LLC,LLC,Active,1341189,2021-03-31,,"1 REGENCY DR, SUITE 109",BLOOMFIELD,United States,06002,CT,DRONES@COMMERCIALVIEWS.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Commercial Photography (541922),541922.0,2021-11-10 00:08:36.2300000,,,Annual report past due,,,,,,,,,,,,,,,,,
MEYER PLUMBING LLC,LLC,Active,1341190,2022-03-31,,351 WILLIAM ST,PORTLAND,United States,06480,CT,Bobmeyer1978@gmail.com,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:08:36.2300000,,,,,,,,,,,,,,,,,,,,
COACH SANTY LACROSSE LLC,LLC,Dissolved,1341191,2021-03-31,,"70 FOREST ST, 8C",STAMFORD,United States,06901,CT,COACHSANTYLACROSSE@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:08:36.2300000,,,,,,,,,,,,,,,,2021-01-12T00:00:00.000,,,,
THRIVE-ATHLETE LLC,LLC,Active,1341192,2022-03-31,,1733 NEWFIELD AVE,STAMFORD,United States,06903,CT,joe@thrive-athlete.com,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:36.2300000,,,,,,,,,,,,,,,,,,,,
RILLA PAINTING LIMITED LIABILITY COMPANY,LLC,Active,1341193,2021-03-31,,7 BRIGHTWOOD LN,BRANFORD,United States,06405,CT,RILLAPAINTING@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:36.2800000,,,Annual report past due,,,,,,,,,,,,,,,,,
DIXIE HIGHWAY PARTNERS LLC,LLC,Dissolved,1341194,2021-03-31,,3 JOHNNY CAKE HILL ROAD,OLD LYME,United States,06371,CT,MGAWENDO@KLEWIN-DIMASCONSTRUCTORS.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,2020-12-02T00:00:00.000,,,,
JCA HOME IMPROVEMENT NY CORP,Stock,Active,1341195,2022-04-07,2020-04-30,11 ROOSEVELT STREET,WHITE PLAINS,United States,10605,NY,jcahomeimprovementcorp@hotmail.com,JCA HOME IMPROVEMENT NY CORP,Foreign,United States,2020-04-07,NY,NY,False,False,False,False,False,All Other Specialty Trade Contractors (238990),,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,
THRIVE HEALTH AND WELLNESS LLC,LLC,Active,1341196,2022-03-31,,390 MAIN STREET,WINSTED,United States,06098,CT,healthfoodcornerwinsted@gmail.com,,Domestic,,2020-04-07,CT,Connecticut,True,False,False,False,False,Food (Health) Supplement Stores (446191),446191.0,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,
KNIGHT HOKIE LLC,LLC,Active,1341197,2021-03-31,,19 DIANA LANE,WINDSOR,United States,06095,CT,ALEXANDERJRERROL@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,True,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:08:36.2800000,,,Annual report past due,,,,,,,,,,,,,,,,,
"637 NORTH MAIN ST, LLC",LLC,Active,1341199,2022-03-31,,27 STONE HOUSE LN,BURLINGTON,United States,06013,CT,jason123thompson@gmail.com,,Domestic,,2020-04-07,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,
"UPLIFTED HEART YOGA, LLC",LLC,Active,1341200,2021-03-31,,20 COLONY RD,PLYMOUTH,United States,06782,CT,LISAMARIEUPATOFF@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Fitness and Recreational Sports Centers (713940),713940.0,2021-11-10 00:08:36.2800000,,,Annual report past due,,,,,,,,,,,,,,,,,
TILAJO LLC,LLC,Active,1341201,2022-03-31,,712 SEDGEWICK AVENUE,STRATFORD,United States,06615,CT,Shoptilajo@gmail.com,,Domestic,,2020-04-07,CT,Connecticut,True,False,True,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,
"EXCELSIOR REAL ESTATE ADVISORS, LLC",LLC,Active,1341202,2022-03-31,,48 KINGS HIGHWAY SOUTH,WESTPORT,United States,06880,CT,waynevanaken@yahoo.com,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,
SKIN GLASS LLC,LLC,Active,1341203,2021-03-31,,01 LIBERTY AVE,DANBURY,United States,06810,CT,CHRISTIANMULTI@HOTMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:36.2800000,,,Annual report past due,,,,,,,,,,,,,,,,,
WEST HAVEN CONNECTICUT ROOMS LLC,LLC,Active,1341204,2021-03-31,,90 ROCKDALE ROAD,WEST HAVEN,United States,06516-1540,CT,AADAMS4112@AOL.COM,,Domestic,,2020-04-07,CT,Connecticut,False,False,True,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:36.2800000,,,Annual report past due,,,,,,,,,,,,,,,,,
"TULIP THERAPY, LLC",LLC,Active,1341205,2022-03-31,,294 WICKHAM RD,GLASTONBURY,United States,06033,CT,Aleta.naujunas@gmail.com,,Domestic,,2020-04-07,CT,Connecticut,True,False,False,False,False,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",621340.0,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,
EAT WELL LLC,LLC,Active,1341234,2021-03-31,,38 WARDWELL RD,WEST HARTFORD,United States,06107,CT,EATWELLWITHKAIT@GMAIL.COM,,Domestic,,2020-04-07,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),621999.0,2021-11-10 00:08:33.7000000,,,Annual report past due,,,,,,,,,,,,,,,,,
MONACO REALTY LLC,LLC,Active,1341260,2022-03-31,,767 NEW LONDON TURNPIKE,GLASTONBURY,United States,06033,CT,chrissym@monacofordinc.com,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),,2021-11-10 00:08:40.1833333,,,,,,,,,,,,,,,,,,,,
"PARADIGM HOLDINGS GROUP, LLC",LLC,Active,1341261,2022-03-31,2020-04-13,385 W. GROVE AVE,ORANGE,United States,92865,CA,RHENDERSON@URSCOMPLIANCE.COM,"PARADIGM HOLDINGS GROUP, LLC",Foreign,United States,2020-04-07,CA,CA,False,False,False,False,False,Other Building Equipment Contractors (238290),,2021-11-10 00:08:40.1833333,,,,"385 W. GROVE AVE, ORANGE, CA, 92865, United States",385 W. GROVE AVE,ORANGE,CA,92865,United States,"385 W. GROVE AVE, ORANGE, CA, 92865, United States",385 W. GROVE AVE,ORANGE,CA,92865,United States,,,,,
"ALVAREZ & MARSAL CONSUMER AND RETAIL GROUP, LLC",LLC,Active,1341937,2022-03-31,2020-04-01,600 MADISON AVENUE 8TH FLOOR,NEW YORK,United States,10022,NY,Compliancemail@cscinfo.com,"ALVAREZ & MARSAL CONSUMER AND RETAIL GROUP, LLC",Foreign,United States,2020-04-07,DE,DE,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),,2021-11-10 00:08:40.8866667,,,,,,,,,,,,,,,,,,,,
BROKEN KNUCKLE FINGERBOARDS LLC,LLC,Active,1341938,2022-03-31,,71 OLD BRANCHVILLE RD,RIDGEFIELD,United States,06877,CT,joe@brokenknucklefingerboards.com,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,"Hobby, Toy, and Game Stores (451120)",,2021-11-10 00:08:40.8866667,,,,,,,,,,,,,,,,,,,,
THE HARE & THE HOUND LLC,LLC,Active,1341939,2022-03-31,,58 MAIN ST,PUTNAM,United States,06260,CT,michael@wickedgoodeventgroup.com,,Domestic,,2020-04-07,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),,2021-11-10 00:08:40.8866667,,,,,,,,,,,,,,,,,,,,
EUROGREEN INVESTMENT FUND & STATUTORY TRUST,Statutory Trust,Active,1342335,2021-04-07,,CALLE LAS ORQUIDEAS NO. 585,"SAN ISIDRO, LIMA L27",PER,,,,,Domestic,,2020-04-07,,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.7000000,,,,,,,,,,,,,,,,,,,,
NEW AVAIL LLC,LLC,Withdrawn,1341198,2021-03-31,2019-07-01,186 ENGLEWOOD DR.,ORANGE,United States,06477,CT,CCOUNCILMAN@GMAIL.COM,NEW AVAIL LLC,Foreign,United States,2020-04-07,DE,DE,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),,2021-11-10 00:03:27.2866667,,,,,,,,,,,,,,,,,,,,
HUMAN SOLUTIONS TECH LLC,LLC,Active,1341209,2022-03-31,,327 HUNTINGDON AVE B,WATEBURY,United States,06708,CT,jmyer@humansolutionstech.com,,Domestic,,2020-04-08,CT,Connecticut,False,False,False,False,False,Engineering Services (541330),,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,
BJS HOLDINGS LIMITED LIABILITY COMPANY,LLC,Active,1341211,2021-03-31,,4 WINDERMERE WAY,IVORYTON,United States,06442,CT,BSHAKUN@COMCAST.NET,,Domestic,,2020-04-08,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:36.3100000,,,Annual report past due,,,,,,,,,,,,,,,,,
STIMSON & SONS LLC,LLC,Active,1341212,2021-03-31,,217 COLBURN RD,CANTERBURY,United States,06331,CT,THANE_STIMSON@HOTMAIL.COM,,Domestic,,2020-04-08,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.3100000,,,Annual report past due,,,,,,,,,,,,,,,,,
STEVENS TELECOM LLC,LLC,Active,1341213,2022-03-31,,3 CUSTOM DRIVE,OLD SAYBROOK,United States,06475,CT,gbs.stevens@gmail.com,,Domestic,,2020-04-08,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:36.3100000,,,,,,,,,,,,,,,,,,,,
"HALLBRIDGE GLASTONBURY ASSISTED LIVING, LLC",LLC,Active,1341214,2022-03-31,2020-04-01,1400 PROVIDENCE HIGHWAY SUITE 1000,NORWOOD,United States,02062,MA,jmudd@carltonfields.com,"HALLBRIDGE GLASTONBURY ASSISTED LIVING, LLC",Foreign,United States,2020-04-08,DE,DE,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:36.3100000,,,,,,,,,,,,,,,,,,,,
LAC INDUSTRIES LLC,LLC,Active,1341215,2021-03-31,,60 COUNTRY LANE,MILFORD,United States,06461,CT,LACLANDSCAPINGINDUSTRIES@GMAIL.COM,,Domestic,,2020-04-08,CT,Connecticut,True,False,True,False,False,Site Preparation Contractors (238910),238910.0,2021-11-10 00:08:36.3100000,,,Annual report past due,,,,,,,,,,,,,,,,,
"NORTHBRIDGE TORRINGTON ASSISTED LIVING, LLC",LLC,Active,1341216,2022-03-31,2020-04-01,71 THIRD AVENUE,BURLINGTON,United States,01803,MA,tsexton@northbridgecos.com,"NORTHBRIDGE TORRINGTON ASSISTED LIVING, LLC",Foreign,United States,2020-04-08,DE,DE,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:36.3100000,,,,,,,,,,,,,,,,,,,,
SYNERGENT CONSULTING LLC,LLC,Active,1341217,2022-03-31,,46 LONG MEADOW LANE,BETHEL,United States,06801,CT,robw0683@gmail.com,,Domestic,,2020-04-08,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:36.3100000,,,,,,,,,,,,,,,,,,,,
"PROPERTY TWINS TEAM, LLC",LLC,Active,1341218,2021-03-31,,142 NORTH STREET,RIDGEFIELD,United States,06877,CT,DEREK@PROPERTYTWINSTEAM.COM,,Domestic,,2020-04-08,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:08:36.3100000,,,Annual report past due,,,,,,,,,,,,,,,,,
T.W.O INVESTMENTS LLC,LLC,Active,1341219,2022-03-31,,304 West Main St,Avon,United States,06001,CT,admin@twoinvestments.net,,Domestic,,2020-04-08,CT,Connecticut,False,False,True,False,False,Offices of Other Holding Companies (551112),,2021-11-10 00:08:36.3100000,,,,,,,,,,,,,,,,,,,,Suite 2-1126
PGEAR LLC,LLC,Active,1341220,2022-03-31,2020-04-20,ONE PORSCHE DRIVE,ATLANTA,United States,30354,GA,CLS-CTARMSevidence@Wolterskluwer.com,PGEAR LLC,Foreign,United States,2020-04-08,DE,DE,False,False,False,False,False,Sales Financing (522220),,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,
FOGARTY'S HOME SERVICES LLC,LLC,Active,1341221,2022-03-31,,800 PROSPECT HILL ROAD-SUITE E,WINDSOR,United States,06095,CT,tonymus@cpanow.com,,Domestic,,2020-04-08,CT,Connecticut,False,False,False,False,False,Roofing Contractors (238160),238160.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,
WASHED CLEAN LLC,LLC,Active,1341223,2021-03-31,,743 ARCTIC ST,BRIDGEPORT,United States,06608,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-04-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.3233333,,,Annual report past due,,,,,,,,,,,,,,,,,
THE BARN DOOR STUDIOS LLC,LLC,Active,1341224,2022-03-31,,611 NORTH WINDHAM RD. EXT.,NORTH WINDHAM,United States,06256,CT,jhall@sp-financial.com,,Domestic,,2020-04-08,CT,Connecticut,False,False,False,False,False,Musical Groups and Artists (711130),711130.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,
H&C EDUCATION INC.,Stock,Active,1341225,2021-04-08,2020-04-08,"177 HUNTINGTON AVE 17TH FLOOR #101 177 HUNTINGTON AVE 17TH FLOOR, #101",BOSTON,United States,02115,MA,EFILE1234@INCFILE.COM,H&C EDUCATION INC.,Foreign,United States,2020-04-08,MA,MA,False,False,False,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:08:36.3233333,,,Annual report past due,,,,,,,,,,,,,,,,,
NATIONAL ACCOUNTING FIRM LLC,LLC,Active,1341226,2021-03-31,2020-04-08,960 EAST 233RD STREET,BRONX,United States,10466,NY,TAXMANSHIPPY@GMAIL.COM,NATIONAL ACCOUNTING FIRM LLC,Foreign,United States,2020-04-08,NY,NY,False,False,False,False,False,Tax Preparation Services (541213),541213.0,2021-11-10 00:08:36.3233333,,,Annual report past due,"960 EAST 233RD STREET, BRONX, NY, 07002, United States",960 EAST 233RD STREET,BRONX,NY,07002,United States,"960 EAST 233RD STREET, BRONX, NY, 10466, United States",960 EAST 233RD STREET,BRONX,NY,10466,United States,,,,,
BEAUTIFUL ONE LLC,LLC,Active,1341228,2021-03-31,,44 MERRIAM AVENUE,BLOOMFIED,United States,,CT,BEAUTIFULONELLC@GMAIL.COM,,Domestic,,2020-04-08,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:36.3233333,,,Annual report past due,,,,,,,,,,,,,,,,,
HOPE RIPPLES INC,Non-Stock,Active,1341229,2020-07-07,,No information provided,,,,,UHAIDER13@GMAIL.COM,,Domestic,,2020-04-08,CT,Connecticut,False,False,False,False,False,Emergency and Other Relief Services (624230),624230.0,2021-11-10 00:08:36.3233333,,,First report past due,,,,,,,,,,,,,,,Failure to file First Report,,
BARBARO TENER INDUSTRIES LLC,LLC,Active,1341230,2022-03-31,,61 COUNTRY LANE,MILFORD,United States,06461,CT,barbarotenerindustries@gmail.com,,Domestic,,2020-04-08,CT,Connecticut,False,False,True,False,False,Site Preparation Contractors (238910),238910.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,
BUCKEYE HOLDING COMPANY LLC,LLC,Active,1341231,2022-03-31,,121 PACER LANE,PLANTSVILLE,United States,06479,CT,cgray@buckeyehc.com,,Domestic,,2020-04-08,CT,Connecticut,False,True,False,False,False,All Other Personal Services (812990),611620.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,
