name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,reason_for_administrative,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,mailing_jurisdiction_country,office_in_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
MACNEVIN AND SON'S MOBILE WELDING L.L.C.,LLC,Active,1335487,2021-03-31,19 COW PATH LN.,WOODBRIDGE,,06525,CT,MACNEVINSWELDING@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.3400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TRI-STATE EAST BRIDGEPORT MANAGEMENT LLC,LLC,Active,1335521,2022-03-31,21 ELMWOOD DRIVE,SEYMOUR,United States,06483,CT,kmgtroygroup@gmail.com,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:38.8566667,,,,,,,,,,,,,,,,,,,,,,
"BLESSED ONE HOME IMPROVEMENT, LLC",LLC,Active,1335522,2021-03-31,538 BLUE HILLS AVENUE,HARTFORD,United States,06112,CT,CHARLENECLERY@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.8566667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
INVESTIUM CONSULTING LLC,LLC,Active,1335525,2021-03-31,1 PRESTIGE DRIVE STE 212,MERIDEN,United States,06450,CT,CONTACT@ISELACCOUNTING.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:38.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
CBUG'S RECORDS LLC,LLC,Active,1335526,2022-03-31,42 BRIDGE STREET,EAST WINDSOR,United States,06088,CT,cbug999@gmail.com,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Electronics Stores (443142),443142.0,2021-11-10 00:08:38.9033333,,,,,,,,,,,,,,,,,,,,,,
RED BARN ANTIQUE SURVEY EQUIPMENT LLC,LLC,Active,1335527,2021-03-31,299 WOLF DEN ROAD,BROOKLYN,United States,06234,CT,PETERDAVIDJOYCE@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Used Merchandise Stores (453310),453310.0,2021-11-10 00:08:38.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ELMWOOD PRODUCTIONS LLC,LLC,Active,1335528,2021-03-31,17 ZIPP AVE.,BRISTOL,United States,06010,CT,JON@ELMWOODPRODUCTIONS.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"NITSUJ IP, INC.",Stock,Active,1335529,2021-03-23,80 EASTERN BLVD.,GLASTONBURY,United States,06033,CT,NLTSUJMMA@YAHOO.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:08:38.9033333,Annual report past due,,,,,,200.0,,,,,,,,,,,,,,,
"TAKE WING CONCEPTS, LLC",LLC,Active,1335530,2021-03-31,55 LOUGHLIN AVENUE,COS COB,United States,06807,CT,TWINGCONCEPTS@YAHOO.COM,Domestic,2020-02-07,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:08:38.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
MODEGRO LLC,LLC,Active,1335531,2022-03-31,9 STONEWALL LANE,BRANFORD,United States,06405,CT,modegrollc@gmail.com,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Graphic Design Services (541430),541430.0,2021-11-10 00:08:38.9033333,,,,,,,,,,,,,,,,,,,,,,
CONDON HOLDINGS LIMITED LLC,LLC,Active,1335532,2022-03-31,166 RIDGE ACRES RD.,DARIEN,United States,06820,CT,rgardnerc@gmail.com,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",,2021-11-10 00:08:38.9033333,,,,,,,,,,,,,,,,,,,,,,
ABATEMENT MASTERS L.L.C.,LLC,Active,1335533,2022-03-31,58 MORAN ST,WATERBURY,United States,06704,CT,joaquinmatiz@yahoo.com,Domestic,2020-02-07,CT,Connecticut,False,False,True,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:38.9033333,,,,,,,,,,,,,,,,,,,,,,
SANCTUARY PAINTING LLC,LLC,Active,1335534,2021-03-31,125 LONG MOUNTAIN RD,NEW MILFORD,United States,06776,CT,ROBHOLMQVIST@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:38.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"PLANTE FARM, LLC",LLC,Active,1335535,2022-03-31,7 MELODY LANE,NEWTOWN,United States,06470,CT,plantefarmllc@gmail.com,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Hay Farming (111940),111940.0,2021-11-10 00:08:38.9033333,,,,,,,,,,,,,,,,,,,,,,
BLOOMFIELD AVE CAPITAL LLC,LLC,Active,1335536,2022-03-31,34 LYNN COURT,DARIEN,United States,06820,CT,bmascis1@optonline.net,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),,2021-11-10 00:08:38.9033333,,,,,,,,,,,,,,,,,,,,,,
STAFFORDS LLC,LLC,Dissolved,1335537,2021-03-31,1654 KING STREET SUITE 9,ENFIELD,United States,06082,CT,BLEVI@CRGLLC.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:38.9033333,,2021-03-29T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"NITSUJ FRANCHISING, INC.",Stock,Active,1335538,2021-03-23,80 EASTERN BLVD.,GLASTONBURY,United States,06033,CT,NLTSUJMMA@YAHOO.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:08:38.9033333,Annual report past due,,,,,,200.0,,,,,,,,,,,,,,,
139 EAST ELM LLC,LLC,Active,1335539,2021-03-31,139 E ELM STREET,GREENWICH,United States,06830,CT,NECONTRACTSERVICES@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
DISCOUNT FLOORS AND MORE LLC,LLC,Active,1335540,2021-03-31,24 ARBOR DR.,NORWALK,United States,06854,CT,JEFFDDEZSO1123@GMAIL.CGM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
222 VALLEY LLC,LLC,Active,1335541,2022-03-31,222 VALLEY ROAD,COS COB,United States,06807,CT,peterpellerzi@gmail.com,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:38.9033333,,,,,,,,,,,,,,,,,,,,,,
GETTING TO BUSINESS AGILITY LIMITED LIABILITY COMPANY,LLC,Active,1335542,2021-03-31,82 CLOVE HILL RD,GLASTONBURY,United States,06033,CT,GETTINGTOBUSINESSAGILITY@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
MALLET BROS TRUCKING LLC,LLC,Active,1335543,2022-03-31,77 BUCKRIDGE RD,WATERBURY,United States,06704,CT,EFILE1234@INCFILE.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",,2021-11-10 00:08:38.9333333,,,,,,,,,,,,,,,,,,,,,,
"AMK MARINE SERVICES, LLC",LLC,Active,1335544,2022-03-31,238 GAY HILL ROAD,UNCASVILLE,United States,06382,CT,amkmarine20@gmail.com,Domestic,2020-02-07,CT,Connecticut,True,False,False,False,False,Other Support Activities for Water Transportation (488390),,2021-11-10 00:08:38.9333333,,,,,,,,,,,,,,,,,,,,,,
SOPHIE BLONDEAU COACHING LLC,LLC,Active,1335545,2021-03-31,14 HORSESHOE LANE,WESTPORT,United States,06880,CT,SOPHIEBLONDEAUCOACHING@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
DREAM BUILDERS & REMODELING LLC,LLC,Active,1335546,2021-03-31,8 ARDEN RD,TRUMBULL,United States,06611,CT,MARTINJTHOM@YAHOO.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SOLACCI PRODUCTS LLC,LLC,Active,1335547,2021-03-31,82 ORIOLE LA,TRUMBULL,United States,06611,CT,MCKIERNANPT@SBCGLOBAL.NET,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:38.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"SIMPLE LIVING, LLC",LLC,Active,1335548,2021-03-31,4 BANFIELD LANE 4 BANFIELD LANE,BLOOMFIELD,United States,06002,CT,SIMPLELIVINGCT@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:38.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
PASSION DANCE STUDIO LLC,LLC,Active,1335549,2022-03-31,182 BRANFORD ST,HARTFORD,United States,06112,CT,EFILE1234@INCFILE.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Dance Companies (711120),,2021-11-10 00:08:38.9333333,,,,,,,,,,,,,,,,,,,,,,
BIT SUPPLIES LLC,LLC,Active,1335550,2022-03-31,24 PARK PLACE 4F,HARTFORD,United States,06106,CT,bitsuppliesllc@gmail.com,Domestic,2020-02-07,CT,Connecticut,True,False,False,False,False,All Other General Merchandise Stores (452319),,2021-11-10 00:08:38.9333333,,,,,,,,,,,,,,,,,,,,,,
MOORE SPORTS LLC,LLC,Active,1335551,2021-03-31,7 DOGWOOD ROAD,AVON,United States,06001,CT,MOORESPORTS03@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:08:38.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SAMASH HOLISTIC HOME CARE LLC,LLC,Active,1335552,2021-03-31,19 WELLS RD,MONROE,United States,06468,CT,SSEY222@YAHOO.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
CHEBANGS LLC,LLC,Active,1335554,2021-03-31,4 OAKVIEW LN,WESTPORT,United States,06880,CT,CHEBANGBANG@YAHOO.COM,Domestic,2020-02-07,CT,Connecticut,True,False,True,False,False,Nail Salons (812113),812113.0,2021-11-10 00:08:38.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
MTS PRODUCTIONS LLC,LLC,Active,1335555,2021-03-31,10 GRAND AVE #1-3,BROOKLYN,United States,11205,NY,KDELONG@BLUMB.COM,Foreign,2020-02-07,NY,NY,False,False,False,False,False,,,2021-11-10 00:08:38.9333333,No Agent,,2020-01-01,MTS PRODUCTIONS LLC,United States,Failure to appoint or maintain an agent for service,,"10 GRAND AVE #1-3, BROOKLYN, NY, 11205, United States",10 GRAND AVE #1-3,BROOKLYN,NY,11205,"10 GRAND AVE #1-3, BROOKLYN, NY, 11205, United States",10 GRAND AVE #1-3,BROOKLYN,NY,11205,United States,United States,,,
WILD SIDE PERFORMANCE LLC,LLC,Active,1335556,2022-03-31,40 BRANFORD RD,NORTH BRANFORD,United States,06471,CT,EFILE1234@INCFILE.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Car Washes (811192),,2021-11-10 00:08:38.9333333,,,,,,,,,,,,,,,,,,,,,,
"74 - 78 SOUTH BROAD STREET, LLC",LLC,Active,1335560,2022-03-31,135 CAMP STREET,MERIDEN,United States,06450,CT,miguel@universalstucco.net,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:38.9333333,,,,,,,,,,,,,,,,,,,,,,
66 KILLINGWORTH ROAD LLC,LLC,Active,1335562,2022-03-31,1183 KILLINGWORTH RD,HIGGANUM,United States,06441,CT,trainermerle@att.net,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:08:38.9333333,,,,,,,,,,,,,,,,,,,,,,
HOLLY NAIL AND DAY SPA LLC,LLC,Active,1335566,2021-03-31,35 DANBURY RD,RIDGEFIELD,United States,06877,CT,HOLLYNAILANDDAYSPALLC@YAHOO.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:39.4333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
NORTHEAST FINANCIAL SYSTEMS LLC,LLC,Active,1335567,2021-03-31,10 EDGEWOOD LN,MANSFIELD,United States,06250,CT,BLAIR@NORTHEASTFINANCIALCO.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Tax Preparation Services (541213),541213.0,2021-11-10 00:08:39.4333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SEARCH SOLUTION GROUP INC,Stock,Active,1335568,2022-02-07,15105 D JOHN J DELANEY DRIVE #210 #210,CHARLOTTE,United States,28277,NC,kperry@ssgresume.com,Foreign,2020-02-07,NC,NC,False,False,False,False,False,Employment Placement Agencies (561311),561311.0,2021-11-10 00:08:39.4333333,,,2020-02-12,SEARCH SOLUTION GROUP INC,United States,,,,,,,,,,,,,,,,,
RESTORATIVE TOUCH THERAPEUTIC BODYWORKS L.L.C.,LLC,Active,1335569,2022-03-31,379 ROUTE 169,WOODSTOCK,United States,06281,CT,EFILE1234@INCFILE.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),,2021-11-10 00:08:39.4333333,,,,,,,,,,,,,,,,,,,,,,
TRADEWINDS LLC,LLC,Active,1335570,2022-03-31,9 MARVIN PLACE,WESTPORT,United States,06880,CT,jeffschorer@me.com,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:39.4333333,,,,,,,,,,,,,,,,,,,,,,
TRESSER BLVD LLC,LLC,Active,1335571,2022-03-31,46 WESTCHESTER AVE,POUND RIDGE,United States,10576,NY,Legal@Roe.co,Foreign,2020-02-07,DE,DE,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:39.4333333,,,2020-02-07,TRESSER BLVD LLC,United States,,,"46 WESTCHESTER AVE, POUND RIDGE, NY, 10576, United States",46 WESTCHESTER AVE,POUND RIDGE,NY,10576,"46 WESTCHESTER AVE, POUND RIDGE, NY, 10576, United States",46 WESTCHESTER AVE,POUND RIDGE,NY,10576,United States,United States,,,
JACOB TRANSPORTATION LLC,LLC,Active,1335572,2021-03-31,12 BELLA DR,WATERBURY,United States,06704,CT,DBP2712@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:39.4333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TRESSER BLVD OZ LLC,LLC,Active,1335574,2022-03-31,46 WESTCHESTER AVE,POUND RIDGE,United States,10576,NY,Legal@Roe.co,Foreign,2020-02-07,DE,DE,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:39.4333333,,,2020-02-07,TRESSER BLVD OZ LLC,United States,,,"46 WESTCHESTER AVE, POUND RIDGE, NY, 10576, United States",46 WESTCHESTER AVE,POUND RIDGE,NY,10576,"46 WESTCHESTER AVE, POUND RIDGE, NY, 10576, United States",46 WESTCHESTER AVE,POUND RIDGE,NY,10576,United States,United States,,,
JOHNSON WARREN INVESTMENTS LLP,LLP,Active,1335575,2021-02-07,61 FORBES STREET,EAST HARTFORD,United States,06108,CT,JWIJOHNSONWARRENINVESTMENTS@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,True,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:39.4333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SHERIF MART LLC,LLC,Active,1335576,2022-03-31,3751 MADISON AVENUE,BRIDGEPORT,United States,06606,CT,JESSICA.PALLMANCO@YAHOO.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Convenience Stores (445120),445120.0,2021-11-10 00:08:39.4333333,,,,,,,,,,,,,,,,,,,,,,
FABDI'S NURSE PRACTITIONER SERVICES LLC,LLC,Active,1335577,2021-03-31,56 MOUNTIAN AVE,BLOOMFIELD,United States,06002,CT,SAGALEGAL@YAHOO.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:08:39.4333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"KERNER COMMUNICATIONS, LLC",LLC,Active,1335578,2022-03-31,"56 RICHLAND ROAD, UNIT B",GREENWICH,United States,06830,CT,ross@cpasrus.com,Domestic,2020-02-07,CT,Connecticut,True,False,False,False,False,Public Relations Agencies (541820),,2021-11-10 00:08:39.4333333,,,,,,,,,,,,,,,,,,,,,,
TRADE HISTORY LLC,LLC,Active,1335579,2021-03-31,333 HAMPTON ROAD,POMFRET,United States,06259,CT,LOUIS.MODICA@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:39.4333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
OCN DISTRIBUTION LLC,LLC,Active,1335580,2022-03-31,100 CONGRESS ST.,BRIDGEPORT,United States,06604,CT,RSTEVENS@FILMCHEST.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Motion Picture and Video Distribution (512120),,2021-11-10 00:08:39.4333333,,,,,,,,,,,,,,,,,,,,ralph@vinsyn.com,,
"KELLY-HARRISON, INC.",Stock,Active,1335581,2022-02-07,3201 NE WYNOOSKI ROAD SUITE A-1,NEWBERG,United States,97132,OR,managedreports@incorp.com,Foreign,2020-02-07,OR,OR,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:08:39.4500000,,,2020-01-01,"KELLY-HARRISON, INC.",United States,,,,,,,,,,,,,,,,,
THE YCM SYNDICATE LLC,LLC,Active,1335582,2022-03-31,100 CONGRESS ST.,BRIDGEPORT,United States,06604,CT,RSTEVENS@FILMCHEST.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Human Resources Consulting Services (541612),,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,ralph@vinsyn.com,,
ROKSTONE CONSTRUCTION RISK UNDERWRITERS LTD,Stock,Active,1335583,2022-02-07,8601 RANCH ROAD 2222 BLDG 1 STE 1-235,AUSTIN,United States,78730,TX,kwashington@ilsainc.com,Foreign,2020-02-07,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:36.9033333,,,2020-02-10,ROKSTONE CONSTRUCTION RISK UNDERWRITERS LTD,United States,,,,,,,,,,,,,,,,,
"NAWAL ALEXANDRIA, LLC",LLC,Active,1335584,2022-03-31,12 POND ROAD,CANTON,United States,06019,CT,lou.raven@gmail.com,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,New Housing For-Sale Builders (236117),,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,
JLZ HOLDINGS LLC,LLC,Active,1335585,2021-03-31,127 WOODCOCK KNOLL,CROSS RIVER,United States,10518,NY,AZULLO@ZULLOANDJACKS.COM,Domestic,2020-02-07,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
STRONG 2 BROADWAY TERRACE LLC,LLC,Active,1335586,2022-03-31,21 HICKORY STREET 21 HICKORY STREET,NORWICH,United States,06360,CT,strongroofingllc@gmail.com,Domestic,2020-02-07,CT,Connecticut,False,False,True,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,
"CT INVESTOR GROUP, LLC",LLC,Active,1335588,2022-03-31,8 WINDWOOD DRIVE,WINDSOR LOCKS,United States,06096,CT,benr1@mac.com,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,
"HAIR BY GOD, CUTS BY SUE, LLC",LLC,Active,1335589,2022-03-31,"3225 MCLEOD DR, SUITE 100",LAS VEGAS,United States,89121,NV,ra@andersonadvisors.com,Domestic,2020-02-07,NV,Connecticut,False,False,False,False,False,Beauty Salons (812112),,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,
"CORRI BUILDERS, LLC",LLC,Active,1335590,2022-03-31,1761 MAPLETON AVENUE,SUFFIELD,United States,06078,CT,eric@corribuilders.com,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,
GORACY LLC,LLC,Active,1335591,2022-03-31,3 PENWOOD CROSSING,GLASTONBURY,United States,06033,CT,JSGORACY@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,
"FM HOLDINGS CROMWELL, LLC",LLC,Active,1335592,2022-03-31,285 BERLIN TURNPIKE PMB #115,BERLIN,United States,06037,CT,frankiemaratta@gmail.com,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,
MOUNTAIN TOP MECHANICAL LLC,LLC,Active,1335593,2021-03-31,13 MOUNTAIN TOP PASS,BURLINGTON,United States,06013,CT,MOUNTAINTOPMECHANICAL13@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:08:36.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
GREENWICH CULTURAL SOCIETY INC.,Non-Stock,Active,1335594,2020-05-07,No information provided,,,,,GCSOCIETY.INC@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",711320.0,2021-11-10 00:08:36.9033333,First report past due,,,,,Failure to file First Report,,,,,,,,,,,,,,,,
ONE SHOT FIREARMS TRAINING LLC,LLC,Active,1335595,2022-03-31,90 REVERE DRIVE,NEWINGTON,United States,06111,CT,jraccuglia94@gmail.com,Domestic,2020-02-07,CT,Connecticut,False,True,False,True,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,
MANGOMANGOMANGO LLC,LLC,Dissolved,1335596,2021-03-31,2 HASTINGS LANE,STAMFORD,United States,06905,CT,ZINSSERMANGO@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,All Other Health and Personal Care Stores (446199),446199.0,2021-11-10 00:08:36.9033333,,2021-01-12T00:00:00.000,,,,,,,,,,,,,,,,,,,,
MERENDA LLC,LLC,Active,1335604,2021-03-31,28 CHERRY ST,BRANFORD,United States,06405,CT,MERENDAGIUSI@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:36.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
BRIGHTER TOMORROWS INCORPORATED,Non-Stock,Active,1335605,2021-02-11,8 SPRUCEWOOD LANE,WESTPORT,United States,06880,CT,BCOFSKY@MAC.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Grantmaking Foundations (813211),813211.0,2021-11-10 00:08:36.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
NL HVAC LLC,LLC,Active,1335606,2022-03-31,45 WEST STREET,OXFORD,United States,06478,CT,jeromycrf@yahoo.com,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,
KRISTA DICOCCO HAIR LLC,LLC,Active,1335607,2022-03-31,427 STILLSON ROAD,FAIRFIELD,United States,06824,CT,compliance@zenbusiness.com,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,
GAUTHIER COMPANY,Stock,Active,1335608,2020-05-07,No information provided,,,,,JOSH.GAUTHIER@GMAIL.COM,Domestic,2020-02-07,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:36.9966667,First report past due,,,,,Failure to file First Report,5000.0,,,,,,,,,,,,,,,
