name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,dissolution_date,reason_for_administrative,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_international_address,mailing_jurisdiction_3,office_jurisdiction_3
PRO CALIBRATION LLC,LLC,Active,1332534,2021-03-31,399 LEDYARD ST. SUITE 6,HARTFORD,United States,06114,CT,PROCALIBRATIONLLC@GMAIL.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Computer and Office Machine Repair and Maintenance (811212),811212.0,2021-11-10 00:08:37.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ALL CITY TAXI LLC,LLC,Active,1332535,2022-03-31,9 ROSEGARTEN DR,WATERBURY,United States,06704,CT,jefmasters09@gmail.com,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Taxi Service (485310),,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,,,,
OPEN DOORS PROPERTIES LLC,LLC,Active,1332537,2021-03-31,200 EDNA AVE LOWER LEVEL,BRIDGEPORT,United States,06610,CT,OPENDOORSPROPERTIESLLC@GMAIL.COM,Domestic,2020-01-09,CT,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:37.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
A&D DIAGNOSTIC CONSULTANTS LLC,LLC,Active,1332538,2021-03-31,37 THOMPSON STREET,STRATFORD,United States,06615,CT,SHANIAC13@OPTONLINE.NET,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,General Automotive Repair (811111),811111.0,2021-11-10 00:08:37.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"2 TANAGER, LLC",LLC,Active,1332539,2021-03-31,37 PEMBROKE HILL,FARMINGTON,United States,06032,CT,CHELSEA.CRISMAN@GMAIL.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:37.5900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"ORION ENERGY SYSTEMS, INC.",Stock,Active,1332540,2022-04-02,2210 WOODLAND DRIVE,MANITOWOC,United States,54220,WI,LEGAL@OESX.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing (335122)",335122.0,2021-11-10 00:08:37.5900000,,,,,,,,,,,,,,,,,230000.0,,,,,,,,
JCFC ACADEMY CORPORATION,Non-Stock,Active,1332541,2020-04-08,No information provided,,,,,JCFCACADEMY@GMAIL.COM,Domestic,2020-01-09,CT,Connecticut,False,False,True,False,False,Sports Teams and Clubs (711211),711211.0,2021-11-10 00:08:37.5900000,First report past due,,,,,,,,,,,,,,,,,,Failure to file First Report,,,,,,
"776 OXFORD, LLC",LLC,Active,1332542,2022-03-31,111 PEPE'S FARM ROAD,MILFORD,United States,06460,CT,gbier@garian.net,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:37.5900000,,,,,,,,,,,,,,,,,,,,,,,,,
DZIEWA TREE LLC,LLC,Active,1332543,2021-03-31,828 OLD STAFFORD RD,TOLLAND,United States,06084,CT,MARK.DZIEWA@YAHOO.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:37.5900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
CASANOVA PUBLISHING INC.,Non-Stock,Dissolved,1332544,2020-04-08,No information provided,,,,,CASANOVAENT828@YAHOO.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Other Services Related to Advertising (541890),541890.0,2021-11-10 00:08:37.5900000,First report past due,,,,,,,,,,,,,,,,,2021-08-26T00:00:00.000,,,,,,,
"BOBALOOS, LLC",LLC,Active,1332545,2022-03-31,53 BEAVER BROOK RD.,DANBURY,United States,06810,CT,Bobaloos@att.net,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),,2021-11-10 00:08:37.5900000,,,,,,,,,,,,,,,,,,,,,,,,,
"VALENTINA KOZLOVA DCNY,INC.",Stock,Active,1332546,2022-01-09,509 WESTPORT AVE,NORWALK,United States,06851,CT,vkdcny@gmail.com,Foreign,2020-01-09,NY,NY,False,False,False,False,False,Fine Arts Schools (611610),611610.0,2021-11-10 00:08:37.6200000,,2018-07-10,"VALENTINA KOZLOVA DCNY,INC.",United States,,,,,,,,,,,,,,,,,,,,,
CT CBD LLC,LLC,Dissolved,1332547,2021-03-31,320 GOLD AVE. SW STE. 620 PMB 1254,ALBUQUERQUE,United States,87102,NM,FILINGS@L4SB.COM,Domestic,2020-01-09,NM,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.6200000,,,,,,,,,,,,,,,,,,2020-12-29T00:00:00.000,,,,,,,
Z M Z CONVENIENCE  LLC,LLC,Active,1332550,2022-03-31,167 MAIN ST S,WOODBURY,United States,06798,CT,ubutt@bracctax.com,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:08:37.6200000,,,,,,,,,,,,,,,,,,,,,,,,,
AB LIMO SERVICES LLC,LLC,Active,1332551,2021-03-31,190 ORTEGA AVENUE,BRIDGEPORT,United States,06606,CT,ANDYALM25@YAHOO.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Limousine Service (485320),485320.0,2021-11-10 00:08:37.6200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
FOOTBALL WITH A TWIST LLC,LLC,Active,1332552,2022-03-31,129 CLEVELAND AVE,BRIDGEPORT,United States,06606,CT,waynecclarke@gmail.com,Domestic,2020-01-09,CT,Connecticut,False,False,True,False,False,Sporting Goods Stores (451110),451110.0,2021-11-10 00:08:37.6200000,,,,,,,,,,,,,,,,,,,,,,,,,
ATELIER BUILD LLC,LLC,Active,1332553,2022-03-31,8 WRIGHT STREET,WESTPORT,United States,06880,CT,jennifer@atelierbuild.us,Domestic,2020-01-09,CT,Connecticut,True,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:08:37.6200000,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND DENTAL SUPPLY LLC,LLC,Active,1332554,2022-03-31,"15 ENGLE STREET, #204",ENGLEWOOD,United States,07631,NJ,dbtopay@gmail.com,Foreign,2020-01-09,NJ,NJ,False,False,False,False,False,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers (423450)",,2021-11-10 00:08:37.6200000,,2020-01-10,DIAMOND DENTAL SUPPLY LLC,United States,"15 ENGLE STREET, #204, ENGLEWOOD, NJ, 07631,","15 ENGLE STREET, #204",ENGLEWOOD,NJ,07631,,"15 ENGLE STREET, #204, ENGLEWOOD, NJ, 07631, United States","15 ENGLE STREET, #204",ENGLEWOOD,NJ,07631,United States,,,,,,,,,
INFINITY EMBROIDERY LLC,LLC,Active,1332555,2022-03-31,55 STEPHANIE LANE,OAKVILLE,United States,06779,CT,infinityembroidery1@gmail.com,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Textile Product Mills (314999),314999.0,2021-11-10 00:08:37.6200000,,,,,,,,,,,,,,,,,,,,,,,,,
ROCKET MGA LLC,LLC,Active,1332556,2022-03-31,"2005 VISTA PARKWAY, SUITE 200",WEST PALM BEACH,United States,33411,FL,Compliancemail@cscinfo.com,Foreign,2020-01-09,FL,FL,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:37.6200000,,2018-06-20,ROCKET MGA LLC,United States,"2005 VISTA PARKWAY, SUITE 200, WEST PALM BEACH, FL, 33411, United States","2005 VISTA PARKWAY, SUITE 200",WEST PALM BEACH,FL,33411,United States,"2005 VISTA PARKWAY, SUITE 200, WEST PALM BEACH, FL, 33411, United States","2005 VISTA PARKWAY, SUITE 200",WEST PALM BEACH,FL,33411,United States,,,,,,,,,
LCB HOLDINGS II LLC,LLC,Active,1332557,2021-03-31,145 DEERCLIFF ROAD,AVON,United States,06001,CT,JIM@JBARNESCOMPANY.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:37.6200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"HEZEKIAH BEARDSLEY CT CHAPTER AMERICAN ACADEMY OF PEDIATRICS, INC.",Non-Stock,Active,1332558,2022-04-30,C/O LUTINE MANAGEMENT ASSOCIATES 750 MAIN STREET,HARTFORD,United States,06103,CT,ray@lutinemanagement.com,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:37.6200000,,,,,,,,,,,,,,,,,,,,,,,,,
LCB HOLDINGS III LLC,LLC,Active,1332559,2021-03-31,145 DEERCLIFF ROAD,AVON,United States,06001,CT,JIM@JBARNESCOMPANY.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:37.6200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
SIMPLY NATURAL CT LLC,LLC,Active,1332560,2022-03-31,1243 HOPMEADOW STREET,SIMSBURY,United States,06070,CT,SIMPLYNATURALCTLLC@GMAIL.COM,Domestic,2020-01-09,CT,Connecticut,True,False,True,False,False,All Other Health and Personal Care Stores (446199),,2021-11-10 00:08:37.6200000,,,,,,,,,,,,,,,,,,,,,,,,,
BASKETS LLC,LLC,Active,1332561,2021-03-31,200 MAIN STREET,BRISTOL,United States,06010,CT,MARK@THEGIFTGROUP.US,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,2021-11-10 00:08:37.6200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
38 PALMER AVE RENTAL LLC,LLC,Active,1332562,2021-03-31,"38 PALMER AVE, 2ND FLOOR",STAMFORD,United States,06902,CT,DOIDERA00@HOTMAIL.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:37.6200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"BUBBA'S BOUNCE HOUSE & ENTERTAINMENT, LLC",LLC,Active,1332563,2022-03-31,3 SIL CAM DRIVE,DANBURY,United States,06811,CT,Bubbabouncehouse@gmail.com,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,All Other Consumer Goods Rental (532289),532289.0,2021-11-10 00:08:37.6200000,,,,,,,,,,,,,,,,,,,,,,,,,
FIXD HOME SOLUTIONS LLC,LLC,Active,1332564,2021-03-31,"38 PALMER AVE, 2ND FLOOR",STAMFORD,United States,06902,CT,DOIDERA00@HOTMAIL.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:37.6700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
YUN HUA INC,Stock,Active,1332565,2021-01-14,105 SUMMER ST,TORRINGTON,United States,06790,CT,,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,All Other Plastics Product Manufacturing (326199),326199.0,2021-11-10 00:08:37.6700000,Annual report past due,,,,,,,,,,,,,,,,200.0,,,,,,,,
"ARUGULA TANGO, LLC",LLC,Active,1332566,2021-03-31,3 OLD LONG RIDGE ROAD,STAMFORD,United States,06903,CT,ALCOINC1@AOL.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.6700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
SHAMELESS LLC,LLC,Active,1332567,2021-03-31,31 ROBYN ROAD 301,WEST HARTFORD,United States,06119,CT,MICHAEL.BOBOWSKI@SHAMELESSAPP.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Software Publishers (511210),511210.0,2021-11-10 00:08:37.6700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"ZOYA, LLC",LLC,Active,1332568,2021-03-31,5 ANGELL AVENUE,SHELTON,United States,06484,CT,ANKURJOSHI@ME.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Portfolio Management (523920),531390.0,2021-11-10 00:08:37.6700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"AUTO DRIVEAWAY FRANCHISE SYSTEMS, LLC",LLC,Active,1332570,2022-03-31,"ONE E. 22ND ST., STE 107",LOMBARD,United States,60148,IL,dke@greensfelder.com,Foreign,2020-01-09,MI,MI,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:37.6700000,,2020-01-03,"AUTO DRIVEAWAY FRANCHISE SYSTEMS, LLC",United States,"200 WEST MADISON, SUITE 3300, CHICAGO, IL, 60606, United States","200 WEST MADISON, SUITE 3300",CHICAGO,IL,60606,United States,"40600 ANN ARBOR RD E STE 201, PLYMOUTH, MI, 48170, United States",40600 ANN ARBOR RD E STE 201,PLYMOUTH,MI,48170,United States,,,,,,,,,
BARRI MONEY SERVICES LLC,LLC,Active,1332571,2022-03-31,9800 CENTRE PKWY SUITE 700,HOUSTON,United States,77036,TX,ggruber@barrigroup.com,Foreign,2020-01-09,TX,TX,False,False,False,False,False,Other Activities Related to Credit Intermediation (522390),522390.0,2021-11-10 00:08:37.6700000,,2020-01-10,BARRI MONEY SERVICES LLC,United States,"9800 CENTRE PKWY SUITE 700, HOUSTON, TX, 77036, United States",9800 CENTRE PKWY SUITE 700,HOUSTON,TX,77036,United States,"9800 CENTRE PKWY SUITE 700, HOUSTON, TX, 77036, United States",9800 CENTRE PKWY SUITE 700,HOUSTON,TX,77036,United States,,,,,,,,,
FIT FOR YOU LLC,LLC,Active,1332572,2022-03-31,19 MEADOWVIEW DRIVE,BROOKFIELD,United States,06804,CT,fitforyousessions@gmail.com,Domestic,2020-01-09,CT,Connecticut,True,False,False,False,False,Fitness and Recreational Sports Centers (713940),713940.0,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,,,,,,,,,
"NANOIONIX, LLC",LLC,Active,1332573,2022-03-31,400 FARMINGTON AVE. R1855,FARMINGTON,United States,06032,CT,ldubois@nanoionix.com,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Research and Development in Nanotechnology (541713),541713.0,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,,,,,,,,,
"ANDREW HALPERN, LPC, LLC",LLC,Active,1332574,2022-03-31,1169 ELLINGTON ROAD,SOUTH WINDSOR,United States,06074,CT,ANDREWHALPERNLPC@GMAIL.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,,,,,,,,,
BETANCOURT HOME IMPROVEMENTS LLC,LLC,Active,1332575,2021-03-31,1652 BERLIN TURNPIKE,WETHERSFIELD,United States,06109,CT,HMENSAH@HENRYMENSAHCPA.COM,Domestic,2020-01-09,CT,Connecticut,False,False,True,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:37.6700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
HILL ASSET MANAGEMENT LLC,LLC,Active,1332576,2022-03-31,196 YORK STREET,WEST HAVEN,United States,06516,CT,Hillassetmanagementllc@yahoo.com,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,,,,,,,,,
SEK INNOVATIVE CONCEPTS LLC,LLC,Active,1332577,2021-03-31,25 ARLINGTON STREET,MERIDEN,United States,06450,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:37.6700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"CIROLO BRANDING, LLC.",LLC,Dissolved,1332578,2021-03-31,145 BROADBOOK RD,ENFIELD,United States,06082,CT,ASAUNDERS678@GMAIL.COM,Domestic,2020-01-09,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,,2021-02-03T00:00:00.000,,,,,,,
ELM INVESTMENT PROPERTIES LLC,LLC,Active,1332579,2021-03-31,9 LAUREL ST,VERNON,United States,06066,CT,CHRISTOPHERMICKLE.ELM@GMAIL.COM,Domestic,2020-01-09,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:08:37.6700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"HEALTHY LIFESTYLE CONSULTANT AND COACH, LLC",LLC,Dissolved,1332580,2021-03-31,"15 GENTILE PLACE, 2ND FLOOR",BRANFORD,United States,06405,CT,JTANJEH@GMAIL.COM,Domestic,2020-01-09,CT,Connecticut,True,False,True,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),621999.0,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,,2021-02-05T00:00:00.000,,,,,,,
MERIDIAN PSYCHOTHERAPY ASSOCIATES LLC,LLC,Active,1332581,2022-03-31,1012 STORRS RD,STORRS,United States,06268,CT,tom@meridianpsy.com,Domestic,2020-01-09,CT,Connecticut,True,False,True,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,,,,,,,,,
DOGGY STYLE FASHIONS LLC,LLC,Active,1332582,2021-03-31,167 SPENCER HILL ROAD,WINSTED,United States,06098,CT,CHANTALE.MCNAIRN@YAHOO.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Other Clothing Stores (448190),448190.0,2021-11-10 00:08:38.2800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ESEMALETHE RENTALS LLC,LLC,Active,1332584,2021-03-31,328 PARKWAY DRIVE,STRATFORD,United States,06614,CT,ALETHEAH02@AOL.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:38.2800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
BEST ALL NATURAL HEALING 3 LLC,LLC,Active,1332585,2022-03-31,900 FARMINGTON AVENUE,BRISTOL,United States,06010,CT,SCOTTZABKA@ATT.NET,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Other Individual and Family Services (624190),624190.0,2021-11-10 00:08:38.2800000,,,,,,,,,,,,,,,,,,,,,,,,,
"DANBURY SCHOOLS AND BUSINESS COLLABORATIVE (DSABC), INC.",Non-Stock,Active,1332611,2022-01-14,63 BEAVER BROOK RD.,DANBURY,United States,06810,CT,meyste@danbury.k12.ct.us,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,Educational Support Services (611710),,2021-11-10 00:08:38.3266667,,,,,,,,,,,,,,,,,,,,,,,,,
CRECO LLC,LLC,Active,1332663,2021-03-31,483 MONROE TPKE STE 112,MONROE,,06468,CT,BUZZMOON@AOL.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.8733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
243 WILLOW LLC,LLC,Active,1332664,2022-03-31,140 PROSPECT AVE,DOUGLASTON,United States,11363,NY,robinthies0726@gmail.com,Domestic,2020-01-09,NY,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:38.8733333,,,,,,,,,,,,,,,,,,,,,,,,,
ct sweetheart home care llc,LLC,Active,1332732,2022-03-31,169 SPRING ST,BRIDGEPORT,United States,06608,CT,Kelecia96@gmail.com,Domestic,2020-01-09,CT,Connecticut,False,False,True,False,False,Home Health Care Services (621610),,2021-11-10 00:08:39.4966667,,,,,,,,,,,,,,,,,,,,,,,,,
WAREHOUSE SALE LLC,LLC,Dissolved,1332569,2021-03-31,52 MOUNTAIN LAUREL DR,WETHERSFIELD,United States,06109,CT,WAREHOUSESALE2020@GMAIL.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),,2021-11-10 00:06:15.2333333,,,,,,,,,,,,,,,,,,2020-06-30T00:00:00.000,,,,,,,
"THE CURARE GROUP, INC.",Stock,Withdrawn,1332474,2021-01-09,120 W SEVENTH STREET SUITE 312,BLOOMINGTON,,47404,IN,CMD@PHYSICIANRECRUITING.COM,Foreign,2020-01-09,IN,IN,False,False,False,False,False,,,2021-11-10 00:06:18.3300000,,2019-12-17,"THE CURARE GROUP, INC.",,,,,,,,,,,,,,,,,,,,,,
PTML LLC,LLC,Dissolved,1332431,2021-03-31,23 HADDAD ROAD,WATERBURY,United States,06708,CT,PTML.LLC2@GMAIL.COM,Domestic,2020-01-09,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:04:29.0933333,,,,,,,,,,,,,,,,,,2020-02-04T00:00:00.000,,,,,,,
PEACH FINANCE SERVICES LLC,LLC,Withdrawn,1332288,2021-03-31,1333 BROADWAY STE 1016,OAKLAND,,94612,CA,SERVICE@PEACHFINANCE.COM,Foreign,2020-01-09,CA,CA,False,False,False,False,False,,,2021-11-10 00:05:17.0166667,,2020-01-09,PEACH FINANCE SERVICES LLC,,"1333 BROADWAY STE 1016, OAKLAND, CA, 94612,",1333 BROADWAY STE 1016,OAKLAND,CA,94612,,"1333 BROADWAY STE 1016, OAKLAND, CA, 94612,",1333 BROADWAY STE 1016,OAKLAND,CA,94612,,,,,,,,,,
3 BRO LLC,LLC,Dissolved,1332549,2021-03-31,2389 MAIN ST STE 100,GLASTONBURY,United States,06033,CT,CENTRAL@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-01-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:48.7566667,,,,,,,,,,,,,,,,,,2020-11-10T00:00:00.000,,,,,,,
"LEARNING IN THE LIVING ROOM, PLLC",LLC,Active,1321893,2022-03-31,17 HORIZON VIEW,PROSPECT,United States,06712,CT,learninginthelivingroom@gmail.com,Domestic,2020-01-10,CT,Connecticut,True,False,False,False,False,Exam Preparation and Tutoring (611691),611691.0,2021-11-10 00:10:32.1533333,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWBURY PLACE 2.0, LLC",LLC,Active,1330868,2022-03-31,41 OAK TREE RD,SOUTHBURY,United States,06488,CT,cperry8434@gmail.com,Domestic,2020-01-10,CT,Connecticut,True,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",,2021-11-10 00:08:34.3400000,,,,,,,,,,,,,,,,,,,,,,,,,
"ACE WORKS CUSTOM CARPENTRY AND CONSTRUCTION, LLC",LLC,Dissolved,1332346,2021-03-31,70 WARD STREET,HARTFORD,United States,06106,CT,MIKEAMARO49@GMAIL.COM,Domestic,2020-01-10,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:38.3866667,,,,,,,,,,,,,,,,,,2021-03-06T00:00:00.000,,,,,,,
"OZ MANAGEMENT CO., LLC",LLC,Active,1332359,2022-03-31,857 POST ROAD #346,FAIRFIELD,United States,06824,CT,Victoria@sldland.com,Domestic,2020-01-10,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:38.8733333,,,,,,,,,,,,,,,,,,,,,,,,,
CO-SY PROPERTIES LLC,LLC,Active,1332360,2022-03-31,2 HOLLY PLACE,MONROE,United States,06468,CT,Abigailcco@yahoo.com,Domestic,2020-01-10,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:38.8733333,,,,,,,,,,,,,,,,,,,,,,,,,
BEST CHOICE MAINTENANCE LLC,LLC,Active,1332368,2021-03-31,19 BROOKRIDGE DR,AVON,United States,06001,CT,MARLON@BCMFACILITY.COM,Domestic,2020-01-10,CT,Connecticut,False,False,False,False,False,Home and Garden Equipment Repair and Maintenance (811411),811411.0,2021-11-10 00:08:38.8733333,Annual report past due,,,,,,,,,,,,,,,,,,Failure to appoint or maintain an agent for service,,,,,,
LEUKOCYTE UNITED INC.,Non-Stock,Active,1332369,2020-04-09,No information provided,,,,,,Domestic,2020-01-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.8733333,First report past due,,,,,,,,,,,,,,,,,,Failure to file First Report,,,,,,
"CALL RYAN, LLC.",LLC,Active,1332391,2021-03-31,6 WILLIAMS ROAD,NORTH BRANFORD,United States,06471,CT,CALLRYANLLC@GMAIL.COM,Domestic,2020-01-10,CT,Connecticut,False,False,False,False,False,Vending Machine Operators (454210),454210.0,2021-11-10 00:08:38.9200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"DISCOVERME-  WEB SERVICES FOR SMALL BUSINESS, LLC.",LLC,Active,1332402,2021-03-31,1429 PARK STREET SUITE #114,HARTFORD,United States,06106,CT,DISCOVERMEWEBSERVICES@GMAIL.COM,Domestic,2020-01-10,CT,Connecticut,False,False,True,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:38.9500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
THE CATCH #2 LLC,LLC,Active,1332429,2021-03-31,415 WILLOW STREET,WATERBURY,United States,06710,CT,MARKQUESTRANGER@YAHOO.COM,Domestic,2020-01-10,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:39.4500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
BETTER MARKETING SOLUTIONS LLC,LLC,Active,1332433,2021-03-31,41 BEDFORD ST UNIT C,HARTFORD,United States,06120,CT,BETTERMARKETINGSOLUTIONSLLC@AOL.COM,Domestic,2020-01-10,CT,Connecticut,False,False,False,False,False,Advertising Material Distribution Services (541870),541870.0,2021-11-10 00:08:39.4500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
