name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,reason_for_administrative,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_international_address
SOUTH AVENUE PROPERTY LLC,LLC,Active,Annual report past due,1358356,2021-03-31,20 GRACE VIEW DRIVE,EASTON,United States,06612,CT,MCHIOFFI@CHIOFFILAW.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:46.4966667,,,,,,,,,,,,,,,,,,,,,,
"VICTORY GENOMICS, INC.",Stock,Active,,1358357,2022-09-10,263 PEDDLERS RD.,GUILFORD,,06437,CT,OPERATIONS@VICTORYGENOMICS.COM,Foreign,2020-09-10,DE,DE,False,False,False,False,False,Research and Development in Biotechnology (except Nanobiotechnology) (541714),541714.0,2021-11-10 00:12:46.4966667,2020-08-04,"VICTORY GENOMICS, INC.",,,,,,,,,,,,,,,,,,,,
YKTV LLC,LLC,Active,,1358358,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,yktvsweepstakes@gmail.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Men's Clothing Stores (448110),,2021-11-10 00:12:46.4966667,,,,,,,,,,,,,,,,,,,,,,
"ELLIEANG, LLC",LLC,Active,,1358359,2022-03-31,"C/O THE DEKK GROUP, LLC 82 FLANDERS ROAD",WESTBOROUGH,United States,01581,MA,MONITORFILE@PRECISIONCORP.COM,Domestic,2020-09-10,MA,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:12:46.4966667,,,,,,,,,,,,,,,,,,,,,,
"ELLIEANG REALTY, LLC",LLC,Active,,1358360,2022-03-31,"C/O THE DEKK GROUP, LLC 82 FLANDERS ROAD",WESTBOROUGH,United States,01581,MA,MONITORFILE@PRECISIONCORP.COM,Domestic,2020-09-10,MA,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,,,,,,
F&F PROPERTY MANAGEMENT LLC,LLC,Active,,1358362,2022-03-31,7 DAISY DRIVE,SHELTON,United States,06484,CT,jfiorella@fidains.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,,,,,,
B & D WOOD LLC,LLC,Active,Annual report past due,1358363,2021-03-31,"33 LANGDON COURT, APT. C203",BERLIN,,06037,CT,EDANIEL67@HOTMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers (423310)",423310.0,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,,,,,,
CASTRO'S CONSTRUCTION SERVICES LLC,LLC,Active,Annual report past due,1358364,2021-03-31,236 MANSFIELD AVE,WATERBURY,United States,06705,CT,MCASTRO123.MSN@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,,,,,,
BETTER CALL PAUL INC.,Stock,Active,,1358365,2022-07-22,194 Halley Ave,Fairfield,United States,06825-5456,CT,matthew@smscpany.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:12:35.5233333,,,,200.0,,,,,,,,,,,,,,,,,2020-12-10,
DEFINE COLLECTION LLC,LLC,Active,,1358366,2022-03-31,451 HONEYSPOT RD,STRATFORD,United States,06615,CT,shopdefinecollection@gmail.com,Domestic,2020-09-10,CT,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,,,,,,
B Y  CH  CARPENTRY LLC,LLC,Active,Annual report past due,1358367,2021-03-31,62 ROSE ST APT 1,WATERBURY,United States,06704,CT,GENERALHELPCT@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,,,,,,
SILVER BACK EVENTS LLC,LLC,Active,,1358368,2022-03-31,23 SCUPPO ROAD UNIT 2-10,DANBURY,United States,06811,CT,WARDSTAXSERVICE@HOTMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,True,False,False,"Promoters of Performing Arts, Sports, and Similar Events with Facilities (711310)",,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,,,,,,
"CORPORATE SERVICE CENTER, INC.",Stock,Active,,1358369,2022-09-10,"6 LANDMARK SQ., STE 400",STAMFORD,United States,06901,CT,PROCESSINGDEPT@CORPORATESERVICECENTER.COM,Foreign,2020-09-10,NV,NV,False,False,False,False,False,Business Associations (813910),813910.0,2021-11-10 00:12:35.5233333,2020-09-10,"CORPORATE SERVICE CENTER, INC.",United States,,,,,,,,,,,,,,,,,,,
"HUBBYS CREATIONS, LLC",LLC,Active,Annual report past due,1358370,2021-03-31,549 CLINTONVILLE RD,NORTH HAVEN,United States,06473,CT,HUBBYSCREATIONS@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,,,,,,
"ENHANCEMENTSCT, LLC",LLC,Dissolved,,1358371,2021-03-31,102 OLD TREE FARM LANE,TRUMBULL,United States,06611,CT,QUOTE@ENHANCEMENTSCT.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,2021-01-18T00:00:00.000,,,,,
PEACE-LOVE & JOY L.L.C.,LLC,Active,Annual report past due,1358373,2021-03-31,1031 WINDSOR AVE,WINDSOR,United States,06095,CT,PEACE_LOVE_JOY369@YAHOO.COM,Domestic,2020-09-10,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,,,,,,
MJ WALKER INC.,Stock,Active,Annual report due,1358374,2021-12-23,80 NORWICH NEW LONDON TPKE,MONTVILLE,United States,06382,CT,MJWALKER-ABB@ATLANTICBB.NET,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:35.5233333,,,,100.0,,,,,,,,,,,,,,,,,,
WESTMINSTER FIREARMS LLC,LLC,Active,,1358375,2022-03-31,5 EAST PARKWAY,PLAINFIELD,United States,06374,CT,ccoombs@westminstertool.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing (332994)",332994.0,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,,,,,,
DESTINY HELPERS LLC,LLC,Active,Annual report past due,1358376,2021-03-31,2381 SHEPARD AVE,HAMDEN,United States,06518,CT,SGSAMUEL13@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,True,True,True,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,,,,,,
"COAT TAIL PARTNERS, LLC",LLC,Active,,1358377,2022-03-31,190 FARMINGTON AVE,FARMINGTON,United States,06032,CT,sots@dowling.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,,,,,,
FLAGLER REBUILT LLC,LLC,Active,Annual report past due,1358378,2021-03-31,16 CORNERSTONE CT,PLANTSVILLE,United States,06479,CT,MIKE@FA-CPAS.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:35.5233333,,,,,,,,,,,,,,,,,,,,,,
BRENNAN CONTRACTING LLC,LLC,Active,Annual report past due,1358379,2021-03-31,15 POND EDGE DRIVE,WATERFORD,United States,06385,CT,PFBRENNAN80@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Roofing Contractors (238160),238160.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
"HERC REALTY, LLC",LLC,Active,,1358380,2022-03-31,"C/O THE DEKK GROUP, LLC 82 FLANDERS ROAD",WESTBOROUGH,United States,01581,MA,MONITORFILE@PRECISIONCORP.COM,Domestic,2020-09-10,MA,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
ORTEGA CARPENTER  LLC,LLC,Active,,1358382,2022-03-31,46 WHITE ST # 32,DANBURY,United States,06810-2618,CT,dgomez0918@gmail.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
BRASS CITY LONG HAUL LLC,LLC,Active,Annual report past due,1358383,2021-03-31,218 FAIRFIELD AVE,WATERBURY,United States,06708,CT,JOHNTAGGETT@ICLOUD.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,"Specialized Freight (except Used Goods) Trucking, Long-Distance (484230)",484230.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
La Sabrosura Dominicana LLC,LLC,Active,,1358384,2022-03-31,537 E Main St,Bridgeport,United States,06608-2328,CT,SOTOALERT1950@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
PRIME MY PROFITS LLC,LLC,Active,,1358385,2022-03-31,185 PLAINS RD SUITE 208E,MILFORD,United States,06461,CT,shawnroby1120@gmail.com,Domestic,2020-09-10,CT,Connecticut,False,True,False,False,False,Professional and Management Development Training (611430),611430.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
SEVENQUE TRADE LLC,LLC,Active,Annual report past due,1358386,2021-03-31,30 SOUTHFIELD AVE APT G19,STAMFORD,United States,06902,CT,JJTX2001@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
"TIEPOINT ENGINEERING, P.C.",Stock,Active,,1358387,2022-09-10,"6300 BLAIR HILL LANE, SUITE 400",BALTIMORE,United States,21209,MD,RSCHLOSSER@TIEPOINT-BKM.COM,Foreign,2020-09-10,MD,MD,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:12:36.3200000,2020-09-01,"TIEPOINT ENGINEERING, P.C.",United States,,,,,,,,,,,,,,,,,,,
LANDERO PAINTING LLC,LLC,Active,,1358388,2022-03-31,6 WHITLOCK STR,DANBURY,United States,06810,CT,LANDEROPAINTING@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,True,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
PROMO TOURS R US LLC,LLC,Dissolved,,1358389,2022-03-31,5218 SPRUCE STREET,BELLAIRE,United States,77401,TX,michael@vitaleassoc.com,Domestic,2020-09-10,TX,Connecticut,False,False,False,False,False,Other Services Related to Advertising (541890),541890.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,2021-03-05T00:00:00.000,,,,,
"ROSIEWOOD, LLC.",LLC,Active,,1358390,2022-03-31,34 FAR HILLS DRIVE,AVON,United States,06001,CT,Rosiewoodllc@gmail.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
THE LUXURY CLEAN LLC,LLC,Active,,1358391,2022-03-31,15 E ELM ST PMB 285,GREENWICH,United States,06830,CT,management@theluxuryclean.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
COZY CLIPS PET GROOMING LLC,LLC,Active,,1358392,2022-03-31,290 FITCHVILLE RD,BOZRAH,United States,06334,CT,cozyclipsct@gmail.com,Domestic,2020-09-10,CT,Connecticut,True,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
ELLIE HUNTER NUTRITION LLC,LLC,Active,,1358393,2022-03-31,16 LINDA LN.,DARIEN,United States,06820,CT,ellie.l.hunter@gmail.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
BARNDOOR SADDLE CO LLC,LLC,Active,,1358394,2022-03-31,489 BUSHY HILL RD,SIMSBURY,United States,06070,CT,barndoorsaddles@gmail.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
INSIGHT LLC,LLC,Active,,1358395,2022-03-31,793 N. SALEM ROAD,RIDGEFIELD,United States,06877,CT,matty.art@gmail.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Geophysical Surveying and Mapping Services (541360),541360.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
SPARKLY BUNNLES LLC,LLC,Active,Annual report past due,1358396,2021-03-31,107 WARREN STREET,HAMDEN,United States,06514,CT,SPARKLYBUBBLESCLEANING@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:36.3200000,,,,,,,,,,,,,,,,,,,,,,
M C JAMES AND CO. LLC,LLC,Active,,1358397,2022-03-31,300 WILSON AVE,NORWALK,,06854,CT,MICHAEL@THEMICHAELJAMESGROUP.COM,Domestic,2020-09-10,CT,Connecticut,False,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
RONY AROLDO PEREZ MELCHOR LLC,LLC,Active,Annual report past due,1358398,2021-03-31,24 FRANKLIN ST APT 2,DANBURY,United States,06810,CT,ESTEVEZKATIUSCA@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),238310.0,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
BOARDWALK CONSTRUCTION LLC,LLC,Active,Annual report past due,1358399,2021-03-31,5 Commerce Rd,NEWTOWN,United States,06470,CT,BOARDWALKCONSTRUCTION@HOTMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,3081,,
TIA HILDA DAY CARE LLC,LLC,Active,Annual report past due,1358400,2021-03-31,30 ROWE ST,NEW HAVEN,United States,06513,CT,MARTHABOHORQUEZ6@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,True,False,True,False,False,Child Day Care Services (624410),624410.0,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
"CRAB LIFE BY THE CLAW, LLC",LLC,Active,Annual report past due,1358401,2021-03-31,36 HOMESTEAD CIRCLE,OLD LYME,United States,06371,CT,KISSANEWILLIAM91@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
AVALOS SERVICES LLC,LLC,Active,,1358402,2022-03-31,"29 DEWITT ST, 3FL",NEW HAVEN,United States,06519,CT,RMONROY@ROHUER.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),238310.0,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
AJY CONSTRUCTION LLC,LLC,Active,Annual report past due,1358403,2021-03-31,270 RIVER ST,BRIDGEPORT,United States,06604,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
BRILLIANT MINDS PROSPER LLC,LLC,Active,,1358405,2022-03-31,225 COOPER PL,NEW HAVEN,United States,06515,CT,brandonsspc@gmail.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Commercial Screen Printing (323113),,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
"YOUSUF REAL ESATE, LLC",LLC,Active,Annual report past due,1358406,2021-03-31,372 WOLCOTT ROAD,WOLCOTT,United States,06716-2614,CT,ATTYSTEPHENSAVARESE@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
128 NEWTOWN LANE LLC,LLC,Active,Annual report past due,1358407,2021-03-31,577 MIDDLESEX ROAD,DARIEN,United States,06820,CT,JDHENDRICKSON3@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
PERFORMANCE HOME IMPROVEMENT LLC,LLC,Active,Annual report past due,1358408,2021-03-31,35 OCEANVIEW TERRACE,STRATFORD,United States,06614,CT,ATLANTISLLC@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAL CONSULTING LLC,LLC,Active,Annual report past due,1358409,2021-03-31,52 WINFIELD,NORWALK,United States,06855,CT,INDUSTRIALCONSULTINGLLC@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
ATTRACTIVE INVESTMENTS LLC,LLC,Active,Annual report past due,1358410,2021-03-31,50 WINFIELD,NORWALK,United States,06855,CT,ATTRACTIVEINVESTMENTSS@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
ADVENTURE KINGDOMS LLC,LLC,Active,,1358411,2022-03-31,60 DOYLE ROAD,TOLLAND,United States,06084,CT,compliance@zenbusiness.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Other Motion Picture and Video Industries (512199),512199.0,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
"PULLA'S RELIABLE CLEANING, LLC.",LLC,Dissolved,,1358412,2021-03-31,47 JOHN ST,WALLINGFORD,United States,06492,CT,PULLASRELIABLECLEANINGLLC@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,True,False,True,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,2021-08-02T00:00:00.000,,,,,
BURRITO LOKO LLC,LLC,Active,,1358413,2022-03-31,1400 PARK STREET,HARTFORD,United States,06106,CT,info@lastortasmx.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722511.0,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
READ ME LLC,LLC,Active,Annual report past due,1358414,2021-03-31,680 E MAIN STREET UNIT #1147,STAMFORD,United States,06901,CT,READMEEST2020@OUTLOOK.COM,Domestic,2020-09-10,CT,Connecticut,False,False,True,False,False,All Other Health and Personal Care Stores (446199),621610.0,2021-11-10 00:12:36.9933333,,,,,,,,,,,,,,,,,,,,,,
WISE INDUSTRIES LLC,LLC,Active,Annual report past due,1358415,2021-03-31,50 WINFIELD,NORWALK,United States,06855,CT,WISEINDUSTRIESS@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
R. L. DAVIS & SONS LLC,LLC,Active,,1358416,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
HM STORAGE LLC,LLC,Active,,1358417,2022-03-31,100 PARK ST,PUTNAM,United States,06260,CT,david@honormovers.com,Domestic,2020-09-10,CT,Connecticut,False,True,False,False,False,Used Household and Office Goods Moving (484210),484210.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
"BAREBEAUTY SKINCARE, LLC",LLC,Active,Annual report past due,1358418,2021-03-31,304 WEST MAIN STREET SUITE 2,AVON,United States,06001,CT,INFO@BAREBEAUTYSKINCO.COM,Domestic,2020-09-10,CT,Connecticut,True,False,True,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
ACP ANESTHESIA SERVICES LLC,LLC,Active,,1358419,2022-03-31,8 INWOOD ROAD,WOODBRIDGE,United States,06525,CT,EVERETT@ABAPC.COM,Domestic,2020-09-10,CT,Connecticut,True,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
JTK ASSOCIATES LLC,LLC,Active,,1358420,2022-03-31,363 MAIN ST SUITE 405,MIDDLETOWN,United States,06457,CT,Klim.uh@gmail.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
JLG HOME IMPROVEMENT LLC,LLC,Active,Annual report past due,1358421,2021-03-31,38 GRIFFING AVE FL 2,DANBURY,United States,06810,CT,MARIN.XR12@GMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
BEAR'S DEN PUBLISHING LLC,LLC,Dissolved,,1358422,2022-03-31,15 GRANITE RIDGE RD,WEST REDDING,United States,06896,CT,p51alarcon@gmail.com,Domestic,2020-09-10,CT,Connecticut,False,False,True,False,False,Book Stores (451211),,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,2021-03-02T00:00:00.000,,,,,
LUIS PULLA LLC,LLC,Active,,1358423,2022-03-31,17 MEADOW STREET 1ST FLOOR,DANBURY,United States,06810,CT,crisantovazquez20@gmail.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
VEGA CUSTOM DESIGN LLC,LLC,Active,,1358424,2022-03-31,704 WEST WOODS RD,HAMDEN,United States,06518,CT,jon.ed.vega@gmail.com,Domestic,2020-09-10,CT,Connecticut,False,False,True,False,False,Graphic Design Services (541430),541420.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
"THE GENERAL'S RESIDENCES AT FENCE CREEK HOMEOWNERS ASSOCIATION, INC.",Non-Stock,Active,First report past due,1358425,2020-12-09,No information provided,,,,,DNAGEL@NAGELRELAW.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
"GET INCLUSIVE, A NONPROFIT CORPORATION",Non-Stock,Active,First report past due,1358427,2020-12-09,No information provided,,,,,DIANE@GETINCLUSIVE.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Human Resources Consulting Services (541612),541612.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
PREMIUM CHOICE PATHWAYS INCORPORATED,Non-Stock,Active,Annual report past due,1358428,2021-09-17,304 WEST MAIN ST SUITE 2-1072,AVON,United States,06001,CT,SHENRY@PREMIUMCHOICEEXPRESS.COM,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Professional Organizations (813920),813920.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
SENGA FARM LLC,LLC,Active,,1358429,2022-03-31,275 POST ROAD EAST,WESTPORT,United States,06880,CT,compliance@zenbusiness.com,Domestic,2020-09-10,CT,Connecticut,False,False,False,False,False,Site Preparation Contractors (238910),238910.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
SOHO MEDICAL DOCTORS PLLC,LLC,Active,,1358430,2022-03-31,104 WEST 40TH STREET SUITE 500,NEW YORK,United States,10018,NY,max.vilenchik@sohomd.com,Foreign,2020-09-10,NY,NY,False,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,2021-11-10 00:12:37.6333333,2020-10-01,SOHO MEDICAL DOCTORS PLLC,United States,,"104 WEST 40TH STREET SUITE 500, NEW YORK, NY, 10018, United States",104 WEST 40TH STREET SUITE 500,NEW YORK,NY,10018,United States,"104 WEST 40TH STREET SUITE 500, NEW YORK, NY, 10018, United States",104 WEST 40TH STREET SUITE 500,NEW YORK,NY,10018,United States,,,,,,
SOSA SOLUTIONS LLC,LLC,Active,Annual report past due,1358431,2021-03-31,19 SUMMIT DR.,WINDSOR,United States,06095,CT,SOSASOLUTIONS@PROTONMAIL.COM,Domestic,2020-09-10,CT,Connecticut,False,True,False,False,False,,,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
