name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,dissolution_date,category_survey_email_address,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,total_authorized_shares,date_of_organization_meeting,reason_for_administrative,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address
ADDICTED TO CASH WORLDWIDE LLC,LLC,Active,1354639,2021-03-31,71 LORETTA PL,BRIDGEPORT,United States,06606,CT,ADDICTEDTOCASHWORLDWIDE@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,False,False,True,False,False,Other Clothing Stores (448190),448190.0,2021-11-10 00:12:42.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
MOTHERHOOD LLC,LLC,Active,1354640,2021-03-31,185 PLAIN DR,EAST HARTFORD,United States,06118,CT,MOTHERHOOD1013@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,True,False,True,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:12:42.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"BOUTIQUE BEVERAGE COMPANY, LLC",LLC,Active,1354641,2022-03-31,1220 S 13TH ST,WILMINGTON,United States,28401,NC,carol@bevservco.com,Foreign,2020-08-12,NC,NC,False,False,False,False,False,Other Grocery and Related Products Merchant Wholesalers (424490),424490.0,2021-11-10 00:12:42.7133333,,,,2020-08-12,"BOUTIQUE BEVERAGE COMPANY, LLC",United States,"1319 MILITARY CUTOFF ROAD SUITE CC #220, WILMINGTON, NC, 28405,",1319 MILITARY CUTOFF ROAD SUITE CC #220,WILMINGTON,NC,28405,,"1220 S 13TH ST, WILMINGTON, NC, 28401, United States",1220 S 13TH ST,WILMINGTON,NC,28401,United States,,,,,,,
POWDER HOLLOW BREWERY FRANCHISOR LLC,LLC,Active,1354642,2021-03-31,119 POST RD,ENFIELD,United States,06082,CT,MICHAEL.MCMANUS@POWDERHOLLOWBREWERY.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works) (533110),533110.0,2021-11-10 00:12:42.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
PORTLAND CD LLC,LLC,Active,1354643,2022-03-31,64 MARLBOROUGH ST. APT. 1W,PORTLAND,United States,06480,CT,erica.michelle.law@gmail.com,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:42.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
99 C D& Y LLC,LLC,Active,1354644,2021-03-31,602 EAST MAIN ST,BRIDGEPORT,United States,06608,CT,SOTOALBERT1950@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:42.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
EDA CONSTRUCTION PENNSYLVANIA COMPANY,Stock,Active,1354645,2022-08-12,"633 DUNKSFERRY ROAD, UNIT A",BENSALEM,United States,19020,PA,JMUNITS@EDACONTRACTOR.COM,Foreign,2020-08-12,PA,PA,False,False,False,False,False,Siding Contractors (238170),238170.0,2021-11-10 00:12:42.7133333,,,,2020-08-17,EDA CONSTRUCTION COMPANY,United States,,,,,,,,,,,,,,,,,,,
"THE CELER GROUP, LLC",LLC,Active,1354646,2021-03-31,360 BLOOMFIELD AVE SUITE 301,WINDSOR,United States,06095,CT,MARTY.EDWARDS@THECELERGROUP.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Metal Service Centers and Other Metal Merchant Wholesalers (423510),423510.0,2021-11-10 00:12:42.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
LM PAINT SOLVERS LLC,LLC,Active,1354647,2021-03-31,68 WILLOWBROOK AV WILLOWBROOK AVE,STAMFORD,United States,06902,CT,LEONLOPEZ1914@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:42.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
PROMO TIGERS LLC,LLC,Active,1354648,2021-03-31,477 SOUTH BROAD STREET,MERIDEN,United States,06450,CT,INFO@PROMOTIGERS.COM,Domestic,2020-08-12,CT,Connecticut,True,False,True,False,False,Advertising Material Distribution Services (541870),541870.0,2021-11-10 00:12:42.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
GOING THE DISTANCE LEARNING LLC,LLC,Active,1354649,2021-03-31,532 SPIELMAN HIGHWAY,BURLINGTON,United States,06013,CT,GOINGTHEDISTANCELEARNING@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:12:42.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
CUSTOM CARE INC,Stock,Active,1354650,2022-08-12,217 KNICKERBOCKER AVENUE,BOHEMIA,United States,11716,NY,daccountant@gmail.com,Foreign,2020-08-12,NY,NY,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:42.7133333,,,,2020-08-12,CUSTOM CARE INC,United States,,,,,,,,,,,,,,,,,,,
NHCPA SOUTH FARMS LLC,LLC,Active,1354651,2022-03-31,11 SCOVILL STREET 4TH FL,WATERBURY,United States,06706,CT,kathy@mahlercompany.com,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events with Facilities (711310)",,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,,,,
WOLTERS KLUWER R&D U.S. LIMITED PARTNERSHIP,Limited Partnership,Active,1354652,2022-08-12,C/O THE CORPORATION TRUST COMPANY 1209 ORANGE STREET,WILMINGTON,,19801,DE,wkuslawdept@wolterskluwer.com,Foreign,2020-08-12,DE,DE,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",,2021-11-10 00:12:43.3533333,,,wkuslawdept@wolterskluwer.com,2020-08-12,WOLTERS KLUWER R&D U.S. LP,,,,,,,,,,,,,,,,,,,,
"SERVICEMASTER BY CUSTOM CARE SERVICES, INC.",Stock,Active,1354653,2022-08-12,217 KNICKERBOCKER AVENUE,BOHEMIA,United States,11716,NY,daccountant@gmail.com,Foreign,2020-08-12,NY,NY,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:43.3533333,,,,2020-08-12,"SERVICEMASTER BY CUSTOM CARE SERVICES, INC.",United States,,,,,,,,,,,,,,,,,,,
ANSELMO ROJAS PEREZ LLC,LLC,Active,1354655,2021-03-31,236 GREENWICH AVE AP 7,STAMFORD,United States,06902,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:43.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
BCM LANDSCAPE LLC,LLC,Active,1354658,2021-03-31,14 HAGER ST,DANBURY,United States,06810,CT,BCMLANDSCAPE@HOTMAIL.COM,Domestic,2020-08-12,CT,Connecticut,False,False,True,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:43.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAL DESIGN INNOVATIONS LLC,LLC,Active,1354659,2022-03-31,65 JEFFERSON DR,GROTON,United States,06340,CT,AstralDesignInnovations@outlook.com,Domestic,2020-08-12,CT,Connecticut,False,True,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:43.3700000,,,,,,,,,,,,,,,,,,,,,,,,,
"BLUEBRIDGE CONSTRUCTION, LLC",LLC,Active,1354660,2021-03-31,595 CHAPEL STREET,NEW HAVEN,United States,06511,CT,FJC36@AOL.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:43.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"ONTIC ENGINEERING AND MANUFACTURING, INC.",Stock,Active,1354661,2022-08-12,20400 PLUMMER STREET,CHATSWORTH,United States,91311,CA,cls-ctarmsevidence@wolterskluwer.com,Foreign,2020-08-12,CA,CA,False,False,False,False,False,Blank Magnetic and Optical Recording Media Manufacturing (334613),334613.0,2021-11-10 00:12:43.3700000,,,,2020-09-08,"ONTIC ENGINEERING AND MANUFACTURING, INC.",United States,,,,,,,,,,,,,,,,,,,
415 CLARK LLC,LLC,Active,1354662,2022-03-31,76 HARTWELL RD,WEST HARTFORD,United States,06117,CT,zoeacramer@gmail.com,Domestic,2020-08-12,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:43.3700000,,,,,,,,,,,,,,,,,,,,,,,,,
"2351 MAIN STEET, LLC",LLC,Active,1354663,2022-03-31,2351 MAIN STREET,BRIDGEPORT,United States,06606,CT,ismaili.artan@yahoo.com,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:43.3700000,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUTH MIDDLESEX OPPORTUNITY COUNCIL, INCORPORATED",Non-Stock,Active,1354664,2021-08-12,7 BISHOP STREET,FRAMINGHAM,United States,01702,MA,SDOMESTICO@SMOC.ORG,Foreign,2020-08-12,MA,MA,False,False,False,False,False,Other Technical and Trade Schools (611519),611519.0,2021-11-10 00:12:43.3700000,Annual report past due,,,2020-08-12,"SOUTH MIDDLESEX OPPORTUNITY COUNCIL, INCORPORATED",United States,,,,,,,,,,,,,,,,,,,
"HAYDUK ENTERPRISES, INC.",Stock,Active,1354665,2022-08-12,257 RIVERSIDE DRIVE,FACTORYVILLE,United States,18419-2440,PA,PENHAY@OUTLOOK.COM,Foreign,2020-08-12,PA,PA,False,False,False,False,False,"Other Foundation, Structure, and Building Exterior Contractors (238190)",238190.0,2021-11-10 00:12:43.3700000,,,penhay@outlook.com,2020-08-17,"HAYDUK ENTERPRISES, INC.",United States,,,,,,,,,,,,,,,,,,,
CHARLIES NEW AND USED TIRES LLC,LLC,Active,1354666,2022-03-31,1068 MAIN STREET,WILLIMANTIC,United States,06226,CT,CHARLIESNEWANDUSEDTIRES@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,True,False,True,False,False,Tire Dealers (441320),441320.0,2021-11-10 00:12:43.3700000,,,,,,,,,,,,,,,,,,,,,,,,,
"2365 MAIN STEET, LLC",LLC,Active,1354667,2022-03-31,2365 MAIN STREET,BRIDGEPORT,United States,06606,CT,ismaili.artan@yahoo.com,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:43.3700000,,,,,,,,,,,,,,,,,,,,,,,,,
"ANDRADE CARPENTRY SVC, LLC",LLC,Active,1354668,2021-03-31,701 BEACON VALLEY RD APT 9,NAUGATUCK,United States,06770,CT,ANDRADECONSTRUCTIONLLC@YAHOO.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Framing Contractors (238130),238130.0,2021-11-10 00:12:43.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
K'S THERAPEUTIC TOUCH LLC,LLC,Active,1354669,2022-03-31,15 SOUTH MAIN STREET,CHESHIRE,United States,06410,CT,Krenars30@gmail.com,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:12:43.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
MERROW 121 LLC,LLC,Active,1354670,2022-03-31,76 HARTWELL RD,WEST HARTFORD,United States,06117,CT,zoeacramer@gmail.com,Domestic,2020-08-12,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:43.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
32-36 IRON HORSE LLC,LLC,Active,1354671,2022-03-31,75 WEST STREET,SIMSBURY,United States,06070,CT,stephanie@nelsonconstructionct.com,Domestic,2020-08-12,CT,Connecticut,False,False,True,False,False,New Multifamily Housing Construction (except For-Sale Builders) (236116),236116.0,2021-11-10 00:12:43.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
MERROW 142 LLC,LLC,Active,1354672,2022-03-31,76 HARTWELL RD,WEST HARTFORD,United States,06117,CT,zoeacramer@gmail.com,Domestic,2020-08-12,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:43.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
LINDSEY'S DANCE COMPANY LLC,LLC,Active,1354674,2021-03-31,28 SETH DR,NAUGATUCK,United States,06770,CT,LINDSEY0313@SBCGLOBAL.NET,Domestic,2020-08-12,CT,Connecticut,True,False,False,False,False,Dance Companies (711120),711120.0,2021-11-10 00:12:43.9933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
WALTER R LOZANO LLC,LLC,Active,1354675,2021-03-31,55 BONNER ST APT A,STAMFORD,United States,06905,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:43.9933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
MAHANT KRUPA 56 LLC,LLC,Active,1354676,2022-03-31,56-01 MASPETH AVE,MASPETH,United States,11378,NY,amishi@snpcpapc.com,Foreign,2020-08-12,NY,NY,False,False,False,False,False,Tobacco and Tobacco Product Merchant Wholesalers (424940),423490.0,2021-11-10 00:12:43.9933333,,,,2020-08-12,MAHANT KRUPA 56 LLC,United States,"56-01 MASPETH AVE, MASPETH, NY, 11378, United States",56-01 MASPETH AVE,MASPETH,NY,11378,United States,"56-01 MASPETH AVE, MASPETH, NY, 11378, United States",56-01 MASPETH AVE,MASPETH,NY,11378,United States,,,,,,,
LEPEIR CLOTHING CO LLC,LLC,Active,1354677,2021-03-31,33 PLAZA TER APT G16,HAMDEN,United States,06514,CT,LEPEIR@YAHOO.COM,Domestic,2020-08-12,CT,Connecticut,True,False,True,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:12:43.9933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"BEACON REALTY, LLC",LLC,Active,1354678,2022-03-31,81 Howard Rd,Greenwich,United States,06831-3103,CT,rosadan3@gmail.com,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:43.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
LEPEIR INVESTMENTS LLC,LLC,Dissolved,1354679,2021-03-31,33 PLAZA TER APT G16,HAMDEN,United States,06514,CT,LEPEIR@YAHOO.COM,Domestic,2020-08-12,CT,Connecticut,True,False,True,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:43.9933333,,2021-03-15T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,
VERSASALES LLC,LLC,Active,1354680,2021-03-31,13 SHADOW LANE,RIDGEFIELD,,06877,CT,ACCESSFLOORINGLLC@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:12:43.9933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"GIVELIFE CPR & FIRST AID, LLC",LLC,Active,1354681,2021-03-31,708 STANLEY STREET  #1,NEW BRITAIN,United States,06051,CT,GIVELIFECPRFA@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:12:43.9933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"CONNECTIVITY WIRELESS, LLC",LLC,Active,1354682,2022-03-31,"2707 MAIN STREET, UNIT 1",DULUTH,United States,30096,GA,ssoto@connectivitywireless.com,Foreign,2020-08-12,GA,GA,False,False,False,False,False,All Other Specialty Trade Contractors (238990),,2021-11-10 00:12:43.9933333,,,,2020-08-12,"CONNECTIVITY WIRELESS, LLC",United States,,,,,,,,,,,,,,,,,,,
JEREMIAS GM CONSTRUCTION LLC,LLC,Active,1354683,2021-03-31,37 LINCOLN AVE,STAMFORD,United States,06902,CT,WENDY@DURANGOAGENCY.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:12:43.9933333,Annual report past due,,,,,,,,,,,,,,,,,,1,,,,,,
"RNACEUTICALS, INC.",Stock,Active,1354684,2021-08-12,12 INDIAN TRAIL ROAD,WOODBRIDGE,United States,06525-1439,CT,FVOLVOVITZ@RNACEUTICALS.COM,Foreign,2020-08-12,DE,DE,False,False,False,False,False,Research and Development in Biotechnology (except Nanobiotechnology) (541714),541714.0,2021-11-10 00:12:43.9933333,Annual report past due,,,2020-08-12,"RNACEUTICALS, INC.",United States,,,,,,,,,,,,,,,,,,,
FRESHWATER PAD LLC,LLC,Dissolved,1354685,2021-03-31,1195 ROUTE 70 SUITE 2000,LAKEWOOD,United States,08701,NJ,MS@PARAMOUNTREALTY.COM,Domestic,2020-08-12,NJ,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:43.9933333,,2021-02-16T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,
R.E.D. LANDSCAPING LLC,LLC,Active,1354686,2021-03-31,2357 NEW LONDON TURNPIKE,SOUTH GLASTONBURY,United States,06073,CT,APFAUST87@YAHOO.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"KAT PRODUCTIONS AND TRAVEL AGENCY, LLC",LLC,Active,1354687,2021-03-31,"26 DORMAN ST, 2ND FL",NEW HAVEN,United States,06511,CT,MSPITTMAN34@AOL.COM,Domestic,2020-08-12,CT,Connecticut,True,False,True,True,False,,,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ONE CRAZY REDHEAD LLC,LLC,Active,1354688,2022-03-31,389 BRIDGEPORT AVE,SHELTON,United States,06484,CT,Onecrazyredheadllc@gmail.com,Domestic,2020-08-12,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:44.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
JOSHUA SERVICES LLC,LLC,Active,1354689,2021-03-31,22 DIAMOND ST APT 1,NAUGATUCK,United States,06770,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
RO GODWYNN LLC,LLC,Active,1354690,2021-03-31,173 EDGEWOOD AVENUE UNIT 3,NEW HAVEN,United States,06511,CT,ROGODWYNNMUSIC@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,True,False,True,True,False,Musical Groups and Artists (711130),711130.0,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
NOTES IN A CLOSET LLC,LLC,Active,1354691,2021-03-31,55 ELM STREET 12A,TARIFFVILLE,United States,06081,CT,NOTESINACLOSETLLC@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,True,False,False,False,False,Children's and Infants' Clothing Stores (448130),448130.0,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
LEE ROCKS BEAUTY LLC,LLC,Active,1354692,2022-03-31,49 ACORN STREET,BRIDGEPORT,United States,06606,CT,leerocksbeauty@gmail.com,Domestic,2020-08-12,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),,2021-11-10 00:12:44.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
HAYDAN CONSULTANTS INC.,Stock,Active,1354693,2022-08-12,175 CAPITAL BOULEVARD 4TH FLOOR,ROCKY HILL,United States,06067,CT,DAN.SAWH@HDCONSULTGROUP.COM,Foreign,2020-08-12,NY,NY,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:44.6800000,,,,2020-08-01,HAYDAN CONSULTANTS INC.,United States,,,,,,,,,,,,,,,,,,,
BENMELHA LLC,LLC,Active,1354694,2021-03-31,111 NELSON FARM RD,BRISTOL,United States,06-010,CT,GREENDERMA28@GMAIL.CON,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"FARMINGTON FUEL, LLC",LLC,Active,1354695,2022-03-31,989 FARMINGTON AVE,FARMINGTON,United States,06032,CT,jaymin@gohappymart.com,Domestic,2020-08-12,CT,Connecticut,False,False,True,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:44.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
16 CLARMORE LLC,LLC,Active,1354696,2022-03-31,41 1/2 SHOREFRONT PARK,NORWALK,United States,06854,CT,coral.renwick@gmail.com,Domestic,2020-08-12,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:44.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
18 PROSPECT LLC,LLC,Active,1354697,2022-03-31,41 1/2 SHOREFRONT PARK,NORWALK,United States,06854,CT,coral.renwick@gmail.com,Domestic,2020-08-12,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:44.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
INSPIRED BY VAY LLC,LLC,Active,1354698,2021-03-31,91 EATON ST,STRATFORD,United States,06614,CT,INSPIREDBYVAY@GMAIL.COM,Foreign,2020-08-12,USA,USA,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:12:44.6800000,Annual report past due,,,2020-08-12,INSPIRED BY VAY LLC,United States,,,,,,,,,,,,,,,,,,,
WHITE ANGEL LLC,LLC,Active,1354699,2022-03-31,106 CENTRAL AVE,EAST HARTFORD,United States,06108,CT,isaacyaoalimo@yahoo.com,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Freight Transportation Arrangement (488510),488510.0,2021-11-10 00:12:44.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
BRADFORD'S REAL ESTATE LLC,LLC,Active,1354701,2021-03-31,9 WALL STREET,NORWALK,United States,06850,CT,NRESTAINO41@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
COALS 5 LLC,LLC,Active,1354702,2021-03-31,9-11 WALL STREET,NORWALK,United States,06851,CT,NRESTAINO41@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"CURRENT LIGHTING HOLDCO, INC.",Stock,Active,1354703,2022-08-12,1975 Noble Road,East Cleveland,United States,44112,OH,GOVDOCS@CORPCREATIONS.COM,Foreign,2020-08-12,DE,DE,False,False,False,False,False,Offices of Other Holding Companies (551112),,2021-11-10 00:12:44.6800000,,,lynnette@corpcreations.com,2020-08-12,"CURRENT LIGHTING HOLDCO, INC.",United States,,,,,,,,,,,,,,,,,,,
FLYING KEY ENTERTAINMENT LLC,LLC,Active,1354704,2021-03-31,21 WATER ST 3RD FL,TORRINGTON,United States,06790,CT,LUCINDA@FLYINGKEYENTERTAINMENT.COM,Domestic,2020-08-12,CT,Connecticut,True,False,False,False,False,Musical Groups and Artists (711130),711130.0,2021-11-10 00:12:45.2900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"ALTCTT, LLC",LLC,Active,1354706,2021-03-31,111 TOWNE STREET APT 918,STAMFORD,United States,06902,CT,RICHARD.A.THIBODEAU@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:45.2900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"FAST TRACK VISION, LLC",LLC,Active,1354708,2022-03-31,1324 ASYLUM AVENUE,HARTFORD,United States,06105,CT,john.davey4@gmail.com,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Other Computer Related Services (541519),541519.0,2021-11-10 00:12:45.2900000,,,,,,,,,,,,,,,,,,,,,,,,,
CRESTWOOD TRUCK & EQUIPMENT LEASING LLC,LLC,Active,1354710,2022-03-31,1966 MAIN STREET NORTH,WOODBURY,United States,06798,CT,wynnchris@yahoo.com,Domestic,2020-08-12,CT,Connecticut,False,False,False,False,False,Other Building Equipment Contractors (238290),238290.0,2021-11-10 00:12:45.2900000,,,,,,,,,,,,,,,,,,,,,,,,,
SANSAN LLC,LLC,Active,1354711,2022-03-31,4140 UNION ST 7T,FLUSHING,United States,11355,NY,tangray7777@gmail.com,Domestic,2020-08-12,NY,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:45.2900000,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. TRUST COMPANY,Stock,Active,1354712,2020-11-10,No information provided,,,,,ANGELOSCRIGNA808@GMAIL.COM,Domestic,2020-08-12,CT,Connecticut,False,True,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:12:45.2900000,First report past due,,,,,,,,,,,,,,,,,,,10.0,,,,,
