name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,sub_status,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3
PAUSE LLC,LLC,Active,1368951,2022-03-31,,23 BOSTON STREET 2ND FLOOR,GUILFORD,United States,06437,CT,pausect@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:46.1866667,,,,,,,,,,,,,,,,,,,,
BUILDING TRUST INC.,Non-Stock,Active,1368952,2021-03-08,,No information provided,,,,,BUILDINGTRUSTFORUP@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.1866667,,First report past due,,,,,,,,,,,,,,,,,,
REIF SERVICES LLC,LLC,Active,1368953,2021-03-31,,60 JUNIPER RD,BETHEL,United States,06801,CT,REIFS2021@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Other Activities Related to Credit Intermediation (522390),522390.0,2021-11-10 00:08:46.1866667,,Annual report past due,,,,,,,,,,,,,,,,,,
Z&F REALTY LLC,LLC,Active,1368954,2022-03-31,,151 NEW PARK AVE SUITE 13,HARTFORD,United States,06106,CT,menachemthurm@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:46.1866667,,,,,,,,,,,,,,,,,,,,
YVIE LLC,LLC,Active,1368955,2022-03-31,,10 GRAHAM ST,STRATFORD,United States,06615,CT,Yviefirst@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,True,False,True,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:08:46.1866667,,,,,,,,,,,,,,,,,,,,
"TARR GROUP, LLC",LLC,Active,1368956,2022-03-31,2021-01-15,8650 E STATE ROAD 32,ZIONSVILLE,United States,46077,IN,dylan@tarr-group.com,"TARR GROUP, LLC",Foreign,United States,2020-12-08,IN,IN,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:08:46.1866667,,,"8650 E STATE ROAD 32, ZIONSVILLE, IN, 46077, United States",8650 E STATE ROAD 32,ZIONSVILLE,IN,46077.0,United States,"8650 E STATE ROAD 32, ZIONSVILLE, IN, 46077, United States",8650 E STATE ROAD 32,ZIONSVILLE,IN,46077.0,United States,,,,,,
"SPLASH CAR WASH WILLISTON, LLC",LLC,Active,1368957,2022-03-31,,472 WHEELERS FARMS ROAD SUITE 304,MILFORD,United States,06461,CT,jford@splashcarwashes.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:08:46.1866667,,,,,,,,,,,,,,,,,,,,
"LEED PARALEGAL SERVICES, LLC",LLC,Active,1368958,2022-03-31,,7 HEARTHSTONE DRIVE,SIMSBURY,United States,06070,CT,ehleed@comcast.net,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,All Other Legal Services (541199),541199.0,2021-11-10 00:08:46.1866667,,,,,,,,,,,,,,,,,,,,
"SPLASH WILLISTON REAL ESTATE, LLC",LLC,Active,1368959,2022-03-31,,472 WHEELERS FARMS ROAD SUITE 304,MILFORD,United States,06461,CT,jford@splashcarwashes.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:08:46.1866667,,,,,,,,,,,,,,,,,,,,
DAVID CASTILLO MIRANDA LLC,LLC,Active,1368960,2021-03-31,,71 PLEASANT ST,ENFIELD,United States,06082,CT,WENDY@DURANGOAGENCY.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:08:46.1866667,,Annual report past due,,,,,,,,,,,,,,,,,,
"SPLASH HOLDINGS ECO VT, LLC",LLC,Active,1368961,2022-03-31,,472 WHEELERS FARMS ROAD SUITE 304,MILFORD,United States,06461,CT,jford@splashcarwashes.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
"SPLASH HOLDINGS ECO NY, LLC",LLC,Active,1368962,2022-03-31,,472 WHEELERS FARMS ROAD SUITE 304,MILFORD,United States,06461,CT,jford@splashcarwashes.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
FAIRFIELD STEEL WORKS LLC,LLC,Active,1368963,2021-03-31,2020-09-01,1221 COLLEGE PARK DRIVE STE 116,DOVER,United States,19904,DE,FAIRFIELDSTEEL@GMAIL.COM,FAIRFIELD STEEL WORKS LLC,Foreign,United States,2020-12-08,DE,DE,False,False,False,False,False,Fabricated Structural Metal Manufacturing (332312),332312.0,2021-11-10 00:08:46.7466667,,Annual report past due,"1221 COLLEGE PARK DRIVE STE 116, DOVER, DE, 19904, United States",1221 COLLEGE PARK DRIVE STE 116,DOVER,DE,19904.0,United States,"1221 COLLEGE PARK DRIVE STE 116, DOVER, DE, 19904, United States",1221 COLLEGE PARK DRIVE STE 116,DOVER,DE,19904.0,United States,,,,,,
GARRAHY LIFE SAFETY SERVICES LLC,LLC,Active,1368964,2022-03-31,,180 PHEASANT DRIVE,ROCKY HILL,United States,06067,CT,garrahylifesafetyservicesllc@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),541690.0,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
SFA ASSET MANAGEMENT CORP.,Stock,Active,1368965,2021-03-08,,No information provided,,,,,JAMES@SFA-INVESTORS.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:08:46.7466667,,First report past due,,,,,,,,,,,,,10000.0,,,,,
ASTOUND LOGISTICS LLC,LLC,Active,1368966,2022-03-31,,11 HERITAGE PARK ROAD,CLINTON,United States,06413,CT,h.olsen@innov8.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
JEREMIAS SOLVAL PEREZ LLC,LLC,Active,1368967,2021-03-31,,135 JOSEPHINE EVARISTO AVE,GREENWICH,United States,06830,CT,WENDY@DURANGOAGENCY.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:08:46.7466667,,Annual report past due,,,,,,,,,,,,,,,,,,
WHALES TAIL CONSULTING LLC,LLC,Active,1368968,2022-03-31,,139 HARBOR ROAD,WESTPORT,United States,06880,CT,accounting@walestailsconsulting.com,,Domestic,,2020-12-08,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
"HAPPY DAYS HOLDINGS 6, LLC",LLC,Active,1368969,2022-03-31,,"1314 EAST LAS OLAS BLVD, SUITE 34",FT LAUDERDALE,United States,33301,FL,cindy@ezmtgbroker.com,,Domestic,,2020-12-08,FL,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
NEW BEGINNINGS FAMILY SERVICES INC,Non-Stock,Active,1368970,2021-12-09,,70 FOREST ST,HARTFORD,United States,06105,CT,DJMB24@HOTMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,True,False,False,False,False,Other Individual and Family Services (624190),624190.0,2021-11-10 00:08:46.7466667,,Annual report due,,,,,,,,,,,,,,,,,,
TJ'S HANDYMAN SERVICES LLC,LLC,Active,1368971,2022-03-31,,97 GINGER LN,TORRINGTON,United States,06790,CT,bushtj@yahoo.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
"CODE FOR AMERICA LABS, INC.",Non-Stock,Active,1368972,2021-12-08,2020-12-08,972 MISSION STREET 5TH FLOOR,SAN FRANCISCO,United States,94103,CA,CONTRACTSADMIN@CODEFORAMERICA.ORG,"CODE FOR AMERICA LABS, INC.",Foreign,United States,2020-12-08,CA,CA,False,False,False,False,False,,,2021-11-10 00:08:46.7466667,,Annual report due,,,,,,,,,,,,,,,,,,
ARANGO SERVICES LLC,LLC,Dissolved,1368973,2021-03-31,,21 INMAN AVENUE,WATERBURY,United States,06704,CT,DANIELCAMILOARANGO@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,True,False,False,Couriers and Express Delivery Services (492110),492110.0,2021-11-10 00:08:46.7466667,2021-04-12T00:00:00.000,,,,,,,,,,,,,,,,,,,
MR TILE & MARBLE SERVICES LLC,LLC,Active,1368974,2021-03-31,,126 EXETER ST,BRIDGEPORT,United States,06606,CT,ATLANTISLLC@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:46.7466667,,Annual report past due,,,,,,,,,,,,,,,,,,
OPTIMAL VIEW CONSTRUCTION LLC,LLC,Active,1368975,2021-03-31,,27 JORDAN COURT,SOUTHINGTON,United States,06489,CT,STEVENM7676@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:08:46.7466667,,Annual report past due,,,,,,,,,,,,,,,,,,
KONTRL.CO L.L.C.,LLC,Active,1368976,2022-03-31,,37 OLD FARMS RD,DURHAM,United States,06422,CT,Kontrl.co@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
ITSLOVE. LIMITED LIABILITY COMPANY,LLC,Active,1368977,2022-03-31,,727 TOTOKET RD,NORTHFORD,United States,06472,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Commercial Screen Printing (323113),,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,
BAJRAMI'S CONSTRUCTION L.L.C.,LLC,Active,1368978,2022-03-31,,305 WESTLEDGE DR.,TORRINGTON,United States,06790,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,New Multifamily Housing Construction (except For-Sale Builders) (236116),,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
MY INSTANT VA LLC,LLC,Active,1368979,2022-03-31,,159 WADSWORTH STREET EAST,MANCHESTER,United States,06040,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Office Administrative Services (561110),,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
"GREEN CATALYST SOLUTIONS, LLC",LLC,Active,1368980,2022-03-31,,120 WOODSIDE DR,GREENWICH,United States,06830,CT,don.raftery@greencatalystsolutions.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Internet Publishing and Broadcasting and Web Search Portals (519130),,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
FACTZ OF LIFE LLC,LLC,Active,1368981,2021-03-31,,29 IRION ST #3,WATERBURY,United States,06704,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.7466667,,Annual report past due,,,,,,,,,,,,,,,,,,
WAX N TELL BEAUTY LLC,LLC,Active,1368982,2022-03-31,,19B HAZEL TER,WOODBRIDGE,United States,06525,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
THIBAULT ENTERPRISE LLC,LLC,Active,1368983,2022-03-31,,94 EDGEMERE AVENUE,WEST HARTFORD,United States,06110,CT,tthibault@ourppromise.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
DNP PROPERTY MANAGEMENT LLC,LLC,Active,1368984,2021-03-31,,76 BELLA VISTA DRIVE,WATERTOWN,United States,06795,CT,DANIPERUGINI@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:46.7466667,,Annual report past due,,,,,,,,,,,,,,,,,,
MEALWORM MANOR LLC,LLC,Active,1368985,2021-03-31,,53 BAUSOLA RD,ANDOVER,United States,06232,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.7466667,,Annual report past due,,,,,,,,,,,,,,,,,,
"TICER TECHNOLOGIES, LLC",LLC,Active,1368986,2022-03-31,2021-01-01,2555 W FAIRVIEW ST STE 101,CHANDLER,United States,85224,AZ,DBURGESS@TICERTECHNOLOGIES.COM,"TICER TECHNOLOGIES, LLC",Foreign,United States,2020-12-08,DE,DE,False,False,False,False,False,"Copper Rolling, Drawing, Extruding, and Alloying (331420)",331420.0,2021-11-10 00:08:46.7466667,,,"2555 W FAIRVIEW ST STE 101, CHANDLER, AZ, 85224, United States",2555 W FAIRVIEW ST STE 101,CHANDLER,AZ,85224.0,United States,"2555 W FAIRVIEW ST STE 101, CHANDLER, AZ, 85224, United States",2555 W FAIRVIEW ST STE 101,CHANDLER,AZ,85224.0,United States,,,,,,
"ENCELADUS INDUSTRIES, LLC",LLC,Active,1368987,2022-03-31,,73 HOLLEY RD,BRISTOL,United States,06010,CT,g.clute@enceladusindustries.org,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:08:46.7466667,,,,,,,,,,,,,,,,,,,,
TAS-1 MUSIC LLC,LLC,Active,1368988,2022-03-31,,16M LAKESIDE DR.,LEDYARD,United States,06339,CT,shazam452@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:46.7633333,,,,,,,,,,,,,,,,,,,,
ALLAUTOCT LLC,LLC,Active,1368989,2021-03-31,,18 DAN PARKER DR,WATERBURY,United States,06704,CT,AWHITE318@COMCAST.NET,,Domestic,,2020-12-08,CT,Connecticut,False,False,True,False,False,General Automotive Repair (811111),811111.0,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
"DIAB MEDICAL GROUP, P.A., CORP.",Stock,Active,1368990,2021-12-08,2020-09-10,108 WILD BASIN SOUTH SUITE 250,AUSTIN,United States,78746-3468,TX,CARISA@TEMBIHEALTH.COM,"DIAB MEDICAL GROUP, P.A., CORP.",Foreign,United States,2020-12-08,TX,TX,False,False,False,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),621999.0,2021-11-10 00:08:46.7633333,,Annual report due,,,,,,,,,,,,,,,,,,
"YOUR NAUTICAL SOLUTIONS, LLC",LLC,Active,1368991,2021-03-31,,19 WOODWAY ROAD,STAMFORD,United States,06907,CT,TKEITMEIER@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
AROUND LLC,LLC,Active,1368992,2021-03-31,,250 CLIFFSIDE DR,TORRINGTON,United States,06790,CT,AROUND.LOCAL.999@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
JBPG LLC,LLC,Active,1368993,2022-03-31,,760 TRUMBULL HWY,LEBANON,United States,06249,CT,jpbg7755@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:46.7633333,,,,,,,,,,,,,,,,,,,,
"GLOBAL IR, INC.",Stock,Active,1368994,2021-12-08,2020-02-20,93 ORCHARD DR,GREENWICH,United States,06830,CT,MISAKO.TERUI@GIRJAPAN.COM,"GLOBAL IR, INC.",Foreign,United States,2020-12-08,DE,DE,False,False,False,False,False,Business Associations (813910),813910.0,2021-11-10 00:08:46.7633333,,Annual report due,,,,,,,,,,,,,,,,,,
PAINTERS TOUCH LLC,LLC,Active,1368995,2021-03-31,,21 WHITTLESEY AVE,NEW HAVEN,United States,06511,CT,WAYNEHAILEY82@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,True,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
"SPLASH CAR WASH PLATTSBURGH, LLC",LLC,Active,1368996,2022-03-31,,472 WHEELERS FARMS ROAD SUITE 304,MILFORD,United States,06461,CT,jford@splashcarwashes.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:08:46.7633333,,,,,,,,,,,,,,,,,,,,
TRACON L.L.C.,LLC,Active,1368997,2022-03-31,,195 WADHAMS AVENUE,TORRINGTON,United States,06790,CT,reagan.jury@traconct.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,All Other Support Services (561990),561990.0,2021-11-10 00:08:46.7633333,,,,,,,,,,,,,,,,,,,,
"SPLASH PLATTSBURGH REAL ESTATE, LLC",LLC,Active,1368998,2022-03-31,,472 WHEELERS FARMS ROAD SUITE 304,MILFORD,United States,06461,CT,jford@splashcarwashes.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:08:46.7633333,,,,,,,,,,,,,,,,,,,,
JANAE MARKS BOOKS LLC,LLC,Dissolved,1368999,2021-03-31,,130 MASSACHUSETTS AVE,FAIRFIELD,United States,06824,CT,JANAEMARKSBOOKS@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:46.7633333,2021-03-15T00:00:00.000,,,,,,,,,,,,,,,,,,,
JIMENEZ CLEANING SERVICE LLC,LLC,Active,1369001,2021-03-31,,241 LEWIS STREET,BRIDGEPORT,United States,06605,CT,JIMENEZCLEANINGSERVICE@YAHOO.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,True,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
EMINENT EXPRESSIONS LLC,LLC,Active,1369002,2021-03-31,,101 GREENWOODS LANE,EAST WINDSOR,United States,06088,CT,CATINABRACKETT@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,True,False,True,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
SEABEES SERVICES LLC,LLC,Active,1369003,2021-03-31,,33 IDLE LANE,MERIDEN,United States,06450,CT,CEDRIKBARRERA@AIM.COM,,Domestic,,2020-12-08,CT,Connecticut,False,True,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
HOMEBUDDY COMPANY LLC,LLC,Active,1369004,2021-03-31,,242 HIGH RIDGE RD,STAMFORD,United States,06905,CT,HOMEBUDDYCOMPANY@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
AGARO LLC,LLC,Active,1369007,2021-03-31,,7 DIAMOND ROCK ROAD,WOLCOTT,United States,06716,CT,REJNINCPA@YAHOO.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
"CLARITY HEALTH, P.C.",Stock,Active,1369009,2021-12-08,2020-11-30,"555 BRYANT ST., #814",PALO ALTO,,94301-1704,CA,,"CLARITY HEALTH, P.C.",Foreign,,2020-12-08,CA,CA,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,2021-11-10 00:08:46.7633333,,Annual report due,,,,,,,,,,,,,,,,,,
KR DRYWALL LLC,LLC,Active,1369010,2021-03-31,,39 CLEVELAND AVENUE,BRIDGEPORT,United States,06606,CT,RAMOSSIMONE254@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),238310.0,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
BRIDGETTE/BART RESIDENTIAL COMMERCIAL LLC,LLC,Active,1369011,2021-03-31,,66WEBSTER STREET 66WEBSTER STREET,HARTFORD,United States,06114,CT,BLESSMENNS212@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
BRIGLIN CONSULTING LLC,LLC,Dissolved,1369012,2021-03-31,,38 KELLOGG DRIVE,WILTON,United States,06897,CT,NATHANBRIGLIN@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),541690.0,2021-11-10 00:08:46.7633333,2021-06-17T00:00:00.000,,,,,,,,,,,,,,,,,,,
"TUXIS ISLAND INVESTMENTS, LLC",LLC,Active,1369013,2022-03-31,,28 FIVE FIELDS RD,MADISON,United States,06443,CT,psullivan@sgbllp.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:46.7633333,,,,,,,,,,,,,,,,,,,,
"POLSKA AUTOMOTIVE, LLC",LLC,Active,1369014,2021-03-31,2020-12-09,33 LINCOLN ST,ENFIELD,United States,06082,CT,CLATOCKI@POLSKAAUTO.COM,"POLSKA AUTOMOTIVE, LLC",Foreign,United States,2020-12-08,FL,FL,False,False,False,False,False,General Automotive Repair (811111),811111.0,2021-11-10 00:08:46.7633333,,Annual report past due,"7901 4TH STREET N. SUITE 300, ST. PETERSBURG, FL, 33702, United States",7901 4TH STREET N. SUITE 300,ST. PETERSBURG,FL,33702.0,United States,"7901 4TH STREET N. SUITE 300, ST. PETERSBURG, FL, 33702, United States",7901 4TH STREET N. SUITE 300,ST. PETERSBURG,FL,33702.0,United States,,,,,,
MAVEN'S C.R.E.S.T. LLC,LLC,Active,1369015,2021-03-31,,192 JOFFRE AVE,STAMFORD,United States,06905,CT,ENZENNIO.MALLOZZI@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
THE CLUTTER BUG LLC,LLC,Active,1369016,2021-03-31,,245 WALL ST,HEBRON,United States,06248,CT,THE.CLUTTER.BUG3@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,True,False,False,False,False,Used Merchandise Stores (453310),453310.0,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
ALPHA REMARKETING  LLC,LLC,Active,1369017,2021-03-31,,25 W WIND RD,TRUMBULL,United States,06611,CT,SHAHFROMEASTON@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Office Equipment Merchant Wholesalers (423420),423420.0,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
ZAIDIAC CONSTRUCTION LLC,LLC,Active,1369018,2021-03-31,2020-12-09,26 GREENVALE CIRCLE,WHITE PLAINS,United States,10607,NY,ZAIDIACCONSTRUCTION@GMAIL.COM,ZAIDIAC CONSTRUCTION LLC,Foreign,United States,2020-12-08,NY,NY,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:46.7633333,,Annual report past due,"26 GREENVALE CIRCLE, WHITE PLAINS, NY, 10607, United States",26 GREENVALE CIRCLE,WHITE PLAINS,NY,10607.0,United States,"26 GREENVALE CIRCLE, WHITE PLAINS, NY, 10607, United States",26 GREENVALE CIRCLE,WHITE PLAINS,NY,10607.0,United States,,,,,,
"BLOOM SPEECH THERAPY, LLC",LLC,Active,1369019,2022-03-31,,92 SENATE BROOK DRIVE,AMSTON,United States,06231,CT,bloomspeechservicesct@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,True,False,False,False,False,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",621340.0,2021-11-10 00:08:46.7633333,,,,,,,,,,,,,,,,,,,,
"RECRUITING SOLUTIONS FOR EDUCATORS OF COLOR,LLC",LLC,Active,1369020,2022-03-31,,38 ELGIN RD,MILFORD,United States,06460,CT,rsecllc9@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,True,False,True,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:08:46.7633333,,,,,,,,,,,,,,,,,,,,
BLAKE'S HOLLYWOOD CUTS LLC,LLC,Active,1369021,2021-03-31,,2047 MAIN STREET,BRIDGEPORT,United States,06606,CT,BLAKEOJORDAN@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,True,False,False,Barber Shops (812111),812111.0,2021-11-10 00:08:46.7633333,,Annual report past due,,,,,,,,,,,,,,,,,,
