name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,dissolution_date,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,billing_unit,reason_for_administrative,category_survey_email_address
35 BUTLER LLC,LLC,Active,1380794,2022-03-31,4403 15TH AVE STE 215,BROOKLYN,United States,11219,NY,GOLDY@STRULOVICSCPA.COM,Domestic,2021-03-04,NY,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:04:57.4433333,,,,,,,,,,,,,,,,,,,,,,
CORTNEY KATZ WELLNESS LLC,LLC,Active,1380753,2022-03-31,79 ANNAWON AVE.,WEST HAVEN,United States,06516,CT,CORTNEYKATZWELLNESS@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:09.3600000,,,,,,,,,,,,,,,,,,,,,,
"SHELBOURNE AXELA, LLC",LLC,Active,1380831,2022-03-31,2362 NOSTRAND AVE,BROOKLYN,United States,11210,NY,FILINGS@VCORPSERVICES.COM,Foreign,2021-03-04,DE,DE,False,False,False,False,False,,2021-11-10 00:05:04.6566667,,,2021-02-25,"SHELBOURNE AXELA, LLC",United States,"1013 CENTRE ROAD, SUITE 403-B, WILMINGTON, DE, 19805, United States","1013 CENTRE ROAD, SUITE 403-B",WILMINGTON,DE,19805,United States,"1013 CENTRE ROAD, SUITE 403-B, WILMINGTON, DE, 19805, United States","1013 CENTRE ROAD, SUITE 403-B",WILMINGTON,DE,19805,United States,,,,,
"PERSONALIZED SKIN SOLUTIONS, INC.",Stock,Active,1380830,2022-03-04,4866 LAKEBIRD PLACE,SAN JOSE,United States,95124,CA,COMPLAINCE@DLMD.CO,Foreign,2021-03-04,DE,DE,False,False,False,False,False,,2021-11-10 00:05:04.6566667,,,2021-03-04,"PERSONALIZED SKIN SOLUTIONS, INC.",United States,,,,,,,,,,,,,,,,,
MCA HOPE LLC,LLC,Active,1380828,2022-03-31,32 YALE STREET,HARTFORD,United States,06114,CT,ANACASSAROTTI345@HOTMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:05:07.2033333,,,,,,,,,,,,,,,,,,,,,,
JOHNSON EH LLC,LLC,Active,1380751,2022-03-31,28 FAWN MEADOW DRIVE,NAUGATUCK,United States,06770,CT,ERIKANJOHNSON82@ICLOUD.COM,Domestic,2021-03-04,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:04:58.1366667,,,,,,,,,,,,,,,,,,,,,,
"HARMONY HEALTH & WELLNESS, PLLC",LLC,Active,1380932,2022-03-31,2389 MAIN STREET SUITE 100,GLASTONBURY,United States,06033,CT,DRBOWMANND@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),2021-11-10 00:05:07.2500000,,,,,,,,,,,,,,,,,,,,,,
KLO HIGH RIDGE LLC,LLC,Active,1380886,2022-03-31,19 STRICKLAND ROAD,COS COB,United States,06807,CT,GREG.FRISOLI@YAHOO.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:05:03.2166667,,,,,,,,,,,,,,,,,,,,,,
"ECO-PAK, LLC",LLC,Active,1380749,2022-03-31,9211 E JACKSON STREET,SELMA,United States,47383,IN,MSTUMP@THETOWNSENDCORP.COM,Foreign,2021-03-04,IN,IN,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:05:00.7300000,,,2021-02-15,"ECO-PAK, LLC",United States,"1015 W JACKSON ST, MUNCIE, IN, 47305, United States",1015 W JACKSON ST,MUNCIE,IN,47305,United States,"1015 W JACKSON ST, MUNCIE, IN, 47305, United States",1015 W JACKSON ST,MUNCIE,IN,47305,United States,,,,,
"FORBIDDEN FRUIT, LLC",LLC,Active,1380897,2022-03-31,117 AMHERST ST,HARTFORD,United States,06106,CT,NICKY.ORENGO@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:05:04.6566667,,,,,,,,,,,,,,,,,,,,,,
GOGREENWICH LLC,LLC,Active,1380793,2022-03-31,2 ARMONK STREET #1058,GREENWICH,United States,06830,CT,HELLO@GOGREENWICHCT.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:11.2800000,,,,,,,,,,,,,,,,,,,,,,
MESSY MOMENTS CHILD CARE LLC,LLC,Active,1380791,2022-03-31,140 LIBERTY STREET,PAWCATUCK,United States,06379,CT,MESSYMOMENTSCC@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,True,False,True,False,False,Educational Support Services (611710),2021-11-10 00:05:35.5200000,,,,,,,,,,,,,,,,,,,,,,
"DAVIN, INC.",Non-Stock,Active,1380774,2021-06-02,No information provided,,,,,DAVINGSE@ATT.NET,Domestic,2021-03-04,CT,Connecticut,False,True,False,False,False,Other Support Activities for Air Transportation (488190),2021-11-10 00:05:16.3600000,,,,,,,,,,,,,,,,,,First report past due,,,,
US TACTICAL PRECISION LLC,LLC,Active,1380792,2022-03-31,6 STANTON ROAD,STONINGTON,United States,06378,CT,MDECASTRO1@COMCAST.NET,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Small Arms Ammunition Manufacturing (332992),2021-11-10 00:05:19.1733333,,,,,,,,,,,,,,,,,,,,,,
"KALKA FOCUS FUND, LIMITED PARTNERSHIP",Limited Partnership,Active,1380883,2022-03-04,THE CORPORATION TRUST COMPANY 1209 ORANGE STREET,WILMINGTON,,19801,DE,,Foreign,2021-03-04,DE,DE,False,False,False,False,False,,2021-11-10 00:05:23.0633333,,,2021-03-08,"KALKA FOCUS FUND, LIMITED PARTNERSHIP",,,,,,,,,,,,,,,,,,
"ONY CARE OF NY, LLC",LLC,Active,1380790,2022-03-31,"1131 ROUTE 55, SUITE 1C",LAGRANGEVILLE,,12540,NY,LEGAL@EPISODESOLUTIONS.COM,Foreign,2021-03-04,NY,NY,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-11-10 00:05:21.7033333,,,2021-03-04,"ONY CARE OF NY, LLC",,,,,,,,,,,,,,,,,,
SPARKLE AND SHINE CLEANING LLC,LLC,Active,1380900,2022-03-31,5 HUNGRY HILL ROAD,STERLING,United States,06377,CT,SPARKLEANDSHINECLEANING1989@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),2021-11-10 00:05:38.2866667,,,,,,,,,,,,,,,,,,,,,,
103 HABESHA LLC,LLC,Active,1380789,2022-03-31,103 SOUTH CLIFF STREET,ANSONIA,United States,06401,CT,103HABESHALLC@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:05:38.3000000,,,,,,,,,,,,,,,,,,,,,,
"KALKA PARTNERS, LLC",LLC,Active,1380882,2022-03-31,22 INDIAN TRAIL,BROOKFIELD,,06804,CT,WHUANG@KALKACAPITAL.COM,Foreign,2021-03-04,DE,DE,False,False,False,False,False,,2021-11-10 00:05:12.0000000,,,2021-03-08,"KALKA PARTNERS, LLC",,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,,,,,
LIBBY MATTSON REAL ESTATE INC.,Stock,Active,1382415,2021-06-02,No information provided,,,,,,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:05:17.7033333,,200.0,,,,,,,,,,,,,,,,First report past due,,,,
EVVO LLC,LLC,Active,1380885,2022-03-31,411 RESERVOIR RD.,NEW BRITAIN,United States,06052,CT,JULIA.STEPIEN@UCONN.EDU,Domestic,2021-03-04,CT,Connecticut,True,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),2021-11-10 00:05:14.7200000,,,,,,,,,,,,,,,,,,,,,,
"WATERKING203, LLC",LLC,Active,1380804,2022-03-31,37 DAVID DR,MERIDEN,United States,06450,CT,STATE90210@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),2021-11-10 00:05:16.2966667,,,,,,,,,,,,,,,,,,,,,,
STOCKBOYS LLC,LLC,Active,1380775,2022-03-31,93 SYCAMORE LN F,MANCHESTER,United States,06040,CT,STARLEO145@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Other Clothing Stores (448190),2021-11-10 00:05:21.8133333,,,,,,,,,,,,,,,,,,,,,,
"SPYGLASS SOLUTIONS, LLC",LLC,Active,1380814,2022-03-31,1405 GALLAGHERVILLE RD.,DOWNINGTON,,19335,PA,,Foreign,2021-03-04,PA,PA,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:05:10.6100000,,,2021-03-03,"SPYGLASS SOLUTIONS, LLC",,"1405 GALLAGHERVILLE RD., DOWNINGTON, PA, 19335,",1405 GALLAGHERVILLE RD.,DOWNINGTON,PA,19335,,"1405 GALLAGHERVILLE RD., DOWNINGTON, PA, 19335,",1405 GALLAGHERVILLE RD.,DOWNINGTON,PA,19335,,,,,,
5 CLOVERHILL AVE LLC,LLC,Active,1380788,2022-03-31,235 PARK STREET,STATEN ISLAND,United States,10306,NY,JMARTELLO35@GMAIL.COM,Domestic,2021-03-04,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:14.7800000,,,,,,,,,,,,,,,,,,,,,,
"THE PARKINSON FAMILY FOUNDATION, INC.",Non-Stock,Active,1382220,2021-06-02,No information provided,,,,,,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:34.8000000,,,,,,,,,,,,,,,,,,First report past due,,,,
LINCOLN BARRETTA CONSULTING LLC,LLC,Active,1380786,2022-03-31,8 PENNICOTT RD.,QUAKER HILL,,06375,CT,,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:35.5200000,,,,,,,,,,,,,,,,,,,,,,
DRIVERS ARE US LLC,LLC,Active,1380772,2022-03-31,50 FREEMONT STREET APT F6,BRIDGEPORT,United States,06605,CT,STEPHENJROSE426@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:48.1666667,,,,,,,,,,,,,,,,,,,,,,
SWADESH SUPER MARKET & HALAL MEAT,LLC,Active,1380773,2022-03-31,1919 NORTH BROAD ST,MERIDEN,United States,06450,CT,MD.MORAD2010@YAHOO.COM,Domestic,2021-03-04,CT,Connecticut,False,False,True,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:05:27.5800000,,,,,,,,,,,,,,,,,,,,,,
"1387 GOLD STAR, LLC",LLC,Active,1380787,2022-03-31,6 ARMSTRONG ROAD,SHELTON,,06484,CT,DGABLE@HOCONGAS.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:25.9066667,,,,,,,,,,,,,,,,,,,,,,
JENS CARE LLC,LLC,Active,1380899,2022-03-31,1131-0 TOLLAND TPKE #239,MANCHESTER,United States,06042,CT,JENSCARERESIDENTIAL@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Residential Intellectual and Developmental Disability Facilities (623210),2021-11-10 00:05:30.7200000,,,,,,,,,,,,,,,,,,,,,,
"GLASS, LIMITED LIABILITY CO.",LLC,Active,1380918,2022-03-31,50 UNDERHILL ROAD,MILFORD,United States,06460,CT,ALI@MODESTEVENTS.COM,Domestic,2021-03-04,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:05:27.6266667,,,,,,,,,,,,,,,,,,,,,,
CEDAR REBUILT LLC,LLC,Active,1380922,2022-03-31,16 CORNERSTONE COURT,PLANTSVILLE,United States,06479,CT,MICHAELRICCIO67@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:30.7533333,,,,,,,,,,,,,,,,,,,,,,
"DRIVE PERFORMANCE TRAINING, LLC",LLC,Active,1380803,2022-03-31,125 MEADOWS END ROAD,MONROE,United States,06468,CT,CHRIS.DRIVEPERFORMANCETRAINING@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),2021-11-10 00:05:42.9600000,,,,,,,,,,,,,,,,,,,,,,
SERENDIPTHRIFTY LLC,LLC,Active,1380921,2022-03-31,"11 FOUR MILE RIVER ROAD, APT 1",OLD LYME,United States,06371,CT,SERENDIPTHRIFTY@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,True,False,False,False,False,Women's Clothing Stores (448120),2021-11-10 00:05:39.7400000,,,,,,,,,,,,,,,,,,,,,,
TECK HOME IMPROVEMENT LLC,LLC,Active,1380855,2022-03-31,36 BAXTER AVE 2ND FLOOR,STAMFORD,United States,06902,CT,JTRESTORATIONS1@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2021-11-10 00:05:43.6800000,,,,,,,,,,,,,,,,,,,,,,
CONNECTICUT AFFORDABLE HOUSING INITIATIVE LLC,LLC,Active,1380854,2022-03-31,129 WHITNEY AVENUE SUITE 202,NEW HAVEN,United States,06510,CT,JRM444@SNET.NET,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:49.6033333,,,,,,,,,,,,,,,,,,,,,,
NLPA HOSPITALITY LLC,LLC,Active,1380848,2022-03-31,"100 CHALLENGER ROAD, SUITE 105",RIDGEFIELD PARK,United States,07660,NJ,RASERVICES@VCORPSERVICES.ZENDESK.COM,Foreign,2021-03-04,DE,DE,False,False,False,False,False,,2021-11-10 00:05:33.4566667,,,2021-03-02,NLPA HOSPITALITY LLC,United States,"1013 CENTRE ROAD, SUITE 403-B, WILMINGTON, DE, 19805, United States","1013 CENTRE ROAD, SUITE 403-B",WILMINGTON,DE,19805,United States,"1013 CENTRE ROAD, SUITE 403-B, WILMINGTON, DE, 19805, United States","1013 CENTRE ROAD, SUITE 403-B",WILMINGTON,DE,19805,United States,,,,,
"1 OF 1, LLC",LLC,Active,1380777,2022-03-31,61 MEDIA AVE,WATERBURY,United States,06708,CT,1OF1EXOTICS@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,True,False,False,Snack and Nonalcoholic Beverage Bars (722515),2021-11-10 00:05:33.4100000,,,,,,,,,,,,,,,,,,,,,,
DIANA REALTY LLC,LLC,Active,1380919,2022-03-31,81 PATTEN RD,NORTH HAVEN,United States,06473,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:30.8133333,,,,,,,,,,,,,,,,,,,,,,
"1220 WHITNEY, LLC",LLC,Active,1380920,2022-03-31,1220 WHITNEY AVE UNIT C5,HAMDEN,United States,06517,CT,GPG9277@YAHOO.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:05:26.6733333,,,,,,,,,,,,,,,,,,,,,,
129 BLACK ROCK LLC,LLC,Active,1380776,2022-03-31,4403 15TH AVE STE 215,BROOKLYN,United States,11219,NY,GOLDY@STRULOVICSCPA.COM,Domestic,2021-03-04,NY,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:05:26.6733333,,,,,,,,,,,,,,,,,,,,,,
DON ANTONIO HOLDINGS LLC,LLC,Active,1380671,2022-03-31,249 LAWRENCE ST.,HARTFORD,United States,06106,CT,DONANTONIOHOLDINGS@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:43.6166667,,,,,,,,,,,,,,,,,,,,,,
DR WENDY ELIAS WOLFSON DO PLLC,LLC,Active,1380849,2022-03-31,48 MARSHALL RIDGE ROAD,NEW CANAAN,United States,06840,CT,WENDYWOLF08@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",2021-11-10 00:05:43.5533333,,,,,,,,,,,,,,,,,,,,,,
FARRUKH LLC,LLC,Active,1380902,2022-03-31,753 WOLCOTT STREET,WATERBURY,United States,06705,CT,CTEDIBLE@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:05:45.5866667,,,,,,,,,,,,,,,,,,,,,,
"NEXT LEVEL HOSPITALITY SERVICES, LLC",LLC,Active,1380845,2022-03-31,"100 CHALLENGER ROAD, SUITE 105",RIDGEFIELD PARK,United States,07660,NJ,RASERVICES@VCORPSERVICES.ZENDESK.COM,Foreign,2021-03-04,DE,DE,False,False,False,False,False,,2021-11-10 00:05:40.4100000,,,2021-03-02,"NEXT LEVEL HOSPITALITY SERVICES, LLC",United States,"1013 CENTRE ROAD, SUITE 403-B, WILMINGTON, DE, 19805, United States","1013 CENTRE ROAD, SUITE 403-B",WILMINGTON,DE,19805,United States,"1013 CENTRE ROAD, SUITE 403-B, WILMINGTON, DE, 19805, United States","1013 CENTRE ROAD, SUITE 403-B",WILMINGTON,DE,19805,United States,,,,,
SAD� SIMONES BEAUTY LLC,LLC,Active,1380847,2022-03-31,55-2 MAYBURY CIRCLE,WATERBURY,United States,06705,CT,SADESIMONESBEAUTY@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),2021-11-10 00:05:39.6600000,,,,,,,,,,,,,,,,,,,,,,
"RISE & RUN TIMBER FRAMES, LLC",LLC,Active,1380846,2022-03-31,244 WELTON ROAD,GROTON,United States,05046,VT,RISEANDRUNTIMBERFRAMES@GMAIL.COM,Foreign,2021-03-04,VT,VT,False,False,False,False,False,Framing Contractors (238130),2021-11-10 00:05:42.9766667,,,2021-03-01,"RISE & RUN TIMBER FRAMES, LLC",United States,"244 WELTON ROAD, GROTON, VT, 05046, United States",244 WELTON ROAD,GROTON,VT,05046,United States,"244 WELTON ROAD, GROTON, VT, 05046, United States",244 WELTON ROAD,GROTON,VT,05046,United States,,,,,
TINO'S CAFE & MEXICAN DELIGHTS LLC,LLC,Active,1380856,2022-03-31,628 NEW HAVEN RD SUITE 2,NAUGATUCK,United States,06770,CT,JUVERRANCIO125@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2021-11-10 00:05:49.5433333,,,,,,,,,,,,,,,,,,,,,,
JACK'Z CLEANING SERVICES LLC,LLC,Active,1380901,2022-03-31,176 ALLEN ST,NEW BRITAIN,United States,06051,CT,JACKZCLEANINGSERVICES@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,True,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:05:42.3033333,,,,,,,,,,,,,,,,,,,,,,
PMB CONSTRUCTION LLC,LLC,Active,1380858,2022-03-31,19 LEE ST,STAMFORD,United States,06902,CT,TAXCENTERCT@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:05:46.3366667,,,,,,,,,,,,,,,,,,,,,,
ANDREA MILEWSKI LMFT LLC,LLC,Active,1380857,2022-03-31,180 KENSINGTON AVENUE FIRST FLOOR,NEW BRITAIN,United States,06051,CT,AMILEWSKILMFT@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-11-10 00:05:39.6933333,,,,,,,,,,,,,,,,,,,,,,
"""LIL THIS THAT AND EVERYTHING"" LLC",LLC,Active,1380861,2022-03-31,59 HENDERSON STREET,BRISTOL,United States,06010,CT,HHUSSMAN@SBCGLOBAL.NET,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:05:43.0066667,,,,,,,,,,,,,,,,,,,,,,
"TAYLOR COMMERCIAL FOODSERVICE, LLC",LLC,Active,1382431,2022-03-31,1400 TOASTMASTER DRIVE,ELGIN,,60120,IL,MCAPLAN@MIDDLEBY.COM,Foreign,2021-03-04,DE,DE,False,False,False,False,False,,2021-11-10 00:03:27.3800000,,,2021-03-04,"TAYLOR COMMERCIAL FOODSERVICE, LLC",,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,,,,,
SAMUELSON SUBGUARANTOR LLC,LLC,Active,1380870,2022-03-31,1131 SASCO HILL ROAD,FAIRFIELD,United States,06824,CT,JOSHUADSAMUELSON@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:03:21.4733333,,,,,,,,,,,,,,,,,,,,,,
ST DANIELS COMPANIONS LLC,LLC,Active,1380834,2022-03-31,490 ANN UCCELLO ST SUITE 1,HARTFORD,United States,06103,CT,DANIELBABA107@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,True,False,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),2021-11-10 00:03:15.9900000,,,,,,,,,,,,,,,,,,,,,,
BIGAPPLEVIDEO INC,Stock,Active,1380869,2022-03-27,509 WEEKEEPEEMEE RD,WOODBURY,United States,06798,CT,SUPPORT@360.TAX,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:03:25.3333333,,200.0,,,,,,,,,,,,,,,,,,,,
C.M.C HOMES LLC,LLC,Active,1380910,2022-03-31,6 MILL BROOK DRIVE,NORWALK,United States,06851,CT,CMCHOMES2021@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,True,False,True,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:25.9600000,,,,,,,,,,,,,,,,,,,,,,
"113, LLC",LLC,Active,1380905,2022-03-31,150 MARLBOROUGH STREET,PORTLAND,United States,06480,CT,DSNYDER@SNYDERCIVIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:03:20.8800000,,,,,,,,,,,,,,,,,,,,,,
MI SABOR & FAMILY LLC,LLC,Active,1380670,2022-03-31,3145 MAIN ST,BRIDGEPORT,United States,06606,CT,ROMANPROFESSIONALS@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Food Service Contractors (722310),2021-11-10 00:03:20.7866667,,,,,,,,,,,,,,,,,,,,,,
"LOS LATIN CAFE, LLC",LLC,Active,1380872,2022-03-31,2326 EAST MAIN STREET,BRIDGEPORT,United States,06610,CT,CHARLESVALENTINOSR@AOL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:03:22.9433333,,,,,,,,,,,,,,,,,,,,,,
HANRATTY ADVISORS LLC,LLC,Active,1380871,2022-03-31,2 OLD STAMFORD RD,NEW CANAAN,United States,06840,CT,TERHANRATTY@AOL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:26.7566667,,,,,,,,,,,,,,,,,,,,,,
"20 ISHAM ROAD REAL ESTATE, LLC",LLC,Active,1380859,2022-03-31,20 ISHAM ROAD,WEST HARTFORD,United States,06107,CT,SALBANO@PRIMEHC.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:03:27.9900000,,,,,,,,,,,,,,,,,,,,,,
STEADFAST LOGISTICS LLC,LLC,Active,1380860,2022-03-31,4 CRABAPPLE LANE,NEWTOWN,United States,06482,CT,MURPH212@YAHOO.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:20.0833333,,,,,,,,,,,,,,,,,,,,,,
"OXFORD AMBULATORY SURGERY CENTER, LLC",LLC,Active,1380981,2022-03-31,14201 DALLAS PARKWAY,DALLAS,,75254,TX,JABOWDEN@USPI.COM,Domestic,2021-03-04,TX,Connecticut,False,False,False,False,False,,2021-11-10 00:03:16.0200000,,,,,,,,,,,,,,,,,,,,,,
GTO BUILDERS LLC,LLC,Active,1380912,2022-03-31,387 FRENCH ST 2 FL,BRIDGEPORT,United States,06606,CT,GTOBUILDERSLLC413@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),2021-11-10 00:03:23.6300000,,,,,,,,,,,,,,,,,,,,,,
"TEECOM, INC.",Stock,Active,1380832,2022-03-04,50 CALIFORNIA STREET SUITE 1500,SAN FRANCISCO,United States,94111,CA,KIMM.LOUAILLIER@TEECOM.COM,Foreign,2021-03-04,CA,CA,False,False,False,False,False,,2021-11-10 00:03:20.1000000,,,2021-03-04,"TEECOM, INC.",United States,,,,,,,,,,,,,,,,,
NURSING CATALYST LLC,LLC,Active,1381068,2022-03-31,665 COMMERCE DRIVE APT 524,FAIRFIELD,United States,06825,CT,CC@NURSINGCATALYST.COM,Domestic,2021-03-04,CT,Connecticut,True,False,True,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),2021-11-10 00:03:25.3633333,,,,,,,,,,,,,,,,,,,,,,
K.G. COUNSELING SERVICES PLLC,LLC,Active,1380757,2022-03-31,24 SHEEHAN ROAD,WARREN,,06777,CT,,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:15.9566667,,,,,,,,,,,,,,,,,,,,,,
NUNU NAILS LLC,LLC,Active,1380759,2022-03-31,96 Meriden Rd,Waterbury,United States,06705-1935,CT,NUNUNAILS.LLC@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,True,False,False,Nail Salons (812113),2021-11-10 00:03:21.5366667,,,,,,,,,,,,,,,,,,,,2nd floor,,
VJ CONTRACTORS LLC,LLC,Active,1380913,2022-03-31,43 STARR AVE,DANBURY,United States,06811,CT,JJJUAREZ4@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2021-11-10 00:03:17.3333333,,,,,,,,,,,,,,,,,,,,,,
39 PUTTING GREEN LLC,LLC,Active,1380911,2022-03-31,230 FIFTH ST,BRIDGEPORT,United States,06607,CT,JJKCONSTRUCTIONLLC@GMAIL.COM,Domestic,2021-03-04,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:03:22.1300000,,,,,,,,,,,,,,,,,,,,,,
