name,business_type,status,accountnumber,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,annual_report_due_date,country_formation,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,total_authorized_shares,sub_status,mailing_international_address,dissolution_date,mail_jurisdiction,record_address,records_address_street,records_address_state,records_address_zip_code,records_address_country,records_address_city
Savage Fits LLC,LLC,Active,2341482,,1429 Park St,328,Hartford,United States,06106-2236,CT,support@savagefits.com,,Domestic,2021-09-11,Connecticut,Connecticut,True,False,False,False,False,Women's Clothing Stores (448120),2021-11-10 00:14:45.6466667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
SunWise Energy LLC,LLC,Active,2341489,2021-09-20,29 Bala Ave,117,Bala Cynwyd,United States,19004-3209,PA,simon@sunwiseusa.com,SunWise Energy LLC,Foreign,2021-09-11,PENNSYLVANIA,PENNSYLVANIA,False,False,False,False,False,Solar Electric Power Generation (221114),2021-11-10 00:14:45.6466667,2022-03-31,,,"29 Bala Ave, 117, Bala Cynwyd, PA, 19004-3209, United States",29 Bala Ave,117,Bala Cynwyd,PA,19004-3209,United States,"29 Bala Ave, 117, Bala Cynwyd, PA, 19004-3209, United States",29 Bala Ave,117,Bala Cynwyd,PA,19004-3209,United States,,,,,,,,,,,,
CIRONE CONSTRUCTION INC.,Stock,Active,2341491,2021-08-16,One Fallsview Lane,,Brewster,United States,10509,NY,terri_iacuone@theimsco.com,CIRONE CONSTRUCTION INC.,Foreign,2021-09-11,NEW YORK,NEW YORK,False,False,False,False,False,Site Preparation Contractors (238910),2021-11-10 00:14:45.6300000,2022-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTEGRATED MAINTENANCE SOLUTIONS INC.,Stock,Active,2341493,2020-01-01,One Fallsview Lane,,Brewster,United States,10509,NY,terri_iacuone@theimsco.com,INTEGRATED MAINTENANCE SOLUTIONS INC.,Foreign,2021-09-11,NEW YORK,NEW YORK,False,False,False,False,False,Janitorial Services (561720),2021-11-10 00:14:45.6300000,2022-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brixx World LLC,LLC,Active,2341502,,1015 State Street,,New Haven,United States,06511,CT,brixxworld@gmail.com,,Domestic,2021-09-11,Connecticut,Connecticut,False,False,False,False,False,Vending Machine Operators (454210),2021-11-10 00:14:45.6466667,2022-03-31,United States,frederic.morris@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,
MGG Home Improvement LLC,LLC,Active,2341509,,104 Highview Ave,B,Stamford,United States,06907,CT,lissette_trrs@yahoo.com,,Domestic,2021-09-11,Connecticut,Connecticut,False,False,True,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2021-11-10 00:14:45.6466667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABJJ Trucking LLC,LLC,Active,2341518,,182 Chamberlain Ave,,Bridgeport,United States,06606-4809,CT,thomasbarbara92@yahoo.com,,Domestic,2021-09-11,Connecticut,Connecticut,True,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:14:45.6466667,2022-03-31,United States,briannawhyte13@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
CG Transportation LLC,LLC,Active,2341535,,31 Palomba Dr,#361,Enfield,United States,06082-9994,CT,c.g.transportation@outlook.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:14:45.6466667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creation Jute USA LLC,LLC,Active,2341544,,61 Stafford Ave,,Newington,United States,06111-3434,CT,mahdiadittya@creationjuteusa.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,True,False,False,Home Furnishing Merchant Wholesalers (423220),2021-11-10 00:14:45.6466667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollow Peak Crafting LLC,LLC,Active,2341553,,182 Pine Hill Rd,,Thomaston,United States,06787-1907,CT,bianca@hollowpeakcrafting.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Wood Product Manufacturing (321999),2021-11-10 00:14:45.6466667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leprechaun Racing, LLC",LLC,Active,2341557,,5 Schoolhouse Hill Rd,,Newtown,United States,06470-1341,CT,dan@hdmlegal.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:14:45.6466667,2022-03-31,United States,dan@hdmlegal.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Over Matter Games LLC,LLC,Active,2341579,,127 Schuyler Ave,,Middletown,United States,06457-4330,CT,nickbutler@tidebreakerrpg.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,True,True,False,"Hobby, Toy, and Game Stores (451120)",2021-11-10 00:14:45.6466667,2022-03-31,United States,nickfbutler84@aol.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Renewables LLC,LLC,Active,2341590,,91 Buena Vista Drive,,Plantsville,United States,06479,CT,mafale.anthony@pointrenewables.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,False,False,True,Solar Electric Power Generation (221114),2021-11-10 00:14:45.6466667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelayo Contracting Corp,Stock,Active,2341593,,,,,,,,wilfridopelayo@hotmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2021-11-10 00:14:45.6466667,2021-12-11,United States,,,,,,,,,,,,,,,,,200.0,First report due,,,,,,,,,
Jessica Wilen Coaching LLC,LLC,Active,2341615,,53 Dairy Hill Rd,,Madison,United States,06443-2490,CT,drjessicawilen@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,True,False,False,False,False,Human Resources Consulting Services (541612),2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC Property Management Limited Liability Company,LLC,Active,2341627,,75 Inwood Rd,,Darien,United States,06820-2428,CT,ctgoldcoastmgmt@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,False,True,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mcasai Travel Agency L.L.C.,LLC,Active,2341637,,219 Washington St,2flr,Wallingford,United States,06492-2323,CT,travelmcasai@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,True,False,False,Travel Agencies (561510),2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzie & Dean LLC,LLC,Active,2341647,,110 Warren Hill Rd,,Cornwall Bridge,United States,06754-1303,CT,suziesweet11@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),2021-11-10 00:03:13.9733333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ JORDAN LOGISTICS LLC,LLC,Active,2341653,,9221 Avalon Gates,,Trumbull,United States,06611-5828,CT,tjjordanlogistics@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,True,False,False,"Process, Physical Distribution, and Logistics Consulting Services (541614)",2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Players Club at Whitney Farms LLC,LLC,Active,2341651,,160 Shelton Rd,,Monroe,United States,06468-2545,CT,jcormier@r-5capital.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazilian Social Club Inc.,Non-Stock,Active,2341674,,,,,,,,rpa9777@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,True,False,True,False,False,Civic and Social Organizations (813410),2021-11-10 00:03:13.9566667,2021-12-11,United States,rpa9777@gmail.com,,,,,,,,,,,,,,,,,First report due,,,,,,,,,
Forest Ferments LLC,LLC,Active,2341678,2021-10-01,259 W Santa Clara St,,Ventura,United States,93001-2545,CA,forestfermentsllc@gmail.com,Forest Ferments LLC,Foreign,2021-09-12,DELAWARE,DELAWARE,False,False,False,False,False,Other Direct Selling Establishments (454390),2021-11-10 00:03:13.8966667,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rich Dae Entrepreneur Foundation Incorporated,Non-Stock,Active,2341683,,,,,,,,richdae26@yahoo.com,,Domestic,2021-09-12,Connecticut,Connecticut,True,True,True,False,False,,2021-11-10 00:03:13.9566667,2021-12-11,United States,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,
Spar's GourmetKickz LLC,LLC,Active,2341696,,485 Bradley St,,East Haven,United States,06512-1467,CT,chef@gourmetkickz.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,True,True,False,Graphic Design Services (541430),2021-11-10 00:03:13.9733333,2022-03-31,United States,chef@gourmetkickz.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Josephine Harrington Memorial Fund Corp.,Non-Stock,Active,2341711,,,,,,,,josephinememorialfund@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,True,False,True,False,Other Grantmaking and Giving Services (813219),2021-11-10 00:03:13.9566667,2021-12-11,United States,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,
"CT Double Dutch Sports, Arts Incorporated",Non-Stock,Active,2341715,,,,,,,,ctdoubledutch2009@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,True,False,True,False,False,"Promoters of Performing Arts, Sports, and Similar Events with Facilities (711310)",2021-11-10 00:03:13.9566667,2021-12-11,United States,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,
D'VINE ESTHETICS LLC,LLC,Active,2341718,,539 Main St,,Branford,United States,06405,CT,deanamtavares@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,True,False,False,False,False,Beauty Salons (812112),2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDM Homestaging for the Sale LLC,LLC,Active,2341725,,8 Deer Meadow Road,,East Hampton,United States,06424,CT,kdmhomestagingforthesale@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,True,False,True,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministerio En Medio del Tiempo Inc.,Non-Stock,Active,2341727,,,,,,,,ministerio.emt.inc@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,True,False,False,False,False,,2021-11-10 00:03:13.9566667,2021-12-11,United States,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,
Legacy247 LLC,LLC,Active,2341737,,120 Woodin St,,Hamden,United States,06514-4404,CT,rbello057@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:03:13.8966667,2022-03-31,United States,rbello057@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Feel Good Inc. LLC,LLC,Active,2341739,,165 Pinepoint Drive,,Bridegport,United States,06606,CT,denzelwilliamsmusic@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,True,False,False,Other Direct Selling Establishments (454390),2021-11-10 00:03:13.9733333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhotoSquire LLC,LLC,Active,2341741,,10 Summit Ridge Rd,,Stamford,United States,06902-1911,CT,photosquireccc@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,False,False,False,False,False,Commercial Photography (541922),2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Powerful Gems of Wellness, LLC",LLC,Active,2341758,,7 Jason Wright Dr,,Ansonia,United States,06401-2618,CT,powerfulgemsofwellness@gmail.com,,Domestic,2021-09-12,Connecticut,Connecticut,True,False,True,False,False,"Gift, Novelty, and Souvenir Stores (453220)",2021-11-10 00:03:13.8966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ravelli Tech, Inc",Stock,Rejected,2322603,2021-09-13,51 prospect hill RD,,Colchester,United States,06415,CT,marcus@ravellitech.com,"Ravelli Tech, Inc",Foreign,2021-09-13,FLORIDA,FLORIDA,False,False,False,False,False,Computer and Office Machine Repair and Maintenance (811212),2021-11-10 00:06:38.6033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Electric Datacom Inc.,Stock,Active,2327782,2021-08-23,982 Geraldine St,,New Bedford,United States,02740-1867,MA,chris@rockelectricinc.com,Rock Electric Datacom Inc.,Foreign,2021-09-13,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),2021-11-10 00:06:31.3700000,2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA in Conn L.L.C.,LLC,Active,2327834,,18 Ryan Ave,,Norwalk,United States,06854,CT,eralbusco@gmail.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,True,False,False,General Automotive Repair (811111),2021-11-10 00:06:31.8833333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OTTO NAUMANN, LTD.",Stock,Active,2335379,2021-09-01,C/O PGA 3000 MARCUS AVE,3E6,LAKE SUCCESS,United States,11042,NY,ap1cpa@aol.com,"OTTO NAUMANN, LTD.",Foreign,2021-09-13,NEW YORK,NEW YORK,False,False,False,False,False,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),2021-11-10 00:06:39.2633333,2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINK & PRETTY RELEVANT INC.,Stock,Active,2336581,2021-07-28,155 W 2nd St,,Mount Vernon,United States,10550-3236,NY,pinkandprettyrelevant@gmail.com,PINK & PRETTY RELEVANT INC.,Foreign,2021-09-13,NEW YORK,NEW YORK,False,False,False,False,False,,2021-11-10 00:06:39.2800000,2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANZA CORP,Stock,Rejected,2336968,2021-09-02,404 Willett Ave,,Port Chester,United States,10573-3132,NY,sue@nysigndesign.com,LANZA CORP,Foreign,2021-09-13,NEW YORK,NEW YORK,False,False,False,False,False,Commercial Printing (except Screen and Books) (323111),2021-11-10 00:06:39.9033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griswold Pleasant View DE LLC,LLC,Active,2337161,2021-09-01,501 SILVERSIDE ROAD,SUITE 102,Wilmington,United States,19809,DE,israel@primespacecapital.com,Griswold Pleasant View DE LLC,Foreign,2021-09-13,DELAWARE,DELAWARE,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:06:39.8566667,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280 WINTHROP DEL LLC,LLC,Active,2337218,2021-09-13,101 Whitney Ave,6B,New Haven,United States,06510-1256,CT,danielle@oceannh.com,280 WINTHROP DEL LLC,Foreign,2021-09-13,DELAWARE,DELAWARE,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:39.8900000,2022-03-31,,,"1013 Centre Rd, Suite 403-B, Wilmington, DE, 19805, United States",1013 Centre Rd,Suite 403-B,Wilmington,DE,19805,United States,"1013 Centre Rd, Suite 403-B, Wilmington, DE, 19805, United States",1013 Centre Rd,Suite 403-B,Wilmington,DE,19805,United States,,,,,,,,,,,,
SBTech Malta Limited LLC,LLC,Active,2337646,2021-09-13,142 Triq Il-Kbira,,ZEBBUG ZBG1303,Malta,,,s.brown@draftkings.com,SBTech Malta Limited,Foreign,2021-09-13,MALTA,,False,False,False,False,False,,2021-11-10 00:06:39.9033333,2022-03-31,MALTA,,,,,,,,Malta,,,,,,,Malta,,,,142 Triq il-Kbira Zebbug ZBG1303,,142 Triq il-Kbira Zebbug ZBG1303,,,,,,
40Ants LLC,LLC,Active,2339275,,133 Holcomb St,,Simsbury,United States,06070-1126,CT,sta1111@aol.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:40.5133333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accel Advisors LLC,LLC,Active,2339557,,4 Granaston Ln,,Darien,United States,06820-3508,CT,roque@accelscf.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,True,True,False,False,Miscellaneous Intermediation (523910),2021-11-10 00:06:40.4666667,2022-03-31,United States,rdamacela@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
J&F BROTHERS CONSTRUCTION LLC,LLC,Active,2340190,,14 Comstock St,APT 2,Danbury,United States,06810-6705,CT,oneoakagency@yahoo.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:14:45.6300000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hartford Associates CT LLC,LLC,Active,2341634,,57 COLLINS AVE,STE 111,Monsey,United States,10952,NY,ymerlin@merlincpa.net,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:13.9566667,2022-03-31,United States,ymerlin@merlincpa.net,,,,,,,,,,,,,,,,,,,,,,,,,,
Amos Lake Winery LLC,LLC,Active,2341760,,6 Amos Rd,,Preston,United States,06365-8701,CT,alwinery@aol.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
dany & regy house cleaning llc,LLC,Active,2341761,,450 Catherine St,,Bridgeport,United States,06604,CT,danyregyhousecleaningllc@gmail.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shop Bowtique & Cosmetics LLC,LLC,Active,2341767,,295 Jackson St #1,,Willimantic,United States,06226,CT,shopbowtiquecosmetics@gmail.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2021-11-10 00:03:13.8966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
tulum taco bar LLC,LLC,Active,2341768,,128 Cambridge St,,Stratford,United States,06614,CT,tulumtacobar@gmail.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWATGCW LLC,LLC,Active,2341775,,212 Scofieldtown Rd.,,Stamford,United States,06903,CT,thomsenc@aol.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),2021-11-10 00:03:13.8966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arruda Hospitality LLC,LLC,Active,2341776,,25 Sherwood Ave.,,Greenwich,United States,06831,CT,arruda.brian@yahoo.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Studio LLC,LLC,Active,2341777,,24 East Ave. #1224,,New Canaan,United States,06840,CT,boardmommy3@gmail.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:03:13.8966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARNstudio LLC,LLC,Active,2341780,,18 Forest Farm Drive,,Roxbury,United States,06783,CT,studiodarn@gmail.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeMilitello LLC,LLC,Active,2341781,,115 Pocono Rd. #63,,Brookfield,United States,06804,CT,dee@demilitello.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,Other Specialized Design Services (541490),2021-11-10 00:03:13.8966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
YU LE EUNICE FONG SHEUNG KUN LLC,LLC,Dissolved,2341791,,17 HEMLOCK DRIVE,,GREENWICH,United States,06831,CT,anthony.chen.cpa@hotmail.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:03:13.9566667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,2021-09-16T00:00:00.000,,,,,,,
Next Generation Credit Repair LLC,LLC,Active,2341804,,7 hurlbutt rd,,gales ferry,United States,06335,CT,nextgeneration.creditrepair@gmail.com,,Domestic,2021-09-13,Connecticut,Connecticut,True,False,True,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:03:13.8966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards Executive Consulting LLC,LLC,Active,2341824,,10 Fairgate Dr,,Stamford,United States,06902-4928,CT,jedwards378@gmail.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-11-10 00:03:13.9566667,2022-03-31,United States,fulfillment@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,
USCARCIERGE LLC,LLC,Active,2341816,,10 High Gate Rd,,Westport,United States,06880-5621,CT,uscarcierge@gmail.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),2021-11-10 00:03:13.8966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Quirky Curio LLC,LLC,Active,2341820,,110 Hawthorne Ave,,Derby,United States,06418-1142,CT,mandydorso@gmail.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",2021-11-10 00:03:13.8966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
77 Pelican Bay LLC,LLC,Active,2341832,,1333 Boston Post Rd,,Madison,United States,06443-3482,CT,beachguy100@outlook.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:13.8966667,2022-03-31,United States,fulfillment@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Lingering Hills Stable LLC,LLC,Active,2341831,2017-05-01,109 Scantic Rd,,East Windsor,United States,06088-9737,CT,sneidlinger@frontiernet.net,Lingering Hills Stable,Foreign,2021-09-13,NEW YORK,NEW YORK,False,False,False,False,False,Horses and Other Equine Production (112920),2021-11-10 00:03:13.9566667,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32206790C6, LLC",LLC,Active,2341837,,1278 Main Street,,Watertown,United States,06795,CT,k9firearms@yahoo.com,,Domestic,2021-09-13,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:03:13.9566667,2022-03-31,United States,ijack@haflaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,
