name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,total_authorized_shares,dissolution_date,billing_unit,category_survey_email_address,reason_for_administrative,mailing_jurisdiction_3,office_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
"K2 LEADERSHIP CONSULTING, INC.",Stock,Active,1395381,2022-06-09,7 BOLLES LANE,MYSTIC,United States,06355,CT,KATE.KENYON777@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:13.3733333,Other Management Consulting Services (541618),,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,
POTATOES CLOTHING LLC,LLC,Active,1395308,2022-03-31,22 TYLER ST,BLOOMFIELD,United States,06002,CT,JOSESANTIAGO8115@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:21.7666667,Other Clothing Stores (448190),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMBARK PET INSURANCE SERVICES, LLC",LLC,Active,1395490,2022-03-31,186 LINCOLN STREET,BOSTON,United States,02111,MA,EMBARK@ACCELCOMPLIANCE.COM,Foreign,2021-06-08,DE,DE,False,False,False,False,False,2021-11-10 00:05:10.0133333,Insurance Agencies and Brokerages (524210),2021-06-08,"EMBARK PET INSURANCE SERVICES, LLC",United States,"919 NORTH MARKET STREET, STE.950, WILMINGTON, DE, 19801, United States","919 NORTH MARKET STREET, STE.950",WILMINGTON,DE,19801,United States,"919 NORTH MARKET STREET, STE.950, WILMINGTON, DE, 19801, United States","919 NORTH MARKET STREET, STE.950",WILMINGTON,DE,19801,United States,,,,,,,,,,,,,,,,
MR RICHARDS TRANSPORTATION L.L.C,LLC,Active,1395319,2022-03-31,CREFAS RICHARDS 48 WELLS AVE,EAST HARTFORD,United States,06108,CT,CREFASRICHARDS@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:16.2200000,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRAIGHT FORWARD AV LLC,LLC,Active,1394063,2022-03-31,77 ARBOR DR,SOUTHPORT,United States,06890,CT,JERRYKIELY1@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:16.2200000,Electronics Stores (443142),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRY RESIDENTIAL LLC,LLC,Active,1395321,2022-03-31,67 CHAPMAN ST,NEWINGTON,United States,06111,CT,EFILE1234@INCFILE.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:10.6866667,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HAWK RIDGE CONTRACTING, LLC",LLC,Active,1395320,2022-03-31,106 WASHINGTON RIDGE RD,NEW MILFORD,United States,06776,CT,RAY@HAWKRIDGECONTRACTING.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:23.1566667,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAMPIONS MORTGAGE LLC,LLC,Active,1395488,2022-03-31,10575 68TH AVE SUITE C2,SEMINOLE,United States,33772,FL,ACCOUNTING@CHAMPIONSMORTGAGE.COM,Foreign,2021-06-08,FL,FL,False,False,False,False,False,2021-11-10 00:05:22.4400000,Consumer Lending (522291),2021-06-08,CHAMPIONS MORTGAGE LLC,United States,"10575 68TH AVE SUITE C2, SEMINOLE, FL, 33772, United States",10575 68TH AVE SUITE C2,SEMINOLE,FL,33772,United States,"10575 68TH AVE SUITE C2, SEMINOLE, FL, 33772, United States",10575 68TH AVE SUITE C2,SEMINOLE,FL,33772,United States,,,,,,,,,,,,,,,,
NG ENTERPRISE INC.,Stock,Active,1395489,2021-09-06,No information provided,,,,,ELIZABETHER11520@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:14.0300000,,,,,,,,,,,,,,,,,First report past due,,100.0,,,,,,,,,,,,,
15 LAZARO MARKET LLC,LLC,Active,1395251,2022-03-31,15 CHESTERFIELD RD,EAST LYME,United States,06333,CT,ANTHONYPENA55@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:17.0166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENHANCED BEAUTY BAR LLC,LLC,Active,1395315,2022-03-31,101 AMHERST ST,HARTFORD,United States,06106,CT,EFILE1234@INCFILE.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:34.7066667,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLINTON HILL CASHMERE COMPANY  LLC,LLC,Active,1395306,2022-03-31,342 ROCK RIMMON ROAD,STAMFORD,United States,06903,CT,REBECCA@CLINTONHILLCASHMERE.COM,Domestic,2021-06-08,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:21.7966667,Toy and Hobby Goods and Supplies Merchant Wholesalers (423920),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PICNIC POSSIBILITIES LLC,LLC,Dissolved,1395491,2022-03-31,698 PEQUOT TRAIL,STONINGTON,United States,06378,CT,PICNICPOSSIBILITIES@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:10.6400000,All Other Amusement and Recreation Industries (713990),,,,,,,,,,,,,,,,,,,2021-06-14T00:00:00.000,,,,,,,,,,,,
PLANTS BY THE POOL LLC,LLC,Active,1395304,2022-03-31,63 BUSHNELL DR,LISBON,United States,06351,CT,PLANTSBYTHEPOOL@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,True,True,False,False,False,2021-11-10 00:05:12.0300000,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers (424930)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QJ'S CLOTHING BOUTIQUE LLC,LLC,Active,1395730,2022-03-31,1370 HIGHLAND AVENUE APT10,WATERBURY,United States,06708,CT,QUANDAJAMES@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:11.2966667,All Other General Merchandise Stores (452319),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUFF AND GO LLC,LLC,Active,1395305,2022-03-31,"23 SKY HOLLOW COURT, UNIT A",OAKVILLE,,06779,CT,MALIKTLEWIS@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:25.1900000,Tobacco and Tobacco Product Merchant Wholesalers (424940),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSPIRE THE FUTURE LLC,LLC,Active,1395301,2022-03-31,225 KELSEY AVE,WEST HAVEN,United States,06516,CT,INSPIRETHEFUTURECT@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:13.3600000,Child Day Care Services (624410),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFOCUS SECURITY SOLUTIONS LLC,LLC,Active,1395302,2022-03-31,77 CHURCH HILL RD,HADDAM,United States,06438,CT,INFOCUSEVAN@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:40.2866667,Security Systems Services (except Locksmiths) (561621),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEES LIMOUSINES LLC,LLC,Active,1395300,2022-03-31,90 ORCHARD STREET,EAST HARTFORD,United States,06108,CT,LEEORTEGA@LEESLIMOUSINES.COM,Domestic,2021-06-08,CT,Connecticut,False,True,False,False,False,2021-11-10 00:05:35.4733333,Limousine Service (485320),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREE SERVICES OF CT LLC,LLC,Active,1395303,2022-03-31,12 JAMES ST 2 FL,DANBURY,United States,06810,CT,SENECA.BUSINESS@YAHOO.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:44.2433333,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RODRIGUEZ ROADSIDE ASSISTANCE LLC,LLC,Active,1395336,2022-03-31,690 WINDSOR AVE,WINDSOR,United States,06095,CT,IRVINGG32@ICLOUD.COM,Domestic,2021-06-08,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:41.0700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMASCON LLP,LLP,Active,1395280,2022-06-08,57 HIBISCUS ST UNIT 3,FAIRFIELD,United States,06825,CT,INFO@DIAMASCON.COM,Domestic,2021-06-08,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:27.6433333,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDG CONSULTING LLC,LLC,Active,1395281,2022-03-31,22 NORTH WAY,OLD GREENWICH,United States,06870,CT,MAXVANDERGRIEND@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:26.6100000,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENOK AUTO SERVICES LLC,LLC,Active,1395335,2022-03-31,7 PADANARAM RD UNIT 104,DANBURY,United States,06811,CT,MULTISERVICE@7STATECT.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:28.3466667,All Other Automotive Repair and Maintenance (811198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GLOW ON MAIN, LLC",LLC,Active,1395250,2022-03-31,321 MAIN ST,NIANTIC,United States,06357,CT,MEGGATES@YAHOO.COM,Domestic,2021-06-08,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:33.3133333,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CLEAN LIVING SERVICES, LLC",LLC,Active,1395338,2022-03-31,51 HENRY ST,HARTFORD,United States,06114,CT,CLEANLIVINGSVCS@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:29.5033333,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECOVERY RUNNING LLC,LLC,Active,1395249,2022-03-31,208 GREGORY BLVD,NORWALK,United States,06855,CT,RECOVERYRUNNINGCT@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:41.6933333,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESERVED WEALTH LLC,LLC,Active,1395337,2022-03-31,680 MAIN STREET SUITE 527,STAMFORD,United States,06901,CT,NOAH@PRESERVEDWEALTH.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:30.7833333,All Other Insurance Related Activities (524298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCANIA INC.,Stock,Active,1395059,2022-06-22,72 Deepwood Rd,Darien,United States,06820-3205,CT,domeniknyc@aol.com,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:29.5166667,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,Annual report due,2021-06-22,1.0,,,,,,,,,,,,,
QUBE360 ENTERTAINMENT LLC,LLC,Active,1395276,2022-03-31,333 THORME ST,BRIDGEPORT,United States,06606,CT,EFILE1234@INCFILE.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:44.8833333,"Photography Studios, Portrait (541921)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JADDS AUTOS AND LOGISTICS LLC,LLC,Active,1395188,2022-03-31,54 MAHL AVE,HARTFORD,United States,,CT,K_APPIAHBOATENG@YAHOO.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:49.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REALIST VENTURES MANAGEMENT II, LLC",LLC,Active,1395279,2022-03-31,16 FAIRWAY DRIVE,STAMFORD,United States,06903,CT,MARIE@REALISTVENTURES.COM,Foreign,2021-06-08,DE,DE,False,False,False,False,False,2021-11-10 00:05:38.9900000,,2021-05-20,"REALIST VENTURES MANAGEMENT II, LLC",United States,"C/OLEGALINC CORPORATE SERVICES INC. 651 N BROAD ST SUITE 206, MIDDLETOWN, DE, 19709, United States",C/OLEGALINC CORPORATE SERVICES INC. 651 N BROAD ST SUITE 206,MIDDLETOWN,DE,19709,United States,"C/OLEGALINC CORPORATE SERVICES INC. 651 N BROAD ST SUITE 206, MIDDLETOWN, DE, 19709, United States",C/OLEGALINC CORPORATE SERVICES INC. 651 N BROAD ST SUITE 206,MIDDLETOWN,DE,19709,United States,,,,,,,,,,,,,,,,
PUBLICAR MULTISERVICE LLC,LLC,Active,1395278,2022-03-31,470 BURNSIDE AVE,EAST HARTFORD,United States,06108,CT,JVARGAS@GATEWAYINSCT.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:43.6333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWEET LITTLE ME BOUTIQUE LLC,LLC,Active,1395293,2022-03-31,390 STAFFORD RD APARTMENT B,MANSFIELD,United States,06250,CT,INFO.SWEETLITTLEMEBOUTIQUE@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:44.2900000,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRYPTOP, LLC",LLC,Active,1395058,2022-03-31,23 KENDALL ROAD,LIBSON,,06351,CT,DESTR2020@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:44.2900000,All Other Information Services (519190),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMIRA FISAYO, CRNA, P.C.",Stock,Active,1395196,2021-09-06,No information provided,,,,,VGONZALEZ@BLUMB.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:39.7066667,,,,,,,,,,,,,,,,,First report past due,,200.0,,,,,,,,,,,,,
"GOOD, INEXPENSIVE, PROFESSIONAL, CLEANING SERVICES LLC",LLC,Active,1395295,2022-03-31,55 ELM STREET APT 9-A,TARIFFVILLE,,06081,CT,CARLOSALEXISAPONTE41@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:40.4100000,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELLKAN LLC,LLC,Active,1395193,2022-03-31,200 FOXON HILL ROAD,NEW HAVEN,United States,06513,CT,RELLKANLLC@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:37.6000000,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE FREEDOM TRAIN DOG RESCUE, INC.",Non-Stock,Active,1395195,2022-10-28,24 Haviland St,Norwalk,United States,06854-3082,CT,WTSINNOTT@YAHOO.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:18.0033333,Pet Care (except Veterinary) Services (812910),,,,,,,,,,,,,,,,,2021-06-21,,,,,,,,,,,,,,
GOZ LLC,LLC,Active,1395277,2022-03-31,4 STONY POINT ROAD,WESTPORT,United States,06880,CT,FILING@ACS123.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:25.9900000,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1496 HARTFORD TURNPIKE, LLC",LLC,Active,1395292,2022-03-31,1496 HARTFORD TURNPIKE,NORTH HAVEN,United States,06473,CT,LUCIAN.PPM@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:16.5833333,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMITH SOLUTION LLC,LLC,Active,1395255,2022-03-31,50 HICKORY ST,BRIDGEPORT,United States,06610,CT,MSADIS2007@YAHOO.COM,Domestic,2021-06-08,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:20.7400000,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPPORTIVE THREADS LLC,LLC,Active,1395189,2022-03-31,300 WINDING BROOK DR LEVEL 2 SUITE 4,GLASTONBURY,,06033,CT,,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:21.4600000,All Other Outpatient Care Centers (621498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINKLEY PARK LLC,LLC,Active,1395291,2022-03-31,"11 WOODLAND ROAD, SUITE 2",MADISON,United States,06443,CT,DRMICHAEL.HINKLEY@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:16.5500000,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"120 HIGH POINT LANE, LLC",LLC,Active,1395190,2022-03-31,37 DRAKE LANE,FAIRFIELD,,06824,CT,,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:25.4266667,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIARA M. SIMMONS COMPANY LLC,LLC,Active,1395163,2022-03-31,677 SYLVAN AVENUE,BRIDGEPORT,United States,06606,CT,LADYK1236@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:21.4733333,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPECIALTY CIGARS, LLC",LLC,Active,1395191,2022-03-31,"2100 EAST CARY STREET, SUITE 200",RICHMOND,,23223,VA,,Foreign,2021-06-08,DE,DE,False,False,False,False,False,2021-11-10 00:03:17.2866667,Tobacco and Tobacco Product Merchant Wholesalers (424940),2021-06-08,"SPECIALTY CIGARS, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIKING GREEN WESTPORT LLC,LLC,Active,1395167,2022-03-31,"141 1ST STREET, APRT C",STAMFORD,United States,06905,CT,JONATHANJAW@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:18.7700000,New Housing For-Sale Builders (236117),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAQUANNA?S SUPER CLEAN COMPANY,Non-Stock,Active,1395294,2021-09-06,No information provided,,,,,MSMAEBRY_333@YAHOO.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:26.7700000,All Other Personal Services (812990),,,,,,,,,,,,,,,,First report past due,,,,,,,,,,,,,,,
"SPORTS CLUB INSURANCE SERVICES, INC.",Stock,Active,1395192,2022-06-08,8144 WALNUT HILL LANE SUITE 900,DALLAS,,75231,TX,KBOLIVER@AIM-COMPANIES.COM,Foreign,2021-06-08,TX,TX,False,False,False,False,False,2021-11-10 00:03:22.2233333,Insurance Agencies and Brokerages (524210),2021-05-15,"SPORTS CLUB INSURANCE SERVICES, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFRONT WAY LLC,LLC,Active,1395164,2022-03-31,10 JOHN'S WAY,DURHAM,United States,06422,CT,RFRANWP80@YAHOO.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:21.4900000,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOD ROAD 112, LLC",LLC,Active,1395197,2022-03-31,112 NOD ROAD,CLINTON,United States,06413,CT,SALES@JRICONCRETE.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:22.2100000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOJOURN COUNSELING LLC,LLC,Active,1395290,2022-03-31,309 1/2 SPRUCE ST APT B,MANCHESTER,,06040,CT,JARED.WHIP@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:20.8033333,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELAINE REGIANE DE MACEDO LLC,LLC,Active,1395349,2022-03-31,1469 WOOD AVE FL1,BRIDGEPORT,United States,06604,CT,VALENCIAGENCY@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:19.4100000,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOMERSET LEASING CORP. 28,Stock,Active,1395252,2022-09-08,612 Wheelers Farms Rd,Milford,United States,06461,CT,alice.bergmann@somersetcapital.com,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:18.7100000,Other Commercial and Industrial Machinery and Equipment Rental and Leasing (532490),,,,,,,,,,,,,,,,,2021-06-08,1000.0,,,,,,,,,,,,,
DEPOULLIE COUTURE LLC,LLC,Active,1395165,2022-03-31,9 EDGEBROOK DRIVE,WEST HARTFORD,United States,06117,CT,FAE@DEPOUILLECOUTURE.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:17.3800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PERFORMANCE LAB MEDICAL, PLLC",LLC,Active,1395166,2022-03-31,279 BURR HALL ROAD,MIDDLEBURY,United States,06762,CT,JENMDUGANMD@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:18.6466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUIS EVARISTO LLIVI MARCATOMA LLC,LLC,Active,1395254,2022-03-31,26 GROVE ST. FIRST FLOOR,DANBURY,United States,06810,CT,KATIAPAVIOTE@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:17.9900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TREEHAVEN, LLC",LLC,Active,1395253,2022-03-31,341 FOGGINTOWN ROAD,BREWSTER,United States,10509,NY,AKROSAFORT@COMCAST.NET,Domestic,2021-06-08,NY,Connecticut,False,False,False,False,False,2021-11-10 00:03:23.5666667,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WE HAVE TO GO BACK FOUNDATION, INC.",Non-Stock,Active,1395240,2021-09-06,No information provided,,,,,,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:27.3033333,All Other Amusement and Recreation Industries (713990),,,,,,,,,,,,,,,,First report past due,,,,,,,,,,,,,,,
KMG LLC,LLC,Active,1395385,2022-03-31,155 MONSON ROAD,STAFFORD SPRINGS,United States,06076,CT,KEVINGREHOSKI@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:41.0533333,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLN LLC,LLC,Active,1395383,2022-03-31,55 CIRCULAR AVE,HAMDEN,United States,06514,CT,GEMINAP60@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:33.9300000,General Rental Centers (532310),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARSENAL COMPUTING LLC,LLC,Active,1395386,2022-03-31,96 RONALD RD,NEW BRITAIN,United States,06053,CT,ANTHONY@ARSENALCOMPUTING.COM,Domestic,2021-06-08,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:35.1933333,Other Computer Related Services (541519),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST MAIN STREET MINI MARKET LLC,LLC,Active,1395246,2022-03-31,1015 WEST MAIN STREET 1 FL,WATERBURY,United States,06708,CT,WESTMAINMINIMARKET01@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:30.0366667,Supermarkets and Other Grocery (except Convenience) Stores (445110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRIENDS OF THE FOREST INCORPORATED,Non-Stock,Active,1395247,2021-09-06,No information provided,,,,,KATHLEENLOWE1969@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:37.0533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATIVE GARMENTS CREATION LLC,LLC,Active,1395233,2022-03-31,95 ASHLEY STREET,BRIDGEPORT,United States,06610,CT,ANGELIJAMES10@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:39.1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URENA PROPERTIES LLC,LLC,Active,1395384,2022-03-31,15 MILLER TER,WINDSOR LOCKS,United States,06096,CT,URENAPROPERTIESLLC@GMAIL.COM,Domestic,2021-06-08,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:30.6300000,Fruit and Vegetable Markets (445230),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 KATHERINE ROAD LLC,LLC,Active,1395283,2022-03-31,18 FOUR MILE RIVER RD,OLD LYME,United States,06371,CT,EFILE1234@INCFILE.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:35.8666667,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HARVEST COUNSELING & WELLNESS, LLC.",LLC,Active,1395231,2022-03-31,470 JAMES STREET,NEW HAVEN,United States,06515,CT,F.CLARE@THEHARVESTCOUNSELINGANDWELLNESS.COM,Domestic,2021-06-08,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:34.5366667,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUCETTE HOLDING COMPANY LLC,LLC,Active,1395200,2022-03-31,14 CHERYL JANE DR,WATERBURY,United States,06705,CT,CDOUCETTE@DOUCETTEHC.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:39.0866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LORDSHIP 670 LLC,LLC,Active,1395209,2022-03-31,375 MOUNTAIN GROVE ST,BRIDGEPORT,United States,06605,CT,SCOTT@INSTALLATIONCO.COM,Domestic,2021-06-08,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:41.9133333,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
