name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,sub_status,date_of_organization_meeting,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,billing_unit,mailing_international_address,mailing_address,category_survey_email_address
LIVING LOFTS URBAN RENEWAL LLC,LLC,Withdrawn,1386525,2022-03-31,"36 AIRPORT ROAD, SUITE 307",LAKEWOOD,United States,08701,NJ,SALES@FILEACORP.COM,Foreign,2021-04-07,DE,DE,False,False,False,False,False,2021-11-10 00:05:57.4066667,Other Activities Related to Real Estate (531390),,,,2021-04-07,LIVING LOFTS URBAN RENEWAL LLC,United States,"1201 N ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 N ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,"1201 N ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 N ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,,,,,
STAMFORD DEVELOPMENT PARTNERS LLC,LLC,Active,1386447,2022-03-31,19 VINCENT COURT SUITE 1,STAMFORD,United States,06905,CT,CKNOX@LASISTER.COM,Domestic,2021-04-07,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:55.4200000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,
SMALL SPA LLC,LLC,Active,1386527,2022-03-31,1076 HANOVER RD,MERIDEN,United States,06451,CT,TAX@BAWAGENCY.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:06.0933333,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,
GREENWICH BUSINESS & TAX SERVICES CORP.,Stock,Active,1386413,2022-06-10,No information provided,,,,,,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:06.0633333,,Annual report due,,,,,,,,,,,,,,,,,,10000.0,,,,
ULTIMA DIAGNOSTICS INC.,Stock,Active,1387708,2022-04-30,144 NOVA SCOTIA HILL ROAD,WATERTOWN,,06795,CT,chuckharrell@optonline.net,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:06.7966667,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,,,,,,,,,,,,1000.0,,,,
MIKE HOUSE REVIEWS EVERYTHING LLC,LLC,Active,1386485,2022-03-31,1151 WASHINGTON ST. APT. C9,MIDDLETOWN,United States,06457,CT,MIKEHOUSE123@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:10.1100000,,,,,,,,,,,,,,,,,,,,,,,,
PRO MODERN CLEANERS LLC,LLC,Active,1386484,2022-03-31,41 GRASSO TERRACE,BRIDGEPORT,United States,06604,CT,SMOURA@ATLANTISTAXLLC.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:08.7800000,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,
"A PLUS PLUS MARKETING, LLC",LLC,Active,1386445,2022-03-31,69 PEMBROKE ROAD,DANBURY,United States,06811,CT,JOE@APLUSPLUSMARKETING.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:14.6266667,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,
JACK?S ALL TRADE LLC,LLC,Active,1386509,2022-03-31,20 LARSEN ST,NORWALK,United States,06854,CT,JCKSALLTRADELLC@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,True,True,False,2021-11-10 00:06:14.0166667,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,,,,,
ARROWPOINT ADVISORS LLC,LLC,Active,1386510,2022-03-31,88 ARROWHEAD TRAIL,NEW CANAAN,United States,06840,CT,BWALSH@ARROWPOINTDEV.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:10.0166667,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,
CLOVER NATIONAL LLC,LLC,Active,1386486,2022-03-31,5 SUNSET LN,BOLTON,United States,06043,CT,CLOVERNATIONALLLC@YAHOO.COM,Domestic,2021-04-07,CT,Connecticut,True,False,False,False,False,2021-11-10 00:06:03.5466667,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",,,,,,,,,,,,,,,,,,,,,,,
BLOCK WORK LLC,LLC,Active,1386392,2022-03-31,94 DANIEL BLVD,BLOOMFIELD,United States,06002,CT,TYRELLWALTON@YAHOO.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:08.8433333,Family Clothing Stores (448140),,,,,,,,,,,,,,,,,,,,,,,
AC TREE CARE AND LANDSCAPING LLC,LLC,Active,1386292,2022-03-31,16 MELLO DR,PRESTON,United States,06365,CT,ACTREECAREANDLLC@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:04.3433333,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,
ALVES'S BROTHERS LLC,LLC,Active,1386324,2022-03-31,171 YALE ST,WATERBURY,United States,06704,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:14.6400000,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,,,,,
WILLABEE'S PAPER CO. LLC,LLC,Active,1386511,2022-03-31,213 DAISY HILL ROAD,CANAAN,United States,06018,CT,JACQUIER.AMANDA@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:13.1866667,All Other Publishers (511199),,,,,,,,,,,,,,,,,,,,,,,
KADER CONSTRUCTION BUILDER LLC,LLC,Active,1386397,2022-03-31,6505 MILLWOOD RD,BETHESDA,United States,20817,MD,KADERCONSTRUCTION@HOTMAIL.COM,Foreign,2021-04-07,MD,MD,False,False,False,False,False,2021-11-10 00:06:05.5000000,Finish Carpentry Contractors (238350),,,,2021-04-07,KADER CONSTRUCTION BUILDER LLC,United States,"6505 MILLWOOD RD, BETHESDA, MD, 20817, United States",6505 MILLWOOD RD,BETHESDA,MD,20817,United States,"6505 MILLWOOD RD, BETHESDA, MD, 20817, United States",6505 MILLWOOD RD,BETHESDA,MD,20817,United States,,,,,
1899 SEAVIEW AVENUE LLC,LLC,Active,1383364,2022-03-31,1528 COLUMBIA TURNPIKE,CASTLETON,United States,12033,NY,GBARNA@ELGIONLLC.COM,Domestic,2021-04-07,NY,Connecticut,False,False,False,False,False,2021-11-10 00:06:18.4100000,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,
DONLEN OF DE LLC,LLC,Active,1386408,2022-03-31,3000 LAKESIDE DRIVE 2ND FLOOR,BANNOCKBURN,,60015,IL,,Foreign,2021-04-07,DE,DE,False,False,False,False,False,2021-11-10 00:06:20.6133333,,,,,2021-04-07,DONLEN LLC,,,,,,,,,,,,,,,,,,
WORKING WOMEN IN BUSINESS NETWORK LLC,LLC,Active,1386345,2022-03-31,592 NEW BRITAIN AVE,HARTFORD,United States,06106,CT,INFO@WWIB.NETWORK,Domestic,2021-04-07,CT,Connecticut,True,False,True,False,False,2021-11-10 00:06:19.0033333,Other Management Consulting Services (541618),,,,,,,,,,,,,,,,,,,,,,,
CEDAR INSIGHTS LLC,LLC,Active,1387765,2022-03-31,20 CHURCH STREET MEZZANINE LEVEL,HARTFORD,,06103,CT,BRANDONAMESSENGER@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:22.1766667,Custom Computer Programming Services (541511),,,,,,,,,,,,,,,,,,,,,,,
AGREED LOGISTICS LLC.,LLC,Active,1386523,2022-03-31,48 WILLIAMSBURG ROAD,BRIDGEPORT,United States,06606,CT,AGREEDLOGISTICS@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,True,False,False,2021-11-10 00:06:22.1433333,Freight Transportation Arrangement (488510),,,,,,,,,,,,,,,,,,,,,,,
HOPKINS TRANSPORT L.L.C.,LLC,Active,1386483,2022-03-31,14 SMITH ST,NEW BRITAIN,United States,06053,CT,EFILE1234@INCFILE.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:27.3200000,Freight Transportation Arrangement (488510),,,,,,,,,,,,,,,,,,,,,,,
DUFFLE BAG EMPIRE LLC,LLC,Active,1386344,2022-03-31,222 CHANDLER STREET,HARTFORD,United States,06106,CT,DUTCHTHE860GAWD@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:27.3066667,Grain and Field Bean Merchant Wholesalers (424510),,,,,,,,,,,,,,,,,,,,,,,
"VASCULAR CT, PLLC",LLC,Active,1386407,2022-03-31,12 SUNSET ROAD,DARIEN,,06820,CT,PAUL.GAGNE@OPTONLINE.NET,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:28.7600000,Offices of Physicians (except Mental Health Specialists) (621111),,,,,,,,,,,,,,,,,,,,,,,
THE CUNNINGHAM ESTATE LLC,LLC,Active,1386600,2022-03-31,185 PETERS LANE,STRATFORD,United States,06614,CT,QAME000@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:06.8700000,All Other Amusement and Recreation Industries (713990),,,,,,,,,,,,,,,,,,,,,,,
"CROSS PAVING, LLC",LLC,Active,1382789,2022-03-31,1402 WATERBURY ROAD,THOMASTON,United States,06787,CT,JTEELAN1@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:12.2466667,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,
CYCLE BRAT LLC,LLC,Active,1387007,2022-03-31,4 ARROWHEAD TRAIL,WATERFORD,United States,06385,CT,LBRATLAND@PUREBARRE.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:10.2600000,Fitness and Recreational Sports Centers (713940),,,,,,,,,,,,,,,,,,,,,,,
ARK EXPRESS LOGISTICS LLC,LLC,Active,1386310,2022-03-31,150 COLUMBUS AVE 2L,NEW HAVEN,United States,06519,CT,JAIMELUIS30@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:13.5433333,Local Messengers and Local Delivery (492210),,,,,,,,,,,,,,,,,,,,,,,
"CROSS RESIDENTIAL HOMES, LLC",LLC,Active,1382788,2022-03-31,1402 WATERBURY,THOMASTON,United States,06787,CT,JTEELAN1@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:10.8400000,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,
THE ACADEMY LLC,LLC,Active,1386529,2022-03-31,220 WESTON RD,WESTON,United States,06883,CT,JSPECTOR@THEACADMYLLC.COM,Foreign,2021-04-07,DE,DE,False,False,False,False,False,2021-11-10 00:04:08.2433333,Professional and Management Development Training (611430),,,,2021-03-01,THE ACADEMY LLC,United States,"THE CORPORATION TRUST COMPANY 1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",THE CORPORATION TRUST COMPANY 1209 ORANGE STREET,WILMINGTON,DE,19801,United States,"THE CORPORATION TRUST COMPANY, WILMINGTON, DE, 19801, United States",THE CORPORATION TRUST COMPANY,WILMINGTON,DE,19801,United States,,,,,
VICTORY JUMP LLC,LLC,Active,1386300,2022-03-31,"141 WOODLAND ST., APT. 1017",HARTFORD,United States,06105,CT,VICTORYJUMPLETSGO@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:12.2300000,,,,,,,,,,,,,,,,,,,,,,,,
ARTEMIDE INC.,Stock,Active,1387665,2022-04-07,250 KARIN LANE,HICKSVILLE,,11801,NY,CORPORATIONS@FERRANTELAWFIRM.COM,Foreign,2021-04-07,DE,DE,False,False,False,False,False,2021-11-10 00:04:12.9500000,All Other Home Furnishings Stores (442299),,,,2018-03-15,ARTEMIDE INC.,,,,,,,,,,,,,,,,,,
ALLERS ELECTRICAL CONTRACTING LLC,LLC,Active,1387770,2022-03-31,14 LYONS STREET,NEW BRITAIN,,06052,CT,ALLERSELECTRICALCONTRACTING@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:10.2433333,,,,,,,,,,,,,,,,,,,,,,,,
MONA TRAVELS LLC,LLC,Active,1386427,2022-03-31,23 RACKLIFFE DRIVE NEW BRITAIN CT 1,NEW BRITAIN,United States,06051,CT,SMITHMONA92@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:10.2433333,All Other Amusement and Recreation Industries (713990),,,,,,,,,,,,,,,,,,,,,,,
BABY.K.DRIP LLC,LLC,Active,1386299,2022-03-31,111 DWIGHT ST,NEW BRITAIN,United States,06051,CT,YOUNGNESS0929@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:14.1700000,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers (424330)",,,,,,,,,,,,,,,,,,,,,,,
DAVENA'S SWEET TREATS LLC,LLC,Active,1386456,2022-03-31,581 WATERVIEW AVE APT 113,BRIDGEPORT,United States,06608,CT,DAVENASSWEETS@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:19.6066667,,,,,,,,,,,,,,,,,,,,,,,,
"YOURFRANCHISEGUIDANCE, LLC",LLC,Active,1387780,2022-03-31,352 MONROE STREET,NEW BRITAIN,,06052,CT,EVELYN@YOURFRANCHISEGUIDANCE.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:28.4200000,,,,,,,,,,,,,,,,,,,,,,,,
BUTLER COOK WIRELESS INC,Stock,Active,1386480,2021-07-06,No information provided,,,,,BAY@NBNET.US,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:22.9366667,All Other General Merchandise Stores (452319),First report past due,,,,,,,,,,,,,,,,,,200.0,,,,
FUFU & CO. LLC,LLC,Active,1386470,2022-03-31,17 GIDDINGS STREET APT 2,HARTFORD,United States,06106,CT,FUFU.CANDLE.N.SOAP@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,True,True,False,False,False,2021-11-10 00:04:26.3433333,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,
CONCRETE INDUSTRIES ONE CORP.,Stock,Active,1386362,2022-04-07,300 BLVD OF THE AMERICAS SUITE 101,LAKEWOOD,United States,08701,NJ,FAY@CONCRETEINDONE.COM,Foreign,2021-04-07,NY,NY,False,False,False,False,False,2021-11-10 00:04:24.2966667,Poured Concrete Foundation and Structure Contractors (238110),,,,2021-04-05,CONCRETE INDUSTRIES ONE CORP.,United States,,,,,,,,,,,,,,,,,
"H6, INC.",B Corp,Active,1386473,2022-04-08,65 LASALLE ROAD,WEST HARTFORD,United States,06107,CT,MFENTON@SSFPC.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:25.6700000,Jewelry Stores (448310),,,,,,,,,,,,,,,,,,,20000.0,,,,
"BULLSEYE SHOOTING, LLC",LLC,Active,1386428,2022-03-31,193 CONNECTICUT AVENUE,WEST HAVEN,United States,06516,CT,DTAMMARO0112@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:18.3900000,Fitness and Recreational Sports Centers (713940),,,,,,,,,,,,,,,,,,,,,,,
LONGSHORE BEACH VENTURES LLC,LLC,Active,1386430,2022-03-31,260 SOUTH COMPO ROAD,WESTPORT,United States,06880,CT,MTRYAN@AOL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:24.9833333,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,
300 WASHINGTON LLC,LLC,Active,1386481,2022-03-31,1008 WORTHINGTON RIDGE,BERLIN,United States,06037,CT,KENNEDY.STEVEN@SBCGLOBAL.NET,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:28.3733333,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,
SPMAY LLC,LLC,Active,1386429,2022-03-31,90 MAUREEN ST.,STRATFORD,United States,06615,CT,SPMAY@AOL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:17.0766667,,,,,,,,,,,,,,,,,,,,,,,,
EVERYTHING WHIPZ LLC,LLC,Active,1386537,2022-03-31,399 LEDYARD ST UNIT 13,HARTFORD,United States,06114,CT,WSANTIAGO0321@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:26.2633333,Recreational Goods Rental (532284),,,,,,,,,,,,,,,,,,,,,,,
TS6 FILMS LLC,LLC,Active,1386431,2022-03-31,47 CEDAR CREST PL.,NORWALK,United States,06854,CT,TSTAINROD@YMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:17.0433333,,,,,,,,,,,,,,,,,,,,,,,,
SPEAK N EAT OPEN MIC LLC,LLC,Active,1386301,2022-03-31,62 B LINCOLN STREET,ENFIELD,United States,06082,CT,MALAYSIAMINTO@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:18.4033333,Musical Groups and Artists (711130),,,,,,,,,,,,,,,,,,,,,,,
CHANNELU LOGISTICS LLC,LLC,Active,1386454,2022-03-31,107 OAKWOOD AVENUE,WEST HARTFORD,United States,06119,CT,PMCCRAE9@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:19.6066667,Freight Transportation Arrangement (488510),,,,,,,,,,,,,,,,,,,,,,,
DIESEL CRAFT SERVICE AND REPAIR LLC,LLC,Active,1386541,2022-03-31,41 HEMLOCK CT,DURHAM,United States,06422,CT,R_AINGWORTH1@YAHOO.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:26.2800000,Other Scientific and Technical Consulting Services (541690),,,,,,,,,,,,,,,,,,,,,,,
TODAY'S SERVICES LLC,LLC,Active,1386514,2022-03-31,1204 MAIN STREET SUITE 598,BRANFORD,United States,06405,CT,TODAYS243LLC@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:19.5433333,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,
MFR REALTY LLC,LLC,Active,1386513,2022-03-31,56 ARBOR STREET SUITE 102,HARTFORD,United States,06106,CT,PMR.ANGIE@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:27.6066667,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,
BLUE ORCHID HOMES LLC,LLC,Active,1386487,2022-03-31,94 FREMONT STREET,BRIDGEPORT,United States,06605,CT,NAVEEN.CHINTU@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:20.2800000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,
JHAZI B'S DAYCARE LLC,LLC,Active,1386444,2022-03-31,37 CAROLINA ROAD,BRISTOL,United States,06010,CT,JHASMINA_WILLIAMS@OUTLOOK.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:24.9666667,Child Day Care Services (624410),,,,,,,,,,,,,,,,,,,,,,,
"HARD TO REACH STUMPS, LLC",LLC,Active,1386455,2022-03-31,36 ZOAR AVENUE SUITE 1,OAKVILLE,United States,06779,CT,HTRSTUMPS@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:18.4033333,Logging (113310),,,,,,,,,,,,,,,,,,,,,,,
ABBY'S LUNA LLC,LLC,Active,1386512,2022-03-31,100 PRESTON ST APT 3W 3W,HARTFORD,United States,06114,CT,ABBYSLUNA@ABBYSLUNA.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:37.6266667,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,
"SLOW GRIND, LLC",LLC,Active,1386530,2022-03-31,46 SPRUCE STREET,MANCHESTER,United States,06040,CT,DAYQUAN04@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:35.0933333,Men's Clothing Stores (448110),,,,,,,,,,,,,,,,,,,,,,,
ALL PURPOSE STORAGE ENFIELD LLC,LLC,Active,1386557,2022-03-31,4007 DEAN MARTIN DRIVE,LAS VEGAS,United States,89103,NV,CHRIS@PATRIOTHOLDINGS.COM,Foreign,2021-04-07,NV,NV,False,False,False,False,False,2021-11-10 00:04:36.4200000,Lessors of Miniwarehouses and Self-Storage Units (531130),,,,2021-04-07,ALL PURPOSE STORAGE ENFIELD LLC,United States,"4007 DEAN MARTIN DRIVE, LAS VEGAS, NV, 89103, United States",4007 DEAN MARTIN DRIVE,LAS VEGAS,NV,89103,United States,"4007 DEAN MARTIN DRIVE, LAS VEGAS, NV, 89103, United States",4007 DEAN MARTIN DRIVE,LAS VEGAS,NV,89103,United States,,,,,
COURTNEY FISCHBACH LLC,LLC,Active,1386457,2022-03-31,40 CRANE RD N,STAMFORD,United States,06902-2516,CT,CFISCHBACH217@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:35.7200000,,,,,,,,,,,,,,,,,,,,,,,,
SKCA TRUCKING LLC,LLC,Active,1386538,2022-03-31,16 WAVERLY STREET,HARTFORD,United States,06112,CT,SHANKIKNOTT1996@YAHOO.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:40.8766667,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,,,,,
HELLO GLOBAL ENTERPRISES LLC,LLC,Active,1386458,2022-03-31,58 ST ANDREW AVE,EAST HAVEN,United States,06512,CT,ARTURONATALINO3@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:39.5800000,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,
"CROM EMPIRE, LLC",LLC,Active,1386459,2022-03-31,20 GIANTS NECK RD,NIANTIC,United States,06357,CT,INFO@CROMEMPIRE.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:33.8733333,All Other Miscellaneous Schools and Instruction (611699),,,,,,,,,,,,,,,,,,,,,,,
TAG CULINARY CONCEPTS LLC,LLC,Active,1386540,2022-03-31,35 OLD BLACK POINT ROAD,NIANTIC,United States,06357,CT,TIMOTHYGRILLS@ATT.NET,Domestic,2021-04-07,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:42.1566667,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,
Y EYECARE LLC,LLC,Active,1387627,2022-03-31,"20 LAKESHORE DR., APT A3",FARMINGTON,,06032,CT,YANZHANG51@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:32.5766667,Offices of Optometrists (621320),,,,,,,,,,,,,,,,,,,,,,,
PLEASANT CREW LLC,LLC,Active,1386515,2022-03-31,15 PLEASANT STREET,WEST HARTFORD,United States,06107,CT,NMSULLO@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:41.5466667,Child Day Care Services (624410),,,,,,,,,,,,,,,,,,,,,,,
"SANKOFA INTERIOR DESIGN AND PROFESSIONAL ORGANIZING, LLC",LLC,Active,1386488,2022-03-31,24 COLONY RD,NEW HAVEN,United States,06511,CT,LCHARLESDESIGN@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:32.5600000,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",,,,,,,,,,,,,,,,,,,,,,,
"OMNI SALON & SPA, LLC",LLC,Active,1386489,2022-03-31,620 BOSTON POST ROAD,GUILFORD,United States,06437,CT,JZULLO@ZULLOANDJACKS.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:41.5633333,,,,,,,,,,,,,,,,,,,,,,,,
"N&V CAPITAL, LLC",LLC,Active,1386539,2022-03-31,16 LYNCH BROOK LN,RIDGEFIELD,United States,06877,CT,NATALIE.B.VECCHIO@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:42.7666667,Miscellaneous Intermediation (523910),,,,,,,,,,,,,,,,,,,,,,,
EMERGE COSMETICS LLC,LLC,Active,1386556,2022-03-31,82 SUNSET AVENUE UNIT 2,MERIDEN,United States,06450,CT,SHOPEMERGECOSMETICS@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:33.2166667,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,,,,,,,,,,,,,,,,,,,,,,
WILD ROOTS FLOWER FARM LLC,LLC,Dissolved,1386471,2022-03-31,20 RIVER ROAD,BARKHAMSTED,,06063,CT,CONTACTWILDROOTSCT@GMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:34.5300000,Floriculture Production (111422),,,2021-04-24T00:00:00.000,,,,,,,,,,,,,,,,,,,,
V&R QUALITY SOLUTIONS LLC,LLC,Active,1386376,2022-03-31,16 MCCLURG AVE APT2,STAMFORD,United States,06902,CT,SERVICE@ZURITAFINANCIAL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:37.1700000,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,
A FUEGO SPANISH AMERICAN BBQ LLC,LLC,Active,1386438,2022-03-31,1657 STRATFORD AVE,BRIDGEPORT,United States,06607,CT,HECTORVELEZ723@YAHOO.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:44.4066667,Mobile Food Services (722330),,,,,,,,,,,,,,,,,,,,,,,
"USRC NEW MILFORD, LLC",LLC,Active,1386321,2022-03-31,5851 LEGACY CIRCLE STE 900,PLANO,,75024-5982,TX,LEGAL@USRENALCARE.COM,Foreign,2021-04-07,DE,DE,False,False,False,False,False,2021-11-10 00:04:48.9533333,,,,,2021-03-15,"USRC NEW MILFORD, LLC",,,,,,,,,,,,,,,,,,
AMR CARPENTRY LLC,LLC,Active,1386495,2022-03-31,192 HIGH STREET,FAIRFIELD,United States,06824,CT,SZILVIABARNETT@HOTMAIL.COM,Domestic,2021-04-07,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:48.1400000,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,
