name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,mailing_jurisdiction_country,office_in_jurisdiction_country,dissolution_date,sub_status,total_authorized_shares,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
"ALEXANDER ELECTRIC,INC",Stock,Withdrawn,1376631,2022-02-04,2018-12-01,520 KING OF PRUSSIA ROAD,WAYNE,United States,19087,PA,ALEXANDERELECTRICINC@GMAIL.COM,"ALEXANDER ELECTRIC,INC",Foreign,United States,2021-02-04,PA,PA,False,False,False,False,False,2021-11-10 00:06:03.5600000,Electrical Contractors and Other Wiring Installation Contractors (238210),,,,,,,,,,,,,,,,,,,
THE HOOF & PAW CO. LLC,LLC,Active,1376623,2022-03-31,,30 PROSPECT DR,BROOKFIELD,United States,06804,CT,TESSVVOGEL@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,True,False,False,False,False,2021-11-10 00:06:08.1400000,Pet and Pet Supplies Stores (453910),,,,,,,,,,,,,,,,,,,
NETLYN MAE & CO. LLC,LLC,Active,1377005,2022-03-31,,181 NORTH RD,EAST WINDSOR,United States,06088,CT,TEVIADCLARKE@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,True,False,True,False,False,2021-11-10 00:06:13.9700000,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,
JAHKOUTURE L.L.C.,LLC,Active,1376640,2022-03-31,,1535 CENTRAL AVE APT 314,BRIDGEPORT,United States,06610,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:05.4700000,,,,,,,,,,,,,,,,,,,,
BURKECAPITAL LLC,LLC,Active,1376707,2022-03-31,,15 REDWOOD LANE,SOUTHINGTON,United States,06489,CT,BBURKE@BRIANBURKECOMPANIES.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:06.1233333,Miscellaneous Financial Investment Activities (523999),,,,,,,,,,,,,,,,,,,
ASYLUM HILL CT LIMITED PARTNERSHIP,Limited Partnership,Active,1376733,2022-02-04,,67 BURNSIDE AVENUE,EAST HARTFORD,,06108,CT,,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:16.0300000,,,,,,,,,,,,,,,,,,,,
CAZ BUILDERS LLC,LLC,Active,1376658,2022-03-31,,302 FAIRLAWN AVE 1 FLOOR,WATERBURY,United States,06705,CT,ONEOAKAGENCY@YAHOO.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:20.6600000,Roofing Contractors (238160),,,,,,,,,,,,,,,,,,,
3 THE BOSS WAY LLC,LLC,Active,1376636,2022-03-31,,33 PRATT ST,NORWICH,United States,06360,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:28.1033333,,,,,,,,,,,,,,,,,,,,
SATIN CURLS LLC,LLC,Active,1376633,2022-03-31,,1204 MAIN STREET SUITE 546,BRANFORD,United States,06405,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:29.3366667,,,,,,,,,,,,,,,,,,,,
"FERNANDEZ PENA, LLC",LLC,Active,1376709,2022-03-31,,315 BALDWIN STREET,WATERBURY,United States,06706,CT,LEONIDASF09@ICLOUD.COM,,Domestic,,2021-02-04,CT,Connecticut,True,False,True,False,False,2021-11-10 00:06:29.9633333,Convenience Stores (445120),,,,,,,,,,,,,,,,,,,
LIGHT ONTO MY PATH LLC,LLC,Active,1376635,2022-03-31,,1425 BEDFORD ST,STAMFORD,,06905,CT,R.DIAZ01129@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:22.7833333,,,,,,,,,,,,,,,,,,,,
"TICOM GEOMATICS, INC.",Stock,Active,1376734,2022-02-04,2021-01-01,1100 NORTH GELEBE RD,ARLINGTON,,22201,VA,,"TICOM GEOMATICS, INC.",Foreign,,2021-02-04,TX,TX,False,False,False,False,False,2021-11-10 00:06:16.5466667,Computer Systems Design Services (541512),,,,,,,,,,,,,,,,,,,
DYNAMIC MOVEMENT TRANSPORT LLC,LLC,Active,1376634,2022-03-31,2021-01-12,212 GREENWOOD ST,EAST HARTFORD,United States,06118,CT,DMTRANSPORT2007@GMAIL.COM,DYNAMIC MOVEMENT TRANSPORT LLC,Foreign,United States,2021-02-04,USA,USA,False,False,False,False,False,2021-11-10 00:06:27.3200000,Freight Transportation Arrangement (488510),,,,,,,,,,,,,,,,,,,
CJL AND COMPANY LLC,LLC,Active,1378652,2022-03-31,,14 W MAIN ST 1ST FL,NORWALK,,06851,CT,CJLANDCOMPANY7@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:26.6166667,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
MVP LIFE COACHING LLC,LLC,Active,1378655,2022-03-31,,14 W MAIN ST 1ST FL,NORWALK,,06851,CT,MVPLIFECOACHING@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:26.6166667,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,
"COMPASSMSP, LLC",LLC,Active,1376655,2022-03-31,2021-01-01,100 NORTH LAURA SUITE 601,JACKSONVILLE,United States,32210,FL,JRAMSBURG@SHULMANROGERS.COM,UNITED STATES,Foreign,United States,2021-02-04,DE,DE,False,False,False,False,False,2021-11-10 00:06:22.1433333,,"8 THE GREEN SUITE D, DOVER, DE, 19901, United States",8 THE GREEN SUITE D,DOVER,DE,19901,"8 THE GREEN SUITE D, DOVER, DE, 19901, United States",8 THE GREEN SUITE D,DOVER,DE,19901,United States,United States,,,,,,,
HOWELLS RESTAURANT LLC,LLC,Active,1376657,2022-03-31,,2321 MAIN STREET,BRIDGEPORT,United States,06606,CT,HOWELLSRESTAURANT@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,True,False,False,2021-11-10 00:06:29.3066667,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,
SMILE ROLL & SUSHI LLC,LLC,Active,1376767,2022-03-31,,22 EAST AVENUE,NEW CANAAN,United States,06840,CT,DH514709@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:24.8666667,,,,,,,,,,,,,,,,,,,,
CONSCABLE LLC,LLC,Active,1376656,2022-03-31,,234 PUMPKIN HILL RD,NEW MILFORD,United States,06776,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:22.0800000,,,,,,,,,,,,,,,,,,,,
DIVINELY SWEET LLC,LLC,Active,1376838,2022-03-31,,62 BOSTON POST ROAD,WATERFORD,United States,06385,CT,DIVINELYSWEETVEGANTREATS@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:21.3000000,All Other Specialty Food Stores (445299),,,,,,,,,,,,,,,,,,,
OMEGA III LLC,LLC,Active,1376641,2022-03-31,2021-02-04,31W566 SPAULDING ROAD,ELGIN,United States,60120,IL,INFO@OMEGA3LLC.COM,OMEGA III LLC,Foreign,United States,2021-02-04,IL,IL,False,False,False,False,False,2021-11-10 00:04:09.5733333,Site Preparation Contractors (238910),"31W566 SPAULDING ROAD, ELGIN, IL, 60120, United States",31W566 SPAULDING ROAD,ELGIN,IL,60120,"31W566 SPAULDING ROAD, ELGIN, IL, 60120, United States",31W566 SPAULDING ROAD,ELGIN,IL,60120,United States,United States,,,,,,,
WCS 227 MAIN LLC,LLC,Active,1376716,2022-03-31,,605 HOPEVILLE ROAD,GRISWOLD,United States,06351,CT,HILLARY.PETERS@OUTLOOK.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:14.2766667,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,
"39 ELM ST. GROCERY, LLC",LLC,Active,1376717,2022-03-31,,"39 ELM ST, UNIT 10",WEST HAVEN,United States,06516,CT,BUTCHERANDBUTCHER@YAHOO.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:06.9166667,Supermarkets and Other Grocery (except Convenience) Stores (445110),,,,,,,,,,,,,,,,,,,
"682 PROSPECT, LLC",LLC,Active,1378676,2022-03-31,2009-05-05,19 HOWE ST,NEW HAVEN,,06511,CT,SAM@PIKEINTL.COM,"682 PROSPECT, LLC",Foreign,,2021-02-04,DE,DE,False,False,False,False,False,2021-11-10 00:04:16.2300000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
"GW 1599, LLC",LLC,Active,1376799,2022-03-31,,1599 POST ROAD EAST UNIT 1,WESTPORT,,06880,CT,,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:16.9800000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
DRAGON FREIGHT SERVICES LLC,LLC,Active,1376689,2022-03-31,,29 AUNT PATTYS LN W,BETHEL,United States,06801-2901,CT,506TAYLOR@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:15.4333333,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,
ELECIER BEAUTY LLC,LLC,Active,1376719,2022-03-31,,323 ASHWOOD TERRACE,STRATFORD,United States,06614,CT,ELECIERBEAUTY@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:04.6966667,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,,,,,,,,,,,,,,,,,,
96 EAST MAIN STREET LLC,LLC,Active,1376690,2022-03-31,,96 EAST MAIN STREET,BRISTOL,United States,06010,CT,LORENC13088@YAHOO.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:07.6333333,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,
ALABASTER CONSULTING LLC,LLC,Active,1376739,2022-03-31,,28 MARTIN LUTHER KING DR. UNIT 57,NORWALK,United States,06854,CT,JORDANLENORE7@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:06.1966667,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,
AGLOW WITH MO L.L.C.,LLC,Active,1376638,2022-03-31,,49 LAYTON ST,WEST HARTFORD,United States,06110,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:04.7433333,,,,,,,,,,,,,,,,,,,,
REID BROS REALTY LLC,LLC,Active,1376639,2022-03-31,,817 N HIGH ST,EAST HAVEN,United States,06512,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:04.7433333,,,,,,,,,,,,,,,,,,,,
PICHU LLC,LLC,Active,1376743,2022-03-31,,86 AMBASSADOR DR UNIT A,MANCHESTER,United States,,CT,JRAMOS4292.JR@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:05.4300000,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,
"HONEST NETWORKS, INC.",Stock,Withdrawn,1376720,2022-02-04,2021-02-04,11 BROADWAY STE 632,NEW YORK,United States,10004,NY,MELISSA@PREMIERCFS.COM,"HONEST NETWORKS, INC.",Foreign,United States,2021-02-04,DE,DE,False,False,False,False,False,2021-11-10 00:04:12.9033333,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,
"VICTORIA DESIGN CO., LLC",LLC,Active,1377844,2022-03-31,,31 BENTLEY CIRCLE,GOSHEN,,06756,CT,VESIRCHIA@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:08.2133333,Interior Design Services (541410),,,,,,,,,,,,,,,,,,,
"BATTER UP BASEBALL, LLC",LLC,Active,1376688,2022-03-31,,3-1 HUNTLEY RD,OLD LYME,United States,06371,CT,BILLBUSCETTO@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:08.2300000,Sports Teams and Clubs (711211),,,,,,,,,,,,,,,,,,,
HELLO MARYKATE LLC,LLC,Active,1376643,2022-03-31,,41 SANTINA DR,MANCHESTER,United States,06040,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:16.2000000,,,,,,,,,,,,,,,,,,,,
ENVY LLC,LLC,Active,1376642,2022-03-31,,355 ATLANTIC ST,STAMFORD,United States,06901,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:06.1500000,,,,,,,,,,,,,,,,,,,,
"DESTINY LIFE PARTNERS, LLC",LLC,Active,1376594,2022-03-31,,185 STIMSON ROAD,NEW HAVEN,United States,06511,CT,EDUCATION4ALL@COMCAST.NET,,Domestic,,2021-02-04,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:10.9300000,HMO Medical Centers (621491),,,,,,,,,,,,,,,,,,,
BLACK SAND HOLDINGS LLC,LLC,Active,1376590,2022-03-31,,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:06.2133333,,,,,,,,,,,,,,,,,,,,
BVT 2 LLC,LLC,Active,1376766,2022-03-31,,390 WHALLEY AVENUE,NEW HAVEN,,06511,CT,TZIPVAIL@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:07.5866667,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),,,,,,,,,,,,,,,,,,,
TIME MACHINE TRANSPORTATION LLC,LLC,Active,1376718,2022-03-31,,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:13.6066667,Couriers and Express Delivery Services (492110),,,,,,,,,,,,,,,,,,,
ARMON LLC,LLC,Active,1376676,2022-03-31,,619 EASTERN PARKWAY,BROOKLYN,United States,,NY,OFFICE@UPREALTYNY.COM,,Domestic,,2021-02-04,NY,Connecticut,False,False,False,False,False,2021-11-10 00:04:09.5400000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
CMS GENERAL CONSTRUCTION LLC,LLC,Active,1376591,2022-03-31,,82 GARFIELD AVENUE,DANBURY,United States,06810,CT,KATIAPAVIOTE@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:14.1700000,,,,,,,,,,,,,,,,,,,,
AXEVAULT LLC,LLC,Active,1376715,2022-03-31,,50 FOUNDERS PLAZA SUITE 100,EAST HARTFORD,United States,06108,CT,HADDAD@VAULTEK.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:14.2133333,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,
PHG ADVISORY INC,Stock,Active,1376593,2021-05-05,,No information provided,,,,,HUNT1244@AOL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:05.4933333,Other Activities Related to Credit Intermediation (522390),,,,,,,,,,,,,,First report past due,100.0,,,,
WINTER FARMS LLC,LLC,Active,1376740,2022-03-31,,27 DIANE DRIVE,MONROE,United States,06468,CT,WINTERFARMSCT@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:09.5100000,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,
WELCOME HOMES CT LLC,LLC,Active,1376592,2022-03-31,,211 E 70TH STREET APT 16A,NEW YORK,United States,10021,NY,INFO@AILCORP.COM,,Domestic,,2021-02-04,NY,Connecticut,False,False,False,False,False,2021-11-10 00:04:06.2300000,,,,,,,,,,,,,,,,,,,,
GOOD TO BE HOMES LLC,LLC,Active,1376769,2022-03-31,,950 SOUTH END ROAD,SOUTHINGTON,United States,06489,CT,DELLAVECCHIADEAN@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:08.2600000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
D&L TOWING AND REPAIR LLP,LLP,Active,1376770,2022-02-04,,419 QUINNIPIAC AVENUE,NEW HAVEN,United States,06513,CT,DLTOWINGANDREPAIR@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:10.2300000,All Other Automotive Repair and Maintenance (811198),,,,,,,,,,,,,,,,,,,
THE GEM COLLECTIVE LLC,LLC,Active,1376677,2022-03-31,,"47 W WOOSTER ST, D",DANBURY,United States,06810,CT,INFO@THEGEMCOLLECTIVECT.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:18.3266667,,,,,,,,,,,,,,,,,,,,
"THORACENT, INC.",Stock,Active,1376781,2022-02-04,2020-11-05,11 STEWART AVE #1,HUNTINGTON,,11743,NY,FINANCE@THORACENT.COM,"THORACENT, INC.",Foreign,,2021-02-04,NY,NY,False,False,False,False,False,2021-11-10 00:04:20.2633333,,,,,,,,,,,,,,,,,,,,
GALLERY 39 LLC,LLC,Active,1376678,2022-03-31,,39 CEDAR RD,WILTON,United States,06897,CT,CHRISTIAN.UPRIGHT@YAHOO.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:20.8900000,,,,,,,,,,,,,,,,,,,,
"EAST END MATERIALS, INC.",Stock,Active,1376560,2022-02-04,2021-02-04,31 OLD DOCK ROAD,YAPHANK,United States,11980,NY,FILING@ACS123.COM,"EAST END MATERIALS, INC.",Foreign,United States,2021-02-04,NY,NY,False,False,False,False,False,2021-11-10 00:04:25.0300000,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",,,,,,,,,,,,,,,,,,,
ROSE H TRANSPORTATION LLC,LLC,Active,1376768,2022-03-31,,1228 PARK AVENUE,BRIDGEPORT,United States,06604,CT,ROSEHTRANSPORTATION@HOTMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:21.6533333,Other Support Activities for Road Transportation (488490),,,,,,,,,,,,,,,,,,,
C.REATIVEH.USTLER.E.NTREPRENEUR LLC,LLC,Active,1376802,2022-03-31,,36 SCARBOROUGH RD,WINDSOR,,06095,CT,SUERSTAR.1010@LIVE.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:27.6533333,,,,,,,,,,,,,,,,,,,,
FLATFILE INC.,Stock,Active,1376558,2022-02-04,2021-02-04,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,FLATFILE INC.,Foreign,United States,2021-02-04,DE,DE,False,False,False,False,False,2021-11-10 00:04:20.2333333,"Data Processing, Hosting, and Related Services (518210)",,,,,,,,,,,,,,,,,,,
"WHITE CONSTRUCTION, LLC",LLC,Active,1376559,2022-03-31,2021-02-12,3900 EAST WHITE AVENUE,CLINTON,United States,47842,IN,MARIE.HAMMOND@IEA.NET,"WHITE CONSTRUCTION, LLC",Foreign,United States,2021-02-04,IN,IN,False,False,False,False,False,2021-11-10 00:04:24.9033333,Other Heavy and Civil Engineering Construction (237990),"3900 EAST WHITE AVENUE, CLINTON, IN, 47842, United States",3900 EAST WHITE AVENUE,CLINTON,IN,47842,"3900 EAST WHITE AVENUE, CLINTON, IN, 47842, United States",3900 EAST WHITE AVENUE,CLINTON,IN,47842,United States,United States,,,,,,,
"CLD TAX SOLUTIONS, LLC",LLC,Active,1376557,2022-03-31,,151 NEW PARK AVE UNIT 14,HARTFORD,United States,06106,CT,CLDTAXSERVICE@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:21.5600000,Other Accounting Services (541219),,,,,,,,,,,,,,,,,,,
NICE TINGZ LLC,LLC,Active,1376780,2022-03-31,,533 GREGORY ST APT A,BRIDGEPORT,United States,06604,CT,GREENTENELLE03@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:20.2466667,Clothing Accessories Stores (448150),,,,,,,,,,,,,,,,,,,
PORTSMOUTH HOLDINGS LLC,LLC,Active,1376612,2022-03-31,,70 ESSEX STREET 2ND FLOOR,MYSTIC,United States,06355,CT,KENNETHNAVARRO@COMCAST.NET,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:20.2466667,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
MUEHRING & ASSOCIATES LLC,LLC,Active,1376646,2022-03-31,,5 DEVONSHIRE DRIVE,DARIEN,United States,06820,CT,KTMUEHRING@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:20.2800000,,,,,,,,,,,,,,,,,,,,
SYCAMORE FARM MEAT LLC,LLC,Active,1376645,2022-03-31,,116 CHRISTIAN HILL RD,HIGGANUM,United States,06441,CT,NICKDIGIOIA860@ICLOUD.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:27.6066667,,,,,,,,,,,,,,,,,,,,
FAZING GOODS LLC,LLC,Active,1376644,2022-03-31,,235 MAIN ST APT 6A2,EAST HARTFORD,United States,06118,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:41.4533333,,,,,,,,,,,,,,,,,,,,
AFFORDABLE ED LLC,LLC,Active,1378181,2022-03-31,2021-02-01,2310 WEST BAY DR,LARGO,,33770,FL,NICK@AFFORDABLEED.COM,AFFORDABLE ED LLC,Foreign,,2021-02-04,FL,FL,False,False,False,False,False,2021-11-10 00:04:39.5300000,Offices of Physicians (except Mental Health Specialists) (621111),"2310 WEST BAY DR, LARGO, FL, 33770,",2310 WEST BAY DR,LARGO,FL,33770,"2310 WEST BAY DR, LARGO, FL, 33770,",2310 WEST BAY DR,LARGO,FL,33770,,,,,,,,,
BLUE BUTTERFLY & ASSOCIATES LLC,LLC,Active,1376611,2022-03-31,,1109 TOLLAND ST,EAST HARTFORD,United States,06108,CT,TASHICABONFIELD@YAHOO.COM,,Domestic,,2021-02-04,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:32.6400000,Couriers and Express Delivery Services (492110),,,,,,,,,,,,,,,,,,,
ROWEN INVESTMENTS LLC,LLC,Active,1376680,2022-03-31,,"232 MAPLE ST, APT 2",NEW BRITAIN,United States,06051,CT,JROWEN8732@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:30.5600000,,,,,,,,,,,,,,,,,,,,
TVM 1 LLC,LLC,Active,1376588,2022-03-31,,522 NORWICH AVENUE,COLCHESTER,United States,06415,CT,TROY@RELIABLEAUTOCENTERLLC.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:31.2033333,All Other Automotive Repair and Maintenance (811198),,,,,,,,,,,,,,,,,,,
"SOUTH WINDSOR TANNING CLUB, LLC",LLC,Active,1376830,2022-03-31,,915 SULLIVAN AVENUE STE 4,SOUTH WINDSOR,,06074,CT,,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:34.4366667,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,
UNIFIED-7 LLC,LLC,Active,1376561,2022-03-31,,206 STARR ST.,NEW HAVEN,United States,06511,CT,LETSUNIFY7@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:35.1400000,All Other General Merchandise Stores (452319),,,,,,,,,,,,,,,,,,,
SAFE SPACE TALK LLC,LLC,Active,1376681,2022-03-31,,1301 HUNTINGTON RD,STRATFORD,United States,06614,CT,MEESHA81477@YAHOO.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:37.0633333,,,,,,,,,,,,,,,,,,,,
EUPHORIC INTENTIONS LLC,LLC,Active,1376587,2022-03-31,,39 MAPLE ST,NEW HAVEN,United States,06511,CT,EUPHORICINTENTIONS111@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:31.9200000,Family Clothing Stores (448140),,,,,,,,,,,,,,,,,,,
12 NOTE PRODUCTIONS LLC,LLC,Active,1376684,2022-03-31,,148 BUNGALOW AVE,FAIRFIELD,United States,06824,CT,12NOTEPRODUCTIONS@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:38.9233333,,,,,,,,,,,,,,,,,,,,
TOYZ LLC,LLC,Active,1376589,2022-03-31,,35 N. RIDGE RD.,OLD GREENWICH,United States,06870,CT,TOYZ@AFX.NET,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:31.2500000,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,
KINDERGARTEN READY SKILLS LLC,LLC,Active,1376755,2022-03-31,,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@REGISTEREDAGENTSINC.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:37.0933333,,,,,,,,,,,,,,,,,,,,
CTFITTEDS LLC,LLC,Active,1376671,2022-03-31,,134 ALLENTOWN RD,BRISTOL,United States,06010,CT,CTFITTEDS860@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:38.9366667,,,,,,,,,,,,,,,,,,,,
361 WILLOW ST CT LLC,LLC,Active,1376683,2022-03-31,,61 SHONNARD PL,YONKERS,United States,10703,CT,DORIS.J712012@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:42.2033333,,,,,,,,,,,,,,,,,,,,
ESPERANSA D'MOVEMENT L.L.C.,LLC,Active,1376679,2022-03-31,,522 VALLEY ST,NEW HAVEN,United States,06515,CT,EZPERANZAORTIZ65@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:38.8300000,,,,,,,,,,,,,,,,,,,,
GREENWICH CHILD PSYCHOLOGY LLC,LLC,Active,1376673,2022-03-31,,"15 VALLEY DR, 1ST FLOOR",GREENWICH,United States,06831,CT,JUDITH.ZACKSON@GMAIL.COM,,Domestic,,2021-02-04,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:29.8100000,,,,,,,,,,,,,,,,,,,,
