name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,citizenship,country_formation,date_registration,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,business_email_address,formation_place,sub_status,total_authorized_shares,billing_unit,began_transacting_in_ct,business_name_in_state_country,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_jurisdiction_3,office_jurisdiction_3,date_of_organization_meeting,record_address,records_address_street,records_address_unit,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address
Sophie Rose & Company LLC,LLC,Active,2379353,2022-03-31,50 Welton Road,Roxbury,United States,06783,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-12-13 00:06:46.1300000,sophieroseandco@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duby Shelsky's Bakery & Bagelry L.L.C.,LLC,Active,2379355,2022-03-31,21 Seaside Ln,Old Lyme,United States,06371-1944,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,True,False,All Other Specialty Food Stores (445299),2021-12-13 00:06:46.2100000,info@dubyshelskys.com,Connecticut,,,,,,info@beaverbrookbakery.com,,,,,,,,,,,,,,,,,,,,,,,,
"E&M Cleaning & Restoration, LLC",LLC,Active,2379368,2022-03-31,5 Holmes St,Norwalk,United States,06851-4501,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.2100000,strino62@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASE SNOW MANAGEMENT, INC.",Stock,Active,2379369,2022-11-08,356 JOHN L. DIETSCH BLVD.,NORTH ATTLEBORO,UNITED STATES,02763,MA,Foreign,,2021-11-08,MA,False,False,False,False,False,,2021-12-13 00:06:46.1466667,,,,,,2021-11-08,"CASE SNOW MANAGEMENT, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
WENSAN LLC,LLC,Active,2379381,2022-03-31,81 Seemans Ln,Milford,United States,06460,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2021-12-13 00:06:46.1300000,wendysvillarosa@gmail.com,Connecticut,,,UNIT 40,,,wendysvillarosa@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
The Housatonic Tree Co LLC,LLC,Active,2379387,2022-03-31,28 Woodruff Lane,West Cornall,United States,06796,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Logging (113310),2021-12-13 00:06:46.1300000,winssern@gmail.com,Connecticut,,,,,,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,
"TECHNICOLOR CREATIVE SERVICES USA, INC.",Stock,Active,2379385,2022-11-08,8921 LINDBLADE STREET,CULVER CITY,US,90232,CA,Foreign,US,2021-11-08,DE,False,False,False,False,False,,2021-12-13 00:06:46.2100000,,,,,,2021-11-08,"TECHNICOLOR CREATIVE SERVICES USA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
Holistic Wellness Counseling LLC,LLC,Active,2379388,2022-03-31,950 Farmington Ave,New Britain,United States,06053-1360,CT,Domestic,United States,2021-11-08,Connecticut,True,False,False,False,True,Offices of Mental Health Practitioners (except Physicians) (621330),2021-12-13 00:06:46.1166667,holisticwellnesscounseling1@gmail.com,Connecticut,,,C16,,,arieltrudell@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
SARAND BACKLANDS LLC,LLC,Active,2379392,2022-03-31,"641 LEXINGTON AVENUE, 26TH FL.",NEW YORK,UNITED STATES,10022,NY,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,531390,2021-12-13 00:06:46.1166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph Empire LLC,LLC,Active,2379400,2022-03-31,139 Hollister Street,Stratford,United States,06615,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-12-13 00:06:46.1466667,pralph1985@gmail.com,Connecticut,,,2nd Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNC Enterprises LLC,LLC,Active,2379405,2022-03-31,31 Rolocut Rd,Broad Brook,United States,06016-9683,CT,Domestic,United States,2021-11-08,Connecticut,True,False,True,False,True,Residential Remodelers (236118),2021-12-13 00:06:46.1766667,tanred891@hotmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLO'S LLC,LLC,Active,2379412,2022-03-31,417 Mather St,Hamden,United States,06514-3170,CT,Domestic,United States,2021-11-08,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2021-12-13 00:06:46.2100000,crooklyntone@yahoo.com,Connecticut,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadi's Haulage Limited Liability Company,LLC,Active,2379423,2022-03-31,61 Elm Ct,Bridgeport,United States,06606-3715,CT,Domestic,United States,2021-11-08,Connecticut,False,False,True,False,False,Other Support Activities for Road Transportation (488490),2021-12-13 00:06:46.2100000,kadihaulage7@gmail.com,Connecticut,,,,,,keliamorgan36@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
"REZILIENT OLH, PA P.C.",Stock,Active,2379414,2022-11-08,"317 6TH AVENUE, STE. 400",DES MOINES,UNITED STATES,55309,IA,Foreign,,2021-11-08,FL,False,False,False,False,False,,2021-12-13 00:06:46.1166667,,,,,,2021-11-05,"REZILIENT OLH, PA",,,,,,,,,,,,,,,,,,,,,,,,,
"KISSEN BROOK, LLC",LLC,Active,2379419,2022-03-31,158 Deer Hill Ave,Danbury,United States,06810,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:46.1300000,nmarcus@cohenandwolf.com,Connecticut,,,,,,pdrucker@cohenandwolf.com,,,,,,,,,,,,,,,,,,,,,,,,
Hu Consultants Limited Liability Company,LLC,Active,2379421,2022-03-31,6 Wickhams Fancy,Collinsville,United States,06019-3220,CT,Domestic,United States,2021-11-08,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),2021-12-13 00:06:46.2100000,hupuhong@hotmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impetum Industries LLC,LLC,Active,2379447,2022-03-31,174 Comstock Trl,East Hampton,United States,06424-2307,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Other Specialized Design Services (541490),2021-12-13 00:06:46.1933333,dbochan@impetumindustries.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIANGLE LEADERSHIP LLC,LLC,Active,2379426,2022-03-31,680 WEST MAIN STREET,NORWICH,United States,06360,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2021-12-13 00:06:46.1300000,contact@iselaccounting.com,Connecticut,,,,,,contact@iselaccounting.com,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Automation LLC,LLC,Active,2379458,2022-03-31,190 Charles St,Stratford,United States,06615,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.1466667,advancedautomation190@yahoo.com,Connecticut,,,,,,americanadvancedautomationllc@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
"MELIA ASSOCIATES, LLC",LLC,Active,2379427,2022-03-31,43 Thomas St,East Hartford,United States,06108,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers (423730),2021-12-13 00:06:46.1000000,tpmelia@tfmelia.com,Connecticut,,,,,,cphelps@hgesq.com,,,,,,,,,,,,,,,,,,,,,,,,
JRT LOGISTICS LLC,LLC,Active,2379442,2022-03-31,85 Albert St,Torrington,United States,06790-6459,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2021-12-13 00:06:46.1466667,jrivas1228.jr@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carbon Health Medical Group of Florida, P.A. Professional Corporation",Stock,Rejected,2379450,,"300 California Street, 7th Floor",San Francisco,United States,94104,CA,Foreign,,2021-11-08,FLORIDA,False,False,False,False,False,,2021-12-13 00:06:46.1466667,legal@carbonhealth.com,FLORIDA,,,7TH FLOOR,2021-11-08,"Carbon Health Medical Group of Florida, P.A.",,,,,,,,,,,,,,,,,,,,,,,,,
"Olorin Ventures, LLC",LLC,Active,2379454,2022-03-31,40 Lake Drive,Oakdale,United States,06370,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Computer Systems Design Services (541512),2021-12-13 00:06:46.1466667,joshwhill@outlook.com,Connecticut,,,,,,rbaribeault@sswbgg.com,,,,,,,,,,,,,,,,,,,,,,,,
"PROTEIN EVOLUTION, INC.",Stock,Active,2379452,2022-11-08,530 OLD WHITFIELD ST.,GUILFORD,UNITED STATES,06437,CT,Foreign,,2021-11-08,DE,False,False,False,False,False,,2021-12-13 00:06:46.1466667,,,,,,2021-08-01,"PROTEIN EVOLUTION, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
JP Logistics & Messenger SCVS LLC,LLC,Active,2379464,2022-03-31,380-120 Hitchcock Rd,Waterbury,United States,06705,CT,Domestic,United States,2021-11-08,Connecticut,True,False,False,False,False,,2021-12-13 00:06:46.1766667,jacpak217@gmail.com,Connecticut,,,,,,jacpak217@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
RUSSELL SPEEDERS CAR WASH OF SOUTHINGTON LLC,LLC,Active,2379500,2022-03-31,312 Queen St,Southington,United States,06489-1900,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Car Washes (811192),2021-12-13 00:06:46.1466667,corporateparalegals@koleyjessen.com,Connecticut,,,,,,corporateparalegals@koleyjessen.com,,,,,,,,,,,,,,,,,,,,,,,,
Delish Gourmet Goodies & Gifts LLC,LLC,Active,2379505,2022-03-31,49 Fresh Meadow Rd,West Haven,United States,06516-1436,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.1466667,documents@directincorp.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smile Staffing Agency LLC,LLC,Rejected,2379470,,58 Greenlawn Dr,Fairfield,United States,06825-3333,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Temporary Help Services (561320),2021-12-13 00:06:46.1933333,mokeeffe@smilestaffing.net,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaker Hill Clinical Therapy LLC,LLC,Active,2379474,2022-03-31,258 Bloomingdale Rd,Quaker Hill,United States,06375-1306,CT,Domestic,United States,2021-11-08,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-12-13 00:06:46.1933333,ebolandlcsw@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Village Condominium, Inc.",Non-Stock,Active,2379467,2022-11-14,44 Garden Street Unit 12,Farmington,United States,06032,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",2021-12-13 00:06:46.1600000,joe.kalinosky@willistowerswatson.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,2021-11-12,,,,,,,,
"SELF STORAGE SHELTER SOUTH, LLC",LLC,Active,2379487,2022-03-31,158 Deer Hill Ave,Danbury,United States,06810,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,General Warehousing and Storage (493110),2021-12-13 00:06:46.1600000,nmarcus@cohenandwolf.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Better Inspect, LLC",LLC,Active,2379468,2022-03-31,175 Greenwich St,New York,United States,10007,NY,Foreign,,2021-11-08,DELAWARE,False,False,False,False,False,,2021-12-13 00:06:46.1466667,agent@bizfilings.com,DELAWARE,,,57th Floor,2021-11-08,"Better Inspect, LLC",,"108 W 13th St, Wilmington, DE, 19801-1145, United States",108 W 13th St,Wilmington,DE,19801-1145,United States,"108 W 13th St, Wilmington, DE, 19801-1145, United States",108 W 13th St,Wilmington,DE,19801-1145,United States,,,,,,,,,,,,
D & E CLEANING SERVICES LLC,LLC,Active,2379469,2022-03-31,77 WALNUT ST,NAUGATUCK,United States,06770,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Janitorial Services (561720),2021-12-13 00:06:46.2100000,oneoakagency@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mocha Alpha LLC,LLC,Active,2379509,2022-03-31,77 Maler Ave,Shelton,United States,06484-5925,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.0833333,paulak@eco-tax.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ CONSTRUCTION LLC,LLC,Active,2379479,2022-03-31,20 School House Rd,Old Saybrook,United States,06475-4029,CT,Domestic,United States,2021-11-08,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2021-12-13 00:06:46.2100000,jcruz@insclients.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Disability & Injury Exam Specialists, Inc Professional Corporation",Stock,Active,2379483,2022-02-06,,,,,,Domestic,United States,2021-11-08,Connecticut,True,False,True,True,False,,2021-12-13 00:06:46.2100000,injuryexams@gmail.com,Connecticut,First report due,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304 FEDERAL ROAD #319 LLC,LLC,Active,2379482,2022-03-31,304 FEDERAL ROAD,BROOKFIELD,United States,06804,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-12-13 00:06:46.1600000,jim@weinbergpc.com,Connecticut,,,#319,,,jim@weinbergpc.com,,,,,,,,,,,,,,,,,,,,,,,,
CharTer Consulting LLC,LLC,Active,2379488,2022-03-31,192 Quaker Ln N,West Hartford,United States,06119-1149,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-12-13 00:06:46.1933333,charles.terry.terranova@gmail.com,Connecticut,,,,,,dganns@kaizen-cpa.com,,,,,,,,,,,,,,,,,,,,,,,,
"Kauff6 Realty, LLC",LLC,Active,2379514,2022-03-31,30 Wild Duck Rd,Wilton,United States,06897-2827,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:46.2100000,pkauff6@gmail.com,Connecticut,,,,,,swight@goldmangruderwoods.com,,,,,,,,,,,,,,,,,,,,,,,,
"Bev Sand Dollar, LLC",LLC,Active,2379516,2022-03-31,85 Laurel Hill Dr,Woodstock Valley,United States,06282-2518,CT,Domestic,United States,2021-11-08,Connecticut,True,False,False,False,False,,2021-12-13 00:06:46.2100000,med11bbh5@charter.net,Connecticut,,,,,,tom@benneche.com,,,,,,,,,,,,,,,,,,,,,,,,
3d print your dreams LLC,LLC,Active,2379513,2022-03-31,2389 Main St. STE 100,Glastonbury,United States,06033,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.2100000,eastern@northwestregisteredagent.com,Connecticut,,,,,,ne@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,
Cole's automotive repair LLC,LLC,Active,2379518,2022-03-31,936 MAIN ST,WINSTED,United States,06098,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.1600000,eastern@northwestregisteredagent.com,Connecticut,,,APT 7,,,ne@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,
928 Hancock LLC,LLC,Active,2379528,2022-03-31,670 Myrtle Ave,Brooklyn,United States,11205-3923,NY,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:46.1766667,jgold858@gmail.com,Connecticut,,,Suite 6189,,,menachem@sandman.law,,,,,,,,,,,,,,,,,,,,,,,,
Ragged Mountain Woodworks LLC,LLC,Active,2379538,2022-03-31,193 Burton St,Bristol,United States,06010-4810,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2021-12-13 00:06:46.2100000,raggedmountainwoodworks@gmail.com,Connecticut,,,,,,raggedmountainwoodworks@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
"39 HOP BROOK ROAD, LLC",LLC,Active,2379540,2022-03-31,95 Deer Hill Ave,Danbury,United States,06810-7904,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:46.0833333,echavarria11@gmail.com,Connecticut,,,,,,pdrucker@cohenandwolf.com,,,,,,,,,,,,,,,,,,,,,,,,
Cross Island Field Services Inc.,Stock,Active,2379545,2022-11-08,1389 Hempstead Tpke,Elmont,United States,11003-2546,NY,Foreign,,2021-11-08,NEW YORK,False,False,False,False,False,Residential Property Managers (531311),2021-12-13 00:06:46.0833333,mark@crossislandfs.com,NEW YORK,,,,2021-11-09,Cross Island Field Services,,,,,,,,,,,,,,,,,,,,,,,,,
ICH Clark Street LLC,LLC,Active,2379546,2022-03-31,515 W 36th St,New York,United States,10018-1245,NY,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:46.1766667,bryan.a.kam@gmail.com,Connecticut,,,Apt PH3B,,,menachem@sandman.law,,,,,,,,,,,,,,,,,,,,,,,,
"JMX 112 Prospect St, LLC",LLC,Active,2379553,2022-03-31,23 Strawberry Patch Ln,Stamford,United States,06902-2561,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:46.2100000,info@jmxrealtygroup.com,Connecticut,,,,,,jonathan@jmxrealtygroup.com,,,,,,,,,,,,,,,,,,,,,,,,
"PONTO CERTO SUPERMARKET III, LLC",LLC,Active,2379558,2022-03-31,171 CHURCH STREET,NAUGATUCK,United States,06770,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Meat Markets (445210),2021-12-13 00:06:46.1766667,josimarbrandao496@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN & YUN INTERNATIONAL TRADING INC.,Stock,Active,2379565,2022-02-06,,,,,,Domestic,United States,2021-11-08,Connecticut,False,False,True,False,False,,2021-12-13 00:06:46.1466667,muicpa@gmail.com,Connecticut,First report due,10000.0,,,,muicpa@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
MGC Contractors Inc.,Stock,Active,2379564,2022-11-08,4110 E Elwood St,Phoenix,United States,85040-1922,AZ,Foreign,,2021-11-08,ARIZONA,False,False,False,False,False,Water and Sewer Line and Related Structures Construction (237110),2021-12-13 00:06:46.0833333,dmiller@mgccontractors.com,ARIZONA,,,,2021-11-15,MGC Contractors,,,,,,,,,,,,,,,,,,,,,,,,,
De Aguiar Services LLC,LLC,Rejected,2379569,,85 Franklin Ave,Hartford,United States,06114-1032,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2021-12-13 00:06:46.0833333,usaconnection2017@gmail.com,Connecticut,,,2# N,,,usaconnection2017@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Village Apartments LLC,LLC,Rejected,2379581,,2350,Mystic,United States,06355,CT,Domestic,United States,2021-11-08,Connecticut,True,True,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:46.1466667,malerbakaer@gmail.com,Connecticut,,,Office,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug Doctor Pest Control LLC,LLC,Active,2379600,2022-03-31,134 Keeler Ave,Bridgeport,United States,06606-3504,CT,Domestic,United States,2021-11-08,Connecticut,False,False,True,False,False,Exterminating and Pest Control Services (561710),2021-12-13 00:06:46.1466667,asapcontractingbpt@aol.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cortese Electric LLC,LLC,Active,2379584,2022-03-31,89 White Road,Meriden,United States,06450,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),2021-12-13 00:06:46.1000000,macortese42@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARLOS MASON & LANDSCAPING SERVICES LLC,LLC,Active,2379589,2022-03-31,12 Lowndes Ave,Norwalk,United States,06854-3700,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-12-13 00:06:46.2100000,floreskaty0218@gmail.com,Connecticut,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Moon Behavioral Health and Wellness PLLC,LLC,Active,2379595,2022-03-31,101 Kenyon St,Hartford,United States,06105,CT,Domestic,United States,2021-11-08,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-12-13 00:06:46.0833333,jessica.bolandlmft@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaitanium LLC,LLC,Active,2379601,2022-03-31,784 E Main St,Meriden,United States,06450-6007,CT,Domestic,United States,2021-11-08,Connecticut,False,False,True,False,False,Limited-Service Restaurants (722513),2021-12-13 00:06:46.1600000,supagan1967@gmail.com,Connecticut,,,,,,thaitanicct@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
J & K NAILS SPA LLC,LLC,Active,2379613,2022-03-31,167 CAMPBELL AVE  1FL,WEST HAVEN,United States,06516,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Beauty Salons (812112),2021-12-13 00:06:46.1166667,olguitac02@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
membersonlycbd Limited Liability Company,LLC,Active,2379630,2022-03-31,428 New Britain Ave,Hartford,United States,06106-3832,CT,Domestic,United States,2021-11-08,Connecticut,False,False,True,False,False,,2021-12-13 00:06:46.2100000,jaquelmlindsey@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AUNRAELI, LLC",LLC,Active,2379635,2022-03-31,5 Oakwood St,Enfield,United States,06082-2716,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.1466667,briannalbritton23@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schmidt Insurance Services, LLC",LLC,Active,2379632,2022-03-31,80 Norwich New London Tpke,Uncasville,United States,06382,CT,Foreign,,2021-11-08,DELAWARE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-12-13 00:06:46.2100000,eric@fflnortheast.com,DELAWARE,,,Suite 2L,2021-11-12,"Schmidt Insurance Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
De Aguiar Services LLC,LLC,Active,2379636,2022-03-31,85 Franklin Ave,Hartford,United States,06114-1032,CT,Domestic,United States,2021-11-08,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2021-12-13 00:06:46.2100000,usaconnection2017@gmail.com,Connecticut,,,2#N,,,usaconnection2017@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
