name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,sub_status,dissolution_date,total_authorized_shares,billing_unit,reason_for_administrative,mailing_address,category_survey_email_address,office_jurisdiction_3
"HOMECOURT EQUIPMENT, LLC",LLC,Active,1391313,2022-03-31,38 RIVERSIDE DR,BALTIC,,06330,CT,,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:38.3166667,,,,,,,,,,,,,,,,,,,,,,,,
THREE SHORT FILMS INC,Stock,Active,1390766,2022-09-02,2389 Main St. STE 100,Glastonbury,United States,06033,CT,EASTERN@REGISTEREDAGENTSINC.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:05:17.0800000,,,,,,,,,,,,,,,,2021-05-05,,,1000.0,,,,,
AUTOTRENZ LLC,LLC,Active,1390755,2022-03-31,400 BURR ST. UNIT 4,NEW HAVEN,United States,06512,CT,STALLINGS2250@ICLOUD.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Passenger Car Rental (532111),2021-11-10 00:05:40.2866667,,,,,,,,,,,,,,,,,,,,,,,,
FARMINGTON POLICE FOP INC.,Non-Stock,Active,1392473,2021-08-03,No information provided,,,,,,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Civic and Social Organizations (813410),2021-11-10 00:05:20.4700000,,,,,,,,,,,,,,,,,First report past due,,,,,,,
MOBILE MEDICAL SERVICES CONNECTICUT PC,Stock,Active,1390690,2022-10-15,60 East 66th Street,New York,United States,10065,NY,AGENT@MYCOMPANYWORKS.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",2021-11-10 00:05:27.6100000,,,,,,,,,,,,,,,,2021-05-05,,,1000.0,Unit 1A,,,,
IKT GOLD LLC,LLC,Active,1390687,2022-03-31,69-23 INGRAM ST,FOREST HILLS,United States,11375,NY,MOSHE@INDIAKOSHERTRAVEL.COM,Domestic,2021-05-05,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:41.0400000,,,,,,,,,,,,,,,,,,,,,,,,
"40 RIVER ROAD REALTY, LLC",LLC,Active,1390640,2022-03-31,40 RIVER ROAD,PLEASANT VALLEY,United States,06063,CT,KMES48@AOL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:05:29.4866667,,,,,,,,,,,,,,,,,,,,,,,,
MANWARING FED TENANT LLC,LLC,Active,1390699,2022-03-31,762 FELL ST,SAN FRANCISCO,United States,94117,CA,MAXEPATINKIN@GMAIL.COM,Domestic,2021-05-05,CA,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:48.9166667,,,,,,,,,,,,,,,,,,,,,,,,
"SMALL MART PRODUCTIONS ""LLC""",LLC,Active,1390764,2022-03-31,"13 ROGERS ST, APT F APT F",BRANFORD,United States,06405,CT,LOBPRODUCTIONS2@YAHOO.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:30.8300000,,,,,,,,,,,,,,,,,,,,,,,,
"PINCKNEY ASSOCIATES, LLC",LLC,Active,1390740,2022-03-31,968 LEETES ISLAND ROAD,GUILFORD,United States,06437,CT,SCOTT.PINCKNEY@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),2021-11-10 00:05:23.1566667,,,,,,,,,,,,,,,,,,,,,,,,
ROGERS TRUCKING AND HAULING LLC,LLC,Active,1390688,2022-03-31,222 POST ROAD SECOND FLOOR,FAIRFIELD,United States,06824,CT,ROGERSREGINALD26@YAHOO.COM,Domestic,2021-05-05,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:05:45.5866667,,,,,,,,,,,,,,,,,,,,,,,,
REMARCABLE L.L.C.,LLC,Active,1390695,2022-03-31,1001 OLD COLONY RD APT 7-11,MERIDEN,United States,06451,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),2021-11-10 00:05:09.9066667,,,,,,,,,,,,,,,,,,,,,,,,
ODDBALL NEWT LLC,LLC,Active,1392475,2022-03-31,40 OLCOTT ST APT 210,MANCHESTER,,06040,CT,ODDBALLNEWTEVENTS@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",2021-11-10 00:05:21.6733333,,,,,,,,,,,,,,,,,,,,,,,,
JOFFRE ANDERSON PAINTING LLC,LLC,Active,1390762,2022-03-31,2006 MAIN ST,BRIDGEPORT,United States,06604,CT,TAXCNTERCT@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:05:11.9533333,,,,,,,,,,,,,,,,,,,,,,,,
"HONEY RYDER, LLC",LLC,Active,1390700,2022-03-31,731 SMITH RIDGE ROAD,NEW CANAAN,United States,06840,CT,INFO@AILCORP.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:21.7800000,,,,,,,,,,,,,,,,,,,,,,,,
GREEN OWL LLC,LLC,Active,1390775,2022-03-31,28 MILES PLACE,MERIDEN,United States,,CT,ANDREW.C.COOKE@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:10.5600000,,,,,,,,,,,,,,,,,,,,,,,,
CWC CARPENTRY LLC,LLC,Active,1390693,2022-03-31,143 WESTVILLE AVE EXT,DANBURY,United States,06810,CT,GENERALHELPCT@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2021-11-10 00:05:19.2200000,,,,,,,,,,,,,,,,,,,,,,,,
MR PEREZ INVESTMENTS LLC,LLC,Active,1390697,2022-03-31,36 TEXAS AVE,BRIDGEPORT,United States,06610,CT,MRPEREZINVESTMENTSLLC@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,True,False,False,Portfolio Management (523920),2021-11-10 00:05:13.3133333,,,,,,,,,,,,,,,,,,,,,,,,
"ETEMI PROPERTIES, LLC",LLC,Active,1390685,2022-03-31,139 BAYVIEW CIRCLE,WATERTOWN,United States,06795,CT,RON@ETEMILAW.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:12.6566667,,,,,,,,,,,,,,,,,,,,,,,,
"CYNTHIA ADAMS, PLLC",LLC,Active,1392672,2022-03-31,36 MAIN STREET,OLD SAYBROOK,,06475,CT,CINDYADAMS222@AOL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:05:17.6400000,,,,,,,,,,,,,,,,,,,,,,,,
"WOODTICK REAL ESTATE, LLC",LLC,Active,1390696,2022-03-31,44 HIGHLAND DRIVE,PROSPECT,United States,06712,CT,LABINOT5@LIVE.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:21.8133333,,,,,,,,,,,,,,,,,,,,,,,,
FABARELLI SERVICES LLC,LLC,Active,1390763,2022-03-31,10 OSBORNE ST APT 3,DANBURY,United States,06810,CT,MULTISERVICE@7STATECT.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Waste Management Services (562998),2021-11-10 00:05:41.6933333,,,,,,,,,,,,,,,,,,,,,,,,
FRANZ ENTERPRISES LLC,LLC,Active,1390689,2022-03-31,59 ADMIRAL STREET,NEW HAVEN,United States,06511,CT,FRANZWUBAH@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:23.8300000,,,,,,,,,,,,,,,,,,,,,,,,
"KINGS CONSULTING, LLC",LLC,Active,1390634,2022-03-31,769 BLANDING BLVD STE 1,ORANGE PARK,United States,32065,FL,ENTITY@AMERILIFE.COM,Foreign,2021-05-05,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-11-10 00:05:19.1566667,2021-05-05,"KINGS CONSULTING, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,,,,,
RAZEK 4TH LAKE COTTAGES LLC,LLC,Active,1390638,2022-03-31,826 MAPLE HILL RD,NAUGATUCK,United States,06770,CT,TARIK@ATCOMMLLC.NET,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:17.0633333,,,,,,,,,,,,,,,,,,,,,,,,
RFX FINANCIAL LLC,LLC,Active,1390774,2022-03-31,1160 WEST RIVER STREET,MILFORD,United States,06461,CT,RAYSONORTEGA9@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:05:16.9700000,,,,,,,,,,,,,,,,,,,,,,,,
ANTHONY SCIRE COACHING LLC,LLC,Active,1390773,2022-03-31,10 EAST HILLS DRIVE,NEW CANAAN,United States,06840,CT,ASCIRECOACH@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:05:12.5466667,,,,,,,,,,,,,,,,,,,,,,,,
"HIGHER LEARNING COLLEGE OF THEOLOGY, INC.",Non-Stock,Active,1390744,2021-08-03,No information provided,,,,,EMAILJOICE@YAHOO.COM,Domestic,2021-05-05,CT,Connecticut,True,False,True,False,False,"Colleges, Universities, and Professional Schools (611310)",2021-11-10 00:05:23.2366667,,,,,,,,,,,,,,,,,First report past due,,,,,,,
R&B NEWFIELD LLC,LLC,Active,1390633,2022-03-31,41 OVERBROOK DRIVE,STAMFORD,United States,,CT,BMACD2000@HOTMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:21.1100000,,,,,,,,,,,,,,,,,,,,,,,,
"BLEND LABS, INC.",Stock,Active,1390630,2022-05-05,415 KEARNY ST,SAN FRANCISCO,,94108,CA,,Foreign,2021-05-05,DE,DE,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:05:29.4866667,2021-05-05,"BLEND LABS, INC.",,,,,,,,,,,,,,,,,,,,,,
"UATP MANAGEMENT, LLC",LLC,Active,1390694,2022-03-31,"2350 AIRPORT FREEWAY, SUITE 505",BEDFORD,United States,76022,TX,SPOLOZOLA@URBANAIRPARKS.COM,Foreign,2021-05-05,TX,TX,False,False,False,False,False,Amusement and Theme Parks (713110),2021-11-10 00:05:33.3300000,2021-04-19,"UATP MANAGEMENT, LLC",United States,"2350 AIRPORT FREEWAY, SUITE 505, BEDFORD, TX, 76022, United States","2350 AIRPORT FREEWAY, SUITE 505",BEDFORD,TX,76022,United States,"2350 AIRPORT FREEWAY, SUITE 505, BEDFORD, TX, 76022, United States","2350 AIRPORT FREEWAY, SUITE 505",BEDFORD,TX,76022,United States,,,,,,,,,
MARTINS WASH & GLOW DETAILING LLC,LLC,Active,1390698,2022-03-31,137 POND STREET,BRIDGEPORT,United States,06606,CT,LADEN36@AOL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Car Washes (811192),2021-11-10 00:05:30.1733333,,,,,,,,,,,,,,,,,,,,,,,,
"GOOD LIFE GRACE, LLC",LLC,Active,1392135,2022-03-31,90 SKIPPER ST,NEW BRITAIN,,06053,CT,GOODLIFEGRACE7@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:05:28.9233333,,,,,,,,,,,,,,,,,,,,,,,,
AP CONSTRUCTION LLC,LLC,Active,1390741,2022-03-31,148 MATHEWSON ST CONDO 306,JEWETT CITY,United States,06351,CT,ANDY.PAPPAGALLO@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,New Housing For-Sale Builders (236117),2021-11-10 00:05:26.7200000,,,,,,,,,,,,,,,,,,,,,,,,
WL PARTNERS LLC,LLC,Active,1390742,2022-03-31,7 MELROSE DRIVE,FARMINGTON,United States,06032,CT,TURNKEYSENIORLIVING@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,True,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:05:24.5333333,,,,,,,,,,,,,,,,,,,,,,,,
8 VERNON LLC,LLC,Active,1390632,2022-03-31,30 QUOGUE STREET,NEW YORK,,11959-1416,NY,JKJ@MCAPFUNDS.COM,Foreign,2021-05-05,DE,DE,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:29.5166667,2021-04-07,8 VERNON LLC,,,,,,,,,,,,,,,,,,,,,,
VALENTIN ENTERPRISES LLC,LLC,Active,1390642,2022-03-31,156 SYLVAN AVE,WATERBURY,United States,06706,CT,VALENTIN1@OUTLOOK.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2021-11-10 00:05:37.6133333,,,,,,,,,,,,,,,,,,,,,,,,
MOONLIGHT HOLDING COMPANY,Stock,Active,1390641,2021-08-03,No information provided,,,,,MOONLIGHTHOLDING@OUTLOOK.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:05:34.0666667,,,,,,,,,,,,,,,,,First report past due,,200.0,,,,,
"O'CONNOR & DREW, P.C.",Stock,Active,1390667,2022-05-05,25 BRAINTREE HILL OFFICE PARK SUITE 102,BRAINTREE,United States,02184,MA,PBOHAN@OCD.COM,Foreign,2021-05-05,MA,MA,False,False,False,False,False,Offices of Certified Public Accountants (541211),2021-11-10 00:05:36.9566667,2021-04-30,"O'CONNOR & DREW, P.C.",United States,,,,,,,,,,,,,,,,,,,,,
THE PEARL 101 LLC,LLC,Active,1390654,2022-03-31,101 WASHINGTON STREET,NORWALK,United States,06854,CT,ABRAHAMRABADI4@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:05:34.7533333,,,,,,,,,,,,,,,,,,,,,,,,
"NORTHWEST HILLS SOLUTIONS, LLC",LLC,Active,1392645,2022-03-31,153 BRUSH HILL ROAD,LITCHFIELD,,06759-3226,CT,RYAN.SICKLES@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:05:36.1766667,,,,,,,,,,,,,,,,,,,,,,,,
PREMIER CUSTOM CONSTRUCTION LLC.,LLC,Active,1390656,2022-03-31,25 FULLER RD.,OSSINING,United States,10562,NY,PREMIER-CONSTRUCTION@HOTMAIL.COM,Foreign,2021-05-05,NY,NY,False,False,False,False,False,Other Building Finishing Contractors (238390),2021-11-10 00:05:29.4233333,2021-05-05,PREMIER CUSTOM CONSTRUCTION LLC.,United States,"25 FULLER RD., OSSINING, NY, 10562, United States",25 FULLER RD.,OSSINING,NY,10562,United States,"25 FULLER RD., OSSINING, NY, 10562, United States",25 FULLER RD.,OSSINING,NY,10562,United States,,,,,,,,,
"TIMELY JEWELRY DESIGNS, LLC",LLC,Active,1392138,2022-03-31,46 LILLIBRIDGE CT,HAMDEN,,06517,CT,RSAVITT46@YAHOO.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Jewelry and Silverware Manufacturing (339910),2021-11-10 00:05:42.3500000,,,,,,,,,,,,,,,,,,,,,,,,
COLIBRI PROPERTY MANAGEMENT AND HOME IMPROVEMENT LLC,LLC,Active,1390657,2022-03-31,12 FINLEY ST,NORWALK,United States,06850,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:05:36.9733333,,,,,,,,,,,,,,,,,,,,,,,,
THE T(EA) SPOT LLC,LLC,Active,1390668,2022-03-31,60 SUNSET AVE,MERIDEN,United States,06450,CT,VISITTHETEASPOT@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,True,False,True,False,False,All Other Specialty Food Stores (445299),2021-11-10 00:05:33.4400000,,,,,,,,,,,,,,,,,,,,,,,,
R&G SPECIALIZED SIDING LLC,LLC,Active,1390655,2022-03-31,202 MAPLEWOOD AVE 2ND,BRIDGEPORT,United States,06605,CT,JORDAOSERVICESLLC@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Siding Contractors (238170),2021-11-10 00:05:28.8600000,,,,,,,,,,,,,,,,,,,,,,,,
"JORDAN NESI, LCSW, LLC",LLC,Active,1390570,2022-03-31,"87 Whitfield Street, Floor 3",Guilford,United States,06437,CT,JNESI@JORDANNESILCSW.COM,Domestic,2021-05-05,CT,Connecticut,True,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",2021-11-10 00:05:26.6900000,,,,,,,,,,,,,,,,,,,,1,,,,
"NUTMEG SIGNS & GRAPHIC ARTS, LLC",LLC,Active,1390743,2022-03-31,114 N. CLIFTON AVE,WEST HARTFORD,United States,06107,CT,OFFICE@MICHAEL-GENOVESE.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Graphic Design Services (541430),2021-11-10 00:05:33.4100000,,,,,,,,,,,,,,,,,,,,,,,,
PABLO AUTO ROAD MOBILE SERVICE LLC,LLC,Active,1390643,2022-03-31,96 PARK ST,BRISTOL,United States,06010,CT,PABLOAUTOROADMOBILESERVICE16@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),2021-11-10 00:05:43.0400000,,,,,,,,,,,,,,,,,,,,,,,,
"HOMES AT MEADOWBROOK ASSOCIATION, INC.",Non-Stock,Active,1392647,2022-05-28,20 THRONEBROOK ROAD,WEST GRANBY,United States,06090,CT,LKIEL@MLRKLAW.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:05:31.4700000,,,,,,,,,,,,,,,,,,,,,,,,
EZE CLEANING LLC,LLC,Active,1390712,2022-03-31,46 PINE STREET,HAMDEN,United States,06514,CT,KSMD05@YAHOO.COM,Domestic,2021-05-05,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),2021-11-10 00:05:32.6266667,,,,,,,,,,,,,,,,,,,,,,,,
NEW ENGLAND TECH SUPPORT LLC,LLC,Active,1390597,2022-03-31,79 INTERSTATE PARK DRIVE 8 UNIT,SOUTHINGTON,United States,06489,CT,SHANNONRUMBLE10@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Other Computer Related Services (541519),2021-11-10 00:05:32.6433333,,,,,,,,,,,,,,,,,,,,,,,,
PICTURE PERFECT PAINTING LLC,LLC,Active,1390598,2022-03-31,3 BUCKLEY LN,PROSPECT,United States,06712,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2021-11-10 00:05:31.4866667,,,,,,,,,,,,,,,,,,,,,,,,
LEY CONSULTING SERVICES LLC,LLC,Active,1390716,2022-03-31,84 DUNDEE DR,CHESHIRE,United States,06410,CT,LEYCONSULTINGCT@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Other Accounting Services (541219),2021-11-10 00:05:32.0333333,,,,,,,,,,,,,,,,,,,,,,,,
"MK 111 MAIN PROPERTY, LLC",LLC,Active,1390590,2022-03-31,64 GRAY AVENUE,GREENWICH,United States,12834,NY,KINSELLA55@ICLOUD.COM,Foreign,2021-05-05,NY,NY,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:36.0666667,2021-05-07,"MK 111 MAIN PROPERTY, LLC",United States,"64 GRAY AVENUE, GREENWICH, NY, 12834, United States",64 GRAY AVENUE,GREENWICH,NY,12834,United States,"64 GRAY AVENUE, GREENWICH, NY, 12834, United States",64 GRAY AVENUE,GREENWICH,NY,12834,United States,,,,,,,,,
SMART BILLING SOLUTIONS LLC,LLC,Active,1390713,2022-03-31,ONE RESERVOIR CORPORATE CENTRE 4 RESEARCH DR. SUITE 402,SHELTON,United States,06484,CT,YOUNISYAQUB9@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,All Other Health and Personal Care Stores (446199),2021-11-10 00:05:44.3066667,,,,,,,,,,,,,,,,,,,,,,,,
K APPARELS LLC,LLC,Active,1390553,2022-03-31,512 MAIN STREET,PORTLAND,United States,06480,CT,LAURIN@SOUTHBEACHSWIMSUITS.COM,Domestic,2021-05-05,CT,Connecticut,True,False,False,False,False,Women's Clothing Stores (448120),2021-11-10 00:05:39.6933333,,,,,,,,,,,,,,,,,,,,,,,,
SEERRE LLC,LLC,Active,1390589,2022-03-31,40 ASHLEY ST,HARTFORD,United States,06105,CT,MB158127@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),2021-11-10 00:05:41.0400000,,,,,,,,,,,,,,,,,,,,,,,,
LEE INDUSTRIES LLC,LLC,Active,1390596,2022-03-31,18 MALLORY STREET APT 3,DANBURY,United States,06810-5410,CT,ERIKSTILLWELL321@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:05:44.9300000,,,,,,,,,,,,,,,,,,,,,,,,
THE PURPLE PATTY EXPERIENCE LLC,LLC,Active,1390715,2022-03-31,317 WEST AVE #113197,STAMFORD,,06911,CT,PATRICHOLL2@AOL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:05:40.3333333,,,,,,,,,,,,,,,,,,,,,,,,
STORMERS15 MEDIA GROUP LLC,LLC,Active,1390702,2022-03-31,1190 HIGH ROAD,BERLIN,United States,06037,CT,TROCHE2315@GMAI.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),2021-11-10 00:05:50.1033333,,,,,,,,,,,,,,,,,,,,,,,,
"PRO NEW ENGLAND, LLC",LLC,Active,1392456,2022-03-31,1175 FARMINGTON AVENUE,BRISTOL,,06010,CT,TYLERCOOPER38@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Other Services to Buildings and Dwellings (561790),2021-11-10 00:05:37.6900000,,,,,,,,,,,,,,,,,,,,,,,,
KAY BEAUTY SPA LLC,LLC,Active,1390701,2022-03-31,346 BIRDSEYE ST,STRATFORD,United States,06615,CT,KAYBEAUTYSPA@JAMESLEGEND.COM,Domestic,2021-05-05,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),2021-11-10 00:05:39.6933333,,,,,,,,,,,,,,,,,,,,,,,,
HTC EXCAVATION LLC,LLC,Active,1390620,2022-03-31,43 BEARD DRIVE,NEW MILFORD,United States,06776,CT,HTC.EXCAVATION@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Site Preparation Contractors (238910),2021-11-10 00:05:41.6166667,,,,,,,,,,,,,,,,,,,,,,,,
"SW MANAGING MEMBER, LLC",LLC,Active,1390591,2022-03-31,1256 MAIN STREET,WALTHAM,United States,02451,MA,DSPEROUNIS@DAKOTAPARTNERS.NET,Domestic,2021-05-05,MA,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:37.7066667,,,,,,,,,,,,,,,,,,,,,,,,
SKY NET LLC,LLC,Active,1390599,2022-03-31,15 DAGMAR PL,STAMFORD,United States,06905,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",2021-11-10 00:05:48.2766667,,,,,,,,,,,,,,,,,,,,,,,,
BG DISPATCHING & COURIER SERVICES LLC,LLC,Active,1390561,2022-03-31,"45 JEFFERSON ROAD, UNIT 2-4",BRANFORD,,06405,CT,BGDISPATCHER.COURIER@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:39.0200000,,,,,,,,,,,,,,,,,,,,,,,,
M&M 58 VILLAGE LANE LLC,LLC,Active,1390758,2022-03-31,235 PARK STREET,STATEN ISLAND,United States,10306,NY,JMARTELLO35@GMAIL.COM,Domestic,2021-05-05,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:47.6333333,,,,,,,,,,,,,,,,,,,,,,,,
NEVERSCRAPE LLC,LLC,Active,1390714,2022-03-31,82 CROWN ST,NEW HAVEN,United States,06510,CT,HELLO@NEVERSCRAPE.COM,Domestic,2021-05-05,CT,Connecticut,False,False,True,False,False,Automotive Parts and Accessories Stores (441310),2021-11-10 00:05:44.9300000,,,,,,,,,,,,,,,,,,,,,,,,
URBAN TREE SOLUTIONS LLC,LLC,Active,1390558,2022-03-31,12 ACORN DR.,STAFFORD SPRINGS,,06076,CT,URBANTREESOLUTIONSLLC@YAHOO.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:44.2433333,,,,,,,,,,,,,,,,,,,,,,,,
THAYER LLC,LLC,Active,1390703,2022-03-31,556 OLD STAFFORD RD,TOLLAND,United States,06084,CT,MHAMPTON4351@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:05:37.0500000,,,,,,,,,,,,,,,,,,,,,,,,
DONE RIGHT JUST HERE LLC,LLC,Active,1391120,2022-03-31,31 STEEPLE VIEW DR.,ELLINGTON,United States,06029,CT,ANGELLABOYEMAIL@GMAIL.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Roofing Contractors (238160),2021-11-10 00:05:38.2533333,,,,,,,,,,,,,,,,,,,,,,,,
518 GEORGE STREET LLC,LLC,Active,1390704,2022-03-31,102 EDGEWOOD AVENUE #00,NEW HAVEN,United States,06511,CT,MATT@DWIGHT-REALESTATE.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:03:28.6000000,,,,,,,,,,,,,,,,,,,,,,,,
THE METABOLIC CONNECTION LLC,LLC,Active,1390621,2022-03-31,"123 WATER STREET, APT. 406",NORWALK,United States,06854,CT,SZYDN@YAHOO.COM,Domestic,2021-05-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:22.9433333,,,,,,,,,,,,,,,,,,,,,,,,
