name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,billingcountry,reason_for_administrative,total_authorized_shares,sub_status,category_survey_email_address,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,naics_sub_code,dissolution_date,billing_unit,date_of_organization_meeting
GWB LLC,LLC,Active,1317851,2020-03-31,17 WESTVIEW ROAD,BEACON FALLS,06403-1280,CT,,Domestic,2019-08-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.1833333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"KHALID WESLEY, LLC.",LLC,Active,1317856,2020-03-31,436 EAST 4TH ST PH,MT. VERNON,10553,NY,,Domestic,2019-08-06,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.1833333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
NIANTIC AIRE LLC,LLC,Active,1317866,2022-03-31,6 LIBERTY WAY UNIT C,NIANTIC,06357,CT,Cmalbit@icloud.com,Domestic,2019-08-06,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:10:26.2300000,United States,,,,,,,,,,,,,,,,,,,,,,,
MIGHTY POWERFUL MEALS LLC,LLC,Active,1309810,2020-03-31,345 BUCKLAND HILLS DR APT 12-222,MANCHESTER,06042,CT,MIGHTYPOWERFULMEALS@GMAIL.COM,Domestic,2019-08-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.8566667,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"RESCUE CLONE, LLC",LLC,Dissolved,1317551,2020-03-31,848 BURLINGTON AVE.,BRISTOL,06010,CT,LOHRAARON@GMAIL.COM,Domestic,2019-08-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:08.8833333,United States,,,,,,,,,,,,,,,,,,,,,2020-10-28T00:00:00.000,,
"HYDROSILOS, INC.",Stock,Dissolved,1317531,2021-08-06,No information provided,,,,KERRY.WILLIAMSON@FTG-LLC.COM,Domestic,2019-08-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:21.5433333,,,1000.0,,,,,,,,,,,,,,,,,,,2020-08-20T00:00:00.000,,
SAGEPOINT SERVICES LLC,LLC,Dissolved,1317529,2020-03-31,4 LITTLE COVE LANE,OLD GREENWICH,06870,CT,EFILE1234@INCFILE.COM,Domestic,2019-08-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:28.3100000,United States,,,,,,,,,,,,,,,,,,,,,2020-03-16T00:00:00.000,,
IRONCLAD INVESTIGATIONS LLC,LLC,Dissolved,1317823,2020-03-31,711 WEST HILL ROAD,NEW HARTFORD,06057,CT,,Domestic,2019-08-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:42.7500000,,,,,,,,,,,,,,,,,,,,,,2019-10-07T00:00:00.000,,
NEW ENGLAND CUSTOM CRAFTSMEN LLC,LLC,Dissolved,1317604,2020-03-31,84 OLD CRANSTON RD,STERLING,06377,CT,NECUSTOMCRAFTSMEN@GMAIL.COM,Domestic,2019-08-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:36.3300000,United States,,,,,,,,,,,,,,,,,,,,,2020-03-12T00:00:00.000,,
"FLAGG RV CONNECTICUT, LLC",LLC,Dissolved,1317524,2021-03-31,66 WEST BOYLSTON STREET,WEST BOYLSTON,01583,MA,steve@flaggrv.com,Domestic,2019-08-06,MA,Connecticut,False,False,False,False,False,Recreational Vehicle Dealers (441210),2021-11-10 00:04:40.2800000,United States,,,,,,,,,,,,,,,,,,,,,2020-04-02T00:00:00.000,,
NEUTRAL ATTIRE LLC,LLC,Dissolved,1317596,2021-03-31,815 COOKE ST,WATERBURY,06710,CT,shopneutralattire@gmail.com,Domestic,2019-08-06,CT,Connecticut,True,False,False,False,False,Women's Clothing Stores (448120),2021-11-10 00:04:48.0933333,United States,,,,,,,,,,,,,,,,,,,,,2020-04-07T00:00:00.000,,
"J & D 168, LLC",LLC,Dissolved,1317532,2020-03-31,1330 POST ROAD EAST,WESTPORT,06880,CT,FILING@ACS123.COM,Domestic,2019-08-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:21.7800000,United States,,,,,,,,,,,,,,,,,,,,,2020-07-29T00:00:00.000,,
BLUE LIGHT SOLUTIONS LLC,LLC,Dissolved,1317491,2020-03-31,22 RUSSELL ST.,NORWALK,06855,CT,ITSN8MILLER@GMAIL.COM,Domestic,2019-08-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:48.9333333,United States,,,,,,,,,,,,,,,,,,,,,2020-03-09T00:00:00.000,,
EVE'S GREAT LLC,LLC,Dissolved,1317555,2021-03-31,543 QUINNIPIAC AVE,NEW HAVEN,06513,CT,fulfillment@zenbusiness.com,Domestic,2019-08-06,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:05:21.7666667,United States,,,,,,,,,,,,,,,,,,,,,2020-05-18T00:00:00.000,,
LONG RIVER COMMERCE LLC,LLC,Dissolved,1317767,2020-03-31,75 LEONARD ST,STAMFORD,06906,CT,LONGRIVERCOMMERCELLC@GMAIL.COM,Domestic,2019-08-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:38.2700000,,,,,,,,,,,,,,,,,,,,,,2020-10-26T00:00:00.000,,
VERDE CELESTE LLC,LLC,Dissolved,1317591,2020-03-31,125 BROAD STREET SUITE 3920,NEW YORK,10004,NY,HIRSCHA@SULLCROM.COM,Domestic,2019-08-06,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:05:42.3966667,United States,,,,,,,,,,,,,,,,,,,,,2020-03-02T00:00:00.000,,
LINE-D-ZINES LLC,LLC,Dissolved,1317484,2021-03-31,"265 COLLEGE STREET, 10D","NEW HAVEN, CONNECTICUT",06510,CT,lindsaymathews264@gmail.com,Domestic,2019-08-06,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:03:55.9133333,United States,,,,,,,,,,,,,,,,,,,,,2020-04-01T00:00:00.000,,
A&S FACILITIES LLC,LLC,Active,1317574,2020-03-31,29 WEBB ST,WINDSOR LOCKS,06096,CT,DENFLORES3@GMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2600000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
MCFP LLC,LLC,Active,1317609,2020-03-31,265 OVERLOOK ROAD,NEW ROCHELLE,10804,NY,FILING@ACS123.COM,Foreign,2019-08-07,NY,NY,False,False,False,False,False,,2021-11-10 00:10:26.8566667,United States,Failure to file Annual Report,,Ready for dissolution,,2019-08-05,MCFP LLC,United States,"265 OVERLOOK ROAD, NEW ROCHELLE, NY, 10804, United States",265 OVERLOOK ROAD,NEW ROCHELLE,NY,10804,United States,"265 OVERLOOK ROAD, NEW ROCHELLE, NY, 10804, United States",265 OVERLOOK ROAD,NEW ROCHELLE,NY,10804.0,United States,,,,
FINISH GUYS LLC,LLC,Active,1317610,2020-03-31,25 COTTON BRIDGE RD,DAYVILLE,06241,CT,MPROBINSON83@GMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8566667,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"CULTURE FRESH FOODS, INC.",Stock,Active,1317614,2022-08-07,162 SPRING STREET,NAUGATUCK,06770,CT,beth@culturefreshfoods.com,Foreign,2019-08-07,DE,DE,False,False,False,False,False,"Dry, Condensed, and Evaporated Dairy Product Manufacturing (311514)",2021-11-10 00:10:26.8566667,United States,,,,,2019-08-02,"CULTURE FRESH FOODS, INC.",United States,,,,,,,,,,,,,311514.0,,,
SALTWATER ASSOCIATES LLC,LLC,Active,1317620,2022-03-31,261 NORTH RIDGE COURT,SOUTHINGTON,06489,CT,SALTWATER.ASSOCIATES2@GMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,Portfolio Management (523920),2021-11-10 00:10:26.8566667,United States,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"CAMPUS SMOOTHIES, LLC",LLC,Active,1317621,2020-03-31,30 HAWKS RIDGE DRIVE,SHELTON,06484,CT,FILING@ACS123.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
DIAMONDS TOUCH BOUTIQUE LLC,LLC,Active,1317622,2022-03-31,"700 BURNSIDE AVENUE FLOOR 1, UNIT E",EAST HARTFORD,06108,CT,diamondstouchboutique@gmail.com,Domestic,2019-08-07,CT,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,454110.0,,,
EMERALD CONTRACTING CORP,Stock,Active,1317623,2022-08-07,31 MOUNTAIN BLVD. BUILDING L,WARREN,07059,NJ,theresa@emeraldcontractingcorp.com,Foreign,2019-08-07,NJ,NJ,False,False,False,False,False,Commercial and Institutional Building Construction (236220),2021-11-10 00:10:26.9033333,United States,,,,,2019-02-04,EMERALD CONTRACTING CORP,United States,,,,,,,,,,,,,236220.0,,,
SABATO STRENGTH & CONDITIONING LLC,LLC,Active,1317624,2020-03-31,1 MULLER AVENUE UNIT 19,NORWALK,06851,CT,MIKESABATO88@GMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"DISRUPTIVE INNOVATIONS, LLC",LLC,Active,1317628,2020-03-31,172 OLD FARMS ROAD,SOUTHINGTON,06489,CT,,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
THE CHARGE GROUP LLC,LLC,Active,1317631,2020-03-31,10 INDIAN SPRING ROAD,MEDIA,19063,PA,BETHANY@THECHARGEGROUP.COM,Foreign,2019-08-07,PA,PA,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,2019-04-01,THE CHARGE GROUP LLC,United States,"2002 SPROUL ROAD SUITE 200, BROOMALL, PA, 19008, United States",2002 SPROUL ROAD SUITE 200,BROOMALL,PA,19008,United States,"2002 SPROUL ROAD SUITE 200, BROOMALL, PA, 19008, United States",2002 SPROUL ROAD SUITE 200,BROOMALL,PA,19008.0,United States,,,,
GS SOUNDS LLC,LLC,Active,1317633,2020-03-31,32 SILVER STREET,WATERBURY,,CT,GS_SOUNDS@HOTMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
46 HOUSATONIC AVE LLC,LLC,Active,1317634,2022-03-31,79 MELBA STREET,MILFORD,06460,CT,anbb@optonline.net,Domestic,2019-08-07,CT,Connecticut,True,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,531190.0,,,
WAM MASONRY LLC,LLC,Active,1317635,2020-03-31,49 OVERTON AVENUE,MILFORD,06460,CT,WAMMASONRY@HOTMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
IMPERIAL ABATEMENT LLC,LLC,Active,1317639,2020-03-31,41 MAPLE ST.,BRIDGEPORT,06608,CT,ENCOENVIRONMENTAL1@GMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
31 WETHERSFIELD AVE PROPERTY MANAGEMENT LLC,LLC,Active,1317640,2020-03-31,"31 WETHERSFIELD AVE., UNIT I",HARTFORD,06114,CT,VEGAPROPERTYMANAGEMENTLLC@GMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5100000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
MARIO ASTUL APARICIO LLC,LLC,Active,1317641,2020-03-31,89 WALNUT TRAIL,DANBURY,06811,CT,ELIZABETHMOOTS@YAHOO.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5100000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
TS MYOTHERAPY LLC,LLC,Dissolved,1317642,2020-03-31,903 PEQUOT TRAIL,STONINGTON,06378,CT,TSART.9@GMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5100000,United States,,,,,,,,,,,,,,,,,,,,,2021-03-09T00:00:00.000,,
RWM MECHANICAL SERVICES LLC,LLC,Active,1317643,2022-03-31,24 HYDEVILLE RD,STAFFORD SPRINGS,06076,CT,RMARKZ3@OUTLOOK.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",2021-11-10 00:10:27.5100000,United States,,,,,,,,,,,,,,,,,,,,238220.0,,,
"PARTNERCOMM, INC.",Stock,Active,1317644,2022-08-07,2304 W INTERSTATE 20 SUITE 250,ARLINGTON,76017,TX,sziehme@partnercomm.net,Foreign,2019-08-07,DE,DE,False,False,False,False,False,Human Resources Consulting Services (541612),2021-11-10 00:10:27.5100000,United States,,,,,2019-08-12,"PARTNERCOMM, INC.",United States,,,,,,,,,,,,,541612.0,,,
CORTEZZ LLC,LLC,Active,1317645,2021-03-31,1012 QUINNIPIAC AVE. 8,NEW HAVEN,06513,CT,spruillcorey@aol.com,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:10:27.5100000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,484110.0,,,
AVILA SMART HOMES LLC,LLC,Active,1317646,2022-03-31,25 CEDAR LANE,OSSINING,10562,NY,avila.smart.homes@gmail.com,Foreign,2019-08-07,NY,NY,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:10:27.5100000,United States,,,,,2019-06-01,AVILA SMART HOMES LLC,United States,"25 CEDAR LANE, OSSINING, NY, 10562, United States",25 CEDAR LANE,OSSINING,NY,10562,United States,"25 CEDAR LANE, OSSINING, NY, 10562, United States",25 CEDAR LANE,OSSINING,NY,10562.0,United States,531110.0,,,
205 W PARMENTER LLC,LLC,Active,1317648,2021-03-31,"525 FENIMORE ROAD, SUITE 4",MAMARONECK,10543,NY,tim.goetz@thegoetzlaw.com,Domestic,2019-08-07,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:10:27.5100000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,531110.0,,,
PRESTIGE MERCHANT FUNDING LLC,LLC,Active,1317649,2021-03-31,228 ROASTMEAT HILL ROAD,KILLINGWORTH,06419,CT,K_ersk@me.com,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,Mortgage and Nonmortgage Loan Brokers (522310),2021-11-10 00:10:27.5100000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,522310.0,,,
130 MARIOMI ROAD LLC,LLC,Active,1317650,2022-03-31,3 HILL STREET,NEW CANAAN,06840,CT,neriuks@yahoo.com,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),2021-11-10 00:10:27.5100000,United States,,,,,,,,,,,,,,,,,,,,236115.0,,,
203 ENTERTAINMENTS LLC,LLC,Active,1317651,2020-03-31,90 CARLETON ST.,HAMDEN,06517,CT,203ENTERTAINMENTS@GMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5100000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
ALL ABOUT CHIMNEY'S LLC,LLC,Active,1317656,2020-03-31,40 CEDAR ST,NORWICH,06360,CT,DEBBYLERZ@YAHOO.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5100000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
MENDEZWORKS LLC,LLC,Active,1317657,2020-03-31,1591 NORTH ROAD,GROTON,06340,CT,,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5433333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
CLAUDIO FRATTAROLI LLC,LLC,Active,1317658,2020-03-31,68 FOREST ST.,NEW CANAAN,06840,CT,,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5433333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
DOPE DAD LLC,LLC,Active,1317659,2020-03-31,34 CHERRY LANE,OAKDALE,06370,CT,,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5433333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
AFRICAN FASHION COLLABO LLC,LLC,Active,1317662,2020-03-31,166 FOXON BLVD,EAST HAVEN,06513,CT,AFRICANFASHIONCOLLABO2000@GMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5433333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
RESILIENT STRENGTH LLC,LLC,Active,1317663,2022-03-31,87 WASHINGTON AVENUE,NORTH HAVEN,06473,CT,compliance@ZENBUSINESS.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),2021-11-10 00:10:27.5433333,United States,,,,,,,,,,,,,,,,,,,,,,,
"DANIELS LOGISTICS, LLC",LLC,Active,1317664,2020-03-31,26 HIGHVIEW AVENUE,WETHERSFIELD,06109,CT,DANIELS.DEON14@YAHOO.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5433333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
IGLESIA NEFTALI MISIONERA CORPORATION,Religious,Active,1317665,,No information provided,,,,,Domestic,2019-08-07,,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5433333,,,,,,,,,,,,,,,,,,,,,,,,
LF&B PAINTING LLC,LLC,Active,1317666,2020-03-31,21 KAREN RD,DANBURY,06811,CT,CRIS@MIRANTEAGENCY.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5433333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
12 WAKEMAN ROAD LLC,LLC,Active,1317667,2022-03-31,50 CHARLES STREET C/O THE WESTPORT HUB,WESTPORT,06880,CT,leahm@ccohabitats.com,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,New Housing For-Sale Builders (236117),2021-11-10 00:10:27.5433333,United States,,,,,,,,,,,,,,,,,,,,236117.0,,,
3 FARMER ROAD LLC,LLC,Active,1317668,2022-03-31,50 CHARLES STREET C/O THE WESTPORT HUB,WESTPORT,06880,CT,leahm@ccohabitats.com,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,New Housing For-Sale Builders (236117),2021-11-10 00:10:27.5433333,United States,,,,,,,,,,,,,,,,,,,,236117.0,,,
45 LOOMIS RE HOLDINGS LLC,LLC,Active,1317669,2022-03-31,45 LOOMIS STREET,MILFORD,06460,CT,larry@45loomisadvisors.com,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-11-10 00:10:27.5433333,United States,,,,,,,,,,,,,,,,,,,,541219.0,,,
"FORZA 628 PROPERTIES, LLC",LLC,Active,1317670,2020-03-31,536 FLANDERS ROAD,OAKDALE,06370,CT,AJI.FORZA@GMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5433333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"TTM PRINTED CIRCUIT GROUP, LLC",LLC,Active,1317672,2022-03-31,200 EAST SANDPOINTE SUITE 400,SANTA ANA,92707,CA,KRISTA.HERRMANN@TTMTECH.COM,Foreign,2019-08-07,DE,DE,False,False,False,False,False,Printed Circuit Assembly (Electronic Assembly) Manufacturing (334418),2021-11-10 00:10:27.5433333,United States,,,,,2019-08-07,"TTM PRINTED CIRCUIT GROUP, LLC",United States,,,,,,,,,,,,,,,,
LIVING THROUGH CHANGE LLC,LLC,Active,1317673,2021-03-31,727 CAMPBELL AVE.,WEST HAVEN,06516,CT,livingthroughchangellc@aol.com,Domestic,2019-08-07,CT,Connecticut,True,False,True,False,False,Outpatient Mental Health and Substance Abuse Centers (621420),2021-11-10 00:10:27.5433333,United States,,,Annual report past due,,,,,,,,,,,,,,,,,,,,
"GKSE, LLC",LLC,Active,1317675,2020-03-31,26 ORLAND STREET,BRIDGEPORT,06605,CT,GKSELLC@GMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5433333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
CRABTREE ENTERPRISES LLC,LLC,Active,1317676,2020-03-31,470 BOSTON POST ROAD,MILFORD,06460,CT,RCRABTREE@COLONIALTOYOTACT.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5433333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
DINICOLA HOME SERVICES LLC,LLC,Active,1317677,2021-03-31,9 HOWARD COURT,MILFORD,06460,CT,dinicolahomeservicesllc@gmail.com,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:10:27.5900000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,236118.0,,,
"44 ISLAND TRAIL, LLC",LLC,Active,1317678,2022-03-31,30 PRINZ COURT,CHESHIRE,06410,CT,shawnmlawless@gmail.com,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:27.5900000,United States,,,,,,,,,,,,,,,,,,,,531390.0,,,
DYEHARD FAN SUPPLY LLC,LLC,Active,1317679,2022-03-31,500 W 5TH ST SUITE 1200,WINSTON-SALEM,27101,NC,shannon.dennison@dyehardfansupply.com,Foreign,2019-08-07,NC,NC,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),2021-11-10 00:10:27.5900000,United States,,,,,2019-08-01,DYEHARD FAN SUPPLY LLC,United States,"500 W 5TH ST SUITE 1200, WINSTON-SALEM, NC, 27120, United States",500 W 5TH ST SUITE 1200,WINSTON-SALEM,NC,27120,United States,"500 W 5TH ST SUITE 1200, WINSTON-SALEM, NC, 27101, United States",500 W 5TH ST SUITE 1200,WINSTON-SALEM,NC,27101.0,United States,713990.0,,,
PRINCETON ANALYTICS MANAGEMENT CORP,Stock,Active,1317680,2021-08-07,No information provided,,,,FILING@ACS123.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5900000,,,200.0,First report past due,,,,,,,,,,,,,,,,,,,,
L A SPERO CONSTRUCTION LLC,LLC,Active,1317682,2020-03-31,62 EDGEMONT ROAD,MILFORD,06460,CT,LASPERO422@AOL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5900000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
M&N LIQUORS LLC,LLC,Active,1317683,2020-03-31,239 WHITE ST,HARTFORD,06106,CT,ROCKYPATEL1961@GMAIL.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5900000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
CROWN FUELS LLC,LLC,Active,1317684,2022-03-31,43 WEST WASHINGTON STREET,BRISTOL,06010,CT,peetergaski@yahoo.com,Domestic,2019-08-07,CT,Connecticut,False,True,False,False,False,Fuel Dealers (454310),2021-11-10 00:10:27.5900000,United States,,,,,,,,,,,,,,,,,,,,,,,
"1254 SOUTH BROAD STREET, LLC",LLC,Active,1317685,2022-03-31,1180 NORTH COLONY ROAD,WALLINGFORD,06492,CT,Lzampano@executiveag.com,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:10:27.5900000,United States,,,,,,,,,,,,,,,,,,,,,,,
MARIA POTTER LLC,LLC,Active,1317686,2020-03-31,501 ELK RUN,SHELTON,06484,CT,DAVID@WENIGCPA.COM,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5900000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
MCG CAPITAL LLC,LLC,Active,1317688,2022-03-31,42 LORDS HWY,WESTON,06883,CT,fulfillment@zenbusiness.com,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:10:27.5900000,United States,,,,,,,,,,,,,,,,,,,,523999.0,,,
SABLETIFFANY LLC,LLC,Active,1317689,2022-03-31,2209 MAIN STREET APT. B43,BRIDGEPORT,06606,CT,Teechacrystal@gmail.com,Domestic,2019-08-07,CT,Connecticut,True,False,True,False,False,Women's Clothing Stores (448120),2021-11-10 00:10:27.5900000,United States,,,,,,,,,,,,,,,,,,,,448150.0,,,
HANJAN SPICE CO LLC,LLC,Active,1317690,2022-03-31,53 MAPLE AVE,WINDSOR,06095,CT,vishalhanjan@yahoo.com,Domestic,2019-08-07,CT,Connecticut,False,False,False,False,False,Spice and Extract Manufacturing (311942),2021-11-10 00:10:27.5900000,United States,,,,,,,,,,,,,,,,,,,,311942.0,,,
