name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,category_survey_email_address,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,dissolution_date,mailing_address,date_of_organization_meeting,mailing_international_address
YARRINGTON LLC,LLC,Active,Annual report past due,1326682,2021-03-31,1617 80TH STREET,NORTH BERGEN,07047,NJ,anaguzman1617@gmail.com,Foreign,2019-11-05,NJ,NJ,False,False,False,False,False,,2021-11-10 00:10:35.5266667,United States,All Other Consumer Goods Rental (532289),532289.0,,,2019-11-04,YARRINGTON LLC,United States,"1617 80TH STREET, NORTH BERGEN, NJ, 06851, United States",1617 80TH STREET,NORTH BERGEN,NJ,06851,United States,"1617 80TH STREET, NORTH BERGEN, NJ, 07047, United States",1617 80TH STREET,NORTH BERGEN,NJ,07047,United States,,,,,
ABST COMPANY LLC,LLC,Active,Ready for dissolution,1326683,2020-03-31,51 HIGHLAWN ROAD,FAIRFIELD,06824,CT,PETER@ALLIANCEHVAC.NET,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5266667,United States,,,,,,,,,,,,,,,,,,,,,,,,
ER-PRECISION LLC,LLC,Active,Annual report past due,1326684,2021-03-31,97 FORESTVILLE AVENUE,PLAINVILLE,06062,CT,TURNING@SBCGLOBAL.NET,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5266667,United States,Other Industrial Machinery Manufacturing (333249),333249.0,,,,,,,,,,,,,,,,,,,,,,
"OAK SOLUTIONS, LLC",LLC,Active,,1326685,2022-03-31,29 HARMONY HILL ROAD,HARWINTON,06791,CT,KERRI@OAK-SOLUTIONSLLC.COM,Domestic,2019-11-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.5266667,United States,Insurance Agencies and Brokerages (524210),524210.0,,,,,,,,,,,,,,,,,,,,,,
WRC CONSULTING LLC,LLC,Active,,1326686,2022-03-31,11 ASHBY STREET,GROTON,06355,CT,williamriggscox@gmail.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5266667,United States,Other Activities Related to Real Estate (531390),531210.0,,,,,,,,,,,,,,,,,,,,,,
KALUTA TILE LLC,LLC,Active,Ready for dissolution,1326688,2020-03-31,562 LINKFIELD RD.,WATERTOWN,06795,CT,KALUTATILE@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5266667,United States,,,,,,,,,,,,,,,,,,,,,,,,
"M.B. AUTO, LLC",LLC,Active,,1326689,2022-03-31,39 WESTERFIELD ROAD,HAMDEN,06514,CT,DOTAXES@SBCGLOBAL.NET,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5266667,United States,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",,,,,,,,,,,,,,,,,,,,,,,
"RIVA RIDGE, LLC",LLC,Active,,1326690,2022-03-31,94 DANBURY ROAD SUITE 11,RIDGEFIELD,06877,CT,paul.mcnamara@fairfieldcountybank.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
"CORECHAIN TECHNOLOGIES, INC.",Stock,Active,,1326691,2022-11-05,70 LEDGEWOOD DR.,WESTON,06883,CT,admin@corechainb2b.com,Foreign,2019-11-05,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Custom Computer Programming Services (541511),,,,2019-10-31,"CORECHAIN TECHNOLOGIES, INC.",United States,,,,,,,,,,,,,,,,,
"INSIGHT WORKFORCE SOLUTIONS, LLC",LLC,Active,,1326692,2022-03-31,999 W Big Beaver Rd,Troy,48084-4716,MI,TMULLIN@WORKWITHINSIGHT.COM,Foreign,2019-11-05,NJ,NJ,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5733333,United States,Temporary Help Services (561320),,,,2020-01-01,"INSIGHT WORKFORCE SOLUTIONS, LLC",,"523 HOLLYWOOD AVENUE, CHERRY HILL, NJ, 08002, United States",523 HOLLYWOOD AVENUE,CHERRY HILL,NJ,08002,United States,,,,,,,,,,,
DK GAH PROPERTIES LLC,LLC,Active,Ready for dissolution,1326696,2020-03-31,430 WEST PUTNAM AVENUE,GREENWICH,06830,CT,DKRAMER.LINCOLN@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5733333,,,,,,,,,,,,,,,,,,,,,,,,,
EIS LEGACY. LLC,LLC,Active,,1326699,2022-03-31,2018 POWERS FERRY ROAD SE SUITE 500,ATLANTA,30339,GA,CLS-CTARMSEvidence@wolterskluwer.com,Foreign,2019-11-05,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers (423610)",,,,2019-09-30,EIS LEGACY. LLC,United States,"2018 POWERS FERRY ROAD SE SUITE 500, ATLANTA, GA, 30339, United States",2018 POWERS FERRY ROAD SE SUITE 500,ATLANTA,GA,30339,United States,"2018 POWERS FERRY ROAD SE SUITE 500, ATLANTA, GA, 30339, United States",2018 POWERS FERRY ROAD SE SUITE 500,ATLANTA,GA,30339,United States,,,,,
SSDJ LLC,LLC,Active,,1326709,2022-03-31,2 CORPORATE DRIVE SUITE 441,SHELTON,06484,CT,syannes@jcorprealty.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0900000,United States,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,,,,,,,,,,,,,,,,,,,,,,
"DMB, LLC",LLC,Active,,1326710,2022-03-31,531 MAIN STREET,BRANFORD,06405,CT,MARTA@LLL-LEGAL.COM,Domestic,2019-11-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:36.0900000,United States,Insurance Agencies and Brokerages (524210),524210.0,,,,,,,,,,,,,,,,,,,,,,
NE FARMINGTON OWNER LLC,LLC,Active,,1326712,2022-03-31,68 S. SERVICE RD. SUITE 120,MELVILLE,11747,NY,complianceteam@cogencyglobal.com,Foreign,2019-11-05,DE,DE,False,False,False,False,False,,2021-11-10 00:10:36.0900000,United States,Other Financial Vehicles (525990),525990.0,,,2019-11-04,NE FARMINGTON OWNER LLC,United States,"850 NEW BURTON RD, STE. 201, DOVER, DE, 19904, United States","850 NEW BURTON RD, STE. 201",DOVER,DE,19904,United States,"850 NEW BURTON RD, STE. 201, DOVER, DE, 19904, United States","850 NEW BURTON RD, STE. 201",DOVER,DE,19904,United States,,,,,
NE ROCKY HILL OWNER LLC,LLC,Active,,1326716,2022-03-31,68 S. SERVICE RD. SUITE 120,MELVILLE,11747,NY,complianceteam@cogencyglobal.com,Foreign,2019-11-05,DE,DE,False,False,False,False,False,,2021-11-10 00:10:36.0900000,United States,Other Financial Vehicles (525990),525990.0,,,2019-11-04,NE ROCKY HILL OWNER LLC,United States,"850 NEW BURTON RD, STE. 201, DOVER, DE, 19904, United States","850 NEW BURTON RD, STE. 201",DOVER,DE,19904,United States,"850 NEW BURTON RD, STE. 201, DOVER, DE, 19904, United States","850 NEW BURTON RD, STE. 201",DOVER,DE,19904,United States,,,,,
"DIRECT TO, LLC",LLC,Active,,1326717,2022-03-31,7 STRAWBERRY LANE,SANDY HOOK,06482,CT,info@directtoaviation.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0900000,United States,Document Preparation Services (561410),561410.0,,,,,,,,,,,,,,,,,,,,,,
NE WALLINGFORD OWNER LLC,LLC,Active,,1326718,2022-03-31,68 S. SERVICE RD. SUITE 120,MELVILLE,11747,NY,complianceteam@cogencyglobal.com,Foreign,2019-11-05,DE,DE,False,False,False,False,False,,2021-11-10 00:10:36.0900000,United States,Other Financial Vehicles (525990),525990.0,,,2019-11-04,NE WALLINGFORD OWNER LLC,United States,"850 NEW BURTON RD, STE. 201, DOVER, DE, 19904, United States","850 NEW BURTON RD, STE. 201",DOVER,DE,19904,United States,"850 NEW BURTON RD, STE. 201, DOVER, DE, 19904, United States","850 NEW BURTON RD, STE. 201",DOVER,DE,19904,United States,,,,,
"BRAHO, LLC",LLC,Active,Annual report past due,1326720,2021-03-31,769 MAPLE STREET,WETHERSFIELD,06109,CT,villamilanos@yahoo.com,Domestic,2019-11-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:36.0900000,United States,Full-Service Restaurants (722511),722511.0,,,,,,,,,,,,,,,,,,,,,,
GRIZZ'S SMOKIN' BBQ LLC,LLC,Active,Ready for dissolution,1326721,2020-03-31,3 COBURN CIRCLE,NEWINGTON,06111,CT,HMRFSH1@HOTMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0900000,United States,,,,,,,,,,,,,,,,,,,,,,,,
52 LIBERTY STREET LLC,LLC,Active,Ready for dissolution,1326735,2020-03-31,52 LIBERTY STREET 2ND FLOOR,NEW HAVEN,06519,CT,,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1200000,,,,,,,,,,,,,,,,,,,,,,,,,
"545 STANLEY STREET GROUP, LLC",LLC,Active,Ready for dissolution,1326738,2020-03-31,73 POTTAGE CROSSING,FARMINGTON,06032,CT,,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1200000,,,,,,,,,,,,,,,,,,,,,,,,,
"557 STANLEY STREET GROUP, LLC",LLC,Active,Ready for dissolution,1326739,2020-03-31,36 LAKEWOOD ROAD,EAST HAMTPON,06424,CT,,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1200000,,,,,,,,,,,,,,,,,,,,,,,,,
"LEONCE BOUDREAU, LLC",LLC,Active,Ready for dissolution,1326782,2020-03-31,446 ADAMS STREET,MANCHESTER,06040,CT,,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.7300000,,,,,,,,,,,,,,,,,,,,,,,,,
2580 HUNTINGTON TURNPIKE LLC,LLC,Active,Ready for dissolution,1326784,2020-03-31,2580 HUNTINGTON TURNPIKE,TRUMBULL,06611,CT,,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.7300000,,,,,,,,,,,,,,,,,,,,,,,,,
ABP COMMUNICATIONS LLC,LLC,Active,,1326790,2022-03-31,ONE CONGRESS ST STE 203,HARTFORD,06114,CT,FREDUA@ABPCOMMUNICATIONS.COM,Domestic,2019-11-05,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:36.7300000,United States,All Other Information Services (519190),519190.0,,,,,,,,,,,,,,,,,,,,,,
TODAY'S HOME IMPROVEMENT LLC,LLC,Active,Ready for dissolution,1326812,2020-03-31,153 WEST MORNINGSIDE STREET,HARTFORD,06112,CT,OSWEENEY0839@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.7633333,United States,,,,,,,,,,,,,,,,,,,,,,,,
AETHEL CAPITAL MANAGEMENT LLC,LLC,Active,Annual report past due,1326817,2021-03-31,1 RIVER ROAD,COS COB,06807,CT,JEREMY@AETHELCAP.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.7633333,United States,Portfolio Management (523920),523920.0,,,,,,,,,,,,,,,,,,,,,,
"EIP HOLDINGS II, LLC",LLC,Active,,1326824,2022-03-31,TWO ALLEGHENY CENTER NOVA TOWER 2 SUITE 703,PITTSBURGH,15212,PA,ann.ultsch@everestinfrastructure.com,Foreign,2019-11-05,DE,DE,False,False,False,False,False,,2021-11-10 00:10:36.8100000,United States,Other Activities Related to Real Estate (531390),531390.0,,,2019-11-10,"EIP HOLDINGS II, LLC",United States,,,,,,,,,,,,,,,,,
KREATIVE RENOVATIONS INC.,Stock,Active,Annual report past due,1326825,2021-11-05,746 BURNSIDE AVE,EAST HARTFORD,06108,CT,kay@ckbusinessassociates.com,Domestic,2019-11-05,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:36.8100000,United States,Finish Carpentry Contractors (238350),238350.0,,1.0,,,,,,,,,,,,,,,,,,,,
"BETANCOURT & ASSOCIATES, LLC",LLC,Active,,1326827,2022-03-31,330 MAIN STREET SUITE 16,MANCHESTER,06040,CT,gregg@bavettingservices.com,Domestic,2019-11-05,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:36.8100000,United States,All Other Information Services (519190),519190.0,,,,,,,,,,,,,,,,,,,,,,
136 SOUTH STREET LLC,LLC,Dissolved,,1326637,2020-03-31,136 SOUTH ST,SHARON SPRINGS,13459,CT,ORLOSKIA@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:22.0966667,United States,,,,,,,,,,,,,,,,,,,,,2019-11-07T00:00:00.000,,,
MGM INSTRUMENTS CORPORATION,Non-Stock,Withdrawn,,1326349,2020-11-05,3870C VINE TREE TRAIL,LAKE WORTH,33467,FL,NED@MGMINSTRUMENTS.COM,Foreign,2019-11-05,FL,FL,False,False,False,False,False,,2021-11-10 00:04:03.9166667,United States,,,,,2019-11-05,MGM INSTRUMENTS CORPORATION,United States,,,,,,,,,,,,,,,,,
FORTY+FITANDFAB LLC,LLC,Dissolved,,1326593,2021-03-31,59 ROUND HILL RD.,SOUTHINGTON,06489,CT,dlfitfab@gmail.com,Domestic,2019-11-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:04:19.5900000,United States,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,2020-11-05T00:00:00.000,,,
MOZZOCHI ASSOCIATES,General Partnerships,Dissolved,,1326755,2020-11-05,NONE,NONE,,CT,,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:39.8966667,,,,,,,,,,,,,,,,,,,,,,,,,
NEXTDATA LLC,LLC,Dissolved,,1326535,2020-03-31,26 STRAWBERRY HILL AVE APT LBA,STAMFORD,06902,CT,ALEX@ALEXPETRALIA.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:29.3500000,United States,,,,,,,,,,,,,,,,,,,,,2020-05-30T00:00:00.000,,,
40 OF US TRANSPORT LLC,LLC,Dissolved,,1326560,2020-03-31,45 UNION ST 2ND FLOOR,NEW BRITAIN,06051,CT,IMPALARIVIERA@YAHOO.COM,Domestic,2019-11-05,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:03:52.7733333,United States,,,,,,,,,,,,,,,,,,,,,2020-02-13T00:00:00.000,,,
A>>>Z DESIGNZ LLC,LLC,Active,,1326611,2022-03-31,9 WHITNEY ROAD,COLUMBIA,06237,CT,cdbtrace@gmail.com,Domestic,2019-11-06,CT,Connecticut,True,False,False,True,False,,2021-11-10 00:10:32.7933333,United States,Graphic Design Services (541430),541430.0,,,,,,,,,,,,,,,,,,,,,,
2ND CHANCE GYM LLC,LLC,Dissolved,,1326616,2020-03-31,149 KRUG RD.,PRESTON,06365,CT,JODYSHEELEY@SBCGLOBAL.NET,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1700000,United States,,,,,,,,,,,,,,,,,,,,,2021-07-15T00:00:00.000,,,
"GEM PROPERTY INVESTMENTS, LLC",LLC,Active,,1326625,2022-03-31,1 RUSSELL COURT,MIDDLETOWN,06457,CT,PAMPATTON1960@GMAIL.COM,Domestic,2019-11-06,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1700000,United States,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,
INFINITE LOGISTICS LLC,LLC,Active,Ready for dissolution,1326626,2020-03-31,93 ROSE ST.,BRISTOL,06010,CT,INFINITELLC8@GMAIL.COM,Domestic,2019-11-06,CT,Connecticut,False,True,True,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1700000,United States,,,,,,,,,,,,,,,,,,,,,,,,
"SPIKE MARKETING ""LLC""",LLC,Active,Annual report past due,1326662,2021-03-31,19 COTTAGE LANE,NIANTIC,06357,CT,BCMEDIA@SBCGLOBAL.NET,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,Marketing Consulting Services (541613),541613.0,,,,,,,,,,,,,,,,,,,,,,
"247 CRS, LLC",LLC,Active,,1326695,2022-03-31,247 COMPO ROAD S,WESTPORT,06880,CT,kgruder@goldgru.com,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,,
"THE DRAFT CHOICE, LLC",LLC,Active,,1326698,2022-03-31,272 OCEAN AVE.,NEW LONDON,06320,CT,draftchoicect@gmail.com,Domestic,2019-11-06,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Full-Service Restaurants (722511),722511.0,,,,,,,,,,,,,,,,,,,,,,
"CLOUD SECURITY ALLIANCE, HARTFORD CHAPTER, INC.",Non-Stock,Active,,1326700,2022-11-06,31 FAIRFIELD LANE,GLASTONBURY,06033,CT,rlevasseur@hybridpathways.com,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Professional Organizations (813920),813920.0,,,,,,,,,,,,,,,,,,,,,,
TONTI STREET LLC,LLC,Active,Ready for dissolution,1326702,2020-03-31,62 BROWNS FORGE ROAD,GAYLORDSVILLE,06755,CT,213TONTI@GMAIL.COM,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5733333,United States,,,,,,,,,,,,,,,,,,,,,,,,
LONDON SUTTON CONTEMPORARY LLC,LLC,Active,Ready for dissolution,1326703,2020-03-31,138 SUTTON AVE,STRATFORD,06615,CT,LOVE4SCENICVIEWS@GMAIL.COM,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5733333,United States,,,,,,,,,,,,,,,,,,,,,,,,
YOUR CBD STORE SOUTHWICK LLC,LLC,Active,Annual report past due,1326704,2021-03-31,549 COLLEGE HIGHWAY,SOUTHWICK,01077,MA,southwickma@cbdrx4u.com,Foreign,2019-11-06,MA,MA,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,All Other General Merchandise Stores (452319),,,,2019-11-06,YOUR CBD STORE SOUTHWICK LLC,United States,"120 BERKSHIRE AVENUE, SOUTHWICK, MA, 01077, United States",120 BERKSHIRE AVENUE,SOUTHWICK,MA,01077,United States,"120 BERKSHIRE AVENUE, SOUTHWICK, MA, 01077, United States",120 BERKSHIRE AVENUE,SOUTHWICK,MA,01077,United States,,,,,
"BELLE FOODS, LLC",LLC,Active,Ready for dissolution,1326705,2020-03-31,26 CHAMBERLAIN PLACE,NEW HAVEN,06512,CT,J.IDROVO@YMAIL.COM,Domestic,2019-11-06,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5733333,United States,,,,,,,,,,,,,,,,,,,,,,,,
SW VENTURES LLC,LLC,Active,Ready for dissolution,1326707,2020-03-31,21 COUNTRY WAY,BETHEL,06801,CT,SIMON.SWVENTURES@GMAIL.COM,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5733333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"NSD CT, LLC",LLC,Active,,1326708,2022-03-31,220 2ND STREET,CHELSEA,02150,MA,finance@nightshiftbrewing.com,Domestic,2019-11-06,MA,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Beer and Ale Merchant Wholesalers (424810),424810.0,,,,,,,,,,,,,,,,,,,,,,
FROGHOOKS BY STERNMOOR LLC.,LLC,Active,,1326711,2022-03-31,31 WALMSLEY ROAD,DARIEN,06820,CT,johnpshutts@gmail.com,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0900000,United States,Sporting and Recreational Goods and Supplies Merchant Wholesalers (423910),423910.0,,,,,,,,,,,,,,,,,,,,,,
MDW RESTORATION LLC,LLC,Active,Annual report past due,1326713,2021-03-31,34 PROSPECT PLACE EXT R.L.,EAST HAVEN,06512,CT,MDW.ABATEMENT.RESTORATION@GMAIL.COM,Domestic,2019-11-06,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:36.0900000,,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,,,
ASPIRE LOCAL MARKETING LLC,LLC,Active,Annual report past due,1326714,2021-03-31,3779 ROUTE 52,STORMVILLE,12582,NY,JBARRY@TITANACS.COM,Foreign,2019-11-06,NY,NY,False,False,False,False,False,,2021-11-10 00:10:36.0900000,United States,Marketing Consulting Services (541613),541613.0,,,2019-01-01,ASPIRE LOCAL MARKETING LLC,United States,"3779 ROUTE 52, STORMVILLE, NY, 06877, United States",3779 ROUTE 52,STORMVILLE,NY,06877,United States,"3779 ROUTE 52, STORMVILLE, NY, 12582, United States",3779 ROUTE 52,STORMVILLE,NY,12582,United States,,,,,
SEQUOIA ADVISORS LLC,LLC,Active,Ready for dissolution,1326715,2020-03-31,187 MAYWEED ROAD,FAIRFIELD,06824,CT,SEQUOIAADVISORSLLC@GMAIL.COM,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0900000,United States,,,,,,,,,,,,,,,,,,,,,,,,
TOUCH OF GLITTER LLC,LLC,Active,,1326719,2022-03-31,100 CANDLELIGHT DRIVE,GLASTONBURY,06033,CT,glitteredinct@gmail.com,Domestic,2019-11-06,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:36.0900000,United States,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,,,,,,,,,,,,,,,,,,,,,,
FOREST OF LIGHT LLC,LLC,Active,Ready for dissolution,1326722,2020-03-31,800 CLINTON AVE.,BRIDGEPORT,06604,CT,YUANLIN964@GMAIL.COM,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0900000,United States,,,,,,,,,,,,,,,,,,,,,,,,
EVEREST PROPERTY SOLUTIONS LLC,LLC,Active,Ready for dissolution,1326723,2020-03-31,19 SIMCKA DR.,SOUTH WINDSOR,06074,CT,CHARLES@EVERESTPROPERTY.SOLUTIONS,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0900000,United States,,,,,,,,,,,,,,,,,,,,,,,,
CLEAR VISION PROPERTY PRESERVATION LLC,LLC,Active,Ready for dissolution,1326724,2020-03-31,16 GOODWIN RD. 2,CANTERBURY,06331,CT,EKINSLER777@GMAIL.COM,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0900000,United States,,,,,,,,,,,,,,,,,,,,,,,,
D-EVENT LLC,LLC,Active,Annual report past due,1326725,2021-03-31,49 SORREL RD.,WATERBURY,06704,CT,devinridenhour@gmail.com,Domestic,2019-11-06,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:36.0900000,United States,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,,,,,
BRZOSKA'S MACHINE TOOL RECONDITIONING LLC,LLC,Active,,1326726,2022-03-31,66 PLEASANT VIEW RD.,THOMASTON,06787,CT,cbrzoska@optonline.net,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1200000,United States,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance (811310),811310.0,,,,,,,,,,,,,,,,,,,,,,
PROMETHEUS PROPERTIES LLC,LLC,Active,Annual report past due,1326727,2021-03-31,1127 HIGH RIDGE ROAD UNIT 122,STAMFORD,06905,CT,legalassistant@kkandd.com,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1200000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,,
THE FED TRUCK LLC,LLC,Active,Ready for dissolution,1326728,2020-03-31,228 OLD STAMFORD RD,NEW CANAAN,06840,CT,JAMYEJ@YAHOO.COM,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1200000,United States,,,,,,,,,,,,,,,,,,,,,,,,
SNZ PROPERTIES LLC,LLC,Active,Ready for dissolution,1326729,2020-03-31,8 BURNHAM ST STE 1B,TERRYVILLE,06786,CT,SABBIR321@HOTMAIL.COM,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1200000,,,,,,,,,,,,,,,,,,,,,,,,,
"CORNELL PARTNERS, LLC",LLC,Dissolved,,1326730,2022-03-31,335 REDDING ROAD,FAIRFIELD,06824,CT,ginaleto@hotmail.com,Domestic,2019-11-06,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:36.1200000,United States,New Housing For-Sale Builders (236117),236117.0,,,,,,,,,,,,,,,,,,,2021-02-11T00:00:00.000,,,
ATLANTIC AGROFORESTRY LLC,LLC,Active,Ready for dissolution,1326731,2020-03-31,165 HARBOR ST 2ND FLOOR,BRANFORD,06405-1960,CT,CHARLES.TRIPPE@GMAIL.COM,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1200000,United States,,,,,,,,,,,,,,,,,,,,,,,,
"J & SON CONSTRUCTION, LLC",LLC,Dissolved,Ready for dissolution,1326732,2020-03-31,39 RADEL STREET,BRIDGEPORT,06607,CT,JUSTOALFARO@HOTMAIL.COM,Domestic,2019-11-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1200000,United States,,,,,,,,,,,,,,,,,,,,,2021-09-16T00:00:00.000,,,
