name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,naics_code,naics_sub_code,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,country_formation,dissolution_date,billing_unit,mailing_jurisdiction_country,office_in_jurisdiction_country,date_of_organization_meeting,category_survey_email_address
ALL AMERICAN DREAM LLC,LLC,Active,Ready for dissolution,1320762,2020-03-31,58 MELROSE ST,BRISTOL,,06010,CT,FCORREA80@HOTMAIL.COM,Domestic,2019-09-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8400000,,,,,,,,,,,,,,,,,,,,,,
LIVATION LLC,LLC,Active,,1320763,2022-03-31,267 NORTH STAR DRIVE,SOUTHINGTON,United States,06489,CT,Joseph.baczewski@livationct.com,Domestic,2019-09-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.8400000,Home Health Care Services (621610),621610.0,,,,,,,,,,,,,,,,,,,,
WAGON WHEEL TREASURES LLC,LLC,Dissolved,,1320764,2020-03-31,77 FIRST AVE,ENFIELD,,06082,CT,JACKIEJBB@YAHOO.COM,Domestic,2019-09-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.8400000,,,,,,,,,,,,,,,,,2021-02-02T00:00:00.000,,,,,
DUMOND AGENCY LLC,LLC,Active,Ready for dissolution,1320778,2020-03-31,51 N MAIN ST STE 2B-3,SOUTHINGTON,,06489,CT,RYAN.DUMOND@GOOSEHEAD.COM,Domestic,2019-09-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8700000,,,,,,,,,,,,,,,,,,,,,,
2ND CHANCE STREET & OUTREACH DELIVERANCE MINISTRY,Religious,Active,,1320782,,No information provided,,,,,,Domestic,2019-09-05,,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.8700000,,,,,,,,,,,,,,,,,,,,,,
QUICK CLEANING LLC,LLC,Active,Ready for dissolution,1320788,2020-03-31,14 NEWTOWN RD UNIT B2,DANBURY,,06810,CT,CARPIONANA457@GMAIL.COM,Domestic,2019-09-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8700000,,,,,,,,,,,,,,,,,,,,,,
CHECK-IT-OFF TRAVEL INC.,Stock,Active,,1320790,2022-09-05,243 Tresser Blvd,Stamford,United States,06901-3436,CT,mike@checkitofftravel.com,Foreign,2019-09-05,DE,DE,False,False,False,False,False,,2021-11-10 00:10:30.8700000,Travel Agencies (561510),561510.0,,2019-09-03,CHECK-IT-OFF TRAVEL INC.,,,,,,,,,,,United States,,17th Floor,,,,
EMPLOVA LLC,LLC,Active,,1320791,2022-03-31,330 SOUTH SERVICE ROAD SUITE 125,MELVILLE,United States,11747,NY,jsiebold@harborcompliance.com,Foreign,2019-09-05,DE,DE,False,False,False,False,False,,2021-11-10 00:10:30.8700000,Professional Employer Organizations (561330),561330.0,,2019-09-05,EMPLOVA LLC,,,,,,,,,,,United States,,,,,,
OPA CONSULTING AND MECHANICAL REPAIRS LLC,LLC,Active,,1320800,2022-03-31,215 KENWOOD ROAD,GRISWOLD,United States,06351,CT,kgb82358@gmail.com,Domestic,2019-09-05,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:29.4500000,Other Management Consulting Services (541618),541618.0,,,,,,,,,,,,,,,,,,,,
DRUPAL ON DEMAND LLC,LLC,Dissolved,,1320504,2020-03-31,110 CHESTNUT HILL RD,NORWALK,United States,06851,CT,EFILE1234@INCFILE.COM,Domestic,2019-09-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.2300000,,,,,,,,,,,,,,,,,2020-11-30T00:00:00.000,,,,,
ALPHA PROTOTYPING AND PLASTICS LLC,LLC,Dissolved,,1320353,2021-03-31,13 WALLENS ST. APT. B42,WINSTED,United States,06098,CT,ct-reports@statefilings.in,Domestic,2019-09-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.7466667,All Other Plastics Product Manufacturing (326199),326199.0,,,,,,,,,,,,,,,2020-07-29T00:00:00.000,,,,,
BRI & BEC EVENTS LLC,LLC,Dissolved,,1320774,2020-03-31,118 SUMMIT FARMS RD,SOUTHINGTON,,06489,CT,BRIANDBECEVENTS@GMAIL.COM,Domestic,2019-09-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:51.4333333,,,,,,,,,,,,,,,,,2020-01-07T00:00:00.000,,,,,
AUGUST CORREIA SR. & SON'S TOWING LLC,LLC,Dissolved,,1320429,2020-03-31,265 POND POINT AVE,MILFORD,United States,06460,CT,CORREIAANDSONSTOWING@GMAIL.COM,Domestic,2019-09-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:05.4833333,,,,,,,,,,,,,,,,,2019-11-01T00:00:00.000,,,,,
A PIECE OF MIND LLC,LLC,Dissolved,,1320373,2020-03-31,1339 ALBANY AVENUE,HARTFORD,United States,06112,CT,JOSEPH.WILKERSON@UCONN.EDU,Domestic,2019-09-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:27.0133333,,,,,,,,,,,,,,,,,2019-09-26T00:00:00.000,,,,,
SUPERIOR ERECTIONS LLC,LLC,Dissolved,,1320489,2020-03-31,70 SQUAW LN,GUILFORD,United States,06437,CT,NAPHEUS@GMAIL.COM,Domestic,2019-09-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:34.1133333,,,,,,,,,,,,,,,,,2020-03-30T00:00:00.000,,,,,
COMSTOCK CAPITAL LLC,LLC,Dissolved,,1320488,2020-03-31,66 WOODS END RD,FAIRFIELD,United States,06824,CT,4INGRAHAM@GMAIL.COM,Domestic,2019-09-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:36.0833333,,,,,,,,,,,,,,,,,2020-04-06T00:00:00.000,,,,,
MCDOOM REAL ESTATE LLC,LLC,Dissolved,,1320363,2021-03-31,22 MCKINLEY ST,HARTFORD,United States,06114,CT,fulfillment@zenbusiness.com,Domestic,2019-09-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:24.5700000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,2020-08-10T00:00:00.000,,,,,
HAMDAN HANDYMAN LLC,LLC,Active,Annual report past due,1320481,2021-03-31,36 HEATHER LN,WINDSOR LOCKS,United States,06096,CT,NAGEEB18@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.8566667,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,
QT'S CLEANING SERVICE LLC,LLC,Active,Ready for dissolution,1320494,2020-03-31,2495 MAIN STREET,HARTFORD,United States,06120,CT,TASHAFANIEL@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4333333,,,,,,,,,,,,,,,,,,,,,,
"NORTH AVENUE GROCERY & DELI, LLC",LLC,Active,Ready for dissolution,1320501,2020-03-31,1193 NORTH AVENUE,BRIDGEPORT,,06604,CT,JOSEMENDEZGARCIA82@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4333333,,,,,,,,,,,,,,,,,,,,,,
"BLACK CANOE, LLC",LLC,Active,,1320525,2022-03-31,"1783 FOREST DRIVE, SUITE 334",ANNAPOLIS,United States,21401,MD,d.longacre@me.com,Domestic,2019-09-06,MD,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.5100000,Offices of Other Holding Companies (551112),551112.0,,,,,,,,,,,,,,,,,,,,
"AZVEN INCLUSIVE YOGA, LLC",LLC,Active,Ready for dissolution,1320527,2020-03-31,34 MELISSA LANE,PROSPECT,United States,06712,CT,AZVENINCLUSIVEYOGA@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.5100000,,,,,,,,,,,,,,,,,,,,,,
"67 GREENWOOD PROPERTY, LLC",LLC,Active,Ready for dissolution,1320528,2020-03-31,68 NORTH STREET,DANBURY,United States,06810,CT,JTUNNARD@JDT-LAW.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.5100000,,,,,,,,,,,,,,,,,,,,,,
"69 GREENWOOD PROPERTY, LLC",LLC,Active,Ready for dissolution,1320529,2020-03-31,68 NORTH STREET,DANBURY,United States,06810,CT,JTUNNARD@JDT-LAW.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.5100000,,,,,,,,,,,,,,,,,,,,,,
GRACE HILL CONSULTING LIMITED LIABILITY COMPANY,LLC,Active,Ready for dissolution,1320530,2020-03-31,"2074 PARK ST., SUITE 202",HARTFORD,United States,06106,CT,AVAGRACE40@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.5100000,,,,,,,,,,,,,,,,,,,,,,
"CONNECTICUT FIRE, LLC",LLC,Active,,1320531,2022-03-31,3 PROSPECT TERRACE,NEWTOWN,United States,06470,CT,daniellacasky@yahoo.com,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.5100000,Sports Teams and Clubs (711211),711211.0,,,,,,,,,,,,,,,,,,,,
"A PLUS CONTRACTORS, LLC",LLC,Active,,1320533,2022-03-31,18 WILLIAMS RD,BOLTON,United States,06043,CT,APLUS1CO@YAHOO.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.5100000,All Other Business Support Services (561499),,,,,,,,,,,,,,,,,,,,,
"GINA MARIE MARTINI AUTHOR, LLC",LLC,Active,Ready for dissolution,1320534,2020-03-31,16 NICHOLAS DRIVE,EAST HAVEN,,06512,CT,GINAMARIEMARTINI@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.5100000,,,,,,,,,,,,,,,,,,,,,,
M3 HAIR LLC,LLC,Active,,1320535,2022-03-31,42 OAKRIDGE GATE,DANBURY,United States,06810,CT,M3hairproduct@gmail.com,Domestic,2019-09-06,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:31.5100000,Other Personal Care Services (812199),812199.0,,,,,,,,,,,,,,,,,,,,
SPG REALITY LLC,LLC,Active,,1320536,2022-03-31,1 POPPY DR.,BROOKFIELD,United States,06804,CT,spgrealityct@gmail.com,Domestic,2019-09-06,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:31.5100000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,
RJD LANDSCAPING LLC,LLC,Active,Ready for dissolution,1320537,2020-03-31,415 CHESTNUT LAND RD.,NEW MILFORD,United States,06776,CT,RDLANDSCPAINGLLC@YAHOO.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.5100000,,,,,,,,,,,,,,,,,,,,,,
EFES PIZZA LLC,LLC,Active,Ready for dissolution,1320538,2020-03-31,246 POST RD.,FAIRFIELD,United States,06824,CT,EFESAPIZZA@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.5100000,,,,,,,,,,,,,,,,,,,,,,
DR DESIGN LLC,LLC,Active,,1320539,2022-03-31,27 IVY DR,MANCHESTER,United States,06042,CT,cdriendeau@cox.net,Domestic,2019-09-06,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:31.5100000,Marketing Consulting Services (541613),541613.0,,,,,,,,,,,,,,,,,,,,
JMVR DRYWALL SERVICES LLC,LLC,Active,Ready for dissolution,1320540,2020-03-31,475 FAIRFIELD AVE,STAMFORD,United States,06902,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.5100000,,,,,,,,,,,,,,,,,,,,,,
72 FRANKLIN MANAGEMENT LLC,LLC,Active,,1320541,2022-03-31,141 FRANKLIN STREET,STAMFORD,United States,06901,CT,gmello@inspiricact.org,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.5100000,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
LAW OFFICE OF JEREMY MELLITZ LLC,LLC,Active,Ready for dissolution,1320542,2020-03-31,2788 LONG HILL ROAD,GUILFORD,United States,06437,CT,JEREMY@MELLITZLAW.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.5100000,,,,,,,,,,,,,,,,,,,,,,
WALKER INJURY LAW LLC,LLC,Active,,1320543,2022-03-31,77 HAZARD AVE. M-1,ENFIELD,United States,06082,CT,jwalker@walkerinjurylaw.com,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.5433333,All Other Legal Services (541199),541199.0,,,,,,,,,,,,,,,,,,,,
"SANTIAGO ENTERPRISES, LLC",LLC,Active,Ready for dissolution,1320544,2020-03-31,1333 MAIN STREET,HARTFORD,United States,06103,CT,SANTIAGOENTERPRISESCT@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.5433333,,,,,,,,,,,,,,,,,,,,,,
JDP CONSULTING LLC,LLC,Active,,1320545,2022-03-31,75 FOXCROFT RD,WEST HARTFORD,United States,06119,CT,jondavidphillips@gmail.com,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.5433333,All Other Miscellaneous Schools and Instruction (611699),611699.0,,,,,,,,,,,,,,,,,,,,
"MAIDEN VOYAGE, LLC",LLC,Active,,1320546,2022-03-31,30 SHERWOOD AVENUE,GREENWICH,United States,06831,CT,ryan@momentconsultants.com,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.5433333,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",711320.0,,,,,,,,,,,,,,,,,,,,
ACR GROUP LLC,LLC,Active,Annual report past due,1320547,2021-03-31,5 ECHO LANE,NORWALK,United States,06851,CT,RCOMBIS@ENSATINA.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.5433333,Custom Computer Programming Services (541511),541511.0,,,,,,,,,,,,,,,,,,,,
THE DAILY SWEAT LLC,LLC,Active,Ready for dissolution,1320548,2020-03-31,27 FOREST HILL DRIVE,NEW FAIRFIELD,United States,06812,CT,LAUREN@PREMIERCFS.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.5433333,,,,,,,,,,,,,,,,,,,,,,
KTW ENTERPRISE LLC,LLC,Active,Ready for dissolution,1320549,2020-03-31,5 PLANK LANE,GLASTONBURY,United States,06033,CT,KWILLARD1228@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.5433333,,,,,,,,,,,,,,,,,,,,,,
"BAILEY INSURANCE CONSULTING, LLC",LLC,Active,,1320550,2022-03-31,320 VALLEY ROAD,COS COB,United States,06807,CT,lpbailey475@outlook.com,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.5433333,Other Management Consulting Services (541618),541618.0,,,,,,,,,,,,,,,,,,,,
DISCOVER DIGITAL LLC,LLC,Active,Annual report past due,1320551,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,ne@registeredagentsinc.com,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.5433333,Marketing Consulting Services (541613),541613.0,,,,,,,,,,,,,,,,,,,,
CLARK NORTH LLC,LLC,Active,,1320552,2022-03-31,101 BEDFORD AVE APT. C410 APT. C410,BROOKLYN,United States,11211,NY,clarkallc2018@gmail.com,Foreign,2019-09-06,DE,DE,False,False,False,False,False,,2021-11-10 00:10:31.5433333,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2019-09-06,CLARK NORTH LLC,"101 BEDFORD AVE APT. C410, BROOKLYN, NY, 11211, United States",101 BEDFORD AVE APT. C410,BROOKLYN,NY,11211,"101 BEDFORD AVE APT. C410, BROOKLYN, NY, 11211, United States",101 BEDFORD AVE APT. C410,BROOKLYN,NY,11211,United States,,,United States,United States,,
"DJK ASSOCIATES, LLC",LLC,Active,,1320553,2022-03-31,"363 MAIN ST, SUITE 405",MIDDLETOWN,United States,06457,CT,dkwassman@gmail.com,Domestic,2019-09-06,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:31.5433333,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,,,,,,,,,,,,,,,,,,,,
RED BOLT CONSTRUCTION LLC,LLC,Active,Annual report past due,1320554,2021-03-31,33 SPRING ST APT B2,PLAINVILLE,United States,06062,CT,LEDAKAMIL@YAHOO.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.5433333,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,
"HADDAM-KILLINGWORTH INTERMEDIATE MIDDLE SCHOOL PARENT TEACHER ORGANIZATION, INC.",Non-Stock,Active,,1320555,2022-09-15,451 ROUTE 81,KILLINGWORTH,United States,06419,CT,HKIMSPTO@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.5433333,Civic and Social Organizations (813410),813410.0,,,,,,,,,,,,,,,,,,,,
"CARING ART, INC.",Non-Stock,Active,First report past due,1320556,2021-09-06,No information provided,,,,,SRDESLOGE@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.5433333,,,,,,,,,,,,,,,,,,,,,,
"CHARLES & CO DESIGN, LLC",LLC,Active,,1320557,2022-03-31,214 W 29TH STREET SUITE 1400,NEW YORK,United States,10001,NY,leyla@charlesandco.com,Foreign,2019-09-06,DE,DE,False,False,False,False,False,,2021-11-10 00:10:31.5433333,Professional Organizations (813920),813920.0,,2019-10-01,"CHARLES & CO DESIGN, LLC",,,,,,,,,,,United States,,,,,,
"5 TRIANGLE STREET, LLC",LLC,Active,Ready for dissolution,1320559,2020-03-31,5 TRIANGLE STREET,NORWALK,,06855,CT,757FLYER@ATT.NET,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.5433333,,,,,,,,,,,,,,,,,,,,,,
RODAS' HOME IMPROVEMENT LLC,LLC,Active,Annual report past due,1320563,2021-03-31,242 STANLEY RD,MONROE,United States,06468,CT,mchlrodas09@gmail.com,Domestic,2019-09-06,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:32.1200000,Finish Carpentry Contractors (238350),238350.0,,,,,,,,,,,,,,,,,,,,
HB & EA PAINTING SERVICES LLC,LLC,Active,Ready for dissolution,1320564,2020-03-31,21 LAFALLETE ST,STAMFORD,United States,06902,CT,INTEGRALLC18@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.1200000,,,,,,,,,,,,,,,,,,,,,,
"ASPIRE EDUCATIONAL CONSULTING & ADVOCACY, LLC",LLC,Active,,1320565,2022-03-31,581 RIVERSIDE,FAIRFIELD,United States,06824,CT,marywaghorne@gmail.com,Domestic,2019-09-06,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:32.1200000,Educational Support Services (611710),611710.0,,,,,,,,,,,,,,,,,,,,
HIGH RIDGE SNOW REMOVAL LLC,LLC,Active,,1320566,2022-03-31,34 HIGH RIDGE DR.,PAWCATUCK,United States,06379,CT,highridgesnow@gmail.com,Domestic,2019-09-06,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:32.1200000,Landscaping Services (561730),561730.0,,,,,,,,,,,,,,,,,,,,
HOMEFIX RESTORATION LLC,LLC,Active,Ready for dissolution,1320568,2020-03-31,70 EVERGREEN,WALLINGFORD,United States,06492,CT,HRLLC.GARY@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.1200000,,,,,,,,,,,,,,,,,,,,,,
RECREATIVE LLC,LLC,Active,Ready for dissolution,1320569,2020-03-31,49 QUAKER RIDGE ROAD,BETHEL,United States,06801,CT,RYANCOURTNEY49@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.1200000,,,,,,,,,,,,,,,,,,,,,,
"AMICI DEVELOPMENT, LLC",LLC,Active,,1320570,2022-03-31,45 WEST STREET,BLOOMFIELD,United States,06002,CT,amicidevelopment@gmail.com,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1200000,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,
WOODTKE ENGINEERING LLC,LLC,Active,,1320571,2022-03-31,2 STIRLING CT,MIDDLETOWN,United States,06457,CT,EVERETT@ABAPC.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1200000,Commercial Printing (except Screen and Books) (323111),,,,,,,,,,,,,,,,,,,,,
"16 RIVER LANE, LLC",LLC,Active,,1320572,2022-03-31,682 RIVER ROAD,COS COB,United States,06807,CT,nmichels@aol.com,Domestic,2019-09-06,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:32.1200000,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
"STRAWBERRY LANE INVESTMENTS, LLC",LLC,Active,Annual report past due,1320573,2021-03-31,109 STRAWBERRY LANE,MANCHESTER,United States,06040,CT,davisee@aol.com,Domestic,2019-09-06,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:32.1200000,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
"STATEWIDE BAIL BONDS, LLC",LLC,Active,,1320575,2022-03-31,103 BROAD STREET,NEW LONDON,United States,06320,CT,Jbaude@baudecpas.com,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1200000,All Other Legal Services (541199),541199.0,,,,,,,,,,,,,,,,,,,,
HOME IS WHERE THE HEART REMAINS LLC,LLC,Active,Ready for dissolution,1320578,2020-03-31,1045 OLD COLONY RD #13,MERIDEN,United States,06451,CT,FALEROTALISHA@GMAIL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.1200000,,,,,,,,,,,,,,,,,,,,,,
FARNHAM NORWICH LIMITED PARTNERSHIP,Limited Partnership,Active,Annual report past due,1320579,2020-09-05,PARACORP INCORPORATED 1587 HAMILTON AVENUE,WATERBURY,,06706,CT,,Foreign,2019-09-06,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.1200000,,,,2019-09-06,FARNHAM NORWICH LP,,,,,,"SUITE 1700, 715-5 VE SW, CALGARY, ALBERTA T2P 2X6, Canada","SUITE 1700, 715-5 VE SW","CALGARY, ALBERTA T2P 2X6",,,Canada,,,,Canada,,
BEDFORD SCIENTIFIC LLC,LLC,Active,,1320580,2022-03-31,1055 WASHINGTON BOULEVARD 8TH FLOOR,STAMFORD,United States,06901,CT,Compliancemail@cscinfo.com,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1200000,Marketing Consulting Services (541613),541613.0,,,,,,,,,,,,,,,,,,,,
HARLAN MEDICAL LLC,LLC,Active,,1320581,2022-03-31,1055 WASHINGTON BOULEVARD 8TH FLOOR,STAMFORD,United States,06901,CT,Compliancemail@cscinfo.com,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1200000,Marketing Consulting Services (541613),541613.0,,,,,,,,,,,,,,,,,,,,
"ASANA PARTNERS LEASING SERVICES, LLC",LLC,Active,,1320582,2022-03-31,1616 CAMDEN ROAD SUITE 210,CHARLOTTE,United States,28203,NC,CLS-CTARMSEVIDENCE@WOLTERSKLUWER.COM,Foreign,2019-09-06,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.1200000,Other Activities Related to Real Estate (531390),531390.0,,2019-09-06,"ASANA PARTNERS LEASING SERVICES, LLC","1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,United States,,
"H.I.G. CAPITAL MANAGEMENT, LLC",LLC,Active,Ready for dissolution,1320583,2020-03-31,1450 BRICKELL AVENUE 31ST FLOOR,MIAMI,,33131,FL,AERICSON@HIGCAPITAL.COM,Foreign,2019-09-06,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.4333333,,,,2019-09-16,"H.I.G. CAPITAL MANAGEMENT, LLC","1209 N. ORANGE ST., WILMINGTON, DE, 19801,",1209 N. ORANGE ST.,WILMINGTON,DE,19801,"1209 N. ORANGE ST., WILMINGTON, DE, 19801,",1209 N. ORANGE ST.,WILMINGTON,DE,19801,,,,,,,
HUMMINGBURD LLC,LLC,Active,,1320584,2022-03-31,260 LENA DRIVE,AURORA,United States,44202,OH,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-09-06,OH,OH,False,False,False,False,False,,2021-11-10 00:10:29.4333333,Insurance Agencies and Brokerages (524210),524210.0,,2019-09-06,HUMMINGBURD LLC,NONE,NONE,,,,NONE,NONE,,,,United States,,,,,,
LUCAS MECHANICAL SERVICES LLC,LLC,Active,Ready for dissolution,1320608,2020-03-31,73 POWDER HILL ROAD,MIDDLEFIELD,United States,06455,CT,LUCASMSCT@AOL.COM,Domestic,2019-09-06,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.4633333,,,,,,,,,,,,,,,,,,,,,,
