name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,began_transacting_in_ct,billingcountry,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,naics_code,naics_sub_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,total_authorized_shares,mailing_jurisdiction_country,date_of_organization_meeting,category_survey_email_address,billing_unit,mailing_international_address
MAXIMUM CLEANING LLC,LLC,Active,Ready for dissolution,1323885,2020-03-31,157 SALEM ST,BRIDGEPORT,06606,CT,CLAUDETT1974PARKSPETAL@GMAIL.COM,Domestic,2019-10-04,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,,,,,,,,,,,,,,,,,,,,,,,
"YVONNE CLAVELOUX ART, LLC",LLC,Active,Ready for dissolution,1323887,2020-03-31,31 EVERGREEN PARKWAY,WESTPORT,06880,CT,,Domestic,2019-10-04,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,,,,,,,,,,,,,,,,,,,,,,,
THE CW MENTORING MISSION MINSTRY,Religious,Active,,1323889,,No information provided,,,,,Domestic,2019-10-04,,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0900000,,,,,,,,,,,,,,,,,,,,,,,,
"KEYFETCH AUTOMOTIVE USA, LLC",LLC,Active,Annual report past due,1323893,2021-03-31,3015 COCONUT GROVE DRIVE,CORAL GABLES,33134,FL,ops@keyfetch.com,Foreign,2019-10-04,DE,DE,False,False,False,False,False,,2021-11-10 00:10:34.0900000,2019-10-01,United States,"KEYFETCH AUTOMOTIVE USA, LLC",United States,"8 THE GREEN STE A, DOVER, DE, 19901,",8 THE GREEN STE A,DOVER,DE,19901,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),424990.0,"8 THE GREEN STE A, DOVER, DE, 19901, United States",8 THE GREEN STE A,DOVER,DE,19901,United States,,,,,,,
"ROMAINE EMPIRE, INC.",Stock,Active,,1323964,2022-10-04,2000 W FULTON ST STE F-310,CHICAGO,60612,IL,Compliancemail@cscinfo.com,Foreign,2019-10-04,DE,DE,False,False,False,False,False,,2021-11-10 00:10:34.7300000,2020-01-01,United States,"ROMAINE EMPIRE, INC.",United States,,,,,,Perishable Prepared Food Manufacturing (311991),,,,,,,,,,,,,,
"WELLQOR PSYCHOLOGICAL SERVICES, PC",Stock,Active,First report past due,1324100,2020-10-04,No information provided,,,,CMARHR@WELLQOR.COM,Domestic,2019-10-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.8100000,,,,,,,,,,,,,,,,,,,2000.0,,,,,
"PURE PERIDOT, LLC",LLC,Dissolved,,1323562,2020-03-31,"1700 BEDFORD ST., FMH 203",STAMFORD,06905,CT,FRANK@PA-FUNDING.COM,Domestic,2019-10-04,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:06:06.0633333,,United States,,,,,,,,,,,,,,,,2019-10-11T00:00:00.000,,,,,,
ERIONI LLC,LLC,Dissolved,,1323443,2020-03-31,33 RICHARDS DRIVE,MONROE,06468,CT,SAMMYMEHM@HOTMAIL.COM,Domestic,2019-10-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:51.5366667,,United States,,,,,,,,,,,,,,,,2020-08-10T00:00:00.000,,,,,,
LIGHTHOUSE LAB SERVICES LLC,LLC,Withdrawn,,1323617,2020-03-31,382 RALEIGH ST,HOLLY SPRINGS,27540,NC,RYAN@LIGHTHOUSELABSERVICES.COM,Foreign,2019-10-04,NC,NC,False,False,False,False,False,,2021-11-10 00:04:58.1833333,2019-10-07,United States,LIGHTHOUSE LAB SERVICES LLC,United States,"382 RALEIGH ST, HOLLY SPRINGS, NC, 27540, United States",382 RALEIGH ST,HOLLY SPRINGS,NC,27540,,,"382 RALEIGH ST, HOLLY SPRINGS, NC, 27540, United States",382 RALEIGH ST,HOLLY SPRINGS,NC,27540,United States,,,United States,,,,
"VR EAST MAIN, LLC",LLC,Dissolved,,1323556,2020-03-31,25 COWAN AVE,STAMFORD,06906,CT,INFO@FLOORINGSOURCEOFSTAMFORD.COM,Domestic,2019-10-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:26.6266667,,,,,,,,,,,,,,,,,,2020-05-05T00:00:00.000,,,,,,
FROM THE HEART RACING INCORPORATED,Non-Stock,Dissolved,,1323555,2020-10-04,77 BUFF RD,BRISTOL,06010,CT,brittanytelke@gmail.com,Domestic,2019-10-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:35.4733333,,United States,,,,,,,,,,,,,,,,2020-09-18T00:00:00.000,,,,,,
T&C PROPERTY MANAGEMENT LLC,LLC,Dissolved,,1323549,2020-03-31,310 NUTMEG ROAD SOUTH UNIT C5,SOUTH WINDSOR,06074,CT,FABIANS@EPLUSLLC.COM,Domestic,2019-10-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:23.6000000,,United States,,,,,,,,,,,,,,,,2020-10-29T00:00:00.000,,,,,,
MUT CAPITAL LLC,LLC,Active,Ready for dissolution,1323566,2020-03-31,10 SOUNDVIEW DR.,PAWCATUCK,06379,CT,MUTCAPITAL@GMAIL.COM,Domestic,2019-10-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4666667,,United States,,,,,,,,,,,,,,,,,,,,,,
BEAUS BBQ LLC,LLC,Active,,1323578,2022-03-31,233 PARISH HILL RD,NORTH WINDHAM,06256,CT,nicholle0405@aol.com,Domestic,2019-10-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0433333,,United States,,,,,,,,Caterers (722320),722320.0,,,,,,,,,,,,,
WISE TRANSACTIONS LLC,LLC,Active,Annual report past due,1323579,2021-03-31,98 GROVE ST,VERNON,06066,CT,Pampro@wiseatm.com,Domestic,2019-10-05,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:34.0433333,,United States,,,,,,,,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,
"ETERNAL INVESTMENTS, LLC",LLC,Active,Ready for dissolution,1323580,2020-03-31,152 ASHLEY RD,WINCHESTER CENTER,06094,CT,JOSHUAGUIDO@ICLOUD.COM,Domestic,2019-10-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,United States,,,,,,,,,,,,,,,,,,,,,,
BAYSIDE BUILDING LLC,LLC,Active,Ready for dissolution,1323581,2020-03-31,1010 WHALLEY AVE UNIT H,NEW HAVEN,06515,CT,DRODRIGUEZ@BAYSIDEBUILDING.US,Domestic,2019-10-05,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,United States,,,,,,,,,,,,,,,,,,,,,,
INTERNATIONAL HOME IMPROVEMENT LLC,LLC,Active,Ready for dissolution,1323582,2020-03-31,279 MAPLERIDGE DR,WATERBURY,06705,CT,JULIOGLOJA@GMAIL.COM,Domestic,2019-10-05,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,United States,,,,,,,,,,,,,,,,,,,,,,
"HHH PRODUCTIONS, LLC",LLC,Active,,1323584,2022-03-31,18 DINGLETOWN ROAD,GREENWICH,06830,CT,jchemali@gmail.com,Domestic,2019-10-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.0433333,,United States,,,,,,,,Teleproduction and Other Postproduction Services (512191),512191.0,,,,,,,,,,,,,
RAPPORT LLC,LLC,Active,Annual report past due,1323585,2021-03-31,314 Willow Spgs,New Milford,06776-4327,CT,IVYKYEKYEKU@YAHOO.COM,Domestic,2019-10-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.0433333,,United States,,,,,,,,Convention and Trade Show Organizers (561920),,,,,,,,,,,,,,
G&R BUILDERS LLC,LLC,Active,Ready for dissolution,1323586,2020-03-31,79 FAIR ST,WALLINGFORD,06492,CT,GRBUILDERS1LLC@GMAIL.COM,Domestic,2019-10-05,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,United States,,,,,,,,,,,,,,,,,,,,,,
BBNH HOLDINGS LLC,LLC,Active,Ready for dissolution,1323668,2020-03-31,50 FITCH ST SUITE 206B,NEW HAVEN,06515,CT,DANIELLETRIVERS@COMCAST.NET,Domestic,2019-10-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7633333,,United States,,,,,,,,,,,,,,,,,,,,,,
PD CAPITAL HOLDINGS LLC,LLC,Active,Ready for dissolution,1323669,2020-03-31,50 FITCH ST SUITE 206B,NEW HAVEN,06515,CT,DANIELLETRIVERS@COMCAST.NET,Domestic,2019-10-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7633333,,United States,,,,,,,,,,,,,,,,,,,,,,
FOREVER FITT LLC,LLC,Dissolved,,1323583,2020-03-31,326 SAUNDERS AVE,BRIDGEPORT,06606,CT,SAINTELOIJ08@YAHOO.COM,Domestic,2019-10-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:50.9400000,,United States,,,,,,,,,,,,,,,,2020-11-16T00:00:00.000,,,,,,
"LAW 203, INC.",Stock,Dissolved,,1318402,2021-10-07,203 CAMPBELL AVE.,WEST HAVEN,06516,CT,eastern@registeredagentsinc.com,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.7600000,,United States,,,,,,,,Business Associations (813910),813910.0,,,,,,,2021-04-23T00:00:00.000,20.0,,,,,
MOVE PERFORMANCE & WELLNESS LLC,LLC,Active,Ready for dissolution,1323594,2020-03-31,116 TWITCHGRASS RD,TRUMBULL,06611,CT,NJMCPT@YAHOO.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0900000,,United States,,,,,,,,,,,,,,,,,,,,,,
BZ DEVELOPMENT LLC,LLC,Active,Ready for dissolution,1323595,2020-03-31,24 MANITOOK MOUNTAIN RD,AVON,06001,CT,BZDEVELOPMENTLLC@YAHOO.COM,Domestic,2019-10-07,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0900000,,United States,,,,,,,,,,,,,,,,,,,,,,
COBB EDUCATION CONSULTING LLC,LLC,Active,Ready for dissolution,1323597,2020-03-31,HARVEST HILL ROAD,WEST SIMSBURY,06092,CT,MARYLCOBB@HOTMAIL.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0900000,,United States,,,,,,,,,,,,,,,,,,,,,,
"REAL ESTATE GROUP XIII, LLC",LLC,Active,,1323598,2022-03-31,399 WHALLEY AVENUE,NEW HAVEN,06511,CT,leibi@mandymanagement.com,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0900000,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,
"ABCD ELLA GRASSO, LLC",LLC,Active,,1323599,2022-03-31,399 WHALLEY AVENUE,NEW HAVEN,06511,CT,leibi@mandymanagement.com,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0900000,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,
"BE GREEN KIDS CONSIGNMENTS, INC",Stock,Active,Annual report past due,1323600,2020-10-07,136 DEPUYSTER AVE,BEACON,12508,NY,ALISON@BEGREENSALE.COM,Foreign,2019-10-07,NY,NY,False,False,False,False,False,,2021-11-10 00:10:34.0900000,2019-10-23,United States,"BE GREEN KIDS CONSIGNMENTS, INC",United States,,,,,,,,,,,,,,,,,,,,
"EMERITUS INSTITUTE OF MANAGEMENT, INC.",Stock,Active,,1323601,2022-10-07,50 MILK STREET 16TH FLOOR,BOSTON,02109,MA,finance-usa@eruditus.com,Foreign,2019-10-07,DE,DE,False,False,False,False,False,,2021-11-10 00:10:34.0900000,2019-10-02,United States,"EMERITUS INSTITUTE OF MANAGEMENT, INC.",United States,,,,,,Educational Support Services (611710),611710.0,,,,,,,,,,,,,
JL RIBEIRO CARPENTRY LLC,LLC,Active,Ready for dissolution,1323602,2020-03-31,21 CHAPPELLE ST,DANBURY,06810,CT,MULTISERVICE@7STATECT.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0900000,,United States,,,,,,,,,,,,,,,,,,,,,,
WETHERSFIELD FITNESS CLUB LLC,LLC,Active,,1323603,2022-03-31,456 CHESTNUT ST SUITE 102,LAKEWOOD,08701,NJ,ericwahad@gmail.com,Foreign,2019-10-07,NJ,NJ,False,False,False,False,False,,2021-11-10 00:10:34.0900000,2019-10-12,United States,WETHERSFIELD FITNESS CLUB LLC,United States,"456 CHESTNUT ST SUITE 102, LAKEWOOD, NJ, 08701, United States",456 CHESTNUT ST SUITE 102,LAKEWOOD,NJ,08701,Fitness and Recreational Sports Centers (713940),,"456 CHESTNUT ST SUITE 102, LAKEWOOD, NJ, 08701, United States",456 CHESTNUT ST SUITE 102,LAKEWOOD,NJ,08701,United States,,,United States,,,,
"SOUTHAVEN SCRIPTS, LLC",LLC,Active,,1323604,2022-03-31,88 NEW PRESTON HILL RD,NEW PRESTON,06777,CT,martywasserstein@gmail.com,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0900000,,United States,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,
"CAREFIRST FINANCIAL, LLC",LLC,Active,,1323606,2022-03-31,"3091 GOVERNOR LAKE DRIVE, SUITE 500",PEACHTREE CORNERS,30071,GA,rchalavoutis@1FAM.com,Foreign,2019-10-07,DE,DE,False,False,False,False,False,,2021-11-10 00:10:34.1200000,2019-10-08,United States,"CAREFIRST FINANCIAL, LLC",United States,"JOHN G. TOWNSEND BLDG. 401 FEDERAL STREE, DOVER, DE, 19901, United States",JOHN G. TOWNSEND BLDG. 401 FEDERAL STREE,DOVER,DE,19901,Collection Agencies (561440),561440.0,"3091 GOVERNOR LAKE DRIVE, SUITE 500, PEACHTREE CORNERS, GA, 30071, United States","3091 GOVERNOR LAKE DRIVE, SUITE 500",PEACHTREE CORNERS,GA,30071,United States,,,United States,,,,
"ATTORNEY NICHOLAS R. NESI, LLC",LLC,Active,,1323607,2022-03-31,112 HEMINGWAY AVE.,EAST HAVEN,06512,CT,Nick@actionlawgroup.com,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1200000,,United States,,,,,,,,Offices of Lawyers (541110),541110.0,,,,,,,,,,,,,
TETHIS LABS INC.,Stock,Active,,1323608,2022-10-07,1131 CAMPUS DRIVE WEST,MORGANVILLE,07751,NJ,JANSEL@VFGCPAS.COM,Foreign,2019-10-07,NJ,NJ,False,False,False,False,False,,2021-11-10 00:10:34.1200000,2018-12-11,United States,TETHIS LABS INC.,United States,,,,,,Research and Development in Nanotechnology (541713),541713.0,,,,,,,,,,,,,
"MOM FROM SCRATCH, LLC",LLC,Active,,1323609,2022-03-31,32 FAIRFIELD AVENUE,DARIEN,06820,CT,Murray.kristent@gmail.com,Domestic,2019-10-07,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.1200000,,United States,,,,,,,,All Other Miscellaneous Schools and Instruction (611699),611699.0,,,,,,,,,,,,,
"SUCCESS MORTGAGE PARTNERS, INC.",Stock,Active,,1323612,2022-10-07,1200 SOUTH SHELDON RD SUITE 150,PLYMOUTH,48170,MI,talmeida@smprate.com,Foreign,2019-10-07,MI,MI,False,False,False,False,False,,2021-11-10 00:10:34.1200000,2019-10-07,United States,"SUCCESS MORTGAGE PARTNERS, INC.",United States,,,,,,Mortgage and Nonmortgage Loan Brokers (522310),522310.0,,,,,,,,,,,,,
SMOKERS ISLAND LLC,LLC,Active,Ready for dissolution,1323614,2020-03-31,2753 MAIN ST,HARTFORD,06120,CT,SMOKERSISLAND2753@YAHOO.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1200000,,United States,,,,,,,,,,,,,,,,,,,,,,
CUSTOM AUTO & MARINE LLC,LLC,Active,Ready for dissolution,1323615,2020-03-31,209 WEST HIGH ST,EAST HAMPTON,06424,CT,PARROTHEADKID1@YAHOO.COM,Foreign,2019-10-07,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1200000,2019-10-07,United States,CUSTOM AUTO & MARINE LLC,United States,,,,,,,,,,,,,,,,,,,,
REHAB CAELI LLC,LLC,Active,,1323619,2022-03-31,9 COLONY RD,WESTPORT,06880,CT,rehabcaeli@gmail.com,Domestic,2019-10-07,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:34.1200000,,United States,,,,,,,,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) (541715)",541715.0,,,,,,,,,,,,,
ALL ACCESS SOLUTIONS LLC,LLC,Active,Ready for dissolution,1323620,2020-03-31,15 APPLE BLOSSOM LANE,DANBURY,06811,CT,BUSINESSOLUTIONS@GMAIL.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1200000,,United States,,,,,,,,,,,,,,,,,,,,,,
KNOBBY PRO LLC,LLC,Active,,1323621,2022-03-31,137 DANBURY RD. #294,NEW MILFORD,06776,CT,customerservice@knobbypro.com,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1200000,,United States,,,,,,,,Sporting Goods Stores (451110),451110.0,,,,,,,,,,,,,
BETTER WAY HOME IMPROVEMENT  LLC,LLC,Active,,1323622,2022-03-31,152 SUTTON AVE,OXFORD,01540,MA,eastern@registeredagentsinc.com,Foreign,2019-10-07,MA,MA,False,False,False,False,False,,2021-11-10 00:10:34.1200000,2019-10-20,United States,BETTER WAY HOME IMPROVEMENT  LLC,United States,"152 SUTTON AVE, OXFORD, MA, 01540, United States",152 SUTTON AVE,OXFORD,MA,01540,Siding Contractors (238170),238170.0,"152 SUTTON AVE, OXFORD, MA, 01540, United States",152 SUTTON AVE,OXFORD,MA,01540,United States,,,United States,,,,
CT FINEST LLC,LLC,Active,,1323623,2022-03-31,65 WHITFIELD ST,GUILFORD,06437,CT,sayanhp@gmail.com,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1533333,,United States,,,,,,,,Full-Service Restaurants (722511),722511.0,,,,,,,,,,,,,
DIAMOND BRITE CLEANING LLC,LLC,Active,Ready for dissolution,1323624,2020-03-31,41 CANFIELD ROAD,SEYMOUR,06483,CT,JSADICK58@GMAIL.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1533333,,United States,,,,,,,,,,,,,,,,,,,,,,
ALSHER REALTY LLC,LLC,Active,Annual report past due,1323625,2021-03-31,5604 MAIN STREET,TRUMBULL,06611,CT,cherished42@gmail.com,Domestic,2019-10-07,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:34.1533333,,United States,,,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,
"100 POWDERED METALS, LLC",LLC,Active,,1323626,2022-03-31,100 Powdered Metal Drive,North Haven,06473,CT,TOSCANO.VIN@GMAIL.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1533333,,United States,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,
BOLDEN CORP.,Stock,Active,Annual report past due,1323627,2021-10-07,132 TRUMAN ST,BRIDGEPORT,06606,CT,contact@vtvproductions.com,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1533333,,United States,,,,,,,,Clothing Accessories Stores (448150),448150.0,,,,,,,,20000.0,,,,,
GREENS AND THANGS LLC,LLC,Active,,1323628,2022-03-31,117 WHALLEY AVENUE,NEW HAVEN,06511,CT,ebonyfuller3@gmail.com,Domestic,2019-10-07,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:34.1533333,,United States,,,,,,,,Limited-Service Restaurants (722513),722513.0,,,,,,,,,,,,,
NEW BLISS NAILS & SPA INC,Stock,Active,First report past due,1323629,2021-10-07,No information provided,,,,US50CNREST@GMAIL.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1533333,,,,,,,,,,,,,,,,,,,1000.0,,,,,
LEARN & PLAY HOME DAYCARE LLC,LLC,Active,,1323630,2022-03-31,416 NOTT STREET,WETHERSFIELD,06109,CT,learnandplayllc@hotmail.com,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1533333,,United States,,,,,,,,Child Day Care Services (624410),624410.0,,,,,,,,,,,,,
KASA NOSSA RESTAURANT & MARKET LLC,LLC,Active,Ready for dissolution,1323631,2020-03-31,169-171 CHURCH ST,NAUGATUCK,06770,CT,GENERALHELPCT@GMAIL.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1533333,,United States,,,,,,,,,,,,,,,,,,,,,,
"BILL'S CROSSROADS CAFE, LLC",LLC,Active,Ready for dissolution,1323632,2020-03-31,12 TUNXISHILL RD,FAIRFIELD,06825,CT,ROBTDEG1228@GMAIL.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1700000,,United States,,,,,,,,,,,,,,,,,,,,,,
KTM TRANSPORT LLC,LLC,Active,Annual report past due,1323633,2021-03-31,357 RYE STREET,BROAD BROOK,06016,CT,KTMTRANSPORTLLC1@GMAIL.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1700000,,United States,,,,,,,,"General Freight Trucking, Local (484110)",484110.0,,,,,,,,,,,,,
"T & T CONSTRUCTION MANAGEMENT GROUP, INC",Stock,Active,Annual report past due,1323634,2021-10-07,337 W. MELODY LANE,CASSELBERRY,32707,FL,managedreports@incorp.com,Foreign,2019-10-07,FL,FL,False,False,False,False,False,,2021-11-10 00:10:34.1700000,2019-10-07,United States,"T & T CONSTRUCTION MANAGEMENT GROUP, INC",United States,,,,,,Commercial and Institutional Building Construction (236220),236220.0,,,,,,,,,,,,,
"ULTIMA BUILDING COMPONENTS, LLC",LLC,Active,,1323636,2022-03-31,100 RIVERVIEW CENTER SUITE 274,MIDDLETOWN,06457,CT,pugliaresj@aol.com,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1700000,,United States,,,,,,,,Other Construction Material Merchant Wholesalers (423390),423390.0,,,,,,,,,,,,,
G&V CLEANING LLC,LLC,Active,,1323637,2022-03-31,16 HILLSIDE AVE UNIT 2,BRANFORD,06405,CT,megonznieto@gmail.com,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1700000,,United States,,,,,,,,Janitorial Services (561720),561720.0,,,,,,,,,,,,,
T & T HANDYMAN AND CLEANING SERVICES LLC,LLC,Active,,1323638,2022-03-31,35 NORTON ST,NEW HAVEN,06511,CT,katrinashaw808@gmail.com,Domestic,2019-10-07,CT,Connecticut,True,False,True,True,False,,2021-11-10 00:10:34.1700000,,United States,,,,,,,,Janitorial Services (561720),,,,,,,,,,,,,,
NEWYOU LLC,LLC,Active,,1323639,2022-03-31,323 RIVERSIDE AVE 2ND FLOOR,WESTPORT,06880,CT,newyoullc@yahoo.com,Domestic,2019-10-07,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:34.1700000,,United States,,,,,,,,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,,,,,,,,,,,,,
BERLIN GAS STOP LLC,LLC,Active,Ready for dissolution,1323640,2020-03-31,404 BERLIN TURNPIKE,BERLIN,06037,CT,IFTIKHARAHMAD@SBCGLOBAL.NET,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1700000,,United States,,,,,,,,,,,,,,,,,,,,,,
"EFX MOVING SERVICES, LLC",LLC,Active,Ready for dissolution,1323641,2020-03-31,25 ORLANDO AVENUE,STAMFORD,06902,CT,EFXMOVING@YAHOO.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1700000,,United States,,,,,,,,,,,,,,,,,,,,,,
PTS CONSTRUCTION & REMODELING LLC,LLC,Active,Ready for dissolution,1323642,2020-03-31,112 PIXLEE PLACE,BRIDGEPORT,06610,CT,PETERPRISC1606@GMAIL.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7166667,,United States,,,,,,,,,,,,,,,,,,,,,,
"REMERGE AGENCY, LLC",LLC,Active,,1323648,2022-03-31,71 LONG MEADOW ROAD,RIVERSIDE,06878,CT,peskova.iuliia@gmail.com,Domestic,2019-10-07,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.7300000,,United States,,,,,,,,Other Specialized Design Services (541490),541490.0,,,,,,,,,,,,,
"CAR ZONE, LLC",LLC,Active,Ready for dissolution,1323649,2020-03-31,121 ELLIOT STREET EAST,HARTFORD,,CT,GLENN@QSRSTEEL.COM,Domestic,2019-10-07,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7300000,,United States,,,,,,,,,,,,,,,,,,,,,,
MAIS RENOVATION LLC,LLC,Active,Annual report past due,1323650,2021-03-31,474 BLUE HILLS  AVENUE,HARTFORD,06112,CT,1alwiliams@gmail.com,Domestic,2019-10-07,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:34.7300000,,United States,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,
