name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,naics_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_country,naics_sub_code,dissolution_date,category_survey_email_address,total_authorized_shares,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
"MEA-G, LLC",LLC,Active,Ready for dissolution,1329723,2020-03-31,10 LIGHTHOUSE LANE,OLD GREENWICH,United States,06870,CT,DOCUMENTS@DIRECTINCORP.COM,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,,,
ALFA-BERG LLC,LLC,Dissolved,,1329725,2021-03-31,149 BOWNE ROAD,SHARON,United States,06069,CT,gavin@gavinberger.com,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5600000,,,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,541611.0,2020-12-23T00:00:00.000,,,,,,
STAT-PRO HEALTHCARE SOLUTIONS LLC,LLC,Active,Ready for dissolution,1329726,2020-03-31,88 MEECH RD,MIDDLETOWN,United States,06457,CT,EFILE1234@INCFILE.COM,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,,,
GUMBO LLC,LLC,Active,Ready for dissolution,1329727,2020-03-31,292 PEQUOT AVENUE STE 4C,NEW LONDON,United States,06320,CT,GUMBOOFFICIAL@GMAIL.COM,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,,,
LARA GARCIA LANDSCAPING LLC,LLC,Dissolved,,1329728,2020-03-31,55 SMITH ST,STAMFORD,United States,06902,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,2021-06-11T00:00:00.000,,,,,,
FG FOOD MART LLC,LLC,Active,Ready for dissolution,1329729,2020-03-31,267 GRAND AVE,NEW HAVEN,United States,06513,CT,SAYKHAN@AOL.COM,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,,,
FLYTRAP APPAREL LLC,LLC,Active,Ready for dissolution,1329730,2020-03-31,292 PEQUOT AVENUE STE 4C,NEW LONDON,United States,06320,CT,FLYTRAPOFFICIAL2020@GMAIL.COM,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,,,
STONINGTON POWER LLC,LLC,Active,Ready for dissolution,1329731,2020-03-31,9 STILLMAN AVE,PAWCATUCK,United States,06379,CT,BENJAMIN88RYAN@GMAIL.COM,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,,,
"MATU OFFICE FURNITURE, INC.",Stock,Active,Annual report due,1329737,2021-12-09,137 ETHAN ALLEN HIGHWAY,RIDGEFIELD,United States,06877,CT,rk@riversidefence.net,Foreign,2019-12-09,DE,DE,False,False,False,False,False,,2021-11-10 00:10:36.0733333,2019-12-09,"MATU OFFICE FURNITURE, INC.",United States,,,,,,Furniture Stores (442110),,,,,,,,,,,,,,,
KUMO HIBACHI & SUSHI INC.,Stock,Active,Annual report past due,1329739,2020-12-09,850 E MAIN STREET UNIT C4-C5,STAMFORD,United States,06902,CT,lauren@premiercfs.com,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0733333,,,,,,,,,,,,,,,,,,,,200.0,,,,
"BACKDRAFT OPCO, LLC",LLC,Active,,1329740,2022-03-31,2200 RIMLAND DRIVE SUITE 305,BELLINGHAM,United States,98226,WA,dana.sandler@incorp.com,Foreign,2019-12-09,WA,WA,False,False,False,False,False,,2021-11-10 00:10:36.0733333,2019-12-09,"BACKDRAFT OPCO, LLC",United States,"2200 RIMLAND DRIVE SUITE 305, BELLINGHAM, WA, 98226, United States",2200 RIMLAND DRIVE SUITE 305,BELLINGHAM,WA,98226,"Data Processing, Hosting, and Related Services (518210)","2200 RIMLAND DRIVE SUITE 305, BELLINGHAM, WA, 98226, United States",2200 RIMLAND DRIVE SUITE 305,BELLINGHAM,WA,98226,United States,United States,518210.0,,,,,,,
VERSATILE PHYSIQUES LLC,LLC,Dissolved,,1329741,2020-03-31,2 CARTER HEIGHTS,PLANTSVILLE,United States,06479,CT,VERSATILEPHYSIQUES2019@YAHOO.COM,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0733333,,,,,,,,,,,,,,,,,,2021-03-30T00:00:00.000,,,,,,
"HS BRANDS INTERNATIONAL, INC.",Stock,Active,Annual report due,1329745,2021-12-09,6375 S PECOS RD STE #218,LAS VEGAS,United States,89120,NV,mdaniels@brllawgroup.com,Foreign,2019-12-09,MA,MA,False,False,False,False,False,,2021-11-10 00:10:36.0733333,2019-12-01,"HS BRANDS INTERNATIONAL, INC.",United States,,,,,,All Other Personal Services (812990),,,,,,,,812990.0,,,,,,,
"CELLA, INC.",Stock,Active,Annual report due,1329768,2021-12-09,1801 RESEARCH BLVD STE 307,ROCKVILLE,United States,20850,MD,CLS-CTARMSEVIDENCE@WOLTERSKLUWER.COM,Foreign,2019-12-09,MD,MD,False,False,False,False,False,,2021-11-10 00:10:36.1066667,2020-01-01,"CELLA, INC.",United States,,,,,,Temporary Help Services (561320),,,,,,,,561320.0,,,,,,,
PRECISION SERVICES CT LLC,LLC,Active,Ready for dissolution,1329772,2020-03-31,64 SWAMPSCOTT ST,WEST HAVEN,United States,06516,CT,PRECISIONSERVICESCTLLC@GMAIL.COM,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1066667,,,,,,,,,,,,,,,,,,,,,,,,
E.E. ELITE TRANSPORTATION LLC.,LLC,Active,Ready for dissolution,1329779,2020-03-31,23 EMMERSON ST,BLOOMFIELD,United States,06002,CT,E.E.ELITETRANSPORTATION@GMAIL.COM,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1366667,,,,,,,,,,,,,,,,,,,,,,,,
MEN THAT WORK LLC,LLC,Active,Annual report past due,1329813,2021-03-31,145 NORTH RD.,NEW MILFORD,United States,06776,CT,menthatwork.help@gmail.com,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.7166667,,,,,,,,,All Other Specialty Trade Contractors (238990),,,,,,,,238990.0,,,,,,,
ONE4ONE LLC,LLC,Active,Ready for dissolution,1329825,2020-03-31,19 GRIMES ROAD,OLD GREENWICH,United States,06870,CT,MARTIJNVANTUYL@ME.COM,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.7166667,,,,,,,,,,,,,,,,,,,,,,,,
FIFTY EUCLID ASSOCIATES,General Partnerships,Recorded,,1329646,2020-12-09,105 RIVERVIEW AVENUE,BRANFORD,,06405,CT,,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:15.4200000,,,,,,,,,,,,,,,,,,,,,,,,
"EMK NEWCO TEMPLE, INC.",Stock,Dissolved,,1329590,,No information provided,,,,,,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:35.1566667,,,,,,,,,,,,,,,,,,2019-12-31T00:00:00.000,,20000.0,,,,
MOTIVATION INSPIRATION FITNESS CENTER LLC,LLC,Dissolved,,1329670,2020-03-31,30 GREEN HILL DR,BOLTON,United States,06043,CT,EFILE1234@INCFILE.COM,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:46.9866667,,,,,,,,,,,,,,,,,,2020-03-05T00:00:00.000,,,,,,
SUPERCLEAM SERVICES GROUP INC,Non-Stock,Dissolved,,1329738,2021-12-09,No information provided,,,,,EDAFIESCHI@GMAIL.COM,Domestic,2019-12-09,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:05:20.4700000,,,,,,,,,,,,,,,,,,2020-11-16T00:00:00.000,,,,,,
"TOP DOWN MOTORS, LLC",LLC,Dissolved,,1329586,2020-03-31,7 MATTHEWS DRIVE UNIT D6,EAST HADDAM,United States,06423,CT,RUSSO723@AOL.COM,Domestic,2019-12-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:23.2366667,,,,,,,,,,,,,,,,,,2020-03-19T00:00:00.000,,,,,,
SUSHIYA LLC,LLC,Dissolved,,1329562,2020-03-31,128 WEST ROCKS ROAD,NORWALK,United States,06851,CT,SLEE@PKMEVERGREEN.COM,Domestic,2019-12-09,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:03:20.1933333,,,,,,,,,,,,,,,,,,2020-10-09T00:00:00.000,,,,,,
"STREET CHILD SUPPORT, INC.",Non-Stock,Active,Annual report due,1329719,2021-12-10,106 WOODBRIDGE STREET,MANCHESTER,United States,06042,CT,MKCPA4U@GMAIL.COM,Domestic,2019-12-10,CT,Connecticut,True,True,True,False,False,,2021-11-10 00:10:35.5600000,,,,,,,,,Child and Youth Services (624110),,,,,,,,624110.0,,,,,,,
FULL CIRCLE HOT YOGA LLC,LLC,Active,,1329724,2022-03-31,477 MAIN ST 1A,MONROE,United States,06468,CT,Office@FullCircleHotYoga.com,Domestic,2019-12-10,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.5600000,,,,,,,,,Fitness and Recreational Sports Centers (713940),,,,,,,,713940.0,,,,,,,
"CARITE OF CONNECTICUT, LLC",LLC,Active,Ready for dissolution,1329732,2020-03-31,501 NORTH ST,WINDSOR LOCKS,,06096,CT,DARREN.HOWELL@CARITE.COM,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,,,
"PHOENIX DIVERSIFIED GROUP, INC.",Stock,Active,Annual report due,1329733,2021-12-10,31 BARBARA DRIVE,FAIRFIELD,United States,07004,NJ,cfalcone@phoenixdivgroup.com,Foreign,2019-12-10,NJ,NJ,False,False,False,False,False,,2021-11-10 00:10:35.5600000,2019-11-25,"PHOENIX DIVERSIFIED GROUP, INC.",United States,,,,,,Other Building Equipment Contractors (238290),,,,,,,,,,,,,,,
"HAPPY HOUND DAYCARE, LLC.",LLC,Active,,1329734,2022-03-31,48 HASSIG ROAD HASSIG ROAD,TORRINGTON,United States,06790,CT,happyhounddc@gmail.com,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5600000,,,,,,,,,Pet Care (except Veterinary) Services (812910),,,,,,,,,,,,,,,
BREAKTHROUGH NUTRITION LLC,LLC,Active,Annual report past due,1329735,2021-03-31,408C NEW BRITAIN AVE,HARTFORD,United States,06106,CT,Morales.e23@gmail.com,Domestic,2019-12-10,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:35.5600000,,,,,,,,,Snack and Nonalcoholic Beverage Bars (722515),,,,,,,,,,,,,,,
THE GREEN PEACOCK CORPORATION,Non-Stock,Active,First report due,1329742,2021-12-10,No information provided,,,,,THEGREENPEACOCK67@GMAIL.COM,Domestic,2019-12-10,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:36.0733333,,,,,,,,,,,,,,,,,,,,,,,,
MIKE KING BUILDER LLC,LLC,Active,Ready for dissolution,1329743,2020-03-31,213 SOUTH STREET,BROOKLYN,United States,06234,CT,MIKEKING528@GMAIL.COM,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0733333,,,,,,,,,,,,,,,,,,,,,,,,
17 BAUER PLACE EXTENSION LLC,LLC,Dissolved,,1329744,2022-03-31,15 MAY DR,NORWALK,United States,06850,CT,falzonedevelopmentco@gmail.com,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0733333,,,,,,,,,New Housing For-Sale Builders (236117),,,,,,,,236117.0,2021-08-03T00:00:00.000,,,,,,
KUDU MOSS LLC,LLC,Active,,1329746,2022-03-31,433 MEADOW STREET,FAIRFIELD,United States,06824,CT,kudumossllc@gmail.com,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0733333,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,531110.0,,,,,,,
"METRO STAR CAPITAL PARTNERS, LLC",LLC,Active,,1329747,2022-03-31,41 CHERRY STREET,MILFORD,United States,06460,CT,admin@metrostarproperties.com,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0733333,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,531110.0,,,,,,,
PRESCION CONTRACTIN CORP,Non-Stock,Active,First report due,1329748,2021-12-10,No information provided,,,,,AFFORDABLEREPAIR01@GMAIL.COM,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0733333,,,,,,,,,,,,,,,,,,,,,,,,
ESTELLE FELDMAN AND ALBERT FELDMAN LLC,LLC,Active,Annual report past due,1329749,2021-03-31,42 ROCKLEDGE DRIVE 42 ROCKLEDGE DRIVE,LIVINGSTON,United States,07039,NJ,cherylhalpern@gmail.com,Foreign,2019-12-10,NJ,NJ,False,False,False,False,False,,2021-11-10 00:10:36.0733333,2019-11-12,ESTELLE FELDMAN AND ALBERT FELDMAN LLC,United States,"42 ROCKLEDGE DRIVE 42 ROCKLEDGE DRIVE, LIVINGSTON, NJ, 07039, United States",42 ROCKLEDGE DRIVE 42 ROCKLEDGE DRIVE,LIVINGSTON,NJ,07039,Residential Property Managers (531311),"42 ROCKLEDGE DRIVE 42 ROCKLEDGE DRIVE, LIVINGSTON, NJ, 07039, United States",42 ROCKLEDGE DRIVE 42 ROCKLEDGE DRIVE,LIVINGSTON,NJ,07039,United States,United States,531311.0,,,,,,,
MASSIMO HEATING AND COOLING LLC,LLC,Active,Annual report past due,1329750,2021-03-31,95 FIUME STREET,OAKVILLE,United States,06779,CT,dmc@ciampitax.com,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0733333,,,,,,,,,Other Building Equipment Contractors (238290),,,,,,,,,,,,,,,
ROSSI MARKETING LLC,LLC,Dissolved,,1329752,2021-03-31,1080 HILL STREET,SUFFIELD,United States,06078,CT,tyler@rossi-marketing.com,Domestic,2019-12-10,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:36.0733333,,,,,,,,,All Other Information Services (519190),,,,,,,,519190.0,2021-03-30T00:00:00.000,,,,,,
VENVISOR HEALTH LLC,LLC,Active,,1329754,2022-03-31,83 WOOSTER HEIGHTS ROAD SUITE 125,DANBURY,United States,06810,CT,rstewart@saisystems.com,Foreign,2019-12-10,DE,DE,False,False,False,False,False,,2021-11-10 00:10:36.0733333,2019-12-10,VENVISOR HEALTH LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,Nursing Care Facilities (Skilled Nursing Facilities) (623110),"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,United States,623110.0,,,,,,,
"37 SOUND VIEW HEIGHTS, LLC",LLC,Active,Annual report past due,1329755,2021-03-31,1000 ROUTE 80,GUILFORD,United States,06437,CT,37Soundview@palmerilaw.com,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0733333,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,531390.0,,,,,,,
"THE BRIXTON GROUP, INC",Stock,Active,Annual report due,1329756,2021-12-10,3625 PICKWICK LANE,CHARLOTTE,United States,28211,NC,Compliancemail@cscinfo.com,Foreign,2019-12-10,NC,NC,False,False,False,False,False,,2021-11-10 00:10:36.0733333,2015-01-05,"THE BRIXTON GROUP, INC",United States,,,,,,All Other Information Services (519190),,,,,,,,519190.0,,,,,,,
22 CANBORNE WAY LLC,LLC,Active,,1329757,2022-03-31,C/O RICHARD SPERO 7687 PEBBLES CREEK CIRCLE SUITE 406,NAPLES,United States,34108,FL,kwspero@aol.com,Domestic,2019-12-10,FL,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1066667,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,531390.0,,,,,,,
35 COTTAGE ROAD LLC,LLC,Dissolved,,1329759,2021-03-31,C/O RICHARD SPERO 7687 PEBBLE CREEK CIRCLE SUITE 406,NAPLES,United States,34108,FL,kwspero@aol.com,Domestic,2019-12-10,FL,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1066667,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,531390.0,2021-03-08T00:00:00.000,,,,,,
151 R BLUE HILLS ROAD LLC,LLC,Active,,1329760,2022-03-31,C/O RICHARD SPERO 7687 PEBBLES CREEK CIRCLE SUITE 406,NAPLES,United States,34108,FL,kwspero@aol.com,Domestic,2019-12-10,FL,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1066667,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,531390.0,,,,,,,
VESTOR LOANS LLC,LLC,Active,,1329761,2022-03-31,443 MAIN STREET,MANCHESTER,United States,06040,CT,scott@davidwesleyrealestate.com,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1066667,,,,,,,,,Mortgage and Nonmortgage Loan Brokers (522310),,,,,,,,522310.0,,,,,,,
1 DOWNING WAY LLC,LLC,Active,,1329762,2022-03-31,C/O RICHARD SPERO 7687 PEBBLES CREEK CIRCLE SUITE 406,NAPLES,United States,34108,FL,kwspero@aol.com,Domestic,2019-12-10,FL,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1066667,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,531390.0,,,,,,,
"REPUBLIC BUILDING CONTRACTORS, INC.",Stock,Active,Annual report due,1329763,2021-12-10,491 MAPLE STREET SUITE 103,DANVERS,United States,01923,MA,umccomas@republicbuilding.com,Foreign,2019-12-10,MA,MA,False,False,False,False,False,,2021-11-10 00:10:36.1066667,2020-01-01,"REPUBLIC BUILDING CONTRACTORS, INC.",United States,,,,,,Commercial and Institutional Building Construction (236220),,,,,,,,236220.0,,,,,,,
"10 SOUTH MAIN STREET, LLC",LLC,Active,,1329764,2022-03-31,100 NORTH ELM STREET,WATERBURY,United States,06702,CT,dpetitti@torrco.com,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1066667,,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,531120.0,,,,,,,
POSITIVE VOICES STUDIO LLC,LLC,Active,Annual report past due,1329765,2021-03-31,494 Bridgeport Ave,SHELTON,United States,06484,CT,GINASCARPA@GMAIL.COM,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1066667,,,,,,,,,,,,,,,,,,,,,,Suite 101 #385,,
"MILTON HOMES, LLC",LLC,Active,Ready for dissolution,1329766,2020-03-31,131 REGENTS PARK,WESTPORT,,06880,CT,ASCHAP2@GMAIL.COM,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1066667,,,,,,,,,,,,,,,,,,,,,,,,
"5 STAR TESTING, INC.",Stock,Active,Annual report due,1329767,2021-12-10,15801 NE 182ND AVE.,BRUSH PRAIRIE,United States,98606,WA,Compliancemail@cscinfo.com,Foreign,2019-12-10,WA,WA,False,False,False,False,False,,2021-11-10 00:10:36.1066667,2019-11-01,"5 STAR TESTING, INC.",United States,,,,,,Testing Laboratories (541380),,,,,,,,,,,,,,,
"EQUITRUST INSURANCE MARKETING SERVICES, LLC",LLC,Active,,1329769,2022-03-31,"C/O PARKOWSKI, GUERKE & SWAYZE, P.A. 116 W. WATER STREET",DOVER,United States,19904,DE,halina.zawodni@faegredrinker.com,Foreign,2019-12-10,DE,DE,False,False,False,False,False,,2021-11-10 00:10:36.1066667,2019-12-06,"EQUITRUST INSURANCE MARKETING SERVICES, LLC",United States,"C/O PARKOWSKI, GUERKE & SWAYZE, P.A. 116 W. WATER STREET, DOVER, DE, 19904, United States","C/O PARKOWSKI, GUERKE & SWAYZE, P.A. 116 W. WATER STREET",DOVER,DE,19904,Insurance Agencies and Brokerages (524210),"C/O PARKOWSKI, GUERKE & SWAYZE, P.A. 116 W. WATER STREET, DOVER, DE, 19904, United States","C/O PARKOWSKI, GUERKE & SWAYZE, P.A. 116 W. WATER STREET",DOVER,DE,19904,United States,United States,524210.0,,,,,,,
29 AYLESBURY CIRCLE LLC,LLC,Active,,1329770,2022-03-31,C/O RICHARD SPERO 7687 PEBBLES CREEK CIRCLE SUITE 406,NAPLES,United States,34108,FL,kwspero@aol.com,Domestic,2019-12-10,FL,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1066667,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,531390.0,,,,,,,
AMAZING HOUSEKEEPING & GENERAL SERVICE CLEANING LLC,LLC,Active,,1329771,2022-03-31,"58 NOB HILL RD., APT. C",NEW LONDON,United States,06320,CT,amazinhousekeeping@gmail.com,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1066667,,,,,,,,,Private Households (814110),,,,,,,,814110.0,,,,,,,
PICA-PAU WOOD FLOORS LLC,LLC,Active,Ready for dissolution,1329773,2020-03-31,151 FEDERAL STREET,BRIDGEPORT,United States,06606,CT,AMELIASERVICES@LIVE.COM,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1066667,,,,,,,,,,,,,,,,,,,,,,,,
"WOOLLOOMOOLOO, LLC",LLC,Active,Annual report past due,1329774,2021-03-31,10 TITUS ROAD SUITE 4,WASHINGTON DEPOT,United States,06794,CT,nannaronelaw@gmail.com,Domestic,2019-12-10,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:36.1366667,,,,,,,,,All Other Amusement and Recreation Industries (713990),,,,,,,,713990.0,,,,,,,
"ENTREPRENEURIAL VENTURES IN EDUCATION, INC.",Non-Stock,Active,Annual report due,1329775,2021-12-10,"1001 MARINA DR., #410",QUINCY,United States,02171,MA,mreeves@summeradvantage.org,Foreign,2019-12-10,MA,MA,False,False,False,False,False,,2021-11-10 00:10:36.1366667,2019-07-01,"ENTREPRENEURIAL VENTURES IN EDUCATION, INC.",United States,,,,,,Elementary and Secondary Schools (611110),,,,,,,,,,,,,,,
BUDDHA COMMUNICATIONS LLC,LLC,Active,Annual report past due,1329776,2021-03-31,534 MAIN ST,MIDDLETOWN,United States,06457,CT,wirelessmall777@gmail.com,Domestic,2019-12-10,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:36.1366667,,,,,,,,,Telecommunications Resellers (517911),,,,,,,,517911.0,,,,,,,
N&S SUPPLY LLC,LLC,Active,,1329777,2022-03-31,205 OLD ROUTE 9,FISHKILL,United States,12524,NY,taxfilings@watsco.com,Foreign,2019-12-10,DE,DE,False,False,False,False,False,,2021-11-10 00:10:36.1366667,2019-12-02,N&S SUPPLY LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers (423730),"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,United States,423730.0,,,,,,,
"DRONEUP, LLC",LLC,Active,,1329778,2022-03-31,160 NEWTOWN RD. STE 302,VIRGINIA BEACH,United States,23462,VA,shannon.ferguson@droneup.com,Foreign,2019-12-10,VA,VA,False,False,False,False,False,,2021-11-10 00:10:36.1366667,2020-01-01,"DRONEUP, LLC",United States,"160 NEWTOWN RD. STE 302, VIRGINIA BEACH, VA, 23462, United States",160 NEWTOWN RD. STE 302,VIRGINIA BEACH,VA,23462,Computer Systems Design Services (541512),"160 NEWTOWN RD. STE 302, VIRGINIA BEACH, VA, 23462, United States",160 NEWTOWN RD. STE 302,VIRGINIA BEACH,VA,23462,United States,United States,,,,,,,,
D. CONNOR PROPERTIES LLC,LLC,Active,Ready for dissolution,1329780,2020-03-31,1143 NORWICH WORCESTER TURNPIKE,WOODSTOCK,United States,06281,CT,GYPSYRAIN@YAHOO.COM,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1366667,,,,,,,,,,,,,,,,,,,,,,,,
"SMALL TOWN KICKS, LLC",LLC,Dissolved,,1329781,2021-03-31,39 DEERFIELD DRIVE,EASTON,United States,06612,CT,Jake@smalltownkicks.com,Domestic,2019-12-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1366667,,,,,,,,,Shoe Stores (448210),,,,,,,,448210.0,2020-12-07T00:00:00.000,,,,,,
"KEYES AND LOONEY, LLC",LLC,Active,,1329782,2022-03-31,420 EAST MAIN STREET BLD. 3 SUITE 15,BRANFORD,United States,06405,CT,calculate1@gmail.com,Domestic,2019-12-10,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:36.1366667,,,,,,,,,Offices of Lawyers (541110),,,,,,,,,,,,,,,
