name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,reason_for_administrative,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3,category_survey_email_address
SILVER GATES CONSTRUCTION LLC,LLC,Active,1308834,2022-03-31,360 BLOOMFIELD AVE SUIT 301  360 BLOOMFIELD AVE SUIT 301,WINDSOR,United States,06095,CT,joel@silvergatesconstruction.com,Domestic,2019-05-09,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:33.0700000,,,,,,,,,,,,,,,,,,,,,,,,
HANS CAPITAL LLC,LLC,Active,1308888,2022-03-31,38955 HILLS TECH DRIVE,FARMINGTON HILLS,United States,48331,MI,jadams@oaklandlawgroup.com,Foreign,2019-05-09,MI,MI,False,False,False,False,False,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",522320.0,2021-11-10 00:12:33.6633333,,,,2019-05-09,HANS CAPITAL LLC,United States,"39533 WOODWARD AVENUE SUITE 318, BLOOMFIELD HILLS, MI, 48304,",39533 WOODWARD AVENUE SUITE 318,BLOOMFIELD HILLS,MI,48304,,"39533 WOODWARD AVENUE SUITE 318, BLOOMFIELD HILLS, MI, 48304, United States",39533 WOODWARD AVENUE SUITE 318,BLOOMFIELD HILLS,MI,48304,United States,,,,,,
BLUE STAR LIMO LLC,LLC,Active,1308899,2022-03-31,168 BENHAM STREET,HAMDEN,United States,06514,CT,limobluestar1@gmail.com,Domestic,2019-05-09,CT,Connecticut,True,False,True,False,False,Limousine Service (485320),485320.0,2021-11-10 00:12:33.6966667,,,,,,,,,,,,,,,,,,,,,,,,
UPTOP BARBER SHOP & BEAUTY SALON LLC,LLC,Active,1308917,2020-03-31,1148 ALBANY AVE 1148 ALBANY AVE,HARTFORD,United States,06112,CT,ANGIEDANGEL1966@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:33.7266667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
ONSLOW ADVISORS LLC,LLC,Active,1308918,2022-03-31,6 THOMASINA LANE,DARIEN,United States,06820,CT,raoul.schuddeboom@gmail.com,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),,2021-11-10 00:12:33.7266667,,,,,,,,,,,,,,,,,,,,,,,,
"NUTMEG REAL ESTATE INVESTMENTS, LLC",LLC,Active,1308925,2022-03-31,92 WESTON STREET,HARTFORD,United States,06120,CT,jngallery@aol.com,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:12:33.7266667,,,,,,,,,,,,,,,,,,,,,,,,
FIRST SHIELD SERVICE CORPORATION,Stock,Active,1308926,2022-05-09,2345 GRAND BOULEVARD SUITE 900,KANSAS CITY,United States,64108,MO,blowe@archinsurance.com,Foreign,2019-05-09,MO,MO,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:12:33.7266667,,,,2019-05-09,FIRST SHIELD SERVICE CORPORATION,United States,,,,,,,,,,,,,,,,,,
"PROGENY.NYC, LLC",LLC,Active,1308927,2022-03-31,98 BELDEN HILL ROAD,WILTON,United States,06897,CT,andries@progeny.nyc,Domestic,2019-05-09,CT,Connecticut,True,False,False,False,False,Jewelry and Silverware Manufacturing (339910),339910.0,2021-11-10 00:12:34.2900000,,,,,,,,,,,,,,,,,,,,,,,,
"MAX CAPITAL CT, LLC",LLC,Active,1308928,2022-03-31,630 SMITHFIELD ROAD APT 717,NORTH PROVIDENCE,United States,02904,RI,davidchamp.livewell@gmail.com,Domestic,2019-05-09,RI,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:34.2900000,,,,,,,,,,,,,,,,,,,,,,,,
COACH K LACROSSE LLC,LLC,Active,1308929,2020-03-31,20 RIPPOWAM RD.,STAMFORD,United States,06902,CT,WILL.KOSHANSKY@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.2900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"BRIDGEPORT VETERINARY HOSPITAL, LLC",LLC,Active,1308930,2022-03-31,2715 MAIN STREET,BRIDGEPORT,United States,06606,CT,g.j.advantage@gmail.com,Domestic,2019-05-09,CT,Connecticut,True,False,True,False,False,Veterinary Services (541940),541940.0,2021-11-10 00:12:34.2900000,,,,,,,,,,,,,,,,,,,,,,,,
DABACKBONE LLC,LLC,Active,1308931,2021-03-31,397 EASTERN ST.,NEW HAVEN,United States,06513,CT,WE.DABACKBONE@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,Stationery Product Manufacturing (322230),,2021-11-10 00:12:34.2900000,Annual report past due,Failure to appoint or maintain an agent for service,,,,,,,,,,,,,,,,,,,,,,
FACE FORWARD LLC,LLC,Active,1308932,2020-03-31,244 NAUBUC AVE,GLASTONBURY,United States,06033,CT,EMILYAMC21@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.2900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"INGENII, LLC",LLC,Active,1308933,2022-03-31,105 N OAK PARK AVE # 3C,OAK PARK,United States,60301,IL,kfloody@ingeniillc.com,Foreign,2019-05-09,IL,IL,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:12:34.2900000,,,,2019-06-03,"INGENII, LLC",United States,"105 N OAK PARK AVE # 3C, OAK PARK, IL, 60301, United States",105 N OAK PARK AVE # 3C,OAK PARK,IL,60301,United States,"105 N OAK PARK AVE # 3C, OAK PARK, IL, 60301, United States",105 N OAK PARK AVE # 3C,OAK PARK,IL,60301,United States,,,,,,
NRG CONSULTING INC,Stock,Active,1308934,2022-06-03,8 JACOBS LANE,BETHEL,United States,06801,CT,FILINGS@SWYFTFILINGS.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,Business Associations (813910),,2021-11-10 00:12:34.2900000,Annual report past due,,10000.0,,,,,,,,,,,,,,,,,,,,,
"KALA PHARMACEUTICALS, INC.",Stock,Active,1308935,2022-05-09,"490 ARSENAL WAY, STE 120",WATERTOWN,United States,02472,MA,erica.shevlin@kalarx.com,Foreign,2019-05-09,DE,DE,False,False,False,False,False,Pharmaceutical Preparation Manufacturing (325412),325412.0,2021-11-10 00:12:34.2900000,,,,2018-10-01,"KALA PHARMACEUTICALS, INC.",United States,,,,,,,,,,,,,,,,,,
"STANS RELISH, LLC",LLC,Active,1308936,2021-03-31,21 LANCEWOOD LANE,MIDDLEBURY,United States,06716,CT,stansrelish2019@aol.com,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,Food Service Contractors (722310),722310.0,2021-11-10 00:12:34.2900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
BHAD COMPANY LLC,LLC,Active,1308938,2020-03-31,42 AUSTIN LANE,WEST SPRINGFIELD,United States,01089,MA,KAYNDEE2019@GMAIL.COM,Domestic,2019-05-09,MA,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.2900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
IDEAL PROPERTIES LLC,LLC,Active,1308939,2020-03-31,10 BALTIC RD,FRANKLIN,United States,06254,CT,IDEALPROPERTIES04@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.2900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
TAMARACK BP MC LLC,LLC,Active,1308940,2022-03-31,12 WOODDALE RD.,GREENWICH,United States,06830,CT,john@tamarackglobal.com,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,Other Financial Vehicles (525990),,2021-11-10 00:12:34.2900000,,,,,,,,,,,,,,,,,,,,,,,,
BALSA ENTERPRISES LLC,LLC,Active,1308941,2022-03-31,91 NEW ST.,BRISTOL,United States,06010,CT,vikingshieldfarm@gmail.com,Domestic,2019-05-09,CT,Connecticut,True,False,False,False,False,Other Vegetable (except Potato) and Melon Farming (111219),111219.0,2021-11-10 00:12:34.2900000,,,,,,,,,,,,,,,,,,,,,,,,
MIKE REILLY HOLDINGS LLC,LLC,Active,1308942,2020-03-31,117 STATE ROUTE 39,NEW FAIRFIELD,United States,06812-1974,CT,MICHAELLREILLY9@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.2900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
OJO HOME LLC,LLC,Active,1308943,2022-03-31,"1007 S CONGRESS AVE BUILDING 9, SUITE 400 BUILDING 9, SUITE 400",AUSTIN,United States,78704,TX,jdwyer@ojolabs.com,Foreign,2019-05-09,TX,TX,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),,2021-11-10 00:12:34.2900000,,,,2019-05-09,OJO HOME LLC,United States,"1007 S. CONGRESS AVE BLDG 9, SUITE 400, AUSTIN, TX, 78704, United States","1007 S. CONGRESS AVE BLDG 9, SUITE 400",AUSTIN,TX,78704,United States,"1007 S CONGRESS AVE BUILDING 9, SUITE 400 BUILDING 9, SUITE 400, AUSTIN, TX, 78704, United States","1007 S CONGRESS AVE BUILDING 9, SUITE 400 BUILDING 9, SUITE 400",AUSTIN,TX,78704,United States,,,,,,
"NAVARRO LOGISTICS, LLC",LLC,Active,1308944,2020-03-31,395 BROAD STREET,BRISTOL,United States,06010,CT,DIEGO@NAVARROTRUCKING.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.2900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"450 FEDERAL ROAD, LLC",LLC,Active,1308945,2022-03-31,450 FEDERAL RD,BROOKFIELD,United States,06804,CT,scottjlavelle@yahoo.com,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),,2021-11-10 00:12:34.2900000,,,,,,,,,,,,,,,,,,,,,,,,
MARINE TESTING SERVICES LLC,LLC,Active,1308946,2020-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.3200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
JL CONSULTING LLC,LLC,Dissolved,1308947,2021-03-31,85 SOUTH MAIN STREET,SEYMOUR,United States,06483,CT,arock955@sbcglobal.net,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:34.3200000,,,,,,,,,,,,,,,,,,,2021-02-27T00:00:00.000,,,,,
OAK RIDGE HAMILTON HOLDINGS LLC,LLC,Active,1308948,2020-03-31,4 RESEARCH DRIVE - SUITE 402,SHELTON,United States,,CT,JHARMON@OAKRIDGEHAMILTON.COM,Foreign,2019-05-09,DE,DE,False,False,False,False,False,,,2021-11-10 00:12:34.3200000,Ready for dissolution,Failure to file Annual Report,,2019-06-01,OAK RIDGE HAMILTON HOLDINGS LLC,United States,"16192 COASTAL HIGHWAY, LEWES, DE, United States",16192 COASTAL HIGHWAY,LEWES,DE,,United States,"16192 COASTAL HIGHWAY, LEWES, DE, 06484, United States",16192 COASTAL HIGHWAY,LEWES,DE,06484,United States,,,,,,
NEPTUNE REAL ESTATE SOLUTIONS LLC,LLC,Active,1308949,2020-03-31,76 RIDGE STREET UNIT 5,NEW HAVEN,United States,06511,CT,NEPTUNEREALESTATESOLUTIONS@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.3200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
SAGE INTELLIGENCE LLC,LLC,Active,1308950,2021-03-31,142 COLD SPRING STREET,NEW HAVEN,United States,06511,CT,SAMANTHA@SAMANTHAWHITNEY.NET,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:12:34.3200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
"RELOVD, INC.",Stock,Active,1308951,2021-05-09,3 COLONY RD,WESTON,United States,06883,CT,haley@shoptomorrows.com,Foreign,2019-05-09,DE,DE,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),,2021-11-10 00:12:34.3200000,Annual report past due,,,2019-05-01,"RELOVD, INC.",United States,,,,,,,,,,,,,,,,,,
"SCHACHTLER CONTRACTING, INC.",Stock,Active,1308954,2021-05-09,7430 SHANLEY ROAD,DEANSBORO,United States,13328,NY,scicontracting@aol.com,Foreign,2019-05-09,NY,NY,False,False,False,False,False,Framing Contractors (238130),238130.0,2021-11-10 00:12:34.3200000,Annual report past due,,,2019-05-03,"SCHACHTLER CONTRACTING, INC.",United States,,,,,,,,,,,,,,,,,,
"FYF-PACKIT, LLC",LLC,Active,1308955,2020-03-31,143 MILL ROCK ROAD EAST,OLD SAYBROOK,,06475,CT,,Foreign,2019-05-09,DE,DE,False,False,False,False,False,,,2021-11-10 00:12:34.3200000,Ready for dissolution,Failure to file Annual Report,,2019-04-17,"FYF-PACKIT, LLC",,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,,,,,,
38 ROUND HILL ROAD LLC,LLC,Active,1308957,2020-03-31,38 ROUND HILL ROAD,GREENWICH,,06831,CT,,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.3366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"SPECTRUM TV ESSENTIALS, LLC",LLC,Active,1308958,2022-03-31,12405 POWERCOURT DRIVE,ST. LOUIS,United States,63131,MO,cindy.minahan@charter.com,Foreign,2019-05-09,DE,DE,False,False,False,False,False,Cable and Other Subscription Programming (515210),515210.0,2021-11-10 00:12:34.3366667,,,,2019-06-01,"SPECTRUM TV ESSENTIALS, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,,
"COMPREHENSIVE BENEFIT ADMINISTRATORS, AN ALERA GROUP AGENCY, LLC",LLC,Active,1308959,2022-03-31,THREE PARKWAY NORTH SUITE 500,DEERFIELD,United States,60015,IL,Compliancemail@cscinfo.com,Foreign,2019-05-09,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:12:34.3366667,,,,2019-05-09,"COMPREHENSIVE BENEFIT ADMINISTRATORS, AN ALERA GROUP AGENCY, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,,
"LOCKTON RE, LLC",LLC,Active,1308961,2022-03-31,444 WEST 47TH STREET SUITE 900,KANSAS CITY,United States,64112,MO,rdellagu@lockton.com,Foreign,2019-05-09,DE,DE,False,False,False,False,False,Business Associations (813910),813910.0,2021-11-10 00:12:34.3366667,,,,2019-04-17,"LOCKTON RE, LLC",United States,"3411 SILVERSIDE ROAD TATNALL BUILDING, STE 104, WILMINGTON, DE, 19810,","3411 SILVERSIDE ROAD TATNALL BUILDING, STE 104",WILMINGTON,DE,19810,,"3411 SILVERSIDE ROAD TATNALL BUILDING, STE 104, WILMINGTON, DE, 19810, United States","3411 SILVERSIDE ROAD TATNALL BUILDING, STE 104",WILMINGTON,DE,19810,United States,,,,,,
CARDOSO ENTERPRISES 2 LLC,LLC,Active,1308966,2020-03-31,425 KINGS HWY E,FAIRFIELD,United States,06825,CT,CARDOSOENTERPRISES59@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.3666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
PORTSEA PROPERTIES LLC,LLC,Active,1308971,2022-03-31,40 TRUMBULL STREET,NEW HAVEN,United States,06510,CT,AD@FIELDPROPERTIESCT.COM,Domestic,2019-05-09,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:34.3666667,,,,,,,,,,,,,,,,,,,,,,,,
LZLSUPPLY LLC,LLC,Active,1308972,2020-03-31,422 OLD WHITFIELD ST.,GUILFORD,United States,06437,CT,JOHN.SMEGIELSKI@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.3666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"POWER PROPERTY SERVICES, LLC",LLC,Active,1308973,2022-03-31,45 Bear Swamp Rd,Andover,United States,06232-1100,CT,HOCKEYMOM5647@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),,2021-11-10 00:12:34.3666667,,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
39 FARVIEW LLC,LLC,Active,1308975,2022-03-31,1511 ROUTE 22 SUITE 324,BREWSTER,United States,10509,NY,joelle@wmrservice.com,Domestic,2019-05-09,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:34.3666667,,,,,,,,,,,,,,,,,,,,,,,,
ND PAPER INC.,Stock,Active,1308976,2022-05-09,1901 SOUTH MEYERS ROAD SUITE 600,OAKBROOK TERRACE,United States,60181,IL,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-05-09,DE,DE,False,False,False,False,False,Paper (except Newsprint) Mills (322121),322121.0,2021-11-10 00:12:34.3666667,,,,2019-05-01,ND PAPER INC.,United States,,,,,,,,,,,,,,,,,,
MTC INVESTMENTS II LLC,LLC,Active,1308977,2020-03-31,976 PEQUOT AVE,SOUTHPORT,United States,06890,CT,JCLEMENTS@TARAPARTNERS.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.3666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
INFINITY HOME IMPROVEMENT & PRESERVATION LLC,LLC,Active,1308978,2020-03-31,15 GOODWIN CT,THOMASTON,United States,06787,CT,TUTIGRE@ME.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.3666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
OCEANIC CAPITAL LLC,LLC,Active,1308979,2020-03-31,133 WEST HIGH ST,EAST HAMPTON,United States,06424,CT,BMMGROUP@YANDEX.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.3666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"LUNA ENTERTAINMENT PRODUCTIONS, LLC",LLC,Active,1308980,2020-03-31,17 CHAPIN PL..,HARTFORD,United States,06114,CT,VICLUNA.NET@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.3666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
KIRK PROPERTY 1 LLC,LLC,Active,1308981,2020-03-31,980 POST ROAD EAST ROOM 109,WESTPORT,United States,06480,CT,NET7654321@YAHOO.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.3666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
KIRK PROPERTY 2 LLC,LLC,Active,1308982,2020-03-31,980 POST ROAD EAST ROOM 109,WESTPORT,United States,06480,CT,NET7654321@YAHOO.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.3666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
SUNSTONES LLC,LLC,Active,1308983,2020-03-31,10 SHORT ST,MANCHESTER,United States,,CT,SUNSTONES09@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.3666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
HIGHPOWER LLC,LLC,Active,1308984,2020-03-31,126 SOUTH MAIN ST,HARTFORD,United States,06119,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.3666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
WIRELESS XPERTS INC,Stock,Active,1308986,2021-05-09,No information provided,,,,,MFRAGA@DFTACCOUNTING.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.8066667,First report past due,,2000.0,,,,,,,,,,,,,,,,,,,,,
TOPCHOICE CLEANING & MAINTENANCE LLC,LLC,Active,1308987,2022-03-31,8 FOX MEADOW LANE,WINDSOR,United States,06905,CT,topchoicecm@gmail.com,Domestic,2019-05-09,CT,Connecticut,True,False,True,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:34.8066667,,,,,,,,,,,,,,,,,,,,,,,,
KIRK PROPERTY 3 LLC,LLC,Active,1308988,2020-03-31,980 POST ROAD EAST ROOM 109,WESTPORT,United States,06480,CT,NET7654321@YAHOO.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.8066667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"PARTY TIME RENTALS CT, LLC",LLC,Dissolved,1308989,2020-03-31,80 ROOSEVELT AVE,STAMFORD,United States,06902,CT,PARTYTIMERENTALSCT@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.8066667,,,,,,,,,,,,,,,,,,,2021-03-15T00:00:00.000,,,,,
THE HOUSE OF TASTE TO GO KITCHEN INC,Stock,Active,1308990,2021-05-09,No information provided,,,,,ADMIN@THOTTOGO.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.8066667,First report past due,,200.0,,,,,,,,,,,,,,,,,,,,,
"23 GIRARD AVENUE, LLC",LLC,Active,1308991,2022-03-31,C/O INTERTOWN REALTY CO. LLC 160 FARMINGTON AVENUE,FARMINGTON,United States,06032,CT,abbie@intertownrealty.com,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:34.8066667,,,,,,,,,,,,,,,,,,,,,,,,
UPRITE CONSTRUCTION LLC,LLC,Active,1308992,2021-03-31,4 WATSON RD,QUINEBAUG,United States,06262,CT,upritecontracting@yahoo.com,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,Poured Concrete Foundation and Structure Contractors (238110),,2021-11-10 00:12:34.8066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
HEALTH FIRST SOLUTIONS LLC,LLC,Active,1308993,2022-03-31,566 BROADVIEW ROAD,ORANGE,United States,06477,CT,aacrowley@icloud.com,Domestic,2019-05-09,CT,Connecticut,True,True,False,False,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:12:34.8066667,,,,,,,,,,,,,,,,,,,,,,,,
D&LONZ REAL ESTATE INVESTOR CORPORATION,Stock,Active,1308994,2022-05-09,"3225 MCLEOD DRIVE, SUITE 100",LAS VEGAS,United States,89121,NV,ra@andersonadvisors.com,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:34.8066667,,,1000.0,,,,,,,,,,,,,,,,,,,,,
"PAUL'S PROPERTY,  LLC",LLC,Active,1308995,2020-03-31,194 STAGECOACH RD,AVON,United States,06001,CT,YOOCPA123@GMAIL.COM,Domestic,2019-05-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.8066667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"AMATERAS CAPITAL, LLC",LLC,Active,1308996,2020-03-31,137 5 MILE RIVER ROAD,DARIEN,United States,06820,CT,GIANA@PREMIERCFS.COM,Foreign,2019-05-09,DE,DE,False,False,False,False,False,,,2021-11-10 00:12:34.8066667,Ready for dissolution,Failure to file Annual Report,,2019-05-09,"AMATERAS CAPITAL, LLC",United States,"3411 SILVERSIDE ROAD TATNALL BUILDING #104, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING #104,WILMINGTON,DE,19810,United States,"3411 SILVERSIDE ROAD, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD,WILMINGTON,DE,19810,United States,,,,,,
FCS GROUP LLC,LLC,Active,1308997,2020-03-31,1160 ROUTE 22 WEST,MOUNTAINSIDE,United States,07092,NJ,DN.ACCTG.SAMNY1@GMAIL.COM,Foreign,2019-05-09,NY,NY,False,False,False,False,False,,,2021-11-10 00:12:34.8066667,Ready for dissolution,Failure to file Annual Report,,2019-10-01,FCS GROUP LLC,United States,"57-12 GRAND AVENUE, MASPETH, NY, 11378-3118, United States",57-12 GRAND AVENUE,MASPETH,NY,11378-3118,United States,"1160 ROUTE 22 WEST, MOUNTAINSIDE, NJ, 07092, United States",1160 ROUTE 22 WEST,MOUNTAINSIDE,NJ,07092,United States,,,,,,
SEA INVESTMENT LLC,LLC,Active,1308999,2022-03-31,469 MARTINSEN CT,PALO ALTO,United States,94306,CA,l_yuhua@yahoo.com,Foreign,2019-05-09,CA,CA,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:34.8066667,,,,2019-05-14,SEA INVESTMENT LLC,United States,"469 MARTINSEN CT, PALO ALTO, CA, 94306, United States",469 MARTINSEN CT,PALO ALTO,CA,94306,United States,"469 MARTINSEN CT, PALO ALTO, CA, 94306, United States",469 MARTINSEN CT,PALO ALTO,CA,94306,United States,,,,,,
