"EndorsementNumber","EndIssueDate","EndExpireDate","EndCity","EndCountry","EndLine1","EndLine2","EndState","EndZipOut","LicenseNumber","BusinessName","Status","IssueDate","RenewDate","ExpireDate","PhysicalCity","PhysicalCountry","PhysicalLine1","PhysicalLine2","PhysicalState","PhysicalZipOut","MailingCity","MailingCountry","MailingLine1","MailingLine2","MailingState","MailingZipOut"
2,1/3/2019,12/31/2023,"UNALAKLEET","UNITED STATES","189 AIRPORT WAY",,"AK","99684",155538,"NORTON SOUND HEALTH CORPORATION","Active",9/3/1992,1/3/2022,12/31/2023,"NOME","UNITED STATES","1000 GREG KRUSCHEK AVE.",,"AK","99762","NOME","UNITED STATES","PO BOX 966",,"AK","99762-0966"
1,11/5/2018 8:07:26 AM,12/31/2024,"FAIRBANKS","UNITED STATES","2226 OLD STEESE HWY. N.",,"AK","99712",156232,"THE FOX GENERAL STORE INCORPORATED","Active",12/18/1992,11/14/2022,12/31/2024,"FAIRBANKS","UNITED STATES","2226 OLD STEESE HWY. N.",,"AK","99712","FAIRBANKS","UNITED STATES","2226 OLD STEESE HWY. N.",,"AK","99712"
3,1/7/2014,12/31/2014,"ANCHORAGE","UNITED STATES","624 MULDOON RD.",,"AK","99504",159639,"J J'S SPORT LOUNGE","Active",9/2/1992,12/20/2021,12/31/2023,"ANCHORAGE","UNITED STATES","624 MULDOON ROAD",,"AK","99504","ANCHORAGE","UNITED STATES","624 MULDOON ROAD",,"AK","99504"
2,2/2/2007,12/31/2007,"ANCHORAGE","UNITED STATES","624 MULDOON ROAD",,"AK","99504",159639,"J J'S SPORT LOUNGE","Active",9/2/1992,12/20/2021,12/31/2023,"ANCHORAGE","UNITED STATES","624 MULDOON ROAD",,"AK","99504","ANCHORAGE","UNITED STATES","624 MULDOON ROAD",,"AK","99504"
1,1/4/2006,12/31/2006,"ANCHORAGE","UNITED STATES","624 MULDOON ROAD",,"AK","99504",159639,"J J'S SPORT LOUNGE","Active",9/2/1992,12/20/2021,12/31/2023,"ANCHORAGE","UNITED STATES","624 MULDOON ROAD",,"AK","99504","ANCHORAGE","UNITED STATES","624 MULDOON ROAD",,"AK","99504"
4,12/18/2017,12/31/2023,"ANCHORAGE","UNITED STATES","624 MULDOON RD",,"AK","99504",159639,"J J'S SPORT LOUNGE","Active",9/2/1992,12/20/2021,12/31/2023,"ANCHORAGE","UNITED STATES","624 MULDOON ROAD",,"AK","99504","ANCHORAGE","UNITED STATES","624 MULDOON ROAD",,"AK","99504"
1,12/28/2017 12:18:30 PM,12/31/2021,"AKIACHAK","UNITED STATES","311 MAIN ST",,"AK","99551",161699,"GEORGE'S ENTERPRISES","Active",1/9/1993,12/8/2021,12/31/2023,"AKIACHAK","UNITED STATES","311 Main Street","9078254212","AK","99551-8212","AKIACHAK","UNITED STATES","PO BOX 85",,"AK","99551"
2,12/8/2021,12/31/2023,"Akiachak","UNITED STATES","311 Main St.",,"AK","99551",161699,"GEORGE'S ENTERPRISES","Active",1/9/1993,12/8/2021,12/31/2023,"AKIACHAK","UNITED STATES","311 Main Street","9078254212","AK","99551-8212","AKIACHAK","UNITED STATES","PO BOX 85",,"AK","99551"
1,1/22/2019,12/31/2024,"ANCHORAGE","UNITED STATES","832 W INT'L AIRPORT RD",,"AK","99518",163248,"FLIGHT DECK BAR","Active",,11/30/2022,12/31/2024,"Anchorage","UNITED STATES","842 W International Airport Rd","9075611328","AK","99518","ANCHORAGE","UNITED STATES","842 W INT'L AIRPORT ROAD",,"AK","99518"
1,11/17/2000,12/31/2002,"ANCHORAGE","UNITED STATES","8311 ARCTIC BLVD",,"AK","99511",166081,"GALLO'S MEXICAN RESTAURANT, INC","Active",3/16/1993,12/9/2022,12/31/2024,"ANCHORAGE","UNITED STATES","8311 Arctic Blvd",,"AK","99518","ANCHORAGE","UNITED STATES","PO BOX 111846",,"AK","99511"
1,12/5/2018,12/31/2024,"ANCHORAGE","UNITED STATES","131 S BRAGAW ST",,"AK","99508",166780,"MT VIEW RED APPLE MARKET","Active",11/17/2000,11/16/2020,12/31/2024,"ANCHORAGE","UNITED STATES","131 S BRAGAW STREET",,"AK","99508","ANCHORAGE","UNITED STATES","131 S BRAGAW STREET",,"AK","99508"
1,10/22/2018,12/31/2024,"VALDEZ","UNITED STATES","RICHARDSON HWY/AIRPORT ROAD INTERSECTION",,"AK","99686",170555,"ACRES KWIK TRIP","Active",,10/9/2022,12/31/2024,"Valdez","UNITED STATES","1860 Richardson Hwy","Box 1327","AK","99686-1327","Valdez","UNITED STATES","1860 Richardson Hwy","Box 1327","AK","99686-1327"
2,9/25/2006,12/31/2007,"ANCHORAGE","UNITED STATES","739 WEST 4TH AVE",,"AK","99501",170699,"PIONEER BAR","Active",6/7/1993,10/3/2022,12/31/2024,"ANCHORAGE","UNITED STATES","739 WEST 4TH AVE",,"AK","99501","ANCHORAGE","UNITED STATES","739 WEST 4TH AVE",,"AK","99501"
1,12/15/2008,12/31/2010,"ANCHORAGE","UNITED STATES","739 WEST 4TH AVE",,"AK","99501",170699,"PIONEER BAR","Active",6/7/1993,10/3/2022,12/31/2024,"ANCHORAGE","UNITED STATES","739 WEST 4TH AVE",,"AK","99501","ANCHORAGE","UNITED STATES","739 WEST 4TH AVE",,"AK","99501"
3,10/6/2016 11:00:33 AM,12/31/2018,"ANCHORAGE","UNITED STATES","739 WEST 4TH AVE",,"AK","99501",170699,"PIONEER BAR","Active",6/7/1993,10/3/2022,12/31/2024,"ANCHORAGE","UNITED STATES","739 WEST 4TH AVE",,"AK","99501","ANCHORAGE","UNITED STATES","739 WEST 4TH AVE",,"AK","99501"
1,10/24/2018,12/31/2024,"ANCHORAGE","UNITED STATES","721 W 4TH AVE",,"AK","99501",175087,"GASLIGHT LOUNGE","Active",11/24/1993,11/14/2022,12/31/2024,"Fountain Hills","UNITED STATES","14651 east paradise drive",,"AZ","85268","ANCHORAGE","UNITED STATES","721 W 4TH",,"AK","99501"
1,10/5/2017 1:11:59 PM,12/31/2023,"WASILLA","UNITED STATES","M 4 KNIK GOOSE BAY ROAD",,"AK","99687",175605,"KNIK KOUNTRY LIQUOR","Active",1/11/1994,10/5/2021,12/31/2023,"WASILLA","UNITED STATES","7362 W PARKS HWY # 772",,"AK","99623-9132","WASILLA","UNITED STATES","7362 W PARKS HWY # 772",,"AK","99623-9132"
4,10/5/2017 1:11:59 PM,12/31/2023,"TALKEETNA","UNITED STATES","MILE 98.6",,"AK","99676",175605,"KNIK KOUNTRY LIQUOR","Active",1/11/1994,10/5/2021,12/31/2023,"WASILLA","UNITED STATES","7362 W PARKS HWY # 772",,"AK","99623-9132","WASILLA","UNITED STATES","7362 W PARKS HWY # 772",,"AK","99623-9132"
2,10/5/2017 1:11:59 PM,12/31/2023,"WASILLA","UNITED STATES","M 49 PARKS HIGHWAY",,"AK","99687",175605,"KNIK KOUNTRY LIQUOR","Active",1/11/1994,10/5/2021,12/31/2023,"WASILLA","UNITED STATES","7362 W PARKS HWY # 772",,"AK","99623-9132","WASILLA","UNITED STATES","7362 W PARKS HWY # 772",,"AK","99623-9132"
3,10/5/2017 1:11:59 PM,12/31/2023,"WASILLA","UNITED STATES","TRUNK ROAD & PALMER",,"AK","99687",175605,"KNIK KOUNTRY LIQUOR","Active",1/11/1994,10/5/2021,12/31/2023,"WASILLA","UNITED STATES","7362 W PARKS HWY # 772",,"AK","99623-9132","WASILLA","UNITED STATES","7362 W PARKS HWY # 772",,"AK","99623-9132"
2,10/3/2018,12/31/2024,"JUNEAU","UNITED STATES","9951 STEPHEN RICHARDS DR (LIQUOR STORE)",,"AK","99801",181324,"DUCK CREEK MARKET","Active",12/15/1993,11/18/2022,12/31/2024,"JUNEAU","UNITED STATES","9951 STEPHEN RICHARDS",,"AK","99801","JUNEAU","UNITED STATES","PO BOX 34262",,"AK","99803-4762"
1,10/3/2018,12/31/2022,"JUNEAU","UNITED STATES","9951 STEPHEN RICHARDS DR (CONVENIENCE STORE)",,"AK","99801",181324,"DUCK CREEK MARKET","Active",12/15/1993,11/18/2022,12/31/2024,"JUNEAU","UNITED STATES","9951 STEPHEN RICHARDS",,"AK","99801","JUNEAU","UNITED STATES","PO BOX 34262",,"AK","99803-4762"
3,11/18/2022,12/31/2024,"Juneau","UNITED STATES","Duck Creek Market","9951 Stephan Richards Drive","AK","99803",181324,"DUCK CREEK MARKET","Active",12/15/1993,11/18/2022,12/31/2024,"JUNEAU","UNITED STATES","9951 STEPHEN RICHARDS",,"AK","99801","JUNEAU","UNITED STATES","PO BOX 34262",,"AK","99803-4762"
4,11/18/2022,12/31/2024,"Juneau","UNITED STATES","Duck Creek Cafe","9951 Stephan Richards Drive","AK","99801",181324,"DUCK CREEK MARKET","Active",12/15/1993,11/18/2022,12/31/2024,"JUNEAU","UNITED STATES","9951 STEPHEN RICHARDS",,"AK","99801","JUNEAU","UNITED STATES","PO BOX 34262",,"AK","99803-4762"
1,1/15/2023,12/31/2024,"Skagway","UNITED STATES","Box 458, 800 State Street","800 State Street","AK","99840+0458",182089,"LITTLE CHERUB DAY CARE","Active",4/13/1994,1/15/2023,12/31/2024,"Skagway","UNITED STATES","Box 458, 800 State Street","800 State Street","AK","99840-0458","SKAGWAY","UNITED STATES","PO BOX 458",,"AK","99840-0458"
1,12/11/2008,12/31/2010,"HOOPER BAY","UNITED STATES","MAIN AIRPORT ROAD",,"AK","99604",183166,"SEA LION CORPORATION","Active",1/19/1994,12/15/2021,12/31/2023,"HOOPER BAY","UNITED STATES","350 Main Street ",,"AK","99604","HOOPER BAY","UNITED STATES","PO BOX 87",,"AK","99604"
1,10/20/2017 12:07:45 PM,12/31/2023,"KETCHIKAN","UNITED STATES","2417 TONGASS AVENUE SPACE 101",,"AK","99901",185101,"NEWTOWN LIQUORS","Active",3/29/1994,11/5/2021,12/31/2023,"KETCHIKAN","UNITED STATES","2417 TONGASS AVENUE #101",,"AK","99901","SITKA","UNITED STATES","208 LAKE STREET, SUITE B",,"AK","99835-7582"
1,2/21/2019,12/31/2024,"MEKORYUK","UNITED STATES","43 NORTH CHASE RD",,"AK","99630",189029,"NIMA STORE, INC","Active",11/15/1994,10/17/2022,12/31/2024,"MEKORYUK","UNITED STATES","43 NORTH CHASE RD",,"AK","99630","MEKORYUK","UNITED STATES","PO BOX 9",,"AK","99630-0009"
1,10/29/2018,12/31/2024,"RUBY","UNITED STATES","#2 GOOD TIME ROAD",,"AK","99768",190042,"RUBY COMMERCIAL COMPANY","Active",1/12/1995,10/18/2022,12/31/2024,"RUBY","UNITED STATES","#2 GOOD TIME ROAD",,"AK","99768","RUBY","UNITED STATES","PO BOX 70",,"AK","99768"
1,10/5/2017 2:44:06 PM,12/31/2023,"KLAWOCK","UNITED STATES","6488-8 KLAWOCK/HOLLIS HIGHWAY",,"AK","99925",191779,"KLAWOCK LIQUOR STORE","Active",6/9/1994,12/7/2021,12/31/2023,"KLAWOCK","UNITED STATES","6488-8 KLAWOCK/HOLLIS HWY",,"AK","99925","KLAWOCK","UNITED STATES","PO BOX 469",,"AK","99925-0469"
1,12/10/2018 12:56:09 PM,12/31/2020,"ANCHORAGE","UNITED STATES","110 E FIREWEED LANE",,"AK","99503",195549,"GOLD CACHE BINGO","Active",10/10/1994,12/29/2021,12/31/2023,"ANCHORAGE","UNITED STATES","110 E FIREWEED LN",,"AK","99503-2702","ANCHORAGE","UNITED STATES","110 E FIREWEED LN",,"AK","99503-2702"
1,12/27/2016,12/31/2018,"CHUGIAK","UNITED STATES","20146 PILOT ROAD SUITE #D",,"AK","99567",197939,"PUFFIN SMOKE SHOP AND LIQUOR LOCKER","Active",,10/17/2022,12/31/2024,"CHUGIAK","UNITED STATES","20146 PILOT ROAD SUITE #D",,"AK","99567","CHUGIAK","UNITED STATES","PO BOX 672549",,"AK","99567"
2,12/27/2018,12/31/2020,"CHUGIAK","UNITED STATES","20146 PILOT ROAD SUITE A",,"AK","99567",197940,"BIRCHWOOD SALOON","Active",1/9/1995,12/9/2022,12/31/2024,"CHUGIAK","UNITED STATES","20146 PILOT ROAD SUITE A ",,"AK","99567","CHUGIAK","UNITED STATES","PO BOX 672549",,"AK","99567"
1,12/27/2018,12/31/2024,"CHUGIAK","UNITED STATES","20146 PILOT ROAD SUITE A & B",,"AK","99567",197940,"BIRCHWOOD SALOON","Active",1/9/1995,12/9/2022,12/31/2024,"CHUGIAK","UNITED STATES","20146 PILOT ROAD SUITE A ",,"AK","99567","CHUGIAK","UNITED STATES","PO BOX 672549",,"AK","99567"
2,10/12/2018,12/31/2024,"NIKISKI","UNITED STATES","54728 INDUSTRIAL AVE",,"AK","99635",202662,"4 LANDS BAR & LIQUIOR","Active",1/27/1995,11/16/2022,12/31/2024,"KENAI","UNITED STATES","MILE 21 KENAI SPUR HWY",,"AK","99635","NIKISKI","UNITED STATES","PO BOX 8583",,"AK","99635"
1,3/3/2006,12/31/2006,"ANCHORAGE","UNITED STATES","3707 WOODLAND DR #3",,"AK","99517",202821,"ALASKA BINGO SUPPLY, INC","Active",12/30/1994,1/4/2023,12/31/2024,"ANCHORAGE","UNITED STATES","3707 Woodland Drive suite 2",,"AK","99517-0000","ANCHORAGE","UNITED STATES","3707 WOODLAND DR STE 2",,"AK","99517"
2,1/11/2019 10:41:35 AM,12/31/2024,"ALEKNAGIK","UNITED STATES","NORTH SHORE LAKE STREET",,"AK","99555",203096,"ALEKNAGIK NATIVE STORE","Active",2/8/1995,10/11/2022,12/31/2024,"ALEKNAGIK","UNITED STATES","NORTH SHORE",,"AK","99555","ALEKNAGIK","UNITED STATES","PO BOX 153",,"AK","99555"
1,10/8/2012,12/31/2014,"ALEKNAGIK","UNITED STATES","SOUTH SHORE (TOP OF HILL)",,"AK","99555",203096,"ALEKNAGIK NATIVE STORE","Active",2/8/1995,10/11/2022,12/31/2024,"ALEKNAGIK","UNITED STATES","NORTH SHORE",,"AK","99555","ALEKNAGIK","UNITED STATES","PO BOX 153",,"AK","99555"
1,3/23/2009,12/31/2010,"STEBBINS","UNITED STATES","321 MOUNTAIN VIEW RD",,"AK","99671",203406,"TAPRAQ FUEL COMPANY","Active",2/2/1995,12/14/2022,12/31/2024,"STEBBINS","UNITED STATES","321 MOUNTAIN VIEW RD",,"AK","99671","SEATTLE","UNITED STATES","4025 DELRIDGE WAY SW, STE 300",,"WA","98106"
2,10/15/2018,12/31/2024,"ANCHORAGE","UNITED STATES","570 E BENSON BLVD STE 20",,"AK","99503",210613,"THE LOOK, INC","Active",9/13/1995,10/14/2022,12/31/2024,"ANCHORAGE","UNITED STATES","570 E BENSON BLVD, STE.2001",,"AK","99503","ANCHORAGE","UNITED STATES","570 E BENSON BLVD, STE.2001",,"AK","99503"
1,10/11/2013,12/31/2015,"ANCHORAGE","UNITED STATES","570 E BENSON BLVD. SUITE 21",,"AK","99503",210613,"THE LOOK, INC","Active",9/13/1995,10/14/2022,12/31/2024,"ANCHORAGE","UNITED STATES","570 E BENSON BLVD, STE.2001",,"AK","99503","ANCHORAGE","UNITED STATES","570 E BENSON BLVD, STE.2001",,"AK","99503"
1,1/10/2006,12/31/2007,"ANCHORAGE","UNITED STATES","521 WEST TUDOR RD",,"AK","99503",212022,"AMVETS POST 49","Active",12/7/1995,10/15/2022,12/31/2024,"Anchorage","UNITED STATES","1018 W 73rd",,"AK","99502","ANCHORAGE","UNITED STATES","9191 OLD SEWARD HWY UNIT 9",,"AK","99515"
2,8/31/2021,12/31/2024,"ANCHORAGE","UNITED STATES","9191 OLD SEWARD HWY STE 9",,"AK","99515",212022,"AMVETS POST 49","Active",12/7/1995,10/15/2022,12/31/2024,"Anchorage","UNITED STATES","1018 W 73rd",,"AK","99502","ANCHORAGE","UNITED STATES","9191 OLD SEWARD HWY UNIT 9",,"AK","99515"
1,11/28/2017 1:21:29 PM,12/31/2023,"KENAI","UNITED STATES","10575 KENAI SPUR HWY",,"AK","99611",213073,"THREE BEARS #50","Active",12/7/1995,12/7/2021,12/31/2023,"KENAI","UNITED STATES","10575 KENAI SPUR HWY",,"AK","99611","WASILLA","UNITED STATES","445 N PITTMAN RD STE B",,"AK","99623"
1,10/16/2017 1:27:16 PM,12/31/2023,"NORTHWAY","UNITED STATES","MILE 1263 ALASKA HWY",,"AK","99764",213944,"CHISANA VIEW LOUNGE","Active",8/21/1995,12/7/2021,12/31/2023,"NORTHWAY","UNITED STATES","MILE 1263 ALASKA HWY",,"AK","99764","NORTHWAY","UNITED STATES","PO BOX 476",,"AK","99764"
1,10/21/2013,12/31/2015,"NORTHWAY","UNITED STATES","MILE 1263 ALASKA HWY",,"AK","99764",214034,"CHISANA VIEW LIQUOR STORE","Active",8/21/1995,10/14/2021,12/31/2023,"NORTHWAY","UNITED STATES","MILE 1263 ALASKA HWY.",,"AK","99764","NORTHWAY","UNITED STATES","PO BOX 476",,"AK","99764"
1,10/5/2017 9:45:42 AM,12/31/2023,"HAINES","UNITED STATES","MILE ZERO HAINES HIGHWAY",,"AK","99827",214970,"HAINES QUICK SHOP","Active",1/29/1998,10/16/2021,12/31/2023,"HAINES","UNITED STATES","MILE ZERO HAINES HIGHWAY","9077662330","AK","99827","HAINES","UNITED STATES","PO BOX 1709",,"AK","99827-1709"
1,12/12/2016,12/31/2017,"ALLAKAKET","UNITED STATES","#30 MAIN ST",,"AK","99720",216035,"CITY OF ALLAKAKET","Active",5/7/1996,12/29/2022,12/31/2024,"ALLAKAKET","UNITED STATES","#30 MAIN ST",,"AK","99720","ALLAKAKET","UNITED STATES","PO BOX 30",,"AK","99720-0030"
2,10/15/2018,12/31/2024,"ALLAKAKET","UNITED STATES","05 A STREET",,"AK","99720",216035,"CITY OF ALLAKAKET","Active",5/7/1996,12/29/2022,12/31/2024,"ALLAKAKET","UNITED STATES","#30 MAIN ST",,"AK","99720","ALLAKAKET","UNITED STATES","PO BOX 30",,"AK","99720-0030"
1,12/31/2007,12/31/2013,"INDIAN","UNITED STATES","MILE 103 SEWARD HWY",,"AK","99540",220131,"BROWN BEAR SALOON AND MOTEL","Active",6/4/1996,12/27/2021,12/31/2023,"INDIAN","UNITED STATES","28065 SEWARD HWY",,"AK","99540-9603","INDIAN","UNITED STATES","28065 SEWARD HWY",,"AK","99540-9603"
1,11/30/2019,12/31/2022,"WRANGELL","UNITED STATES","318 McKinnion St",,"AK","99929",221657,"JOHN TAYLOR AND SONS INC","Active",1/29/1996,12/16/2022,12/31/2024,"WRANGELL","UNITED STATES","318 MCKINNION",,"AK","99929","WRANGELL","UNITED STATES","PO BOX 2076",,"AK","99929-2076"
1,10/6/2017 1:46:43 PM,12/31/2021,"FAIRBANKS","UNITED STATES","1855 VAN HORN ROAD",,"AK","99701",222995,"CLUB SODA","Active",7/15/1996,10/3/2021,12/31/2023,"FAIRBANKS","UNITED STATES","1855 VAN HORN RD","9074518673","AK","99701-4673","FAIRBANKS","UNITED STATES","1855 VAN HORN RD",,"AK","99701-7303"
1,11/15/2018,12/31/2023,"CHATANIKA","UNITED STATES","28 1/2 MILE STEESE HWY",,"AK","99712",224303,"CHATANIKA LODGE","Active",12/5/1996,10/12/2021,12/31/2023,"CHATANA","UNITED STATES","28 1/2 MILE STEESE HWY",,"AK","99712","FAIRBANKS","UNITED STATES","5760 OLD STEESE HWY",,"AK","99712-1718"
1,2/4/2019 4:38:34 PM,12/31/2023,"FAIRBANKS","UNITED STATES","1900 PHILLIPS FIELD ROAD",,"AK","99701",224697,"QUALITY SALES FOODSERVICE","Active",5/15/1997,1/13/2022,12/31/2023,"FAIRBANKS","UNITED STATES","1900 PHILLIPS FIELD RD",,"AK","99701","FAIRBANKS","UNITED STATES","1900 PHILLIPS FIELD ROAD",,"AK","99701"
1,1/13/2014,12/31/2014,"WASILLA","UNITED STATES","18.5 MILE KNIK GOOSE BAY",,"AK","99687",226242,"TUG BAR AND LIQUOR","Active",8/26/1996,12/30/2021,12/31/2023,"Wasilla","UNITED STATES","14451 South Knik GooseBay rd","9073763132","AK","99654","WASILLA","UNITED STATES","PO BOX 877590",,"AK","99687"
1,11/6/2015,12/31/2017,"NINILCHIK","UNITED STATES","MILE 135.5 STERLING HWY",,"AK","99639",227981,"CHINOOK TESORO","Active",6/10/1996,10/21/2022,12/31/2024,"Ninilchik","UNITED STATES","14905 Sterling Hwy","62023 Oilwell Road","AK","99639","NINILCHIK","UNITED STATES","PO BOX 39370",,"AK","99639-0370"
2,12/10/2018,12/31/2024,"TOK","UNITED STATES","MILE 1314 ALASKA HWY",,"AK","99780",231724,"THREE BEARS NUMBER TEN","Active",11/14/1996,11/18/2022,12/31/2024,"TOK","UNITED STATES","MILE 1314 ALASKA HWY",,"AK","99780","Wasilla","UNITED STATES","7362 W. Parks Hwy. #814",,"AK","99623"
1,11/12/2004,12/31/2006,"TOK","UNITED STATES","MILE 1314 ALASKA HWY.",,"AK","99780",231724,"THREE BEARS NUMBER TEN","Active",11/14/1996,11/18/2022,12/31/2024,"TOK","UNITED STATES","MILE 1314 ALASKA HWY",,"AK","99780","Wasilla","UNITED STATES","7362 W. Parks Hwy. #814",,"AK","99623"
1,10/1/2017,12/31/2019,"ATMAUTLUAK","UNITED STATES","VILLAGE CENTER",,"AK","99559",233238,"ATMAUTLUAK LIMITED","Active",11/21/1996,10/8/2021,12/31/2023,"Atmautluak","UNITED STATES","52 Village Road, P.O. Box 6548","9075535428","AK","99559","ATMAUTLUAK","UNITED STATES","PO BOX 6548",,"AK","99559"
2,1/16/2020,12/31/2023,"ATMAUTLUAK","UNITED STATES","52 VILLAGE RD",,"AK","99559",233238,"ATMAUTLUAK LIMITED","Active",11/21/1996,10/8/2021,12/31/2023,"Atmautluak","UNITED STATES","52 Village Road, P.O. Box 6548","9075535428","AK","99559","ATMAUTLUAK","UNITED STATES","PO BOX 6548",,"AK","99559"
1,12/11/2017,12/31/2023,"ANGOON","UNITED STATES","145 KOOTZNAWOO ROAD",,"AK","99820",233441,"ANGOON TRADING CO","Active",12/5/1996,10/26/2021,12/31/2023,"ANGOON","UNITED STATES","145 KOOTZNAWOO ROAD",,"AK","99820","ANGOON","UNITED STATES","PO BOX 10",,"AK","99820-0010"
1,10/9/2018,12/31/2020,"NIKISKI","UNITED STATES","MILE 26.5 SPUR HWY.",,"AK","99635",233849,"HUNGER HUT, INC","Active",12/19/1996,10/5/2022,12/31/2024,"Nikiski","UNITED STATES","mile26.5 kenai spur hwy","9077768448","AK","99635","NIKISKI","UNITED STATES","PO BOX 7086",,"AK","99635"
5,11/28/2018 3:25:43 PM,12/31/2024,"KODIAK","UNITED STATES","2597 MILL BAY ROAD",,"AK","99615",234301,"PETRO EXPRESS","Active",1/31/1997,12/12/2022,12/31/2024,"SEWARD","UNITED STATES","234 4TH AVENUE",,"AK","99664","ANCHORAGE","UNITED STATES","1813 E 1ST AVE",,"AK","99501"
6,12/3/2014,12/31/2016,"HOMER","UNITED STATES","94 STERLING HWY",,"AK","99603",234301,"PETRO EXPRESS","Active",1/31/1997,12/12/2022,12/31/2024,"SEWARD","UNITED STATES","234 4TH AVENUE",,"AK","99664","ANCHORAGE","UNITED STATES","1813 E 1ST AVE",,"AK","99501"
1,11/4/2005,12/31/2006,"HOLY CROSS","UNITED STATES","#11 UPPER HOUSING ROAD",,"AK","99602",234610,"PATRICIA'S PLACE","Active",12/30/1996,10/17/2022,12/31/2024,"HOLY CROSS","UNITED STATES","#11 UPPER HOUSING ROAD",,"AK","99602","HOLY CROSS","UNITED STATES","PO BOX 51",,"AK","99602"
2,10/9/2018 8:47:25 AM,12/31/2024,"HOLY CROSS","UNITED STATES","#11 UPPER HOUSING ROAD",,"AK","99602",234610,"PATRICIA'S PLACE","Active",12/30/1996,10/17/2022,12/31/2024,"HOLY CROSS","UNITED STATES","#11 UPPER HOUSING ROAD",,"AK","99602","HOLY CROSS","UNITED STATES","PO BOX 51",,"AK","99602"
2,10/15/2018,12/31/2024,"HAINES","UNITED STATES","430 MAN STREET",,"AK","99827",235194,"ALASKA SPORTS SHOP","Active",2/11/1997,10/24/2022,12/31/2024,"HAINES","UNITED STATES","420 MAIN ST",,"AK","99827","HAINES","UNITED STATES","PO BOX 1069",,"AK","99827"
1,11/21/2016 1:46:37 PM,12/31/2018,"HAINES","UNITED STATES","420 MAIN STREET",,"AK","99827",235194,"ALASKA SPORTS SHOP","Active",2/11/1997,10/24/2022,12/31/2024,"HAINES","UNITED STATES","420 MAIN ST",,"AK","99827","HAINES","UNITED STATES","PO BOX 1069",,"AK","99827"
1,10/7/2016 2:02:39 PM,12/31/2018,"DENALI NATIONAL PARK","UNITED STATES","MILE 224 PARKS HWY",,"AK","99755",236948,"MCKINLEY CREEKSIDE CABINS","Active",3/14/1997,10/5/2022,12/31/2024,"Denali National Park","UNITED STATES","mile 224 parks hwy",,"AK","99755","DENALI NATIONAL PARK","UNITED STATES","PO BOX 89",,"AK","99755"
1,10/9/2014,12/31/2016,"ANCHOR POINT","UNITED STATES","MI 156.5 STERLING HWY",,"AK","99556",237848,"USEFUL THINGS","Active",3/26/1997,10/4/2022,12/31/2024,"ANCHOR POINT","UNITED STATES","MILE 156.5 STERLING HWY","33695 Sterling HWY","AK","99556","ANCHOR POINT","UNITED STATES","PO BOX 881",,"AK","99556"
1,10/24/2019,12/31/2023,"Barrow","UNITED STATES","7000 Uula Street","P.O. Box 1232","AK","99723",238624,"ARCTIC SLOPE NATIVE ASSOCIATION, LTD.","Active",5/15/1997,10/21/2021,12/31/2023,"BARROW","UNITED STATES","7000 UULA STREET",,"AK","99723","BARROW","UNITED STATES","PO BOX 1232",,"AK","99723"
1,11/15/2004,12/31/2006,"HOMER","UNITED STATES","3939 LAKE STREET",,"AK","99603",240389,"BREW SHOP, THE","Active",4/25/1997,10/11/2022,12/31/2024,"Homer","UNITED STATES","62541 Crossman Ridge Rd",,"AK","99603","HOMER","UNITED STATES","PO BOX 2331",,"AK","99603"
2,10/16/2008,12/31/2010,"HOMER","UNITED STATES","3939 LAKE STREET",,"AK","99603",240389,"BREW SHOP, THE","Active",4/25/1997,10/11/2022,12/31/2024,"Homer","UNITED STATES","62541 Crossman Ridge Rd",,"AK","99603","HOMER","UNITED STATES","PO BOX 2331",,"AK","99603"
1,11/26/2018 2:08:10 PM,12/31/2022,"HOMER","UNITED STATES","4380 HOMER SPIT ROAD",,"AK","99603",240547,"SALTY DAWG SALOON","Active",5/2/1997,10/6/2022,12/31/2024,"HOMER","UNITED STATES","4380 HOMER SPIT ROAD",,"AK","99603","HOMER","UNITED STATES","PO BOX 2581",,"AK","99603"
1,11/27/2006,12/31/2008,"WASILLA","UNITED STATES","301 E LAKE VIEW DRIVE",,"AK","99654",245132,"VETERANS OF FOREIGN WARS POST 9365","Active",1/15/1998,11/9/2022,12/31/2024,"WASILLA","UNITED STATES","301 East Lakeview Ave.",,"AK","99654","WASILLA","UNITED STATES","P O BOX 872000",,"AK","99687"
1,12/18/2001,12/31/2003,"FAIRBANKS","UNITED STATES","MILE 56.5 CHENA HOT SPRINGS ROAD",,"AK","99711",245381,"CHENA HOT SPRINGS RESORT","Active",2/23/1998,12/30/2022,12/31/2024,"FAIRBANKS","UNITED STATES","105 FORAN CIR","9073782967","AK","99712","FAIRBANKS","UNITED STATES","PO BOX 58740",,"AK","99711"
1,10/5/2018,12/31/2024,"YAKUTAT","UNITED STATES","812 GLACIER BEAR RD",,"AK","99689",245469,"GLACIER BEAR LODGE","Active",2/2/1998,10/12/2020,12/31/2024,"YAKUTAT","UNITED STATES","812 GLACIER BEAR RD",,"AK","99689","YAKUTAT","UNITED STATES","PO BOX 303",,"AK","99689"
