name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,category_survey_email_address,sub_status,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,date_of_organization_meeting,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,dissolution_date,mailing_international_address,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
MONSITO TRANSPORT LLC,LLC,Active,2551498,2023-03-31,240 Garfield Ave,,Bridgeport,United States,06606-5227,CT,monsitotransport@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Automobile and Other Motor Vehicle Merchant Wholesalers (423110),2022-06-13 00:16:29.1766667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"732 Main, LLC",LLC,Active,2551509,2023-03-31,732 Main St,,Manchester,United States,06040-5106,CT,ttomko@aol.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-06-13 00:16:28.5666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blue Duck Plaza, LLC",LLC,Active,2551503,2023-03-31,305 Green Rd,,Manchester,United States,06042-3247,CT,ttomko@aol.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-06-13 00:16:28.5500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pivot Power Transport LLC,LLC,Active,2551513,2023-03-31,76 Revere St,Apt 1R,New Haven,United States,06513,CT,pivotpowertransport@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:28.5666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SHLISH, LLC",LLC,Active,2551512,2023-03-31,19 HOWE ST.,,NEW HAVEN,United States,06511,CT,sam@pikeintl.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2022-06-13 00:16:29.7233333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAMI DECOR Inc,Stock,Active,2551538,2022-08-02,,,,,,,printgroupllc@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,True,False,False,Graphic Design Services (541430),2022-06-13 00:16:28.5500000,,First report due,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
EulaLeaf Limited Liability Company,LLC,Active,2551541,2023-03-31,170 Pembroke St,,Hartford,United States,06112-1441,CT,eulaleafllc@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,True,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-06-13 00:16:28.5500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serra leaf llc,LLC,Active,2551542,2023-03-31,29 Webster Hill Blvd,,West Hartford,United States,06107-3458,CT,dlevyct@hotmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-06-13 00:16:28.5500000,contact@iselaccounting.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSE'S HOME SERVICES LLC,LLC,Active,2551523,2023-03-31,1185 Pembroke St,,Bridgeport,United States,06608-1765,CT,josehomeservicesllc@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,"Roofing, Siding, and Insulation Material Merchant Wholesalers (423330)",2022-06-13 00:16:28.5666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meri med llc,LLC,Active,2551535,2023-03-31,126 Atkins St,,Meriden,United States,06450-3468,CT,aiselct@outlook.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:28.5666667,contact@iselaccounting.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Mart LLC,LLC,Active,2551527,2023-03-31,164 New Britain Rd,,Berlin,United States,06037-1354,CT,eg664440@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),2022-06-13 00:16:28.5666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indigo Farmstead LLC,LLC,Active,2551539,2023-03-31,23 A Holbrook Rd.,,Seymour,United States,06483,CT,dianamgreco@yahoo.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Chicken Egg Production (112310),2022-06-13 00:16:29.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FORVIS, LLP",LLP,Active,2551526,2023-05-04,1209 ORANGE STREET,,WILMINGTON,US,19801,DE,,Foreign,,2022-05-04,,DELAWARE,False,False,False,False,False,,2022-06-13 00:16:28.5666667,,,,2022-06-01,"FORVIS, LLP",,,,,,,,,,,,,,,,,,,,,,,,
SR CORPORATE SOLUTIONS AMERICA HOLDING CORPORATION,Stock,Active,2551547,2023-05-04,"1200 MAIN STREET, SUITE 800",,KANSAS CITY,US,64105,MO,ELISSA_KENNY@SWISSRE.COM,Foreign,,2022-05-04,,DELAWARE,False,False,False,False,False,551114,2022-06-13 00:16:28.5666667,,,,2022-01-01,SR CORPORATE SOLUTIONS AMERICA HOLDING CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,
The Stoned Goat Farm LLC,LLC,Active,2551548,2023-03-31,137 Grassy Hill Road,,East Lyme,United States,06333,CT,drpapechiro@att.net,Domestic,United States,2022-05-04,Connecticut,Connecticut,True,False,False,False,False,Goat Farming (112420),2022-06-13 00:16:28.5366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schwab Construction LLC,LLC,Active,2551550,2023-03-31,31 Lanyon Drive,,Cheshire,United States,06410,CT,schwabdaa@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),2022-06-13 00:16:28.5366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Djuned Realty, LLC",LLC,Active,2551554,2023-03-31,33 Mechanic St,203,Windsor,United States,06095,CT,hawwa.djuned@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,True,False,True,False,False,Other Activities Related to Real Estate (531390),2022-06-13 00:16:28.5666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhunio & Medina Construction LLC,LLC,Active,2551588,2023-03-31,60 MERIDEN ROAD 3FL,,WATERBURY,United States,06705,CT,rminsurance@sbcglobal.net,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,True,False,False,Framing Contractors (238130),2022-06-13 00:16:28.5366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopeful Hearts Counseling LLC,LLC,Active,2551594,2023-03-31,11 High St,208,Suffield,United States,06078-2125,CT,mlarsen.lcsw@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,True,False,True,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-06-13 00:16:28.5366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blanco's Painting LLC,LLC,Active,2551560,2023-03-31,31 Harold Ave,,Greenwich,United States,06830-6598,CT,blancoheber@yahoo.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,True,False,False,All Other Specialty Trade Contractors (238990),2022-06-13 00:16:29.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HayMack's Collectables LLC,LLC,Active,2551562,2023-03-31,101 Edmond Rd,,Griswold,United States,06351,CT,haymackllc@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),2022-06-13 00:16:29.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thrifteasta, LLC",LLC,Active,2551564,2023-03-31,505 West Avenue,,Bridgeport,United States,06604,CT,support@thrifteasta.com,Foreign,,2022-05-04,DELAWARE,DELAWARE,False,False,False,False,False,,2022-06-13 00:16:29.0500000,,,,2022-05-01,"Thrifteasta, LLC",,,,,,,,,,,,,,,,,,,,,,,,
"VidMob, Inc.",Stock,Active,2551566,2023-05-04,"126 Fifth Ave, 4th Floor",,New York,United States,10011,NY,jim@vidmob.com,Foreign,,2022-05-04,DELAWARE,DELAWARE,False,False,False,False,False,Custom Computer Programming Services (541511),2022-06-13 00:16:29.1600000,,,,2021-01-01,"VidMob, Inc.",,,,,,,,,,,,,,,,,,,,,,,,
Flatwater Consulting LLC,LLC,Active,2551574,2023-03-31,111 Tone Dr,,Canaan,United States,06018-2043,CT,vanessa@flatwaterconsultinggroup.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,True,False,False,False,False,,2022-06-13 00:16:29.1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTLIERS INC.,Stock,Active,2551586,2023-05-04,"902 Broadway, Floor 6",,NEW YORK,United States,10010,NY,jacob@findmyformula.com,Foreign,,2022-05-04,DELAWARE,DELAWARE,False,False,False,False,False,,2022-06-13 00:16:29.1600000,,,,2022-05-04,OUTLIERS INC.,,,,,,,,,,,,,,,,,,,,,,,,
BeaJett LLC,LLC,Active,2551602,2023-03-31,1 1/2 Merrill Road,,Norwalk,United States,06851,CT,beajettllc@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2022-06-13 00:16:29.1600000,sebastian@tornatorelawllc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJZ LLC,LLC,Active,2551601,2023-03-31,154 Headquarters Rd,,Litchfield,United States,06759,CT,epn@gtlslaw.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-06-13 00:16:28.5500000,npp@gtlslaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KE Counseling and Consulting, LLC",LLC,Active,2551592,2023-03-31,54 Miller St,,Fairfield,United States,06824-5925,CT,ke.counselingandconsulting@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-06-13 00:16:29.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meglio Services LLC,LLC,Active,2551599,2023-03-31,38 Taft Cir,,Watertown,United States,06795-1809,CT,megliosvs@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2022-06-13 00:16:29.0666667,stubadone@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBLJ Holdings LLC,LLC,Active,2551593,2023-03-31,8200 S Quebec St,A3410,Centennial,United States,80112-4411,CO,lezlie@pbadvisorsinc.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:29.1766667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stoney Snack Company, LLC",LLC,Active,2551596,2023-03-31,21 Vose St,,Ansonia,United States,06401-2841,CT,s.coe626@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,True,False,False,False,False,Nonchocolate Confectionery Manufacturing (311340),2022-06-13 00:16:29.0666667,s.coe626@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ann Marie Sigona Photography LLC,LLC,Active,2551604,2023-03-31,57 Summerhill Rd,,Wallingford,United States,06492-3467,CT,amsigona@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,True,False,False,False,False,"Photography Studios, Portrait (541921)",2022-06-13 00:16:29.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHINING CLEANING SERVICES LLC,LLC,Active,2551617,2023-03-31,1027 Old Colony Rd,14,Meriden,United States,06451-6361,CT,p.goisnmaria22@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,True,False,False,False,False,Janitorial Services (561720),2022-06-13 00:16:29.1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carly Rose Beauty LLC,LLC,Active,2551620,2023-03-31,21 Arts Center Ct,,Avon,United States,06001-3752,CT,carlyrosebeautyllc@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,True,False,False,False,True,Beauty Salons (812112),2022-06-13 00:16:29.1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJM ROOFING & SIDING CONSTRUCTION LLC,LLC,Active,2551689,2023-03-31,31 Division St,APT 1,Danbury,United States,06810-2740,CT,davidduchi@icloud.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Roofing Contractors (238160),2022-06-13 00:16:29.1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendricks Bar and Grill LLC,LLC,Active,2551715,2023-03-31,12 Manor RD,,New Milford,United States,06776,CT,dhendricks78@aol.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,True,True,False,False,Full-Service Restaurants (722511),2022-06-13 00:16:29.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBKD Gardens Inc.,Stock,Active,2551618,2022-08-02,,,,,,,lezlie@pbadvisorsinc.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Crop Farming (111998),2022-06-13 00:16:28.5500000,,First report due,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
KIMBERLY HALL SOUTH PROPCO LLC,LLC,Active,2551619,2023-03-31,1730 NJ 37 WEST,,TOMS RIVER,US,08757,NJ,,Foreign,,2022-05-04,,DELAWARE,False,False,False,False,False,,2022-06-13 00:16:29.1000000,,,,2022-05-02,KIMBERLY HALL SOUTH PROPCO LLC,,,,,,,,,,,,,,,,,,,,,,,,
QUITE FRANKLY LLC,LLC,Active,2551644,2023-03-31,40 CHARNES DR,,EAST HAVEN,United States,06513,CT,michaelwood372@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2022-06-13 00:16:29.0833333,pthcpa@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthy Love Coaching LLC,LLC,Active,2551633,2023-03-31,362 Allen St,2,New Britain,United States,06053-3320,CT,ycolonhealth@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,True,False,True,False,False,All Other Personal Services (812990),2022-06-13 00:16:29.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDA EXPRESS LLC,LLC,Active,2551635,2023-03-31,87 Leonard St,,Stamford,United States,06906,CT,yv8459297@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-06-13 00:16:29.1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBKD Mills Inc.,Stock,Active,2551645,2022-08-02,,,,,,,lezlie@pbadvisorsinc.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Manufacturing (339999),2022-06-13 00:16:28.5500000,,First report due,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
W. J. Landscaping Services LLC,LLC,Active,2551661,2023-03-31,320 Lexington Avenue,,New Haven,United States,06513,CT,maldonadosbc@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,True,False,False,Landscaping Services (561730),2022-06-13 00:16:29.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela G Ballard LLC,LLC,Active,2551674,2023-03-31,2 Park Place,,Granby,United States,06035,CT,angelagballard@protonmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2022-06-13 00:16:29.0833333,angelagballard@protonmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEMA ROOFING LLC,LLC,Active,2551662,2023-03-31,24 Camp St,2,Meriden,United States,06451-3242,CT,latinmsa@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:29.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaBella Counseling and Consulting LLC,LLC,Active,2551659,2023-03-31,54 Miller Street,,Fairfield,United States,06824,CT,labellacounseling@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-06-13 00:16:29.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Popeye Promotions LLC,LLC,Active,2551665,2023-03-31,24 Howard St,,East Hartford,United States,06108-2116,CT,officialpopeye.boxer@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,True,False,False,,2022-06-13 00:16:29.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lineman Group LLC,LLC,Rejected,2551656,,116 Mason St,,Greenwich,United States,06830-2607,CT,andrewpeteryoung@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Securities and Commodity Exchanges (523210),2022-06-13 00:16:29.0833333,aarneri@cdalawllp.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Glassgrab, Inc.",Stock,Active,2551676,2023-05-04,8 Mayfair Lane,,Westport,United States,06880,CT,alexp@glassgrab.com,Foreign,,2022-05-04,DELAWARE,DELAWARE,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-06-13 00:16:29.0833333,,,,2022-04-15,"Glassgrab, Inc.",,,,,,,,,,,,,,,,,,,,,,,,
Setters Ridge Holdings Incorporated,Stock,Active,2551678,2022-08-02,,,,,,,pcataldo2157@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2022-06-13 00:16:29.0833333,,First report due,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
guerdy LLC,LLC,Active,2551680,2023-03-31,15 Renwick St,1,Stamford,United States,06902,CT,jeanhlouisjr@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Caterers (722320),2022-06-13 00:16:29.0833333,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willow East Land LLC,LLC,Active,2551679,2023-03-31,11 Scovill St,,Waterbury,United States,06706-1107,CT,keith@mahlercompany.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-06-13 00:16:29.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAllister Landscaping LLc,LLC,Active,2551681,2023-03-31,51 Gunn St,,Milford,United States,06460-2509,CT,dmcallister1203@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2022-06-13 00:16:29.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALDWIN MARKET LLC,LLC,Active,2551688,2023-03-31,2 BALDWIN STREET,,HARTFORD,United States,06114,CT,santanacarlos0818@yahoo.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),2022-06-13 00:16:29.1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIMBERLY HALL NORTH PROPCO LLC,LLC,Active,2551696,2023-03-31,1730 NJ 37 WEST,,TOMS RIVER,US,08757,NJ,,Foreign,,2022-05-04,,DELAWARE,False,False,False,False,False,,2022-06-13 00:16:29.1000000,,,,2022-05-02,KIMBERLY HALL NORTH PROPCO LLC,,,,,,,,,,,,,,,,,,,,,,,,
Minnie's Beautiful Accessories and More LLC,LLC,Active,2551765,2023-03-31,5 Meadow Way,,Meriden,United States,06450-4753,CT,soniaely08@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",2022-06-13 00:16:29.1000000,business@totallegal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOX HILL PROPCO LLC,LLC,Active,2551710,2023-03-31,1730 NJ 37 WEST,,TOMS RIVER,,08757,NJ,,Foreign,,2022-05-04,,DELAWARE,False,False,False,False,False,,2022-06-13 00:16:29.1433333,,,,2022-05-02,FOX HILL PROPCO LLC,,,,,,,,,,,,,,,,,,,,,,,,
Argueta Services LLC,LLC,Active,2551723,2023-03-31,1265 Main St.,1,Branford,United States,06045,CT,anacma12@yahoo.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-06-13 00:16:29.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK Watches LLC,LLC,Active,2551716,2023-03-31,57 Walnut Tree Hill Rd,,Shelton,United States,06484-2514,CT,jkwatchesllc@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers (423940)",2022-06-13 00:16:29.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178 Carlisle St LLC,LLC,Active,2551734,2023-03-31,178 Carlisle St,,New Haven,United States,06519,CT,maldonadosbc@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,True,False,True,False,False,Residential Property Managers (531311),2022-06-13 00:16:29.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDL PAINTING LLC,LLC,Active,2551721,2023-03-31,27 Dolsen Pl,3,Stamford,United States,06901-1114,CT,davidvimos1986@yahoo.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),2022-06-13 00:16:28.5500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DogWatch East Coast LLC,LLC,Active,2551728,2023-03-31,1650 Litchfield Rd,,Watertown,United States,06795-1012,CT,dougdogwatch@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:28.5500000,csy027@aol.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5Star Credit Repair LLC,LLC,Active,2551927,2023-03-31,30 Fawn Meadow Dr,,Naugatuck,United States,06770-3580,CT,sheldonbarton@me.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:29.1433333,sheldonbarton@me.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELODY REIN LLC,LLC,Active,2551722,2023-03-31,250 MAIN STREET,APT. 315,HARTFORD,United States,06106,CT,ameenlee1@gmail.com,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Mobile Food Services (722330),2022-06-13 00:16:29.0833333,brobbins@wwblaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE CARE AT KIMBERLY HILL SOUTH LLC,LLC,Active,2551730,2023-03-31,1730 NJ 37 WEST,,TOMS RIVER,US,08757,NJ,,Foreign,,2022-05-04,,DELAWARE,False,False,False,False,False,,2022-06-13 00:16:29.0500000,,,,2022-05-02,COMPLETE CARE AT KIMBERLY HILL SOUTH LLC,,,,,,,,,,,,,,,,,,,,,,,,
Latvian Development Group PLLC,LLC,Active,2551746,2023-03-31,65 Maple Street,,Jewett City,United States,06351,CT,drerikkudlisicn@comcast.net,Domestic,United States,2022-05-04,Connecticut,Connecticut,False,False,False,False,False,Land Subdivision (237210),2022-06-13 00:16:29.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
