name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_name_in_state_country,citizenship,date_registration,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,business_email_address,naics_code,total_authorized_shares,country_formation,formation_place,category_survey_email_address,billing_unit,sub_status,date_of_organization_meeting,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit,mail_jurisdiction,mailing_international_address
Bryce Family Rentals LLC,LLC,Rejected,2627972,,,41 Lucille Dr,Milford,United States,06460-4218,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.5666667,akeembryce@yahoo.com,All Other Traveler Accommodation (721199),,United States,Connecticut,filings@legalinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tomlinson Property Management, LLC",LLC,Active,2627934,2023-03-31,,111 Columbia Drive,Manchester,United States,06042,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.1400000,rtomlinson1965@aol.com,Residential Property Managers (531311),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elm City Buy Sell Trade LLC,LLC,Active,2627937,2023-03-31,,136 Glen Haven Rd,New Haven,United States,06513-1100,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6233333,thisandthat920@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Moves Logistics Corp,Stock,Active,2627938,2023-09-08,2022-09-15,1094 Iranistan Ave,Bridgeport,United States,06604-3712,CT,Smart Moves Logistics Corp,Foreign,2022-09-08,NEW YORK,False,False,False,False,False,2022-10-04 00:17:47.6233333,fordsmart@aol.com,,,,NEW YORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stafford, LLC",LLC,Active,2627959,2023-03-31,,17 A Canal Street,terryville,United States,06786,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.9200000,jayfunks@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Riverview Care at New Haven, LLC",LLC,Active,2627961,2023-03-31,,9 Hewlett St,Waterbury,United States,06710-1616,CT,,Domestic,2022-09-08,Connecticut,True,False,False,False,False,2022-10-04 00:17:46.3100000,cl@dynamictg.com,Assisted Living Facilities for the Elderly (623312),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS Advisory LLC,LLC,Active,2627965,2023-03-31,,17 Rainbow Cir.,Darien,United States,06820-4814,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.9400000,steven.sorrells@gmail.com,Marketing Consulting Services (541613),,United States,Connecticut,onlinefilings@legalzoom.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA SUPER SABROSURA LLC,LLC,Rejected,2628064,,,537 EAST MAIN ST,bridgeport,United States,06608,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.8266667,lasupersabrosura2022@gmail.com,,,United States,Connecticut,omrmultiservices@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Esophadex, Inc.",Stock,Active,2627989,2023-09-08,2022-09-08,282 Washington Street,Hartford,United States,06106,CT,"Esophadex, Inc.",Foreign,2022-09-08,DELAWARE,False,False,False,False,False,2022-10-04 00:17:46.2700000,cfinck@connecticutchildrens.org,Surgical and Medical Instrument Manufacturing (339112),,,DELAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KING MERRITT REALTY LLC,LLC,Active,2627985,2023-03-31,2022-09-08,7 HETTIEFRED ROAD,GREENWICH,US,06831,CT,KING MERRITT REALTY LLC,Foreign,2022-09-08,NEW YORK,False,False,False,False,False,2022-10-04 00:17:46.9000000,,531210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Sweet Home Family Daycare LLC,LLC,Active,2628008,2023-03-31,,51 HIGHLAND AVENUE,DANBURY,United States,06810,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.2800000,vanessanunez.5106@gmail.com,Servicios de guarder�a infantil (624410),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JJJ Auto Repair, LLC",LLC,Active,2627988,2023-03-31,,195 Silver Ln.,East Hartford,United States,06118,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.1233333,notice@rasi.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM Creative Solutions LLC,LLC,Active,2627998,2023-03-31,,42 S Cherry St.,Wallingford,United States,06492,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.3700000,emsells4@gmail.com,Floor Covering Stores (442210),,United States,Connecticut,,115,,,,,,,,,,,,,,,,,,,,,,,,,,
360 Delivery LLC,LLC,Active,2628020,2023-03-31,,29 Central Ave,East Hartford,United States,06108-3102,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.3700000,kingl8382@gmail.com,Couriers and Express Delivery Services (492110),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MY WAY MEDIA CORP,Stock,Rejected,2628001,,,,,,,,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.2633333,sveltri@gmail.com,,200.0,United States,Connecticut,cpanchana@rasi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQI Publishing Corp.,Stock,Active,2628006,2022-12-07,,,,,,,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.2633333,iquestionit@hotmail.com,Books Printing (323117),20000.0,United States,Connecticut,onlinefilings@legalzoom.com,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenpoint Equity, LLC",LLC,Active,2628017,2023-03-31,,6 Stoner Dr,West Hartford,United States,06107-1331,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.2633333,dr_scaringe@yahoo.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,United States,Connecticut,dr_scaringe@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pretty Little Lili LLC,LLC,Active,2628013,2023-03-31,,430 New Park Ave Ste 102 PMB 111,West Hartford,United States,06110,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.2633333,jbello4793@gmail.com,"Gift, Novelty, and Souvenir Stores (453220)",,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKKO INSURANCE SERVICES LLC,LLC,Active,2628012,2023-03-31,2022-08-15,"95 3rd St., 2nd Floor",San Francisco,United States,94103,CA,AKKO INSURANCE SERVICES LLC,Foreign,2022-09-08,DELAWARE,False,False,False,False,False,2022-10-04 00:17:46.9066667,accounting@getakko.com,Other Computer Related Services (541519),,,DELAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ikonic LLC,LLC,Active,2628019,2023-03-31,,126 Old Mill Rd,Avon,United States,06001-4049,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.9266667,jessica@kisconsult.com,Miscellaneous Financial Investment Activities (523999),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF Enterprise LLC,LLC,Active,2628030,2023-03-31,,500 Bank St,Waterbury,United States,06708-3568,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.9266667,dceliku2@gmail.com,Limited-Service Restaurants (722513),,United States,Connecticut,pemiola@aol.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunting Ridge Developments LLC,LLC,Active,2628023,2023-03-31,,216 Crown St,New Haven,United States,06510-2705,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6500000,rich@loriccolaw.com,New Single-Family Housing Construction (except For-Sale Builders) (236115),,United States,Connecticut,,502,,,,,,,,,,,,,,,,,,,,,,,,,,
Strongpoint Management LLC,LLC,Active,2628025,2023-03-31,,1 Floral Hts,Newtown,United States,06470-1803,CT,,Domestic,2022-09-08,Connecticut,True,False,False,False,True,2022-10-04 00:17:46.8333333,shayna.moliver@gmail.com,Administrative Management and General Management Consulting Services (541611),,United States,Connecticut,shayna.moliver@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty Empire LLC,LLC,Active,2628034,2023-03-31,,212 Whisconier Rd,Brookfield,United States,06804-3312,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.3000000,shaniapresident30@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CT Society of Periodontists, Inc.",Non-Stock,Active,2628029,2023-09-26,,20 Hopmeadow St.,Weatogue,United States,06089,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.2700000,csperio.board@gmail.com,Professional Organizations (813920),,United States,Connecticut,,Unit 438,,2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,
Alta Essential Suites LLC,LLC,Active,2628033,2023-03-31,,360 Bloomfield Ave,Windsor,United States,06095,CT,,Domestic,2022-09-08,Connecticut,True,False,True,False,False,2022-10-04 00:17:46.2700000,info@altaessentialsuites.com,All Other Traveler Accommodation (721199),,United States,Connecticut,info@altaessentialsuites.com,Suite 301,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sixthavenue-27oil, LLC",LLC,Active,2628079,2023-03-31,,147 Niantic River Road,Waterford,United States,06385,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.8700000,gloglo4343@hotmail.com,"Trust, Fiduciary, and Custody Activities (523991)",,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1213 Main Street Enterprises, LLC",LLC,Active,2628036,2023-03-31,,1213 Main Street,Willimantic,United States,06226,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.3700000,chad@medicalpharmacyct.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D and M Longo Entertainment LLC,LLC,Active,2628082,2023-03-31,,47 Riverside Ave,Norwalk,United States,06850-3015,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.2633333,mjl2235@yahoo.com,"Independent Artists, Writers, and Performers (711510)",,United States,Connecticut,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-34 Garden Street LLC,LLC,Active,2628086,2023-03-31,,49 Pierce Blvd,Windsor,United States,06095-1791,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.2633333,vhud22@gmail.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,sandra@kelseylawct.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jivetel Inc.,Stock,Active,2628048,2023-09-08,2022-09-08,2 Brooks Edge Dr,New City,United States,10956-2100,NY,Jivetel Inc.,Foreign,2022-09-08,NEW YORK,False,False,False,False,False,2022-10-04 00:17:46.3700000,sosteam@csilongwood.com,,,,NEW YORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Help Around The Mouse Co,Stock,Rejected,2628043,,,,,,,,,Domestic,2022-09-08,Connecticut,True,False,False,False,False,2022-10-04 00:17:45.6766667,jennifer@helparoundthemouse.com,Travel Agencies (561510),20000.0,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"194 Hungry Pot Manchester, Inc.",Stock,Active,2628051,2023-09-13,,737 Silas Deane Hwy,Wethersfield,United States,06109-3028,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.8866667,chenshuo1990@gmail.com,Full-Service Restaurants (722511),200.0,United States,Connecticut,,,,2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,
Flower district Limited Liability Company,LLC,Active,2628046,2023-03-31,,107 Highland Ave,Windsor,United States,06095,CT,,Domestic,2022-09-08,Connecticut,False,False,True,False,False,2022-10-04 00:17:47.6500000,flowerdistrictllc@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dilworth IP Investments, LLC",LLC,Active,2628077,2023-03-31,,470 James Street,New Haven,United States,06513,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6500000,mdilworth@dilworthip.com,Miscellaneous Financial Investment Activities (523999),,United States,Connecticut,emccarthy@uks.com,Suite 007,,,,,,,,,,,,,,,,,,,,,,,,,,
G&S Complete Construction LLC,LLC,Active,2628054,2023-03-31,,81 Stoddard Rd,Waterbury,United States,06708-1806,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6233333,eponzi@aol.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNE LLC,LLC,Active,2628060,2023-03-31,,20 Arther St,Greenwich,United States,06831,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6233333,nicholas.carriero@gmail.com,Other Specialized Design Services (541490),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavors of India LLC,LLC,Active,2628081,2023-03-31,,471 Danbury Rd,New Milford,United States,06776,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6233333,flavors.of.india.ct@gmail.com,Limited-Service Restaurants (722513),,United States,Connecticut,sahuja173@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Bear Ventures LLC,LLC,Active,2628056,2023-03-31,,1 Old Dobbin Lane,Ivoryton,United States,06442,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.3366667,mepiontkowski@protonmail.com,,,United States,Connecticut,rlsos@parasec.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR Home Services LLC,LLC,Active,2628121,2023-03-31,,103 Loehr Rd,Tolland,United States,06084-3236,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.3366667,broderick.rheault@gmail.com,Residential Remodelers (236118),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUBMAR, LLC",LLC,Active,2628061,2023-03-31,2022-01-01,1711 DUNN STREET,HOUMA,US,70360,LA,"SUBMAR, LLC",Foreign,2022-09-08,LOUISIANA,False,False,False,False,False,2022-10-04 00:17:46.8800000,SPORCHE@SUBMAR.COM,327300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G&D Transportation Services LLC,LLC,Active,2628076,2023-03-31,,3 Armstrong Dr #1052,Shelton,United States,06484,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:45.6766667,sonsongia2019@gmail.com,All Other Support Activities for Transportation (488999),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556 New Britain Avenue LLC,LLC,Active,2628117,2023-03-31,,49 Pierce Blvd,Windsor,United States,06095-1791,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:45.6766667,vhud22@gmail.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,sandra@kelseylawct.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steve's Market, LLC",LLC,Active,2628090,2023-03-31,,69 Main Street,Norwalk,United States,06851,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6500000,stevesmarketnorwalk@yahoo.com,Meat Markets (445210),,United States,Connecticut,stevesmarketnorwalk@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"230-232 Fairfield Avenue, LLC",LLC,Active,2628097,2023-03-31,,49 Pierce Blvd,Windsor,United States,06095-1791,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6500000,vhud22@gmail.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,sandra@kelseylawct.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIVE STARS AND ASSOCIATES LLC,LLC,Active,2628098,2023-03-31,,70 Spring Brook Dr,Middletown,United States,06457-2173,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6500000,luis.gutierrez@snet.net,Other Activities Related to Real Estate (531390),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seeqkmusic LLC,LLC,Active,2628094,2023-03-31,,1006# 14 Hazard Ave suite 23,Enfield,United States,06082,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.2633333,seeqkmusic@gmail.com,"Independent Artists, Writers, and Performers (711510)",,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Recycling Mechanical of New England, LLC",LLC,Active,2628095,2023-03-31,,26 Hickey Rd,Pomfret Center,United States,06259-1113,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.2633333,mark@synergywasteassociates.com,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance (811310),,United States,Connecticut,cklaneski@pullcom.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
236 Oak Street LLC,LLC,Active,2628110,2023-03-31,,49 Pierce Blvd,Windsor,United States,06095-1791,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.1666667,vhud22@gmail.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,sandra@kelseylawct.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WINBY2, LLC",LLC,Active,2628114,2023-03-31,,995 Hopmeadow St,Simsbury,United States,06070-1812,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.1666667,lydiacaputi@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG RE Fund Alpha LLC,LLC,Active,2628096,2023-03-31,2022-09-08,3475 Piedmont Rd NE,Atlanta,United States,30305-2954,GA,AFG RE Fund Alpha LLC,Foreign,2022-09-08,GEORGIA,False,False,False,False,False,2022-10-04 00:17:46.2633333,ljack@ireimpact.com,,,,GEORGIA,,Suite 1525,,,"3475 Piedmont Rd NE, Suite 1525, Atlanta, GA, 30305-2954, United States",3475 Piedmont Rd NE,Suite 1525,Atlanta,GA,30305-2954,United States,"3475 Piedmont Rd NE, Suite 1525, Atlanta, GA, 30305-2954, United States",3475 Piedmont Rd NE,Suite 1525,Atlanta,GA,30305-2954,United States,,,,,,,,,,
SHAKE ME LLC,LLC,Active,2628103,2023-03-31,,100 PEARL ST SUITE 267,HARTFORD,UNITED STATES,06103,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.3300000,SHAKEME2023LLC@GMAIL.COM,325199,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MES Fund, Inc.",Non-Stock,Rejected,2628106,,2006-03-08,760 Hopmeadow St,Simsbury,United States,06070-2257,CT,"MES Fund, Inc.",Foreign,2022-09-08,NEW YORK,False,False,False,False,False,2022-10-04 00:17:46.9266667,info@mesfund.org,Administration of Education Programs (923110),,,NEW YORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THAI RICAN TRANSPORT LLC,LLC,Active,2628107,2023-03-31,,302 Barnum Terrace Ext,Stratford,United States,06614-4600,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.9266667,truckprodriver@gmail.com,"General Freight Trucking, Long-Distance, Truckload (484121)",,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIL RAY'S LLC,LLC,Active,2628108,2023-03-31,,1122 BLUE HILLS AVE,BLOOMFIELD,UNITED STATES,06002,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.9266667,RAYMONDSHELTON700@GMAIL.COM,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WALKERS TRAVELING AUTO TECHNICIANS, LLC",LLC,Active,2628118,2023-03-31,,103 Concord St,Waterbury,United States,06710,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6166667,2641walker43@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PINKADINK, LLC",LLC,Active,2628125,2023-03-31,,17 E Morningside St,Hartford,United States,06112-1241,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:45.6766667,fable7735@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sezno LLC,LLC,Active,2628139,2023-03-31,,63 Knollwood Dr,Bethel,United States,06801-2315,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.9400000,seznollc@gmail.com,Electronic Shopping and Mail-Order Houses (454110),,United States,Connecticut,vinicius.holanda203@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nazish Khan LLC,LLC,Active,2628129,2023-03-31,,39 Creekside Way,Burlington,United States,08016-1006,NJ,,Domestic,2022-09-08,Connecticut,True,False,True,False,False,2022-10-04 00:17:46.8633333,nazishkhan981@gmail.com,,,United States,Connecticut,nazishkhan981@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EUGENES PRESSURE WASH, LLC",LLC,Active,2628132,2023-03-31,,292 Lafayette St,Bridgeport,United States,06604-5723,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6166667,eugenespw@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClimateHaven Inc.,Non-Stock,Active,2628133,2022-12-07,,,,,,,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6166667,kiko@climatehaven.tech,"All Other Professional, Scientific, and Technical Services (541990)",,United States,Connecticut,,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
IN NAILS INC,Stock,Active,2628167,2022-12-07,,,,,,,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6166667,innailsspainc@gmail.com,Nail Salons (812113),200.0,United States,Connecticut,innailsspainc@gmail.com,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
Puciato Real Estate LLC,LLC,Active,2628138,2023-03-31,,69 White Cedar Dr,Madison,United States,06443-1653,CT,,Domestic,2022-09-08,Connecticut,False,False,False,False,False,2022-10-04 00:17:45.6766667,jeffrey5471@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blu Corporate Housing LLC,LLC,Rejected,2628144,,2022-09-08,950 S Cherry St,Denver,United States,80246-2699,CO,Blu Corporate Housing,Foreign,2022-09-08,COLORADO,False,False,False,False,False,2022-10-04 00:17:45.6766667,ap@travelershaven.com,Other Activities Related to Real Estate (531390),,,COLORADO,,Suite 1000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clear the Way Supportive Housing, Corp",Non-Stock,Rejected,2628149,,2022-09-12,5018 Express Dr S,Ronkonkoma,United States,11779-5589,NY,"Clear the Way Supportive Housing, Corp",Foreign,2022-09-08,NEW YORK,False,False,False,False,False,2022-10-04 00:17:46.8800000,melissa@everydayrs.com,Lessors of Other Real Estate Property (531190),,,NEW YORK,,204,,,,,,,,,,,,,,,,,,,,,,,,,,
