name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,billing_unit,category_survey_email_address,sub_status,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,date_of_organization_meeting,dissolution_date,mailing_international_address,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
Murphy Anesthesia Service LLC,LLC,Active,2419496,2023-03-31,117 Teakwood Dr W,Coventry,United States,02816-8586,RI,gmurphycfd@yahoo.com,Foreign,,2022-01-10,RHODE ISLAND,RHODE ISLAND,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),2022-02-07 00:07:05.1833333,,,,,2022-01-04,Murphy Anesthesia Service LLC,"117 Teakwood Dr W, Coventry, RI, 02816-8586, United States",117 Teakwood Dr W,Coventry,RI,02816-8586,United States,"117 Teakwood Dr W, Coventry, RI, 02816-8586, United States",117 Teakwood Dr W,Coventry,RI,02816-8586,United States,,,,,,,,,,,,
SpringDrive Pharma R&D consulting LLC,LLC,Active,2419492,2023-03-31,2389 Main St. STE 100,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.1833333,,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pratt's Transport LLC,LLC,Active,2419564,2023-03-31,27 Golden Hill St,Milford,United States,06460-4629,CT,prattrayon@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.1966667,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radically Creative LLC,LLC,Active,2419630,2023-03-31,654 Main Ave,Norwalk,United States,06851,CT,radicalcreatrix@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,True,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),2022-02-07 00:07:05.1966667,#2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJN Mining LLC,LLC,Active,2419520,2023-03-31,30 Savarese Lane,Burlington,United States,06013,CT,nalbandestate@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Computer Systems Design Services (541512),2022-02-07 00:07:05.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25 Alberts, LLC",LLC,Active,2419521,2023-03-31,30 Mt. pleasant road,newtown,United States,06470,CT,gleonard1102@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Other Building Finishing Contractors (238390),2022-02-07 00:07:05.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A PLUS LLC,LLC,Active,2419522,2023-03-31,43 Spusta Rd,Stafford Springs,United States,06076,CT,aplusllcct@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Hardware Merchant Wholesalers (423710),2022-02-07 00:07:05.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chatham Hill Interiors LLC,LLC,Active,2419557,2023-03-31,125 Chatham Hill Rd,South Glastonbury,United States,06073-3544,CT,chathamhillinteriors@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,True,False,False,False,False,Interior Design Services (541410),2022-02-07 00:07:05.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOBI GRAHAM PHOTOGRAPHY LLC,LLC,Active,2419565,2023-03-31,867 MAIN STREET,MANCHESTER,United States,06040,CT,efile1234@incfile.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,"Photography Studios, Portrait (541921)",2022-02-07 00:07:05.1666667,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Critical Tree Solutions LLC,LLC,Active,2419524,2023-03-31,45 Kings Hwy,Chester,United States,06412-1211,CT,bpgroves@sbcglobal.net,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2022-02-07 00:07:05.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost Totem LLC,LLC,Active,2419546,2023-03-31,25 Quarry Rd,Waterford,United States,06385,CT,ghosttotemstudio@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,True,True,False,False,Toy and Hobby Goods and Supplies Merchant Wholesalers (423920),2022-02-07 00:07:05.1966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAH AMAZON SELLER LLC,LLC,Active,2419542,2023-03-31,22 TRIANGLE ST APT B4,DANBURY,United States,06810,CT,efile1234@incfile.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Administration of General Economic Programs (926110),2022-02-07 00:07:05.1833333,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BMT Holdings, Inc.",Stock,Active,2419599,2022-04-10,,,,,,rruffolo@impactplus.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",2022-02-07 00:07:05.1833333,,nlangerman@karp-langerman.com,First report due,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MARK THE OCCASION LLC,LLC,Active,2419544,2023-03-31,49 Milldale Ave,Plantsville,United States,06479-1620,CT,aprilshowerz23@yahoo.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,True,False,False,All Other Support Services (561990),2022-02-07 00:07:05.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Life's A Bit Studio LLC,LLC,Active,2419551,2023-03-31,51 1/2 Magnolia Ave,Norwalk,United States,06850-3634,CT,angela@lifesabitstudio.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,True,False,False,False,False,Graphic Design Services (541430),2022-02-07 00:07:05.1666667,,angelaperrone@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONNECTICUT CRYPTO CONSULTING LLC,LLC,Active,2419552,2023-03-31,19 SALEM RD,PROSPECT,United States,06712,CT,efile1234@incfile.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Computer Systems Design Services (541512),2022-02-07 00:07:05.1666667,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"By George Consulting, LLC",LLC,Active,2419578,2023-03-31,25 Stevens Road,Killingworth,United States,06419,CT,bygeorgeconsulting@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:05.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Never Give Up International Inc.,Non-Stock,Active,2419572,2022-04-10,,,,,,info@nevergiveup.org.za,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,True,False,False,Emergency and Other Relief Services (624230),2022-02-07 00:07:05.1666667,,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ-KEYS DEVELOPMENT LLC,LLC,Active,2419575,2023-03-31,45 NURSERY ROAD,RIDGEFIELD,UNITED STATES,06877,CT,keisling.inertech@gmail.com,Domestic,United States,2022-01-10,,Connecticut,False,False,False,False,False,531390,2022-02-07 00:07:05.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 Hands Transport LLC,LLC,Active,2419592,2023-03-31,8233 Avalon Valley Dr,Danbury,United States,06810-4072,CT,4handstransport@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,True,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-02-07 00:07:05.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.S.T. Trading LLC,LLC,Active,2419606,2023-03-31,205 Interstate Ln,Waterbury,United States,06705-2657,CT,dsttradingllc@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Portfolio Management (523920),2022-02-07 00:07:05.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.L INNOVATIONS LLC,LLC,Active,2419654,2023-03-31,65 PLEASAN ST,MERIDEN,United States,06450,CT,bbdjrichard@hotmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2022-02-07 00:07:05.2133333,APT 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slip Street News LLC,LLC,Active,2419614,2023-03-31,31 Harvest Hill Road,West Simsbury,United States,06092,CT,edmurphywriter@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Newspaper Publishers (511110),2022-02-07 00:07:05.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.L HARDWOOD FLOORING LLC,LLC,Active,2419626,2023-03-31,81 Cherry Hill Dr,Bridgeport,United States,06606-5825,CT,atlantisllc@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-02-07 00:07:05.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJW Environmental LLC,LLC,Active,2419616,2023-03-31,4 Oakwood Road,Simsbury,United States,06070,CT,jjw-environmental.com@domainsbyproxy.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Environmental Consulting Services (541620),2022-02-07 00:07:05.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trinity Air Medical, LLC",LLC,Active,2419624,2023-03-31,"31 Hudson Yards, 11th Floor",New York,United States,10001,NY,melissa@blade.com,Foreign,United States,2022-01-10,,Arizona,False,False,False,False,False,481211,2022-02-07 00:07:05.1833333,,,,,2021-10-20,"Trinity Air Medical, LLC",,,,,,,,,,,,,,,,,,,,,,,,
Eclipse Farms LLC,LLC,Active,2419631,2023-03-31,1 Webb Circle,Monroe,United States,06468,CT,eclipserabbitry@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,All Other Animal Production (112990),2022-02-07 00:07:05.1966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goulet Remodeling LLC,LLC,Active,2419701,2023-03-31,115 E Wakefield Blvd,Winsted,United States,06098-2924,CT,pgoulet319@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-02-07 00:07:05.2433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sandhull, llc",LLC,Active,2419636,2023-03-31,2389 Main St. STE 100,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.1966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custom Interiors of Fairfield LLC,LLC,Active,2419678,2023-03-31,68 Fox St,Fairfield,United States,06824-6708,CT,becky_langis@yahoo.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Interior Design Services (541410),2022-02-07 00:07:05.2433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learn Italian Go LLC,LLC,Active,2419645,2023-03-31,Church Street C,Guilford,United States,06437,CT,lucia.tecla.aiello@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Language Schools (611630),2022-02-07 00:07:05.2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedar Sound Studios LLC,LLC,Active,2419650,2023-03-31,1062 Barnes Rd,Wallingford,United States,06492-6012,CT,cedarsoundstudios@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Sound Recording Studios (512240),2022-02-07 00:07:05.2300000,Suite 206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIP 'N DIP LLC,LLC,Active,2419657,2023-03-31,361 Bridgeport Ave,Milford,United States,06460-4101,CT,wisamnoray97@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,True,False,False,Convenience Stores (445120),2022-02-07 00:07:05.2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Top Level Golf LLC,LLC,Active,2419668,2023-03-31,675 Woodward Avenue,New Haven,United States,06512,CT,juangpinto@outlook.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Recreational Goods Rental (532284),2022-02-07 00:07:05.2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agra Software Inc,Stock,Rejected,2419688,,149 Tyler Ave,Carteret,United States,07008-1725,NJ,echubenko@agra.software,Foreign,,2022-01-10,NEW JERSEY,NEW JERSEY,False,False,False,False,False,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430),2022-02-07 00:07:05.2300000,,,,,2022-01-14,Agra Software Inc,,,,,,,,,,,,,,,,,,,,,,,,
"CLICKER, Virtual Data Solutions llc",LLC,Active,2419689,2023-03-31,"45 Lincoln St, 2nd Floor",New Britain,United States,06052,CT,celestineschwenneker@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:05.2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEAE LLC,LLC,Active,2419684,2023-03-31,1835 FARMINGTON AVENUE,FARMINGTON,United States,06085,CT,luizasllc@yahoo.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-02-07 00:07:05.2133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stroock & Stroock & Lavan LLP,LLP,Active,2419667,2023-01-10,180 MAIDEN LANE,NEW YORK,UNITED STATES,10038,NY,sslpayroll@stroock.com,Foreign,UNITED STATES,2022-01-10,,NEW YORK,False,False,False,False,False,,2022-02-07 00:07:05.2300000,,,,,2022-01-01,Stroock & Stroock & Lavan LLP,,,,,,,,,,,,,,,,,,,,,,,,
"PEOPLE CENTER, INC.",Stock,Active,2419676,2023-01-10,"55 2ND ST., SUITE 1500",SAN FRANCISCO,UNITED STATES,94105-3499,CA,notices@rippling.com,Foreign,UNITED STATES,2022-01-10,,DELAWARE,False,False,False,False,False,561499,2022-02-07 00:07:05.1966667,,,,,2018-10-31,"PEOPLE CENTER, INC.",,,,,,,,,,,,,,,,,,,,,,,,
Business Credit Advisory Services LLC,LLC,Active,2419682,2023-03-31,180 Frazer Fir Rd,South Windsor,United States,06074-1658,CT,ctbcasllc@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,True,False,False,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:05.2133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82 Rowe Ave LLC,LLC,Active,2419680,2023-03-31,232 Walworth St,Brooklyn,United States,11205-4165,NY,file@taxservices123.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-02-07 00:07:05.2300000,3R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANELA FURNITURE LLC,LLC,Active,2419683,2023-03-31,1338 Bank St,Waterbury,United States,06708-4105,CT,taxcenterct@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",2022-02-07 00:07:05.2300000,,taxcenterct@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C&B Psychological Services, LLC",LLC,Active,2419858,2023-03-31,21 Sherman Ct,Fairfield,United States,06824-5825,CT,markcelanophd@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-02-07 00:07:05.2133333,,markcelanophd@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDSG Consulting LLC,LLC,Active,2419770,2023-03-31,27 Highview Rd,Darien,United States,06820-2607,CT,julie@jdsgconsulting.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,True,False,False,False,False,All Other Insurance Related Activities (524298),2022-02-07 00:07:05.2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHARTER OAK INSIGHTS, LLC",LLC,Active,2419751,2023-03-31,1 EARL AVENUE EXTENSION,HAMDEN,UNITED STATES,06514,CT,denardisl@gmail.com,Domestic,United States,2022-01-10,,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.2133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darien Post Realty LLC,LLC,Active,2419698,2023-03-31,364 Post Rd,Darien,United States,06820,CT,amaisonave@blumb.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-02-07 00:07:05.2300000,,amaisonave@blumb.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candlewood Cornhole LLC,LLC,Active,2419704,2023-03-31,11 Thaddeus Ave,Danbury,United States,06811-3133,CT,candlewoodcornhole@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,True,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",2022-02-07 00:07:05.2133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KIKOS, LLC",LLC,Active,2419712,2023-03-31,115 New Canaan Ave,Norwalk,United States,06850-2636,CT,wlmsinc127@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.2433333,697,wlmsinc127@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PURE PRO GUTTER CLEANING, LLC",LLC,Active,2419736,2023-03-31,160 NORTH ROAD,EAST WINDSOR,United States,06088,CT,charlesga@me.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Other Services to Buildings and Dwellings (561790),2022-02-07 00:07:05.2433333,,adam@lmrblaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAMV INDUSTRIES LLC,LLC,Active,2419739,2023-03-31,40 Dell Cir,Trumbull,United States,06611-2309,CT,mikev971@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2022-02-07 00:07:05.2433333,,mikev971@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS LLC,LLC,Active,2419732,2023-03-31,13 Pocono Road,Newtown,United States,06470,CT,aarchiere13@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2022-02-07 00:07:05.2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCHWEIGER DERMATOLOGY CONNECTICUT, P.C.",Stock,Active,2419727,2022-04-10,,,,,,,Domestic,United States,2022-01-10,,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.2433333,,,First report due,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
THISTLE TRADING INC.,Stock,Active,2419755,2023-01-11,56 ESSEX HILL ROAD,WEST CORNWALL,United States,06796,CT,jim@weinbergpc.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Investment Banking and Securities Dealing (523110),2022-02-07 00:07:05.2300000,,jim@weinbergpc.com,,5000.0,,,,,,,,,,,,,,,,,2022-01-10,,,,,,,,,
LIONSHARE CONSULTING GROUP LLC,LLC,Active,2419744,2023-03-31,243 Tresser Blvd,Stamford,United States,06901-3436,CT,jonathan@diversecapitalllc.com,Foreign,,2022-01-10,FLORIDA,FLORIDA,False,False,False,False,False,,2022-02-07 00:07:05.2300000,17TH FLR,,,,2022-01-10,LIONSHARE CONSULTING GROUP LLC,"900 WEST ST, 1201, MIAMI BEACH, FL, 33139, United States",900 WEST ST,MIAMI BEACH,FL,33139,United States,"900 West Ave, 1201, Miami Beach, FL, 33139, United States",900 West Ave,Miami Beach,FL,33139,United States,1201,1201,,,,,,,,,,
Black Girl Existing LLC,LLC,Active,2419776,2023-03-31,3 Roosevelt St,Hartford,United States,06114-2632,CT,blackgirlexisting@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,True,False,True,False,False,All Other Personal Services (812990),2022-02-07 00:07:05.2300000,,bell.natalie65@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InsureBlack LLC,LLC,Active,2419747,2023-03-31,25 Guarino Dr,Middletown,United States,06457-5055,CT,nonnaji@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,All Other Insurance Related Activities (524298),2022-02-07 00:07:05.2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Village Fool Baking Company LLC,LLC,Active,2419803,2023-03-31,16 Bank St,Seymour,United States,06483,CT,villagefoolbakery@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,True,False,False,False,False,Commercial Bakeries (311812),2022-02-07 00:07:05.2300000,Suite 140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabeza HR LLC,LLC,Active,2419784,2023-03-31,1000 S Commons Dr,Myrtle Beach,United States,29588,SC,sarah@sabezahr.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,True,False,False,False,False,Human Resources Consulting Services (541612),2022-02-07 00:07:05.2300000,Ste 102-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPANY CAPITAL FUND I LIMITED PARTNERSHIP,Limited Partnership,Active,2419780,2023-01-10,CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,UNITED STATES,19809,DE,Lindsay@companycap.com,Foreign,UNITED STATES,2022-01-10,,DELAWARE,False,False,False,False,False,,2022-02-07 00:07:05.2300000,,,,,2022-01-06,COMPANY CAPITAL FUND I LP,,,,,,,,,,,,,,,,,,"11 AMBLER ROAD WEST, WESTPORT, CT, 06880, UNITED STATES",11 AMBLER ROAD WEST,WESTPORT,CT,6880.0,UNITED STATES,
"850 S. Main St., LLC",LLC,Active,2419793,2023-03-31,3494 Martin Hurst Rd,Tallahassee,United States,32312-1702,FL,compliancemail@cscglobal.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:05.2300000,,douglas.wood@trulieve.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooks Investment & Advisory LLC,LLC,Active,2419804,2023-03-31,100 Morgan St,Stamford,United States,06905-5456,CT,brooksinvestmentllc@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,False,False,False,True,False,International Trade Financing (522293),2022-02-07 00:07:05.2300000,201A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilli Consulting LLC,LLC,Active,2419794,2023-03-31,92 Stagecoach Road,Avon,United States,06001,CT,tweettreats01@gmail.com,Domestic,United States,2022-01-10,Connecticut,Connecticut,True,False,False,False,False,Other Animal Food Manufacturing (311119),2022-02-07 00:07:05.2433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
