name,business_type,status,sub_status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,naics_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,country_formation,category_survey_email_address,date_of_organization_meeting,total_authorized_shares,dissolution_date,mailing_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,geo_location,mailing_international_address,records_address_unit
"Zenzu, LLC",LLC,Active,Annual report due,2675428,2023-03-31,,62 Buttonwood Path,,Hamden,United States,06518-1531,CT,mary@zenzuac.com,,Domestic,2022-12-08,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:21.4400000,,,,,,,Pet Care (except Veterinary) Services (812910),,,,,,,,United States,,,,,,,,,,,,,,
Cozy Grove LLC,LLC,Rejected,,2675443,,,135 Tate Ln,,Saint Johns,United States,32259,FL,danascasey@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:21.4400000,,,,,,,,,,,,,,,United States,paralegal@wmplc.com,,,,,,,,,,,,,
"MCB Marine Services, Inc.",Stock,Active,Annual report due,2675482,2023-12-14,,38 Big Trail,,Sherman,United States,06784,CT,maura@maurasmithlaw.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4400000,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,United States,,2022-12-08,100.0,,,,,,,,,,,
"E. Friedman Commercial Kitchens, LLC",LLC,Active,Annual report due,2675433,2023-03-31,2021-12-21,368 New Hempstead Rd,,New City,United States,10956-1900,NY,joel@ef-kitchens.com,"E. Friedman Commercial Kitchens, LLC",Foreign,2022-12-08,NEW YORK,NEW YORK,False,False,False,False,False,2023-01-04 00:08:21.9633333,,,,,,,Other Commercial Equipment Merchant Wholesalers (423440),,,,,,,,,,,,,,,,,,,,,,
PX Investments I LLC,LLC,Active,Annual report due,2675438,2023-03-31,,6 Greenview,,Middlefield,United States,06455-1281,CT,ahp578@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:21.9633333,,,,,,,Portfolio Management (523920),,,,,,,,United States,ahp578@gmail.com,,,,,,,,,,,,,
Wise Choice Autobody & Detailing Service L.L.P.,LLP,Renunciated,Annual report due,2675452,2023-12-08,,499 High St,,New Britain,United States,06053-2815,CT,choicewise834@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1366667,,,,,,,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",,,,,,,,United States,,,,,,,,,,,,,,
"La Porta Drago Architects, LLC",LLC,Active,Annual report due,2675475,2023-03-31,,139 Orange St,,New Haven,United States,06510-3140,CT,slaportadrago@lpd-architects.com,,Domestic,2022-12-08,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:18.1366667,,,,,,,Architectural Services (541310),,,,,,,,United States,lpdz@comcast.net,,,,,,,,,,,,,
"MILSPEC Government Solutions, LLC",LLC,Active,Annual report due,2675476,2023-03-31,,8 Nooks Hill Rd,,Cromwell,United States,06416,CT,dj.ginter@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1366667,,,,,,,Stationery and Office Supplies Merchant Wholesalers (424120),,,,,,,,United States,,,,,,,,,,,,,,
"Respiratory Physicians, P.A. P.C.",Stock,Active,Annual report due,2675477,2023-12-08,2023-01-01,382 NE 191st St,,Miami,United States,33179-3899,FL,accounting@wellinks.com,"Respiratory Physicians, P.A.",Foreign,2022-12-08,FLORIDA,FLORIDA,False,False,False,False,False,2023-01-04 00:08:18.1366667,,,,,,,Offices of Physicians (except Mental Health Specialists) (621111),,,,,,,,,,,,,,,,,,,,,,
CGR WESTPORT L.L.C.,LLC,Active,Annual report due,2675775,2023-03-31,2022-12-07,"111 WEST 33RD STREET, 12TH FLOOR",,NEW YORK,,10120,NY,HLAWSON@ESRTREIT.COM,CGR WESTPORT L.L.C.,Foreign,2022-12-08,,DELAWARE,False,False,False,False,False,2023-01-04 00:08:18.8366667,,,,,,,531120,,,,,,,,,,,,,,,,,,,,,,
1114-1116 Fairfield Ave LLC,LLC,Active,Annual report due,2675456,2023-03-31,,606 Post Rd,Ste 533,Westport,United States,06880,CT,max@summertax.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3800000,,,,,,,Lessors of Other Real Estate Property (531190),,,,,,,,United States,max@summertax.com,,,,,,,,,,,,,
Pi Kappa Alpha Fraternity Epsilon Alpha Chapter Corp.,Non-Stock,Active,First report due,2675458,2023-03-08,,,,,,,,ea.pike94@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3800000,,,,,,,,,,,,,,,United States,ea.pike94@gmail.com,,,,,,,,,,,,,
Maplewood Equities LLC,LLC,Active,Annual report due,2675471,2023-03-31,,1274 49th St Ste 722,,Brooklyn,United States,11219,NY,service@fileitusa.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3800000,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,United States,,,,,,,,,,,,,,
"INTELLIGENT TECHNICAL SOLUTIONS, LLC",LLC,Active,Annual report due,2675512,2023-03-31,2022-08-31,"2880 Meade Avenue, #350",,Las Vegas,United States,89102,NV,intelligenttechnicalsolutions@agent.middesk.com,"INTELLIGENT TECHNICAL SOLUTIONS, LLC",Foreign,2022-12-08,NEVADA,NEVADA,False,False,False,False,False,2023-01-04 00:08:21.3800000,"2880 Meade Avenue, #350, Las Vegas, NV, 89102, United States","2880 Meade Avenue, #350",Las Vegas,NV,89102,United States,"Data Processing, Hosting, and Related Services (518210)","2880 Meade Avenue, #350, Las Vegas, NV, 89102, United States","2880 Meade Avenue, #350",,Las Vegas,NV,89102,United States,,,,,,,,,,,,,,,
GOLDEN FLOWER SPA LLC,LLC,Active,Annual report due,2675465,2023-03-31,,997 E Main St,,Torrington,United States,06790-3907,CT,info.ming.acctax@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:21.4466667,,,,,,,All Other Personal Services (812990),,,,,,,,United States,,,,,,,,,,,,,,
"Earth Angels, INC",Stock,Active,First report due,2675506,2023-03-08,,,,,,,,kelley@earthangelsct.com,,Domestic,2022-12-08,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:21.4466667,,,,,,,Temporary Help Services (561320),,,,,,,,United States,,,100.0,,,,,,,,,,,
CREW Carbon LLC,LLC,Active,Annual report due,2675509,2023-03-31,,2335 Dixwell Ave,#1042,Hamden,United States,06514,CT,joachim@crewcarbon.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0000000,,,,,,,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) (541715)",,,,,,,,United States,,,,,,,,,,,,,,
Purple Heart Carting LLC,LLC,Active,Annual report due,2675486,2023-03-31,,9 Cross Rd,,Brookfield,United States,06804,CT,yeneews.sweeney@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8000000,,,,,,,Solid Waste Collection (562111),,,,,,,,United States,,,,,,,,,,,,,,
"AIR TRANSPORT SERVICES GROUP, INC.",Stock,Active,Annual report due,2675488,2023-12-08,2021-01-01,145 HUNTER DRIVE,,WILMINGTON,United States,45177,OH,kristen.grow@atsginc.com,"AIR TRANSPORT SERVICES GROUP, INC.",Foreign,2022-12-08,DELAWARE,DELAWARE,False,False,False,False,False,2023-01-04 00:08:18.1366667,,,,,,,Offices of Other Holding Companies (551112),,,,,,,,,,,,,,,,,,,,,,
MARCELO G ANTUNEZ LLC,LLC,Active,Annual report due,2675490,2023-03-31,,116 Richmond Hill Ave,,Stamford,United States,06902,CT,eturcios@turciosins.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1366667,,,,,,,All Other Miscellaneous Electrical Equipment and Component Manufacturing (335999),,,,,,,,United States,,,,,,,,,,,,,,
The hair fairy LLC,LLC,Active,Annual report due,2675498,2023-03-31,,234 Sargeant St,,Hartford,United States,06105-1325,CT,desreed1@yahoo.com,,Domestic,2022-12-08,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:18.1366667,,,,,,,All Other Miscellaneous Manufacturing (339999),,,,,,,,United States,,,,,,,,,,,,,,
NCT Realty III LLC,LLC,Active,Annual report due,2675503,2023-03-31,,732 Carter St,,New Canaan,United States,06840-5023,CT,nick.thorndike@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1366667,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
"Grace Home Foundation, Inc.",Non-Stock,Active,Annual report due,2675502,2023-12-08,2022-12-08,38 Rosewood Dr,,Newington,United States,06111-2128,CT,ra@andersonadvisors.com,"Grace Home Foundation, Inc.",Foreign,2022-12-08,NEVADA,NEVADA,False,False,False,False,False,2023-01-04 00:08:21.3800000,,,,,,,Civic and Social Organizations (813410),,,,,,,,,,,,,,,,,,,,,,
SALMERON FLOORING LLC,LLC,Active,Annual report due,2675494,2023-03-31,,820 Capitol Ave,,Bridgeport,United States,06606-5257,CT,mmendez@rohuer.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0800000,,,,,,,Flooring Contractors (238330),,,,,,,,United States,,,,,,,,,,,,,,
CT Mallakhamb LLC,LLC,Active,Annual report due,2675496,2023-03-31,,15 Heywood Dr,,Glastonbury,United States,06033-1357,CT,ctmallakhamb@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:20.0800000,,,,,,,Sports Teams and Clubs (711211),,,,,,,,United States,,,,,,,,,,,,,,
"DTA CONSERVATORS GROUP, LLC",LLC,Active,Annual report due,2675513,2023-03-31,,302 West Main Street,Suite 152,Avon,United States,06001,CT,pathwayseldercare@comcast.net,,Domestic,2022-12-08,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:20.0800000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
FIVE STARS DRYWALL LLC,LLC,Active,Annual report due,2675511,2023-03-31,,624 WASHINGTON AVE,3FL,WATERBURY,United States,06708,CT,oneoakagency@yahoo.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3800000,,,,,,,Drywall and Insulation Contractors (238310),,,,,,,,United States,,,,,,,,,,,,,,
JacqMar LLC,LLC,Active,Annual report due,2675543,2023-03-31,,20 Church Street,A24,Greenwich,United States,06830,CT,lindakungrossi@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3800000,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
The Brazen Bull LLC,LLC,Active,Annual report due,2675532,2023-03-31,,292 S Frontage Rd,Suite 1039,New London,United States,06320-2641,CT,alvaradoj87@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0900000,,,,,,,Pet and Pet Supplies Stores (453910),,,,,,,,United States,,,,,,,,,,,,,,
Mattera & Sons Incorporated,Stock,Active,Annual report due,2675522,2023-12-13,,42 Kensett Ave,,Norwalk,United States,06851-1228,CT,matterandsons@aol.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0000000,,,,,,,Site Preparation Contractors (238910),,,,,,,,United States,lauricella@flb.law,2022-12-08,1000.0,,,,,,,,,,,
JEM Plumbing & Heating Inc,Stock,Active,First report due,2675528,2023-03-08,,,,,,,,jemph2000@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0100000,,,,,,,All Other Specialty Trade Contractors (238990),,,,,,,,United States,,,1.0,,,,,,,,,,,
Hughes SNF Opco LLC,LLC,Active,Annual report due,2675530,2023-03-31,,"395 Route 70, Suite 201",,Lakewood,United States,08701,NJ,aplichtschein@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3800000,,,,,,,Nursing Care Facilities (Skilled Nursing Facilities) (623110),,,,,,,,United States,,,,,,,,,,,,,,
A-Z Detailing LLC,LLC,Active,Annual report due,2675540,2023-03-31,,43 Dalecot Dr,,Trumbull,United States,06611-2801,CT,ronyrx7@yahoo.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0000000,,,,,,,Car Washes (811192),,,,,,,,United States,,,,,,,,,,,,,,
Estrellita Home Care LLC,LLC,Active,Annual report due,2675549,2023-03-31,,115 Murray St,,Norwalk,United States,06851-3407,CT,lissette_mabel23@hotmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:22.0000000,,,,,,,Child Day Care Services (624410),,,,,,,,United States,,,,,,,,,,,,,,
Font Geo LLC,LLC,Active,Annual report due,2675552,2023-03-31,,1111 Stratford Ave Apt 327,,Stratford,United States,06615-6380,CT,stuart@fontgeo.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0000000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
rychlik group llc,LLC,Active,Annual report due,2675554,2023-03-31,,12 Marie Dr,unit 8,seymour,United States,06483,CT,tomrychlik165@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8000000,,,,,,,Business to Business Electronic Markets (425110),,,,,,,,United States,,,,,,,,,,,,,,
"Downey Consulting, LLC",LLC,Active,Annual report due,2675555,2023-03-31,,1275 Cromwell Ave Ste B10,,Rocky Hill,United States,06067-3421,CT,hartfordelevator@yahoo.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0900000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Will's deli LLC,LLC,Active,Annual report due,2675566,2023-03-31,,33 E Glennsade dr,,Baton rouge,United States,70814,LA,willamjackson122@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0900000,,,,,,,Limited-Service Restaurants (722513),,,,,,,,United States,,,,,,,,,,,,,,
Noonan's General Contracting LLC,LLC,Active,Annual report due,2675557,2023-03-31,,1722 Hill St,,Suffield,United States,06078-1044,CT,mnoonanjr@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3800000,,,,,,,New Housing For-Sale Builders (236117),,,,,,,,United States,,,,,,,,,,,,,,
Hammer Moto  LLC,LLC,Active,Annual report due,2675573,2023-03-31,,56 Parmalee Road,,Newtown,United States,06470,CT,mymadimail@yahoo.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3800000,,,,,,,,,,,,,,,United States,mymadimail@yahoo.com,,,,,,,,,,,,,
SuhLutions Body Sculpting LLC,LLC,Active,Annual report due,2675697,2023-03-31,,111 Rockwood Avenue Ext,,Ansonia,United States,06401-3034,CT,suhlutions@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:22.0400000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
M&E Flooring Services LLC,LLC,Active,Annual report due,2675591,2023-03-31,2022-12-08,716 Polonia Ave,,Elizabeth,United States,07202-2731,NJ,angel.moreno572@gmail.com,M&E Flooring LLC,Foreign,2022-12-08,NEW JERSEY,NEW JERSEY,False,False,False,False,False,2023-01-04 00:08:22.0100000,,,,,,,Flooring Contractors (238330),,,,,,,,,,,,,,,,,,,,,,
Nora Foods L.L.C.,LLC,Active,Annual report due,2675564,2023-03-31,,500 Norwich Ave,,Taftville,United States,06380,CT,saadhamadi77@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:20.1366667,,,,,,,Limited-Service Restaurants (722513),,,,,,,,United States,saadhamadi77@gmail.com,,,,,,,,,,,,,
Alpha & Delta Properties LLC,LLC,Active,Annual report due,2675571,2023-03-31,,61 Park Place Cir,,West Hartford,United States,06110-1424,CT,braces@raptisortho.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4500000,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,braces@raptisortho.com,,,,,,,,,,,,,
Roth Property Holdings LLC,LLC,Active,Annual report due,2675586,2023-03-31,,67 Prospect Ave,Suite 102,West Hartford,United States,06106,CT,rothproperties@comcast.net,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0000000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Accomplishing Real Change Inc.,Non-Stock,Active,First report due,2675588,2023-03-08,,,,,,,,accomplishingrealchangect@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:21.3800000,,,,,,,Other Individual and Family Services (624190),,,,,,,,United States,,,,,,,,,,,,,,
JBZ PROFESSIONAL SERVICES LLC,LLC,Active,Annual report due,2675604,2023-03-31,,56 Mountain Rd,,REDDING,United States,06896,CT,jono.zavitz@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3800000,,,,,,,Residential Property Managers (531311),,,,,,,,United States,,,,,,,,,,,,,,
"Barbers On Merchants, LLC",LLC,Active,Annual report due,2675600,2023-03-31,,15 Arden Pl,,Yonkers,United States,10701-1514,NY,yfakhoury14@yahoo.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0100000,,,,,,,All Other Personal Services (812990),,,,,,,,United States,gabe@ghclawfirm.com,,,,,,,,,,,,,
"AlocoSales,LLC LLC",LLC,Active,Annual report due,2675603,2023-03-31,,2389 Main St.,STE 100,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0100000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
"BHH Respite Services, Inc.",Stock,Active,Annual report due,2675611,2023-12-08,2023-01-01,30 Corporate Park,400,Irvine,United States,92606,CA,flavio@bhhrespite.com,"BHH Services, Inc.",Foreign,2022-12-08,CALIFORNIA,CALIFORNIA,False,False,False,False,False,2023-01-04 00:08:20.0900000,,,,,,,Child and Youth Services (624110),,,,,,,,,,,,,,,,,,,,,,
Khawzak LLC,LLC,Rejected,,2675608,,,22 Rosebud Dr,,Trumbull,United States,06611,CT,khawzak@khawzak.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4500000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
220 SBA Operating Co. LLC,LLC,Active,Annual report due,2675625,2023-03-31,,101 Florence Road,,Riverside,United States,06878,CT,richard.saunders@stbridesmanagersus.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4500000,,,,,,,Full-Service Restaurants (722511),,,,,,,,United States,cspiess@spiesschang.com,,,,,,,,,,,,,
Pramukhji LLC,LLC,Active,Annual report due,2675610,2023-03-31,,3 Mourning Dove Cir,,New Haven,United States,06513-1762,CT,snehal.patel65@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.1366667,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,United States,gabe@ghclawfirm.com,,,,,,,,,,,,,
"86 HUNGERFORD HARTFORD, LLC",LLC,Active,Annual report due,2675615,2023-03-31,,10 ARNOLD CT APT 2,,BRISTOL,United States,06010,CT,efile1234@incfile.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.1366667,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,efile1235@incfile.com,,,,,,,,,,,,,
COREHEALTH LLC,LLC,Active,Annual report due,2675613,2023-03-31,,4224 AVALON VALLEY DR.,,DANBURY,United States,06810,CT,efile1234@incfile.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.7366667,,,,,,,All Other Miscellaneous Schools and Instruction (611699),,,,,,,,United States,efile1235@incfile.com,,,,,,,,,,,,,
Serenity Travels and Vacations LLC,LLC,Active,Annual report due,2675686,2023-03-31,,265 Blake St,29,New Haven,United States,06515-1399,CT,serenitytravels517@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:16.8766667,,,,,,,All Other Travel Arrangement and Reservation Services (561599),,,,,,,,United States,,,,,,,,,,,,,,
"STRONG VENTURES MANAGEMENT, LLC",LLC,Active,Annual report due,2675620,2023-03-31,2022-10-01,3435 WILSHIRE BLVD,14TH FL,LOS ANGELES,United States,90010,CA,jaiden.choi@jcandassoc.com,"STRONG VENTURES MANAGEMENT, LLC",Foreign,2022-12-08,CALIFORNIA,CALIFORNIA,False,False,False,False,False,2023-01-04 00:08:21.3800000,"3435 WILSHIRE BLVD, 14TH FL, LOS ANGELES, CA, 90010, United States",3435 WILSHIRE BLVD,LOS ANGELES,CA,90010,United States,Office Administrative Services (561110),"3435 WILSHIRE BLVD, 14TH FL, LOS ANGELES, CA, 90010, United States",3435 WILSHIRE BLVD,14TH FL,LOS ANGELES,CA,90010,United States,,,,,,14TH FL,,,,,,,,,
Seaside Home Improvement LLC,LLC,Active,Annual report due,2675619,2023-03-31,,125 Jefferson Street,,Stratford,United States,06615,CT,pjsoroka@gmail.com,,Domestic,2022-12-08,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0100000,,,,,,,Residential Remodelers (236118),,,,,,,,United States,jim@crestonhomesct.com,,,,,,,,,,,,,
