name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,category_survey_email_address,sub_status,total_authorized_shares,date_of_organization_meeting,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,dissolution_date,mail_jurisdiction,mailing_international_address,records_address_unit
Great guy food LLC,LLC,Active,2595173,2023-03-31,900 N Colony Rd,Sirinan,Wallingford,United States,06492-2411,CT,greatguyfoodct@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Business Associations (813910),2022-08-31 00:16:24.4866667,,,,,,,,,,,,,,,,,lertpolty@gmail.com,,,,,,,,,,,,,
TINY TOTS L.L.C.,LLC,Active,2595177,2023-03-31,275 Bassett St,,New Haven,United States,06511,CT,efile1234@incfile.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Child Day Care Services (624410),2022-08-31 00:16:24.4866667,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
B & M NITELIFE LLC,LLC,Active,2595185,2023-03-31,216 Crown St,,New Haven,United States,06510-2705,CT,efile1234@incfile.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Drinking Places (Alcoholic Beverages) (722410),2022-08-31 00:16:24.5033333,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
LAMETTA CONSTRUCTION LLC,LLC,Active,2595186,2023-03-31,8 Smith St,,Norwalk,United States,06851,CT,efile1234@incfile.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Site Preparation Contractors (238910),2022-08-31 00:16:24.5033333,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
SUELI S PROFESSIONAL CLEANING SERVICES LLC,LLC,Active,2595198,2023-03-31,70 EDGEWOOD LN,,GLASTONBURY,United States,06033,CT,sueli-gomes2015@hotmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,True,False,False,False,False,Janitorial Services (561720),2022-08-31 00:16:24.5033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go2Guys Moving and Packing LLC,LLC,Active,2595189,2023-03-31,275 Palisade Ave,Unit 4,Bridgeport,United States,06610-2240,CT,fulfillment@zenbusiness.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Used Household and Office Goods Moving (484210),2022-08-31 00:16:24.5033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Harbor View LLC,LLC,Active,2595210,2023-03-31,84 Nearwater Ln,,Darien,United States,06820-5712,CT,mark@salesone.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:24.5033333,,,,,,,,,,,,,,,,,npp@gtlslaw.com,,,,,,,,,,,,,
Rylee Rose Klean Kut L.L.C.,LLC,Active,2595190,2023-03-31,135 Remington St,,Bridgeport,United States,06610-2279,CT,ryleerosekleankut@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,True,False,True,False,False,Janitorial Services (561720),2022-08-31 00:16:24.5033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Growing Edges Coaching, LLC",LLC,Active,2595316,2023-03-31,135 Sunset Ridge Rd,,Norfolk,United States,06058-1215,CT,amypvorenberg@me.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,True,False,False,False,False,Other Individual and Family Services (624190),2022-08-31 00:16:24.5333333,,,,,,,,,,,,,,,,,amypvorenberg@me.com,,,,,,,,,,,,,
KLAMKE SLDMB INVESTMENTS LLC,LLC,Active,2595192,2023-03-31,7 Rosedale Cir,,Shelton,United States,06484,CT,efile1234@incfile.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:24.5033333,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
BazaarLazarr LLC,LLC,Active,2595199,2023-03-31,"201 Commons Park S,",407,Stamford,United States,06902,CT,christi.lazar@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:24.5033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Law Office of Nyles L. Courchesne, P.C.",Stock,Active,2595217,,12 School St,,Agawam,United States,01001-3207,MA,nlc@nyleslaw.com,Foreign,,2022-07-07,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,Offices of Lawyers (541110),2022-08-31 00:16:24.5200000,2022-07-01,"The Law Office of Nyles L. Courchesne, P.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
255 C3 LLC,LLC,Active,2595201,2023-03-31,255 Strawberry Hill Ave,C1,Stamford,United States,06902,CT,jm.rachinskywood@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:24.5033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINNEGAN PARTNERS LLC,LLC,Active,2595205,2023-03-31,16b Lyme St,,Old Lyme,United States,06371,CT,efile1234@incfile.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Confectionery and Nut Stores (445292),2022-08-31 00:16:24.5033333,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
Association of Out Surgeons and Allies Inc,Non-Stock,Active,2595214,2023-08-11,61 Ridgebrook Dr,,West Hartford,United States,06107-3337,CT,outsurgeons@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,True,Professional Organizations (813920),2022-08-31 00:16:24.4566667,,,,,,,,,,,,,,,,,,,,2022-08-11,,,,,,,,,,
GREENWICH PROPERTY SOLUTIONS LLC,LLC,Active,2595215,2023-03-31,52 Le Grande Ave Apt 1,,Greenwich,United States,06830,CT,efile1234@incfile.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2022-08-31 00:16:24.4566667,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
DIGITAL NFRASTRUCTURE ASSETS LIMITED PARTNERSHIP,Limited Partnership,Active,2595216,,"1013 CENTRE ROAD, SUITE 403-B",,WILMINGTON,,19805,DE,frank@blockstoneam.com,Foreign,,2022-07-07,,DELAWARE,False,False,False,False,False,,2022-08-31 00:16:24.4566667,2022-07-07,DIGITAL NFRASTRUCTURE ASSETS LP,,,,,,,,,,,,,,,,,,,"10 BRIDGE STREET, BUILDING #2, WINSTED, CT, 06098,","10 BRIDGE STREET, BUILDING #2",WINSTED,CT,06098,,,,,
"Sunshine Rescue, Inc.",Non-Stock,Active,2595251,2022-10-05,,,,,,,hannah@sunshinerescue.org,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:25.1433333,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
FABRICATED FINDINGS LLC,LLC,Active,2595220,2023-03-31,37 SKYRIDGE RD,,GREENWICH,United States,06831,CT,efile1234@incfile.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Used Merchandise Stores (453310),2022-08-31 00:16:24.5333333,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
9-15 Park Place LLC,LLC,Active,2595235,2023-03-31,121 Congdon St E,,Middletown,United States,06457-2128,CT,victorleon2323@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:24.5333333,,,,,,,,,,,,,,,,,lars@lawyerlars.com,,,,,,,,,,,,,
You Aint Ready Radio L.L.C.,LLC,Active,2595301,2023-03-31,38 Sherman St,,Bristol,United States,06010-4951,CT,naomiobannon@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:24.5333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Husted Commons, LLC",LLC,Active,2595302,2023-03-31,15 Halloween Blvd,,Stamford,United States,06902-5104,CT,t.sanseverino@camsaninc.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:24.5333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titi's and Tio's Home Daycare Inc.,Stock,Active,2595239,2022-10-05,,,,,,,alocuro809@gmaill.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:24.5333333,,,,,,,,,,,,,,,,,,First report due,100.0,,,,,,,,,,,
Digital Business Accelerator LLC Company,Stock,Rejected,2595274,,72 Chapin Ave,,Waterbury,United States,06708-2962,CT,support@digitalbusinessaccelerator.info,Foreign,,2022-07-07,DELAWARE,DELAWARE,False,False,False,False,False,All Other Business Support Services (561499),2022-08-31 00:16:24.5200000,2022-03-24,Digital Business Accelerator LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brim & Crown LLC,LLC,Active,2595264,2023-03-31,1 N. Water Street,Suite 100,Norwalk,United States,06854,CT,legal@spinrep.com,Foreign,,2022-07-07,DELAWARE,DELAWARE,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:24.4233333,2022-07-15,Brim & Crown LLC,"251 Little Falls Drive, Wilmington, DE, 19808, United States",251 Little Falls Drive,,Wilmington,DE,19808,United States,"251 Little Falls Drive, Wilmington, DE, 19808, United States",251 Little Falls Drive,,Wilmington,DE,19808,United States,,,,,,,,,,,,,,
"Cindi B Designs, LLC",LLC,Dissolved,2595285,2023-03-31,6 Melody Lane,,East Hartford,United States,06118,CT,cindibstrong@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,True,False,False,False,False,,2022-08-31 00:16:24.5200000,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-08T00:00:00.000,,,
Norwich CT Holdings LLC,LLC,Active,2595245,2023-03-31,17 Faye Ln,,Mount Pleasant,United States,29464-6626,SC,blucas@sweetspotfarms.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:25.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apollo's Cleaning Services, Llc",LLC,Active,2595249,2023-03-31,72 California St,,West Haven,United States,06516,CT,sportwild84@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2022-08-31 00:16:25.1433333,,,,,,,,,,,,,,,,,msptax16@gmail.com,,,,,,,,,,,,,
Yediami LLC,LLC,Active,2595254,2023-03-31,59 Bodwell St,,Hartford,United States,06114-2604,CT,yediami@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,True,False,True,False,False,Cookie and Cracker Manufacturing (311821),2022-08-31 00:16:24.4233333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beauty By L, LLC",LLC,Active,2595248,2023-03-31,1890 Dixwell Ave,,Hamden,United States,06514-3122,CT,ms.maryluca@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Beauty Salons (812112),2022-08-31 00:16:25.1433333,,,,,,,,,,,,,,,,,ms.maryluca@gmail.com,,,,,,,,,,,,,
James Ryan Accounting LLC,LLC,Active,2595265,2023-03-31,15 Sun Dance Circle,,Stamford,United States,06905,CT,jhenderson@jamesryanaccounting.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Offices of Certified Public Accountants (541211),2022-08-31 00:16:24.4233333,,,,,,,,,,,,,,,,,wfarrell@wrkk.com,,,,,,,,,,,,,
Haul king Express Transport LLC,LLC,Active,2595278,2023-03-31,59 Pamela Ct,,Plantsville,United States,06479-7601,CT,haulkingexpress@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-08-31 00:16:24.5200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hamptons Pets LLC,LLC,Active,2595257,2023-03-31,244 Middletown Ave,suite 2,East Hampton,United States,06424-2125,CT,erynsantiago@yahoo.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,True,False,True,False,False,,2022-08-31 00:16:24.4233333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN Proofreading LLC,LLC,Active,2595296,2023-03-31,42 Barber Hill Rd,,South Windsor,United States,06074-1612,CT,info@mnproofreading.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Document Preparation Services (561410),2022-08-31 00:16:24.5333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Bolas LLC,LLC,Active,2595269,2023-03-31,459 Franklin Avenue,,Hartford,United States,06114,CT,isabel@multiservicesintl.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Ice Cream and Frozen Dessert Manufacturing (311520),2022-08-31 00:16:24.5333333,,,,,,,,,,,,,,,,,dimequeno89@gmail.com,,,,,,,,,,,,,
RanchTech LLC,LLC,Active,2595276,2023-03-31,13 Copper Valley Ct,,Cheshire,United States,06410-1760,CT,scott@dubois.net.au,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Other Measuring and Controlling Device Manufacturing (334519),2022-08-31 00:16:24.5500000,,,,,,,,,,,,,,,,,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,
"SFS LEASING, LTD",Statutory Trust,Active,2595282,,"5757 WOODWAY DR., STE. 400",,HOUSTON,UNITED STATES,77057,TX,,Foreign,,2022-07-07,,DELAWARE,False,False,False,False,False,,2022-08-31 00:16:24.5200000,2022-07-07,"SFS LEASING,  LTD",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Fake Experience, LLC",LLC,Active,2595288,2023-03-31,88 Ann Avenue,,Mystic,United States,06355-1115,CT,todd.fake@snet.net,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Musical Groups and Artists (711130),2022-08-31 00:16:24.5333333,,,,,,,,,,,,,,,,,todd.fake@snet.net,,,,,,,,,,,,,
On Point Traffic Control LLC,LLC,Active,2595289,2023-03-31,326 Center St,Fl 3,Bridgeport,United States,06604,CT,erinjones5462@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,True,False,False,All Other Support Services (561990),2022-08-31 00:16:25.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROSS SOUND HOLDINGS LLC,LLC,Active,2595290,2023-03-31,222 WESTBURY AVENUE,,CARLE PLACE,United States,11514,NY,jim@weinbergpc.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:25.1433333,,,,,,,,,,,,,,,,,jim@weinbergpc.com,,,,,,,,,,,,,
Ramirez R Painting Ltd. Liability Co.,LLC,Active,2595292,2023-03-31,1489 Pembroke St,,Bridgeport,United States,06608-1210,CT,yeliskatora@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,True,False,False,Painting and Wall Covering Contractors (238320),2022-08-31 00:16:25.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSGT SERVICES LLC,LLC,Active,2595295,2023-03-31,3430 E Russell Rd,#330,Las Vegas,United States,89120,NV,compliance@coinhubatm.com,Foreign,,2022-07-07,NEVADA,NEVADA,False,False,False,False,False,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",2022-08-31 00:16:25.1433333,2022-07-15,LSGT SERVICES LLC,"3430 E Russell Rd, #330, Las Vegas, NV, 89120, United States",3430 E Russell Rd,#330,Las Vegas,NV,89120,United States,"3430 E Russell Rd, #330, Las Vegas, NV, 89120, United States",3430 E Russell Rd,#330,Las Vegas,NV,89120,United States,,,,,,,,,,,,,,
MMR Construction Management LLC,LLC,Active,2595293,2023-03-31,1200 High Ridge Rd,,Stamford,United States,06905,CT,mmrcmllc@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-08-31 00:16:24.5333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Gnome Landscaping LLC,LLC,Active,2595324,2023-03-31,49 sycamore rd,,milford,United States,06460,CT,landscapinggnomes@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2022-08-31 00:16:24.5333333,,,,,,,,,,,,,,,,,herblogan16@gmail.com,,,,,,,,,,,,,
REY TREE SERVICES LLC,LLC,Active,2595299,2023-03-31,30 George St,2 FL,Danbury,United States,06810-7741,CT,lopeznestor567@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Site Preparation Contractors (238910),2022-08-31 00:16:25.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248 EDGEWOOD-DEDO LLC,LLC,Active,2595310,2023-03-31,45 Dwight Pl,Unit #2,Englewood,United States,07631-3663,NJ,ismetertas@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:24.4566667,,,,,,,,,,,,,,,,,ben@trachtenlaw.com,,,,,,,,,,,,,
MRLD3 LLC,LLC,Active,2595323,2023-03-31,19 Taylor Ave,E,Bethel,United States,06801-2411,CT,prontoplumbing@comcast.net,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Other Warehousing and Storage (493190),2022-08-31 00:16:24.5333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Knob Medical LLC,LLC,Active,2595327,2023-03-31,26 Sunnyview Drive,,Redding,United States,06896,CT,mikesynthes@me.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:25.2066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferris & Taylor LLC,LLC,Active,2595328,2023-03-31,"825 E 233rd St, Fl 2",,Bronx,United States,10466-3299,NY,byasgur@yrcmanagement.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:25.1733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"APRYL DENYM, LLC",LLC,Active,2595343,2023-03-31,1201 Kings Highway Ste 2 #1061,,Fairfield,United States,06824,CT,damalivoigt@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:25.1733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zen Cha Matcha LLC,LLC,Active,2595329,2023-03-31,1 Harbor Point Rd,,Stamford,United States,06902,CT,mjgalarion@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),2022-08-31 00:16:25.2066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luna Clips LLC,LLC,Active,2595332,2023-03-31,110 Hale Rd,506,Manchester,United States,06042-1757,CT,lunaclips4me@aol.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,True,False,False,False,False,Beauty Salons (812112),2022-08-31 00:16:25.1733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM PERFORMANCE LLC,LLC,Active,2595335,2023-03-31,93 Robinwood Rd,,Waterbury,United States,06708-2407,CT,williampm1999@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,General Automotive Repair (811111),2022-08-31 00:16:25.2700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fajardo's Car Collection LLC,LLC,Active,2595340,2023-03-31,9 Oakledge Cir,,Norwalk,United States,06854-2514,CT,godofajardo@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,True,False,False,Passenger Car Rental (532111),2022-08-31 00:16:25.2700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABtech NE Inc.,Stock,Active,2595336,,867 Boylston St,#1371,Boston,United States,02116-2774,MA,mafrenette@abtech.cc,Foreign,,2022-07-07,DELAWARE,DELAWARE,False,False,False,False,False,Other Electronic Parts and Equipment Merchant Wholesalers (423690),2022-08-31 00:16:25.1733333,2022-10-01,ABtech NE Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,"204, Joseph-Robertson, Sherbrooke, Quebec J1L 2X3",
Mike's Auto Sales and Repairs LLC,LLC,Active,2595345,2023-03-31,2381 Foxon Rd,,North Branford,United States,06471,CT,michaelkavgaci@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Used Car Dealers (441120),2022-08-31 00:16:25.1900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GATEWAY INTERMEDIATE HOLDINGS, INC.",Stock,Active,2595355,,"30 ROCKEFELLER PLAZA, 54TH FLOOR",,NEW YORK,10112,NY,NY,ACCOUNTING-ARCHKEY@ARCHKEY.COM,Foreign,,2022-07-07,,DE,False,False,False,False,False,551112,2022-08-31 00:16:25.2833333,2022-07-07,"GATEWAY INTERMEDIATE HOLDINGS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARIAX LLC,LLC,Active,2595358,2023-03-31,48 WESTPORT AVENUE,,NORWALK,United States,06851,CT,jim@weinbergpc.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:25.2200000,,,,,,,,,,,,,,,,,jim@weinbergpc.com,,,,,,,,,,,,,
"Anderson Group Construction, LLC",LLC,Active,2595363,2023-03-31,30 Fenwood Dr,,Middletown,United States,06457-3510,CT,andebraz01@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,True,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),2022-08-31 00:16:25.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Life, Health & Beyond LLC",LLC,Active,2595359,2023-03-31,13 Driftway Point Road,,Danbury,United States,06811,CT,sylviacorrea02@gmail.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2022-08-31 00:16:25.8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masaje Mobile Therapeutic Massage Limited Liability Co.,LLC,Active,2595366,2023-03-31,59,,Hartford,United States,06112,CT,masajetmm@yahoo.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,True,False,True,False,False,All Other Personal Services (812990),2022-08-31 00:16:25.1733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168 Park St LLC,LLC,Active,2595375,2023-03-31,168 Park St,,Bristol,United States,06010,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-07-07,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:25.1733333,,,,,,,,,,,,,,,,,eastern@registeredagentsinc.com,,,,,,,,,,,,,
