name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,category_survey_email_address,naics_code,geo_location,began_transacting_in_ct,business_name_in_state_country,date_of_organization_meeting,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_jurisdiction_3,office_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address,records_address_unit
NVB Properties L.L.C.,LLC,Active,Annual report due,2641563,2023-03-31,81 Gloria Ave,,Danielson,United States,06239,CT,nvbdpw@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.3866667,,Sporting Goods Stores (451110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
NS INFO HOLDING LLC,LLC,Active,Annual report due,2641564,2023-03-31,310 EAT SHORE ROAD,,GREAT NECK,UNITED STATES,11023-2410,NY,ACCOUNTING@FDARMS.COM,Foreign,,2022-10-05,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:11.8333333,,511190,,2022-10-01,NS INFO HOLDING LLC,,,,,,,,,,,,,,,,,,,,,,,,,
PEZ LLC,LLC,Active,Annual report due,2641578,2023-03-31,5 Bayberry Hill Rd,,Bethel,United States,06801-1644,CT,pezcompany2022@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:11.7533333,,Fish and Seafood Markets (445220),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linda's Home Care LLC,LLC,Active,Annual report due,2641576,2023-03-31,47 Avonwood Rd,303,Avon,United States,06001,CT,dorcasmensah3@yahoo.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:12.4233333,,Services for the Elderly and Persons with Disabilities (624120),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MELODEON CAPITAL PARTNERS, LIMITED PARTNERSHIP",Limited Partnership,Active,Annual report due,2641595,2023-10-05,143 WEST STREET SUITE 202,,NEW MILFORD,UNITED STATES,06776,CT,SAM@MELODEONCAPITAL.COM,Foreign,,2022-10-05,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:11.2266667,,523930,"{'type': 'Point', 'coordinates': [-73.40904, 41.56655]}",2020-04-01,"MELODEON CAPITAL PARTNERS, LP",,,,,,,,,,,,,,,,,,"MELODEON CAPITAL PARTNERS, LP, 143 WEST STREET, SUITE 202, NEW MILFORD, CT, 06776, USA","MELODEON CAPITAL PARTNERS, LP, 143 WEST STREET, SUITE 202",NEW MILFORD,CT,6776.0,USA,,
Worden Tree Company LLC,LLC,Active,Annual report due,2641602,2023-03-31,48 Goslee Rd,,Bantam,United States,06750-1312,CT,shea@wordentree.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:13.0966667,,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migliorino Consulting LLC,LLC,Active,Annual report due,2641606,2023-03-31,149 Old Redding Rd,,Redding,United States,06896,CT,migliorinoconsulting@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:13.1066667,migliorinoconsulting@gmail.com,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIMCO LLC,LLC,Active,Annual report due,2641610,2023-03-31,89 Crow Hill Rd,,Stafford Springs,United States,06076-3128,CT,jimco@aol.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4333333,,,"{'type': 'Point', 'coordinates': [-72.33011, 42.01947]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
RODRIGUES PAINTING LLC,LLC,Active,Annual report due,2641613,2023-03-31,573 N Ridgefield Ave,,Bridgeport,United States,06610-2557,CT,rodriguesroney579@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.2266667,,Painting and Wall Covering Contractors (238320),"{'type': 'Point', 'coordinates': [-73.16424, 41.19444]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
sedorchuk tools LLC,LLC,Active,Annual report due,2641618,2023-03-31,209 E Hampton Rd,,Marlborough,United States,06447-1407,CT,sedorchukroman@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.2266667,,All Other General Merchandise Stores (452319),,,,,,,,,,,,,,,,,,,,,,,,,,,,
PABLO VICENTE MAITA LLC,LLC,Active,Annual report due,2641622,2023-03-31,46 Starrs Plain Rd,,Danbury,United States,06810-8334,CT,aliceez2drivecars@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.3866667,,Janitorial Services (561720),"{'type': 'Point', 'coordinates': [-73.46563, 41.33655]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Larson Funeral Home Preplanning & Cremation Services LLC,LLC,Active,Annual report due,2641623,2023-03-31,2496 North Ave,,Bridgeport,United States,06604-2365,CT,kevinmlesko@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.7600000,kevinmlesko@gmail.com,Funeral Homes and Funeral Services (812210),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massage By Victoria LLC,LLC,Active,Annual report due,2641626,2023-03-31,155 Sycamore St,,Glastonbury,United States,06033-4548,CT,vsanslmt@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:11.2333333,,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANG FIRM CARS LLC,LLC,Active,Annual report due,2641630,2023-03-31,313 Meriden Rd Ste 1,,Waterbury,United States,06705-2038,CT,angnetworkfirm@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:13.0966667,,Passenger Car Rental (532111),"{'type': 'Point', 'coordinates': [-73.00882, 41.5516]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Sealing Technologies Inc,Stock,Active,First report due,2641637,2023-01-03,,,,,,,accounting@sealingtech.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,True,False,False,False,2022-12-13 00:18:12.3766667,,Engineering Services (541330),,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,
"Bell and Britton, LLC",LLC,Active,Annual report due,2641644,2023-03-31,89 John Perry Rd,,Eastford,United States,06242,CT,bellandbritton@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:11.7533333,,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tania Hope LLC,LLC,Active,Annual report due,2641647,2023-03-31,94 Southfield Ave,1605,Stamford,United States,06902-7652,CT,tania.g.hope@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:11.8200000,tania.g.hope@gmail.com,,"{'type': 'Point', 'coordinates': [-73.54735, 41.0368]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Petrosino Insurance Solutions L.L.C.,LLC,Active,Annual report due,2641650,2023-03-31,63 Cedar St.,,Branford,United States,06405-2413,CT,jpetro1051@yahoo.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:13.0966667,jpetro1051@yahoo.com,Insurance Agencies and Brokerages (524210),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuzzy Dezzy LLC,LLC,Active,Annual report due,2641792,2023-03-31,173 1/2 Wakelee Ave,,Ansonia,United States,06418,CT,fuzzydezzyllc@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:13.0733333,,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Park Street Athletics, Arts & Sciences Inc.",Non-Stock,Active,First report due,2641671,2023-01-03,,,,,,,mark.h.palermo@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4966667,,"Promoters of Performing Arts, Sports, and Similar Events with Facilities (711310)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruitwala LLC,LLC,Active,Annual report due,2641659,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.8533333,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496 North Avenue LLC,LLC,Active,Annual report due,2641664,2023-03-31,1209 Post Rd,,Fairfield,United States,06824-6007,CT,kevinmlesko@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.8533333,kevinmlesko@gmail.com,Nonresidential Property Managers (531312),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matrix Labs LLC,LLC,Active,Annual report due,2641663,2023-03-31,16 Songonosk St,,Windsor,United States,06095-4613,CT,shaunarcher102403@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:12.4866667,,Food (Health) Supplement Stores (446191),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housatonic Valley Trading LLC,LLC,Active,Annual report due,2641685,2023-03-31,13 Mountain View Ter Apt 8,,Winsted,United States,06098-2122,CT,tom@nonprofitprofessionalforhire.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIDDIE COVE FAMILY DAY CARE LLC,LLC,Active,Annual report due,2641682,2023-03-31,36 Locust St,,WEST HAVEN,United States,06516,CT,kiddicovefdc@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:12.4666667,,Child Day Care Services (624410),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wizard Automations LLC,LLC,Active,Annual report due,2641688,2023-03-31,274 Laning St,,Southington,United States,06489-1621,CT,admin@wizardautomations.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.3766667,,Custom Computer Programming Services (541511),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truepill, Inc.",Stock,Active,Annual report due,2641691,2023-10-05,3121 Diablo Ave,,Hayward,United States,94545-2701,CA,entities@truepill.com,Foreign,,2022-10-05,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:12.4100000,,,,2022-10-01,"Truepill, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
B Lashed Beauty Studio LLC,LLC,Active,Annual report due,2641692,2023-03-31,110 Hale rd suite,534,manchester,United States,06042,CT,blashedbeautystudio@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:11.8666667,,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJP Real Estate LLC,LLC,Active,Annual report due,2641693,2023-03-31,161 Alisha Ln,,Waterbury,United States,06705-5729,CT,mayrajperez@live.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:11.8133333,,Offices of Real Estate Agents and Brokers (531210),"{'type': 'Point', 'coordinates': [-72.98759, 41.53287]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
RODRIGUES PARAIZO SERVICES LLC,LLC,Active,Annual report due,2641697,2023-03-31,7 Fanton Rd,,Danbury,United States,06811-3010,CT,gabrielr836@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.7533333,,All Other Support Services (561990),"{'type': 'Point', 'coordinates': [-73.47008, 41.44982]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAPIN RIDES LLC,LLC,Active,Annual report due,2641716,2023-03-31,11 spring st,apt 4,danbury,United States,06810,CT,chapinrides1985@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4166667,,All Other Transit and Ground Passenger Transportation (485999),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wear Your Wallet LLC,LLC,Active,Annual report due,2641728,2023-03-31,45 Uplands Dr,,West Hartford,United States,06107-1038,CT,timlynch328@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4400000,timlynch328@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTHONY LLC,LLC,Active,Annual report due,2641727,2023-03-31,888 New Britain Ave,,Hartford,United States,06106-3921,CT,vinothsri.usa@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:11.2000000,,Gasoline Stations with Convenience Stores (447110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monarch Agency LLC,LLC,Active,Annual report due,2641730,2023-03-31,37 Cowan Ave,,Stamford,United States,06906-2408,CT,nataliepesantez.marketing@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.2000000,,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Leadership University Inc.,Non-Stock,Active,First report due,2641739,2023-01-03,,,,,,,theleadershipuniversityinc@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:13.1266667,,Civic and Social Organizations (813410),,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Bitcoin Consultants LLC,LLC,Active,Annual report due,2641735,2023-03-31,99 Berlin St,,Southington,United States,06489-3703,CT,g.robitaille@yahoo.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.7700000,,Administrative Management and General Management Consulting Services (541611),"{'type': 'Point', 'coordinates': [-72.86563, 41.5962]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold River Publications L.L.C.,LLC,Active,Annual report due,2641736,2023-03-31,344 Freeman St,,Hartford,United States,06106-4227,CT,marc534322@yahoo.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4166667,marc534322@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On The Fly Babies LLC,LLC,Active,Annual report due,2641738,2023-03-31,777 N Main St,1,West Hartford,United States,06117,CT,kieran@ontheflybabies.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:12.4400000,kieran@ontheflybabies.com,Children's and Infants' Clothing Stores (448130),"{'type': 'Point', 'coordinates': [-72.74793, 41.78766]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
FORZA ACADEMY LLC,LLC,Active,Annual report due,2641749,2023-03-31,210 Weybosset St,,New Haven,United States,06513-1023,CT,atepale@rohuer.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4333333,forzaacademyllc@outlook.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"InPower CT, Inc.",Non-Stock,Active,First report due,2641746,2023-01-03,,,,,,,crsaulsbury@icloud.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:13.1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Something to Bark About LLC,LLC,Active,Annual report due,2641757,2023-03-31,77 Honeyspot Rd,,Stratford,United States,06615-6402,CT,megstba@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:12.4333333,,Pet Care (except Veterinary) Services (812910),,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC Roofing LLC,LLC,Active,Annual report due,2641760,2023-03-31,40 Center St,1,West Haven,United States,06516,CT,segundobcastro13@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:12.4333333,segundobcastro13@gmail.com,Roofing Contractors (238160),,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Coast Liquidations LLC,LLC,Active,Annual report due,2641762,2023-03-31,59 Old Broadway E,H,North Haven,United States,06473-1623,CT,eastcoastliquidationsllc@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.2133333,,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),"{'type': 'Point', 'coordinates': [-72.86686, 41.38862]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iglesia Cristiana Bet-El Inc,Non-Stock,Active,First report due,2641764,2023-01-03,,,,,,,yadiratorres1001@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:12.3866667,,Religious Organizations (813110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moment to Moment Health LLC,LLC,Active,Annual report due,2641773,2023-03-31,752 Middletown Rd,Unit A,Colchester,United States,06415-2307,CT,info@momenttomomenthealth.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,False,False,True,2022-12-13 00:18:11.8466667,emily@eandptherapy.com,All Other Information Services (519190),,,,,,,,,,,,,,,,,,,,,,,,,,,,
TK MO Limited Liability Company,LLC,Active,Annual report due,2641769,2023-03-31,286 foothills rd,,durham,United States,06422,CT,tkmollc@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:11.8200000,,Administrative Management and General Management Consulting Services (541611),"{'type': 'Point', 'coordinates': [-72.63204, 41.48463]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPTEM LLC,LLC,Active,Annual report due,2641771,2023-03-31,24 MOSS GLEN,,MIDDLETOWN,United States,06457,CT,septemsevenllc@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:12.4100000,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rokeya Property Management LLC,LLC,Active,Annual report due,2641794,2023-03-31,50 GRAND STREET,1ST FLOOR,MIDDLETOWN,United States,06457,CT,jalal2021uddin@yahoo.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:11.8666667,,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC ROYAL ROOFING LLC,LLC,Active,Annual report due,2641813,2023-03-31,43 Hemingway Ave,,East Haven,United States,06512-3443,CT,mcroyalroofingllc@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:12.4333333,,Construcci�n de Edificios Comerciales e Institucionales (236220),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwik Clean LLC,LLC,Active,Annual report due,2641791,2023-03-31,110 Sanfordtown Rd,,Redding,United States,06896-2413,CT,qwikcleanllc@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:13.0733333,hughesinfo19@gmail.com,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empire House Flipping LLC,LLC,Active,Annual report due,2641799,2023-03-31,101 Merritt 7 Corporate Park,3rd Floor,Norwalk,United States,06851-1059,CT,empirehouseflipping@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:11.8400000,,Business Associations (813910),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marv Brice Corp.,Non-Stock,Active,First report due,2641828,2023-01-03,,,,,,,marvcbrice112@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,True,True,False,2022-12-13 00:18:11.8400000,,Grantmaking Foundations (813211),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orion Mining, LLC",LLC,Active,Annual report due,2641808,2023-03-31,106 Southport Woods Dr,,Southport,United States,06890,CT,nyft77@yahoo.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.8666667,nyft77@yahoo.com,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucien Catering LLC,LLC,Active,Annual report due,2641811,2023-03-31,31 May Ct,,Monroe,United States,06468-1143,CT,josie06516@yahoo.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.3933333,,Caterers (722320),,,,,,,,,,,,,,,,,,,,,,,,,,,,
MysticPine LLC,LLC,Active,Annual report due,2641815,2023-03-31,6 Main Street,,Riverton,United States,06065,CT,chrisabuck@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.3933333,,Other Management Consulting Services (541618),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadrunners Delivery Solutions LLC,LLC,Active,Annual report due,2641817,2023-03-31,134 Homestead Avenue,2E,Hartford,United States,06112,CT,javierak47@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:12.4400000,,Other Support Activities for Road Transportation (488490),"{'type': 'Point', 'coordinates': [-72.69225, 41.77697]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Lashes by Franchesca LLC,LLC,Active,Annual report due,2641825,2023-03-31,1496 Boston Post Rd,,Milford,United States,06460-2713,CT,fnowak30@gmail.com,Domestic,United States,2022-10-05,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:11.7600000,fnowak30@gmail.com,Beauty Salons (812112),"{'type': 'Point', 'coordinates': [-73.03021, 41.24343]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
298 W MAIN ST LLC,LLC,Active,Annual report due,2641859,2023-03-31,"8 EAST 50TH STREET, 10TH FLOOR",,NEW YORK,UNITED STATES,10022,NY,SSOLOMAN@PAN-AM.COM,Domestic,United States,2022-10-05,,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.8333333,,006552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
