name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,citizenship,date_registration,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,total_authorized_shares,create_dt,billing_unit,business_email_address,country_formation,formation_place,state_or_territory_formation,category_survey_email_address,naics_code,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
"performrx, llc",LLC,Active,2575563,2023-03-31,200 STEVENS DRIVE,PHILADELPHIA,USA,19113,PA,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,legal.licensing@amerihealthcaritas.com,united states,,pennsylvania,,,2022-05-01,"performrx, llc","600 N. 2ND STREET, SUITE 401, HARRISBURG, PA, 17101-1071, United States","600 N. 2ND STREET, SUITE 401",HARRISBURG,PA,17101-1071,United States,,,HARRISBURG,PA,17101-1071,United States,,,,,,,,,,,,,
"LIFE BRIDGE DENTAL CT, PLLC",LLC,Active,2575595,2023-03-31,"8 CITY BOULEVARD, SUITE 204",NASHVILLE,USA,37209,TN,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,DRMARC@HELLOTEND.COM,United States,,Connecticut,,621210,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEND DENTAL, INC.",Stock,Active,2575581,2023-06-03,"8 CITY BOULEVARD, SUITE 204",NASHVILLE,USA,37209,TN,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4666667,,tammy@hellotend.com,USA,,DELAWARE,,561110,2022-06-02,"TEND DENTAL, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
Rosgobel Carriers LLC,LLC,Active,2575590,2023-03-31,4 Summer Pasture Ln,Brookfield,United States,06804-2064,CT,Domestic,2022-06-03,True,False,True,False,False,,2022-07-06 00:16:39.4833333,,rosgobelcarriers@gmail.com,United States,Connecticut,Connecticut,riddickcl@gmail.com,Freight Transportation Arrangement (488510),,,,,,,,,,,,,,,,,,,,,,,,,,,
Divine Beauty Spa LLC,LLC,Active,2575593,2023-03-31,45 Red Oak Rd,Bridgeport,United States,06606-1430,CT,Domestic,2022-06-03,True,False,True,False,False,,2022-07-06 00:16:38.9200000,,divinebodycontouring11@gmail.com,United States,Connecticut,Connecticut,,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,,,,,
"X-Cap Realty, LLC",LLC,Active,2575594,2023-03-31,660 White Plains Rd,Tarrytown,United States,10591-5139,NY,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:38.9200000,560,cgaspar@xcaprealty.net,,NEW YORK,NEW YORK,,Offices of Real Estate Agents and Brokers (531210),2022-06-07,"X-Cap Realty, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
Karin's Doughnuts LLC,LLC,Active,2575601,2023-03-31,2 White Street,Vernon,United States,06066,CT,Domestic,2022-06-03,True,False,False,True,False,,2022-07-06 00:16:38.9200000,,karinsdoughnuts@gmail.com,United States,Connecticut,Connecticut,,Retail Bakeries (311811),,,,,,,,,,,,,,,,,,,,,,,,,,,
"TRGP CAPITAL PARTNERS, LIMITED PARTNERSHIP",Limited Partnership,Active,2575603,2023-06-03,"208 HARBOR DRIVE, SUITE 204",STAMFORD,USA,06902,CT,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:38.9033333,,TSTAMATELOS@TRGCAP.COM,UNITED STATES,,DELAWARE,,,2022-04-04,"TRGP CAPITAL PARTNERS, L.P.",,,,,,,,,,,,,,,,,,,"208 HARBOR DRIVE, SUITE 204, STAMFORD, CT, 06902, USA","208 HARBOR DRIVE, SUITE 204",STAMFORD,CT,6902.0,USA,
53 Elmcroft LLC,LLC,Active,2575605,2023-03-31,47 Fenway St,Stamford,United States,06902-2803,CT,Domestic,2022-06-03,False,False,True,False,False,,2022-07-06 00:16:39.4833333,,euline72edla@gmail.com,United States,Connecticut,Connecticut,sjc@lawfirmsjc.com,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
E.S.J.E. Realty LLC,LLC,Active,2575618,2023-03-31,84 Falls Bashan Rd,Moodus,United States,06469-1237,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,,ewilliams218@yahoo.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS & Associates LLC,LLC,Active,2575611,2023-03-31,254 Riverside Ave,Riverside,United States,06878,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:38.9033333,,tim.mund@gmail.com,United States,Connecticut,Connecticut,,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,
HAROLD GIL DIOSES LLC,LLC,Active,2575612,2023-03-31,156 Greenwich,Greeniwch,United States,06830,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:38.9033333,3A,betzybdg2014@gmail.com,United States,Connecticut,Connecticut,,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,
"TRGP INVESTMENT PARTNERS, LIMITED PARTNERSHIP",Limited Partnership,Active,2575624,2023-06-03,"208 HARBOR DRIVE, SUITE 204",STAMFORD,USA,06902,CT,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,,TSTAMATELOS@TRGCAP.COM,USA,,DELAWARE,,,2022-04-04,"TRGP INVESTMENT PARTNERS, LP",,,,,,,,,,,,,,,,,,,"208 HARBOR DRIVE, SUITE 204, STAMFORD, CT, 06902, USA","208 HARBOR DRIVE, SUITE 204",STAMFORD,CT,6902.0,USA,
Taylor Made Industries LLC,LLC,Active,2575627,2023-03-31,257 Litchfield St,Torrington,United States,06790-6408,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4500000,,taylormadeindustries24@gmail.com,United States,Connecticut,Connecticut,,Other Building Material Dealers (444190),,,,,,,,,,,,,,,,,,,,,,,,,,,
Putico Corporation,Stock,Active,2575631,2022-09-01,,,,,,Domestic,2022-06-03,True,False,True,False,False,100.0,2022-07-06 00:16:39.4666667,,shirleyann.ruiz77@gmail.com,United States,Connecticut,Connecticut,,Full-Service Restaurants (722511),,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
"SIGNATURE AESTHETICS BY ILA, PLLC",LLC,Active,2575629,2023-03-31,18 Great Plain Rd,Danbury,United States,06810-5046,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:38.9033333,,contactilabarton@gmail.com,United States,Connecticut,Connecticut,brobbins@wwblaw.com,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,,,,,
"JTL Holdings, LLC",LLC,Active,2575634,2023-03-31,835 Sherman Ave,Hamden,United States,06514-1149,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,lynchlandscapingllc@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agero Insurance Group, Inc.",Stock,Active,2575642,2023-06-18,112 Salem Rd.,Prospect,United States,06712,CT,Domestic,2022-06-03,True,False,False,False,True,20000.0,2022-07-06 00:16:39.4666667,,janice@ageroinsurance.com,United States,Connecticut,Connecticut,,Insurance Agencies and Brokerages (524210),,,,,,,,,,,,,,,,2022-06-18,,,,,,,,,,,
DandellionBlossom LLP,LLP,Active,2575650,2023-06-03,90 Roxbury Rd,Plantsville,United States,06479-1455,CT,Domestic,2022-06-03,True,False,False,True,True,,2022-07-06 00:16:39.4666667,,info@dandellionblossom.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYRAMID NEW HAVEN MANAGEMENT LLC,LLC,Active,2575646,2023-03-31,"30 ROWES WHARF, SUITE 5300",BOSTON,USA,02110,MA,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,,UNITED STATES,,DELAWARE,,721110,2022-08-01,PYRAMIND NEW HAVEN MANAGEMENT LLC,,,,,,,,,,,,,,,,,,,,,,,,,
NOTCH ARTISAN BUILDERS LLC,LLC,Active,2575648,2023-03-31,17 Country Ln,Pawcatuck,United States,06379-1258,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4500000,,info@notchbuilt.com,United States,Connecticut,Connecticut,frsablone@gmail.com,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
AKA Properties LLC,LLC,Active,2575663,2023-03-31,55 coachlight circle,prospect,United States,06712,CT,Domestic,2022-06-03,False,False,True,False,False,,2022-07-06 00:16:39.4500000,,akaproperties2022@gmail.com,United States,Connecticut,Connecticut,asaproperties2022@gmail.com,New Single-Family Housing Construction (except For-Sale Builders) (236115),,,,,,,,,,,,,,,,,,,,,,,,,,,
otero LLC,LLC,Active,2575653,2023-03-31,46 Bonnie View Dr,Trumbull,United States,06611-4773,CT,Domestic,2022-06-03,False,False,True,False,False,,2022-07-06 00:16:39.4666667,B,joel@otero.com,United States,Connecticut,Connecticut,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
AL HADI LLC,LLC,Active,2575664,2023-03-31,352 Main St,Manchester,United States,06040-4122,CT,Domestic,2022-06-03,True,False,False,False,False,,2022-07-06 00:16:39.4666667,,jaysaeed92@gmail.com,United States,Connecticut,Connecticut,bcomollo@ctlaw.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511 DIXWELL LLC,LLC,Active,2575666,2023-03-31,187 Clinton Ave,New Haven,United States,06513-3145,CT,Domestic,2022-06-03,True,False,True,False,False,,2022-07-06 00:16:39.4366667,,bryannathomas108@gmail.com,United States,Connecticut,Connecticut,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
LOD Transportation LLC,LLC,Active,2575675,2023-03-31,170 Rosewood Ave,Waterbury,United States,06706-1639,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4366667,4,leonardmolishtari@gmail.com,United States,Connecticut,Connecticut,pemiola@aol.com,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,
2E Trans Inc,Stock,Active,2575686,2022-09-01,,,,,,Domestic,2022-06-03,False,False,False,False,False,10.0,2022-07-06 00:16:39.4366667,,e2e_logistics@outlook.com,United States,Connecticut,Connecticut,pemiola@aol.com,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
"TRGP CAPITAL MANAGEMENT, LLC",LLC,Active,2575667,2023-03-31,"208 HARBOR DRIVE, SUITE 204",STAMFORD,UNITED STATES,06902,CT,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.5133333,,TSTAMATELOS@TRGPCAP.COM,UNITED STATES,,DELAWARE,,,2022-04-04,"TRGP CAPITAL MANAGEMENT, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
REIKI AT WILTON INC,Stock,Active,2575670,2022-09-01,,,,,,Domestic,2022-06-03,False,False,True,False,False,200.0,2022-07-06 00:16:39.5000000,,ccts.ea@gmail.com,United States,Connecticut,Connecticut,,Full-Service Restaurants (722511),,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
Soto G Multiservices LLC,LLC,Active,2575684,2023-03-31,800 Woodtick Rd,Wolcott,United States,06716-2521,CT,Domestic,2022-06-03,True,False,False,False,False,,2022-07-06 00:16:39.5000000,,sotogmultiservices@gmail.com,United States,Connecticut,Connecticut,,Otras actividades relacionadas con el sector inmobiliario (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
"MVC CT, PLLC",LLC,Active,2575672,2023-03-31,7125 Orchard Lake Rd,West Bloomfield,United States,48322-3615,MI,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,,croork@mwe.com,United States,Connecticut,Connecticut,croork@mwe.com,Offices of Physicians (except Mental Health Specialists) (621111),,,,,,,,,,,,,,,,,,,,,,,,,,,
RL Equities LLC,LLC,Active,2575673,2023-03-31,173 Collins St,Hartford,United States,06105,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,#1 floor,filing@acs123.com,United States,Connecticut,Connecticut,filing@acs123.com,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
"DELRIN USA, LLC",LLC,Active,2575676,2023-03-31,"BLDG 308, EXPERIMENTAL STATION, 200 POWDER MILL RD.",WILMINGTON,USA,19803,DE,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:38.9033333,,PAULA.B.NOVAIS@DUPONT.COM,USA,,DELAWARE,,,2022-07-01,"DELRIN USA, LLC",,,WILMINGTON,DE,19803,United States,,,WILMINGTON,DE,19803,United States,,,,,"BLDG 308, EXPERIMENTAL STATION, 200 POWDER MILL RD.",,,,,,,,
"Gynecological Care, LLC",LLC,Active,2575680,2023-03-31,32 Strawberry Hill Court,Stamford,United States,06902,CT,Domestic,2022-06-03,True,False,False,False,False,,2022-07-06 00:16:39.4833333,41052,emorgane@aol.com,United States,Connecticut,Connecticut,charlesabate@msn.com,Offices of Physicians (except Mental Health Specialists) (621111),,,,,,,,,,,,,,,,,,,,,,,,,,,
NAUTILUS BUSINESS BROKERS LLC,LLC,Active,2575690,2023-03-31,16 Glastonbury Hunt Ln,South Glastonbury,United States,06073,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,,efile1234@incfile.com,United States,Connecticut,Connecticut,efile1235@incfile.com,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,,,,,,,,,,,,,,,,,,,,
The Collected Works Design LLC,LLC,Active,2575693,2023-03-31,373 Broadway,New York,United States,10013,NY,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,D15,justin@thecollectedworks.com,,NEW YORK,NEW YORK,,Other Specialized Design Services (541490),2022-06-15,The Collected Works Design LLC,"373 Broadway, D15, New York, NY, 10013, United States",373 Broadway,New York,NY,10013,United States,"373 Broadway, D15, New York, NY, 10013, United States",373 Broadway,New York,NY,10013,United States,,,D15,D15,,,,,,,,,
"Tiki Brown, LLC",LLC,Active,2575687,2023-03-31,"153 Boston Post Road, Unit 101",East Lyme,United States,06333,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4666667,,s.a.brown@live.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWTOWN ICE-CREAM & CAFE LLC,LLC,Active,2575697,2023-03-31,255 S Main Street,Newtown,United States,06470,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:38.9200000,,efile1234@incfile.com,United States,Connecticut,Connecticut,efile1235@incfile.com,Ice Cream and Frozen Dessert Manufacturing (311520),,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucid Swim LLC,LLC,Active,2575700,2023-03-31,41 Crossroads Plz,West Hartford,United States,06117-2402,CT,Domestic,2022-06-03,True,False,True,False,False,,2022-07-06 00:16:38.9200000,146,theelucidswim@gmail.com,United States,Connecticut,Connecticut,april.hudson421@gmail.com,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,,,,,
SKILLGRO LLC,LLC,Active,2575695,2023-03-31,21 Porter Grn,South Windsor,United States,06074,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,,efile1234@incfile.com,United States,Connecticut,Connecticut,efile1235@incfile.com,Educational Support Services (611710),,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoin-Abroad LLC,LLC,Active,2575728,2023-03-31,1494 Shippan Ave,Stamford,United States,06902-7839,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,,atruglia@bitcoin-abroad.com,United States,Connecticut,Connecticut,adtruglia@gmail.com,Computer Terminal and Other Computer Peripheral Equipment Manufacturing (334118),,,,,,,,,,,,,,,,,,,,,,,,,,,
"TRGP OPERATING COMPANY, LIMITED PARTNERSHIP",Limited Partnership,Active,2575698,2023-06-03,"208 HARBOR DRIVE, SUITE 204",STAMFORD,UNITED STATES,06902,CT,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,,TSTAMATEKIS@TRGCAP.COM,UNITED STATES,,DELAWARE,,,2022-04-04,"TRGP OPERATING COMPANY, LIMITED PARTNERSHIP",,,,,,,,,,,,,,,,,,,"208 HARBOR DRIVE, SUITE 204, STAMFORD, CT, 06902, USA","208 HARBOR DRIVE, SUITE 204",STAMFORD,CT,6902.0,USA,
MarcieBow Inc.,Stock,Active,2575705,2022-09-01,,,,,,Domestic,2022-06-03,False,False,False,False,False,200.0,2022-07-06 00:16:38.9200000,,marciebow1@gmail.com,United States,Connecticut,Connecticut,,Offices of Real Estate Agents and Brokers (531210),,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
"NL VENTURES XII WOODMONT,L.L.C.",LLC,Active,2575709,2023-03-31,"2600 VIA FORTUNA, SUITE 260",AUSTIN,UNITED STATES,78746,TEXAS,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.5133333,,,UNITED STATES,,DELAWARE,,531190,2022-06-06,"NL VENTURES XII WOODMONT, L.L.C.",,,,,,,,,,,,,,,,,,,,,,,,,
"NL VENTURES XII CHRISTIAN, L.L.C.",LLC,Active,2575719,2023-03-31,"2600 VIA FORTUNA, SUITE 260",AUSTIN,UNITED STATES,78746,TX,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:38.9033333,,ALLISONBENDEL@AICVENTURES.COM,UNITED STATES,,DELAWARE,,531190,2022-06-06,"NL VENTURES XII CHRISTIAN, L.L.C.",,,,,,,,,,,,,,,,,,,,,,,,,
US Nails Spa L.L.C.,LLC,Active,2575721,2023-03-31,1177 Farmington Ave,Berlin,United States,06037-2301,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,,cecilia11nguyen@gmail.com,United States,Connecticut,Connecticut,,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,,,,,
"MAGNOLIA RIVER SERVICES, INC.",Stock,Active,2575727,2023-06-03,"711 NANCE FORD RD SW, SUITE E",HARTSELLE,UNITED STATES,35640,AL,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,,INFO@MAGNOLIA-RIVER.COM,UNITED STATES,,ALABAMA,,541330,2022-06-01,"MAGNOLIA RIVER SERVICES, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
POWER HOUSE TRUCKING LLC,LLC,Active,2575730,2023-03-31,120 Boston Ave,Bridgeport,United States,06610-1604,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,,phtct203@gmail.com,United States,Connecticut,Connecticut,phtct203@gmail.com,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thimbleberry of Stony Creek, LLC",LLC,Active,2575739,2023-03-31,"2&4 Indian Point Road, AKA 211-213 Thimble Island Road",Branford,United States,06405,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4666667,,foamguy51@yahoo.com,United States,Connecticut,Connecticut,jtdesq@aol.com,All Other Travel Arrangement and Reservation Services (561599),,,,,,,,,,,,,,,,,,,,,,,,,,,
S A Lubricants LLC,LLC,Active,2575747,2023-03-31,160 Yaremich Drive,Bridgeport,United States,06606,CT,Domestic,2022-06-03,True,False,True,False,False,,2022-07-06 00:16:39.4666667,A,spetitfrere@salubricants.com,United States,Connecticut,Connecticut,laynelubricationsllc@yahoo.com,Wholesale Trade Agents and Brokers (425120),,,,,,,,,,,,,,,,,,,,,,,,,,,
PM Custom Creationz LLC,LLC,Active,2575744,2023-03-31,134 Seneca Rd,New Haven,United States,06515-1551,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,pmcustomcreationz@gmail.com,United States,Connecticut,Connecticut,sbmusician@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacit Health LLC,LLC,Active,2575748,2023-03-31,15 Town Line Dr,East Hampton,United States,06424-6102,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,jennifer.mancone@tacitrx.com,United States,Connecticut,Connecticut,dom2114@gmail.com,All Other Insurance Related Activities (524298),,,,,,,,,,,,,,,,,,,,,,,,,,,
E'style LLC,LLC,Active,2575750,2023-03-31,69 wilson st,stamford,United States,06902,CT,Domestic,2022-06-03,True,False,True,False,False,,2022-07-06 00:16:39.4666667,2 floor,estyleshops@gmail.com,United States,Connecticut,Connecticut,esther.henriquez3@gmail.com,Family Clothing Stores (448140),,,,,,,,,,,,,,,,,,,,,,,,,,,
Twirl Design LLC,LLC,Active,2575770,2023-03-31,432 Old Post Rd,Fairfield,United States,06824-6645,CT,Domestic,2022-06-03,True,False,False,False,False,,2022-07-06 00:16:39.4666667,,kate@twirlandcompany.com,United States,Connecticut,Connecticut,k.katherine.foley@gmail.com,Other Specialized Design Services (541490),,,,,,,,,,,,,,,,,,,,,,,,,,,
Smok'n mich LLC,LLC,Active,2575779,2023-03-31,40 Cook St,Winsted,United States,06098,CT,Domestic,2022-06-03,False,True,False,False,False,,2022-07-06 00:16:39.4666667,,smoknmich@gmail.com,United States,Connecticut,Connecticut,,Caterers (722320),,,,,,,,,,,,,,,,,,,,,,,,,,,
All About Numbers and More LLC,LLC,Active,2575776,2023-03-31,15 Rock Spring Rd,Trumbull,United States,06611,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,info@allaboutnumbersllc.com,United States,Connecticut,Connecticut,info@allaboutnumbersllc.com,Other Scientific and Technical Consulting Services (541690),,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPHA ENTERTAINMENT INC,Stock,Active,2575772,2022-09-01,,,,,,Domestic,2022-06-03,False,False,True,False,False,200.0,2022-07-06 00:16:39.4500000,,teresa@jw-accounting.com,United States,Connecticut,Connecticut,,Investment Advice (523930),,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
"MRZ TRANSPORTATION, LLC",LLC,Active,2575788,2023-03-31,162 Plank Rd,Waterbury,United States,06705-1830,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4500000,,info@incsolgroup.com,United States,Connecticut,Connecticut,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTTINGHAM TOWERS PRESERVATION GP, LLC",LLC,Active,2575781,2023-03-31,"C/O RELATED COMPANIES, 30 HUDSON YARDS, 72ND FLOOR",NEW YORK,UNITED STATES,10001,NY,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,,,UNITED STATES,,NEW YORK,,531390,2022-05-09,"NOTTINGHAM TOWERS PRESERVATION GP, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
Valuable Capital Crypto LLC,LLC,Active,2575783,2023-03-31,2389 Main St. STE 100,Glastonbury,United States,06033,CT,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,eastern@northwestregisteredagent.com,,DELAWARE,DELAWARE,,Other Financial Vehicles (525990),2022-06-03,Valuable Capital Crypto LLC,,,,,,,,,,,,,,,,,,,,,,,,,
East West Modernization LLC,LLC,Active,2575787,2023-03-31,57 Meadowbrook Road,West Hartford,United States,06107,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4666667,,jamescollins1328@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Corner Store L.L.C.,LLC,Active,2575813,2023-03-31,401 Talcottville Rd. #3,Vernon,United States,06066,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,lynntin70@icloud.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
