name,business_type,status,sub_status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,geo_location,country_formation,naics_code,total_authorized_shares,date_of_organization_meeting,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address,mail_jurisdiction,records_address_unit
Asociacion de Jovenes y Juveniles Gerizim Nacional Inc,Non-Stock,Active,First report due,2654914,2023-02-02,,,,,,,,iujnacionalusa22@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3866667,,United States,Organizaciones religiosas (813110),,,,,,,,,,,,,,,,,,,,,,,,,,,
69 Kimball Dr LLP,LLP,Active,Annual report due,2655306,2023-11-04,,69 Kimball Dr,,New Britain,United States,06051-3336,CT,info@jassbofinancial.com,,Domestic,2022-11-04,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:17.2800000,,United States,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,
Memorabl LLC,LLC,Rejected,,2655623,,2022-11-06,184 N Genesee St,Unit 102,Utica,United States,13502-2510,NY,mike@memorabl.us,Memorabl LLC,Foreign,2022-11-04,NEW YORK,NEW YORK,False,False,False,False,False,2022-12-13 00:18:17.7600000,,,Software Publishers (511210),,,,"184 N Genesee St, Unit 102, Utica, NY, 13502-2510, United States",184 N Genesee St,Utica,NY,13502-2510,United States,"184 N Genesee St, Unit 102, Utica, NY, 13502-2510, United States",184 N Genesee St,Utica,NY,13502-2510,United States,Unit 102,Unit 102,,,,,,,,,,
"Cure Rare Disease, Inc.",Non-Stock,Active,Annual report due,2655820,2023-11-04,2022-09-02,4 Research Dr,,Woodbridge,United States,06525-2347,CT,rich@curerd.org,"Cure Rare Disease, Inc.",Foreign,2022-11-04,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,2022-12-13 00:18:21.0833333,,,Research and Development in Biotechnology (except Nanobiotechnology) (541714),,,,,,,,,,,,,,,,,,,,,,,,,,,
Affordable Carpentry LLC,LLC,Active,Annual report due,2656576,2023-03-31,,3395 Main St,,Hartford,United States,06120-1110,CT,prosts1@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:16.4966667,,United States,Framing Contractors (238130),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Perkins Place, LLC",LLC,Active,Annual report due,2656577,2023-03-31,,327 New Road,,Moosup,United States,06354,CT,hadimartino@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4866667,"{'type': 'Point', 'coordinates': [-71.85172, 41.680930000000004]}",United States,Lessors of Other Real Estate Property (531190),,,hadimartino@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
"ILC, LLC",LLC,Active,Annual report due,2656637,2023-03-31,,112 Great Hill Rd,,Ridgefield,United States,06877-2629,CT,lewis.ian1972@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5000000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alia Aesthetics Medical Spa LLC,LLC,Active,Annual report due,2656584,2023-03-31,,4154 Madison Ave,302,Trumbull,United States,06611-3563,CT,aliaaestheticsct@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:17.2800000,,United States,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,,,,,,,,,,,,,,,,,,,,
Custom Everything LLC,LLC,Active,Annual report due,2656581,2023-03-31,,98 Jacks Hill Rd,,Oxford,United States,06478-1151,CT,everything.customllc@yahoo.com,,Domestic,2022-11-04,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:20.3066667,,United States,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Witching Hour LLC,LLC,Active,Annual report due,2656586,2023-03-31,,207 George Street,524,Middletown,United States,06457,CT,witchinghour2022@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3133333,,United States,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,ehmanmaggie@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Cristiano-McCall LLC,LLC,Active,Annual report due,2656589,2023-03-31,,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3133333,,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG CLEANING SERVICES LLC,LLC,Active,Annual report due,2656685,2023-03-31,,65 HILLSIDE AVE,,HARTFORD,United States,06106,CT,cleitongoncalves1508@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6400000,,United States,Remediation Services (562910),,,,,,,,,,,,,,,,,,,,,,,,,,,
Glastonbury Dental Care PLLC,LLC,Active,Annual report due,2656593,2023-03-31,,1420 Main St,Ste 136,Glastonbury,United States,06033-3110,CT,glastonburydentalcare@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.5900000,,United States,Offices of Dentists (621210),,,,,,,,,,,,,,,,,,,,,,,,,,,
Original Order Archival Services LLC,LLC,Active,Annual report due,2656599,2023-03-31,,4 Silhouette Dr,,Colebrook,United States,06021-1123,CT,gdfarr@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.0933333,,United States,Administrative Management and General Management Consulting Services (541611),,,gdfarr@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Lustal Wine & Spirits LLC,LLC,Active,Annual report due,2656615,2023-03-31,,79 Mount Carmel Ave,,Waterbury,United States,06708,CT,d.lustal718@mail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2033333,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shela's Bags & More LLC,LLC,Active,Annual report due,2656618,2023-03-31,,30 Wind Rd,,East Hartford,United States,06108-3554,CT,shelasbagsandmore@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:17.2466667,,United States,Clothing Accessories Stores (448150),,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary Lawn Care LLC,LLC,Active,Annual report due,2656659,2023-03-31,,214 Beth Lane,,Waterbury,United States,06705,CT,jillianluvsaaron@yahoo.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2533333,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digitalance Consulting LLC,LLC,Active,Annual report due,2656642,2023-03-31,,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6533333,,United States,Computer Systems Design Services (541512),,,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,
Los Primos Liquor LLC,LLC,Active,Annual report due,2656634,2023-03-31,,65 Smith St,,Stamford,United States,06902-4832,CT,justinsteffanie@yahoo.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2033333,,United States,"Beer, Wine, and Liquor Stores (445310)",,,mail@attorneyodonnell.com,,,,,,,,,,,,,,,,,,,,,,,,
EAST MEADOW 66 LLC,LLC,Active,Annual report due,2656643,2023-03-31,,630 Brooklawn Ave,,Bridgeport,United States,06604-1528,CT,carol@prudentcpa.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.1700000,,United States,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eloc, LLC",LLC,Active,Annual report due,2656668,2023-03-31,,35 Hooker Dr,,West Hartford,United States,06107-3730,CT,kirk@elocllc.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.5900000,,United States,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboy Trucking Inc,Stock,Active,First report due,2656671,2023-02-02,,,,,,,,accounting@luckyworldinc.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.5900000,,United States,"General Freight Trucking, Long-Distance, Truckload (484121)",100.0,,accounting@luckyworldinc.com,,,,,,,,,,,,,,,,,,,,,,,,
"Garthwaite Partners, LLC",LLC,Active,Annual report due,2656647,2023-03-31,,36 Park Ave,,Old Greenwich,United States,06870,CT,daniella@premiercfs.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6533333,,United States,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepper Ridge Real Estate Inc.,Stock,Active,Annual report due,2656655,2023-12-01,,,,,,,,stu_welk@hotmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6533333,,United States,Lessors of Residential Buildings and Dwellings (531110),20000.0,,stu_welk@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,
"LPRI II West Ray Indianapolis, LLC",LLC,Active,Annual report due,2656656,2023-03-31,,"c/o LAZ Parking Realty Investors II, LLC, One Financial Plaza, 755 Main St.",14th Floor,Hartford,United States,06103,CT,tsilverman@lprillc.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6533333,,United States,Lessors of Other Real Estate Property (531190),,,tsachs@siegeloconnor.com,,,,,,,,,,,,,,,,,,,,,,,,
31 Emerson Street LLC,LLC,Active,Annual report due,2656650,2023-03-31,,31 Emerson St,,Norwalk,United States,06855-2103,CT,nwisecup@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,True,False,False,True,False,2022-12-13 00:18:17.1700000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JONATHAN'S CUISINE LLC,LLC,Active,Annual report due,2656660,2023-03-31,,25 Sanford Pl,B-14,Bridgeport,United States,06604-3432,CT,jonathanlobosusa@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2533333,,United States,"Cafeterias, Grill Buffets, and Buffets (722514)",,,,,,,,,,,,,,,,,,,,,,,,,,,
DivinePartners LLC,LLC,Active,Annual report due,2656678,2023-03-31,,6 Beach Pond Rd,,Voluntown,United States,06384,CT,cverdo@yahoo.com,,Domestic,2022-11-04,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:17.1700000,,United States,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri Acupuncture LLC,LLC,Active,Annual report due,2656684,2023-03-31,,"25 Sylvan Road South, C",,Westport,United States,06880,CT,ypliu1990@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.1700000,"{'type': 'Point', 'coordinates': [-73.36843, 41.13298]}",United States,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamuna LLC,LLC,Active,Annual report due,2656711,2023-03-31,,613 France St,,Rocky Hill,United States,06067-2810,CT,mrkeyurkshah@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:20.2766667,"{'type': 'Point', 'coordinates': [-72.69617, 41.6418]}",United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgeport Exterminating Limited Liability Company,LLC,Active,Annual report due,2656692,2023-03-31,,115 Fairview Avenue,,Stratford,United States,06614,CT,schuessler.scott@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3133333,,United States,Exterminating and Pest Control Services (561710),,,schuessler.scott@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Mac-Lad Corp.,Stock,Active,Annual report due,2656725,2023-11-04,2022-11-01,4195 Middle Country Rd,,Calverton,United States,11933,NY,christae@mac-lad.com,Mac-Lad Corp.,Foreign,2022-11-04,NEW YORK,NEW YORK,False,False,False,False,False,2022-12-13 00:18:20.3133333,,,Other Construction Material Merchant Wholesalers (423390),,,,,,,,,,,,,,,,,,,,,,,,,,,
Aesthetic Mentor CT PLLC,LLC,Active,Annual report due,2656697,2023-03-31,,"95 Glastonbury Blvd, Suite 303",,Glastonbury,United States,06033,CT,jrusso@josephrussomd.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.0566667,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OMNIRETAIL, INC.",Stock,Active,Annual report due,2656699,2023-11-04,2022-11-04,"536 ORANGE ST, APT 3",,NEW HAVEN,USA,06511,CT,DEEPANKAR@OMNIBIZ.COM,"OMNIRETAIL, INC.",Foreign,2022-11-04,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:21.6400000,"{'type': 'Point', 'coordinates': [-72.91724, 41.31489]}",,425120,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.B.T. TEAMSTERS LOCAL UNION 191 Company,Non-Stock,Active,First report due,2656706,2023-02-02,,,,,,,,office@teamsterslocal191.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6133333,,United States,Labor Unions and Similar Labor Organizations (813930),,,,,,,,,,,,,,,,,,,,,,,,,,,
Arquiflora LLC,LLC,Active,Annual report due,2656704,2023-03-31,,119 HALSTEAD AVENUE,,GREENWICH,USA,06831,CT,,,Domestic,2022-11-04,,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2100000,,United States,453110,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priority Plumbing Inc,Stock,Active,Annual report due,2656721,2023-11-08,,882 N Colony Rd,,Meriden,United States,06450-2353,CT,kgrimes913@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:17.2800000,,United States,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",20000.0,2022-11-08,,,,,,,,,,,,,,,,,,,,,,,,,
At Your Service Logistics LLC,LLC,Active,Annual report due,2656714,2023-03-31,,24 Mowry Ave,,Norwich,United States,06360,CT,rjdutes@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.2766667,,United States,Freight Transportation Arrangement (488510),,,,,,,,,,,,,,,,,,,,,,,,,,,
HomePlus Capital LLC,LLC,Active,Annual report due,2656727,2023-03-31,2022-11-04,120 Kisco Ave,T,Mount Kisco,United States,10549-1415,NY,sharon@bernardlawgrp.com,HomePlus Capital LLC,Foreign,2022-11-04,NEW YORK,NEW YORK,False,False,False,False,False,2022-12-13 00:18:20.2766667,,,Mortgage and Nonmortgage Loan Brokers (522310),,,,"120 Kisco Ave, T, Mount Kisco, NY, 10549-1415, United States",120 Kisco Ave,Mount Kisco,NY,10549-1415,United States,"120 Kisco Ave, T, Mount Kisco, NY, 10549-1415, United States",120 Kisco Ave,Mount Kisco,NY,10549-1415,United States,T,T,,,,,,,,,,
GENERAL CLEANING LLC,LLC,Active,Annual report due,2656728,2023-03-31,,2 Kristin Ln,,Plainville,United States,06062-2546,CT,ekrzynowek@yahoo.com,,Domestic,2022-11-04,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.6766667,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glamourpetcare Limited Liability Company,LLC,Active,Annual report due,2656731,2023-03-31,,385 Capitol Ave,1,Hartford,United States,06106-1414,CT,glamourpetcare01@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.2766667,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT Accountants & Advisory LLC,LLC,Active,Annual report due,2656732,2023-03-31,,9 TERRA NOVA CIR,,WESTPORT,United States,06880,CT,eastern@northwestregisteredagent.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.2766667,,United States,,,,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,
Corsa Logisitics Limited Liability Co.,LLC,Active,Annual report due,2656733,2023-03-31,,430 New Park Ave,Ste 102 PMB 123,West Hartford,United States,06110-1142,CT,damir@corsalogistics.us,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:20.2766667,,United States,"General Freight Trucking, Local (484110)",,,binoculvrs@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
ADS INTERACTIVE Inc.,Stock,Active,Annual report due,2656736,2023-11-09,,320 Post Rd,LIONS COURAGE CORP,Darien,United States,06820-3600,CT,szilviabarnett@hotmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3133333,,United States,Advertising Agencies (541810),200.0,2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
TDAN Enterprise LLC,LLC,Active,Annual report due,2656738,2023-03-31,,206 Limner Cir,,Rocky Hill,United States,06067-3248,CT,investinkarma@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:19.0566667,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Horace NB LLC,LLC,Active,Annual report due,2656745,2023-03-31,,978 Route 45,,Pomona,United States,10970-3521,NY,brightskymanagementus@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.2766667,,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Structura Home and Small Business Solutions LLC,LLC,Active,Annual report due,2656751,2023-03-31,2022-12-01,21 Goffredo Ct,,Middletown,United States,10940-8203,NY,structurany@gmail.com,Structura Home and Small Business Solutions LLC,Foreign,2022-11-04,NEW YORK,NEW YORK,False,False,False,False,False,2022-12-13 00:18:20.2766667,,,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystals Unlimited Greenwich LLC,LLC,Active,Annual report due,2656758,2023-03-31,,1239 E Putnam Ave,,Riverside,United States,06878,CT,max@summertax.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.2766667,"{'type': 'Point', 'coordinates': [-73.57674, 41.04211]}",United States,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,max@summertax.com,,,,,,,,,,,,,,,,,,,,,,,,
"GALVANIZED BRANDS, LLC",LLC,Active,Annual report due,2656753,2023-03-31,2022-11-02,"214 BRAZILIAN AVENUE, STE 250",,PALM BEACH,USA,33480,FL,RJOBST@GALVANIZED.COM,"GALVANIZED BRANDS, LLC",Foreign,2022-11-04,,PENNSYLVANIA,False,False,False,False,False,2022-12-13 00:18:21.6400000,,,519130,,,,,,,,,,,,,,,,,,,,,,,,,,,
kendall Trucking LLC,LLC,Active,Annual report due,2656756,2023-03-31,,50 Ridgefield Ave,403,Bridgeport,United States,06610-3103,CT,truckingkendall@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.0566667,,United States,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Raebelle Consulting Group LLC,LLC,Active,Annual report due,2656759,2023-03-31,,254 Newtown Tpke,,Redding,United States,06896-2418,CT,stopcab@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2533333,,United States,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,
L&C CONSTRUCTION GROUP LLC,LLC,Active,Annual report due,2656779,2023-03-31,,68 WOOSTER ST,,NAUGATUCK,United States,06770,CT,info@dcacct.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2533333,,United States,Commercial and Institutional Building Construction (236220),,,,,,,,,,,,,,,,,,,,,,,,,,,
LND 2000 LLC,LLC,Active,Annual report due,2656792,2023-03-31,,337 Main Street,,West Haven,United States,06516,CT,jrm444@snet.net,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2533333,,United States,Other Activities Related to Real Estate (531390),,,maria@bvmlaw.com,,,,,,,,,,,,,,,,,,,,,,,,
"DSM, LLC",LLC,Rejected,,2656766,,,617 Beach St,,Goshen,United States,06756-2305,CT,dsmllc@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3800000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine Properties LLC,LLC,Active,Annual report due,2656771,2023-03-31,,31 Rising Trail Dr,,Middletown,United States,06457-1628,CT,hannah.carty8@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3800000,,United States,Lessors of Residential Buildings and Dwellings (531110),,,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,
CT Professional Construction LLC,LLC,Active,Annual report due,2656780,2023-03-31,,173 Camp St,,Meriden,United States,06450-3203,CT,cevallosa808@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:20.3800000,,United States,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
YS Connecticut LLC,LLC,Active,Annual report due,2656764,2023-03-31,,315 Peck Street,Building 5,New Haven,United States,06513,CT,office@eglaw1.com,,Domestic,2022-11-04,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.2766667,,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Camille Creations LLC,LLC,Active,Annual report due,2656769,2023-03-31,,11 Talcottview Rd,,Bloomfield,United States,06002-3241,CT,camillecreations3006@gmail.com,,Domestic,2022-11-04,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:20.3500000,,United States,"Sewing, Needlework, and Piece Goods Stores (451130)",,,camillecreations3006@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
