name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,sub_status,reason_for_administrative,began_transacting_in_ct,business_name_in_state_country,country_formation,naics_sub_code,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,dissolution_date,date_of_organization_meeting,category_survey_email_address,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
SOUTHERN DISASTER RECOVERY LLC,LLC,Withdrawn,1281501,2020-03-31,109 WHITE OAK ROAD,GREENVILLE,,29609,SC,JORDAN@SOUTHERNDR.COM,Foreign,2018-08-08,SC,SC,False,False,False,False,False,,2021-11-10 00:03:28.0700000,,,2018-07-03,SOUTHERN DISASTER RECOVERY LLC,,,"109 WHITE OAK ROAD, GREENVILLE, SC, 29609,",109 WHITE OAK ROAD,GREENVILLE,SC,29609,,"109 WHITE OAK ROAD, GREENVILLE, SC, 29609,",109 WHITE OAK ROAD,GREENVILLE,SC,29609,,,,,,,,
RECOVERY UNBROKEN LLC,LLC,Dissolved,1281413,2019-03-31,"24 MOUNTAIN AVE., UNIT B",NORWICH,,06360,CT,RECOVERYUNBROKEN@GMAIL.COM,Domestic,2018-08-08,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:18.0500000,,,,,,,,,,,,,,,,,,,,2019-08-27T00:00:00.000,,,,,
IN GOOD HANDS HOMECARE LLC,LLC,Dissolved,1281522,2019-03-31,20D PINEVIEW DRIVE,BRANFORD,,,CT,MICHAEL.GOCCIA@UCONN.EDU,Domestic,2018-08-08,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:48.7100000,,,,,,,,,,,,,,,,,,,,2019-02-26T00:00:00.000,,,,,
"ROCKY HILL SURGERY CENTER, LLC",LLC,Active,1279073,2022-03-31,1111 CROMWELL AVE BUILDING #1,ROCKY HILL,United States,06067,CT,katiecistulli@cbfs.us,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Freestanding Ambulatory Surgical and Emergency Centers (621493),2021-11-10 00:08:25.4466667,,,,,,621493.0,,,,,,,,,,,,,,,,,,,
"P&D 303 MAIN HOLDINGS, LLC",LLC,Active,1281477,2022-03-31,275 MAIN STREET,BRANFORD,United States,06405,CT,richcobb@arceeco.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:08:24.4933333,,,,,,531120.0,,,,,,,,,,,,,,,,,,,
"HADDEN REALTY HOLDINGS, LLC",LLC,Active,1281481,2022-03-31,20 NORTHWOOD DR,BLOOMFIELD,United States,06002,CT,rhadden@haddenhomeservices.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:08:25.3833333,,,,,,531120.0,,,,,,,,,,,,,,,,,,,
CAMP CONNECTICUT CONSERVANCY PARTNERS. LLC,LLC,Active,1281483,2019-03-31,86 LAKE HAYWARD ROAD,COLCHESTER,,06415,CT,,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.3833333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"CMTA FOUNDATION, INC.",Non-Stock,Active,1281487,2022-08-09,20 PLAINS ROAD,ESSEX,United States,06426,CT,CROCKERD64@GMAIL.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Apprenticeship Training (611513),2021-11-10 00:08:25.3833333,,,,,,611513.0,,,,,,,,,,,,,,,,,,,
"TORDABBS, LLC",LLC,Active,1281488,2022-03-31,56 CANTERBURY STREET,HARTFORD,United States,06112,CT,orkids73@gmail.com,Domestic,2018-08-09,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:08:25.3833333,,,,,,484110.0,,,,,,,,,,,,,,,,,,,
"66 WOOSTER HEIGHTS, LLC",LLC,Active,1281489,2022-03-31,64 TRIANGLE STREET,DANBURY,United States,06810,CT,awilk@rizzocompanies.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:08:25.3833333,,,,,,531120.0,,,,,,,,,,,,,,,,,,,
ZINGBET LLC,LLC,Active,1281492,2022-03-31,"44 STRAWBERRY HILL AVE., SUITE 4",STAMFORD,United States,06902,CT,Compliancemail@cscinfo.com,Foreign,2018-08-09,DE,DE,False,False,False,False,False,Other Management Consulting Services (541618),2021-11-10 00:08:25.3833333,,,2018-08-07,ZINGBET LLC,United States,541618.0,"CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,,,
"SYMMETRY & SHAPE, LLC",LLC,Active,1281499,2022-03-31,5904 DASHWOOD DRIVE,BETHEL PARK,United States,15102,PA,swrovelli@earthlink.net,Domestic,2018-08-09,PA,Connecticut,True,False,False,False,False,Fitness and Recreational Sports Centers (713940),2021-11-10 00:08:25.4300000,,,,,,713940.0,,,,,,,,,,,,,,,,,,,
DAMICO BUILDING GROUP LLC,LLC,Active,1281500,2022-03-31,"1659 W. HAMLIN RD., UNIT L",ROCHESTER HILLS,United States,48309,MI,managedreports@incorp.com,Foreign,2018-08-09,MI,MI,False,False,False,False,False,Commercial and Institutional Building Construction (236220),2021-11-10 00:08:25.4300000,,,2018-07-23,DAMICO BUILDING GROUP LLC,United States,238990.0,"1659 W. HAMLIN RD., UNIT L, ROCHESTER HILLS, MI, 48309, United States","1659 W. HAMLIN RD., UNIT L",ROCHESTER HILLS,MI,48309,United States,"1659 W. HAMLIN RD., UNIT L, ROCHESTER HILLS, MI, 48309, United States","1659 W. HAMLIN RD., UNIT L",ROCHESTER HILLS,MI,48309,United States,,,,,,,
"SUMMIT RIDGE DANBURY, LLC",LLC,Active,1281510,2022-03-31,"C/O SUMMIT DEVELOPMENT, LLC 55 STATION ST.",SOUTHPORT,United States,06890,CT,roseanne@summitdevelopment.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:08:25.4300000,,,,,,,,,,,,,,,,,,,,,,,,,
KETTLE AND FIRE INC.,Stock,Active,1281529,2022-08-09,1800 E 4TH STREET SUITE 101,AUSTIN,United States,78702,TX,kettlefire@statetaxadvisors.com,Foreign,2018-08-09,DE,DE,False,False,False,False,False,All Other Miscellaneous Food Manufacturing (311999),2021-11-10 00:08:25.4633333,,,2018-05-22,KETTLE AND FIRE INC.,United States,311999.0,,,,,,,,,,,,,,,,,,,
TURNKEY IT AND CLOUD MANAGEMENT INC,Stock,Active,1281530,2019-08-09,31 W 34TH STREET STE 8062,NEW YORK,,10001,NY,,Foreign,2018-08-09,DE,DE,False,False,False,False,False,,2021-11-10 00:08:25.4633333,Ready for dissolution,Failure to file Annual Report,2018-08-02,TURNKEY IT AND CLOUD MANAGEMENT INC,,,,,,,,,,,,,,,,,,,,,
"DESEJ HOLDINGS, LLC",LLC,Active,1281531,2022-03-31,269 WEST HYERDALE DRIVE,GOSHEN,United States,06756,CT,desejholdings@gmail.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Private Households (814110),2021-11-10 00:08:25.4633333,,,,,,814110.0,,,,,,,,,,,,,,,,,,,
HOPEWELL RIDGE FARM LLC,LLC,Active,1281532,2019-03-31,141 POVERTY HOLLOW ROAD,NEWTOWN,,06470,CT,AKENDE@EARTHLIN.NET,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.4633333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
GREENWICH HOT YOGA LLC,LLC,Active,1281533,2020-03-31,12 BANKSVILLE RD.,GREENWICH,,06831,CT,INFO@GREENWICHHOTYOGA.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.4633333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"THE WESLEY ENTERPRISE, LLC",LLC,Active,1281534,2022-03-31,817 NAUGATUCK AVE,MILFORD,United States,06461,CT,wesr92@icloud.com,Domestic,2018-08-09,CT,Connecticut,False,False,True,False,False,Offices of Bank Holding Companies (551111),2021-11-10 00:08:25.4633333,,,,,,551111.0,,,,,,,,,,,,,,,,,,,
"IAM TRUCKING, LLC",LLC,Active,1281536,2021-03-31,1078 EAST MAIN STREET APT 4,STAMFORD,United States,06902,CT,ihor.andriiv@gmail.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:08:25.4633333,Annual report past due,,,,,484110.0,,,,,,,,,,,,,,,,,,,
SUDZ ON DUBZ LLC,LLC,Active,1281537,2019-03-31,1241 MAIN ST APT 810,BRIDGEPORT,,06604,CT,EDWINMJR74@GMAIL.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.4633333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"CREDIT FINANCIAL RELIEF, LLC",LLC,Active,1281538,2022-03-31,470 JAMES ST,NEW HAVEN,United States,06513,CT,Marcia.Toliver@cfr-us.com,Domestic,2018-08-09,CT,Connecticut,True,False,True,False,False,Investment Advice (523930),2021-11-10 00:08:25.4633333,,,,,,523930.0,,,,,,,,,,,,,,,,,,,
"WIPRO GALLAGHER SOLUTIONS, LLC",LLC,Active,1281539,2022-03-31,3535 PIEDMONT RD STE 1400,ATLANTA,United States,30305,GA,Compliancemail@cscinfo.com,Foreign,2018-08-09,FL,FL,False,False,False,False,False,Mortgage and Nonmortgage Loan Brokers (522310),2021-11-10 00:08:25.5100000,,,2018-08-08,"WIPRO GALLAGHER SOLUTIONS, LLC",United States,522310.0,"1201 HAYS STREET, TALLAHASSEE, FL, 32301, United States",1201 HAYS STREET,TALLAHASSEE,FL,32301,United States,"1201 HAYS STREET, TALLAHASSEE, FL, 32301, United States",1201 HAYS STREET,TALLAHASSEE,FL,32301,United States,,,,,,,
"HONORBUILT, LLC",LLC,Active,1281540,2022-03-31,"2010 AVALON PKWY, STE 400",MCDONOUGH,United States,30253,GA,kim.smith@Honorbuilt.com,Foreign,2018-08-09,GA,GA,False,False,False,False,False,All Other Telecommunications (517919),2021-11-10 00:08:25.5100000,,,2018-08-31,"HONORBUILT, LLC",United States,517919.0,"2010 AVALON PKWY, STE 400, MCDONOUGH, GA, 30253,","2010 AVALON PKWY, STE 400",MCDONOUGH,GA,30253,,"2010 AVALON PKWY, STE 400, MCDONOUGH, GA, 30253, United States","2010 AVALON PKWY, STE 400",MCDONOUGH,GA,30253,United States,,,,,,,
"R & K HOUSING, LLC",LLC,Active,1281541,2022-03-31,103 DRAHER STREET,WATERBURY,United States,06708,CT,Kliti365gino123@hotmail.com,Domestic,2018-08-09,CT,Connecticut,False,False,True,False,False,Residential Property Managers (531311),2021-11-10 00:08:25.5100000,,,,,,531311.0,,,,,,,,,,,,,,,,,,,
"NEW DAY INVESTMENT SOLUTIONS, LLC",LLC,Active,1281542,2022-03-31,75 RIDGEWOOD ROAD,WILLIMANTIC,United States,06226,CT,newdayinvsol@gmail.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:25.5100000,,,,,,,,,,,,,,,,,,,,,,,,,
THE GREENWOOD LIMITED COMPANY LLC,LLC,Active,1281543,2020-03-31,23 WATERBURY LANE,DARIEN,United States,06820,CT,DREW_GREENWOOD@YAHOO.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
LEBLANC INDUSTRIES LLC,LLC,Active,1281544,2021-03-31,22 MOUNTAIN AVE.,WINSTED,United States,06098,CT,LEBLANCINDUSTRIESLLC@GMAIL.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:08:25.5100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"208 WILSON, LLC",LLC,Active,1281545,2019-03-31,112 ELEANOR TERRACE,FAIRFIELD,,06824,CT,,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"112 ELEANOR, LLC",LLC,Active,1281546,2019-03-31,112 ELEANOR TERRACE,FAIRFIELD,,06824,CT,,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
RD CUSTOM CRAFTS & JEWELRY LLC,LLC,Active,1281547,2022-03-31,1872 SOUTH ST,COVENTRY,United States,06238,CT,rdcustomcrafts@gmail.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),2021-11-10 00:08:25.5100000,,,,,,454390.0,,,,,,,,,,,,,,,,,,,
MORALES CARPENTRY LLC,LLC,Active,1281548,2019-03-31,"58 LIBERTY STREET, APT 5",STAMFORD,,06902,CT,MRIVERA@CHOICESERVICESLLC.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
NIDO DE AMOR FAMILY DAYCARE LLC,LLC,Active,1281549,2019-03-31,64 CHATHAM ST # 3,NEW HAVEN,,06513,CT,YAKAMERAN@GMAIL.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
RICHMOND POND CAPITAL LLC,LLC,Active,1281550,2022-03-31,59 CROSSROADS LANE,GLASTONBURY,United States,06033,CT,adam.greene@richpondcap.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:08:25.5100000,,,,,,523999.0,,,,,,,,,,,,,,,,,,,
PECKSLAND SAILING LLC,LLC,Active,1281552,2022-03-31,59 PECKSLAND ROAD,GREENWICH,United States,06831,CT,steven@kamberllc.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:08:25.5100000,,,,,,531210.0,,,,,,,,,,,,,,,,,,,
WORKOUT WITH WILL LLC,LLC,Active,1281553,2019-03-31,93 DRAHER ST,WATERBURY,,06708,CT,SHAMARCARDIOBOXING@GMAIL.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"KDS SHIPPING, LLC",LLC,Active,1281554,2021-03-31,70 DUNNING ROAD,NEW CANAAN,United States,06840,CT,ops@kdsshipping.com,Domestic,2018-08-09,CT,Connecticut,True,False,False,False,False,Pipeline Transportation of Crude Oil (486110),2021-11-10 00:08:25.5100000,Annual report past due,,,,,486110.0,,,,,,,,,,,,,,,,,,,
CASE CARPENTRY LLC,LLC,Active,1281555,2019-03-31,20 RUST ROAD,BARKHAMSTED,,06063,CT,TONY.CASE4@GMAIL.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"WILLOW ROAD PROPERTIES, LLC",LLC,Active,1281556,2022-03-31,15 SANDRA DRIVE,BRANFORD,United States,06405,CT,mstout@cdw.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:25.5100000,,,,,,531110.0,,,,,,,,,,,,,,,,,,,
51 HARBOR STREET LLC,LLC,Active,1281557,2022-03-31,27 HOUSTON TERRACE,STAMFORD,United States,06902,CT,Radek@ecestamford.net,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:25.5100000,,,,,,531110.0,,,,,,,,,,,,,,,,,,,
E-NABLE SECT INCORPORATED,Non-Stock,Active,1281558,2020-08-09,No information provided,,,,,ENABLESECT@GMAIL.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.5100000,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,,,
JAV CONSULTING LLC,LLC,Active,1281559,2021-03-31,8-7 VALLEY DRIVE,NEW MILFORD,United States,06776,CT,jvaughn79@comcast.net,Domestic,2018-08-09,CT,Connecticut,False,True,False,False,False,Residential Property Managers (531311),2021-11-10 00:08:26.0866667,Annual report past due,,,,,531311.0,,,,,,,,,,,,,,,,,,,
PAPER CRANE BIRTH SERVICES LLC,LLC,Active,1281561,2022-03-31,303 MULBERRY ST 303 MULBERRY ST,PLANTSVILLE,United States,06479,CT,vanessaehawke@gmail.com,Domestic,2018-08-09,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:08:26.0866667,,,,,,812990.0,,,,,,,,,,,,,,,,,,,
"8 CAROLINE ROAD, LLC",LLC,Active,1281562,2022-03-31,581 NORTH MAIN STREET,SEYMOUR,United States,06483,CT,salmangioneconstruction@gmail.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:08:26.0866667,,,,,,531311.0,,,,,,,,,,,,,,,,,,,
LATINO BUSINESS SPEAKERS BUREAU LLC,LLC,Active,1281564,2022-03-31,124 SIMSBURY ROAD BUILDING #8B,AVON,United States,06001,CT,arroyo.raymond@gmail.com,Domestic,2018-08-09,CT,Connecticut,False,False,True,False,False,Human Resources Consulting Services (541612),2021-11-10 00:08:26.0866667,,,,,,541612.0,,,,,,,,,,,,,,,,,,,
DYNAMIC BUSINESS SOLUTIONS AND TITLE SERVICES LLC,LLC,Active,1281565,2019-03-31,72 LEDYARD STREET,NEW LONDON,,06320,CT,STACEYKONAKOWITZ@YAHOO.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.0866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
CAPTAIN'S WAY LLC,LLC,Active,1281566,2019-03-31,"375 BRIDGEPORT AVENUE, 2D FL",SHELTON,,06484,CT,CAPTAINS.WAY.LLC@GMAIL.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.0866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
5 BROWN STREET JB LLC,LLC,Active,1281568,2019-03-31,71 EASTON ST 402,ALLSTON,,02134,MA,JOHNBB070@YAHOO.COM,Foreign,2018-08-09,MA,MA,False,False,False,False,False,,2021-11-10 00:08:26.0866667,Ready for dissolution,Failure to file Annual Report,2018-08-09,5 BROWN STREET JB LLC,,,"71 EASTON STREET #2, ALLSTON, MA, 02134,",71 EASTON STREET #2,ALLSTON,MA,02134,,"71 EASTON STREET #2, ALLSTON, MA, 02134,",71 EASTON STREET #2,ALLSTON,MA,02134,,,,,,,,
"TAYLOR MADE FITNESS, LLC",LLC,Active,1281569,2022-03-31,96 BRIDGEWATER AVENUE,MILFORD,United States,06460,CT,tmfshelton@gmail.com,Domestic,2018-08-09,CT,Connecticut,True,False,False,False,False,Fitness and Recreational Sports Centers (713940),2021-11-10 00:08:26.0866667,,,,,,713940.0,,,,,,,,,,,,,,,,,,,
JACOBS GROUP INC,Stock,Active,1281571,2021-08-09,3515 MATTINGLY ROAD,BUCKNER,United States,40010,KY,tjacobs@jacobsgroupgc.com,Foreign,2018-08-09,NV,NV,False,False,False,False,False,Commercial and Institutional Building Construction (236220),2021-11-10 00:08:26.0866667,Annual report past due,,2018-09-01,JACOBS GROUP INC,United States,236220.0,,,,,,,,,,,,,,,,,,,
DOCUMENT SERVICE LLC,LLC,Active,1281573,2022-03-31,"273 QUEEN STREET, APT 3B",SOUTHINGTON,United States,06489,CT,irinab65@msn.com,Domestic,2018-08-09,CT,Connecticut,True,False,False,False,False,HMO Medical Centers (621491),2021-11-10 00:08:26.0866667,,,,,,621512.0,,,,,,,,,,,,,,,,,,,
"THE LAWN SURGEON, LLC",LLC,Active,1281574,2022-03-31,64 FIELD ROAD,CROMWELL,United States,06416,CT,pjohnso2@travelers.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Apiculture (112910),2021-11-10 00:08:26.0866667,,,,,,,,,,,,,,,,,,,,,,,,,
EMAA LLC,LLC,Active,1281575,2019-03-31,285 BRIDGEPORT AVE 285 BRIDGEPORT AVE,SHELTON,,06484,CT,TOURMOD36@AOL.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.0866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"BEACH NATION, LLC",LLC,Active,1281576,2022-03-31,28 BERMUDA ROAD,WESTPORT,United States,06880,CT,amandarayres@gmail.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),2021-11-10 00:08:26.0866667,,,,,,611620.0,,,,,,,,,,,,,,,,,,,
"ENTERPRISE SCAFFOLDING, INC.",Stock,Active,1281577,2021-08-09,60 BELAMOSE AVE,ROCKY HILL,United States,06067,CT,office@enterprisescaffolding.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Other Commercial and Industrial Machinery and Equipment Rental and Leasing (532490),2021-11-10 00:08:26.0866667,Annual report due,Failure to file Annual Report,,,,,,,,,,,,,,,,,1000.0,,,office@enterprisescaffolding.com,,,
TOP FLIGHT SERVICES LLC,LLC,Active,1281578,2022-03-31,90 FIELDCREST DRIVE,TRUMBULL,United States,06611,CT,tony.petiprin@gmail.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:26.0866667,,,,,,812990.0,,,,,,,,,,,,,,,,,,,
CT NEST INC.,Non-Stock,Active,1281579,2020-08-09,No information provided,,,,,,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.0866667,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,,,
NORMAN MARROQUIN LLC,LLC,Active,1281580,2019-03-31,124 LOCKWOOD AVE,STAMFORD,,06902,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.0866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"RISK AND INSURANCE ASSOCIATES, LLC",LLC,Active,1281581,2022-03-31,6 CORPORATE DRIVE SUITE 503,SHELTON,United States,06484,CT,benefits@barnumfg.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-11-10 00:08:26.1200000,,,,,,524210.0,,,,,,,,,,,,,,,,,,,
"SUNKISSED TAN, LLC",LLC,Active,1281582,2020-03-31,850 SUFFIELD STREET,AGAWAM,United States,01001,MA,KELLYGODBOUT10@YAHOO.COM,Domestic,2018-08-09,MA,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.1200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
FIREBIRDS SOCIETY OF GREATER NEW HAVEN INC,Non-Stock,Active,1281583,2021-08-09,419 WHALLEY AVENUE SUITE 202B,NEW HAVEN,United States,06511,CT,carrington5.financial@gmail.com,Domestic,2018-08-09,CT,Connecticut,False,False,True,False,False,Civic and Social Organizations (813410),2021-11-10 00:08:26.1200000,Annual report past due,,,,,813410.0,,,,,,,,,,,,,,,,,,,
"3G, LLC",LLC,Active,1281584,2022-03-31,64 TRIANGLE STREET,DANBURY,United States,06810,CT,awilk@rizzocompanies.com,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:08:26.1200000,,,,,,531120.0,,,,,,,,,,,,,,,,,,,
"MILFORD CHARLEYS PHILLY STEAKS, INC.",Stock,Active,1281585,2021-11-13,1201 BOSTON POST RD STE FC12,MILFORD,United States,06460,CT,MK8500@GMAIL.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2021-11-10 00:08:26.1200000,Annual report due,,,,,722513.0,,,,,,,,,,,,,20000.0,,,,,,
HAN-ACORN LLC,LLC,Dissolved,1281587,2020-03-31,16 BAILEY AVENUE,RIDGEFIELD,United States,06877,CT,TBNASH@HERSAMACORN.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.1200000,,,,,,,,,,,,,,,,,,,,2021-07-21T00:00:00.000,,,,,
CAREWORX CORPORATION,Stock,Active,1281588,2019-08-09,95 DEER RUN ROAD,WOODBRIDGE,,06525,CT,INFO@CAREWORX.COM,Foreign,2018-08-09,CAN,CAN,False,False,False,False,False,,2021-11-10 00:08:26.1200000,Ready for dissolution,Failure to file Annual Report,2018-08-07,CAREWORX CORPORATION,,,,,,,,,,,,,,,,,,,,,
CHILLI PEPPER FOOD TRUCK LLC,LLC,Active,1281590,2020-03-31,24 LILLIAN ST,STAMFORD,,06901,CT,ESMERALDA2012784@HOTMAIL.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.1200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"BEN PROPERTIES, LLC",LLC,Active,1281592,2022-03-31,8 LOCUST AVE,DANBURY,United States,06810,CT,talline@att.net,Domestic,2018-08-09,CT,Connecticut,True,False,True,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:08:26.1200000,,,,,,531190.0,,,,,,,,,,,,,,,,,,,
44 46 BOX ST LLC,LLC,Active,1281593,2022-03-31,306 EAST 120TH STREET,NEW YORK,United States,10035,NY,MGCCPA@HOTMAIL.COM,Foreign,2018-08-09,NY,NY,False,False,False,False,False,Used Merchandise Stores (453310),2021-11-10 00:08:26.1200000,,,2018-07-18,44 46 BOX ST LLC,United States,453310.0,"200 KATONAH AVE 2ND FL, KATONAH, NY, 10536,",200 KATONAH AVE 2ND FL,KATONAH,NY,10536,,"200 KATONAH AVE STE 14 B, KATONAH, NY, 10536, United States",200 KATONAH AVE STE 14 B,KATONAH,NY,10536,United States,,,,,,,
"ROBERT'S RIDES, LLC",LLC,Active,1281597,2019-03-31,201 ALGONQUIN ROAD,FAIRFIELD,,06825,CT,RHGEARY@YAHOO.COM,Domestic,2018-08-09,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.1200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
