name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billing_unit,billingcountry,business_email_address,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,naics_code,naics_sub_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,date_of_organization_meeting
"H&A CLARKE, LLC",LLC,Active,,1275900,2022-03-31,103 SOUTH MAIN STREET SUITE M-5,NEWTOWN,06470,CT,Domestic,2018-06-11,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:23.5266667,,United States,gwoodie@haclarke.com,,,,,,,,,,,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),424990.0,,,,,,,,,
BRASS CITY HOMES REAL ESTATE LLC,LLC,Active,,1275902,2022-03-31,1469 THOMASTON AVENUE,WATERBURY,06704,CT,Domestic,2018-06-11,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:23.5266667,,United States,brasscityhomes@gmail.com,,,,,,,,,,,Offices of Real Estate Agents and Brokers (531210),531210.0,,,,,,,,,
6TH SENSE CONSULTING LLC,LLC,Active,,1275903,2022-03-31,21 GREAT ROCKS PLACE,RIDGEFIELD,06877,CT,Domestic,2018-06-11,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:23.5266667,,United States,cfrankel@6thsenseconsult.com,,,,,,,,,,,Marketing Consulting Services (541613),541613.0,,,,,,,,,
ISABELLA?S CARPENTRY LLC,LLC,Active,Ready for dissolution,1275904,2020-03-31,MCKINLEY AVE,BRIDGEPORT,06606,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5266667,,United States,mocatotoca1@msn.com,,,,,,,,,,,,,,,,,,,,,
"AS THE BAR STOOL TURNS, LLC",LLC,Active,,1275905,2022-03-31,173 RUBBER AVENUE,NAUGATUCK,06770,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:23.5266667,,United States,dennis110769@hotmail.com,,,,,,,,,,,Drinking Places (Alcoholic Beverages) (722410),,,,,,,,,,
CIRCLE HOME IMPROVEMENT LLC,LLC,Active,,1275906,2022-03-31,223 AUGUR ST FL 3,HAMDEN,06517,CT,Domestic,2018-06-11,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:23.5266667,,United States,circleinvestmentllc@gmail.com,,,,,,,,,,,Residential Remodelers (236118),236118.0,,,,,,,,,
HAIR BY AMY MARIE LLC,LLC,Active,Annual report past due,1275909,2021-03-31,427 STILLSON RD,FAIRFIELD,06824,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:23.5266667,,United States,AMYCAVALLARI@GMAIL.COM,,,,,,,,,,,Beauty Salons (812112),812112.0,,,,,,,,,
ALL STAR ESTIMATING INC,Stock,Active,Ready for dissolution,1275912,2019-06-11,2389 MAIN STREET   STE 100,GLASTONBURY,06033,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5266667,,,denisletendre50@gmail.com,10000.0,,,,,,,,,,,,,,,,,,,,
COUNTY STEEL LLC,LLC,Active,Ready for dissolution,1275923,2019-03-31,4 JUNIPIER ROAD,PORT WASHINGTON,11050,NY,Domestic,2018-06-11,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5600000,,,MANIXM@AOL.COM,,,,,,,,,,,,,,,,,,,,,
SANDRA L MORENO LLC,LLC,Active,Ready for dissolution,1275926,2019-03-31,235 CLEVELAND AVE  235 CLEVELAND AVE,BRIDGEPORT,06606,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5600000,,United States,,,,,,,,,,,,,,,,,,,,,,
"MENTORSET, LLC",LLC,Active,,1275929,2022-03-31,70 SHORELINE DRIVE,STRATFORD,06615,CT,Domestic,2018-06-11,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:23.5600000,,United States,FrankKuchinski@gmail.com,,,,,,,,,,,Custom Computer Programming Services (541511),541511.0,,,,,,,,,
EASTERN PETROLEUM SERVICES LLC,LLC,Active,Ready for dissolution,1275948,2019-03-31,221 SOUTH STREET,MORRIS,06763,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.0600000,,,SCOTT@THESAMBROOKGROUP.COM,,,,,,,,,,,,,,,,,,,,,
ARCHETYPE HOLDS LLC,LLC,Active,,1275952,2022-03-31,60 MILLS ST,BRISTOL,06010,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.0600000,,United States,archetype.holds@gmail.com,,,,,,,,,,,Electronic Shopping and Mail-Order Houses (454110),454110.0,,,,,,,,,
"GENOVA DIAGNOSTICS, INC.",Stock,Active,,1275954,2022-06-11,63 ZILLICOA ST.,ASHEVILLE,28801,NC,Foreign,2018-06-11,DE,DE,False,False,False,False,False,,2021-11-10 00:10:24.0600000,,United States,Compliancemail@cscinfo.com,,1999-07-01,"GENOVA DIAGNOSTICS, INC.",United States,,,,,,,Medical Laboratories (621511),621511.0,,,,,,,,,
GQ RENOVATION LLC,LLC,Active,,1275956,2022-03-31,54 CLIFFORD DRIVE,WEST HARTFORD,06107,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.0600000,,United States,gqrenovation@gmail.com,,,,,,,,,,,Residential Remodelers (236118),,,,,,,,,,
SHUTTERS & SAILS REFERRAL COMPANY LLC,LLC,Active,Ready for dissolution,1275958,2019-03-31,31 WATER STREET,MYSTIC,06355,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.0600000,,,,,,,,,,,,,,,,,,,,,,,,
"BENEFICENCE, LLC",LLC,Active,,1275962,2022-03-31,"380 MATHER ST., APT. 3201",HAMDEN,06514,CT,Domestic,2018-06-11,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:24.0900000,,United States,alison.tran@quinnipiac.edu,,,,,,,,,,,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",446120.0,,,,,,,,,
"ALL CREATURES VETERINARY SERVICES, PLLC",LLC,Active,,1275963,2022-03-31,3 TURKEY HILLS ROAD SUITE D,EAST GRANBY,06026,CT,Domestic,2018-06-11,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:24.0900000,,United States,allcreaturesww@gmail.com,,,,,,,,,,,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,,,,,,,,,
"TG ADMINISTRATION, LLC",LLC,Active,,1275967,2022-03-31,"15044 N. SCOTTSDALE RD., STE. 300",SCOTTSDALE,85254,AZ,Foreign,2018-06-11,AZ,AZ,False,False,False,False,False,,2021-11-10 00:10:24.0900000,,United States,LIQUORLICENSES@TROON.COM,,2018-07-01,"TG ADMNISTRATION, LLC",United States,"15044 N. SCOTTSDALE RD. STE 30, SCOTTSDALE, AZ, 85254, United States",15044 N. SCOTTSDALE RD. STE 30,SCOTTSDALE,AZ,85254,United States,Golf Courses and Country Clubs (713910),713910.0,"15044 N SCOTTSDALE RD STE 300 SUITE 300, SCOTTSDALE, AZ, 85254, United States",15044 N SCOTTSDALE RD STE 300 SUITE 300,SCOTTSDALE,AZ,85254,United States,,,
AUNG CORP.,Stock,Active,First report past due,1275970,2020-06-11,No information provided,,,,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,Failure to file First Report,2021-11-10 00:10:24.0900000,,,,1.0,,,,,,,,,,,,,,,,,,,,
PERSONALAND LLC,LLC,Active,,1275985,2022-03-31,58 HARMONY HILL RD.,NEW HARTFORD,06057,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.1366667,,United States,STEWART@PERSONALAND.COM,,,,,,,,,,,"Independent Artists, Writers, and Performers (711510)",711510.0,,,,,,,,,
"A. MICHACA LANDSCAPING, LLC",LLC,Active,,1276013,2022-03-31,8 SCOTCH PINE DR,SHELTON,06484,CT,Domestic,2018-06-11,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:24.1833333,,United States,amichacalandscapingllc@gmail.com,,,,,,,,,,,Landscaping Services (561730),561730.0,,,,,,,,,
FIVE STARS LLC,LLC,Active,Ready for dissolution,1276035,2019-03-31,197 SEASIDE AVE,STAMFORD,06902,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8100000,,,MARIAMOJICA-1382@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,
ROSAURA CASTILLO LLC,LLC,Active,Ready for dissolution,1276037,2019-03-31,322 PEQUONNOCK ST,BRIDGEPORT,06604,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8100000,,,,,,,,,,,,,,,,,,,,,,,,
"JV REAL ESTATE INVESTMENTS, LLC",LLC,Active,,1276053,2022-03-31,40 BROWNELL STREET 40 BROWNELL STREET,NEW HAVEN,06511,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8566667,,United States,welldriven88@gmail.com,,,,,,,,,,,Residential Property Managers (531311),,,,,,,,,,
"ALL CREATURES MANAGEMENT SERVICES, LLC",LLC,Active,,1276076,2022-03-31,3 TURKEY HILLS ROAD SUITE D,EAST GRANBY,06026,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.9000000,,United States,acholistichealth@gmail.com,,,,,,,,,,,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,,,,,,,,,
"KMC BUILDERS, LLC",LLC,Active,Ready for dissolution,1276077,2019-03-31,177 MIDDLE HADDAM ROAD,MIDDLE HADDAM,06456,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.9000000,,,KMEGAHEE11@COMCAST.NET,,,,,,,,,,,,,,,,,,,,,
"GAYLORD MOUNTAIN, LLC",LLC,Active,,1276078,2022-03-31,13 BROKEN ARROW ROAD,HAMDEN,06518,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.9000000,,United States,sallyjaynes@snet.net,,,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,
"REVIEW CHAMP, LLC",LLC,Active,Ready for dissolution,1276079,2019-03-31,769 NEWFIELD STREET SUITE 6,MIDDLETOWN,06457,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.9000000,,,BOB@REVIEWCHAMP.COM,,,,,,,,,,,,,,,,,,,,,
"CHEFS A L'ORANGE CATERERS, L.L.C.",LLC,Active,Ready for dissolution,1276080,2020-03-31,316 RACEBROOK ROAD,ORANGE,06477,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.9000000,,United States,CHEFSALORANGE@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
NATIONAL DRIVER SOLUTION CORP,Stock,Withdrawn,,1276088,2019-06-11,2232 DELL RANGE BLVD STE 245-935,CHEYENNE,82009,WI,Foreign,2018-06-11,WY,WY,False,False,False,False,False,,2021-11-10 00:10:25.5266667,,,MARK@NDSLOG.NET,,2018-04-01,NATIONAL DRIVER SOLUTION CORP,,,,,,,,,,,,,,,,,,
"ARCADIA CAPITAL, LLC",LLC,Active,Ready for dissolution,1276329,2020-03-31,54 HIGHLAND PARK ROAD,NORTH HAVEN,06473,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7433333,,United States,andrewamarone@gmail.com,,,,,,,,,,,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,
"ROADRUNNER PHARMACY, INC.",Stock,Active,,1276338,2022-06-11,711 E. CAREFREE HWY SUITE 140,PHOENIX,85085,AZ,Foreign,2018-06-11,AZ,AZ,False,False,False,False,False,,2021-11-10 00:08:23.7433333,,United States,Compliancemail@cscinfo.com,,2018-06-04,"ROADRUNNER PHARMACY, INC.",United States,,,,,,,Pharmacies and Drug Stores (446110),446110.0,,,,,,,,,
"SALT PLATFORM, LLC",LLC,Active,,1276339,2022-03-31,707 17TH STREET SUITE 4200,DENVER,80202,CO,Foreign,2018-06-11,DE,DE,False,False,False,False,False,,2021-11-10 00:08:23.7433333,,United States,licensing@stratisadvisory.com,,2018-06-11,"SALT PLATFORM, LLC",United States,NONE,NONE,,,,,Consumer Lending (522291),522291.0,NONE,NONE,,,,,,,
BHONE AYA CORP.,Stock,Dissolved,,1276288,2020-06-11,No information provided,,,,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:14.6566667,,,,1.0,,,,,,,,,,,,,,,,,,2020-11-21T00:00:00.000,,
TANGLED 108  LLC,LLC,Dissolved,,1275953,2019-03-31,389 BRIDGEPORT AVE SUITE108,SHELTON,06484,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:12.2133333,,,,,,,,,,,,,,,,,,,,,,2020-03-13T00:00:00.000,,
LIMO AND CAR SERVICE OF CONNECTICUT LLC,LLC,Dissolved,,1275791,2019-03-31,75 DEACON VIEW DR,FAIRFIELD,06825,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:42.1100000,,,INFO@LIMO-CT.COM,,,,,,,,,,,,,,,,,,,2020-10-26T00:00:00.000,,
"SALT MASTER FUND I, LLC",LLC,Withdrawn,,1275860,2019-03-31,707 17TH STREET 32ND FLOOR,DENVER,80202,CO,Foreign,2018-06-11,DE,DE,False,False,False,False,False,,2021-11-10 00:04:30.5766667,,,INFO@SALTLENDING.COM,,2018-06-11,"SALT MASTER FUND I, LLC",,,,,,,,,,,,,,,,,,
"FAIR DEALER SERVICES, LLC",LLC,Withdrawn,,1275888,2021-03-31,1540 2ND STREET SUITE 200,SANTA MONICA,90401,CA,Foreign,2018-06-11,DE,DE,False,False,False,False,False,,2021-11-10 00:04:31.2166667,,United States,CLS-CTARMSevidence@wolterskluwer.com,,2018-07-01,"FAIR DEALER SERVICES, LLC",United States,"1540 2ND STREET SUITE 200, SANTA MONICA, CA, 90401, United States",1540 2ND STREET SUITE 200,SANTA MONICA,CA,90401,United States,Passenger Car Leasing (532112),,"1540 2ND STREET SUITE 200, SANTA MONICA, CA, 90401, United States",1540 2ND STREET SUITE 200,SANTA MONICA,CA,90401,United States,,,
"A&M PROFESSIONAL CLEANING SERVICES,LLC",LLC,Dissolved,,1275898,2019-03-31,87 STILLWATER AVE,STAMFORD,06902,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:52.8333333,,,ARIDIO13@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-06-26T00:00:00.000,,
"JACE&AVERY DESIGN CO., LLC",LLC,Dissolved,,1275873,2020-03-31,32 WESTVIEW DR,BROOKLYN,06234,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:00.2166667,,,JACEAVERYDESIGNCO@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-04-12T00:00:00.000,,
"VO2 MAX TWO CFP, LLC",LLC,Withdrawn,,1275755,2020-03-31,1682 BOSTON POST ROAD,MILFORD,06460,CT,Foreign,2018-06-11,DE,DE,False,False,False,False,False,,2021-11-10 00:05:09.9366667,,United States,mbenson@orangetheoryfitness.com,,2018-06-11,"VO2 MAX TWO CFP, LLC",United States,"9 E. LOOCKERMAN STREET, SUITE 311, DOVER, DE, 19901, United States","9 E. LOOCKERMAN STREET, SUITE 311",DOVER,DE,19901,United States,,,"9 E. LOOCKERMAN STREET, SUITE 311, DOVER, DE, 19901, United States","9 E. LOOCKERMAN STREET, SUITE 311",DOVER,DE,19901,United States,,,
SAVVY SENSE SOLUTIONS LLC,LLC,Dissolved,,1276091,2019-03-31,83 WOOSTER HEIGHTS SUITE 125,DANBURY,06810,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:36.0833333,,,SHARICE@YOURSAVVYSENSE.COM,,,,,,,,,,,,,,,,,,,2019-08-12T00:00:00.000,,
D J NORWICH ENTERPRISES LLC,LLC,Dissolved,,1275901,2019-03-31,330 HARLAND ROAD 330 HARLAND ROAD,NORWICH,06360,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:24.4866667,,,JANNYLAM8@AOL.COM,,,,,,,,,,,,,,,,,,,2018-10-23T00:00:00.000,,
THE FABULOUS CT LLC,LLC,Active,No Agent,1275807,2019-03-31,1425 BEDFORD ST,STAMFORD,06905,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,Failure to appoint or maintain an agent for service,2021-11-10 00:05:34.0666667,,,THEFABULOUSCT@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-03-28T00:00:00.000,,
GREATBRIAR LLC,LLC,Dissolved,,1275805,2019-03-31,217 EAST STREET,NEW BRITAIN,06051,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:42.3833333,,,A.SAMU3000@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-01-07T00:00:00.000,,
ZOOMDEALS LLC,LLC,Dissolved,,1275817,2020-03-31,16 SILVER DRIVE,BURLINGTON,06013,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:49.6500000,,,ZOOMDEALS100@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-06-11T00:00:00.000,,
STRATEGIC INFORMATION SYSTEMS LLC,LLC,Dissolved,,1275894,2020-03-31,153 BOSTON POST ROAD #1037,EAST LYME,06333,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:44.2133333,,United States,john@strategicinformationsystems.net,,,,,,,,,,,,,,,,,,,2019-04-02T00:00:00.000,,
TPGCT LLC,LLC,Dissolved,,1275823,2020-03-31,145 NORTH DRIVE,STATEN ISLAND,10305,NY,Domestic,2018-06-11,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:03:22.1300000,,United States,RDHOWARD2@AOL.COM,,,,,,,,,,,,,,,,,,,2020-03-25T00:00:00.000,,
MERIMACK CONSULTINGS LLC,LLC,Dissolved,,1275822,2019-03-31,21 DEANNA COURT,OAKVILLE,06779,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:24.6300000,,,YONG@CIAMPITAX.COM,,,,,,,,,,,,,,,,,,,2018-06-18T00:00:00.000,,
CHANNELADVISOR CORPORATION,Stock,Withdrawn,,1275834,2019-06-11,3025 CARRINGTON MILL BLVD. SUITE 500,MORRISVILLE,27560,NC,Foreign,2018-06-11,DE,DE,False,False,False,False,False,,2021-11-10 00:03:43.7566667,,,AMY.PERRY@CHANNELADVISOR.COM,,2018-06-11,CHANNELADVISOR CORPORATION,,,,,,,,,,,,,,,,,,
CT CAKE QUEENS L.L.C.,LLC,Dissolved,,1275831,2019-03-31,341 HIGH STREET EXT 341 HIGH STREET EXT,THOMASTON,06787,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:43.7566667,,,CTCAKEQUEENS@GMAIL.COM,,,,,,,,,,,,,,,,,,,2018-11-27T00:00:00.000,,
32 SKYLINE DR. LLC.,LLC,Dissolved,,1275856,2020-03-31,32 SKYLINE DR,BROOKFIELD,06804,CT,Domestic,2018-06-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:48.1000000,,United States,JLUKASIK00@YAHOO.COM,,,,,,,,,,,,,,,,,,,2020-02-11T00:00:00.000,,
ZK ALPHA FINANCE LLC,LLC,Active,,1275907,2022-03-31,3 FARMBROOK DRIVE,TOLLAND,06084,CT,Domestic,2018-06-12,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:23.5266667,,United States,sshuskies@aol.com,,,,,,,,,,,Investment Banking and Securities Dealing (523110),523110.0,,,,,,,,,
"MD CLEANING, LLC.",LLC,Active,Ready for dissolution,1275910,2019-03-31,194 CHESTER STREET,EAST HARTFORD,06108,CT,Domestic,2018-06-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5266667,,,MDCLEANING08@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
BEAVER BROOK MILL CLOUD MINING LLC,LLC,Dissolved,,1275911,2020-03-31,118 WEST MAIN STREET,BALTIC,06330,CT,Domestic,2018-06-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:23.5266667,,United States,JNASIN@PRODIGY.NET,,,,,,,,,,,,,,,,,,,2020-12-31T00:00:00.000,,
1588 CORBIN AVENUE LLC,LLC,Active,,1275914,2022-03-31,99 VINE STREET,NEW BRITAIN,06052,CT,Domestic,2018-06-12,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:23.5266667,,United States,HBINYAN@YAHOO.COM,,,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,
CHERJAM LLC,LLC,Active,Ready for dissolution,1275930,2020-03-31,94 OLD KELSEY POINT ROAD 58 SAGAMORE TERRACE,WESTBROOK,06498,CT,Domestic,2018-06-12,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5600000,,United States,cacook@comcast.net,,,,,,,,,,,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,
"WTI SOLUTIONS, LLC",LLC,Active,Ready for dissolution,1275931,2019-03-31,5 CORNWALL HOLLOW RD,WEST CORNWALL,06796,CT,Domestic,2018-06-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5600000,,,JUSTINA.AYLMER@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
"CMG ENVIRONMENTAL, INC.",Non-Stock,Active,,1275932,2022-06-12,67 HALL RD 67 HALL RD,STURBRIDGE,01566,MA,Domestic,2018-06-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:23.5600000,,,CFULLER@CMGENV.COM,,,,,,,,,,,Environmental Consulting Services (541620),541620.0,,,,,,,,,
IRON MEN HOME REPAIR INC.,Stock,Active,Annual report past due,1275933,2021-06-12,132 NORTH WELLWOOD AVENUE,LINDENHURST,11757,NY,Foreign,2018-06-12,NY,NY,False,False,False,False,False,,2021-11-10 00:10:23.5600000,,United States,kerryd@ironmenhouselifting.com,,2018-06-12,IRON MEN HOME REPAIR INC.,United States,,,,,,,Residential Remodelers (236118),,,,,,,,,,
"HOLT LAW, LLC",LLC,Active,,1275935,2022-03-31,88 BRADLEY ROAD,WOODBRIDGE,06525,CT,Domestic,2018-06-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:23.5600000,,United States,Brendan@HoltLawCT.com,,,,,,,,,,,All Other Legal Services (541199),541199.0,,,,,,,,,
"ART LIFE CULTURE, LLC",LLC,Active,Ready for dissolution,1275936,2019-03-31,300 LITCHFIELD RD.,HARWINTON,06791,CT,Domestic,2018-06-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5600000,,,VERONICA@ARTLIFECULTURE.COM,,,,,,,,,,,,,,,,,,,,,
STATE SECURITY AGENCY LLC,LLC,Active,Annual report past due,1275937,2021-03-31,"70-21 AUSTIN STREET, 3RD FLR",FOREST HILLS,11375,NY,Foreign,2018-06-12,NY,NY,False,False,False,False,False,,2021-11-10 00:10:23.5600000,,United States,darrel.foster@statesecurityagency.com,,2018-06-12,STATE SECURITY AGENCY LLC,United States,"70-21 AUSTIN STREET, 3RD FLR, FOREST HILLS, NY, 11375,","70-21 AUSTIN STREET, 3RD FLR",FOREST HILLS,NY,11375,,Security Guards and Patrol Services (561612),561612.0,"70-21 AUSTIN STREET, 3RD FLR, FOREST HILLS, NY, 11375, United States","70-21 AUSTIN STREET, 3RD FLR",FOREST HILLS,NY,11375,United States,,,
BREAKTHROUGH ACHIEVING SUCCESS LLC,LLC,Active,Ready for dissolution,1275940,2020-03-31,28 EDGAR STREET 2ND FLOOR 2ND FLOOR `,NEW HAVEN,06519,CT,Domestic,2018-06-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.0600000,,United States,BREAKTHROUGHCREDIT@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,,,
LASH & BROW AFFAIR LLC,LLC,Active,,1275941,2022-03-31,44 PARKSIDE DR,COLCHESTER,06415,CT,Domestic,2018-06-12,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:24.0600000,,United States,sherriann70@comcast.net,,,,,,,,,,,All Other Personal Services (812990),812990.0,,,,,,,,,
7 MORTAR ROCK LLC,LLC,Dissolved,,1275942,2021-03-31,2 RUBY STREET 2 RUBY STREET,NORWALK,06850,CT,Domestic,2018-06-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.0600000,,United States,office@tomasbros.com,,,,,,,,,,,New Housing For-Sale Builders (236117),236117.0,,,,,,,2021-02-02T00:00:00.000,,
JENNV PHOTOGRAPHY LLC,LLC,Dissolved,,1275943,2021-03-31,18 RITCH DR,RIDGEFIELD,06877,CT,Domestic,2018-06-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.0600000,,United States,jennifer.valluzzo@gmail.com,,,,,,,,,,,"Photography Studios, Portrait (541921)",541921.0,,,,,,,2021-02-22T00:00:00.000,,
"JANCLAN 5, LLC",LLC,Dissolved,,1275946,2022-03-31,39 SPARWHEEL LANE,HILTON HEAD ISLAND,29926,SC,Domestic,2018-06-12,SC,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.0600000,,United States,kinerjansen@optonline.net,,,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,2021-09-02T00:00:00.000,,
SALGUERO CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1275947,2020-03-31,1082 CAPITOL AVE,HARTFORD,06106,CT,Domestic,2018-06-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.0600000,,,karen@MIRANTEAGENCY.COM,,,,,,,,,,,,,,,,,,,,,
HEALING HANDS THERAPY CENTER LLC,LLC,Active,,1275949,2022-03-31,111 MAIN STREET SUITE 1 SOUTH,COLLINSVILLE,06019,CT,Domestic,2018-06-12,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:24.0600000,,United States,heather@healinghandstherapycenter.com,,,,,,,,,,,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",621340.0,,,,,,,,,
