name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,business_email_address,naics_code,naics_sub_code,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,billing_unit,office_jurisdiction_3,date_of_organization_meeting
"JAYDE, INC.",Stock,Dissolved,,1265465,,No information provided,,,,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:40.8900000,,DARLYNTON_DARKO@YAHOO.COM,,,100.0,,,,,,,,,,,,,,,,2018-03-12T00:00:00.000,,,,
"BOSTON AVENUE LAUNDROMAT, LLC",LLC,Dissolved,,1265495,2019-03-31,2135 BOSTON AVE,BRIDGEPORT,06610,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:52.8800000,,HSLEEB@GMAIL.COM,,,,,,,,,,,,,,,,,,,2018-05-10T00:00:00.000,,,,
BRANDFORD VENTURES INC,Stock,Dissolved,,1267701,2020-03-02,87 HOTCHKISS GROVE ROAD,BRANDFORD,06405,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:47.0000000,United States,ANNUALREPORTS@CSCGLOBAL.COM,,,1500.0,,,,,,,,,,,,,,,,2019-05-10T00:00:00.000,,,,
DUFRESNE MEDIA LLC,LLC,Dissolved,,1265477,2019-03-31,8 DUFFYS LANE,DARIEN,06820,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:52.1166667,,TIMWMURPHY@OPTONLINE.NET,,,,,,,,,,,,,,,,,,,2019-06-20T00:00:00.000,,,,
KZ CAPITAL LLC,LLC,Dissolved,,1265456,2019-03-31,52 LAFAYETTE PL,GREENWICH,06830,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:57.4766667,,KAPTAINKURJ@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-03-22T00:00:00.000,,,,
BLUECHIP CONSULTING LIMITED,Stock,Dissolved,,1265455,2021-03-02,43 WILTON WOODS  ROAD,WILTON,06897,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:59.5766667,United States,ram.balan@gmail.com,All Other Information Services (519190),,1500.0,,,,,,,,,,,,,,,,2020-11-02T00:00:00.000,,,,
"UNTUCKIT CONNECTICUT, LLC",LLC,Withdrawn,,1265446,2019-03-31,"110 GREENE STREET, ROOM 711",NEW YORK,10012,NY,Foreign,2018-03-02,DE,DE,False,False,False,False,False,,2021-11-10 00:05:19.2666667,,GIANA@PREMIERCFS.COM,,,,2018-03-02,"UNTUCKIT CONNECTICUT, LLC",,"110 GREENE STREET, ROOM 711, NEW YORK, NY, 10012,","110 GREENE STREET, ROOM 711",NEW YORK,NY,10012,,,,,,,,,,,,
"ABCO CONSTRUCTION GROUP, LLC",LLC,Dissolved,,1265501,2019-03-31,550 WOODBURY RD,WATERTOWN,06769,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:23.1733333,,ABCOCONSTRUCTIONGROUP@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-04-01T00:00:00.000,,,,
"BSC HOLDINGS, LLC",LLC,Dissolved,,1265486,2019-03-31,382 YALE AVENUE,NEW HAVEN,06510,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:36.1766667,,BCATES@FAXONLAWGROUP.COM,,,,,,,,,,,,,,,,,,,2018-12-21T00:00:00.000,,,,
"OWL STONE SOAP AND CANDLEWORKS, LLC",LLC,Dissolved,,1265440,2019-03-31,51 DOUGLAS LANE,RIDGEFIELD,06877,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:34.7533333,,PETER.GUNTHEL@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-02-05T00:00:00.000,,,,
"152 SPIELMAN, LLC",LLC,Dissolved,,1265429,2020-03-31,26 WEST LEDGE,BURLINGTON,06013,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:43.0533333,,MGBRYANT@COMCAST.NET,,,,,,,,,,,,,,,,,,,2020-02-14T00:00:00.000,,,,
DANIELLE DEE PHOTOGRAPHY LLC,LLC,Active,Ready for dissolution,1265064,2019-03-31,8 DUNN AVENUE,STAMFORD,06905,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.9000000,,DANI_DEE08@AOL.COM,,,,,,,,,,,,,,,,,,,,,,,
NEW AGE PAINTING INC,Stock,Active,Ready for dissolution,1265093,2019-03-03,2389 MAIN STREET   STE 100  2389 MAIN STREET   STE 100,GLASTONBURY,06033,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:25.5266667,,denisletendre50@gmail.com,,,10000.0,,,,,,,,,,,,,,,,,,,,
"ARTIFEX CUSTOM GALLERY, LLC",LLC,Active,Ready for dissolution,1265503,2020-03-31,306 ROSEWOOD AVENUE,NEW HAVEN,06513,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:25.6200000,,ARTIFEXCUSTOMGALLERY@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
CLO&EM INC,Stock,Active,First report past due,1265504,2020-03-03,No information provided,,,,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,Failure to file First Report,2021-11-10 00:10:25.6200000,,JOELANGELLO@YAHOO.COM,,,100.0,,,,,,,,,,,,,,,,,,,,
"LEAVE A LEGACY COLLECTIVE, LLC",LLC,Active,,1265505,2022-03-31,64 CODFISH HILL RD.,BETHEL,06801,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:25.6200000,United States,beau.tetreault@gmail.com,Food (Health) Supplement Stores (446191),,,,,,,,,,,,,,,,,,,,,,
"F.I.T. SOCIAL MEDIA MARKETING, LLC",LLC,Active,Ready for dissolution,1265506,2020-03-31,21 DAGMAR PL.,STAMFORD,06905,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:25.6366667,United States,JOEDEL@FIT-SSM.COM.CO,,,,,,,,,,,,,,,,,,,,,,,
"HANSON, LLC",LLC,Active,,1265507,2022-03-31,28 WARD LANE,DARIEN,06820,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:25.6366667,United States,Brent@realtyquest.com,Offices of Real Estate Agents and Brokers (531210),531210.0,,,,,,,,,,,,,,,,,,,,,
WHOLEHEARTED WELLNESS FOR WOMEN LLC,LLC,Dissolved,,1265509,2021-03-31,15 PHEASANT RUN DR,GALES FERRY,06335,CT,Domestic,2018-03-03,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:25.6366667,United States,wholeheartwomen@gmail.com,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,2021-03-20T00:00:00.000,,,,
"BIRCHTREE PROPERTIES MANAGEMENT, LLC",LLC,Active,Ready for dissolution,1265513,2020-03-31,210 GOOSE LANE,TOLLAND,06084,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:25.6366667,United States,MJD3864@SBCGLOBAL.NET,,,,,,,,,,,,,,,,,,,,,,,
"364 POST ROAD, LLC",LLC,Active,,1265516,2022-03-31,48 RINGS END ROAD,DARIEN,06820,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:25.6366667,United States,jon@jonvaccaro.com,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,,,
"SUNRISE LANDSCAPE AND PROPERTY MAINTENANCE, LLC",LLC,Dissolved,,1265517,2020-03-31,1200 LITCHFIELD ROAD,NORFOLK,06058,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:25.6366667,United States,KGUNDLACH1@COMCAST.NET,,,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000,,,,
"SENIOR ANGELS CARE, LLC",LLC,Active,Ready for dissolution,1265518,2019-03-31,74 HOYTS HILLS RD,BETHEL,06801,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:25.6366667,,GLADYSBAILEY2016@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
NOW AND THEN GALLERIA LLC,LLC,Active,Ready for dissolution,1265519,2020-03-31,220 JOHNSON AVENUE,STRATFORD,06614,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:25.6366667,United States,NOWANDTHENGALLERIA@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"1529 DIXWELL AVE, LLC",LLC,Active,Ready for dissolution,1265520,2019-03-31,1818 DIXWELL AVE,HAMDEN,06514,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:26.1533333,,ALLSTARSAVES@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
TOMAHAWKS BASEBALL CLUB LLC,LLC,Active,Ready for dissolution,1265521,2020-03-31,66 SKYVIEW DR,COVENTRY,06238,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:26.1533333,United States,tomahawksathletics@gmail.com,,,,,,,,,,,,,,,,,,,,,,,
INNOVATE EXPRESS LLC,LLC,Withdrawn,,1265515,2019-03-31,2400 MAJESTIC ROSES CT,MT. PLEASANT,29464,SC,Foreign,2018-03-03,SC,SC,False,False,False,False,False,,2021-11-10 00:05:37.6300000,,SALESTAX@INNOVATEEXPRESS.COM,,,,2018-04-01,INNOVATE EXPRESS LLC,,"2400 MAJESTIC ROSES CT, MT. PLEASANT, SC, 29464,",2400 MAJESTIC ROSES CT,MT. PLEASANT,SC,29464,,,,,,,,,,,,
Q.A BROTHERS CARPENTRY LLC,LLC,Dissolved,,1265511,2019-03-31,264 N ELM ST,TORRINGTON,06790,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:58.4600000,,72@MIRANTEAGENCY.COM,,,,,,,,,,,,,,,,,,,2019-06-04T00:00:00.000,,,,
"GOLDING OPPORTUNITIES, LLC",LLC,Dissolved,,1265510,2020-03-31,106 OLD FORGE HOLLOW RD.,BANTAM,06750,CT,Domestic,2018-03-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:59.7600000,United States,goldingopps@gmail.com,,,,,,,,,,,,,,,,,,,2020-02-28T00:00:00.000,,,,
"FULL MOON BREWING, LLC",LLC,Active,,1259550,2022-03-31,4 ROBERT LANE,WESTPORT,06880,CT,Domestic,2018-03-05,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:19.5733333,United States,fullmoonbrewingco@gmail.com,Breweries (312120),312120.0,,,,,,,,,,,,,,,,,,,,,
BINNACLE MARITIME LLC,LLC,Active,,1263089,2022-03-31,295 MAPLE ROAD,EASTON,06612,CT,Domestic,2018-03-05,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:22.9000000,United States,jack.noonan@binmarllc.com,Deep Sea Freight Transportation (483111),483111.0,,,,,,,,,,,,,,,,,,,,,
"1852 CW FUND I, LLC",LLC,Active,,1265096,2022-03-31,28 THORNDAL CIRCLE SUITE 3,DARIEN,06820,CT,Foreign,2018-03-05,DE,DE,False,False,False,False,False,,2021-11-10 00:10:25.5266667,United States,Compliancemail@cscinfo.com,Open-End Investment Funds (525910),525910.0,,2018-03-01,"1852 CW FUND I, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
JCL TRUST PLAN LLT,Statutory Trust,Active,,1265099,2019-03-05,272 STROBEL RD.,TRUMBULL,06611,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:25.5266667,,,,,,,,,,,,,,,,,,,,,,,,,
"MERCHANDISING SERVICES, CO.",Stock,Active,,1265133,2022-03-05,"9891 MONTGOMERY ROAD, #320",CINCINNATI,45242,OH,Foreign,2018-03-05,OH,OH,False,False,False,False,False,,2021-11-10 00:10:25.6066667,United States,ARFS@INCSERV.COM,Food Service Contractors (722310),722310.0,,2018-03-05,"MERCHANDISING SERVICES, CO.",United States,,,,,,,,,,,,,,,,,
DANIEL RPO LLC,LLC,Active,,1265136,2022-03-31,5500 E LA PALMA,ANAHEIM,92807,CA,Foreign,2018-03-05,NV,NV,False,False,False,False,False,,2021-11-10 00:10:25.6066667,United States,Compliancemail@cscinfo.com,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,,2018-03-01,DANIEL RPO LLC,United States,"2215-B RENAISSANCE DRIVE, LAS VEGAS, NV, 89119, United States",2215-B RENAISSANCE DRIVE,LAS VEGAS,NV,89119,United States,"2215-B RENAISSANCE DRIVE, LAS VEGAS, NV, 89119, United States",2215-B RENAISSANCE DRIVE,LAS VEGAS,NV,89119,United States,,,,,
LU LU HOLDINGS LLC,LLC,Active,Ready for dissolution,1265140,2020-03-31,28 HENRY STREET,GREENWICH,06830,CT,Foreign,2018-03-05,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:25.6500000,United States,JODY@CBHOSPITALITY.COM,,,,2018-03-05,LU LU HOLDINGS LLC,United States,"C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DR., WILMINGTON, DE, 19808,",C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DR.,WILMINGTON,DE,19808,,"C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DR., WILMINGTON, DE, 19808, United States",C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DR.,WILMINGTON,DE,19808,United States,,,,,
"HFO SERVICES, LLC",LLC,Active,Ready for dissolution,1265142,2020-03-31,36 DAN'S HIGHWAY,NEW CANAAN,06840,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:25.6500000,United States,DHARRITON@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
WILIAN E MIGUEL JAVIER LLC,LLC,Active,Ready for dissolution,1265146,2019-03-31,2419 ALBANY AVE,HARTFORD,06117,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:25.6500000,,,,,,,,,,,,,,,,,,,,,,,,,
OLIVE TRUCKING LLC,LLC,Active,,1265151,2022-03-31,87 OLIVE ST,BRIDGEPORT,06605,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:25.6500000,United States,Olivetrucking101@gmail.com,"General Freight Trucking, Local (484110)",236220.0,,,,,,,,,,,,,,,,,,,,,
CT QUILL LLC,LLC,Active,,1265163,2022-03-31,500 STAPLES DRIVE,FRAMINGHAM,01702,MA,Foreign,2018-03-05,DE,DE,False,False,False,False,False,,2021-11-10 00:10:26.1666667,United States,Compliancemail@cscinfo.com,Electronic Shopping and Mail-Order Houses (454110),454110.0,,2018-02-05,QUILL LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
"SYSTEMS, LLC",LLC,Active,,1265173,2022-03-31,W194N11481 MCCORMICK DRIVE,GERMANTOWN,53022,WI,Foreign,2018-03-05,WI,WI,False,False,False,False,False,,2021-11-10 00:10:26.1666667,United States,phertzel@duch.com,Other Industrial Machinery Manufacturing (333249),333249.0,,2018-03-05,"SYSTEMS, LLC",United States,"W194N11481 MCCORMICK DRIVE, GERMANTOWN, WI, 53022,",W194N11481 MCCORMICK DRIVE,GERMANTOWN,WI,53022,,"W194N11481 MCCORMICK DRIVE, GERMANTOWN, WI, 53022, United States",W194N11481 MCCORMICK DRIVE,GERMANTOWN,WI,53022,United States,,,,,
"MSC VALUATIONS, LLC",LLC,Active,Ready for dissolution,1265190,2019-03-31,25 RENSHAW RD.,DARIEN,06820,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:22.9800000,,,,,,,,,,,,,,,,,,,,,,,,,
"ICE HOUSE OF DANBURY, LLC",LLC,Active,,1265194,2022-03-31,43 BEAVER BROOK ROAD,DANBURY,06811,CT,Domestic,2018-03-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:22.9800000,United States,saracoffey30@gmail.com,Ice Manufacturing (312113),312113.0,,,,,,,,,,,,,,,,,,,,,
THE GLAM STUDIO LLC.,LLC,Active,Ready for dissolution,1265195,2019-03-31,3580 MAIN ST,HARTFORD,06112,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:22.9800000,,DOHLLY06112@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
RICHIE'S BARBER SHOP LLC,LLC,Active,Ready for dissolution,1265204,2019-03-31,3 TWINING ST,PLAINVILLE,06062,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.4800000,,RICHGONZALEZ16@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"DEANS MILL FARM, LLC",LLC,Active,Ready for dissolution,1265205,2019-03-31,1189 PEQUOT TRAIL,STONINGTON,06378,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.4800000,,,,,,,,,,,,,,,,,,,,,,,,,
"3 TURNBERRY LANE, LLC",LLC,Active,,1265206,2022-03-31,3 TURNBERRY LANE UNIT 1,SANDY HOOK,06482,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:23.4800000,United States,3turnberrylanellc@gmail.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,,
GP CONSULTING AND SERVICES LLC,LLC,Dissolved,,1265276,2021-03-31,159 THORNILEY STREET,NEW BRITAIN,06051,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:23.5433333,United States,ROBERT.SZCZERBA@YAHOO.COM,Other Construction Material Merchant Wholesalers (423390),423390.0,,,,,,,,,,,,,,,,,2020-11-30T00:00:00.000,,,,
"WILLIAMS CARPENTRY BUILDING & REMODELING, LLC",LLC,Active,Annual report past due,1265292,2021-03-31,199 DONALD RD,GUILFORD,06437,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,True,False,,2021-11-10 00:10:23.5900000,United States,williamscarpentrybrllc@gmail.com,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,,
JC EXPRESS LLC,LLC,Active,Ready for dissolution,1265297,2019-03-31,6 FAIRMONT PLACE,SHELTON,06484,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5900000,,CELAJO@COMCAST.NET,,,,,,,,,,,,,,,,,,,,,,,
MSM ASSOCIATES LLC,LLC,Dissolved,,1265370,2021-03-31,61 STILLMEADOW LANE,BERLIN,06037,CT,Domestic,2018-03-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:24.1666667,United States,drutola@donnallc.com,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,,,,,,,,,,,,,,,,,2021-03-15T00:00:00.000,,,,
"FT & JT, LLC",LLC,Active,,1265409,2022-03-31,"C/O W. FREDERICK TIMME, III 48 VERMILLION DRIVE",AVON,06001,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8566667,United States,jntdct@comcast.net,Secondary Market Financing (522294),522294.0,,,,,,,,,,,,,,,,,,,,,
"TIMME & TAYLOR CONSULTING, LLC",LLC,Active,,1265410,2022-03-31,"C/O W. FREDERICK TIMME, III 48 VERMILLION DRIVE",AVON,06001,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8566667,United States,jntdct@comcast.net,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,,,,,
BROWNSTONE CHARITABLE CORPORATION,Non-Stock,Active,Ready for dissolution,1265411,2019-03-05,661 QUINNIPIAC AVENUE,NEW HAVEN,06513,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8566667,,brownstonecharitable@gmail.com,,,,,,,,,,,,,,,,,,,,,,,
"WHITEHOUSE CONTRACTING, LLC",LLC,Active,Ready for dissolution,1265522,2019-03-31,56 BARNARD DRIVE,NEWINGTON,06111,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:26.1533333,,KEITHWHITEHOUSE@LIVE.COM,,,,,,,,,,,,,,,,,,,,,,,
HIDDEN POND 747D LLC,LLC,Active,,1265523,2022-03-31,20 TERRELL FARM PL,CHESHIRE,06410,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.1533333,United States,philbossy@gmail.com,Nonresidential Property Managers (531312),531312.0,,,,,,,,,,,,,,,,,,,,,
DEPENDABLE ELECTRICAL SERVICES LLC.,LLC,Active,Ready for dissolution,1265525,2020-03-31,60 CHESTNUT ST. UNIT A,SOUTHINGTON,,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:26.1533333,United States,PATKRASKA94@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"A&M EVENT PLANNERS, LLC",LLC,Active,Ready for dissolution,1265526,2019-03-31,131 NORTH ROAD,EAST WINDSOR,06088,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:26.1533333,,A.M.EVENTPLANNERS@COX.NET,,,,,,,,,,,,,,,,,,,,,,,
"SPOTLESS GUTTER CLEANING & REPAIR, INC. OF CONNECTICUT",Stock,Active,Annual report past due,1265527,2022-04-14,168 EAST AVENUE,NORWALK,06851,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.1533333,United States,INFO@SPOTLESSGUTTERCLEANINGANDREPAIRINC.COM,Roofing Contractors (238160),,1000.0,,,,,,,,,,,,,,,,,,,,
PURELY GREEN CLEANING COMPANY LLC,LLC,Active,Annual report past due,1265528,2021-03-31,61 ORCHARD STREET APT. 1,VERNON,06066,CT,Domestic,2018-03-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:26.1533333,United States,purelygreencleaningco@gmail.com,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,,,,,,,,,,,,,,,,,,,,,
"MY OWN WAY, LLC",LLC,Active,Ready for dissolution,1265529,2020-03-31,5 CLUB LANE,RIVERSIDE,06878,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:26.1533333,,NICOLEMYOWNWAY13@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
96 CHURCH HILL LLC,LLC,Active,Annual report past due,1265530,2021-03-31,61 CHURCH ROAD,SHERMAN,06784,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.1533333,United States,innisfreed@gmail.com,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,,
"URBAIN ASSOCIATES, LLC",LLC,Active,Annual report past due,1265531,2021-03-31,3 DAYBREAK COMMONS,WESTPORT,06880,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.1533333,United States,curbain54@gmail.com,Other Scientific and Technical Consulting Services (541690),,,,,,,,,,,,,,,,,,,,,,
"BRIAN RICHARDSON, KING HILL TOOLS, LLC",LLC,Active,Ready for dissolution,1265532,2019-03-31,1771 HILL ST.,SUFFIELD,06078,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:26.1533333,,STAVI013@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
GRIZ LANDSCAPING & TOTAL PROPERTY MAINTENANCE LLC,LLC,Active,Ready for dissolution,1265533,2019-03-31,1 MOUNTAIN VIEW RD 1 MOUNTAIN VIEW RD,BETHANY,06524,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:26.1533333,,CHUCKJG7878@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"FRIENDS OF WOLCOTT DOG POUND, INC.",Non-Stock,Active,First report past due,1265537,2020-03-05,No information provided,,,,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file First Report,2021-11-10 00:10:26.1533333,,FRIENDSOFWOLCOTTDOGPOUND@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
JOSE SUQUILANDA LARGO LLC,LLC,Active,Ready for dissolution,1265539,2019-03-31,109 RIGGS ST 2ND FLOOR,WATERBURY,06704,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:26.1533333,,ONEOAKAGENCY@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
755 LLC,LLC,Active,,1265540,2022-03-31,433 CYPRESS RD,NEWINGTON,06111,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.1533333,United States,Joesantomenno@gmail.com,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,,
LANCE DORFI LLC,LLC,Active,Ready for dissolution,1265541,2019-03-31,8 SOUTH BEDFORD RD,POUND RIDGE,10576,NY,Foreign,2018-03-05,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:22.9633333,,CHRIS@LANCEDORFI.COM,,,,2018-03-07,LANCE DORFI LLC,,"8 SOUTH BEDFORD RD, POUND RIDGE, NY, 10576,",8 SOUTH BEDFORD RD,POUND RIDGE,NY,10576,,,,,,,,,,,,
CONTI'S PLUMBING LLC,LLC,Active,Ready for dissolution,1265542,2019-03-31,136 LOOP RD.,WATERTOWN,06795,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:22.9633333,,JCONTI11@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
313 MAIN LLC,LLC,Active,Annual report past due,1265543,2021-03-31,313 MAIN ST,CROMWELL,06416,CT,Domestic,2018-03-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.9633333,United States,beyondautocenter@gmail.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,,
