name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,reason_for_administrative,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,country_formation,mailing_jurisdiction_country,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,dissolution_date,billing_unit,date_of_organization_meeting,mailing_address
THE LAW OFFICES OF JOSE A. PALACIO LLC,LLC,Active,,1272581,2022-03-31,914 MAIN ST SUITE 202,EAST HARTFORD,United States,06108,CT,jose@japalaciolaw.com,Domestic,2018-05-05,CT,Connecticut,False,True,True,False,False,All Other Legal Services (541199),541199.0,2021-11-10 00:10:25.6066667,,,,,,,,,,,,,,,,,,,,,,
AJ INTERIORS LLC,LLC,Dissolved,,1272474,2019-03-31,37 SHEILA LANE,CHESHIRE,,06410,CT,AJINTERIORS2018@GMAIL.COM,Domestic,2018-05-05,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:20.5666667,,,,,,,,,,,,,,,,,,,2019-10-17T00:00:00.000,,,
JDN EXPRESS LLC,LLC,Dissolved,,1272356,2019-03-31,160 WEST WASHINGTON STREET APT L2,BRISTOL,,06010,CT,TRUCK-41@COMCAST.NET,Domestic,2018-05-05,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:45.6566667,,,,,,,,,,,,,,,,,,,2019-02-18T00:00:00.000,,,
JD & BG CORPORATION,Stock,Active,Annual report due,1272288,2021-05-07,329 CHAMBERLAIN HWY.,MERIDEN,United States,06451,CT,JOSEPH.DATTA39@GMAIL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,Gasoline Stations with Convenience Stores (447110),,2021-11-10 00:10:25.6500000,Failure to file Annual Report,,,,,,,,,,,,,,,,20000.0,,,,,
VRP PRODUCTIONS LLC,LLC,Active,,1272289,2022-03-31,200 VARICK STREET SUITE 501,NEW YORK,United States,10014,NY,CS@INCFILINGS.COM,Domestic,2018-05-07,NY,Connecticut,False,False,False,False,False,Motion Picture and Video Production (512110),512110.0,2021-11-10 00:10:25.6500000,,,,,,,,,,,,,,,,,,,,,,
CT GEAR LLC,LLC,Active,,1272290,2022-03-31,200 VARICK STREET SUITE 501,NEW YORK,United States,10014,NY,CS@INCFILINGS.COM,Domestic,2018-05-07,NY,Connecticut,False,False,False,False,False,Other Commercial and Industrial Machinery and Equipment Rental and Leasing (532490),532490.0,2021-11-10 00:10:26.1666667,,,,,,,,,,,,,,,,,,,,,,
DARIEN DRYWALL SERVICES LLC,LLC,Active,Ready for dissolution,1272291,2019-03-31,15 BECKETT ST.,DANBURY,,06810,CT,,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.1666667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
BROTHERS GENERAL CONTRACTOR LLC,LLC,Active,Ready for dissolution,1272292,2019-03-31,79 DOWNES ST.,WATERBURY,,06704,CT,,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.1666667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
ASHLEY'S JANITORIAL LLC,LLC,Active,Ready for dissolution,1272294,2019-03-31,768 GARDEN STREET,HARTFORD,,06112,CT,COURTNEYASHLEY93@YAHOO.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.1666667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"70 HALCYON REALTY, LLC",LLC,Active,,1272323,2022-03-31,70 HALCYON DR,BRISTOL,United States,06010,CT,lweintraub@curtisprod.com,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:10:22.9966667,,,,,,,,,,,,,,,,,,,,,,
GLADYS AIRAS PRODUCTIONS LLC,LLC,Active,Ready for dissolution,1272333,2019-03-31,571 FRANKLIN AVE 2FL,HARTFORD,,06114,CT,GLADYSMCAYO@GMAIL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.4966667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
ROXBURY CONCESSION LLC,LLC,Active,Ready for dissolution,1272360,2019-03-31,8 BALDWIN ROAD,NORWALK,,06851,CT,,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5266667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
SEASIDE HOLDINGS LLC,LLC,Active,Annual report past due,1272362,2021-03-31,29 A P GATES RD 29 A P GATES RD,E HADDAM,United States,06423,CT,wohlstrom@hotmail.com,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing (532412)",532412.0,2021-11-10 00:10:23.5266667,,,,,,,,,,,,,,,,,,,,,,
THOMPSON EHLE COMPANY,Stock,Active,,1272364,2022-05-07,2 SUN COURT SUITE 450,PEACHTREE CORNERS,United States,30092,GA,MEPPS@TCIENG.COM,Foreign,2018-05-07,GA,GA,False,False,False,False,False,Engineering Services (541330),,2021-11-10 00:10:23.5266667,,2018-05-07,"THOMPSON COMPANY, INC.",,,,,,,,,,,United States,,,,,,,,
LYDIA MCCLAIN LLC,LLC,Active,,1272365,2022-03-31,407 BUSHY HILL RD.,SIMSBURY,United States,06070,CT,lydiamariemcclain@gmail.com,Domestic,2018-05-07,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:10:23.5733333,,,,,,,,,,,,,,,,,,,,,,
ALWAYS ON 10 LLC,LLC,Active,Ready for dissolution,1272366,2019-03-31,185 WESTLAND STREET,HARTFORD,,06120,CT,LEBETTERON10@GMAIL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"TEJERLASMAS, LLC",LLC,Active,Ready for dissolution,1272367,2020-03-31,101 SALISBURY STREET,HARTFORD,United States,06112,CT,TEJERLASMAS@GMAIL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"2655 DIXWELL AVENUE, LLC",LLC,Active,Ready for dissolution,1272368,2019-03-31,2655 DIXWELL AVE,HAMDEN,,06518,CT,,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
LIONNESS LLC,LLC,Dissolved,,1272369,2019-03-31,94 BOSTON POST ROAD,MADISON,,06443,CT,SUBBLOIE@AOL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,,,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000,,,
BA LAW PLLC,LLC,Active,,1272370,2022-03-31,655 MAPLE AVENE,HARTFORD,United States,06114,CT,brian.ajodhi@gmail.com,Domestic,2018-05-07,CT,Connecticut,False,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:23.5733333,,,,,,,,,,,,,,,,,,,,,,
THE MYSTICAL BODY PRODUCTIONS LLC,LLC,Active,Ready for dissolution,1272371,2019-03-31,37 CARDS MILL RD,COLUMBIA,,06237,CT,MTHERESE29@ICLOUD.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
SANCHEZ HANDYMAN SERVICES LLC,LLC,Active,Ready for dissolution,1272373,2019-03-31,"15 MISSION ST., APT. 2",STAMFORD,,06902,CT,,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
SHOFLY LLC,LLC,Active,Ready for dissolution,1272374,2019-03-31,76 GORMAN RD APT 4,BROOKLYN,,06234,CT,ERIC1528@AOL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
JLC CONSTRUCTION & PAINTING LLC,LLC,Active,Ready for dissolution,1272375,2019-03-31,10 BALL POND RD 10 BALL POND RD,NEW FAIRFIELD,,06812,CT,CONTRARAS1@AOL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"HUDSON VALLEY CONTRACTING GROUP, INC.",Stock,Active,Ready for dissolution,1272376,2020-05-07,2713 ROUTE 17M,NEW HAMPTON,United States,10958,NY,ACCOUNTING@HUDSONVALLEYDKI.COM,Foreign,2018-05-07,NY,NY,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,Failure to file Annual Report,2018-05-07,"HUDSON VALLEY CONTRACTING GROUP, INC.",,,,,,,,,,,United States,,,,,,,,
SILVERS DRYWALL AND FINISHING LLC,LLC,Active,Ready for dissolution,1272377,2019-03-31,406 MAIN ST APT 1,DANBURY,,06810,CT,MILDREDP2003@HOTMAIL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
AJT RETAIL INC,Stock,Active,Ready for dissolution,1272379,2019-05-07,533 WHALLEY AVE,NEW HAVEN,,06511,CT,mjweel07@yahoo.com,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,Failure to file Annual Report,,,,,,,,,,,,,,,,20000.0,,,,,
D JOHNSON LLC,LLC,Active,,1272380,2022-03-31,1210 NORWICH RD,PLAINFIELD,United States,06374,CT,advantagemach@peoplepc.com,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:10:23.5733333,,,,,,,,,,,,,,,,,,,,,,
LINARES TRUCKING LLC,LLC,Active,Ready for dissolution,1272381,2019-03-31,188 BENEFIT ST,WATERBURY,,06704,CT,BLANCAPENA801@GMAIL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
24 SAWSCM LLC,LLC,Active,,1272382,2022-03-31,24 ROCK RIDGE AVE,GREENWICH,United States,06831,CT,steve@conwaymarks.com,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:23.5733333,,,,,,,,,,,,,,,,,,,,,,
"CB YOGA WELLNESS, LLC",LLC,Active,,1272383,2022-03-31,34 ATWATWER RD,COLLINSVILLE,United States,06019,CT,cbyogafitness@yahoo.com,Domestic,2018-05-07,CT,Connecticut,True,False,False,False,False,Fitness and Recreational Sports Centers (713940),713940.0,2021-11-10 00:10:23.5733333,,,,,,,,,,,,,,,,,,,,,,
"F.E.M. ENTERPRISES, LLC",LLC,Active,,1272384,2022-03-31,13B MILL STREET,BROAD BROOK,United States,06016,CT,fementerprises1@gmail.com,Domestic,2018-05-07,CT,Connecticut,False,False,True,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:10:23.5733333,,,,,,,,,,,,,,,,,,,,,,
YOUR MANE GIRL LLC,LLC,Active,Ready for dissolution,1272385,2019-03-31,335 WASHINGTON AVE,NORTH HAVEN,,06473,CT,JANISEJIMENEZ@AOL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.0600000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"CLASS VALUATION, LLC",LLC,Active,,1272386,2022-03-31,2600 BELLINGHAM DR STE 100,TROY,United States,48083,MI,belliott@classvaluation.com,Foreign,2018-05-07,MI,MI,False,False,False,False,False,Professional Organizations (813920),813920.0,2021-11-10 00:10:24.0600000,,2018-04-01,"CLASS VALUATION, LLC","2600 BALLINGHAM SUITE 100 2600 BALLINGHAM, SUITE 100, TROY, MI, 48083, United States","2600 BALLINGHAM SUITE 100 2600 BALLINGHAM, SUITE 100",TROY,MI,48083,"2600 BELLINGHAM SUITE 100, TROY, MI, 48083, United States",2600 BELLINGHAM SUITE 100,TROY,MI,48083,United States,United States,United States,,,,,,
K L SCIANNA FINANCIAL LLC,LLC,Active,Ready for dissolution,1272387,2019-03-31,7 WAKELEY STREET,SEYMOUR,,,CT,KLSCIANNA@FT.NEWYORKLIFE.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.0600000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
POWDER HORN LLC,LLC,Active,Ready for dissolution,1272388,2019-03-31,304 JOHNSON LANE,DURHAM,,06422-1711,CT,WILL@POWDERHORN.BIKE,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.0600000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
168 ALBRIGHT LLC,LLC,Dissolved,Ready for dissolution,1272390,2019-03-31,100 KINGS HWY,SHELTON,,06484,CT,,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.0600000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,2021-11-05T00:00:00.000,,,
AMERICA TRUCKING LLC,LLC,Active,,1272392,2022-03-31,64 WESTERLEIGH ROAD,NEW HAVEN,United States,06515,CT,americatrucking.ct@gmail.com,Domestic,2018-05-07,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:10:24.0600000,,,,,,,,,,,,,,,,,,,,,,
"MOHEGAN RENEWABLE ENERGY, LLC",LLC,Active,,1272393,2022-03-31,13 CROW HILL RD.,UNCASVILLE,United States,06382,CT,hwoods@moheganmail.com,Foreign,2018-05-07,USA,USA,False,False,False,False,False,All Other Miscellaneous Wood Product Manufacturing (321999),321999.0,2021-11-10 00:10:24.0600000,,2018-05-18,"MOHEGAN RENEWABLE ENERGY, LLC","13 CROW HILL RD., UNCASVILLE, 06382,",13 CROW HILL RD.,UNCASVILLE,,06382,"13 CROW HILL RD., UNCASVILLE, 06382,",13 CROW HILL RD.,UNCASVILLE,,06382,MIC,,,,,,,,
CT BEAUTY SECRETS LLC,LLC,Active,,1272394,2022-03-31,80 DOANE STREET,MANCHESTER,United States,06042,CT,MELISSA.CTBEAUTYSECRETS@GMAIL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,All Other Health and Personal Care Stores (446199),446199.0,2021-11-10 00:10:24.0600000,,,,,,,,,,,,,,,,,,,,,,
DECESARE GROUP LLC,LLC,Active,,1272396,2022-03-31,650 GILEAD ST,HEBRON,United States,06248,CT,amydecesare73@gmail.com,Domestic,2018-05-07,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:10:24.0600000,,,,,,,,,,,,,,,,,,,,,,
"HUMPHREYS & PARTNERS ARCHITECTS, CONNECTICUT, LLC",LLC,Active,,1272398,2022-03-31,"5339 ALPHA ROAD, SUITE 300",DALLAS,United States,75006,TX,Compliancemail@cscinfo.com,Domestic,2018-05-07,TX,Connecticut,False,False,False,False,False,Architectural Services (541310),541310.0,2021-11-10 00:10:24.0600000,,,,,,,,,,,,,,,,,,,,,,
MOLINA JC CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1272400,2019-03-31,"8 GRAND ST., 2ND FL.",NEW LONDON,,06320,CT,,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.0733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"NEIL'S TRUCKING, LLC",LLC,Active,,1272402,2022-03-31,1450 MAIN ST     APT 220,HARTFORD,United States,06120,CT,jacquelineburke101@gmail.com,Domestic,2018-05-07,CT,Connecticut,False,False,True,False,False,Couriers and Express Delivery Services (492110),,2021-11-10 00:10:24.0733333,,,,,,,,,,,,,,,,,,,,,,
NJP CONSTRUCTION LLC,LLC,Active,,1272403,2022-03-31,680 MAIN STREET SUITE 1212,STAMFORD,United States,06901,CT,npeters@njpconstructionllc.com,Domestic,2018-05-07,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:10:24.0733333,,,,,,,,,,,,,,,,,,,,,,
"ISLAND 3B, LLC",LLC,Active,Ready for dissolution,1272404,2019-03-31,320 FOXON RD.,NORTH BRANFORD,,06471,CT,,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.0733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"ROCKWELL AWNING & CANOPY MANUFACTURING, INC.",Stock,Active,Ready for dissolution,1272405,2020-05-07,54 MILLER RD,MAHOPAC,United States,10541,NY,ROCKWELLAWNINGS@AOL.COM,Foreign,2018-05-07,NY,NY,False,False,False,False,False,,,2021-11-10 00:10:24.0733333,Failure to file Annual Report,2018-05-07,"ROCKWELL AWNING & CANOPY MANUFACTURING, INC.",,,,,,,,,,,United States,,,,,,,,
TOHOM CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1272406,2019-03-31,167 GILBERT AVE,NEW HAVEN,,06511,CT,DEBLARA5@GMAIL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.0733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"KEYSTONE INSURERS GROUP, INC.",Stock,Active,,1272407,2022-05-07,1995 POINT TOWNSHIP DR.,NORTHUMBERLAND,United States,17857,PA,gmontagna@keystoneinsgrp.com,Foreign,2018-05-07,PA,PA,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:10:24.1033333,,2018-05-14,"KEYSTONE INSURERS GROUP, INC.",,,,,,,,,,,United States,,,,,,,,
G. RAMOS PAINTING LLC,LLC,Active,Ready for dissolution,1272408,2020-03-31,50 FRANKLIN ST,DANBURY,United States,06810,CT,lissette_trrs@yahoo.com,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1033333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
PAWS TO HOOVES PET SITTING LLC,LLC,Active,,1272409,2022-03-31,316 PARUM RD,COLCHESTER,United States,06415,CT,amarv17132@gmail.com,Domestic,2018-05-07,CT,Connecticut,True,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:10:24.1033333,,,,,,,,,,,,,,,,,,,,,,
HIGNETT CONCRETE LLC,LLC,Active,Ready for dissolution,1272410,2019-03-31,354 BROOK RD,SCOTLAND,,06264,CT,CAHIGNETTCONCRETE@YAHOO.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1033333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
JOE COX HOME IMPROVEMENTS LLC,LLC,Active,Ready for dissolution,1272411,2020-03-31,301 S MAIN ST 301 S MAIN ST,NEWTOWN,United States,06470,CT,JCOX91025@GMAIL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1033333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
WISHBONE MANAGEMENT LLC,LLC,Active,,1272412,2022-03-31,30 ISLAND RD,STONINGTON,United States,06378,CT,gmandell2238@gmail.com,Domestic,2018-05-07,CT,Connecticut,True,False,False,False,False,Business Associations (813910),,2021-11-10 00:10:24.1033333,,,,,,,,,,,,,,,,,,,,,,
UNIVERSAL FLOORING SERVICES LLC,LLC,Active,,1272413,2022-03-31,820 WETHERSFIED AVE  APT 9,HARTFORD,United States,06114,CT,clervinhernandez79@gmail.com,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,Flooring Contractors (238330),238330.0,2021-11-10 00:10:24.1033333,,,,,,,,,,,,,,,,,,,,,,
"PERSONAL SPACE INTERIOR DESIGN, INC",Stock,Active,,1272415,2022-09-08,48 Ashley Rd,Windsor,United States,06095-2944,CT,personalspacenj@gmail.com,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,Interior Design Services (541410),,2021-11-10 00:10:24.1033333,,,,,,,,,,,,,,,,,20000.0,,,,2021-09-01,
MARS TMT CONSULTING LLC,LLC,Active,,1272417,2022-03-31,51 GLEN RD,GREENWICH,United States,06830,CT,manuel@marstmtventures.com,Domestic,2018-05-07,CT,Connecticut,False,False,True,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:10:24.1033333,,,,,,,,,,,,,,,,,,,,,,
AMERICAN NAILS LLC,LLC,Active,Ready for dissolution,1272418,2019-03-31,180 FLANDERS RD,NIANTIC,,06357,CT,MNGUYEN@ERAWAYGROUP.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1033333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
CD PAINTING AND DRYWALL LLC,LLC,Dissolved,,1272419,2022-03-31,4 DUHAM RD,DANBURY,United States,06811,CT,CLEIDEDELFINO@ME.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:10:24.1033333,,,,,,,,,,,,,,,,,,,2021-10-11T00:00:00.000,,,
LAFERRIERE BUILDERS LLC,LLC,Active,Ready for dissolution,1272421,2019-03-31,12 GREYSTONE AVENUE,BRISTOL,,06010,CT,LAFERRIERE1230@GMAIL.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1033333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
PETRA A ANTONIO LLC,LLC,Active,Ready for dissolution,1272423,2019-03-31,273 GRAND AVE,NEW HAVEN,,06513,CT,,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1033333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
ZENABI DATA LLC,LLC,Active,Ready for dissolution,1272424,2020-03-31,"285 RIVERSIDE AVE, SUITE 350",WESTPORT,,06880,CT,ELLEN@ZENABIDATA.COM,Foreign,2018-05-07,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:24.1033333,Failure to file Annual Report,2017-06-01,ZENABI DATA LLC,"300 DELAWARE ST, WILMINGTON, DE, 19801,",300 DELAWARE ST,WILMINGTON,DE,19801,"300 DELAWARE STREET, WILMINGTON, DE, 19801,",300 DELAWARE STREET,WILMINGTON,DE,19801,,,,,,,,,
GEMINI MOON DESIGNS LLC,LLC,Active,,1272425,2022-03-31,535 HIGH STREET EXT,THOMASTON,United States,06787,CT,wreathsbygeminimoon@gmail.com,Domestic,2018-05-07,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",,2021-11-10 00:10:24.1033333,,,,,,,,,,,,,,,,,,,,,,
HEALTHY RELATIONS COUNSELING LLC,LLC,Active,,1272426,2022-03-31,330 SOUTH MAIN STREET 2ND FLOOR,MIDDLETOWN,United States,06457,CT,amy.michaels@healthyrelationscounseling.com,Domestic,2018-05-07,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:10:24.1033333,,,,,,,,,,,,,,,,,,,,,,
HOLLAND ROOFING OF LOUISVILLE INC,Non-Stock,Active,,1272427,2022-05-07,7450 INDUSTRIAL ROAD,FLORENCE,United States,41042,KY,donnat@hollandgroup.us.com,Foreign,2018-05-07,KY,KY,False,False,False,False,False,Roofing Contractors (238160),238160.0,2021-11-10 00:10:24.1033333,,2018-05-21,HOLLAND ROOFING OF LOUISVILLE INC,,,,,,,,,,,United States,,,,,,,,
"WRITER & EDITOR FOR HIRE, LLC",LLC,Dissolved,,1272428,2019-03-31,2 SKIFF STREET #402,HAMDEN,,06514-1822,CT,PHILINNES@YAHOO.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1500000,,,,,,,,,,,,,,,,,,,2021-02-22T00:00:00.000,,,
"TREDEN PROPERTIES, LLC",LLC,Active,,1272429,2022-03-31,133 MAIN STREET,SOUTHINGTON,United States,06489,CT,tony@denorfialaw.com,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:24.1500000,,,,,,,,,,,,,,,,,,,,,,
"INSTITUTE FOR MULTI-SENSORY EDUCATION, L.L.C.",LLC,Active,,1272430,2022-03-31,24800 DENSO DRIVE SUITE 202,SOUTHFIELD,United States,48033,MI,CLS-CTSB-ARMSEvidence@wolterskluwer.com,Foreign,2018-05-07,MI,MI,False,False,False,False,False,Professional and Management Development Training (611430),611430.0,2021-11-10 00:10:24.1500000,,2011-09-19,"INSTITUTE FOR MULTI-SENSORY EDUCATION, L.L.C.","24800 DENSO DRIVE SUITE 202, SOUTHFIELD, MI, 48033, United States",24800 DENSO DRIVE SUITE 202,SOUTHFIELD,MI,48033,"24800 DENSO DRIVE SUITE 202, SOUTHFIELD, MI, 48033, United States",24800 DENSO DRIVE SUITE 202,SOUTHFIELD,MI,48033,United States,United States,United States,,,,,,
"CAMBRIDGE MENTAL HEALTH, LLC",LLC,Active,,1272431,2022-03-31,71 WEST DUDLEY TOWN ROAD,BLOOMFIELD,United States,06002,CT,terriank1@yahoo.com,Domestic,2018-05-07,CT,Connecticut,True,False,True,False,False,All Other Outpatient Care Centers (621498),,2021-11-10 00:10:24.1500000,,,,,,,,,,,,,,,,,,,,,,
"SAYBROOK VILLAGE APARTMENTS MANAGEMENT, LLC",LLC,Active,Ready for dissolution,1272432,2019-03-31,30 LEWIS ST,HARTFORD,,06103,CT,MKENNY@LEXINGTONCT.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1500000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
WEP LLC,LLC,Active,Annual report past due,1272433,2021-03-31,881 LAKE AVENUE,GREENWICH,United States,06831,CT,ml2626@aol.com,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:10:24.1500000,,,,,,,,,,,,,,,,,,,,,,
"CREW 3000, INC.",Non-Stock,Active,Annual report past due,1272434,2021-05-07,465 SHARON DR,CHESHIRE,United States,06410,CT,timothya.johnson.esq@gmail.com,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,"Environment, Conservation and Wildlife Organizations (813312)",813312.0,2021-11-10 00:10:24.1500000,,,,,,,,,,,,,,,,,,,,,,
"FOURTEEN WILLARD AVE. EXT., LLC",LLC,Active,Ready for dissolution,1272436,2020-03-31,14 WILLARD AVE. EXT. 14 WILLARD AVE. EXT.,OLD SAYBROOK,,06475,CT,ER22@GMX.COM,Domestic,2018-05-07,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1500000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
