name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,category_survey_email_address,total_authorized_shares,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3
AIR LIQUIDE HYDROGEN ENERGY U.S. LLC,LLC,Active,,1292981,2022-03-31,9811 KATY FREEWAY,HOUSTON,77024,TX,megan.clark@airliquide.com,Foreign,2018-12-11,DE,DE,False,False,False,False,False,,2021-11-10 00:08:33.0600000,United States,Industrial Gas Manufacturing (325120),325120.0,,,,2018-12-01,AIR LIQUIDE HYDROGEN ENERGY U.S. LLC,United States,"1675 STATE STREET STE. B SUITE 203, DOVER, DE, 19901, United States",1675 STATE STREET STE. B SUITE 203,DOVER,DE,19901,United States,"1675 STATE STREET STE. B, DOVER, DE, 19901, United States",1675 STATE STREET STE. B,DOVER,DE,19901.0,United States,,,,
"TRAILSIDE CLUBHOUSE, LLC",LLC,Active,Ready for dissolution,1292982,2019-03-31,240 WEST MAIN STREET,CHESHIRE,06410,CT,,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.0600000,,,,,,,,,,,,,,,,,,,,,,,,,
STATE FARM INVESTMENT MANAGEMENT CORP.,Stock,Active,Annual report due,1292983,2021-12-11,ONE STATE FARM PLAZA D-2,BLOOMINGTON,61710,IL,Compliancemail@cscinfo.com,Foreign,2018-12-11,DE,DE,False,False,False,False,False,,2021-11-10 00:08:33.0600000,United States,Securities Brokerage (523120),523120.0,,,,2018-12-01,STATE FARM INVESTMENT MANAGEMENT CORP.,United States,,,,,,,,,,,,,,,,
"DELIMARK  CONVENIENCE STORES, LLC",LLC,Active,Ready for dissolution,1292984,2019-03-31,240 HICKORY ST,NORWICH,06360,CT,DELIMARK48@GMAIL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.0600000,,,,,,,,,,,,,,,,,,,,,,,,,
INTERNATIONAL TECHNOLOGY ADVISORY GROUP LLC,LLC,Active,Ready for dissolution,1292985,2019-03-31,1177 HIGH RIDGE ROAD,STAMFORD,06905,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.0600000,,,,,,,,,,,,,,,,,,,,,,,,,
FRITZ PROPERTY MANAGEMENT LLC,LLC,Active,Ready for dissolution,1292986,2019-03-31,18 RUBY ROAD,MARLBOROUGH,06447,CT,FPM.LLC18@GMAIL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.0600000,,,,,,,,,,,,,,,,,,,,,,,,,
ACADEMIC ADVOCATES LLC,LLC,Active,Ready for dissolution,1292987,2019-03-31,230 NORTH WILTON RD,NEW CANAAN,06840,CT,AUERB2344@GMAIL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.0600000,,,,,,,,,,,,,,,,,,,,,,,,,
"CHERYL'S WINE AND LIQUOR, LLC",LLC,Active,Ready for dissolution,1292988,2019-03-31,930 SULLIVAN AVENUE,SOUTH WINDSOR,06074,CT,CHERYLSPRIDEGROOM@ATT.NET,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.0600000,,,,,,,,,,,,,,,,,,,,,,,,,
HILLTOP LANE MANAGEMENT LLC,LLC,Active,Annual report past due,1292989,2021-03-31,2389 MAIN STREET STE 100,GLASTONBURY,06033,CT,eastern@northwestregisteredagent.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.0600000,United States,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,,,,,,,,,,,,,,,,,,,,,,
MEDINA ASSOCIATION LLC,LLC,Active,Ready for dissolution,1293000,2019-03-31,86 FERRIS AVE,NORWALK,06854,CT,FRANKLINMEDINA22@HOTMAIL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1066667,,,,,,,,,,,,,,,,,,,,,,,,,
HANDS ON CREDIT LLC,LLC,Active,Ready for dissolution,1293001,2019-03-31,140 HOMER ST. STE A,WATERBURY,06704,CT,INFO@HANDSONCREDIT.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1066667,,,,,,,,,,,,,,,,,,,,,,,,,
"JILLY & SON, LLC",LLC,Dissolved,,1293002,2021-03-31,176 POND CIRCLE,GLASTONBURY,06033,CT,aliginnett@gmail.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1066667,United States,Nonresidential Property Managers (531312),531312.0,,,2021-06-30T00:00:00.000,,,,,,,,,,,,,,,,,,,
"49 MAY, LLC",LLC,Active,Ready for dissolution,1293005,2019-03-31,176 POND CIRCLE,GLASTONBURY,06033,CT,MGMNT@JILLYPROPERTIES.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1066667,,,,,,,,,,,,,,,,,,,,,,,,,
TRIPLE THREAT TRAINING CT LLC,LLC,Active,,1293007,2022-03-31,1604 THOMASTON AVE STUDIO A,WATERBURY,06704,CT,triplethreattrainingct@gmail.com,Domestic,2018-12-11,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:33.1066667,United States,Fitness and Recreational Sports Centers (713940),713940.0,,,,,,,,,,,,,,,,,,,,,,
A MIDAS TOUCH LLC,LLC,Active,,1293008,2022-03-31,37 JACOBSON FARM,EAST HAMPTON,06424,CT,amidastouchct@gmail.com,Domestic,2018-12-11,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:33.1066667,United States,All Other Miscellaneous Ambulatory Health Care Services (621999),621999.0,,,,,,,,,,,,,,,,,,,,,,
GREGORY GROUP LLC,LLC,Active,,1293009,2022-03-31,33 GREGORY BLVD,NORWALK,06855,CT,gregorygroup@protonmail.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1066667,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,,,
PANNIE LLC,LLC,Active,,1293021,2022-03-31,67 RAILROAD ST,FALLS VILLAGE,06031,CT,bob@bpaccountants.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1366667,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,,,,
MADE IN CT LLC,LLC,Active,,1293038,2022-03-31,488 PARK RD,WATERTOWN,06795,CT,Hank@CTStore.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.6366667,United States,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,,,,,,,,,,,,,,,,,,,,,,
"BREAK GROUND FITNESS, LLC",LLC,Active,Ready for dissolution,1293048,2019-03-31,52 UPTON RD,COLCHESTER,06415,CT,ERINDIBBLE@YAHOO.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.6366667,,,,,,,,,,,,,,,,,,,,,,,,,
"NAPOLITANO DIETRICH RENTALS, LLC",LLC,Active,,1293083,2022-03-31,1076 SOUTH MAIN STREET,CHESHIRE,06410,CT,amnapolitano@aol.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1033333,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
"RUFFHOUSE CONSULTING, LLC",LLC,Active,Ready for dissolution,1293086,2019-03-31,52 SILVER SPRING RD,RIDGEFIELD,06877,CT,FRANMS123@COMCAST.NET,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1033333,,,,,,,,,,,,,,,,,,,,,,,,,
A PLUS HOME SOLUTIONS LLC,LLC,Active,Ready for dissolution,1293097,2020-03-31,967 BROAD STREET SUITE 204,MERIDEN,06450,CT,APLUSSOLUTIONSLLC123@GMAIL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1333333,,,,,,,,,,,,,,,,,,,,,,,,,
NEW ENGLAND WELDING SERVICES LLC,LLC,Active,,1293132,2022-03-31,47 WEST ST,PLANTSVILLE,06479,CT,tpattison@neweldingservices.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1800000,United States,"Other Foundation, Structure, and Building Exterior Contractors (238190)",238190.0,,,,,,,,,,,,,,,,,,,,,,
"DENTAL CARE HOLDINGS, LLC",LLC,Active,Annual report past due,1293269,2021-03-31,1500 SUMMER ST.,STAMFORD,06905,CT,wetter.steve@gmail.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4500000,United States,Offices of Dentists (621210),621210.0,,,,,,,,,,,,,,,,,,,,,,
"DENTAL CARE MANAGEMENT SERVICES, LLC",LLC,Active,,1293270,2022-03-31,1500 SUMMER ST.,STAMFORD,06905,CT,wetter.steve@gmail.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4500000,United States,Offices of Dentists (621210),621210.0,,,,,,,,,,,,,,,,,,,,,,
CRAB SHACK KING A TOUCH OF SOUL LLC,LLC,Active,Ready for dissolution,1292356,2019-03-31,767 WASHINGTON STREET,MIDDLETOWN,06457,CT,CRABSHACKKING1@GMAIL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:25.9600000,,,,,,,,,,,,,,,,,,,,,,,,,
LOYALTY BEFORE ROYALTY LLC,LLC,Active,Ready for dissolution,1292460,2019-03-31,68 TAYLOR AVENUE APT 1,NORWALK,06854,CT,TOMMY@LOYALTYBEFOREROYALTY.CO,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:26.6633333,,,,,,,,,,,,,,,,,,,,,,,,,
20 PLATT STREET LLC,LLC,Active,Ready for dissolution,1292740,2019-03-31,22 HOPKINS DR.,NEW HAVEN,06512,CT,,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:26.0400000,,,,,,,,,,,,,,,,,,,,,,,,,
SBS LLC,LLC,Active,,1292743,2022-03-31,1225 WARRIOR WAY,LAFAYETTE,80026,CO,john@smlbizservices.com,Domestic,2018-12-11,CO,Connecticut,False,False,False,False,False,,2021-11-10 00:12:26.6000000,United States,Tax Preparation Services (541213),541213.0,,,,,,,,,,,,,,,,,,,,,,
BRIGHTBOOKS SHORELINE LLC,LLC,Active,,1292744,2022-03-31,"35 NUTMEG DRIVE, SUITE M275",TRUMBULL,06611,CT,lauren@innovativecpagroup.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:26.6000000,United States,Other Accounting Services (541219),541219.0,,,,,,,,,,,,,,,,,,,,,,
SANTOS BAKERY & GRILL LLC,LLC,Active,,1292762,2022-03-31,930 MADISON AVE.,BRIDGEPORT,06606,CT,SANTOSBAKERYANDGRILL@GMAIL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:26.6333333,United States,Full-Service Restaurants (722511),722511.0,,,,,,,,,,,,,,,,,,,,,,
"GIBSON CAPITAL, LLC",LLC,Active,,1292769,2022-03-31,97 ELYS FERRY ROAD,LYME,06371,CT,aglyme@outlook.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:26.6500000,United States,Professional Organizations (813920),813920.0,,,,,,,,,,,,,,,,,,,,,,
JOSE GARCIA PAINTING LLC,LLC,Active,Ready for dissolution,1292785,2019-03-31,"28 CORBO TERRACE, APT. 1",STAMFORD,06902,CT,ELIZABETHMOOTS@YAHOO.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:26.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
ANGEL GUAPINAULA LLC,LLC,Active,Ready for dissolution,1292814,2019-03-31,82 DAVIS ST.,DANBURY,06810,CT,,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.2733333,,,,,,,,,,,,,,,,,,,,,,,,,
OSMAN GUDIEL LLC,LLC,Active,Ready for dissolution,1292815,2019-03-31,107 FREDERICK ST.,STAMFORD,06902,CT,ELIZABETHMOOTS@YAHOO.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.2733333,,,,,,,,,,,,,,,,,,,,,,,,,
"MERIDIAN CAPITAL GROUP, LLC",LLC,Active,Ready for dissolution,1292816,2019-03-31,42 AUSTIN LANE,WEST SPRINGFIELD,01089,MA,HRSIII@GMAIL.COM,Foreign,2018-12-11,MA,MA,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.2733333,,,,,,,2018-12-11,"MERIDIAN CAPITAL GROUP, LLC",,,,,,,,,,,,,,,,,
CV DB LLC,LLC,Active,,1292818,2022-03-31,55 FIFTH AVE 15TH FL. TIME EQUITIES INC,NEW YORK,10003,NY,jhaslach@timeequities.com,Domestic,2018-12-11,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.2733333,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,,,
"IMAGINE YOGA, LLC",LLC,Active,,1292819,2022-03-31,10 ROBERTS LANE,RIDGEFIELD,06877,CT,nvolante@comcast.net,Domestic,2018-12-11,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:28.3033333,United States,Fitness and Recreational Sports Centers (713940),,,,,,,,,,,,,,,,,,,,,,,
"DENVER DREAM, LLC",LLC,Active,Ready for dissolution,1292820,2020-03-31,150 STEBBINS ROAD,SOMERS,06071,CT,DMRG63@GMAIL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3033333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"500, LLC",LLC,Active,,1292825,2022-03-31,21 BRIDGE SQUARE SUITE 360,WESTPORT,06880,CT,kprescott@beckerandbecker.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3033333,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,,,
"2895 MAIN STREET, LLC",LLC,Active,Ready for dissolution,1292828,2019-03-31,231 WESTON ST.,HARTFORD,06120,CT,,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3033333,,,,,,,,,,,,,,,,,,,,,,,,,
DORSET & POND DESIGN LLC,LLC,Active,Ready for dissolution,1292879,2019-03-31,875 STILLWATER ROAD,STAMFORD,06902,CT,INFO@DORSETANDPONDDESIGN.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
REALLYGOOD LLC,LLC,Active,Ready for dissolution,1292880,2020-03-31,470 PECK LN.,CHESHIRE,06410,CT,DIFRD001@HARTFORDSCHOOLS.ORG,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.9933333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"GFL CONTRACTING AND LABOR, LLC",LLC,Active,Ready for dissolution,1292882,2019-03-31,490 HARTFORD PIKE APARTMENT 2,DAYVILLE,06241,CT,,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
15-17 CATOONAH STREET LLC,LLC,Active,Ready for dissolution,1292883,2019-03-31,385 MAIN STREET,RIDGEFIELD,06877,CT,,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
RELIAS LLC,LLC,Active,,1292884,2022-03-31,1010 SYNC STREET SUITE 100,MORRISVILLE,27560,NC,jennifer.harper@bertelsmann.com,Foreign,2018-12-11,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.9933333,United States,Professional and Management Development Training (611430),611430.0,,,,2018-01-04,RELIAS LLC,United States,"251 LITTLE FALLS DRIVE C/O CORPORATION SERVICE COMPANY, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE C/O CORPORATION SERVICE COMPANY,WILMINGTON,DE,19808,United States,"NONE, WILMINGTON, DE, 19808, United States",NONE,WILMINGTON,DE,19808.0,United States,,,,
"WILLINGTON PARK, LLC",LLC,Active,Ready for dissolution,1292887,2020-03-31,109 HNATH ROAD,ASHFORD,06278,CT,WILLINGTONPARK@GMAIL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.9933333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"B. GEES III, LLC",LLC,Active,,1292888,2022-03-31,"C/O BERKOWITZ, TRAGER & TRAGER, LLC 8 WRIGHT STREET",WESTPORT,06880,CT,im@bertralaw.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.9933333,United States,Other Financial Vehicles (525990),525990.0,,,,,,,,,,,,,,,,,,,,,,
10 HICKORY HILL LLC,LLC,Dissolved,,1292889,2021-03-31,50 CHARLES STREET C/O THE WESTPORT HUB,WESTPORT,06880,CT,leahm@ccohabitats.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.9933333,United States,New Housing For-Sale Builders (236117),236117.0,,,2021-02-03T00:00:00.000,,,,,,,,,,,,,,,,,,,
KINGSTON KEYS LLC,LLC,Active,,1292890,2022-03-31,378 TUNXIS AVENUE,BLOOMFIELD,06002,CT,tgrant3455@yahoo.com,Domestic,2018-12-11,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:12:28.9933333,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,,,
"THE CONSULTING ENGINEERS GROUP-FL, INC.",Stock,Active,Annual report due,1292891,2021-12-11,"317 WEKIVA SPRINGS ROAD, SUITE 200",LONGWOOD,32779,FL,kbloss@ceg-fl.com,Foreign,2018-12-11,FL,FL,False,False,False,False,False,,2021-11-10 00:12:28.9933333,United States,Engineering Services (541330),541330.0,,,,2017-07-05,"THE CONSULTING ENGINEERS GROUP-FL, INC.",United States,,,,,,,,,,,,,,,,
CR SALES LLC,LLC,Active,,1292892,2022-03-31,123 OLD BELDEN HILL RD APT 10,NORWALK,06850,CT,robjcrb@gmail.com,Domestic,2018-12-11,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:12:28.9933333,United States,Supermarkets and Other Grocery (except Convenience) Stores (445110),445110.0,,,,,,,,,,,,,,,,,,,,,,
MP DECORS LLC,LLC,Active,Ready for dissolution,1292894,2019-03-31,16 SCENIC HILL RD,SHELTON,06484,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
FOX RUN INVESTMENTS LLC,LLC,Active,Ready for dissolution,1292895,2019-03-31,6 LANDMARK SQUARE SUITE 400,STAMFORD,,CT,BTACK@FOXRUNINVESTMENTS.COM,Foreign,2018-12-11,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6966667,,,,,,,2012-04-10,FOX RUN INVESTMENTS LLC,,"1201 ORANGE STREET, WILMINGTON, DE,",1201 ORANGE STREET,WILMINGTON,DE,,,,,,,,,,,,
"CALME, LLC",LLC,Active,,1292897,2022-03-31,1 Gorham Is,Westport,06880,CT,amiller@maplewoodsl.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6966667,United States,Other Personal Care Services (812199),812199.0,,,,,,,,,,,,,,,,,,,Suite 100,,,
L&A DRYWALL LLC,LLC,Active,Ready for dissolution,1292898,2019-03-31,45 PASCO ST APT 2,MERIDEN,06451,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6966667,,,,,,,,,,,,,,,,,,,,,,,,,
SKYFARM SOLUTIONS LLC,LLC,Active,,1292899,2022-03-31,17 CREST ROAD,NORWALK,06853,CT,peter.makover@payballapp.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6966667,United States,Software Publishers (511210),,,,,,,,,,,,,,,,,,,,,,,
"MAJESTIC VALET, LLC",LLC,Active,Ready for dissolution,1292900,2020-03-31,"97 RICHARDS AVE, APT. C2",NORWALK,06854,CT,ABOUALI@AOL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6966667,United States,,,,,,,,,,,,,,,,,,,,,,,,
Z. J. WOOD CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1292901,2019-03-31,7 KELCI CIRCLE,GRISWOLD,,CT,ZWOOD@GRAD.BRYANT.EDU,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6966667,,,,,,,,,,,,,,,,,,,,,,,,,
KATE & HALE FAIRFIELD LLC,LLC,Dissolved,,1292903,2021-03-31,1499 POST RD.,FAIRFIELD,06824,CT,haley@kateandhale.com,Domestic,2018-12-11,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.6966667,United States,All Other General Merchandise Stores (452319),452319.0,,,2021-04-17T00:00:00.000,,,,,,,,,,,,,,,,,,,
"LEADING THE WAY REALTY, LLC",LLC,Active,Ready for dissolution,1292904,2019-03-31,38 COLUMBUS AVE,BRISTOL,06010,CT,RYAN.RAYMOND1@HOTMAIL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6966667,,,,,,,,,,,,,,,,,,,,,,,,,
210 MCKINLEY AVE LLC,LLC,Active,,1292905,2022-03-31,500 BIC DRIVE SUITE 107,MILFORD,06460,CT,gardenmeadowrealty@gmail.com,Domestic,2018-12-11,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.6966667,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
CHARLAINA STEVENS THERAPY LLC,LLC,Active,Ready for dissolution,1292906,2020-03-31,346 HA HALLADAY DRIVE HALLADAY DRIVE,WEST SUFFIELD,06093,CT,CHARLAINA64@GMAIL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6966667,United States,,,,,,,,,,,,,,,,,,,,,,,,
ALY INSPIRED PHOTOGRAPHY LLC,LLC,Active,,1292907,2022-03-31,69 WHIPPOORWILL RD,OLD LYME,06371,CT,hello@alyinspired.com,Domestic,2018-12-11,CT,Connecticut,True,True,False,False,False,,2021-11-10 00:12:24.6966667,United States,"Photography Studios, Portrait (541921)",541921.0,,,,,,,,,,,,,,,,,,,,,,
DEADDER ARABIANS INC.,Stock,Active,First report past due,1292908,2020-12-11,No information provided,,,,DOCUMENTS@DIRECTINCORP.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6966667,,,,,100.0,,,,,,,,,,,,,,,,,,,,
JR ASTRO PAINTER LLC,LLC,Active,,1292909,2022-03-31,49 WILDMAN ST,DANBURY,06810,CT,SENECA.BUSINESS@YAHOO.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6966667,United States,Painting and Wall Covering Contractors (238320),238320.0,,,,,,,,,,,,,,,,,,,,,,
"WORSHIP WITHOUT WORRY, INC.",Non-Stock,Active,First report past due,1292910,2020-12-11,No information provided,,,,SETHGCOHEN@GMAIL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6966667,,,,,,,,,,,,,,,,,,,,,,,,,
PLAINFIELD YOUTH SOCCER INC.,Non-Stock,Active,Annual report past due,1292911,2020-12-11,89 COLLELO AVE,MOOSUP,06354,CT,raleigh.psc@gmail.com,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6966667,United States,,,,,,,,,,,,,,,,,,,,,,,,
HIGHGATE INVESTMENTS LLP,LLP,Active,Annual report due,1292912,2021-12-11,7 JENNY DRIVE,DANBURY,06810,CT,mwhgraham@gmail.com,Domestic,2018-12-11,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.6966667,United States,Miscellaneous Financial Investment Activities (523999),523999.0,,,,,,,,,,,,,,,,,,,,,,
BEACON BIO LLC,LLC,Active,,1292913,2022-03-31,17 WATERHOUSE LANE,CHESTER,06412,CT,bruce.maguire@sbcglobal.net,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6966667,United States,Research and Development in Biotechnology (except Nanobiotechnology) (541714),541714.0,,,,,,,,,,,,,,,,,,,,,,
"GOLDSTEIN & DUN ASSOCIATES, LLC",LLC,Active,Ready for dissolution,1292914,2020-03-31,4 RESEARCH DR STE 402,SHELTON,06484,CT,NICK@GDCOLLECTIONAGENCY.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:25.2566667,United States,,,,,,,,,,,,,,,,,,,,,,,,
"DEMO ELECTRICAL SERVICES, LLC",LLC,Active,,1292915,2022-03-31,6 QUAKER RIDGE RD,BETHEL,06801,CT,CRAIGDEMOELECTRICAL@GMAIL.COM,Domestic,2018-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:25.2566667,United States,Electrical Contractors and Other Wiring Installation Contractors (238210),,craigdemoelectrical@gmail.com,,,,,,,,,,,,,,,,,,,,,
