name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,total_authorized_shares,create_dt,billingcountry,naics_code,naics_sub_code,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,billing_unit,date_of_organization_meeting
EDUCATIONAL ENRICHMENT SOLUTIONS LLC,LLC,Active,Ready for dissolution,1263406,2019-03-31,16 OLD FARM HILL ROAD,NEWTOWN,06470,CT,SKOSTES302@AOL.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.8700000,,,,,,,,,,,,,,,,,,,,,,
CREATIVE MARKETING STUDIO LLC,LLC,Active,,1263407,2022-03-31,138 PATRICK DRIVE,FAIRFIELD,06824,CT,creativemarketingstudio@gmail.com,Domestic,2018-02-09,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.8700000,United States,Marketing Consulting Services (541613),541613.0,,,,,,,,,,,,,,,,,,,
"STAMFORD PARTY BIKE, LLC",LLC,Active,Ready for dissolution,1263408,2019-03-31,15 PEARL STREET,NEW HAVEN,06511,CT,COLIN@ELMCITYPARTYBIKE.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.8700000,,,,,,,,,,,,,,,,,,,,,,
"SANFORD PARTY BIKE, LLC",LLC,Active,,1263409,2022-03-31,96 BLAKE STREET,NEW HAVEN,06511,CT,colin@limocycle.com,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,"Scenic and Sightseeing Transportation, Land (487110)",713990.0,,,,,,,,,,,,,,,,,,,
RC ZAJAC PHOTOGRAPHY LLC,LLC,Active,,1263410,2022-03-31,1054 WEST RIVER STREET,MILFORD,06461,CT,rczajacphotography@gmail.com,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,"Photography Studios, Portrait (541921)",541921.0,,,,,,,,,,,,,,,,,,,
LOCKFIT LLC,LLC,Dissolved,,1263411,2021-03-31,252 TUTHILL ST,WEST HAVEN,USA,CT,MARQUISLOCK@GMAIL.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000,,,
"TWICE 138, LLC",LLC,Active,Ready for dissolution,1263412,2019-03-31,161 RIVER STREET,DEEP RIVER,06417,CT,ANDREA@THELACEFACTORY.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
CHRONIC CARE SOLUTIONS AND SERVICES L.L.C.,LLC,Active,Ready for dissolution,1263413,2019-03-31,92 PLUMTREES RD,BETHEL,06801,CT,SHARONCENTRONE@GMAIL.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
GOSPEL LLC,LLC,Active,Ready for dissolution,1263414,2020-03-31,133 WOOD AVE,BRIDGEPORT,06605,CT,FENGKAI203@GMAIL.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,United States,,,,,,,,,,,,,,,,,,,,,
"AR PSYCHOTHERAPY, LLC",LLC,Active,Ready for dissolution,1263415,2020-03-31,270 GREENWICH AVENUE SUITE 7,"GREENWICH, CT 06830",,CT,AUGUSTINA.LCSW@GMAIL.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,United States,,,,,,,,,,,,,,,,,,,,,
"GOSS LAW FIRM, PLLC",LLC,Active,Ready for dissolution,1263416,2020-03-31,813 KINGS HIGHWAY EAST,FAIRFIELD,,CT,KENNETHAGOSS@HOTMAIL.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
FP 1308 EAST MAIN LLC,LLC,Active,,1263417,2022-03-31,551 FIFTH AVENUE SUITE 2520,NEW YORK,10176,NY,Compliancemail@cscinfo.com,Foreign,2018-02-09,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,Other Activities Related to Real Estate (531390),531390.0,2018-02-05,FP 1308 EAST MAIN LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,
"HASSINGER ENTERPRISES, INC.",Stock,Active,First report past due,1263418,2020-02-09,No information provided,,,,UTAHTAXPROS@GMAIL.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file First Report,1000.0,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
HENKEL CORPORATION,Stock,Active,,1263419,2022-02-09,ONE HENKEL WAY,ROCKY HILL,06067,CT,betty.proulx@us.henkel.com,Foreign,2018-02-09,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,All Other Health and Personal Care Stores (446199),446199.0,2018-01-01,HENKEL CORPORATION,United States,,,,,,,,,,,,,,,,
"SOHOBAR, LLC",LLC,Active,,1263420,2022-03-31,97 WASHINGTON STREET,NORWALK,06854,CT,palm@votreandassociates.com,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,Drinking Places (Alcoholic Beverages) (722410),,,,,,,,,,,,,,,,,,,,
"SKYLINE SECURITY MANAGEMENT, INC.",Stock,Active,Ready for dissolution,1263421,2020-02-09,10642 DOWNEY AVE 205,DOWNEY,90241,CA,m.felix@skylinesecurity.com,Foreign,2018-02-09,CA,CA,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,United States,All Other Personal Services (812990),,2018-02-09,"SKYLINE SECURITY MANAGEMENT, INC.",United States,,,,,,,,,,,,,,,,
"MIND, BODY, AND BREATH, LLC.",LLC,Active,Ready for dissolution,1263422,2019-03-31,520 WOODRUFF RD,MILFORD,06461,CT,MMMYOGA@YAHOO.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
NBC SPORTS GOLD LLC,LLC,Active,,1263423,2022-03-31,30 ROCKEFELLER PLAZA,NEW YORK,10112,NY,jessica.turner@nbcuni.com,Foreign,2018-02-09,NY,NY,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,All Other Information Services (519190),519190.0,2018-02-09,NBC SPORTS GOLD LLC,United States,"28 LIBERTY ST., NEW YORK, NY, 10005, United States",28 LIBERTY ST.,NEW YORK,NY,10005,United States,"28 LIBERTY ST., NEW YORK, NY, 10005, United States",28 LIBERTY ST.,NEW YORK,NY,10005,United States,,,,
PIERRE TRANSPORTATION LLC,LLC,Active,,1263424,2022-03-31,139 Hollister Street,Stratford,05515,CT,FAFOMIX31@YAHOO.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,United States,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,fafomix31@yahoo.com,2nd Floor,
MYH20 LLC,LLC,Active,Annual report past due,1263425,2021-03-31,45 WHISPERING HOLLOW CT,CHESHIRE,06410,CT,irfanfarid@live.com,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,Internet Publishing and Broadcasting and Web Search Portals (519130),519130.0,,,,,,,,,,,,,,,,,,,
"TASHEENA WOMACK, LLC",LLC,Active,,1263428,2022-03-31,"141 WESTON ST SUITE, 32",HARTFORD,06106,CT,tasheenawomack@gmail.com,Domestic,2018-02-09,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,All Other Information Services (519190),519190.0,,,,,,,,,,,,,,,,,,,
ZAP LLC,LLC,Active,Annual report past due,1263429,2021-03-31,27 HARTFORD TURNPIKE,VERNON,06066,CT,patel99@gmail.com,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9500000,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,
LIZMAN'S CATERING LLC,LLC,Dissolved,Ready for dissolution,1263430,2019-03-31,36 CORNELL LANE 36 CORNELL LANE,DANBURY,06810,CT,LIZMANSCATERING@GMAIL.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,2021-10-06T00:00:00.000,,,
AMITY HOME CARE LLC,LLC,Active,,1263431,2022-03-31,284 RACEBROOK ROAD SUITE 239,ORANGE,06477,CT,info@amityhc.com,Domestic,2018-02-09,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:10:22.9500000,United States,Home Health Care Services (621610),621610.0,,,,,,,,,,,,,,,,,,,
INNOVATIVE PROPERTY & BUSINESS MANAGEMENT,LLC,Active,,1263433,2022-03-31,2920 EAST MAIN STREET,BRIDGEPORT,06610,CT,rajohnsonesq@netscape.net,Domestic,2018-02-09,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.9500000,United States,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,
"CIPULLY TREE SERVICE, LLC",LLC,Active,Ready for dissolution,1264213,2019-03-31,35 ATWATER PLACE,CHESHIRE,06410,CT,,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.7933333,,,,,,,,,,,,,,,,,,,,,,
"32 PROSPECT HILL, LLC",LLC,Active,,1264275,2022-03-31,398 VANDERBILT RD,ASHEVILLE,28803,NC,michelle.barber@fosterfamilyholdings.com,Domestic,2018-02-09,NC,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.9000000,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,
"NORTH RIVERSIDE AVENUE REAL ESTATE, LLC",LLC,Active,,1264586,2022-03-31,101 NORTH RIVERSIDE AVENUE,TERRYVILLE,06786,CT,NoreenS@Schultzcorp.com,Domestic,2018-02-09,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:20.8700000,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,
"WAGTIME PLAY & STAY, LLC",LLC,Active,,1264587,2022-03-31,60 BEAVER ROAD,WETHERSFIELD,06109,CT,calicoetc@aol.com,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.8700000,United States,Pet Care (except Veterinary) Services (812910),,,,,,,,,,,,,,,,,,,,
"JMB SMALL BUSINESS SERVICES, LLC",LLC,Active,Ready for dissolution,1264598,2019-03-31,180 FREEBORN ROAD,EASTON,06612,CT,JMBBIZSERVICES@GMAIL.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.9000000,,,,,,,,,,,,,,,,,,,,,,
"9 VILLAGE STREET, LLC",LLC,Active,Ready for dissolution,1264600,2019-03-31,65 DENNISON ROAD,ESSEX,06426,CT,,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.9000000,,,,,,,,,,,,,,,,,,,,,,
KIDS R FIRST LLC,LLC,Dissolved,,1264601,2019-03-31,35 BECKLEY ROAD,BERLIN,06037,CT,,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.9000000,,,,,,,,,,,,,,,,,,,2021-02-04T00:00:00.000,,,
BGIS GLOBAL INTEGRATED SOLUTIONS US LLC,LLC,Active,,1264621,2022-03-31,210 SOUTH HUDSON STREET SUITE 380,SEATTLE,98134,WA,Compliancemail@cscinfo.com,Foreign,2018-02-09,WA,WA,False,False,False,False,False,,,2021-11-10 00:10:21.5566667,United States,Nonresidential Property Managers (531312),531312.0,2018-02-01,BGIS GLOBAL INTEGRATED SOLUTIONS US LLC,United States,"210 SOUTH HUDSON STREET SUITE 380, SEATTLE, WA, 98134, United States",210 SOUTH HUDSON STREET SUITE 380,SEATTLE,WA,98134,United States,"210 SOUTH HUDSON STREET SUITE 380, SEATTLE, WA, 98134, United States",210 SOUTH HUDSON STREET SUITE 380,SEATTLE,WA,98134,United States,,,,
"EPI HEALTH, LLC",LLC,Active,,1264657,2022-03-31,134 COLUMBUS STREET,CHARLESTON,29403,SC,mdickerson@eveningpostindustries.com,Foreign,2018-02-09,SC,SC,False,False,False,False,False,,,2021-11-10 00:10:21.6366667,United States,Drugs and Druggists' Sundries Merchant Wholesalers (424210),424210.0,2018-02-05,"EPI HEALTH, LLC",United States,"134 COLUMBUS STREET, CHARLESTON, SC, 29403, United States",134 COLUMBUS STREET,CHARLESTON,SC,29403,United States,"134 COLUMBUS STREET, CHARLESTON, SC, 29403, United States",134 COLUMBUS STREET,CHARLESTON,SC,29403,United States,,,,
"RMK RELOCATION, LLC",LLC,Active,Ready for dissolution,1264889,2019-03-31,1 EDWARDS DR,BROOKFIELD,06804,CT,RKONDRAT24@YAHOO.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:23.5266667,,,,,,,,,,,,,,,,,,,,,,
CT ENERGY CONSULTING LLC,LLC,Active,,1265347,2022-03-31,96576 COMMODORE POINT DRIVE,YULEE,32097,FL,ctietjen69@gmail.com,Foreign,2018-02-09,FL,FL,False,False,False,False,False,,,2021-11-10 00:10:24.1200000,United States,All Other Personal Services (812990),812990.0,2018-02-07,CT ENERGY CONSULTING LLC,United States,"96576 COMMODORE POINT DRIVE, YULEE, FL, 32097,",96576 COMMODORE POINT DRIVE,YULEE,FL,32097,,"96576 COMMODORE POINT DRIVE, YULEE, FL, 32097, United States",96576 COMMODORE POINT DRIVE,YULEE,FL,32097,United States,,,,
"ACCESS ONE CONSUMER HEALTH, INC.",Stock,Active,,1265364,2022-02-09,84 VILLA RD,GREENVILLE,29615,SC,reschin@accessonedmpo.com,Foreign,2018-02-09,FL,FL,False,False,False,False,False,,,2021-11-10 00:10:24.1666667,United States,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2018-02-10,"ACCESS ONE CONSUMER HEALTH, INC.",United States,,,,,,,,,,,,,,,,
MG CONCRETE CORP.,Stock,Dissolved,,1262770,2019-02-09,184 PROSPECT ST,MIDDLETOWN,06457,CT,guidogonzales1972@hotmail.com,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,,1000.0,2021-11-10 00:06:08.1866667,,,,,,,,,,,,,,,,,,,2019-03-12T00:00:00.000,,,
CT HOMESCHOOL CENTER LLC,LLC,Dissolved,,1263385,2019-03-31,2 CHAPMAN LANE UNIT 4,GALES FERRY,06335,CT,CBUG999@GMAIL.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:19.1133333,,,,,,,,,,,,,,,,,,,2020-02-07T00:00:00.000,,,
"COMMERCIAL REAL ESTATE EXCHANGE, INC.",Stock,Withdrawn,,1262930,2021-02-09,13360 BEACH AVE,MARINA DEL REY,90292,CA,Compliancemail@cscinfo.com,Foreign,2018-02-09,DE,DE,False,False,False,False,False,,,2021-11-10 00:04:23.6233333,,Other Activities Related to Real Estate (531390),,2018-02-09,"COMMERCIAL REAL ESTATE EXCHANGE, INC.",,,,,,,,,,,,,,,,,
BALANCED LIFE LLC,LLC,Dissolved,,1264593,2019-03-31,182 GRAND ST.,WATERBURY,06702,CT,NICOLECIARLEGLIO@ICLOUD.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:51.4900000,,,,,,,,,,,,,,,,,,,2018-11-01T00:00:00.000,,,
"TJC ENTERTAINMENT, LLC",LLC,Dissolved,,1263402,2019-03-31,134 GOVERNOR ST,NEW BRITAIN,06053,CT,TREMELLCOLLINS@GMAIL.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:16.3300000,,,,,,,,,,,,,,,,,,,2019-03-14T00:00:00.000,,,
"EAST MAIN GROCERY, LLC",LLC,Dissolved,,1263427,2019-03-31,912 EAST MAIN ST.,STAMFORD,06902,CT,ATLCLNSVC@AOL.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:22.5633333,,,,,,,,,,,,,,,,,,,2019-03-19T00:00:00.000,,,
BEST B2B MARKETING LLC,LLC,Dissolved,,1263426,2020-03-31,33 BIRDSALL AVENUE 33 BIRDSALL AVENUE,TRUMBULL,06611,CT,PETER.EBERSOLD@GMAIL.COM,Domestic,2018-02-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:30.8300000,,,,,,,,,,,,,,,,,,,2019-06-04T00:00:00.000,,,
"BALL @ WILL, LLC",LLC,Active,,1263432,2022-03-31,38 RIDGE RD UNIT 6,NAUGATUCK,06770,CT,mesidorjames@hotmail.com,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9500000,United States,Apparel Accessories and Other Apparel Manufacturing (315990),315990.0,,,,,,,,,,,,,,,,,,,
"DRINKUPCUP, LLC",LLC,Dissolved,,1263435,2019-03-31,1 NEW HAVEN AVE UNIT 3N,MILFORD,06460,CT,BRYAN@DRINKUPCUP.COM,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,2021-01-18T00:00:00.000,,,
TITLE IX CONSULTING LLC,LLC,Active,,1263436,2022-03-31,17 KELSEY SPRINGS DRIVE,MADISON,06443,CT,msydor@titleixconsulting.org,Domestic,2018-02-10,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.9500000,United States,"All Other Professional, Scientific, and Technical Services (541990)",541199.0,,,,,,,,,,,,,,,,,,,
IGREJA ASSEMBLEIA DE DEUS PENTECOSTAL EL SHADDAY INC,Non-Stock,Active,First report past due,1263437,2020-02-10,No information provided,,,,MARLYMEIRELES@HOTMAIL.COM,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,Failure to file First Report,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,,
SG TECHNOLOGIES LLC,LLC,Active,,1263438,2022-03-31,150 GLOVER AVE APT 501,NORWALK,06850,CT,goswas71@gmail.com,Domestic,2018-02-10,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:10:22.9500000,United States,All Other Information Services (519190),519190.0,,,,,,,,,,,,,,,,,,,
JR INDUSTRIES LLC,LLC,Active,Ready for dissolution,1263439,2019-03-31,20 BUNGAY TERRACE,SEYMOUR,,CT,JOHNMULLENITE@HOTMAIL.COM,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,,
NEW ROOT ILLUSTRATION LLC,LLC,Active,,1263441,2022-03-31,233 WHITE PLAINS RD.,TRUMBULL,06611,CT,gessokuh@gmail.com,Domestic,2018-02-10,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.9500000,United States,"Independent Artists, Writers, and Performers (711510)",711510.0,,,,,,,,,,,,,,,,,,,
MORALES  LANDSCAPING SERVICES  LLC,LLC,Active,Ready for dissolution,1263442,2019-03-31,80 WEST WOOSTER ST APT 2,DANBURY,06810,CT,CRIS@MIRANTEAGENCY.COM,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,,
"KILIANY INTERPRETATION SERVICES, LLC",LLC,Active,Ready for dissolution,1263443,2019-03-31,26 FIELD ST,BRISTOL,06010,CT,KILIANYINTERPRETATION@GMAIL.COM,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,,
"CURIO CUBES, LLC",LLC,Active,Ready for dissolution,1263446,2020-03-31,3615 CARDIFF AVENUE 207 207,LOS ANGELES,90034,CA,CURIOCUBES@GMAIL.COM,Domestic,2018-02-10,CA,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,,
BESTLINE ROOFING LLC,LLC,Active,Ready for dissolution,1263447,2019-03-31,177 STANDISH ST 177 STANDISH ST,HARTFORD,06114,CT,BESTLINEROOFINGLLC@GMAIL.COM,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,,
"46 KENT ROAD, LLC",LLC,Active,,1263448,2022-03-31,31 Beach Dr,New Milford,06776-4127,CT,pszymanski@ahhowland.com,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9500000,United States,Lessors of Miniwarehouses and Self-Storage Units (531130),,,,,,,,,,,,,,,,,,,,
CORRECTIONAL HEALTHCARE QUALITY IMPROVEMENT SOLUTIONS LLC,LLC,Active,Ready for dissolution,1263449,2020-03-31,46 AMHERST STREET,WETHERSFIELD,06109,CT,DSIDLIK@CHQIS.ORG,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9500000,United States,,,,,,,,,,,,,,,,,,,,,
ANUPAM LLC,LLC,Active,,1263450,2022-03-31,1880 HARTFORD TURNPIKE,NORTH HAVEN,06473,CT,vipulpcan@gmail.com,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.1833333,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,
ISLAND HILL ASSOCIATES LLC,LLC,Active,,1263452,2022-03-31,32 BENEDICT AVENUE,EASTCHESTER,10709,NY,FILING@ACS123.COM,Domestic,2018-02-10,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.1833333,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,
BEYOND REALITY STUDIO LLC,LLC,Active,Ready for dissolution,1263476,2019-03-31,155 DOROTHY DRIVE,TORRINGTON,06790,CT,BEYONDREALITYSTUDIOCT@GMAIL.COM,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.2300000,,,,,,,,,,,,,,,,,,,,,,
ASTER COACHING LLC,LLC,Withdrawn,,1263451,2020-03-31,16192 COASTAL HWY,LEWES,19958,DE,ROCHELLE.LACINA@ASTERCOACHING.COM,Foreign,2018-02-10,DE,DE,False,False,False,False,False,,,2021-11-10 00:05:56.8733333,,,,2017-01-01,ASTER COACHING LLC,,"16192 COASTAL HWY, LEWES, DE, 19958,",16192 COASTAL HWY,LEWES,DE,19958,,"16192 COASTAL HWY, LEWES, DE, 19958,",16192 COASTAL HWY,LEWES,DE,19958,,,,,
"AUSTEN HAYES & CO., LLC",LLC,Dissolved,,1263434,2019-03-31,209 WEST WOODS ROAD #1,SHARON,06069,CT,AUSTENHAYES@GMAIL.COM,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:09.4366667,,,,,,,,,,,,,,,,,,,2019-03-09T00:00:00.000,,,
"LIFE IS GOOD THERAPY, LLC",LLC,Dissolved,,1263440,2019-03-31,308 N GEORGES HILL ROAD,SOUTHBURY,06488,CT,LIFEISGOODTHERAPY@GMAIL.COM,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:54.6633333,,,,,,,,,,,,,,,,,,,2019-03-30T00:00:00.000,,,
SECURE IT SOLUTIONS LLC,LLC,Dissolved,,1263444,2020-03-31,45 MAPLE STREET 1D,NORWALK,06850,CT,UMUKHTAR@OUTLOOK.COM,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:22.4700000,United States,,,,,,,,,,,,,,,,,,2019-05-28T00:00:00.000,,,
INNOVATIVE WOMEN'S HEALTHCARE SOLUTIONS LLC,LLC,Dissolved,,1263445,2019-03-31,283 WEBB CIRCLE,MONROE,06448,CT,JANICEROBINSON011@GMAIL.COM,Domestic,2018-02-10,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:14.0466667,,,,,,,,,,,,,,,,,,,2019-02-27T00:00:00.000,,,
"REED FINANCIAL PLANNING SERVICES, LLC",LLC,Active,,1262080,2022-03-31,111 FOUNDERS PLAZA SUITE 1706,EAST HARTFORD,06108,CT,scott@reedfinancial.net,Domestic,2018-02-12,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.8533333,United States,Investment Advice (523930),523930.0,,,,,,,,,,,,,,,,,,,
"REED INSURANCE AGENCY, LLC",LLC,Dissolved,,1262083,2021-03-31,111 FOUNDERS PLAZA SUITE 1706,EAST HARTFORD,06108,CT,betsy@reedinsurance.net,Domestic,2018-02-12,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.8700000,United States,Insurance Agencies and Brokerages (524210),524210.0,,,,,,,,,,,,,,,,2021-02-02T00:00:00.000,,,
BT CHARITIES INC.,Non-Stock,Active,Annual report past due,1262976,2021-02-05,34 SAND HILL RD,PORTLAND,06480,CT,MICHAELBROWN1921@GMAIL.COM,Domestic,2018-02-12,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.6200000,United States,Civic and Social Organizations (813410),813410.0,,,,,,,,,,,,,,,,,,,
"TEAL MIMZY, LLC",LLC,Active,Ready for dissolution,1263477,2019-03-31,"2490 BLACK ROCK TPKE., SUITE 340",FAIRFIELD,06825,CT,TEALMIMZY@GMAIL.COM,Domestic,2018-02-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.2300000,,,,,,,,,,,,,,,,,,,,,,
"HOPKINS AND CLEMONS, LLC",LLC,Active,,1263485,2022-03-31,16 ROCKYFILED RD.,WESTPORT,06880,CT,clemhop@msn.com,Domestic,2018-02-12,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.2300000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,
PINK BROW & BEAUTY BAR LLC,LLC,Active,Ready for dissolution,1263486,2019-03-31,256 THAMES ST,GROTON,06340,CT,HOLLY@PINKCUTCOLOR.COM,Domestic,2018-02-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.2300000,,,,,,,,,,,,,,,,,,,,,,
