name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,total_authorized_shares,create_dt,sub_status,reason_for_administrative,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
"YOUR HEARING NETWORK, LLC",LLC,Active,1259591,2022-03-31,225 WILMINGTON/WEST CHESTER PIKE SUITE 300,CHADDS FORD,United States,19317,PA,Compliancemail@cscinfo.com,Foreign,2018-01-08,DE,DE,False,False,False,False,False,All Other Health and Personal Care Stores (446199),446199.0,,2021-11-10 00:10:16.9166667,,,,2018-01-01,"YOUR HEARING NETWORK, LLC",United States,"225 WILMINGTON/WEST CHESTER PIKE SUITE 300, CHADDS FORD, PA, 19317, United States",225 WILMINGTON/WEST CHESTER PIKE SUITE 300,CHADDS FORD,PA,19317.0,United States,"225 WILMINGTON/WEST CHESTER PIKE SUITE 300, CHADDS FORD, PA, 19317, United States",225 WILMINGTON/WEST CHESTER PIKE SUITE 300,CHADDS FORD,PA,19317.0,United States,,,
"UPSTATE BILLING, INC.",Stock,Active,1259592,2019-01-08,48 BAKERTOWN ROAD SUITE 303,MONROE,,10950,NY,,Foreign,2018-01-08,NY,NY,False,False,False,False,False,,,,2021-11-10 00:10:16.9166667,Ready for dissolution,Failure to file Annual Report,,2017-12-22,"UPSTATE BILLING, INC.",,,,,,,,,,,,,,,,
"H&T RECHARGEABLE, LLC",LLC,Active,1259593,2022-03-31,984 WATERVILLE STREET,WATERBURY,United States,06704,CT,tony.goldberg@ht-group.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Metal Can Manufacturing (332431),332431.0,,2021-11-10 00:10:16.9166667,,,,,,,,,,,,,,,,,,,,,
"QX THERAPEUTICS, INC.",Stock,Active,1259594,2022-01-08,23 BUSINESS PARK DRIVE,BRANFORD,United States,06405,CT,stnchoy@yahoo.com,Foreign,2018-01-08,DE,DE,False,False,False,False,False,Research and Development in Biotechnology (except Nanobiotechnology) (541714),541714.0,,2021-11-10 00:10:16.9166667,,,,2018-01-08,"QX THERAPEUTICS, INC.",United States,,,,,,,,,,,,,,,
"AV PERIODONTICS, PLLC",LLC,Active,1259595,2022-03-31,4 DEARFIELD DR SUITE 104,GREENWICH,United States,06831,CT,volchonokdmd@gmail.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Offices of Dentists (621210),621210.0,,2021-11-10 00:10:17.5100000,,,,,,,,,,,,,,,,,,,,,
CATALYTIK PARTNERS LLC,LLC,Active,1259612,2022-03-31,361 BROOKBEND ROAD,FAIRFIELD,United States,06824,CT,john@catalytikpartners.com,Domestic,2018-01-08,CT,Connecticut,False,True,True,False,False,Marketing Consulting Services (541613),,,2021-11-10 00:10:17.5100000,,,,,,,,,,,,,,,,,,,,,
"T & T COLLECTIBLES, INC.",Stock,Active,1259614,2022-01-08,6025 YOLANDA AVE.,TARZANA,United States,91356,CA,tamirnadborny@aol.com,Foreign,2018-01-08,CA,CA,False,False,False,False,False,Department Stores (452210),452210.0,,2021-11-10 00:10:17.5100000,,,,2018-01-04,"T & T COLLECTIBLES, INC.",United States,,,,,,,,,,,,,,,
GRE FUND III PROJECTCO 1 LLC,LLC,Active,1259615,2022-03-31,"200 WEST STREET, 3RD FL",NEW YORK,United States,10282,NY,Compliancemail@cscinfo.com,Foreign,2018-01-08,DE,DE,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,,2021-11-10 00:10:17.5100000,,,,2017-11-22,GRE FUND III PROJECTCO 1 LLC,United States,"200 WEST STREET, 3RD FL, NEW YORK, NY, 10282, United States","200 WEST STREET, 3RD FL",NEW YORK,NY,10282.0,United States,"200 WEST STREET, 3RD FL, NEW YORK, NM, 10282, United States","200 WEST STREET, 3RD FL",NEW YORK,NM,10282.0,United States,,,
"GRANITE GROWTH HEALTH PARTNERS MANAGEMENT CO., L.L.C.",LLC,Active,1259616,2022-03-31,20 PARK AVENUE,MADISON,United States,06443,CT,geane@standishmanagement.com,Foreign,2018-01-08,DE,DE,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,,2021-11-10 00:10:17.5100000,,,,2017-10-12,"GRANITE GROWTH HEALTH PARTNERS MANAGEMENT CO., LLC",United States,"1485 OAK RIM DRIVE, HILLSBOROUGH, CA, 94010, United States",1485 OAK RIM DRIVE,HILLSBOROUGH,CA,94010.0,United States,"1485 OAK RIM DRIVE, HILLSBOROUGH, CA, 94010, United States",1485 OAK RIM DRIVE,HILLSBOROUGH,CA,94010.0,United States,,,
"ZUNUM AERO, INC.",Stock,Withdrawn,1259628,2019-01-08,811 KIRKLAND AVE #201,KIRKLAND,,98033,WA,,Foreign,2018-01-08,DE,DE,False,False,False,False,False,,,,2021-11-10 00:10:17.5400000,,,,2018-01-02,"ZUNUM AERO, INC.",,,,,,,,,,,,,,,,
JORGE MAYLLAZHUNGO LLC,LLC,Active,1259645,2020-03-31,299 EDGEWOOD AVE.,WATERBURY,,06706,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"CDK EVENT, LLC",LLC,Active,1259646,2021-03-31,43 ROUTE 39 SOUTH,SHERMAN,United States,06784,CT,ct-reports@statefilings.in,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,,2021-11-10 00:10:17.5733333,Annual report past due,,,,,,,,,,,,,,,,,,,,
GLOBAL ACTION LLC,LLC,Active,1259647,2019-03-31,111 MAIN ST RIGHT #104,DANBURY,,06810,CT,FABIANO@STEELBAG.COM.BR,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
GILBERTO FERREIRA DOSSANTOS LLC,LLC,Active,1259649,2019-03-31,7 FAIRWATER DR,NORWALK,,06851,CT,GILBERTOFS1981@GMAIL.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
US1 USA LLC,LLC,Active,1259650,2019-03-31,36 LARKIN STREET #2,STAMFORD,,06907,CT,,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
THE HEART CENTER PLLC,LLC,Active,1259654,2022-03-31,215 STILLWATER AVENUE UNIT B,STAMFORD,United States,06902,CT,jgreen@heartcenterct.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,,2021-11-10 00:10:17.5900000,,,,,,,,,,,,,,,,,,,,,
"T. MEIGS & ASSOCIATES, LLC",LLC,Active,1259665,2019-03-31,179 SUMMER STREET,PORTLAND,,06480,CT,,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.1500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"ARRIS ENGINEERING GROUP, LTD.",Stock,Active,1259668,2022-01-08,677 SOUTH RIVER ST,PLAINS,United States,18705,PA,cwaters@arriseng.com,Foreign,2018-01-08,PA,PA,False,False,False,False,False,Engineering Services (541330),541330.0,,2021-11-10 00:10:18.1500000,,,,2018-01-08,"ARRIS ENGINEERING GROUP, LTD.",United States,,,,,,,,,,,,,,,
"NM-WEST HARTFORD, LLC",LLC,Active,1259669,2022-03-31,29 SOUTH MAIN STREET SUITE 201,WEST HARTFORD,United States,06107,CT,CLS-CTARMSEVIDENCE@WOLTERSKLUWER.COM,Foreign,2018-01-08,DE,DE,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,,2021-11-10 00:10:18.1500000,,,,2018-03-01,"NM-WEST HARTFORD, LLC",United States,"720 E WISCONSIN AVE, MILWAUKEE, WI, 53202, United States",720 E WISCONSIN AVE,MILWAUKEE,WI,53202.0,United States,"720 E WISCONSIN AVE, MILWAUKEE, WI, 53202, United States",720 E WISCONSIN AVE,MILWAUKEE,WI,53202.0,United States,,,
SYNERGYBARRE LLC,LLC,Active,1259723,2022-03-31,22 CENTER STREET,WILTON,United States,06897,CT,Krwingate62@gmail.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,,2021-11-10 00:10:18.2300000,,,,,,,,,,,,,,,,,,,,,
CT ELITE BASKETBALL LLC,LLC,Active,1259724,2021-03-31,25 CREAM POT RD,CLINTON,United States,06413,CT,ctelitebasketballacademy@gmail.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),611620.0,,2021-11-10 00:10:18.2300000,Annual report past due,,,,,,,,,,,,,,,,,,,,
"JUGOS, LLC",LLC,Active,1259726,2019-03-31,44 JUNE AVE.,NORWALK,,06850,CT,RICHROSELLE@LIVE.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2600000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
NORWICH PRO SERVICES LLC,LLC,Active,1259727,2019-03-31,470 RIVER ROAD,LISBON,,06351,CT,FILING@ACS123.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2600000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"IDEAL WEIGHT LOSS MANAGEMENT, LLC",LLC,Active,1259729,2022-03-31,32 IMPERIAL AVE.,WESTPORT,United States,06880,CT,info@idealweightlossmgmt.com,Domestic,2018-01-08,CT,Connecticut,True,False,False,False,False,Diet and Weight Reducing Centers (812191),812191.0,,2021-11-10 00:10:18.2600000,,,,,,,,,,,,,,,,,,,,,
"THE BADIOLI GROUP, INC.",Stock,Active,1259740,2020-01-08,No information provided,,,,,FILING@ACS123.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,100.0,2021-11-10 00:10:18.2600000,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,
"MMS STRATEGY, LLC",LLC,Active,1259741,2019-03-31,127 SOUND BEACH AVENUE,OLD GREENWICH,,06870,CT,FILING@ACS123.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2600000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
GOLD COAST REAL ESTATE LLC,LLC,Active,1259742,2022-03-31,1117 EAST PUTNAM AVENUE #227,RIVERSIDE,United States,06878,CT,EFILE1234@INCFILE.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531210.0,,2021-11-10 00:10:18.2600000,,,,,,,,,,,,,,,,,,,,,
"BLP REAL ESTATE, LLC",LLC,Active,1259743,2019-03-31,3 ESSEX SQUARE,ESSEX,,06426,CT,STEVE@BLPENT.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2600000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
VPROSNOW LLC,LLC,Active,1259744,2019-03-31,1 TECHNOLOGY DRIVE,TOLLAND,,06087,CT,EFILE1234@INCFILE.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2600000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
RAKE'S LAWNS LLC,LLC,Active,1259746,2020-03-31,99 WOODRIDGE DRIVE,NEW CANAAN,United States,06840,CT,EFILE1234@INCFILE.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2600000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
JUTARAT & JAI DI LLC,LLC,Dissolved,1259747,2019-03-31,137 EVERGREEN AVE APT 22C,HARTFORD,,06105,CT,EFILE1234@INCFILE.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.8533333,,,2021-05-25T00:00:00.000,,,,,,,,,,,,,,,,,,
BPTFINEST ENTERTAINMENT LLC,LLC,Active,1259748,2019-03-31,1423 PEMBROKE ST,BRIDGEPORT,,06608,CT,EFILE1234@INCFILE.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.8533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
QUEST BUILDERS LLC,LLC,Active,1259749,2020-03-31,5 MAYFLOWER RD,BROOKFIELD,United States,06804,CT,GENERALHELPCT@GMAIL.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.8533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
WINK PINK INK LLC,LLC,Active,1259750,2022-03-31,33 SPRING LANE,MILFORD,United States,06460,CT,hello@winkpinkink.com,Domestic,2018-01-08,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",,,2021-11-10 00:10:18.8533333,,,,,,,,,,,,,,,,,,,,,
"LRK, LLC",LLC,Active,1259752,2022-03-31,147 W22 APT 7S APT 7S,NEW YORK,United States,10011,NY,fbaseggio@gmail.com,Domestic,2018-01-08,NY,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,,2021-11-10 00:10:18.8533333,,,,,,,,,,,,,,,,,,,,,
"KARMIC PROPERTIES, LLC",LLC,Active,1259754,2019-03-31,121 NICHOLS AVENUE,SHELTON,,06484,CT,ADAMJOHNROY@GMAIL.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.8533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
438 MAIN STREET WINSTED LLC,LLC,Active,1259756,2019-03-31,29 PHEASANT CHASE,WEST HARTFORD,,06117,CT,KOPPERMAN@GMAIL.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.8533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
459 COVE PROPERTY LLC,LLC,Active,1259758,2019-03-31,25 ROCK SPRING ROAD,STAMFORD,,06906,CT,WENSHANGLEE2@YAHOO.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.8533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"5 RESEARCH PARKWAY WALLINGFORD, LLC",LLC,Active,1259760,2022-03-31,30 SPEEN STREET,FRAMINGHAM,United States,01701,MA,Compliancemail@cscinfo.com,Domestic,2018-01-08,MA,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,,2021-11-10 00:10:18.8533333,,,,,,,,,,,,,,,,,,,,,
SALES TRAINING ON THE GO LLC,LLC,Active,1259762,2021-03-31,35 SUNNYBROOK LANE,CLINTON,United States,06413,CT,ct-reports@statefilings.in,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),454390.0,,2021-11-10 00:10:18.8533333,Annual report past due,,,,,,,,,,,,,,,,,,,,
SEASIDE SLIDERS LLC,LLC,Active,1259763,2021-03-31,6 FIRST STREET,NORWALK,United States,06855,CT,Anthony@mrfrostysicecream.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Caterers (722320),,,2021-11-10 00:10:18.8533333,Annual report past due,,,,,,,,,,,,,,,,,,,,
"JAY JAY CLEANING, LLC",LLC,Active,1259764,2019-03-31,271 DAVENPORT AVENUE,NEW HAVEN,,06519,CT,NANCY@GENTILECPA.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.8533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
CAMP ROOFING LIMITED LIABILITY PARTNERSHIP,LLP,Active,1259767,2022-01-08,15139 SOUTH POST OAK RD,HOUSTON,United States,77053,TX,campconstruction@statetaxadvisors.com,Foreign,2018-01-08,TX,TX,False,False,False,False,False,Residential Remodelers (236118),236118.0,,2021-11-10 00:10:18.8533333,,,,2018-01-15,CAMP ROOFING LTD,United States,,,,,,,,,,,,,,,
CANTINE FRANCAISE LLC,LLC,Active,1259769,2022-03-31,206 MILLERTON ROAD,LAKEVILLE,United States,06039,CT,cary@cantinefrancaise.com,Domestic,2018-01-08,CT,Connecticut,True,False,False,False,False,All Other General Merchandise Stores (452319),519190.0,,2021-11-10 00:10:18.8533333,,,,,,,,,,,,,,,,,,,,,
"NEW MILFORD MARBLE & GRANITE, LLC",LLC,Active,1259770,2022-03-31,260 DANBURY ROAD,NEW MILFORD,United States,06776,CT,newmilfordgranite@gmail.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Tile and Terrazzo Contractors (238340),238340.0,,2021-11-10 00:10:18.9000000,,,,,,,,,,,,,,,,,,,,,
DOUSKEY LANDSCAPING & ESTATE CARE LLC,LLC,Active,1259771,2021-03-31,23 NEW MILFORD TPKE,NEW PRESTON,United States,06777,CT,Douskeyslandscaping@gmail.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,,2021-11-10 00:10:18.9000000,Annual report past due,,,,,,,,,,,,,,,,,,,,
KTW AEROSPACE LLC,LLC,Active,1259772,2022-03-31,4 OXFORD ROAD,MILFORD,United States,06460,CT,ktwcj@aol.com,Domestic,2018-01-08,CT,Connecticut,True,False,False,False,False,Aircraft Engine and Engine Parts Manufacturing (336412),,,2021-11-10 00:10:18.9000000,,,,,,,,,,,,,,,,,,,,,
ALL ACCESS SPORTS LLC,LLC,Active,1259775,2020-03-31,75 NEAL COURT,PLAINVILLE,,06062,CT,totalaccess@outlook.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"EASTMAN PERFORMANCE FILMS, LLC",LLC,Active,1259776,2022-03-31,575 MARYVILLE CENTRE DRIVE,ST. LOUIS,United States,63141,MO,govdocs@unitedagentgroup.com,Foreign,2018-01-08,DE,DE,False,False,False,False,False,All Other Miscellaneous Chemical Product and Preparation Manufacturing (325998),325998.0,,2021-11-10 00:10:18.9000000,,,,2018-01-01,"EASTMAN PERFORMANCE FILMS, LLC",United States,"3411 SILVERSIDE ROAD TATNALL BUILDING #104, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING #104,WILMINGTON,DE,19810.0,United States,"3411 SILVERSIDE ROAD TATNALL BUILDING #104, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING #104,WILMINGTON,DE,19810.0,United States,,,
"EMH, LLC",LLC,Active,1259777,2021-03-31,42 LANTERN VIEW DR,NORTH BRANFORD,United States,06471,CT,hartmann.stephan@gmail.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Environmental Consulting Services (541620),,,2021-11-10 00:10:18.9000000,Annual report past due,,,,,,,,,,,,,,,,,,,,
EVERCLEAR PATHWAY AND DESIGN LLC,LLC,Active,1259780,2022-03-31,8 WESTERN VIEW ROAD,NEW MILFORD,United States,06776,CT,EFILE1234@INCFILE.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),812990.0,,2021-11-10 00:10:18.9000000,,,,,,,,,,,,,,,,,,,,,
CHRISTOPHER CARROLL MD LLC,LLC,Active,1259782,2022-03-31,33 ANDREA LN,AVON,United States,06001,CT,EFILE1234@INCFILE.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,,2021-11-10 00:10:18.9000000,,,,,,,,,,,,,,,,,,,,,
FARM AT CARTER HILL LLC,LLC,Active,1259783,2022-03-31,86 EAST HAMPTON RD,MARLBOROUGH,United States,06447,CT,mitchsplace@sbcglobal.net,Domestic,2018-01-08,CT,Connecticut,True,False,False,False,False,Drinking Places (Alcoholic Beverages) (722410),722410.0,,2021-11-10 00:10:18.9000000,,,,,,,,,,,,,,,,,,,,,
"CLINICAL AND FORENSIC PSYCHOLOGY PRACTICE, LLC",LLC,Active,1259785,2022-03-31,34-3 SHUNPIKE RD PMB #111,CROMWELL,United States,06416,CT,maria@drmariamasotta.com,Domestic,2018-01-08,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,2021-11-10 00:10:18.9000000,,,,,,,,,,,,,,,,,,,,,
"LOCAL GOURMET, LLC",LLC,Active,1259786,2022-03-31,316 MAIN STREET SOUTH SUITE A,SOUTHBURY,United States,06488,CT,LOCALGOURMETCT@GMAIL.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,All Other Specialty Food Stores (445299),445299.0,,2021-11-10 00:10:18.9000000,,,,,,,,,,,,,,,,,,,,,
"DRURY CONSULTING, LLC",LLC,Dissolved,1259790,2021-03-31,80 MOUNTAIN STREET 2ND FLOOR,ELLINGTON,United States,06029,CT,colindrury6@gmail.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,,2021-11-10 00:10:18.9000000,,,2021-03-05T00:00:00.000,,,,,,,,,,,,,,,,,,
"51 WILLIAM, LLC",LLC,Active,1259794,2022-03-31,1011 HIGH RIDGE ROAD,STAMFORD,United States,06905,CT,keith@summertax.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:18.9333333,,,,,,,,,,,,,,,,,,,,,
HOMESPIRE MORTGAGE CORPORATION,Stock,Active,1259801,2021-01-08,"9711 WASHINGTONIAN BLVD., STE 500",GAITHERSBURG,United States,20878,MD,Compliancemail@cscinfo.com,Foreign,2018-01-08,MD,MD,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:18.9333333,Annual report past due,,,2018-04-01,HOMESPIRE MORTGAGE CORPORATION,United States,,,,,,,,,,,,,,,
D&M CONTRACTING AND ESTATE CARE LLC,LLC,Active,1259805,2022-03-31,2 ROSS PASSWAY,MORRIS,United States,06763,CT,whereonecalldoesitall@gmail.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,,2021-11-10 00:10:18.9333333,,,,,,,,,,,,,,,,,,,,,
YERRINGTON ELECTRICAL SERVICES  LLC,LLC,Active,1259806,2019-03-31,23 LEAVENWORTH RD,SHELTON,,06484,CT,AYERRINGTON@HOTMAIL.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.9333333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"LAUREL PROPERTY ADVISORS, LLC",LLC,Active,1259807,2022-03-31,111 ELM STREET,NEW CANAAN,United States,06840,CT,john@laurelpropertyadvisors.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,,2021-11-10 00:10:18.9333333,,,,,,,,,,,,,,,,,,,,,
BELLINCAMPI CLINICAL CONSULTING LLC,LLC,Active,1259808,2022-03-31,50 STONE RIDGE WAY #2H,FAIRFIELD,United States,06824,CT,lisa.bellincampi@gmail.com,Domestic,2018-01-08,CT,Connecticut,True,False,False,False,False,Other Scientific and Technical Consulting Services (541690),541690.0,,2021-11-10 00:10:18.9333333,,,,,,,,,,,,,,,,,,,,,
163 POINT LLC,LLC,Active,1259810,2022-03-31,16 CROSS STREET,NEW CANAAN,United States,06840,CT,michelle@karpassociatesinc.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,,2021-11-10 00:10:19.4500000,,,,,,,,,,,,,,,,,,,,,
PIEHLER HEIKKINEN & GERBOTH LLC,LLC,Dissolved,1259811,2021-03-31,85 PENNSYLVANIA AVE.,NIANTIC,United States,06357,CT,dschlaff@phglawgroup.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),541110.0,,2021-11-10 00:10:19.4500000,,,2020-12-31T00:00:00.000,,,,,,,,,,,,,,,,,,
G3 RENTALS LLC,LLC,Active,1259812,2022-03-31,1300 PONTIAC AVE.,CRANSTON,United States,02920,RI,rcarre@lawssf.com,Domestic,2018-01-08,RI,Connecticut,False,False,False,False,False,Passenger Car Rental (532111),532111.0,,2021-11-10 00:10:19.4500000,,,,,,,,,,,,,,,,,,,,,
JOHN MICHAEL MURPHY INTERIOR DESIGN LLC,LLC,Active,1259814,2022-03-31,72 UPPER CHURCH HILL RD,WASHINGTON DEPOT,United States,06794,CT,jr@jackrosenberg.com,Domestic,2018-01-08,CT,Connecticut,False,False,True,False,False,Interior Design Services (541410),541410.0,,2021-11-10 00:10:19.4500000,,,,,,,,,,,,,,,,,,,,,
"WADE FINANCIAL GROUP, LLC",LLC,Active,1259818,2020-03-31,2790 MAIN STREET 2ND FLOOR 2ND FLOOR,GLASTONBURY,United States,06033,CT,WADEFINANCIALASSOCIATES@GMAIL.COM,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.4500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"THE TROMBETTA INSURANCE GROUP, INC.",Stock,Active,1259819,2022-01-08,19 PADANARAM ROAD,DANBURY,United States,06811,CT,jtrombetta1@allstate.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,All Other Insurance Related Activities (524298),524298.0,100.0,2021-11-10 00:10:19.4500000,,,,,,,,,,,,,,,,,,,,,
CARIBBEAN ALLIANCE TO CONTROL AND PREVENT CANCER INC.,Non-Stock,Active,1259820,2022-01-08,100 YORK STREET 7M,NEW HAVEN,United States,06511,CT,gparkinson@cancapcancer.com,Foreign,2018-01-08,TTO,TTO,False,False,False,False,False,Other Individual and Family Services (624190),624190.0,,2021-11-10 00:10:19.4500000,,,,2018-01-15,CARIBBEAN ALLIANCE TO CONTROL AND PREVENT CANCER INC.,United States,,,,,,,,,,,,,,,
"DRJSS-WATERBURY, LLC",LLC,Active,1259821,2022-03-31,714 CHASE PARKWAY,WATERBURY,United States,06708,CT,jsegalman@aol.com,Domestic,2018-01-08,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:19.4500000,,,,,,,,,,,,,,,,,,,,,
