name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,total_authorized_shares,country_formation,mailing_jurisdiction_country,office_in_jurisdiction_country,category_survey_email_address,dissolution_date,billing_unit,date_of_organization_meeting
HENRI AND COMPANY LLC,LLC,Active,,1287247,2022-03-31,60 LYONS PLAINS RD,WESTPORT,06880,CT,dbayazitdvm@gmail.com,Domestic,2018-10-10,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:33.6533333,United States,Veterinary Services (541940),541940.0,,,,,,,,,,,,,,,,,,,,
ASYLUM BREWING COMPANY LLC,LLC,Active,Annual report past due,1287248,2021-03-31,36 KEATING FARMS AVENUE,NEWTOWN,06470,CT,davek@newsylumbrewing.com,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.5266667,United States,Breweries (312120),312120.0,,,,,,,,,,,,,,,,,,,,
EPICENTER ESTHETICS LLC,LLC,Active,Ready for dissolution,1287250,2019-03-31,160 EAST CHESTNUT HILL ROAD,LITCHFIELD,06759,CT,CLREYNOLDS62@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:30.5266667,,,,,,,,,,,,,,,,,,,,,,,
FINK BUILDERS LLC,LLC,Active,Ready for dissolution,1287251,2019-03-31,367 HARRINGTON DRIVE,AUSTERLITZ,12017,NY,JED@FINKBUILDERS.COM,Foreign,2018-10-10,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:30.5266667,,,,2018-10-10,FINK BUILDERS LLC,"367 HARRINGTON DRIVE, AUSTERLITZ, NY, 12017,",367 HARRINGTON DRIVE,AUSTERLITZ,NY,12017,"367 HARRINGTON DRIVE, AUSTERLITZ, NY, 12017,",367 HARRINGTON DRIVE,AUSTERLITZ,NY,12017,,,,,,,,
"CASCADE CAPITAL FUNDING, LLC",LLC,Active,,1287252,2022-03-31,5341 OLD REDWOOD HIGHWAY SUITE 210 SUITE 210,PETALUMA,94954,CA,complaints@cascade365.com,Foreign,2018-10-10,DE,DE,False,False,False,False,False,,2021-11-10 00:08:30.5266667,United States,Collection Agencies (561440),561440.0,2018-12-03,"CASCADE CAPITAL FUNDING, LLC","5341 OLD REDWOOD HIGHWAY SUITE 210, PETALUMA, CA, 94954, United States",5341 OLD REDWOOD HIGHWAY SUITE 210,PETALUMA,CA,94954,"5341 OLD REDWOOD HIGHWAY SUITE 210 SUITE 210, PETALUMA, CA, 94954, United States",5341 OLD REDWOOD HIGHWAY SUITE 210 SUITE 210,PETALUMA,CA,94954,,United States,United States,United States,,,,
HVCP LLC,LLC,Dissolved,,1287253,2021-03-31,2406 WHITNEY AVE,HAMDEN,06518,CT,havr05@ymail.com,Domestic,2018-10-10,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:30.5266667,United States,"Beer, Wine, and Liquor Stores (445310)",445310.0,,,,,,,,,,,,,,,,,,2021-02-02T00:00:00.000,,
"VARGA ASSOCIATES, LLC",LLC,Active,Annual report past due,1287254,2021-03-31,1 ELIOT PLACE SUITE 200,FAIRFIELD,06824,CT,RYAN.VARGA@NM.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.5266667,United States,Investment Advice (523930),,,,,,,,,,,,,,,,,,,,,
MELT GROUP LLC,LLC,Active,,1287255,2022-03-31,1561 POST ROAD,FAIRFIELD,06824,CT,JCNY0115@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.5266667,United States,Limited-Service Restaurants (722513),722513.0,,,,,,,,,,,,,,,,,,,,
LUCKY DEVELOPMENT LLC,LLC,Active,Ready for dissolution,1287256,2019-03-31,1302 STANLEY STREET FL1E,NEW BRITAIN,06051,CT,EFILE1234@INCFILE.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:30.5266667,,,,,,,,,,,,,,,,,,,,,,,
EVEREST PARTNERS CORP,Stock,Active,Annual report past due,1287257,2020-10-10,14 PIERCE ROAD,RIVERSIDE,06878,CT,mgccpa@hotmail.com,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.5266667,United States,,,,,,,,,,,,,,,100.0,,,,,,,
"DMD FINANCIAL, LLC",LLC,Active,,1287258,2022-03-31,83 WOOSTER HEIGHTS ROAD,DANBURY,06810,CT,DAN@BAILEYBEATTY.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.5266667,United States,Investment Advice (523930),523930.0,,,,,,,,,,,,,,,,,,,,
ALFREDI LLC,LLC,Active,Ready for dissolution,1287259,2020-03-31,198 WEST MAIN STREET,PLAINVILLE,06062,CT,JUXHINLEZO@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:30.5266667,United States,,,,,,,,,,,,,,,,,,,,,,
"156 SHEFFIELD AVENUE, LLC",LLC,Active,,1287260,2022-03-31,707 MOWBRAY ARCH,NORFOLK,23507,VA,gxu120@gmail.com,Domestic,2018-10-10,VA,Connecticut,False,False,True,False,False,,2021-11-10 00:08:30.5266667,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
ELITE HVAC & PLUMBING SERVICES LLC,LLC,Active,Ready for dissolution,1287261,2019-03-31,554 BOSTON POST RD. SUITE 305,ORANGE,06477,CT,ELITEHVACPLUMBINGSERVICES@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:30.5266667,,,,,,,,,,,,,,,,,,,,,,,
CORPORATE JET SUPPORT INC,Stock,Active,Annual report past due,1287262,2020-10-10,1 GRAPHIC PLACE,MOONACHIE,07074,NJ,ndigesere@corpjetsupport.com,Foreign,2018-10-10,NJ,NJ,False,False,False,False,False,,2021-11-10 00:08:30.5266667,United States,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers (423860),,2018-10-01,CORPORATE JET SUPPORT INC,,,,,,,,,,,,United States,,,,,,
GREEN STONE DEVELOPERS LLC,LLC,Active,Ready for dissolution,1287263,2020-03-31,1 HAMILTON LN.,WEATOGUE,06089,CT,ASHER@GREENSTONEDEVELOPERS.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:30.5266667,United States,,,,,,,,,,,,,,,,,,,,,,
WILLIE MAES SOUL FOOD RESTAURANT BAMA STYLE CORPORATION,Non-Stock,Active,First report past due,1287264,2020-10-10,No information provided,,,,WILLIEMAESSOULFOOD@YAHOO.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.5266667,,,,,,,,,,,,,,,,,,,,,,,
RABL LLC,LLC,Active,,1287265,2022-03-31,122 FARMSTEAD LANE,GLASTONBURY,06033,CT,jefflipes17@gmail.com,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.5266667,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
BROOKLAWN WOMENS HOUSE LLP,LLP,Active,Annual report past due,1287266,2020-10-10,388 BROOKLAWN AVE,BRIDGEPORT CT,06604,CT,dinardomgmt@gmail.com,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.5266667,United States,Residential Mental Health and Substance Abuse Facilities (623220),623220.0,,,,,,,,,,,,,,,,,,,,
MAJESTIC DESIGNS LLC,LLC,Active,Ready for dissolution,1287267,2019-03-31,271 MCGRATH COURT,BRIDGEPORT,06615,CT,101THINGZ2DO@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1200000,,,,,,,,,,,,,,,,,,,,,,,
"NORTHEAST SQUAD CONCEPTS, LLC",LLC,Active,,1287268,2022-03-31,106 MCDERMOTT CIRCLE,HAMDEN,06518,CT,MDROSADO.NESC@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1200000,United States,Professional and Management Development Training (611430),611430.0,,,,,,,,,,,,,,,,,,,,
1650-1680 BROAD LLC,LLC,Active,Annual report past due,1287269,2021-03-31,50 GILLETT STREET L01,HARTFORD,06105,CT,jdeutsch@bhpm.us,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1200000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
MARTINS AUTO TRANSPORT LLC,LLC,Active,Ready for dissolution,1287271,2019-03-31,17 STEVENSON RD,NEW HAVEN,06515,CT,MULTISERVICE@7STATECT.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1200000,,,,,,,,,,,,,,,,,,,,,,,
THE BAIL COMPANY LLC,LLC,Active,Annual report past due,1287272,2021-03-31,359 FOUR ROD ROAD,BERLIN,06037,CT,YASHIRASANCHEZ228@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:31.1200000,United States,All Other Insurance Related Activities (524298),524298.0,,,,,,,,,,,,,,,,,,,,
"BUY SAFELY ONLINE, LLC",LLC,Active,Ready for dissolution,1287273,2019-03-31,15 HENRY ST.,HARTFORD,06114,CT,AGENT@MYCOMPANYWORKS.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1200000,,,,,,,,,,,,,,,,,,,,,,,
SOLOMON NEW BRITAIN II LLC,LLC,Active,,1287274,2022-03-31,60 MAYFLOWER DRIVE,TENAFLY,07670,NJ,filings@vcorpservices.com,Domestic,2018-10-10,NJ,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1200000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
SOLOMON NEW BRITAIN I LLC,LLC,Active,,1287275,2022-03-31,60 MAYFLOWER DRIVE,TENAFLY,07670,NJ,filings@vcorpservices.com,Domestic,2018-10-10,NJ,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1200000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
PHOTO TECHNOLOGIES LLC,LLC,Active,Ready for dissolution,1287276,2019-03-31,309 GRIEB ROAD,WALLINGFORD,06492,CT,ALPINE2012@OUTLOOK.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1200000,,,,,,,,,,,,,,,,,,,,,,,
"FVRC, TENNIS, LLC",LLC,Active,,1287277,2022-03-31,36 HILDURCREST DRIVE,SIMSBURY,06070,CT,billjdonahue@yahoo.com,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1200000,United States,Fitness and Recreational Sports Centers (713940),713940.0,,,,,,,,,,,,,,,,,,,,
"250 SACKETT POINT ASSOCIATES, LLC",LLC,Active,,1287278,2022-03-31,110 REPUBLIC DRIVE,NORTH HAVEN,06473,CT,rccuomo@aol.com,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1200000,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,,
COVINGTON MARKETING GROUP LLC,LLC,Active,Ready for dissolution,1287279,2019-03-31,1300 POST RD STE 5-445,FARIFIELD,06824,CT,COVINGTONMKG@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1200000,,,,,,,,,,,,,,,,,,,,,,,
FENG&CHENG LLC,LLC,Active,,1287280,2022-03-31,35 FARM DR,FARMINGTON,06032,CT,panyc313@gmail.com,Domestic,2018-10-10,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:31.1200000,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
CONNECTICUT LANDSCAPING & PROPERTY MAINTENANCE LLC,LLC,Active,Ready for dissolution,1287281,2019-03-31,417 EAST ST,NEW BRITAIN,06051,CT,CTLPM2018@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1200000,,,,,,,,,,,,,,,,,,,,,,,
QUANTUM OF BROAD STREET LLC,LLC,Active,,1287282,2022-03-31,80 SHUNPIKE ROAD,CROMWELL,06416,CT,bwilcox.oree@gmail.com,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1200000,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,
S & B INVESTMENTS LLC,LLC,Active,,1287283,2022-03-31,91 DORA STREET,STAMFORD,06902,CT,ermina@aplinklaw.com,Domestic,2018-10-10,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:31.1200000,United States,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,
"UNIVERSITY SPORTS, LLC",LLC,Active,Ready for dissolution,1287284,2019-03-31,64 MEADOW VIEW ROAD,EAST HAVEN,06512,CT,J.ORTEGA2087@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1200000,,,,,,,,,,,,,,,,,,,,,,,
SL MULTISERVICES  LLC,LLC,Dissolved,Ready for dissolution,1287285,2019-03-31,37 FAIRVIEW DRIVE APT4,DANBURY,06810,CT,EDAFIESCHI@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1200000,,,,,,,,,,,,,,,,,,,,,2021-09-27T00:00:00.000,,
"ALPHA GAS AND ELECTRIC, LLC",LLC,Withdrawn,,1287286,2020-03-31,12 COLLEGE RD SUITE 100,MONSEY,10952,NY,jabreu@vcorpservices.com,Foreign,2018-10-10,NY,NY,False,False,False,False,False,,2021-11-10 00:08:31.1500000,,,,2018-10-04,"ALPHA GAS AND ELECTRIC, LLC","12 COLLEGE RD SUITE 100, MONSEY, NY, 10952,",12 COLLEGE RD SUITE 100,MONSEY,NY,10952,"12 COLLEGE RD SUITE 100, MONSEY, NY, 10952,",12 COLLEGE RD SUITE 100,MONSEY,NY,10952,,,,,,,,
"HARD HAT III, LLC",LLC,Active,,1287288,2022-03-31,1 WEST VIEW ROAD,NORTH HAVEN,06473,CT,mountcarmelconst@yahoo.com,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1500000,United States,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,
SMITH AND WEISS LLC,LLC,Active,,1287289,2022-03-31,180 BIG OAK ROAD,STAMFORD,06903,CT,edsm@optonline.net,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1500000,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,
"RFH GROUPS, LLC",LLC,Active,,1287290,2022-03-31,283 CHESTNUT HILL RD.,LITCHFIELD,06759,CT,draravin@rfhgroups.com,Domestic,2018-10-10,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:08:31.1500000,United States,Offices of Dentists (621210),621210.0,,,,,,,,,,,,,,,,,,,,
"VBOA REAL ESTATE, LLC",LLC,Withdrawn,,1287291,2022-03-31,"TWO EXECUTIVE DR., STE. 530",FT. LEE,07024,NJ,Compliancemail@cscinfo.com,Foreign,2018-10-10,NJ,NJ,False,False,False,False,False,,2021-11-10 00:08:31.1500000,United States,Offices of Real Estate Agents and Brokers (531210),531210.0,2018-10-10,"VBOA REAL ESTATE, LLC","TWO EXECUTIVE DR., STE. 530, FT. LEE, NJ, 07024, United States","TWO EXECUTIVE DR., STE. 530",FT. LEE,NJ,07024,"TWO EXECUTIVE DR., STE. 530, FT. LEE, NJ, 07024, United States","TWO EXECUTIVE DR., STE. 530",FT. LEE,NJ,07024,,United States,United States,United States,,,,
"ABREU/SABOVIC, LLC",LLC,Active,Ready for dissolution,1287292,2019-03-31,251 MAIN ST,WESTPORT,06880,CT,,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1500000,,,,,,,,,,,,,,,,,,,,,,,
FAMILY HOLDING GROUP LLC,LLC,Active,Ready for dissolution,1287295,2019-03-31,159 MANOR AVE 3413,WATERBURY,06705,CT,INFO@FAMILYHOLDINGGROUP.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1666667,,,,,,,,,,,,,,,,,,,,,,,
DELUXE WOOD CABINETRY LLC,LLC,Active,Ready for dissolution,1287296,2019-03-31,420 FRONTAGE ROAD,WEST HAVEN,06516,CT,UEA302@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1666667,,,,,,,,,,,,,,,,,,,,,,,
70 GRUMMAN AVENUE LLC,LLC,Active,Ready for dissolution,1287297,2019-03-31,28 BENEDICT STREET,NORWALK,06854,CT,AGENCYSILESIA@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1666667,,,,,,,,,,,,,,,,,,,,,,,
PFC TECHNOLOGIES LLC,LLC,Active,Ready for dissolution,1287298,2019-03-31,38 PROSPECT 38 PROSPECT,WINDSOR,06095,CT,PFCTECHNOLOGIESLLC@GMAIL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1666667,,,,,,,,,,,,,,,,,,,,,,,
"BEEBE PROPERTY SERVICES, LLC",LLC,Active,,1287299,2022-03-31,173 CROOKED S RD,STAFFORD SPRINGS,06076,CT,mekproperties@yahoo.com,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1666667,United States,All Other Specialty Trade Contractors (238990),238990.0,,,,,,,,,,,,,,,,,,,,
"DEMARTINO'S FARM, LLC",LLC,Active,Ready for dissolution,1287301,2019-03-31,66 OLD ANSONIA ROAD,SEYMOUR,06483,CT,JCHORSE10@AOL.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1666667,,,,,,,,,,,,,,,,,,,,,,,
"KAZA, LLC",LLC,Active,,1287302,2022-03-31,25 DEN HOLLOW ROAD,GUILFORD,06437,CT,kazaproperties@gmail.com,Domestic,2018-10-10,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:31.1666667,United States,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,
MONEYTREE LLC,LLC,Active,,1287304,2022-03-31,40 MORTIMER STREET,NEW CANAAN,06840,CT,makardds@gmail.com,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1666667,United States,Miscellaneous Financial Investment Activities (523999),523999.0,,,,,,,,,,,,,,,,,,,,
ASF TRANSPORTATION LLC,LLC,Active,Ready for dissolution,1287305,2020-03-31,34 SUNSET VIEW,GRISWOLD,06351,CT,MRWOODGOD@SBCGLOBAL.NET,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1666667,,,,,,,,,,,,,,,,,,,,,,,
SAYBROOK COUNSELING CENTER LLC,LLC,Dissolved,,1287306,2022-03-31,123 ELM STREET SUITE 1000,OLD SAYBROOK,06475,CT,AJAUGUST87@YAHOO.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1966667,United States,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,2021-07-01T00:00:00.000,,
SUMMER FIELDS PIE COMPANY LLC,LLC,Active,Ready for dissolution,1287307,2019-03-31,SIX LANDMARK SQUARE 4TH FLOOR,STAMFORD,06901,DE,GHLCPA@AIM.COM,Foreign,2018-10-10,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1966667,,,,2018-10-10,SUMMER FIELDS PIE COMPANY LLC,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,,,,,,,
L&S VENTURES LLC,LLC,Active,,1287308,2022-03-31,21 COBTAIL WAY,SIMSBURY,06070,CT,alovallo@comcast.net,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1966667,United States,Appliance Repair and Maintenance (811412),811412.0,,,,,,,,,,,,,,,,,,,,
SC RIDGE OWNER LLC,LLC,Active,,1287309,2022-03-31,55 STATION ST,SOUTHPORT,06890,CT,roseanne@summitdevelopment.com,Foreign,2018-10-10,DE,DE,False,False,False,False,False,,2021-11-10 00:08:31.1966667,United States,Other Activities Related to Real Estate (531390),,2018-10-10,SC RIDGE OWNER LLC,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,United States,,United States,,,,
"WALTER A. TWACHTMAN JR., J.D., LLM, LLC",LLC,Active,,1287310,2022-03-31,2252 MAIN STREET,GLASTONBURY,06033,CT,wtwachtman@bpslawyers.com,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1966667,United States,Offices of Lawyers (541110),541110.0,,,,,,,,,,,,,,,,,,,,
RIVERCLIFF LLC,LLC,Active,,1287311,2022-03-31,80 EDGEMONT ROAD,MILFORD,06460,CT,rivercliffllc@gmail.com,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1966667,United States,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,,,,,,,,,,,,,,,,,,,,
YUSHIKO CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1287312,2020-03-31,343 MAPLE ST,BRIDGEPORT,06608,CT,LOUISSACOTO@SBCGLOBAL.NET,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1966667,United States,,,,,,,,,,,,,,,,,,,,,,
MODERN & DANDY LLC,LLC,Active,Ready for dissolution,1287313,2020-03-31,14 TAYLOR ROAD,WEST HARTFORD,06110,CT,INFO@MODERNANDDANDY.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1966667,United States,,,,,,,,,,,,,,,,,,,,,,
"H9 GROUP, LLC",LLC,Dissolved,,1287314,2019-03-31,"32 CHURCH HILL RD., 2ND FL., BLDG. A",NEWTOWN,06470,CT,,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1966667,,,,,,,,,,,,,,,,,,,,,2021-02-05T00:00:00.000,,
BUILDING LEGACIES LLC,LLC,Active,Ready for dissolution,1287315,2019-03-31,95 COLCHESTER COMMONS,COLCHESTER COMMONS,,CT,JIMDISCOLA@YAHOO.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1966667,,,,,,,,,,,,,,,,,,,,,,,
"KYNA DENTAL, P.C.",Stock,Active,Ready for dissolution,1287316,2019-10-10,5 EVERSLEY AVENUE,NORWALK,06851,CT,,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1966667,,,,,,,,,,,,,,,,100.0,,,,,,,
SOURCE 1A LLC,LLC,Active,,1287317,2022-03-31,990 AMARYLLIS AVE,ORADELL,07649,NJ,ernie@source1a.com,Foreign,2018-10-10,NJ,NJ,False,False,False,False,False,,2021-11-10 00:08:31.1966667,United States,All Other Specialty Trade Contractors (238990),238990.0,2018-10-10,SOURCE 1A LLC,"990 AMARYLLIS AVE ADDRESS 2 990 AMARYLLIS AVE, ADDRESS 2, ORADELL, NJ, 07649, United States","990 AMARYLLIS AVE ADDRESS 2 990 AMARYLLIS AVE, ADDRESS 2",ORADELL,NJ,07649,"990 AMARYLLIS AVE, ORADELL, NJ, 07649, United States",990 AMARYLLIS AVE,ORADELL,NJ,07649,,United States,United States,United States,,,,
"SAFETY FIRST TRUCKING, LLC",LLC,Active,,1287318,2022-03-31,1022 BOULEVARD,WEST HARTFORD,06119,CT,Tifroyclarke@gmail.com,Domestic,2018-10-10,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:31.1966667,United States,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,,,
T MARTEL LLC,LLC,Active,Ready for dissolution,1287320,2019-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1966667,,,,,,,,,,,,,,,,,,,,,,,
"IMCO REALTY, LLC",LLC,Active,Ready for dissolution,1287321,2019-03-31,1 DALE DRIVE,DERBY,06418,CT,IMCO-WJK@SBCGLOBAL.NET,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1966667,,,,,,,,,,,,,,,,,,,,,,,
M2C1 LLC,LLC,Active,,1287322,2022-03-31,85 FELT RD #504,SOUTH WINDSOR,06074,CT,teo.rotaru15@gmail.com,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1966667,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
VVC HOLDING CORP.,Stock,Active,,1287323,2022-10-10,311 ARSENAL STREET,WATERTOWN,02472,MA,complianceteam@cogencyglobal.com,Foreign,2018-10-10,DE,DE,False,False,False,False,False,,2021-11-10 00:08:31.1966667,United States,Software Publishers (511210),511210.0,2018-07-11,VVC HOLDING CORP.,,,,,,,,,,,,United States,,,,,,
827 HIGH RIDGE ROAD LLC,LLC,Active,Ready for dissolution,1287329,2019-03-31,827 HIGH RIDGE ROAD,STAMFORD,06905,CT,ATTYMARTINIK@OPTONLINE.NET,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.6800000,,,,,,,,,,,,,,,,,,,,,,,
"MADAM WARREN, LLC",LLC,Active,,1287330,2022-03-31,61 SPRING STREET,DEEP RIVER,06417,CT,msbottomline@comcast.net,Domestic,2018-10-10,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.6800000,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
