name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,naics_sub_code,sub_status,reason_for_administrative,dissolution_date,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
AKOMFINA FINANCIAL SERVICES LLC,LLC,Active,1269077,2019-03-31,346 ELM STREET 346 ELM STREET,WEST HAVEN,,06516,CT,NATDAMOS@GMAIL.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
INSIGHT FACILITIES SOLUTIONS INC.,Stock,Active,1269085,2022-04-04,"650 VILLAGE TRACE, BLDG 17 650 VILLAGE TRACE, BLDG 17",MARIETTA,United States,30067,GA,Gary.Robbins@lviusa.com,Foreign,2018-04-04,NY,NY,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:08:23.1333333,,,,,,2018-04-04,INSIGHT FACILITIES SOLUTIONS INC.,United States,,,,,,,,,,,,,,,
STILL WATERS COUNSELING AND WELLNESS LLC,LLC,Active,1269444,2019-03-31,278 EAST ST N,SUFFIELD,,06078,CT,STILLWATERSCOUNSELINGANDWELLNESS@GMAIL.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6966667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
GRANT SHEELY MEMORIAL CORPORATION,Non-Stock,Active,1269446,2019-04-04,22 BUTTERNUT DR,UNIONVILLE,,06085,CT,grantgolf@sbcglobal.net,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6966667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"JLS COMP TEAM BOOSTERS CLUB, INC.",Non-Stock,Active,1269451,2019-04-04,421 PARKER ST,MANCHESTER,,06042,CT,jessicadelaura1031@gmail.com,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7266667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
MARIANO MEDICAL LLC,LLC,Active,1269452,2022-03-31,2068 Broughton St,Carmel,United States,46032-7311,IN,marianodean@me.com,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),2021-11-10 00:08:23.7266667,621111.0,,,,,,,,,,,,,,,,,,,,,,
CHAMPAGNESKI LLC,LLC,Active,1269455,2019-03-31,38 DANENBERG PLACE,WEST HAVEN,,06516,CT,,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7266667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
AVANTI INNOVATIONS IN HOUSING & AGRICULTURE LLC,LLC,Active,1269456,2022-03-31,1353 GOLD STAR HWY STE 208,GROTON,United States,06340,CT,avantillc18@gmail.com,Domestic,2018-04-04,CT,Connecticut,True,False,True,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:08:23.7266667,541990.0,,,,,,,,,,,,,,,,,,,,,,
JD STRATEGY DESIGN LLC,LLC,Active,1269457,2022-03-31,1161 ROUND HILL ROAD,FAIRFIELD,United States,06824,CT,jtomeo07@gmail.com,Foreign,2018-04-04,DE,DE,False,False,False,False,False,Offices of Other Holding Companies (551112),2021-11-10 00:08:23.7266667,551112.0,,,,,2018-03-15,JD STRATEGY DESIGN LLC,United States,"8 THE GREEN, STE A, DOVER, DE, 19901,","8 THE GREEN, STE A",DOVER,DE,19901.0,"8 THE GREEN, STE A, DOVER, DE, 19901, United States","8 THE GREEN, STE A",DOVER,DE,19901.0,United States,,,,
"TELIAX, INC.",Stock,Active,1269459,2022-04-04,2150 W 29TH AVE #200,DENVER,United States,80211,CO,sos@inteserra.com,Foreign,2018-04-04,CO,CO,False,False,False,False,False,All Other Telecommunications (517919),2021-11-10 00:08:23.7266667,517919.0,,,,,2018-04-10,"TELIAX, INC.",United States,,,,,,,,,,,,,,,
ONYX LEGACY INVESTMENT GROUP LLC,LLC,Active,1269475,2019-03-31,74 ROBIN ROAD,WINDSOR,,06095,CT,,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9000000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"JENNIFER LUI MARKETING, LLC",LLC,Dissolved,1269454,2021-03-31,368 BIRCH MOUNTAIN ROAD,GLASTONBURY,United States,06033,CT,jenniferlui@cox.net,Domestic,2018-04-04,CT,Connecticut,True,False,False,False,False,Other Direct Selling Establishments (454390),2021-11-10 00:12:46.5566667,454390.0,,,2020-12-28T00:00:00.000,,,,,,,,,,,,,,,,,,,
TRUSPA LLC,LLC,Dissolved,1268531,2019-03-31,21 BURTIS AVE,NEW CANAAN,,06840,CT,GAVANESIAN@MSN.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:56.1533333,,,,2019-07-17T00:00:00.000,,,,,,,,,,,,,,,,,,,
NOE AYALA SERVICE LLC,LLC,Dissolved,1269011,2019-03-31,47 STEPHEN ST #2,STAMFORD,,06902,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:01.5466667,,,,2018-04-11T00:00:00.000,,,,,,,,,,,,,,,,,,,
"34 BAUER PLACE EXTENSION, LLC",LLC,Dissolved,1268961,2019-03-31,633 ROWLAND ROAD,FAIRFIELD,,06824,CT,APIEKA04@YAHOO.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:21.2700000,,,,2019-12-30T00:00:00.000,,,,,,,,,,,,,,,,,,,
AMJAC ASSOCIATES LLC,LLC,Dissolved,1268497,2020-03-31,185 PLAINS ROAD,MILFORD,,06461,CT,JKARP@KARP-LANGERMAN.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:28.0566667,,,,2019-06-19T00:00:00.000,,,,,,,,,,,,,,,,,,,
BOUTCHANTHARAJ CORPORATION,Stock,Withdrawn,1269024,2019-04-04,5705 AIRPORT FWY,FORT WORTH,,76117,TX,S.TAYLOR@DFWSECURITYPROTECTIVEFORCE.COM,Foreign,2018-04-04,TX,TX,False,False,False,False,False,,2021-11-10 00:04:07.6200000,,,,,,2018-05-01,BOUTCHANTHARAJ CORPORATION,,,,,,,,,,,,,,,,
RJ FOOD SALES LLC,LLC,Dissolved,1268979,2020-03-31,59 RAINBOW RD.,EAST GRANBY,United States,06026,CT,RJB@COMMANDCO.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:11.5733333,,,,2019-04-25T00:00:00.000,,,,,,,,,,,,,,,,,,,
"DEZCO CONSULTING, LLC",LLC,Dissolved,1268975,2019-03-31,971 POST RD. E,WESTPORT,,06880,CT,MATTDEZSO@GMAIL.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:29.8266667,,,,2020-03-04T00:00:00.000,,,,,,,,,,,,,,,,,,,
J & G SITE DEVELOPMENT LLC,LLC,Dissolved,1269022,2019-03-31,210 DALY ROAD,COVENTRY,,06238,CT,JACKBARRY@WATERWIZARDSLLC.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:37.6566667,,,,2019-04-02T00:00:00.000,,,,,,,,,,,,,,,,,,,
RAEDA GROUP LLC,LLC,Dissolved,1269059,2019-03-31,382 ROUND HILL ROAD,FAIRFIELD,,06824,CT,LIASHORT75@GMAIL.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:38.2500000,,,,2019-08-13T00:00:00.000,,,,,,,,,,,,,,,,,,,
CIUFO & COMPANY LLC,LLC,Dissolved,1268972,2019-03-31,16 COVE AVE APT 2A 16 COVE AVE APT 2A,NORWALK,,06855,CT,CIUFOCOMPANY@GMAIL.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:35.6866667,,,,2019-05-09T00:00:00.000,,,,,,,,,,,,,,,,,,,
"TENTH AVENUE COMMERCE, LLC",LLC,Withdrawn,1269122,2020-03-31,483 TENTH AVENUE 6TH FLOOR,NEW YORK,,10018,NY,JKELO@FROMYOUFLOWERS.COM,Foreign,2018-04-04,DE,DE,False,False,False,False,False,,2021-11-10 00:04:40.9833333,,,,,,2018-01-01,"TENTH AVENUE COMMERCE, LLC",,"483 TENTH AVENUE 6TH FLOOR, NEW YORK, NY, 10018,",483 TENTH AVENUE 6TH FLOOR,NEW YORK,NY,10018.0,"483 TENTH AVENUE 6TH FLOOR, NEW YORK, NY, 10018,",483 TENTH AVENUE 6TH FLOOR,NEW YORK,NY,10018.0,,,,,
"GLOBAL REAL ESTATE U.S.A., INC.",Stock,Withdrawn,1268985,2020-04-04,411 THEODORE FREMD AVENUE SUITE 200,RYE,United States,10580,NY,KWATANABE@REDACINC.COM,Foreign,2018-04-04,DE,DE,False,False,False,False,False,,2021-11-10 00:04:58.2466667,,,,,,2018-03-21,"GLOBAL REAL ESTATE U.S.A., INC.",United States,,,,,,,,,,,,,,,
FLIP PROPERTIES 6 LLC,LLC,Dissolved,1269071,2019-03-31,30 FERRY BLVD #2,STRATFORD,,06615,CT,STEVE@FLIPCASA.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:58.1700000,,,,2018-07-25T00:00:00.000,,,,,,,,,,,,,,,,,,,
E.R.FIORE LLC,LLC,Dissolved,1269064,2019-03-31,5 EDWARDS RD,OLD SAYBROOK,,06475,CT,EDWARDRFIORE@GMAIL.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:07.1866667,,,,2018-12-21T00:00:00.000,,,,,,,,,,,,,,,,,,,
FITBARN LLC,LLC,Dissolved,1269062,2019-03-31,192 DWIGHT ST AP. 2,NEW HAVEN,,06511,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:08.7333333,,,,2019-02-15T00:00:00.000,,,,,,,,,,,,,,,,,,,
LGI WITH AJA LLC,LLC,Dissolved,1269449,2019-03-31,1798 STATE STREET,HAMDEN,,06517,CT,AJA.BOGAN@ATT.NET,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:22.5800000,,,,2019-01-31T00:00:00.000,,,,,,,,,,,,,,,,,,,
MROCK SERVICES LLC,LLC,Dissolved,1268983,2019-03-31,233 SPORT HILL RD.,EASTON,,06612,CT,EHANNA17@GMAIL.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:23.0633333,,,,2019-03-11T00:00:00.000,,,,,,,,,,,,,,,,,,,
"TBCC INVESTOR THREE, LLC",LLC,Merged,1268549,2020-03-31,"C/O ANDREW J. MANDELL, DATA-MAIL, INC. 240 HARTFORD AVE.",NEWINGTON,United States,06111,CT,AndyM@Data-Mail.com,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,Consumer Lending (522291),2021-11-10 00:05:14.0633333,,,,,,,,,,,,,,,,,,,,,,,
"M & M COMPUTER ACADEMY, LLC",LLC,Dissolved,1269014,2019-03-31,6 A CONCORD,DANBURY,,06810,CT,MYPARTYNOW81@GMAIL.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:35.5033333,,,,2019-05-22T00:00:00.000,,,,,,,,,,,,,,,,,,,
JOLIAD LLC,LLC,Dissolved,1269015,2019-03-31,41 SECOR ROAD 41 SECOR ROAD,BROOKFIELD,,06804,CT,JOHN.W.PITT@GMAIL.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:28.3466667,,,,2018-09-20T00:00:00.000,,,,,,,,,,,,,,,,,,,
CHI LLC,LLC,Dissolved,1269003,2019-03-31,494 ELLSWORTH AVE,NEW HAVEN,,06511,CT,LGRAY@ILERAHEALTHCARE.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:27.6733333,,,,2019-03-14T00:00:00.000,,,,,,,,,,,,,,,,,,,
"ELIZABETH BEAUTY ENTERPRISES, LLC",LLC,Dissolved,1269051,2019-03-31,43 RIVER RD.,NEW MILFORD,,06776,CT,BFERREIRA@TASCACCOUNTANT.COM,Domestic,2018-04-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:38.3500000,,,,2019-11-27T00:00:00.000,,,,,,,,,,,,,,,,,,,
S&M CLEANINGS L.L.C.,LLC,Active,1268611,2020-03-31,92 SANER ROAD,MARLBOROUGH,United States,06447,CT,shenells09@gmail.com,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.6800000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"SPEED, LLC",LLC,Active,1268613,2020-03-31,22 CHURCH STREET,HAMDEN,United States,06514,CT,1SPEEDLLC@GMAIL.COM,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.6800000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
THINK GREEN NOW INC.,Non-Stock,Dissolved,1268622,2021-09-24,486B WOODWARD AVE,EAST HAVEN,United States,06512,CT,THINKGREENNOW1@GMAIL.COM,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,All Other Information Services (519190),2021-11-10 00:08:21.7266667,519190.0,,,2021-07-15T00:00:00.000,,,,,,,,,,,,,,,,,,,
"HEART JOURNEY FITNESS, LLC",LLC,Active,1268661,2019-03-31,179-181 SIGOURNEY STREET APT. 201,HARTFORD,,06105,CT,HEARTJOURNEYLLC@GMAIL.COM,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3200000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"ROBINHOOD CRYPTO, LLC",LLC,Active,1268702,2022-03-31,85 WILLOW ROAD,MENLO PARK,United States,94025,CA,ARFS@INCSERV.COM,Foreign,2018-04-05,DE,DE,False,False,False,False,False,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",2021-11-10 00:08:22.4000000,522320.0,,,,,2018-04-04,"ROBINHOOD CRYPTO, LLC",United States,"3500 S DUPONT HWY, DOVER, DE, 19901, United States",3500 S DUPONT HWY,DOVER,DE,19901.0,"3500 S DUPONT HWY, DOVER, DE, 19901, United States",3500 S DUPONT HWY,DOVER,DE,19901.0,United States,United States,,,
LIANG LIANG INC,Stock,Active,1268703,2020-04-05,No information provided,,,,,,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.4000000,,First report past due,Failure to file First Report,,3000.0,,,,,,,,,,,,,,,,,,
JC&KK LLC,LLC,Active,1268705,2022-03-31,119 SOUTH MAIN STREET #10,COLCHESTER,United States,06415,CT,alpeshcpa@gmail.com,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",2021-11-10 00:08:22.4000000,445310.0,,,,,,,,,,,,,,,,,,,,,,
"BEST HOPE, INC.",Stock,Active,1268708,2019-04-05,987 STATE STREET,NEW HAVEN,,06511,CT,,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.4000000,,Ready for dissolution,Failure to file Annual Report,,10000.0,,,,,,,,,,,,,,,,,,
"MUNICIPAL PARKING SERVICES, INC.",Stock,Active,1268717,2022-04-05,12450 WAYZATA BLVD #200,MINNETONKA,United States,55305,MN,cls-ctarmsevidence@wolterskluwer.com,Foreign,2018-04-05,MN,MN,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:08:22.4000000,,,,,,2014-08-01,"MUNICIPAL PARKING SERVICES, INC.",United States,,,,,,,,,,,,,,,
REIGN LLC,LLC,Active,1268732,2019-03-31,103 KELSEY ST,NEWINGTON,,06111,CT,REIGN.LLC1@GMAIL.COM,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0566667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
MKT VENTURES LLC,LLC,Active,1268761,2022-03-31,24 OWENOKE PARK,WESTPORT,United States,06880,CT,katemelnick@gmail.com,Domestic,2018-04-05,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),2021-11-10 00:08:23.1033333,541613.0,,,,,,,,,,,,,,,,,,,,,,
JAMIE ROLANDO MORALES LLC,LLC,Active,1268764,2019-03-31,21 PEARL ST 1W,TORRINGTON,,06810,CT,JRME99@ICLOUD.COM,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
GARAGE MOM TRAINING LLC,LLC,Active,1268789,2022-03-31,241 SHETLAND ROAD,FAIRFIELD,United States,06824,CT,Ashley@rcmycpa.com,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:08:23.6800000,812990.0,,,,,,,,,,,,,,,,,,,,,,
"ARMADA DATA & ANALYTICS, LLC",LLC,Active,1268797,2022-03-31,225 OCEAN DRIVE WEST,STAMFORD,United States,06902,CT,matt@fc-data.com,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,All Other Information Services (519190),2021-11-10 00:08:23.6800000,519190.0,,,,,,,,,,,,,,,,,,,,,,
"SOURCE ONE SOLUTIONS, LLC",LLC,Active,1268835,2020-03-31,185 R TUTTLE ROAD,DURHAM,,06422,CT,TDEFONZO@GMAIL.COM,Foreign,2018-04-05,WY,WY,False,False,False,False,False,,2021-11-10 00:08:20.9466667,,Ready for dissolution,Failure to file Annual Report,,,2018-04-05,"SOURCE ONE SOLUTIONS, LLC",,"58 WESTON ST, HARTFORD, CT, 06120,",58 WESTON ST,HARTFORD,CT,6120.0,"58 WESTON ST, HARTFORD, CT, 06120,",58 WESTON ST,HARTFORD,CT,6120.0,,,,,
"AFT ANALYTICS, INC.",Stock,Withdrawn,1268842,2020-04-05,263 TRESSER BLVD - 9TH FLOOR,STAMFORD,United States,06901,CT,CAROL@ALIYA.COM,Foreign,2018-04-05,DE,DE,False,False,False,False,False,,2021-11-10 00:08:20.9466667,,,,,,2018-03-14,"AFT ANALYTICS, INC.",United States,,,,,,,,,,,,,,,
"SPECTRUM STAMFORD, LLC",LLC,Active,1268846,2022-03-31,12405 POWERSCOURT DR,ST LOUIS,United States,63313,MO,cindy.minahan@charter.com,Foreign,2018-04-05,DE,DE,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",2021-11-10 00:08:20.9766667,551114.0,,,,,2017-10-24,"SPECTRUM STAMFORD, LLC",United States,"251 LITTLE FALLS DR C/O CSC, WILMINGTON, DE, 19808,",251 LITTLE FALLS DR C/O CSC,WILMINGTON,DE,19808.0,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808.0,United States,,,,
FISK MANAGEMENT LLC,LLC,Active,1268879,2019-03-31,1081 YONKERS AVE,YONKERS,,10704,NY,SOHEL@SDICARD.COM,Foreign,2018-04-05,NY,NY,False,False,False,False,False,,2021-11-10 00:08:21.0100000,,Ready for dissolution,Failure to file Annual Report,,,2018-04-03,FISK MANAGEMENT LLC,,,,,,,,,,,,,,,,
"MARCO'S PRESTIGIOUS AUTO DETAIL, LLC",LLC,Active,1268882,2020-03-31,130 BOSTON POST ROAD #29,EAST LYME,United States,06333,CT,MARCOMONTENEGRO1978@GMAIL.COM,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.0100000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"VERNON SELF STORAGE CENTERS, LLC",LLC,Active,1268891,2019-03-31,11 WEBSTER LANE,WILBRAHAM,,01095,MA,,Foreign,2018-04-05,MA,MA,False,False,False,False,False,,2021-11-10 00:08:21.6500000,,Ready for dissolution,Failure to file Annual Report,,,2018-04-09,"VERNON SELF STORAGE CENTERS, LLC",,,,,,,,,,,,,,,,
HITACHI CABLE AMERICA INC.,Stock,Active,1268892,2022-04-05,2 MANHATTANVILLE ROAD SUITE 301,PURCHASE,United States,10577,NY,cls-ctarmsevidence@wolterskluwer.com,Foreign,2018-04-05,NY,NY,False,False,False,False,False,Surgical and Medical Instrument Manufacturing (339112),2021-11-10 00:08:21.6500000,339112.0,,,,,2018-04-01,HITACHI CABLE AMERICA INC.,United States,,,,,,,,,,,,,,,
"TEMUJIN RESOURCES, LLC",LLC,Active,1268896,2022-03-31,800 Westchester Ave,Rye Brook,United States,10573-1354,NY,helen@temujinllc.com,Foreign,2018-04-05,DE,DE,False,False,False,False,False,Beauty Salons (812112),2021-11-10 00:08:21.6500000,,,Failure to file Annual Report,,,2018-05-01,"TEMUJIN RESOURCES, LLC",,,,,,,,,,,,,,,SUITE N641,
"TEMUJIN 11 CT, LLC",LLC,Active,1268901,2022-03-31,800 Westchester Ave,Rye Brook,United States,10573,NY,helen@temujinllc.com,Foreign,2018-04-05,DE,DE,False,False,False,False,False,Beauty Salons (812112),2021-11-10 00:08:21.6500000,,,Failure to file Annual Report,,,2018-05-01,"TEMUJLN 11 CT, LLC",,,,,,,,,,,,,,ryen@wsfs-law.com,SUITE N641,
"TEMUJIN 10 CT, LLC",LLC,Active,1268902,2022-03-31,800 Westchester Ave,Rye Brook,United States,10573-1354,NY,helen@temujinllc.com,Foreign,2018-04-05,DE,DE,False,False,False,False,False,Beauty Salons (812112),2021-11-10 00:08:21.6500000,,,Failure to file Annual Report,,,2018-05-01,"TEMUJIN 10 CT, LLC",,,,,,,,,,,,,,ryen@wsfs-law.com,SUITE N641,
"309 FLANDERS ROAD, LLC",LLC,Active,1268905,2019-03-31,309 FLANDERS ROAD,NIANTIC,,06357,CT,,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.6500000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"C.E.S. INSURANCE AGENCY, LLC",LLC,Active,1268911,2022-03-31,29 SAWYER ROAD,WALTHAM,United States,02453,MA,Licensing@commonwealth.com,Foreign,2018-04-05,MA,MA,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-11-10 00:08:21.6500000,524210.0,,,,,2018-04-05,"C.E.S. INSURANCE AGENCY, LLC",United States,"29 SAWYER ROAD, WALTHAM, MA, 02453, United States",29 SAWYER ROAD,WALTHAM,MA,2453.0,"29 SAWYER ROAD, WALTHAM, MA, 02453, United States",29 SAWYER ROAD,WALTHAM,MA,2453.0,United States,United States,,,
HERBAL ALTERNATIVES OF CONNECTICUT LLC,LLC,Active,1268917,2019-03-31,1266 EAST MAIN STREET SUITE 700R,STAMFORD,,06902,CT,JONBRUNENKANT@GMAIL.COM,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.6966667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
ERIC MALDONADO LLC,LLC,Active,1268934,2019-03-31,454 PARK ST,HTF,,06106,CT,,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7266667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"GUEST FIRST HOSPITALITY, LLC",LLC,Active,1268954,2019-03-31,95 PINEWOOD TRAIL,TRUMBULL,,06611,CT,,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.2900000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
CINTOW ASSOCIATES LLC,LLC,Active,1269079,2022-03-31,185 PLAINS ROAD 185 PLAINS ROAD,MILFORD,United States,06461,CT,jkarp@karp-langerman.com,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,Investment Advice (523930),2021-11-10 00:08:23.1033333,523930.0,,,,,,,,,,,,,,,,,,,,,,
"METRIC FINANCIAL, LLC",LLC,Active,1269080,2022-03-31,3 DANIELLE ROAD,GRANBY,United States,06035,CT,tim@metricfin.com,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,Investment Advice (523930),2021-11-10 00:08:23.1033333,523930.0,,,,,,,,,,,,,,,,,,,,,,
"IRON GATE AERIAL IMAGING, LLC",LLC,Active,1269081,2020-03-31,28 WOOD CREEK ROAD,BURLINGTON,,06013,CT,ERJ175PILOT@GMAIL.COM,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"WATTS VETERINARY CARE, LLC",LLC,Active,1269083,2020-03-31,304 CIRCLE DR.,STRATFORD,United States,06614,CT,WATTSVETRELIEF@GMAIL.COM,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"TRINITY GRACE CHURCH, INC",Non-Stock,Active,1269084,2020-04-05,No information provided,,,,,INFO@TRINITYGRACECT.ORG,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,
"NINE FIFTEEN, LLC",LLC,Active,1269087,2022-03-31,300 PUTNAM ROAD,POMFRET CENTER,United States,06259,CT,Colin.m.billings@gmail.com,Domestic,2018-04-05,CT,Connecticut,True,True,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:23.1333333,531110.0,,,,,,,,,,,,,,,,,,,,,,
KHANTHAPHIXAY LLC,LLC,Active,1269088,2021-03-31,654 HUNTINGTON RD,BRIDGEPORT,United States,06610,CT,jassbo@aol.com,Domestic,2018-04-05,CT,Connecticut,True,True,True,False,False,All Other Personal Services (812990),2021-11-10 00:08:23.1333333,812990.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
PLAY IT FORWARD ECLECTIC SOUL TOUR INC.,Non-Stock,Active,1269089,2020-04-05,136 NEWTOWN AVE #18,NORWALK,United States,06851,CT,info@pifest.org,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1333333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"SIMPLYDIPPED, LLC",LLC,Active,1269090,2022-03-31,57 COOPER PLACE,NEW HAVEN,United States,06515,CT,Simplydippedllc@gmail.com,Domestic,2018-04-05,CT,Connecticut,True,False,False,False,False,Caterers (722320),2021-11-10 00:08:23.1333333,722320.0,,,,,,,,,,,,,,,,,,,,,,
ROMERO'S LANDSCAPING LLC,LLC,Active,1269093,2019-03-31,103 LEXINGTON AVE APT 5,NORWALK,,,CT,UNETRAVEL@GMAIL.COM,Domestic,2018-04-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1333333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
